book,sym,day,wd,dte,arm,dwell,entry_hm,exit_cfg,sl,K_spot,K_used,spot0,forward,fwd_gap,strike_changed,ce0,pe0,credit,skew,ba_pct,exit_hm,exit_comb,reason,spot_exit,idx_move_pct,gross_lot,net_lot,lot
COMB_NIFTY,NIFTY,2026-05-22,4,2,B,0,09:20,15:20,30,23700,23700,23693.5,23719.35,25.85,0,169.55,150.2,319.75,19.35,0.186,15:20,279.1,TIME_EXIT,23725.35,0.1344,2642,2392,65
TIMEB_NIFTY,NIFTY,2026-05-22,4,2,A,2,10:00,12:00,20,23800,23800,23779.65,23789.65,10.0,0,150.0,160.35,310.35,-10.35,0.225,12:00,297.85,TIME_EXIT,23804.85,0.106,812,562,65
TIMEB_NIFTY,NIFTY,2026-05-22,4,2,A,0,10:00,12:00,20,23800,23800,23779.65,23789.65,10.0,0,150.0,160.35,310.35,-10.35,0.225,12:00,297.85,TIME_EXIT,23804.85,0.106,812,562,65
TIMEB_NIFTY,NIFTY,2026-05-22,4,2,B,2,10:00,12:00,20,23800,23800,23779.65,23789.65,10.0,0,150.0,160.35,310.35,-10.35,0.225,12:00,297.85,TIME_EXIT,23804.85,0.106,812,562,65
TIMEB_NIFTY,NIFTY,2026-05-22,4,2,B,0,10:00,12:00,20,23800,23800,23779.65,23789.65,10.0,0,150.0,160.35,310.35,-10.35,0.225,12:00,297.85,TIME_EXIT,23804.85,0.106,812,562,65
COMB_NIFTY,NIFTY,2026-05-25,0,1,A,2,09:20,15:20,30,23950,23950,23967.6,23981.15,13.55,0,125.5,94.35,219.85,31.15,0.192,15:20,186.4,TIME_EXIT,24025.2,0.2403,2174,1924,65
COMB_NIFTY,NIFTY,2026-05-25,0,1,A,0,09:20,15:20,30,23950,23950,23967.6,23981.15,13.55,0,125.5,94.35,219.85,31.15,0.192,15:20,186.4,TIME_EXIT,24025.2,0.2403,2174,1924,65
COMB_NIFTY,NIFTY,2026-05-25,0,1,B,2,09:20,15:20,30,23950,24000,23967.6,23981.15,13.55,1,99.15,118.4,217.55,-19.25,0.235,15:20,171.85,TIME_EXIT,24025.2,0.2403,2971,2721,65
COMB_NIFTY,NIFTY,2026-05-25,0,1,B,0,09:20,15:20,30,23950,24000,23967.6,23981.15,13.55,1,99.15,118.4,217.55,-19.25,0.235,15:20,171.85,TIME_EXIT,24025.2,0.2403,2971,2721,65
TIMEB_NIFTY,NIFTY,2026-05-25,0,1,A,2,13:00,14:00,20,23950,23950,23954.4,23953.25,-1.15,0,93.9,90.65,184.55,3.25,0.217,14:00,172.7,TIME_EXIT,23965.35,0.0457,770,520,65
TIMEB_NIFTY,NIFTY,2026-05-25,0,1,A,0,13:00,14:00,20,23950,23950,23954.4,23953.25,-1.15,0,93.9,90.65,184.55,3.25,0.217,14:00,172.7,TIME_EXIT,23965.35,0.0457,770,520,65
TIMEB_NIFTY,NIFTY,2026-05-25,0,1,B,2,13:00,14:00,20,23950,23950,23954.4,23953.25,-1.15,0,93.9,90.65,184.55,3.25,0.217,14:00,172.7,TIME_EXIT,23965.35,0.0457,770,520,65
TIMEB_NIFTY,NIFTY,2026-05-25,0,1,B,0,13:00,14:00,20,23950,23950,23954.4,23953.25,-1.15,0,93.9,90.65,184.55,3.25,0.217,14:00,172.7,TIME_EXIT,23965.35,0.0457,770,520,65
COMB_NIFTY,NIFTY,2026-05-26,1,0,A,2,09:20,15:20,25,24000,24000,24011.55,24015.1,3.55,0,65.1,50.0,115.1,15.1,0.303,15:20,86.6,TIME_EXIT,23911.05,-0.4185,1852,1602,65
COMB_NIFTY,NIFTY,2026-05-26,1,0,A,0,09:20,15:20,25,24000,24000,24011.55,24015.1,3.55,0,65.1,50.0,115.1,15.1,0.303,15:20,86.6,TIME_EXIT,23911.05,-0.4185,1852,1602,65
COMB_NIFTY,NIFTY,2026-05-26,1,0,B,2,09:20,15:20,25,24000,24000,24011.55,24015.1,3.55,0,65.1,50.0,115.1,15.1,0.303,15:20,86.6,TIME_EXIT,23911.05,-0.4185,1852,1602,65
COMB_NIFTY,NIFTY,2026-05-26,1,0,B,0,09:20,15:20,25,24000,24000,24011.55,24015.1,3.55,0,65.1,50.0,115.1,15.1,0.303,15:20,86.6,TIME_EXIT,23911.05,-0.4185,1852,1602,65
TIMEB_NIFTY,NIFTY,2026-05-26,1,0,A,2,09:30,11:00,25,24050,24050,24034.1,24039.05,4.95,0,51.7,62.65,114.35,-10.95,0.353,11:00,89.0,TIME_EXIT,24071.85,0.1571,1648,1398,65
TIMEB_NIFTY,NIFTY,2026-05-26,1,0,A,0,09:30,11:00,25,24050,24050,24034.1,24039.05,4.95,0,51.7,62.65,114.35,-10.95,0.353,11:00,89.0,TIME_EXIT,24071.85,0.1571,1648,1398,65
TIMEB_NIFTY,NIFTY,2026-05-26,1,0,B,2,09:30,11:00,25,24050,24050,24034.1,24039.05,4.95,0,51.7,62.65,114.35,-10.95,0.353,11:00,89.0,TIME_EXIT,24071.85,0.1571,1648,1398,65
TIMEB_NIFTY,NIFTY,2026-05-26,1,0,B,0,09:30,11:00,25,24050,24050,24034.1,24039.05,4.95,0,51.7,62.65,114.35,-10.95,0.353,11:00,89.0,TIME_EXIT,24071.85,0.1571,1648,1398,65
COMB_NIFTY,NIFTY,2026-05-28,3,3,A,2,09:20,15:20,20,23900,23900,23907.15,23954.25,47.1,0,179.75,125.5,305.25,54.25,,15:20,305.25,TIME_EXIT,23907.15,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-28,3,3,A,0,09:20,15:20,20,23900,23900,23907.15,23954.25,47.1,0,179.75,125.5,305.25,54.25,,15:20,305.25,TIME_EXIT,23907.15,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-28,3,3,B,2,09:20,15:20,20,23900,23950,23907.15,23954.25,47.1,1,154.65,148.0,302.65,6.65,,15:20,302.65,TIME_EXIT,23907.15,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-28,3,3,B,0,09:20,15:20,20,23900,23950,23907.15,23954.25,47.1,1,154.65,148.0,302.65,6.65,,15:20,302.65,TIME_EXIT,23907.15,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-29,4,2,A,2,09:20,15:20,30,23950,23950,23963.3,24018.6,55.3,0,173.4,104.8,278.2,68.6,0.21,15:04,370.8,SL_DWELL,23588.95,-1.5622,-6019,-6269,65
COMB_NIFTY,NIFTY,2026-05-29,4,2,A,0,09:20,15:20,30,23950,23950,23963.3,24018.6,55.3,0,173.4,104.8,278.2,68.6,0.21,15:02,364.4,SL_IMMEDIATE,23639.8,-1.35,-5603,-5853,65
COMB_NIFTY,NIFTY,2026-05-29,4,2,B,2,09:20,15:20,30,23950,24000,23963.3,24018.6,55.3,1,144.85,126.5,271.35,18.35,0.255,15:03,402.2,SL_DWELL,23610.45,-1.4725,-8505,-8755,65
COMB_NIFTY,NIFTY,2026-05-29,4,2,B,0,09:20,15:20,30,23950,24000,23963.3,24018.6,55.3,1,144.85,126.5,271.35,18.35,0.255,15:01,354.95,SL_IMMEDIATE,23684.9,-1.1618,-5434,-5684,65
TIMEB_NIFTY,NIFTY,2026-05-29,4,2,A,2,10:00,12:00,20,23900,23900,23907.45,23959.15,51.7,0,169.4,110.25,279.65,59.15,0.231,12:00,266.05,TIME_EXIT,23890.8,-0.0696,884,634,65
TIMEB_NIFTY,NIFTY,2026-05-29,4,2,A,0,10:00,12:00,20,23900,23900,23907.45,23959.15,51.7,0,169.4,110.25,279.65,59.15,0.231,12:00,266.05,TIME_EXIT,23890.8,-0.0696,884,634,65
TIMEB_NIFTY,NIFTY,2026-05-29,4,2,B,2,10:00,12:00,20,23900,23950,23907.45,23959.15,51.7,1,142.0,132.6,274.6,9.4,0.183,12:00,261.45,TIME_EXIT,23890.8,-0.0696,855,605,65
TIMEB_NIFTY,NIFTY,2026-05-29,4,2,B,0,10:00,12:00,20,23900,23950,23907.45,23959.15,51.7,1,142.0,132.6,274.6,9.4,0.183,12:00,261.45,TIME_EXIT,23890.8,-0.0696,855,605,65
COMB_NIFTY,NIFTY,2026-06-01,0,1,A,2,09:21,15:20,30,23650,23650,23630.55,23658.65,28.1,0,114.1,105.45,219.55,8.65,0.257,15:20,271.4,TIME_EXIT,23376.85,-1.0736,-3370,-3620,65
COMB_NIFTY,NIFTY,2026-06-01,0,1,A,0,09:21,15:20,30,23650,23650,23630.55,23658.65,28.1,0,114.1,105.45,219.55,8.65,0.257,15:20,271.4,TIME_EXIT,23376.85,-1.0736,-3370,-3620,65
COMB_NIFTY,NIFTY,2026-06-01,0,1,B,2,09:21,15:20,30,23650,23650,23630.55,23658.65,28.1,0,114.1,105.45,219.55,8.65,0.257,15:20,271.4,TIME_EXIT,23376.85,-1.0736,-3370,-3620,65
COMB_NIFTY,NIFTY,2026-06-01,0,1,B,0,09:21,15:20,30,23650,23650,23630.55,23658.65,28.1,0,114.1,105.45,219.55,8.65,0.257,15:20,271.4,TIME_EXIT,23376.85,-1.0736,-3370,-3620,65
TIMEB_NIFTY,NIFTY,2026-06-01,0,1,A,2,13:00,14:00,20,23500,23500,23513.45,23543.95,30.5,0,123.3,79.35,202.65,43.95,0.279,14:00,192.6,TIME_EXIT,23456.1,-0.2439,653,403,65
TIMEB_NIFTY,NIFTY,2026-06-01,0,1,A,0,13:00,14:00,20,23500,23500,23513.45,23543.95,30.5,0,123.3,79.35,202.65,43.95,0.279,14:00,192.6,TIME_EXIT,23456.1,-0.2439,653,403,65
TIMEB_NIFTY,NIFTY,2026-06-01,0,1,B,2,13:00,14:00,20,23500,23550,23513.45,23543.95,30.5,1,96.6,102.95,199.55,-6.35,0.225,14:00,199.0,TIME_EXIT,23456.1,-0.2439,36,-214,65
TIMEB_NIFTY,NIFTY,2026-06-01,0,1,B,0,13:00,14:00,20,23500,23550,23513.45,23543.95,30.5,1,96.6,102.95,199.55,-6.35,0.225,14:00,199.0,TIME_EXIT,23456.1,-0.2439,36,-214,65
COMB_NIFTY,NIFTY,2026-06-02,1,0,A,2,09:20,15:20,25,23300,23300,23286.5,23281.15,-5.35,0,51.6,70.45,122.05,-18.85,0.284,12:50,151.7,SL_DWELL,23425.25,0.5958,-1927,-2177,65
COMB_NIFTY,NIFTY,2026-06-02,1,0,A,0,09:20,15:20,25,23300,23300,23286.5,23281.15,-5.35,0,51.6,70.45,122.05,-18.85,0.284,12:48,156.25,SL_IMMEDIATE,23429.8,0.6154,-2223,-2473,65
COMB_NIFTY,NIFTY,2026-06-02,1,0,B,2,09:20,15:20,25,23300,23300,23286.5,23281.15,-5.35,0,51.6,70.45,122.05,-18.85,0.284,12:50,151.7,SL_DWELL,23425.25,0.5958,-1927,-2177,65
COMB_NIFTY,NIFTY,2026-06-02,1,0,B,0,09:20,15:20,25,23300,23300,23286.5,23281.15,-5.35,0,51.6,70.45,122.05,-18.85,0.284,12:48,156.25,SL_IMMEDIATE,23429.8,0.6154,-2223,-2473,65
TIMEB_NIFTY,NIFTY,2026-06-02,1,0,A,2,09:30,11:00,25,23300,23300,23281.3,23280.5,-0.8,0,48.1,67.6,115.7,-19.5,0.319,11:00,88.2,TIME_EXIT,23300.35,0.0818,1788,1538,65
TIMEB_NIFTY,NIFTY,2026-06-02,1,0,A,0,09:30,11:00,25,23300,23300,23281.3,23280.5,-0.8,0,48.1,67.6,115.7,-19.5,0.319,11:00,88.2,TIME_EXIT,23300.35,0.0818,1788,1538,65
TIMEB_NIFTY,NIFTY,2026-06-02,1,0,B,2,09:30,11:00,25,23300,23300,23281.3,23280.5,-0.8,0,48.1,67.6,115.7,-19.5,0.319,11:00,88.2,TIME_EXIT,23300.35,0.0818,1788,1538,65
TIMEB_NIFTY,NIFTY,2026-06-02,1,0,B,0,09:30,11:00,25,23300,23300,23281.3,23280.5,-0.8,0,48.1,67.6,115.7,-19.5,0.319,11:00,88.2,TIME_EXIT,23300.35,0.0818,1788,1538,65
COMB_NIFTY,NIFTY,2026-06-04,3,3,A,2,09:16,15:20,20,23300,23300,23281.8,23324.8,43.0,0,194.65,169.85,364.5,24.8,0.22,15:20,354.35,TIME_EXIT,23419.6,0.5919,660,410,65
COMB_NIFTY,NIFTY,2026-06-04,3,3,A,0,09:16,15:20,20,23300,23300,23281.8,23324.8,43.0,0,194.65,169.85,364.5,24.8,0.22,15:20,354.35,TIME_EXIT,23419.6,0.5919,660,410,65
COMB_NIFTY,NIFTY,2026-06-04,3,3,B,2,09:16,15:20,20,23300,23300,23281.8,23324.8,43.0,0,194.65,169.85,364.5,24.8,0.22,15:20,354.35,TIME_EXIT,23419.6,0.5919,660,410,65
COMB_NIFTY,NIFTY,2026-06-04,3,3,B,0,09:16,15:20,20,23300,23300,23281.8,23324.8,43.0,0,194.65,169.85,364.5,24.8,0.22,15:20,354.35,TIME_EXIT,23419.6,0.5919,660,410,65
COMB_NIFTY,NIFTY,2026-06-05,4,2,A,2,09:16,15:20,30,23500,23500,23479.5,23516.65,37.15,0,164.3,147.65,311.95,16.65,0.193,15:20,281.85,TIME_EXIT,23372.75,-0.4547,1957,1707,65
COMB_NIFTY,NIFTY,2026-06-05,4,2,A,0,09:16,15:20,30,23500,23500,23479.5,23516.65,37.15,0,164.3,147.65,311.95,16.65,0.193,15:20,281.85,TIME_EXIT,23372.75,-0.4547,1957,1707,65
COMB_NIFTY,NIFTY,2026-06-05,4,2,B,2,09:16,15:20,30,23500,23500,23479.5,23516.65,37.15,0,164.3,147.65,311.95,16.65,0.193,15:20,281.85,TIME_EXIT,23372.75,-0.4547,1957,1707,65
COMB_NIFTY,NIFTY,2026-06-05,4,2,B,0,09:16,15:20,30,23500,23500,23479.5,23516.65,37.15,0,164.3,147.65,311.95,16.65,0.193,15:20,281.85,TIME_EXIT,23372.75,-0.4547,1957,1707,65
TIMEB_NIFTY,NIFTY,2026-06-05,4,2,A,2,10:00,12:00,20,23450,23450,23443.95,23486.1,42.15,0,175.9,139.8,315.7,36.1,0.157,12:00,299.05,TIME_EXIT,23397.5,-0.1981,1082,832,65
TIMEB_NIFTY,NIFTY,2026-06-05,4,2,A,0,10:00,12:00,20,23450,23450,23443.95,23486.1,42.15,0,175.9,139.8,315.7,36.1,0.157,12:00,299.05,TIME_EXIT,23397.5,-0.1981,1082,832,65
TIMEB_NIFTY,NIFTY,2026-06-05,4,2,B,2,10:00,12:00,20,23450,23500,23443.95,23486.1,42.15,1,150.2,164.65,314.85,-14.45,0.096,12:00,303.45,TIME_EXIT,23397.5,-0.1981,741,491,65
TIMEB_NIFTY,NIFTY,2026-06-05,4,2,B,0,10:00,12:00,20,23450,23500,23443.95,23486.1,42.15,1,150.2,164.65,314.85,-14.45,0.096,12:00,303.45,TIME_EXIT,23397.5,-0.1981,741,491,65
COMB_NIFTY,NIFTY,2026-06-08,0,1,A,2,09:16,15:20,30,23100,23100,23099.75,23136.5,36.75,0,148.15,111.65,259.8,36.5,0.23,15:20,197.35,TIME_EXIT,23124.95,0.1091,4059,3809,65
COMB_NIFTY,NIFTY,2026-06-08,0,1,A,0,09:16,15:20,30,23100,23100,23099.75,23136.5,36.75,0,148.15,111.65,259.8,36.5,0.23,15:20,197.35,TIME_EXIT,23124.95,0.1091,4059,3809,65
COMB_NIFTY,NIFTY,2026-06-08,0,1,B,2,09:16,15:20,30,23100,23150,23099.75,23136.5,36.75,1,120.9,139.3,260.2,-18.4,0.271,15:20,195.4,TIME_EXIT,23124.95,0.1091,4212,3962,65
COMB_NIFTY,NIFTY,2026-06-08,0,1,B,0,09:16,15:20,30,23100,23150,23099.75,23136.5,36.75,1,120.9,139.3,260.2,-18.4,0.271,15:20,195.4,TIME_EXIT,23124.95,0.1091,4212,3962,65
TIMEB_NIFTY,NIFTY,2026-06-08,0,1,A,2,13:00,14:00,20,23250,23250,23246.15,23266.3,20.15,0,122.6,106.3,228.9,16.3,0.24,14:00,223.15,TIME_EXIT,23172.45,-0.317,374,124,65
TIMEB_NIFTY,NIFTY,2026-06-08,0,1,A,0,13:00,14:00,20,23250,23250,23246.15,23266.3,20.15,0,122.6,106.3,228.9,16.3,0.24,14:00,223.15,TIME_EXIT,23172.45,-0.317,374,124,65
TIMEB_NIFTY,NIFTY,2026-06-08,0,1,B,2,13:00,14:00,20,23250,23250,23246.15,23266.3,20.15,0,122.6,106.3,228.9,16.3,0.24,14:00,223.15,TIME_EXIT,23172.45,-0.317,374,124,65
TIMEB_NIFTY,NIFTY,2026-06-08,0,1,B,0,13:00,14:00,20,23250,23250,23246.15,23266.3,20.15,0,122.6,106.3,228.9,16.3,0.24,14:00,223.15,TIME_EXIT,23172.45,-0.317,374,124,65
COMB_NIFTY,NIFTY,2026-06-09,1,0,A,2,09:45,15:20,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,15:20,40.65,TIME_EXIT,23231.1,0.1479,4462,4212,65
COMB_NIFTY,NIFTY,2026-06-09,1,0,A,0,09:45,15:20,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,15:20,40.65,TIME_EXIT,23231.1,0.1479,4462,4212,65
COMB_NIFTY,NIFTY,2026-06-09,1,0,B,2,09:45,15:20,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,15:20,40.65,TIME_EXIT,23231.1,0.1479,4462,4212,65
COMB_NIFTY,NIFTY,2026-06-09,1,0,B,0,09:45,15:20,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,15:20,40.65,TIME_EXIT,23231.1,0.1479,4462,4212,65
TIMEB_NIFTY,NIFTY,2026-06-09,1,0,A,2,09:45,11:00,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,11:00,107.8,TIME_EXIT,23154.55,-0.1821,97,-153,65
TIMEB_NIFTY,NIFTY,2026-06-09,1,0,A,0,09:45,11:00,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,11:00,107.8,TIME_EXIT,23154.55,-0.1821,97,-153,65
TIMEB_NIFTY,NIFTY,2026-06-09,1,0,B,2,09:45,11:00,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,11:00,107.8,TIME_EXIT,23154.55,-0.1821,97,-153,65
TIMEB_NIFTY,NIFTY,2026-06-09,1,0,B,0,09:45,11:00,25,23200,23200,23196.8,23204.8,8.0,0,57.05,52.25,109.3,4.8,0.232,11:00,107.8,TIME_EXIT,23154.55,-0.1821,97,-153,65
COMB_NIFTY,NIFTY,2026-06-11,3,3,A,2,09:16,15:20,20,23100,23100,23104.5,23114.55,10.05,0,177.35,162.8,340.15,14.55,0.251,15:20,309.8,TIME_EXIT,23173.8,0.2999,1973,1723,65
COMB_NIFTY,NIFTY,2026-06-11,3,3,A,0,09:16,15:20,20,23100,23100,23104.5,23114.55,10.05,0,177.35,162.8,340.15,14.55,0.251,15:20,309.8,TIME_EXIT,23173.8,0.2999,1973,1723,65
COMB_NIFTY,NIFTY,2026-06-11,3,3,B,2,09:16,15:20,20,23100,23100,23104.5,23114.55,10.05,0,177.35,162.8,340.15,14.55,0.251,15:20,309.8,TIME_EXIT,23173.8,0.2999,1973,1723,65
COMB_NIFTY,NIFTY,2026-06-11,3,3,B,0,09:16,15:20,20,23100,23100,23104.5,23114.55,10.05,0,177.35,162.8,340.15,14.55,0.251,15:20,309.8,TIME_EXIT,23173.8,0.2999,1973,1723,65
COMB_NIFTY,NIFTY,2026-06-12,4,2,A,2,09:16,15:20,30,23450,23450,23425.4,23426.1,0.7,0,125.65,149.55,275.2,-23.9,0.236,15:20,317.35,TIME_EXIT,23629.1,0.8696,-2740,-2990,65
COMB_NIFTY,NIFTY,2026-06-12,4,2,A,0,09:16,15:20,30,23450,23450,23425.4,23426.1,0.7,0,125.65,149.55,275.2,-23.9,0.236,15:20,317.35,TIME_EXIT,23629.1,0.8696,-2740,-2990,65
COMB_NIFTY,NIFTY,2026-06-12,4,2,B,2,09:16,15:20,30,23450,23450,23425.4,23426.1,0.7,0,125.65,149.55,275.2,-23.9,0.236,15:20,317.35,TIME_EXIT,23629.1,0.8696,-2740,-2990,65
COMB_NIFTY,NIFTY,2026-06-12,4,2,B,0,09:16,15:20,30,23450,23450,23425.4,23426.1,0.7,0,125.65,149.55,275.2,-23.9,0.236,15:20,317.35,TIME_EXIT,23629.1,0.8696,-2740,-2990,65
TIMEB_NIFTY,NIFTY,2026-06-12,4,2,A,2,10:00,12:00,20,23350,23350,23346.55,23369.9,23.35,0,150.2,130.3,280.5,19.9,0.215,12:00,268.9,TIME_EXIT,23378.2,0.1356,754,504,65
TIMEB_NIFTY,NIFTY,2026-06-12,4,2,A,0,10:00,12:00,20,23350,23350,23346.55,23369.9,23.35,0,150.2,130.3,280.5,19.9,0.215,12:00,268.9,TIME_EXIT,23378.2,0.1356,754,504,65
TIMEB_NIFTY,NIFTY,2026-06-12,4,2,B,2,10:00,12:00,20,23350,23350,23346.55,23369.9,23.35,0,150.2,130.3,280.5,19.9,0.215,12:00,268.9,TIME_EXIT,23378.2,0.1356,754,504,65
TIMEB_NIFTY,NIFTY,2026-06-12,4,2,B,0,10:00,12:00,20,23350,23350,23346.55,23369.9,23.35,0,150.2,130.3,280.5,19.9,0.215,12:00,268.9,TIME_EXIT,23378.2,0.1356,754,504,65
COMB_NIFTY,NIFTY,2026-06-15,0,1,A,2,09:18,15:20,30,23950,23950,23962.0,23948.4,-13.6,0,101.25,102.85,204.1,-1.6,0.147,15:20,184.15,TIME_EXIT,23860.4,-0.424,1297,1047,65
COMB_NIFTY,NIFTY,2026-06-15,0,1,A,0,09:18,15:20,30,23950,23950,23962.0,23948.4,-13.6,0,101.25,102.85,204.1,-1.6,0.147,15:20,184.15,TIME_EXIT,23860.4,-0.424,1297,1047,65
COMB_NIFTY,NIFTY,2026-06-15,0,1,B,2,09:18,15:20,30,23950,23950,23962.0,23948.4,-13.6,0,101.25,102.85,204.1,-1.6,0.147,15:20,184.15,TIME_EXIT,23860.4,-0.424,1297,1047,65
COMB_NIFTY,NIFTY,2026-06-15,0,1,B,0,09:18,15:20,30,23950,23950,23962.0,23948.4,-13.6,0,101.25,102.85,204.1,-1.6,0.147,15:20,184.15,TIME_EXIT,23860.4,-0.424,1297,1047,65
TIMEB_NIFTY,NIFTY,2026-06-15,0,1,A,2,13:00,14:00,20,23900,23900,23906.95,23911.2,4.25,0,103.4,92.2,195.6,11.2,0.205,14:00,185.45,TIME_EXIT,23907.75,0.0033,660,410,65
TIMEB_NIFTY,NIFTY,2026-06-15,0,1,A,0,13:00,14:00,20,23900,23900,23906.95,23911.2,4.25,0,103.4,92.2,195.6,11.2,0.205,14:00,185.45,TIME_EXIT,23907.75,0.0033,660,410,65
TIMEB_NIFTY,NIFTY,2026-06-15,0,1,B,2,13:00,14:00,20,23900,23900,23906.95,23911.2,4.25,0,103.4,92.2,195.6,11.2,0.205,14:00,185.45,TIME_EXIT,23907.75,0.0033,660,410,65
TIMEB_NIFTY,NIFTY,2026-06-15,0,1,B,0,13:00,14:00,20,23900,23900,23906.95,23911.2,4.25,0,103.4,92.2,195.6,11.2,0.205,14:00,185.45,TIME_EXIT,23907.75,0.0033,660,410,65
COMB_NIFTY,NIFTY,2026-06-16,1,0,A,2,09:16,15:20,25,23900,23900,23909.35,23901.3,-8.05,0,58.0,56.7,114.7,1.3,0.218,15:20,87.1,TIME_EXIT,23983.45,0.3099,1794,1544,65
COMB_NIFTY,NIFTY,2026-06-16,1,0,A,0,09:16,15:20,25,23900,23900,23909.35,23901.3,-8.05,0,58.0,56.7,114.7,1.3,0.218,15:20,87.1,TIME_EXIT,23983.45,0.3099,1794,1544,65
COMB_NIFTY,NIFTY,2026-06-16,1,0,B,2,09:16,15:20,25,23900,23900,23909.35,23901.3,-8.05,0,58.0,56.7,114.7,1.3,0.218,15:20,87.1,TIME_EXIT,23983.45,0.3099,1794,1544,65
COMB_NIFTY,NIFTY,2026-06-16,1,0,B,0,09:16,15:20,25,23900,23900,23909.35,23901.3,-8.05,0,58.0,56.7,114.7,1.3,0.218,15:20,87.1,TIME_EXIT,23983.45,0.3099,1794,1544,65
TIMEB_NIFTY,NIFTY,2026-06-16,1,0,A,2,09:30,11:00,25,23950,23950,23938.1,23941.0,2.9,0,47.35,56.35,103.7,-9.0,0.186,11:00,83.45,TIME_EXIT,23966.65,0.1193,1316,1066,65
TIMEB_NIFTY,NIFTY,2026-06-16,1,0,A,0,09:30,11:00,25,23950,23950,23938.1,23941.0,2.9,0,47.35,56.35,103.7,-9.0,0.186,11:00,83.45,TIME_EXIT,23966.65,0.1193,1316,1066,65
TIMEB_NIFTY,NIFTY,2026-06-16,1,0,B,2,09:30,11:00,25,23950,23950,23938.1,23941.0,2.9,0,47.35,56.35,103.7,-9.0,0.186,11:00,83.45,TIME_EXIT,23966.65,0.1193,1316,1066,65
TIMEB_NIFTY,NIFTY,2026-06-16,1,0,B,0,09:30,11:00,25,23950,23950,23938.1,23941.0,2.9,0,47.35,56.35,103.7,-9.0,0.186,11:00,83.45,TIME_EXIT,23966.65,0.1193,1316,1066,65
COMB_NIFTY,NIFTY,2026-06-18,3,3,A,2,09:16,15:20,20,24100,24100,24078.25,24060.3,-17.95,0,120.3,160.0,280.3,-39.7,0.167,15:20,238.4,TIME_EXIT,24183.8,0.4384,2724,2474,65
COMB_NIFTY,NIFTY,2026-06-18,3,3,A,0,09:16,15:20,20,24100,24100,24078.25,24060.3,-17.95,0,120.3,160.0,280.3,-39.7,0.167,15:20,238.4,TIME_EXIT,24183.8,0.4384,2724,2474,65
COMB_NIFTY,NIFTY,2026-06-18,3,3,B,2,09:16,15:20,20,24100,24050,24078.25,24060.3,-17.95,1,143.7,134.0,277.7,9.7,0.2,15:20,254.55,TIME_EXIT,24183.8,0.4384,1505,1255,65
COMB_NIFTY,NIFTY,2026-06-18,3,3,B,0,09:16,15:20,20,24100,24050,24078.25,24060.3,-17.95,1,143.7,134.0,277.7,9.7,0.2,15:20,254.55,TIME_EXIT,24183.8,0.4384,1505,1255,65
COMB_NIFTY,NIFTY,2026-06-19,4,2,A,2,09:16,15:20,30,23950,23950,23959.55,23978.15,18.6,0,135.85,107.7,243.55,28.15,0.199,15:20,215.3,TIME_EXIT,24028.4,0.2874,1836,1586,65
COMB_NIFTY,NIFTY,2026-06-19,4,2,A,0,09:16,15:20,30,23950,23950,23959.55,23978.15,18.6,0,135.85,107.7,243.55,28.15,0.199,15:20,215.3,TIME_EXIT,24028.4,0.2874,1836,1586,65
COMB_NIFTY,NIFTY,2026-06-19,4,2,B,2,09:16,15:20,30,23950,24000,23959.55,23978.15,18.6,1,110.3,132.8,243.1,-22.5,0.263,15:20,202.45,TIME_EXIT,24028.4,0.2874,2642,2392,65
COMB_NIFTY,NIFTY,2026-06-19,4,2,B,0,09:16,15:20,30,23950,24000,23959.55,23978.15,18.6,1,110.3,132.8,243.1,-22.5,0.263,15:20,202.45,TIME_EXIT,24028.4,0.2874,2642,2392,65
TIMEB_NIFTY,NIFTY,2026-06-19,4,2,A,2,10:00,12:00,20,24000,24000,23987.7,23989.65,1.95,0,118.7,129.05,247.75,-10.35,0.124,12:00,241.9,TIME_EXIT,23954.4,-0.1388,380,130,65
TIMEB_NIFTY,NIFTY,2026-06-19,4,2,A,0,10:00,12:00,20,24000,24000,23987.7,23989.65,1.95,0,118.7,129.05,247.75,-10.35,0.124,12:00,241.9,TIME_EXIT,23954.4,-0.1388,380,130,65
TIMEB_NIFTY,NIFTY,2026-06-19,4,2,B,2,10:00,12:00,20,24000,24000,23987.7,23989.65,1.95,0,118.7,129.05,247.75,-10.35,0.124,12:00,241.9,TIME_EXIT,23954.4,-0.1388,380,130,65
