variant,trades,wins,losses,win_rate_pct,avg_win,avg_loss,profit_factor,net_pnl,gross_pnl,costs,days_traded,cagr_pct,sharpe,max_dd,max_dd_pct,calmar
baseline,2643,961,1682,36.36,1407.0,-1484.0,0.54,-1144183.0,19993.0,1164176.0,427,0.0,-8.82,1156715.0,385.57,0.0
vwap,2576,945,1631,36.68,1399.0,-1487.0,0.55,-1102737.0,32474.0,1135211.0,425,0.0,-8.44,1117145.0,372.38,0.0
htf,1680,605,1075,36.01,1399.0,-1514.0,0.52,-780674.0,-37888.0,742786.0,413,0.0,-7.55,800902.0,266.97,0.0
rsi50,2255,823,1432,36.5,1379.0,-1505.0,0.53,-1019898.0,-23952.0,995946.0,424,0.0,-8.51,1031729.0,343.91,0.0
cpr,2287,824,1463,36.03,1439.0,-1495.0,0.54,-1001661.0,8233.0,1009894.0,424,0.0,-8.63,1014906.0,338.3,0.0
bb,2557,926,1631,36.21,1399.0,-1496.0,0.53,-1144638.0,-16353.0,1128285.0,426,0.0,-8.97,1161441.0,387.15,0.0
confluence,1587,585,1002,36.86,1394.0,-1528.0,0.53,-715803.0,-14036.0,701767.0,407,0.0,-7.15,737909.0,245.97,0.0
fast_pair,3586,1338,2248,37.31,1425.0,-1438.0,0.59,-1325727.0,254847.0,1580574.0,427,0.0,-8.6,1345412.0,448.47,0.0
