variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
baseline,INDUSINDBK,2024-08-13,SHORT,2024-08-13T13:30:00,1346.10,1353.55,1334.92,222,7.45,2024-08-13T15:30:00,1348.50,TIME_STOP,-532.80,-981.45
baseline,INDUSINDBK,2024-08-16,LONG,2024-08-16T13:30:00,1354.60,1347.36,1365.46,221,7.24,2024-08-16T14:00:00,1365.46,TARGET,2399.24,1948.39
baseline,INDUSINDBK,2024-08-19,SHORT,2024-08-19T13:30:00,1356.10,1363.45,1345.07,221,7.35,2024-08-19T15:30:00,1349.60,TIME_STOP,1436.50,988.03
baseline,INDUSINDBK,2024-08-20,LONG,2024-08-20T10:30:00,1368.35,1360.80,1379.68,219,7.55,2024-08-20T11:00:00,1379.68,TARGET,2481.26,2029.90
baseline,INDUSINDBK,2024-08-21,SHORT,2024-08-21T10:30:00,1370.00,1376.81,1359.78,218,6.81,2024-08-21T11:30:00,1376.81,STOP,-1484.68,-1933.78
baseline,INDUSINDBK,2024-08-23,SHORT,2024-08-23T13:30:00,1380.00,1386.24,1370.64,217,6.24,2024-08-23T14:30:00,1386.24,STOP,-1353.83,-1804.04
baseline,INDUSINDBK,2024-08-28,LONG,2024-08-28T10:30:00,1401.95,1395.80,1411.18,213,6.15,2024-08-28T11:30:00,1411.18,TARGET,1966.23,1516.84
baseline,INDUSINDBK,2024-09-05,SHORT,2024-09-05T11:30:00,1432.50,1438.51,1423.48,209,6.01,2024-09-05T13:30:00,1426.65,TIME_STOP,1222.65,774.48
baseline,INDUSINDBK,2024-09-09,LONG,2024-09-09T12:00:00,1419.20,1411.87,1430.20,211,7.33,2024-09-09T12:30:00,1411.87,STOP,-1546.68,-1994.70
baseline,INDUSINDBK,2024-09-11,SHORT,2024-09-11T13:00:00,1428.10,1434.46,1418.57,210,6.36,2024-09-11T15:00:00,1418.57,TARGET,2001.95,1553.60
baseline,INDUSINDBK,2024-09-12,LONG,2024-09-12T13:30:00,1433.35,1427.21,1442.57,209,6.14,2024-09-12T15:00:00,1442.57,TARGET,1926.12,1475.32
baseline,INDUSINDBK,2024-09-17,SHORT,2024-09-17T11:00:00,1466.35,1472.79,1456.69,204,6.44,2024-09-17T11:00:00,1471.70,REVERSE,-1091.40,-1540.92
baseline,INDUSINDBK,2024-09-19,SHORT,2024-09-19T13:30:00,1481.15,1489.63,1468.43,202,8.48,2024-09-19T13:30:00,1484.40,REVERSE,-656.50,-1105.78
baseline,INDUSINDBK,2024-09-20,LONG,2024-09-20T11:00:00,1486.30,1478.05,1498.67,201,8.25,2024-09-20T13:00:00,1488.50,TIME_STOP,442.20,-6.25
baseline,INDUSINDBK,2024-09-26,LONG,2024-09-26T11:00:00,1447.30,1440.93,1456.85,207,6.37,2024-09-26T11:30:00,1440.93,STOP,-1318.34,-1766.74
baseline,INDUSINDBK,2024-10-04,LONG,2024-10-04T12:30:00,1408.20,1399.40,1421.40,213,8.80,2024-10-04T13:00:00,1399.40,STOP,-1874.85,-2323.36
baseline,INDUSINDBK,2024-10-11,SHORT,2024-10-11T11:30:00,1349.45,1357.83,1336.87,222,8.38,2024-10-11T13:30:00,1344.00,TIME_STOP,1209.90,761.44
baseline,INDUSINDBK,2024-10-14,LONG,2024-10-14T10:30:00,1360.90,1353.95,1371.33,220,6.95,2024-10-14T12:30:00,1363.65,TIME_STOP,605.00,155.45
baseline,INDUSINDBK,2024-10-15,SHORT,2024-10-15T11:30:00,1354.75,1360.68,1345.86,221,5.93,2024-10-15T13:30:00,1357.45,TIME_STOP,-596.70,-1046.25
baseline,INDUSINDBK,2024-10-18,LONG,2024-10-18T14:30:00,1346.50,1340.67,1355.25,222,5.83,2024-10-18T15:30:00,1347.95,EOD,321.90,-126.73
baseline,INDUSINDBK,2024-10-30,LONG,2024-10-30T11:30:00,1055.45,1042.53,1074.83,193,12.92,2024-10-30T13:30:00,1063.10,TIME_STOP,1476.45,1169.79
baseline,INDUSINDBK,2024-10-31,SHORT,2024-10-31T13:00:00,1050.45,1059.64,1036.66,272,9.19,2024-10-31T15:00:00,1056.40,TIME_STOP,-1618.40,-2048.20
baseline,INDUSINDBK,2024-11-06,SHORT,2024-11-06T11:00:00,1073.80,1081.29,1062.56,279,7.49,2024-11-06T13:00:00,1074.25,TIME_STOP,-125.55,-575.03
baseline,INDUSINDBK,2024-11-11,LONG,2024-11-11T12:00:00,1060.45,1053.87,1070.33,282,6.58,2024-11-11T14:00:00,1058.30,TIME_STOP,-606.30,-1054.42
baseline,INDUSINDBK,2024-11-12,LONG,2024-11-12T11:00:00,1059.20,1052.61,1069.09,283,6.59,2024-11-12T13:00:00,1055.55,REVERSE,-1032.95,-1481.81
baseline,INDUSINDBK,2024-11-13,SHORT,2024-11-13T10:30:00,1054.15,1060.68,1044.35,284,6.53,2024-11-13T12:00:00,1044.35,TARGET,2781.84,2334.86
baseline,INDUSINDBK,2024-11-25,SHORT,2024-11-25T13:30:00,997.50,1004.65,986.78,300,7.15,2024-11-25T15:00:00,1004.65,STOP,-2144.33,-2594.82
baseline,INDUSINDBK,2024-11-27,LONG,2024-11-27T13:30:00,1005.65,999.72,1014.54,298,5.93,2024-11-27T15:30:00,1004.90,TIME_STOP,-223.50,-672.86
baseline,INDUSINDBK,2024-11-28,SHORT,2024-11-28T12:00:00,997.90,1003.85,988.98,300,5.95,2024-11-28T14:00:00,998.40,TIME_STOP,-150.00,-599.17
baseline,INDUSINDBK,2024-12-05,SHORT,2024-12-05T10:30:00,993.90,998.84,986.49,301,4.94,2024-12-05T12:30:00,998.84,STOP,-1486.73,-1936.59
baseline,INDUSINDBK,2024-12-10,LONG,2024-12-10T12:00:00,986.00,982.12,991.82,304,3.88,2024-12-10T12:30:00,982.12,STOP,-1179.00,-1627.73
baseline,INDUSINDBK,2024-12-11,LONG,2024-12-11T12:00:00,985.30,981.74,990.64,304,3.56,2024-12-11T12:00:00,990.64,TARGET,1622.15,1171.63
baseline,INDUSINDBK,2024-12-13,LONG,2024-12-13T14:00:00,984.40,978.00,994.00,304,6.40,2024-12-13T15:30:00,987.50,EOD,942.40,492.81
baseline,INDUSINDBK,2024-12-17,SHORT,2024-12-17T11:00:00,987.50,992.78,979.58,303,5.28,2024-12-17T11:00:00,992.78,STOP,-1600.27,-2050.29
baseline,INDUSINDBK,2025-01-07,LONG,2025-01-07T12:00:00,986.95,979.07,998.77,303,7.88,2025-01-07T14:00:00,990.50,TIME_STOP,1075.65,626.27
baseline,INDUSINDBK,2025-01-09,SHORT,2025-01-09T11:30:00,971.40,978.70,960.46,308,7.30,2025-01-09T12:00:00,978.70,STOP,-2246.95,-2697.42
baseline,INDUSINDBK,2025-01-14,LONG,2025-01-14T10:30:00,976.30,967.16,990.02,273,9.14,2025-01-14T12:00:00,967.16,STOP,-2496.22,-2894.14
baseline,INDUSINDBK,2025-01-15,SHORT,2025-01-15T14:00:00,960.85,967.85,950.35,312,7.00,2025-01-15T15:30:00,962.50,EOD,-514.80,-964.86
baseline,INDUSINDBK,2025-01-20,LONG,2025-01-20T12:00:00,978.55,970.47,990.68,306,8.08,2025-01-20T14:00:00,970.95,TIME_STOP,-2325.60,-2773.01
baseline,INDUSINDBK,2025-01-28,LONG,2025-01-28T11:30:00,945.85,937.89,957.78,314,7.96,2025-01-28T13:30:00,943.75,TIME_STOP,-659.40,-1104.40
baseline,INDUSINDBK,2025-02-03,SHORT,2025-02-03T10:30:00,1005.30,1016.76,988.11,218,11.46,2025-02-03T10:30:00,1016.76,STOP,-2498.69,-2829.30
baseline,INDUSINDBK,2025-02-10,SHORT,2025-02-10T11:00:00,1069.20,1077.31,1057.04,280,8.11,2025-02-10T13:00:00,1070.05,TIME_STOP,-238.00,-687.24
baseline,INDUSINDBK,2025-02-13,LONG,2025-02-13T11:00:00,1044.05,1035.04,1057.57,277,9.01,2025-02-13T13:00:00,1046.55,TIME_STOP,692.50,258.18
baseline,INDUSINDBK,2025-02-17,LONG,2025-02-17T14:00:00,1047.55,1039.30,1059.92,286,8.25,2025-02-17T15:30:00,1050.30,EOD,786.50,336.51
baseline,INDUSINDBK,2025-02-19,LONG,2025-02-19T11:00:00,1037.20,1029.62,1048.58,289,7.58,2025-02-19T11:00:00,1029.62,STOP,-2191.76,-2639.74
baseline,INDUSINDBK,2025-02-21,SHORT,2025-02-21T13:30:00,1040.85,1046.68,1032.10,288,5.83,2025-02-21T14:30:00,1046.68,STOP,-1679.72,-2130.63
baseline,INDUSINDBK,2025-02-25,LONG,2025-02-25T10:30:00,1037.20,1031.41,1045.89,289,5.79,2025-02-25T12:30:00,1036.70,TIME_STOP,-144.50,-594.02
baseline,INDUSINDBK,2025-03-05,SHORT,2025-03-05T11:00:00,981.70,989.80,969.55,305,8.10,2025-03-05T13:00:00,980.50,TIME_STOP,366.00,-82.85
baseline,INDUSINDBK,2025-03-17,SHORT,2025-03-17T13:30:00,683.95,694.02,668.84,248,10.07,2025-03-17T15:30:00,676.20,TIME_STOP,1922.00,1669.01
baseline,INDUSINDBK,2025-03-19,LONG,2025-03-19T10:30:00,694.10,684.95,707.83,273,9.15,2025-03-19T12:30:00,692.25,TIME_STOP,-505.05,-788.91
baseline,INDUSINDBK,2025-03-20,SHORT,2025-03-20T11:30:00,687.35,693.32,678.39,418,5.97,2025-03-20T13:30:00,686.25,TIME_STOP,459.80,29.18
baseline,INDUSINDBK,2025-03-24,SHORT,2025-03-24T12:00:00,676.05,680.90,668.78,443,4.85,2025-03-24T13:30:00,668.78,TARGET,3220.66,2773.84
baseline,INDUSINDBK,2025-03-27,LONG,2025-03-27T11:00:00,651.05,644.67,660.63,391,6.38,2025-03-27T11:30:00,660.63,TARGET,3744.21,3359.56
baseline,INDUSINDBK,2025-03-28,SHORT,2025-03-28T13:00:00,651.30,657.67,641.74,392,6.37,2025-03-28T15:00:00,650.65,TIME_STOP,254.80,-127.97
baseline,INDUSINDBK,2025-04-04,SHORT,2025-04-04T11:00:00,682.10,689.22,671.43,351,7.12,2025-04-04T13:00:00,680.35,TIME_STOP,614.25,255.59
baseline,INDUSINDBK,2025-04-09,SHORT,2025-04-09T11:00:00,675.40,682.84,664.24,336,7.44,2025-04-09T12:30:00,681.30,REVERSE,-1982.40,-2324.29
baseline,INDUSINDBK,2025-04-23,LONG,2025-04-23T13:30:00,799.60,792.44,810.34,349,7.16,2025-04-23T15:30:00,793.00,TIME_STOP,-2303.40,-2720.26
baseline,INDUSINDBK,2025-04-25,SHORT,2025-04-25T10:30:00,809.45,817.81,796.92,299,8.36,2025-04-25T10:30:00,817.81,STOP,-2498.16,-2863.07
baseline,INDUSINDBK,2025-04-30,LONG,2025-04-30T13:30:00,836.95,828.79,849.19,306,8.16,2025-04-30T15:30:00,833.00,TIME_STOP,-1208.70,-1591.95
baseline,INDUSINDBK,2025-05-06,SHORT,2025-05-06T10:30:00,845.75,852.62,835.44,354,6.87,2025-05-06T10:30:00,835.44,TARGET,3649.11,3202.75
baseline,INDUSINDBK,2025-05-08,SHORT,2025-05-08T11:30:00,828.45,836.32,816.65,317,7.87,2025-05-08T13:30:00,822.55,TIME_STOP,1870.30,1477.77
baseline,INDUSINDBK,2025-05-12,SHORT,2025-05-12T11:00:00,816.85,824.05,806.05,347,7.20,2025-05-12T11:30:00,806.05,TARGET,3746.08,3323.71
baseline,INDUSINDBK,2025-05-22,LONG,2025-05-22T11:00:00,789.85,779.63,805.17,244,10.22,2025-05-22T11:00:00,779.63,STOP,-2492.71,-2779.93
baseline,INDUSINDBK,2025-05-28,SHORT,2025-05-28T11:00:00,813.65,819.07,805.51,368,5.42,2025-05-28T11:00:00,818.05,REVERSE,-1619.20,-2069.55
baseline,INDUSINDBK,2025-05-30,LONG,2025-05-30T11:30:00,815.60,810.29,823.57,367,5.31,2025-05-30T13:30:00,813.00,TIME_STOP,-954.20,-1402.47
baseline,INDUSINDBK,2025-06-02,SHORT,2025-06-02T12:30:00,813.60,818.26,806.62,368,4.66,2025-06-02T14:30:00,812.50,TIME_STOP,404.80,-44.00
baseline,INDUSINDBK,2025-06-04,LONG,2025-06-04T11:00:00,809.60,805.45,815.82,370,4.15,2025-06-04T13:00:00,812.15,TIME_STOP,943.50,493.46
baseline,INDUSINDBK,2025-06-05,SHORT,2025-06-05T11:30:00,805.50,809.37,799.69,372,3.87,2025-06-05T13:30:00,803.75,TIME_STOP,651.00,202.02
baseline,INDUSINDBK,2025-06-11,SHORT,2025-06-11T14:00:00,840.90,845.35,834.22,356,4.45,2025-06-11T15:30:00,836.65,EOD,1513.00,1065.09
baseline,INDUSINDBK,2025-06-16,LONG,2025-06-16T13:30:00,822.90,818.07,830.15,364,4.83,2025-06-16T15:30:00,820.15,TIME_STOP,-1001.00,-1449.55
baseline,INDUSINDBK,2025-06-19,SHORT,2025-06-19T13:00:00,839.90,845.27,831.85,357,5.37,2025-06-19T15:00:00,837.85,TIME_STOP,731.85,282.63
baseline,INDUSINDBK,2025-06-20,LONG,2025-06-20T11:30:00,843.00,838.27,850.10,355,4.73,2025-06-20T13:30:00,845.40,TIME_STOP,852.00,402.46
baseline,INDUSINDBK,2025-06-23,LONG,2025-06-23T14:00:00,844.05,838.27,852.72,355,5.78,2025-06-23T15:30:00,838.27,STOP,-2050.91,-2498.83
baseline,INDUSINDBK,2025-06-24,SHORT,2025-06-24T10:30:00,833.05,839.83,822.88,360,6.78,2025-06-24T12:00:00,839.83,STOP,-2440.05,-2891.73
baseline,INDUSINDBK,2025-06-26,LONG,2025-06-26T12:30:00,835.30,830.32,842.77,359,4.98,2025-06-26T13:00:00,830.32,STOP,-1788.25,-2236.72
baseline,INDUSINDBK,2025-07-03,LONG,2025-07-03T14:00:00,861.15,855.34,869.86,348,5.81,2025-07-03T15:30:00,861.95,EOD,278.40,-171.33
baseline,INDUSINDBK,2025-07-04,SHORT,2025-07-04T10:30:00,858.25,863.44,850.46,349,5.19,2025-07-04T12:30:00,851.70,TIME_STOP,2285.95,1838.37
baseline,INDUSINDBK,2025-07-07,LONG,2025-07-07T10:30:00,860.90,855.69,868.71,348,5.21,2025-07-07T12:30:00,858.95,TIME_STOP,-678.60,-1127.48
baseline,INDUSINDBK,2025-07-10,LONG,2025-07-10T13:00:00,849.95,845.85,856.10,352,4.10,2025-07-10T15:00:00,852.70,TIME_STOP,968.00,518.50
baseline,INDUSINDBK,2025-07-17,SHORT,2025-07-17T11:00:00,872.95,878.35,864.85,343,5.40,2025-07-17T11:30:00,864.85,TARGET,2779.80,2332.75
baseline,INDUSINDBK,2025-07-18,LONG,2025-07-18T12:00:00,872.05,867.38,879.05,344,4.67,2025-07-18T13:00:00,867.38,STOP,-1605.94,-2054.71
baseline,INDUSINDBK,2025-07-23,LONG,2025-07-23T13:00:00,850.40,844.73,858.90,352,5.67,2025-07-23T15:00:00,850.25,TIME_STOP,-52.80,-501.77
baseline,INDUSINDBK,2025-07-30,SHORT,2025-07-30T11:30:00,802.95,810.16,792.13,346,7.21,2025-07-30T13:30:00,802.10,TIME_STOP,294.10,-122.41
baseline,INDUSINDBK,2025-07-31,LONG,2025-07-31T14:00:00,802.50,797.10,810.59,373,5.40,2025-07-31T15:00:00,797.10,STOP,-2012.72,-2460.21
baseline,INDUSINDBK,2025-08-06,SHORT,2025-08-06T10:30:00,808.85,815.98,798.15,350,7.13,2025-08-06T11:30:00,798.15,TARGET,3745.54,3323.70
baseline,INDUSINDBK,2025-08-08,SHORT,2025-08-08T11:00:00,795.00,800.42,786.86,377,5.42,2025-08-08T13:00:00,793.60,TIME_STOP,527.80,78.62
baseline,INDUSINDBK,2025-08-12,LONG,2025-08-12T10:30:00,787.05,782.70,793.58,381,4.35,2025-08-12T10:30:00,782.70,STOP,-1658.73,-2107.29
baseline,INDUSINDBK,2025-08-14,LONG,2025-08-14T11:00:00,777.55,773.58,783.51,385,3.97,2025-08-14T11:00:00,774.30,REVERSE,-1251.25,-1699.35
baseline,INDUSINDBK,2025-08-19,SHORT,2025-08-19T10:30:00,782.60,786.52,776.72,383,3.92,2025-08-19T11:30:00,786.52,STOP,-1501.20,-1951.93
baseline,INDUSINDBK,2025-09-01,LONG,2025-09-01T10:30:00,749.25,745.26,755.24,400,3.99,2025-09-01T11:00:00,745.26,STOP,-1596.74,-2045.09
baseline,INDUSINDBK,2025-09-04,SHORT,2025-09-04T12:30:00,760.50,763.88,755.43,394,3.38,2025-09-04T14:30:00,757.55,TIME_STOP,1162.30,713.72
baseline,INDUSINDBK,2025-09-08,SHORT,2025-09-08T11:00:00,753.50,757.07,748.14,398,3.57,2025-09-08T11:00:00,748.14,TARGET,2133.97,1685.73
baseline,INDUSINDBK,2025-09-11,LONG,2025-09-11T10:30:00,751.80,748.43,756.85,399,3.37,2025-09-11T12:30:00,751.70,TIME_STOP,-39.90,-489.82
baseline,INDUSINDBK,2025-09-16,LONG,2025-09-16T11:30:00,742.10,739.11,746.58,404,2.99,2025-09-16T11:30:00,746.58,TARGET,1809.31,1358.24
baseline,INDUSINDBK,2025-09-17,SHORT,2025-09-17T11:30:00,741.20,744.15,736.77,404,2.95,2025-09-17T13:30:00,739.10,TIME_STOP,848.40,399.87
baseline,INDUSINDBK,2025-09-19,LONG,2025-09-19T14:00:00,740.15,737.72,743.79,405,2.43,2025-09-19T15:00:00,743.79,TARGET,1475.59,1024.84
baseline,INDUSINDBK,2025-09-22,SHORT,2025-09-22T14:00:00,740.75,743.79,736.18,404,3.04,2025-09-22T14:30:00,736.18,TARGET,1845.04,1397.53
baseline,INDUSINDBK,2025-09-23,LONG,2025-09-23T12:30:00,742.70,738.93,748.36,403,3.77,2025-09-23T13:30:00,748.36,TARGET,2280.40,1829.73
baseline,INDUSINDBK,2025-09-24,SHORT,2025-09-24T13:00:00,746.95,750.97,740.91,401,4.02,2025-09-24T15:00:00,740.91,TARGET,2420.61,1973.13
baseline,INDUSINDBK,2025-09-30,LONG,2025-09-30T14:00:00,730.70,725.57,738.40,410,5.13,2025-09-30T15:30:00,735.90,EOD,2132.00,1681.02
baseline,INDUSINDBK,2025-10-01,SHORT,2025-10-01T11:30:00,729.20,734.27,721.59,411,5.07,2025-10-01T11:30:00,734.27,STOP,-2083.92,-2535.04
baseline,INDUSINDBK,2025-10-06,SHORT,2025-10-06T12:00:00,743.15,748.86,734.59,403,5.71,2025-10-06T14:00:00,737.65,TIME_STOP,2216.50,1768.93
baseline,INDUSINDBK,2025-10-08,SHORT,2025-10-08T11:30:00,745.10,749.34,738.74,402,4.24,2025-10-08T13:30:00,746.00,TIME_STOP,-361.80,-811.37
baseline,INDUSINDBK,2025-10-09,LONG,2025-10-09T11:00:00,748.50,744.07,755.14,400,4.43,2025-10-09T13:00:00,746.95,TIME_STOP,-620.00,-1068.63
baseline,INDUSINDBK,2025-10-13,SHORT,2025-10-13T14:30:00,758.95,763.18,752.60,395,4.23,2025-10-13T14:30:00,763.18,STOP,-1671.28,-2122.21
baseline,INDUSINDBK,2025-10-17,LONG,2025-10-17T11:00:00,744.15,740.38,749.80,403,3.77,2025-10-17T11:30:00,749.80,TARGET,2276.17,1824.62
baseline,INDUSINDBK,2025-10-30,SHORT,2025-10-30T14:30:00,798.20,802.53,791.71,375,4.33,2025-10-30T15:30:00,802.53,STOP,-1621.98,-2072.18
baseline,INDUSINDBK,2025-10-31,LONG,2025-10-31T12:30:00,805.00,800.68,811.47,372,4.32,2025-10-31T12:30:00,800.68,STOP,-1605.79,-2053.77
baseline,INDUSINDBK,2025-11-03,LONG,2025-11-03T12:00:00,802.15,797.24,809.51,373,4.91,2025-11-03T14:00:00,797.24,STOP,-1831.39,-2278.81
baseline,INDUSINDBK,2025-11-07,LONG,2025-11-07T12:00:00,791.65,786.34,799.62,378,5.31,2025-11-07T14:00:00,790.65,TIME_STOP,-378.00,-826.58
baseline,INDUSINDBK,2025-11-14,SHORT,2025-11-14T13:30:00,849.75,857.14,838.66,338,7.39,2025-11-14T15:30:00,848.75,TIME_STOP,338.00,-92.57
baseline,INDUSINDBK,2025-11-17,LONG,2025-11-17T13:30:00,854.75,848.13,864.68,350,6.62,2025-11-17T15:30:00,854.05,TIME_STOP,-245.00,-693.56
baseline,INDUSINDBK,2025-11-28,SHORT,2025-11-28T13:00:00,855.10,859.43,848.60,350,4.33,2025-11-28T15:00:00,857.75,REVERSE,-927.50,-1377.12
baseline,INDUSINDBK,2025-12-01,SHORT,2025-12-01T10:30:00,855.00,858.97,849.05,350,3.97,2025-12-01T12:00:00,849.05,TARGET,2082.76,1635.45
baseline,INDUSINDBK,2025-12-02,LONG,2025-12-02T11:30:00,851.60,847.27,858.09,352,4.33,2025-12-02T13:30:00,851.35,TIME_STOP,-88.00,-537.58
baseline,INDUSINDBK,2025-12-03,LONG,2025-12-03T14:00:00,850.40,846.37,856.45,352,4.03,2025-12-03T14:30:00,848.20,REVERSE,-774.40,-1222.83
baseline,INDUSINDBK,2025-12-05,SHORT,2025-12-05T11:00:00,859.00,864.32,851.03,349,5.32,2025-12-05T12:00:00,864.32,STOP,-1855.24,-2306.32
