symbol,tf,signal,policy,cagr,calmar,maxdd,bh_cagr,bh_calmar,bh_maxdd,null_cagr_med,null_calmar_med,null_maxdd_med,pct_cagr,pct_calmar,n_draws,time_in_mkt,n_trades
AFFLE,60min,EMA_50_200,long_flat,0.654973,1.8156,-0.360741,0.710352,1.1769,-0.603593,0.460863,0.8104,-0.545757,0.915,0.965,200,0.6024,33
AFFLE,60min,ST_7_3.0,long_flat,0.507968,1.1526,-0.440701,0.710352,1.1769,-0.603593,0.409148,0.7606,-0.474898,0.75,0.825,200,0.552,155
AFFLE,60min,ST_7_2.5,long_flat,0.556554,1.3703,-0.406157,0.710352,1.1769,-0.603593,0.23519,0.5414,-0.472958,0.925,0.935,200,0.523,197
AFFLE,60min,ST_10_5.0,long_flat,0.534751,1.3688,-0.390666,0.710352,1.1769,-0.603593,0.395671,0.7651,-0.495141,0.745,0.855,200,0.5791,83
AFFLE,60min,MST_7_5.0_7_2.0,long_flat,0.576527,1.7645,-0.326739,0.710352,1.1769,-0.603593,0.418708,0.7747,-0.475462,0.845,0.965,200,0.5739,83
AFFLE,60min,MST_7_6.0_7_2.0,long_flat,0.579724,1.4209,-0.407998,0.710352,1.1769,-0.603593,0.470539,0.8594,-0.497917,0.85,0.89,200,0.611,66
AMBUJACEM,60min,EMA_9_21,long_flat,0.061172,0.1742,-0.35123,0.049054,0.0943,-0.519924,-0.009671,-0.0176,-0.540621,0.945,0.97,200,0.5251,350
AMBUJACEM,60min,EMA_10_30,long_flat,0.028235,0.0718,-0.393083,0.049054,0.0943,-0.519924,-0.000176,-0.0003,-0.539706,0.74,0.765,200,0.5268,293
AMBUJACEM,60min,EMA_20_50,long_flat,0.001988,0.0037,-0.532368,0.049054,0.0943,-0.519924,0.021164,0.044,-0.491609,0.34,0.33,200,0.5186,166
AMBUJACEM,60min,EMA_50_200,long_flat,0.055749,0.116,-0.480454,0.049054,0.0943,-0.519924,0.039318,0.083,-0.46723,0.645,0.615,200,0.5002,51
AMBUJACEM,60min,ST_7_3.0,long_flat,0.046002,0.0967,-0.475581,0.049054,0.0943,-0.519924,0.011603,0.0226,-0.4993,0.75,0.755,200,0.5446,235
AMBUJACEM,60min,ST_7_2.5,long_flat,0.012074,0.0258,-0.467858,0.049054,0.0943,-0.519924,-0.001263,-0.0024,-0.536576,0.665,0.675,200,0.5346,307
AMBUJACEM,60min,ST_10_5.0,long_flat,0.009216,0.0149,-0.61737,0.049054,0.0943,-0.519924,0.028786,0.0611,-0.476371,0.37,0.345,200,0.5098,118
AMBUJACEM,60min,MST_7_5.0_7_2.0,long_flat,0.005796,0.0091,-0.638683,0.049054,0.0943,-0.519924,0.023039,0.0457,-0.472953,0.31,0.31,200,0.5089,119
AMBUJACEM,60min,MST_7_6.0_7_2.0,long_flat,0.018047,0.0315,-0.572662,0.049054,0.0943,-0.519924,0.037904,0.0845,-0.4628,0.335,0.32,200,0.5185,88
APOLLOTYRE,60min,EMA_9_21,long_flat,0.056226,0.1439,-0.390707,0.050991,0.0676,-0.753975,-0.01089,-0.0174,-0.647867,0.915,0.965,200,0.5146,351
APOLLOTYRE,60min,EMA_10_30,long_flat,0.061205,0.2018,-0.303309,0.050991,0.0676,-0.753975,-0.006812,-0.0101,-0.64002,0.875,0.96,200,0.5204,282
APOLLOTYRE,60min,EMA_20_50,long_flat,0.058612,0.1305,-0.449079,0.050991,0.0676,-0.753975,0.029578,0.0491,-0.607981,0.695,0.76,200,0.5257,152
APOLLOTYRE,60min,EMA_50_200,long_flat,0.040847,0.0812,-0.503124,0.050991,0.0676,-0.753975,0.049828,0.0852,-0.593875,0.46,0.48,200,0.5256,54
APOLLOTYRE,60min,ST_7_3.0,long_flat,0.045135,0.0895,-0.504232,0.050991,0.0676,-0.753975,0.009886,0.0164,-0.635667,0.735,0.765,200,0.5304,250
APOLLOTYRE,60min,ST_7_2.5,long_flat,0.092717,0.2004,-0.462738,0.050991,0.0676,-0.753975,-0.003769,-0.0068,-0.629079,0.98,0.985,200,0.5127,313
APOLLOTYRE,60min,ST_10_5.0,long_flat,0.027038,0.0589,-0.459296,0.050991,0.0676,-0.753975,0.033027,0.0565,-0.6011,0.455,0.51,200,0.5074,123
APOLLOTYRE,60min,MST_7_5.0_7_2.0,long_flat,0.035605,0.0845,-0.421546,0.050991,0.0676,-0.753975,0.025619,0.0467,-0.584124,0.55,0.635,200,0.5194,125
APOLLOTYRE,60min,MST_7_6.0_7_2.0,long_flat,0.056102,0.1202,-0.466757,0.050991,0.0676,-0.753975,0.048562,0.085,-0.589043,0.54,0.605,200,0.5048,96
ASIANPAINT,60min,EMA_9_21,long_flat,0.039321,0.1345,-0.292376,0.094155,0.2313,-0.407131,0.014403,0.0315,-0.459362,0.745,0.835,200,0.5416,367
ASIANPAINT,60min,EMA_10_30,long_flat,0.062063,0.2543,-0.244052,0.094155,0.2313,-0.407131,0.033741,0.0794,-0.417378,0.86,0.93,200,0.5456,286
ASIANPAINT,60min,EMA_20_50,long_flat,0.068505,0.2883,-0.237584,0.094155,0.2313,-0.407131,0.050894,0.1236,-0.390017,0.665,0.84,200,0.5581,155
ASIANPAINT,60min,EMA_50_200,long_flat,0.084833,0.2908,-0.291756,0.094155,0.2313,-0.407131,0.071927,0.1915,-0.380108,0.63,0.755,200,0.5824,52
ASIANPAINT,60min,ST_7_3.0,long_flat,0.016989,0.0554,-0.306783,0.094155,0.2313,-0.407131,0.02829,0.0718,-0.419535,0.375,0.445,200,0.5444,262
ASIANPAINT,60min,ST_7_2.5,long_flat,0.016292,0.0467,-0.349051,0.094155,0.2313,-0.407131,0.022218,0.0486,-0.442727,0.46,0.485,200,0.548,323
ASIANPAINT,60min,ST_10_5.0,long_flat,0.068169,0.2404,-0.283606,0.094155,0.2313,-0.407131,0.058007,0.1503,-0.376068,0.64,0.77,200,0.55,120
ASIANPAINT,60min,MST_7_5.0_7_2.0,long_flat,0.062531,0.23,-0.271848,0.094155,0.2313,-0.407131,0.060038,0.1596,-0.378436,0.525,0.735,200,0.5565,123
ASIANPAINT,60min,MST_7_6.0_7_2.0,long_flat,0.05444,0.181,-0.300852,0.094155,0.2313,-0.407131,0.060112,0.1595,-0.380979,0.465,0.55,200,0.5629,98
AXISBANK,60min,EMA_9_21,long_flat,-0.002801,-0.0067,-0.41935,0.072472,0.1143,-0.634061,-0.005146,-0.009,-0.582049,0.53,0.51,200,0.5212,375
AXISBANK,60min,EMA_10_30,long_flat,-0.004956,-0.011,-0.451167,0.072472,0.1143,-0.634061,0.005456,0.0099,-0.565645,0.42,0.415,200,0.5267,309
AXISBANK,60min,EMA_20_50,long_flat,-0.021096,-0.0343,-0.614603,0.072472,0.1143,-0.634061,0.026363,0.0466,-0.545826,0.16,0.16,200,0.551,175
AXISBANK,60min,EMA_50_200,long_flat,0.047601,0.1104,-0.431103,0.072472,0.1143,-0.634061,0.060125,0.1066,-0.578342,0.425,0.51,200,0.5906,51
AXISBANK,60min,ST_7_3.0,long_flat,0.027013,0.0816,-0.331097,0.072472,0.1143,-0.634061,0.017393,0.0337,-0.551955,0.585,0.675,200,0.5276,258
AXISBANK,60min,ST_7_2.5,long_flat,0.009582,0.027,-0.354947,0.072472,0.1143,-0.634061,0.001619,0.0026,-0.566367,0.55,0.595,200,0.5298,338
AXISBANK,60min,ST_10_5.0,long_flat,-0.015276,-0.024,-0.637532,0.072472,0.1143,-0.634061,0.042704,0.0891,-0.511017,0.135,0.135,200,0.5433,135
AXISBANK,60min,MST_7_5.0_7_2.0,long_flat,-0.017972,-0.0292,-0.61511,0.072472,0.1143,-0.634061,0.038182,0.0814,-0.502072,0.105,0.11,200,0.5322,137
AXISBANK,60min,MST_7_6.0_7_2.0,long_flat,-0.003223,-0.0067,-0.48119,0.072472,0.1143,-0.634061,0.044755,0.0947,-0.506521,0.16,0.155,200,0.5272,107
BAJAJFINSV,60min,EMA_9_21,long_flat,0.147746,0.3386,-0.436398,0.248595,0.4219,-0.589178,0.078841,0.1542,-0.505108,0.92,0.875,200,0.5484,381
BAJAJFINSV,60min,EMA_10_30,long_flat,0.180798,0.5286,-0.342056,0.248595,0.4219,-0.589178,0.100216,0.2111,-0.484975,0.915,0.95,200,0.5623,298
BAJAJFINSV,60min,EMA_20_50,long_flat,0.140677,0.3285,-0.428236,0.248595,0.4219,-0.589178,0.127789,0.256,-0.505502,0.6,0.69,200,0.5791,164
BAJAJFINSV,60min,EMA_50_200,long_flat,0.252731,0.8329,-0.303422,0.248595,0.4219,-0.589178,0.162437,0.3118,-0.559005,0.92,0.945,200,0.5998,47
BAJAJFINSV,60min,ST_7_3.0,long_flat,0.229151,0.6656,-0.344274,0.248595,0.4219,-0.589178,0.099651,0.2031,-0.503445,0.99,0.995,200,0.555,251
BAJAJFINSV,60min,ST_7_2.5,long_flat,0.174091,0.5029,-0.346141,0.248595,0.4219,-0.589178,0.083012,0.1657,-0.509986,0.945,0.975,200,0.548,325
BAJAJFINSV,60min,ST_10_5.0,long_flat,0.143581,0.399,-0.359892,0.248595,0.4219,-0.589178,0.135686,0.2751,-0.490308,0.535,0.7,200,0.588,124
BAJAJFINSV,60min,MST_7_5.0_7_2.0,long_flat,0.150946,0.4342,-0.347608,0.248595,0.4219,-0.589178,0.137907,0.2976,-0.484201,0.585,0.79,200,0.5849,128
BAJAJFINSV,60min,MST_7_6.0_7_2.0,long_flat,0.185981,0.6529,-0.284875,0.248595,0.4219,-0.589178,0.154155,0.322,-0.472946,0.73,0.94,200,0.5824,92
BALRAMCHIN,60min,EMA_9_21,long_flat,0.184315,0.3683,-0.500513,0.218509,0.3247,-0.672923,0.074269,0.1277,-0.587676,0.925,0.93,200,0.5202,354
BALRAMCHIN,60min,EMA_10_30,long_flat,0.134316,0.2293,-0.585751,0.218509,0.3247,-0.672923,0.082812,0.1343,-0.594731,0.745,0.725,200,0.5257,289
BALRAMCHIN,60min,EMA_20_50,long_flat,0.173379,0.3173,-0.546335,0.218509,0.3247,-0.672923,0.105693,0.1742,-0.589187,0.82,0.8,200,0.5345,172
BALRAMCHIN,60min,EMA_50_200,long_flat,0.27789,0.5454,-0.509557,0.218509,0.3247,-0.672923,0.149905,0.241,-0.629277,0.975,0.945,200,0.5901,41
BALRAMCHIN,60min,ST_7_3.0,long_flat,0.1567,0.2645,-0.592387,0.218509,0.3247,-0.672923,0.101084,0.1701,-0.58241,0.77,0.735,200,0.5487,237
BALRAMCHIN,60min,ST_7_2.5,long_flat,0.158443,0.313,-0.506265,0.218509,0.3247,-0.672923,0.078623,0.138,-0.59035,0.86,0.885,200,0.5393,302
BALRAMCHIN,60min,ST_10_5.0,long_flat,0.109393,0.215,-0.508903,0.218509,0.3247,-0.672923,0.118198,0.1966,-0.600529,0.46,0.54,200,0.5752,122
BALRAMCHIN,60min,MST_7_5.0_7_2.0,long_flat,0.122122,0.2147,-0.568727,0.218509,0.3247,-0.672923,0.122042,0.2056,-0.596084,0.5,0.52,200,0.5803,124
BALRAMCHIN,60min,MST_7_6.0_7_2.0,long_flat,0.153166,0.268,-0.571603,0.218509,0.3247,-0.672923,0.143643,0.2477,-0.594877,0.545,0.585,200,0.6028,95
BANKINDIA,60min,EMA_9_21,long_flat,0.154595,0.3775,-0.40948,-0.047379,-0.0532,-0.889884,-0.048863,-0.0656,-0.766942,1.0,1.0,200,0.4767,332
BANKINDIA,60min,EMA_10_30,long_flat,0.112322,0.2001,-0.561396,-0.047379,-0.0532,-0.889884,-0.034847,-0.0463,-0.749807,0.98,0.985,200,0.4721,273
BANKINDIA,60min,EMA_20_50,long_flat,0.083831,0.1525,-0.549752,-0.047379,-0.0532,-0.889884,-0.021401,-0.0298,-0.720006,0.945,0.96,200,0.457,148
BANKINDIA,60min,EMA_50_200,long_flat,0.043563,0.071,-0.613361,-0.047379,-0.0532,-0.889884,0.002565,0.0038,-0.714358,0.795,0.795,200,0.4538,49
BANKINDIA,60min,ST_7_3.0,long_flat,0.227061,0.6018,-0.377326,-0.047379,-0.0532,-0.889884,-0.038945,-0.05,-0.76722,1.0,1.0,200,0.503,237
BANKINDIA,60min,ST_7_2.5,long_flat,0.182638,0.3727,-0.49001,-0.047379,-0.0532,-0.889884,-0.055268,-0.0721,-0.776894,1.0,1.0,200,0.4984,306
BANKINDIA,60min,ST_10_5.0,long_flat,0.101842,0.1697,-0.600032,-0.047379,-0.0532,-0.889884,-0.010294,-0.0144,-0.74467,0.98,0.97,200,0.5154,125
BANKINDIA,60min,MST_7_5.0_7_2.0,long_flat,0.086443,0.1576,-0.548431,-0.047379,-0.0532,-0.889884,-0.012057,-0.0155,-0.74758,0.93,0.95,200,0.5193,127
BANKINDIA,60min,MST_7_6.0_7_2.0,long_flat,0.063984,0.1174,-0.545028,-0.047379,-0.0532,-0.889884,-0.01264,-0.0174,-0.751376,0.92,0.94,200,0.5111,102
BEL,60min,EMA_9_21,long_flat,0.172389,0.2115,-0.814927,0.242429,0.2961,-0.818782,0.06649,0.0914,-0.746985,0.9,0.815,200,0.5366,367
BEL,60min,EMA_10_30,long_flat,0.168077,0.202,-0.832269,0.242429,0.2961,-0.818782,0.083404,0.119,-0.735396,0.85,0.765,200,0.5388,286
BEL,60min,EMA_20_50,long_flat,0.170312,0.2141,-0.795372,0.242429,0.2961,-0.818782,0.12229,0.1739,-0.715956,0.75,0.645,200,0.5364,163
BEL,60min,EMA_50_200,long_flat,0.056298,0.07,-0.804189,0.242429,0.2961,-0.818782,0.151861,0.214,-0.734351,0.075,0.075,200,0.5913,48
BEL,60min,ST_7_3.0,long_flat,0.08656,0.1033,-0.837933,0.242429,0.2961,-0.818782,0.089906,0.1341,-0.720162,0.495,0.42,200,0.5362,262
BEL,60min,ST_7_2.5,long_flat,0.11619,0.1498,-0.775851,0.242429,0.2961,-0.818782,0.085136,0.1219,-0.723943,0.715,0.605,200,0.5328,329
BEL,60min,ST_10_5.0,long_flat,0.12932,0.1736,-0.744866,0.242429,0.2961,-0.818782,0.122682,0.1785,-0.733955,0.555,0.49,200,0.551,119
BEL,60min,MST_7_5.0_7_2.0,long_flat,0.09318,0.119,-0.782913,0.242429,0.2961,-0.818782,0.127885,0.1788,-0.733637,0.31,0.285,200,0.5335,127
BEL,60min,MST_7_6.0_7_2.0,long_flat,0.198607,0.2776,-0.715532,0.242429,0.2961,-0.818782,0.134646,0.1959,-0.709304,0.85,0.75,200,0.5448,87
BHARATFORG,60min,EMA_9_21,long_flat,0.004891,0.0085,-0.573895,0.130029,0.1771,-0.734263,0.01724,0.0263,-0.647926,0.395,0.42,200,0.5276,373
BHARATFORG,60min,EMA_10_30,long_flat,0.008572,0.0149,-0.576213,0.130029,0.1771,-0.734263,0.035059,0.0546,-0.631802,0.3,0.3,200,0.5262,301
BHARATFORG,60min,EMA_20_50,long_flat,0.008314,0.0141,-0.589413,0.130029,0.1771,-0.734263,0.059564,0.1082,-0.591152,0.165,0.175,200,0.5342,168
BHARATFORG,60min,EMA_50_200,long_flat,0.041232,0.0843,-0.488885,0.130029,0.1771,-0.734263,0.090138,0.1572,-0.572776,0.235,0.29,200,0.5537,53
BHARATFORG,60min,ST_7_3.0,long_flat,0.015226,0.0249,-0.612531,0.130029,0.1771,-0.734263,0.037831,0.0596,-0.636268,0.34,0.36,200,0.5355,258
BHARATFORG,60min,ST_7_2.5,long_flat,0.025636,0.0398,-0.643577,0.130029,0.1771,-0.734263,0.033706,0.0516,-0.614632,0.445,0.42,200,0.531,321
BHARATFORG,60min,ST_10_5.0,long_flat,-0.023529,-0.036,-0.654114,0.130029,0.1771,-0.734263,0.064503,0.1138,-0.596579,0.055,0.055,200,0.528,129
BHARATFORG,60min,MST_7_5.0_7_2.0,long_flat,-0.026721,-0.0394,-0.678529,0.130029,0.1771,-0.734263,0.069309,0.1195,-0.572858,0.035,0.03,200,0.5272,134
BHARATFORG,60min,MST_7_6.0_7_2.0,long_flat,0.029749,0.0493,-0.603861,0.130029,0.1771,-0.734263,0.067684,0.1199,-0.566091,0.26,0.27,200,0.5172,94
BHEL,60min,EMA_9_21,long_flat,0.150583,0.2837,-0.530835,0.072861,0.081,-0.899684,0.010968,0.014,-0.762957,0.99,0.985,200,0.4914,344
BHEL,60min,EMA_10_30,long_flat,0.118842,0.2232,-0.532347,0.072861,0.081,-0.899684,0.026725,0.0391,-0.744234,0.91,0.92,200,0.4863,288
BHEL,60min,EMA_20_50,long_flat,0.098826,0.1962,-0.503827,0.072861,0.081,-0.899684,0.048472,0.0709,-0.731802,0.79,0.88,200,0.501,161
BHEL,60min,EMA_50_200,long_flat,0.256152,0.5056,-0.506623,0.072861,0.081,-0.899684,0.06401,0.0889,-0.71271,0.98,0.975,200,0.5083,42
BHEL,60min,ST_7_3.0,long_flat,0.089585,0.1345,-0.666011,0.072861,0.081,-0.899684,0.01875,0.0249,-0.761133,0.845,0.82,200,0.4972,254
BHEL,60min,ST_7_2.5,long_flat,0.154171,0.2759,-0.558844,0.072861,0.081,-0.899684,0.008327,0.0102,-0.771216,0.97,0.98,200,0.4976,312
BHEL,60min,ST_10_5.0,long_flat,0.114847,0.2264,-0.507276,0.072861,0.081,-0.899684,0.040136,0.052,-0.747082,0.875,0.91,200,0.5075,123
BHEL,60min,MST_7_5.0_7_2.0,long_flat,0.137953,0.2666,-0.517498,0.072861,0.081,-0.899684,0.049414,0.0673,-0.737567,0.89,0.92,200,0.5103,123
BHEL,60min,MST_7_6.0_7_2.0,long_flat,0.137791,0.2823,-0.488018,0.072861,0.081,-0.899684,0.052353,0.0686,-0.748481,0.91,0.93,200,0.5146,96
BOSCHLTD,60min,EMA_9_21,long_flat,0.061904,0.1379,-0.448777,0.04837,0.0678,-0.713771,-0.016495,-0.0259,-0.634922,0.96,0.97,200,0.4955,373
BOSCHLTD,60min,EMA_10_30,long_flat,0.096032,0.2271,-0.422885,0.04837,0.0678,-0.713771,-0.000909,-0.0014,-0.594239,0.995,0.98,200,0.4962,285
BOSCHLTD,60min,EMA_20_50,long_flat,0.125019,0.2894,-0.431996,0.04837,0.0678,-0.713771,0.025292,0.0464,-0.551353,0.98,0.98,200,0.493,153
BOSCHLTD,60min,EMA_50_200,long_flat,0.116479,0.4645,-0.250785,0.04837,0.0678,-0.713771,0.046896,0.0938,-0.517341,0.925,0.99,200,0.4885,39
BOSCHLTD,60min,ST_7_3.0,long_flat,0.040657,0.0988,-0.411346,0.04837,0.0678,-0.713771,0.005816,0.0092,-0.594019,0.79,0.855,200,0.509,242
BOSCHLTD,60min,ST_7_2.5,long_flat,0.050141,0.1083,-0.462878,0.04837,0.0678,-0.713771,-0.007642,-0.0117,-0.61124,0.87,0.905,200,0.4993,306
BOSCHLTD,60min,ST_10_5.0,long_flat,0.07711,0.1536,-0.501874,0.04837,0.0678,-0.713771,0.024422,0.0418,-0.566119,0.89,0.85,200,0.4767,113
BOSCHLTD,60min,MST_7_5.0_7_2.0,long_flat,0.102239,0.2343,-0.436275,0.04837,0.0678,-0.713771,0.030308,0.0598,-0.539892,0.935,0.93,200,0.4864,113
BOSCHLTD,60min,MST_7_6.0_7_2.0,long_flat,0.077663,0.1568,-0.495409,0.04837,0.0678,-0.713771,0.025388,0.045,-0.559825,0.82,0.825,200,0.517,90
BRITANNIA,60min,EMA_9_21,long_flat,0.065466,0.1844,-0.355086,0.162655,0.4209,-0.386412,0.035982,0.0877,-0.401028,0.775,0.755,200,0.544,374
BRITANNIA,60min,EMA_10_30,long_flat,0.084155,0.2887,-0.291473,0.162655,0.4209,-0.386412,0.055042,0.1438,-0.386244,0.76,0.855,200,0.5502,302
BRITANNIA,60min,EMA_20_50,long_flat,0.115964,0.5174,-0.22415,0.162655,0.4209,-0.386412,0.080061,0.2133,-0.363495,0.835,0.945,200,0.5669,159
BRITANNIA,60min,EMA_50_200,long_flat,0.13176,0.4553,-0.289389,0.162655,0.4209,-0.386412,0.10163,0.2856,-0.359321,0.79,0.9,200,0.5776,45
BRITANNIA,60min,ST_7_3.0,long_flat,0.036494,0.0982,-0.371549,0.162655,0.4209,-0.386412,0.063468,0.1653,-0.368355,0.26,0.29,200,0.5412,245
BRITANNIA,60min,ST_7_2.5,long_flat,0.032105,0.0727,-0.441679,0.162655,0.4209,-0.386412,0.04667,0.1237,-0.384542,0.32,0.3,200,0.527,314
BRITANNIA,60min,ST_10_5.0,long_flat,0.078801,0.2843,-0.277155,0.162655,0.4209,-0.386412,0.091002,0.2655,-0.353738,0.345,0.56,200,0.5606,114
BRITANNIA,60min,MST_7_5.0_7_2.0,long_flat,0.082388,0.3277,-0.251384,0.162655,0.4209,-0.386412,0.084996,0.2306,-0.365142,0.44,0.735,200,0.5656,117
BRITANNIA,60min,MST_7_6.0_7_2.0,long_flat,0.112811,0.4057,-0.278052,0.162655,0.4209,-0.386412,0.0921,0.2545,-0.34948,0.705,0.8,200,0.5554,88
CEATLTD,60min,EMA_9_21,long_flat,0.091892,0.2416,-0.380344,0.144116,0.2075,-0.694536,0.028195,0.047,-0.602549,0.885,0.935,200,0.4922,376
CEATLTD,60min,EMA_10_30,long_flat,0.132679,0.3882,-0.341789,0.144116,0.2075,-0.694536,0.043667,0.0767,-0.563528,0.92,0.97,200,0.4969,285
CEATLTD,60min,EMA_20_50,long_flat,0.104557,0.2689,-0.388901,0.144116,0.2075,-0.694536,0.066434,0.1245,-0.573002,0.745,0.855,200,0.5029,170
CEATLTD,60min,EMA_50_200,long_flat,0.171239,0.3722,-0.460086,0.144116,0.2075,-0.694536,0.085914,0.1608,-0.522924,0.895,0.86,200,0.4932,47
CEATLTD,60min,ST_7_3.0,long_flat,0.043053,0.0891,-0.483199,0.144116,0.2075,-0.694536,0.059709,0.1014,-0.567676,0.39,0.445,200,0.5347,246
CEATLTD,60min,ST_7_2.5,long_flat,0.047961,0.1119,-0.428733,0.144116,0.2075,-0.694536,0.043919,0.0829,-0.58921,0.52,0.61,200,0.5152,307
CEATLTD,60min,ST_10_5.0,long_flat,0.105921,0.2257,-0.469269,0.144116,0.2075,-0.694536,0.090287,0.1607,-0.54751,0.585,0.64,200,0.55,111
CEATLTD,60min,MST_7_5.0_7_2.0,long_flat,0.104012,0.2284,-0.455416,0.144116,0.2075,-0.694536,0.081499,0.1337,-0.573787,0.665,0.75,200,0.566,115
CEATLTD,60min,MST_7_6.0_7_2.0,long_flat,0.152361,0.4018,-0.379238,0.144116,0.2075,-0.694536,0.096743,0.1656,-0.569191,0.82,0.955,200,0.5638,82
CHAMBLFERT,60min,EMA_9_21,long_flat,0.069555,0.1512,-0.459926,0.192731,0.351,-0.549038,0.058331,0.1079,-0.521816,0.6,0.635,200,0.5051,366
CHAMBLFERT,60min,EMA_10_30,long_flat,0.046621,0.0834,-0.559321,0.192731,0.351,-0.549038,0.062418,0.1183,-0.521324,0.41,0.37,200,0.5109,288
CHAMBLFERT,60min,EMA_20_50,long_flat,0.02562,0.0464,-0.551964,0.192731,0.351,-0.549038,0.083165,0.1622,-0.499098,0.1,0.1,200,0.5337,175
CHAMBLFERT,60min,EMA_50_200,long_flat,0.064731,0.1456,-0.444612,0.192731,0.351,-0.549038,0.120497,0.2382,-0.498935,0.17,0.225,200,0.5822,56
CHAMBLFERT,60min,ST_7_3.0,long_flat,0.107562,0.2245,-0.479212,0.192731,0.351,-0.549038,0.07481,0.1415,-0.512756,0.685,0.69,200,0.5387,247
CHAMBLFERT,60min,ST_7_2.5,long_flat,0.098159,0.1957,-0.501642,0.192731,0.351,-0.549038,0.063809,0.1193,-0.534722,0.7,0.675,200,0.532,308
CHAMBLFERT,60min,ST_10_5.0,long_flat,0.061944,0.1189,-0.521115,0.192731,0.351,-0.549038,0.112636,0.2253,-0.498954,0.215,0.22,200,0.5596,119
