symbol,tf,signal,policy,cagr,calmar,maxdd,bh_cagr,bh_calmar,bh_maxdd,null_cagr_med,null_calmar_med,null_maxdd_med,pct_cagr,pct_calmar,n_draws,time_in_mkt,n_trades
ALKEM,60min,MST_7_5.0_7_2.0,long_flat,0.08562,0.3052,-0.280562,0.143623,0.4737,-0.303196,0.078035,0.2351,-0.31928,0.57,0.64,200,0.5352,91
ALKEM,60min,MST_7_6.0_7_2.0,long_flat,0.053341,0.1455,-0.366599,0.143623,0.4737,-0.303196,0.084893,0.2698,-0.315305,0.215,0.215,200,0.5449,76
APOLLOHOSP,60min,EMA_9_21,long_flat,0.063797,0.1263,-0.504975,0.174676,0.4206,-0.415342,0.042898,0.0872,-0.489236,0.68,0.64,200,0.5353,386
APOLLOHOSP,60min,EMA_10_30,long_flat,0.062863,0.1514,-0.415098,0.174676,0.4206,-0.415342,0.060371,0.1244,-0.475424,0.525,0.59,200,0.542,303
APOLLOHOSP,60min,EMA_20_50,long_flat,0.108445,0.3318,-0.326846,0.174676,0.4206,-0.415342,0.08683,0.2026,-0.443741,0.665,0.775,200,0.5643,162
APOLLOHOSP,60min,EMA_50_200,long_flat,0.053827,0.0963,-0.55903,0.174676,0.4206,-0.415342,0.118105,0.2825,-0.416266,0.14,0.12,200,0.6079,58
APOLLOHOSP,60min,ST_7_3.0,long_flat,0.069617,0.1645,-0.423078,0.174676,0.4206,-0.415342,0.064697,0.1545,-0.449269,0.535,0.54,200,0.5396,262
APOLLOHOSP,60min,ST_7_2.5,long_flat,0.042555,0.0798,-0.533347,0.174676,0.4206,-0.415342,0.058111,0.1162,-0.479093,0.4,0.385,200,0.5487,333
APOLLOHOSP,60min,ST_10_5.0,long_flat,0.055765,0.1248,-0.446965,0.174676,0.4206,-0.415342,0.09242,0.2248,-0.421992,0.2,0.21,200,0.548,131
APOLLOHOSP,60min,MST_7_5.0_7_2.0,long_flat,0.057261,0.1332,-0.429761,0.174676,0.4206,-0.415342,0.10102,0.2407,-0.422433,0.21,0.235,200,0.5522,137
APOLLOHOSP,60min,MST_7_6.0_7_2.0,long_flat,0.066618,0.1501,-0.443734,0.174676,0.4206,-0.415342,0.103875,0.2453,-0.425802,0.24,0.28,200,0.5661,104
ASHOKLEY,60min,EMA_9_21,long_flat,0.089094,0.1891,-0.47116,0.152438,0.1862,-0.818742,0.035774,0.0523,-0.690845,0.83,0.895,200,0.5237,359
ASHOKLEY,60min,EMA_10_30,long_flat,0.100443,0.2242,-0.448017,0.152438,0.1862,-0.818742,0.038964,0.0544,-0.69669,0.79,0.875,200,0.5336,296
ASHOKLEY,60min,EMA_20_50,long_flat,0.045009,0.0825,-0.54559,0.152438,0.1862,-0.818742,0.075524,0.1086,-0.667429,0.335,0.385,200,0.5469,170
ASHOKLEY,60min,EMA_50_200,long_flat,0.082246,0.1446,-0.568956,0.152438,0.1862,-0.818742,0.095102,0.1413,-0.683211,0.415,0.515,200,0.5712,54
ASHOKLEY,60min,ST_7_3.0,long_flat,0.094261,0.1513,-0.623207,0.152438,0.1862,-0.818742,0.061857,0.097,-0.662807,0.7,0.71,200,0.5311,263
ASHOKLEY,60min,ST_7_2.5,long_flat,0.063663,0.1075,-0.592251,0.152438,0.1862,-0.818742,0.036854,0.0584,-0.696072,0.665,0.705,200,0.5294,339
ASHOKLEY,60min,ST_10_5.0,long_flat,0.086442,0.1748,-0.494652,0.152438,0.1862,-0.818742,0.085764,0.1335,-0.65666,0.505,0.605,200,0.5426,126
ASHOKLEY,60min,MST_7_5.0_7_2.0,long_flat,0.07431,0.1465,-0.507295,0.152438,0.1862,-0.818742,0.073978,0.1176,-0.674134,0.5,0.58,200,0.5348,135
ASHOKLEY,60min,MST_7_6.0_7_2.0,long_flat,0.079114,0.1882,-0.420267,0.152438,0.1862,-0.818742,0.085749,0.1336,-0.652008,0.455,0.675,200,0.5323,102
AUROPHARMA,60min,EMA_9_21,long_flat,0.039813,0.0549,-0.724713,0.082993,0.1028,-0.807574,0.012142,0.0202,-0.685374,0.665,0.655,200,0.5145,370
AUROPHARMA,60min,EMA_10_30,long_flat,0.080362,0.1204,-0.66721,0.082993,0.1028,-0.807574,0.025132,0.0372,-0.697739,0.86,0.83,200,0.5202,283
AUROPHARMA,60min,EMA_20_50,long_flat,0.071531,0.1103,-0.64832,0.082993,0.1028,-0.807574,0.048074,0.0749,-0.671157,0.705,0.67,200,0.5222,155
AUROPHARMA,60min,EMA_50_200,long_flat,0.084563,0.1345,-0.628824,0.082993,0.1028,-0.807574,0.068232,0.1051,-0.66496,0.59,0.595,200,0.5452,49
AUROPHARMA,60min,ST_7_3.0,long_flat,0.050432,0.0704,-0.716078,0.082993,0.1028,-0.807574,0.030725,0.0452,-0.676726,0.68,0.675,200,0.5265,246
AUROPHARMA,60min,ST_7_2.5,long_flat,0.072862,0.1042,-0.699542,0.082993,0.1028,-0.807574,0.018591,0.0268,-0.711374,0.835,0.775,200,0.5346,310
AUROPHARMA,60min,ST_10_5.0,long_flat,0.045878,0.0721,-0.636155,0.082993,0.1028,-0.807574,0.049216,0.0759,-0.675855,0.48,0.49,200,0.5189,120
AUROPHARMA,60min,MST_7_5.0_7_2.0,long_flat,0.032933,0.0486,-0.677694,0.082993,0.1028,-0.807574,0.050914,0.0731,-0.686841,0.38,0.375,200,0.5212,126
AUROPHARMA,60min,MST_7_6.0_7_2.0,long_flat,0.086337,0.1457,-0.592371,0.082993,0.1028,-0.807574,0.056394,0.0857,-0.64866,0.695,0.7,200,0.5201,92
BAJAJ-AUTO,60min,EMA_9_21,long_flat,-0.017493,-0.0375,-0.466272,0.138701,0.3042,-0.45599,0.026669,0.0585,-0.4456,0.15,0.115,200,0.5372,405
BAJAJ-AUTO,60min,EMA_10_30,long_flat,0.041713,0.166,-0.25131,0.138701,0.3042,-0.45599,0.045251,0.1086,-0.429533,0.44,0.7,200,0.5374,290
BAJAJ-AUTO,60min,EMA_20_50,long_flat,0.087078,0.3164,-0.275207,0.138701,0.3042,-0.45599,0.0719,0.1826,-0.404236,0.695,0.86,200,0.5545,163
BAJAJ-AUTO,60min,EMA_50_200,long_flat,0.077718,0.2058,-0.377723,0.138701,0.3042,-0.45599,0.097928,0.2346,-0.43062,0.27,0.37,200,0.6077,54
BAJAJ-AUTO,60min,ST_7_3.0,long_flat,0.043016,0.1166,-0.369026,0.138701,0.3042,-0.45599,0.045485,0.1067,-0.426627,0.465,0.535,200,0.5512,251
BAJAJ-AUTO,60min,ST_7_2.5,long_flat,-0.01804,-0.0309,-0.584678,0.138701,0.3042,-0.45599,0.041141,0.0931,-0.437847,0.05,0.055,200,0.5461,323
BAJAJ-AUTO,60min,ST_10_5.0,long_flat,0.092634,0.3288,-0.281704,0.138701,0.3042,-0.45599,0.086509,0.2182,-0.395859,0.605,0.8,200,0.5462,118
BAJAJ-AUTO,60min,MST_7_5.0_7_2.0,long_flat,0.05912,0.186,-0.31777,0.138701,0.3042,-0.45599,0.084722,0.2126,-0.389493,0.27,0.395,200,0.5499,129
BAJAJ-AUTO,60min,MST_7_6.0_7_2.0,long_flat,0.096635,0.4328,-0.223275,0.138701,0.3042,-0.45599,0.08772,0.2162,-0.39143,0.59,0.925,200,0.5719,93
BAJFINANCE,60min,EMA_9_21,long_flat,0.279732,0.925,-0.302408,0.328629,0.524,-0.627171,0.12777,0.2429,-0.507331,0.995,1.0,200,0.558,348
BAJFINANCE,60min,EMA_10_30,long_flat,0.261488,0.752,-0.347714,0.328629,0.524,-0.627171,0.137818,0.2802,-0.521143,0.965,0.985,200,0.5671,281
BAJFINANCE,60min,EMA_20_50,long_flat,0.272877,1.2011,-0.227183,0.328629,0.524,-0.627171,0.172639,0.3425,-0.503052,0.94,1.0,200,0.5828,153
BAJFINANCE,60min,EMA_50_200,long_flat,0.328426,1.2879,-0.255018,0.328629,0.524,-0.627171,0.209768,0.3812,-0.572012,0.92,0.98,200,0.6524,42
BAJFINANCE,60min,ST_7_3.0,long_flat,0.284202,0.6854,-0.414674,0.328629,0.524,-0.627171,0.14438,0.2914,-0.487404,0.975,0.945,200,0.5525,246
BAJFINANCE,60min,ST_7_2.5,long_flat,0.262444,0.6276,-0.418192,0.328629,0.524,-0.627171,0.131895,0.2526,-0.510358,0.98,0.97,200,0.5479,318
BAJFINANCE,60min,ST_10_5.0,long_flat,0.281603,0.9269,-0.303808,0.328629,0.524,-0.627171,0.177725,0.3597,-0.497405,0.955,0.97,200,0.5796,119
BAJFINANCE,60min,MST_7_5.0_7_2.0,long_flat,0.286111,0.9417,-0.303808,0.328629,0.524,-0.627171,0.175778,0.3521,-0.504762,0.93,1.0,200,0.5792,122
BAJFINANCE,60min,MST_7_6.0_7_2.0,long_flat,0.194992,0.5824,-0.334797,0.328629,0.524,-0.627171,0.165583,0.3356,-0.497416,0.64,0.83,200,0.5553,106
BANKBARODA,60min,EMA_9_21,long_flat,0.047727,0.0872,-0.547598,0.032467,0.0378,-0.860052,-0.013384,-0.0169,-0.765193,0.805,0.85,200,0.5079,354
BANKBARODA,60min,EMA_10_30,long_flat,0.030419,0.0482,-0.631251,0.032467,0.0378,-0.860052,-0.007445,-0.0119,-0.760189,0.74,0.745,200,0.5055,293
BANKBARODA,60min,EMA_20_50,long_flat,0.062281,0.0926,-0.672906,0.032467,0.0378,-0.860052,0.012864,0.0186,-0.734519,0.78,0.78,200,0.5055,155
BANKBARODA,60min,EMA_50_200,long_flat,0.048925,0.0757,-0.646645,0.032467,0.0378,-0.860052,0.02986,0.0423,-0.728367,0.6,0.63,200,0.5076,48
BANKBARODA,60min,ST_7_3.0,long_flat,0.001548,0.0024,-0.639342,0.032467,0.0378,-0.860052,-0.002118,-0.0029,-0.757082,0.55,0.55,200,0.5159,270
BANKBARODA,60min,ST_7_2.5,long_flat,-0.016237,-0.0224,-0.726056,0.032467,0.0378,-0.860052,-0.016381,-0.0214,-0.771039,0.5,0.495,200,0.5235,341
BANKBARODA,60min,ST_10_5.0,long_flat,0.056046,0.0913,-0.614173,0.032467,0.0378,-0.860052,0.030687,0.0446,-0.715158,0.7,0.725,200,0.5275,123
BANKBARODA,60min,MST_7_5.0_7_2.0,long_flat,0.031646,0.0443,-0.714759,0.032467,0.0378,-0.860052,0.021569,0.0324,-0.734241,0.56,0.57,200,0.5266,130
BANKBARODA,60min,MST_7_6.0_7_2.0,long_flat,0.039809,0.0603,-0.660698,0.032467,0.0378,-0.860052,0.02639,0.0361,-0.725921,0.555,0.555,200,0.5196,97
BATAINDIA,60min,EMA_9_21,long_flat,0.030655,0.0667,-0.459925,-0.004249,-0.0058,-0.729642,-0.031279,-0.0541,-0.611732,0.92,0.93,200,0.4985,347
BATAINDIA,60min,EMA_10_30,long_flat,0.024443,0.0523,-0.467094,-0.004249,-0.0058,-0.729642,-0.024737,-0.0462,-0.58934,0.89,0.895,200,0.4973,263
BATAINDIA,60min,EMA_20_50,long_flat,0.03287,0.0677,-0.485823,-0.004249,-0.0058,-0.729642,-0.004554,-0.0081,-0.560452,0.785,0.795,200,0.5052,152
BATAINDIA,60min,EMA_50_200,long_flat,0.066814,0.1556,-0.429275,-0.004249,-0.0058,-0.729642,0.022435,0.0427,-0.498055,0.845,0.865,200,0.4766,47
BATAINDIA,60min,ST_7_3.0,long_flat,-0.008712,-0.0182,-0.478091,-0.004249,-0.0058,-0.729642,-0.022347,-0.0377,-0.598098,0.62,0.6,200,0.509,243
BATAINDIA,60min,ST_7_2.5,long_flat,-0.027107,-0.0541,-0.50117,-0.004249,-0.0058,-0.729642,-0.030565,-0.0505,-0.611259,0.515,0.49,200,0.5073,313
BATAINDIA,60min,ST_10_5.0,long_flat,0.016329,0.0345,-0.473923,-0.004249,-0.0058,-0.729642,0.004721,0.0095,-0.555314,0.605,0.62,200,0.513,114
BATAINDIA,60min,MST_7_5.0_7_2.0,long_flat,0.017322,0.0406,-0.427123,-0.004249,-0.0058,-0.729642,-0.000377,-0.0006,-0.553027,0.68,0.705,200,0.5077,115
BATAINDIA,60min,MST_7_6.0_7_2.0,long_flat,0.026968,0.0533,-0.505985,-0.004249,-0.0058,-0.729642,0.014296,0.0259,-0.533661,0.615,0.62,200,0.5086,89
BEML,60min,EMA_9_21,long_flat,0.245133,0.4527,-0.541469,0.128938,0.1606,-0.802999,0.021184,0.0343,-0.719982,0.995,0.99,200,0.5003,350
BEML,60min,EMA_10_30,long_flat,0.213225,0.3986,-0.534923,0.128938,0.1606,-0.802999,0.03711,0.0562,-0.67461,0.98,0.975,200,0.5051,282
BEML,60min,EMA_20_50,long_flat,0.20132,0.3459,-0.582046,0.128938,0.1606,-0.802999,0.062514,0.0973,-0.654744,0.975,0.975,200,0.525,149
BEML,60min,EMA_50_200,long_flat,0.189283,0.4375,-0.432608,0.128938,0.1606,-0.802999,0.086691,0.1357,-0.646585,0.885,0.945,200,0.5082,42
BEML,60min,ST_7_3.0,long_flat,0.188336,0.3532,-0.533204,0.128938,0.1606,-0.802999,0.042338,0.062,-0.686116,0.97,0.97,200,0.5497,242
BEML,60min,ST_7_2.5,long_flat,0.18877,0.3309,-0.570417,0.128938,0.1606,-0.802999,0.034233,0.045,-0.702263,0.98,0.98,200,0.5359,307
BEML,60min,ST_10_5.0,long_flat,0.180004,0.3346,-0.537973,0.128938,0.1606,-0.802999,0.079651,0.1151,-0.664467,0.91,0.935,200,0.5738,116
BEML,60min,MST_7_5.0_7_2.0,long_flat,0.153081,0.2819,-0.543015,0.128938,0.1606,-0.802999,0.059373,0.0844,-0.688581,0.88,0.9,200,0.5865,124
BEML,60min,MST_7_6.0_7_2.0,long_flat,0.154438,0.2859,-0.540215,0.128938,0.1606,-0.802999,0.071504,0.1061,-0.685501,0.825,0.89,200,0.59,93
BHARTIARTL,60min,EMA_9_21,long_flat,-0.017655,-0.0318,-0.555926,0.156366,0.3163,-0.494395,0.03905,0.0887,-0.443362,0.12,0.125,200,0.5189,382
BHARTIARTL,60min,EMA_10_30,long_flat,0.013739,0.0304,-0.451261,0.156366,0.3163,-0.494395,0.050819,0.1168,-0.450825,0.15,0.165,200,0.5265,318
BHARTIARTL,60min,EMA_20_50,long_flat,0.028234,0.0502,-0.562214,0.156366,0.3163,-0.494395,0.07454,0.1741,-0.427755,0.13,0.135,200,0.5405,181
BHARTIARTL,60min,EMA_50_200,long_flat,0.100619,0.1947,-0.51683,0.156366,0.3163,-0.494395,0.10759,0.263,-0.403986,0.43,0.31,200,0.6023,51
BHARTIARTL,60min,ST_7_3.0,long_flat,-0.029223,-0.0504,-0.57951,0.156366,0.3163,-0.494395,0.060594,0.1381,-0.435604,0.015,0.01,200,0.5397,251
BHARTIARTL,60min,ST_7_2.5,long_flat,-0.047122,-0.0712,-0.661609,0.156366,0.3163,-0.494395,0.051255,0.1083,-0.440633,0.005,0.005,200,0.5444,326
BHARTIARTL,60min,ST_10_5.0,long_flat,0.089945,0.2933,-0.306715,0.156366,0.3163,-0.494395,0.079128,0.1939,-0.418695,0.59,0.75,200,0.5408,109
BHARTIARTL,60min,MST_7_5.0_7_2.0,long_flat,0.092791,0.2985,-0.310814,0.156366,0.3163,-0.494395,0.084413,0.2127,-0.406742,0.58,0.725,200,0.5324,113
BHARTIARTL,60min,MST_7_6.0_7_2.0,long_flat,0.090881,0.3411,-0.266469,0.156366,0.3163,-0.494395,0.08924,0.2117,-0.409227,0.515,0.78,200,0.5449,88
BIOCON,60min,EMA_9_21,long_flat,0.064972,0.1574,-0.412901,0.17548,0.2946,-0.595578,0.046189,0.0896,-0.559068,0.62,0.71,200,0.5385,385
BIOCON,60min,EMA_10_30,long_flat,0.049412,0.0977,-0.505575,0.17548,0.2946,-0.595578,0.059548,0.1043,-0.537812,0.46,0.485,200,0.5396,303
BIOCON,60min,EMA_20_50,long_flat,0.043425,0.0805,-0.539186,0.17548,0.2946,-0.595578,0.088127,0.1935,-0.490131,0.155,0.185,200,0.5518,180
BIOCON,60min,EMA_50_200,long_flat,0.050617,0.1169,-0.432897,0.17548,0.2946,-0.595578,0.109642,0.2399,-0.451197,0.11,0.2,200,0.5634,61
BIOCON,60min,ST_7_3.0,long_flat,0.032469,0.0512,-0.634362,0.17548,0.2946,-0.595578,0.072883,0.1382,-0.535494,0.2,0.185,200,0.5626,259
BIOCON,60min,ST_7_2.5,long_flat,0.009343,0.0146,-0.641672,0.17548,0.2946,-0.595578,0.050719,0.0968,-0.55467,0.22,0.21,200,0.5546,324
BIOCON,60min,ST_10_5.0,long_flat,0.041191,0.0672,-0.612698,0.17548,0.2946,-0.595578,0.103432,0.2289,-0.472281,0.085,0.07,200,0.5601,120
BIOCON,60min,MST_7_5.0_7_2.0,long_flat,0.040032,0.0699,-0.573042,0.17548,0.2946,-0.595578,0.100346,0.2077,-0.464899,0.09,0.095,200,0.5599,122
BIOCON,60min,MST_7_6.0_7_2.0,long_flat,0.038105,0.0687,-0.555002,0.17548,0.2946,-0.595578,0.095123,0.1944,-0.489135,0.115,0.11,200,0.5868,97
BPCL,60min,EMA_9_21,long_flat,0.052632,0.0833,-0.632092,0.099122,0.1786,-0.554894,0.014874,0.0286,-0.589337,0.795,0.77,200,0.5191,376
BPCL,60min,EMA_10_30,long_flat,0.06556,0.1342,-0.488535,0.099122,0.1786,-0.554894,0.021467,0.041,-0.578759,0.79,0.82,200,0.523,296
BPCL,60min,EMA_20_50,long_flat,0.052596,0.0988,-0.532179,0.099122,0.1786,-0.554894,0.053846,0.1036,-0.53652,0.495,0.475,200,0.5264,172
BPCL,60min,EMA_50_200,long_flat,0.025747,0.0504,-0.510805,0.099122,0.1786,-0.554894,0.080574,0.1567,-0.511615,0.16,0.18,200,0.5355,56
BPCL,60min,ST_7_3.0,long_flat,0.048302,0.0897,-0.538431,0.099122,0.1786,-0.554894,0.029852,0.0494,-0.568186,0.615,0.6,200,0.5392,269
BPCL,60min,ST_7_2.5,long_flat,0.023192,0.0348,-0.665573,0.099122,0.1786,-0.554894,0.008095,0.0142,-0.589356,0.615,0.585,200,0.5356,337
BPCL,60min,ST_10_5.0,long_flat,0.042635,0.0949,-0.449295,0.099122,0.1786,-0.554894,0.067392,0.1319,-0.51469,0.325,0.39,200,0.5338,130
BPCL,60min,MST_7_5.0_7_2.0,long_flat,0.024019,0.0541,-0.443784,0.099122,0.1786,-0.554894,0.045109,0.0809,-0.561842,0.33,0.39,200,0.5364,140
BPCL,60min,MST_7_6.0_7_2.0,long_flat,0.081914,0.178,-0.460228,0.099122,0.1786,-0.554894,0.061645,0.1137,-0.53338,0.665,0.695,200,0.5364,99
CANBK,60min,EMA_9_21,long_flat,0.128241,0.267,-0.480345,0.040374,0.0466,-0.867221,-0.015132,-0.0203,-0.77009,0.98,0.99,200,0.506,355
CANBK,60min,EMA_10_30,long_flat,0.099047,0.1781,-0.556071,0.040374,0.0466,-0.867221,-0.009376,-0.0152,-0.763815,0.93,0.94,200,0.5057,277
CANBK,60min,EMA_20_50,long_flat,0.118461,0.2499,-0.473997,0.040374,0.0466,-0.867221,0.020391,0.0309,-0.745598,0.94,0.97,200,0.4969,157
CANBK,60min,EMA_50_200,long_flat,0.110811,0.1847,-0.599804,0.040374,0.0466,-0.867221,0.044963,0.0626,-0.749381,0.795,0.805,200,0.535,47
CANBK,60min,ST_7_3.0,long_flat,0.102897,0.1606,-0.640862,0.040374,0.0466,-0.867221,-0.000298,-0.0004,-0.753014,0.95,0.935,200,0.5069,260
CANBK,60min,ST_7_2.5,long_flat,0.148537,0.2789,-0.532612,0.040374,0.0466,-0.867221,-0.011227,-0.0134,-0.770756,0.985,0.98,200,0.5141,318
CANBK,60min,ST_10_5.0,long_flat,0.156259,0.3065,-0.509841,0.040374,0.0466,-0.867221,0.017371,0.0231,-0.738141,0.95,0.95,200,0.5009,123
CANBK,60min,MST_7_5.0_7_2.0,long_flat,0.1312,0.2229,-0.588596,0.040374,0.0466,-0.867221,0.021561,0.0321,-0.742468,0.96,0.94,200,0.5052,129
CANBK,60min,MST_7_6.0_7_2.0,long_flat,0.106344,0.2035,-0.522521,0.040374,0.0466,-0.867221,0.025413,0.033,-0.745017,0.88,0.92,200,0.496,100
CESC,60min,EMA_9_21,long_flat,0.048739,0.0841,-0.579547,0.092955,0.1449,-0.641684,-0.000448,-0.0008,-0.571219,0.88,0.84,200,0.5191,373
CESC,60min,EMA_10_30,long_flat,0.046739,0.0989,-0.472411,0.092955,0.1449,-0.641684,0.017104,0.0345,-0.521688,0.705,0.72,200,0.5201,301
CESC,60min,EMA_20_50,long_flat,0.060366,0.1353,-0.446091,0.092955,0.1449,-0.641684,0.034003,0.0681,-0.509385,0.7,0.71,200,0.5257,159
CESC,60min,EMA_50_200,long_flat,0.079124,0.1719,-0.460397,0.092955,0.1449,-0.641684,0.070982,0.1412,-0.507736,0.55,0.605,200,0.5327,51
CESC,60min,ST_7_3.0,long_flat,0.046446,0.0879,-0.528677,0.092955,0.1449,-0.641684,0.036593,0.0715,-0.530881,0.57,0.555,200,0.5571,225
CESC,60min,ST_7_2.5,long_flat,0.023487,0.0394,-0.596593,0.092955,0.1449,-0.641684,0.026326,0.0495,-0.543762,0.485,0.48,200,0.5359,302
CESC,60min,ST_10_5.0,long_flat,0.057937,0.1361,-0.425601,0.092955,0.1449,-0.641684,0.054403,0.1082,-0.509022,0.52,0.6,200,0.549,104
