symbol,tf,signal,policy,cagr,calmar,maxdd,bh_cagr,bh_calmar,bh_maxdd,null_cagr_med,null_calmar_med,null_maxdd_med,pct_cagr,pct_calmar,n_draws,time_in_mkt,n_trades
BHARTIARTL,day,ST_7_3.0,long_flat,0.058707,0.098,-0.599155,0.122071,0.2117,-0.57664,0.086106,0.1646,-0.518852,0.18,0.185,200,0.55,60
BHARTIARTL,day,ST_7_2.5,long_flat,0.074248,0.1424,-0.521345,0.122071,0.2117,-0.57664,0.074505,0.1332,-0.548535,0.495,0.55,200,0.5388,75
BHARTIARTL,day,ST_10_5.0,long_flat,0.061671,0.1146,-0.538235,0.122071,0.2117,-0.57664,0.085929,0.1684,-0.519386,0.205,0.255,200,0.5675,26
BHARTIARTL,day,MST_7_5.0_7_2.0,long_flat,0.064012,0.1167,-0.548599,0.122071,0.2117,-0.57664,0.08803,0.166,-0.533437,0.22,0.255,200,0.6068,26
BHARTIARTL,day,MST_7_6.0_7_2.0,long_flat,0.091979,0.2325,-0.395535,0.122071,0.2117,-0.57664,0.087088,0.1605,-0.531839,0.555,0.795,200,0.6016,17
BIOCON,day,EMA_9_21,long_flat,0.014148,0.0252,-0.561421,0.114335,0.1553,-0.736253,0.072453,0.117,-0.617149,0.05,0.055,200,0.5529,127
BIOCON,day,EMA_10_30,long_flat,0.056974,0.1007,-0.565573,0.114335,0.1553,-0.736253,0.074443,0.1171,-0.638166,0.31,0.38,200,0.5593,96
BIOCON,day,EMA_20_50,long_flat,0.062124,0.1263,-0.491986,0.114335,0.1553,-0.736253,0.080715,0.1325,-0.62052,0.33,0.47,200,0.5652,55
BIOCON,day,EMA_50_200,long_flat,0.109879,0.2322,-0.473127,0.114335,0.1553,-0.736253,0.098162,0.1503,-0.661262,0.625,0.825,200,0.6354,14
BIOCON,day,ST_7_3.0,long_flat,0.0331,0.0529,-0.62535,0.114335,0.1553,-0.736253,0.079744,0.134,-0.572653,0.11,0.12,200,0.5017,64
BIOCON,day,ST_7_2.5,long_flat,0.002651,0.0041,-0.653173,0.114335,0.1553,-0.736253,0.077778,0.1359,-0.591058,0.035,0.035,200,0.4991,87
BIOCON,day,ST_10_5.0,long_flat,0.115031,0.2893,-0.397677,0.114335,0.1553,-0.736253,0.08179,0.1331,-0.654572,0.795,0.91,200,0.5894,22
BIOCON,day,MST_7_5.0_7_2.0,long_flat,0.08938,0.1433,-0.623689,0.114335,0.1553,-0.736253,0.087778,0.1399,-0.636481,0.53,0.525,200,0.627,25
BIOCON,day,MST_7_6.0_7_2.0,long_flat,0.09975,0.2009,-0.496458,0.114335,0.1553,-0.736253,0.084221,0.1314,-0.670163,0.655,0.77,200,0.6182,19
BPCL,day,EMA_9_21,long_flat,0.112416,0.2433,-0.462055,0.130076,0.1651,-0.787834,0.077585,0.1053,-0.704777,0.79,0.88,200,0.5329,108
BPCL,day,EMA_10_30,long_flat,0.068965,0.1086,-0.635273,0.130076,0.1651,-0.787834,0.086165,0.1227,-0.698162,0.38,0.435,200,0.5488,93
BPCL,day,EMA_20_50,long_flat,0.062586,0.0818,-0.765237,0.130076,0.1651,-0.787834,0.093494,0.1276,-0.727665,0.23,0.245,200,0.5873,48
BPCL,day,EMA_50_200,long_flat,0.068641,0.1038,-0.661276,0.130076,0.1651,-0.787834,0.103464,0.1508,-0.732321,0.245,0.28,200,0.6066,15
BPCL,day,ST_7_3.0,long_flat,0.047429,0.083,-0.571398,0.130076,0.1651,-0.787834,0.078913,0.1182,-0.684137,0.25,0.31,200,0.5322,69
BPCL,day,ST_7_2.5,long_flat,0.041959,0.0667,-0.629328,0.130076,0.1651,-0.787834,0.088765,0.1261,-0.698945,0.205,0.245,200,0.5095,89
BPCL,day,ST_10_5.0,long_flat,0.057609,0.077,-0.74798,0.130076,0.1651,-0.787834,0.091281,0.1249,-0.72095,0.27,0.27,200,0.6023,30
BPCL,day,MST_7_5.0_7_2.0,long_flat,0.058042,0.0781,-0.74304,0.130076,0.1651,-0.787834,0.087471,0.1215,-0.735818,0.265,0.28,200,0.6023,30
BPCL,day,MST_7_6.0_7_2.0,long_flat,0.074362,0.1181,-0.629658,0.130076,0.1651,-0.787834,0.098292,0.1397,-0.737792,0.3,0.36,200,0.6254,21
CANBK,day,EMA_9_21,long_flat,0.118727,0.1989,-0.596994,0.052845,0.0572,-0.924408,0.033913,0.0415,-0.801196,0.88,0.91,200,0.5234,103
CANBK,day,EMA_10_30,long_flat,0.112103,0.1858,-0.603505,0.052845,0.0572,-0.924408,0.054084,0.0671,-0.796631,0.85,0.915,200,0.5292,83
CANBK,day,EMA_20_50,long_flat,0.079869,0.1125,-0.710041,0.052845,0.0572,-0.924408,0.047996,0.0615,-0.799877,0.7,0.695,200,0.5349,49
CANBK,day,EMA_50_200,long_flat,0.064862,0.1136,-0.571106,0.052845,0.0572,-0.924408,0.057751,0.0706,-0.831514,0.55,0.745,200,0.5425,14
CANBK,day,ST_7_3.0,long_flat,0.121974,0.1917,-0.636436,0.052845,0.0572,-0.924408,0.052021,0.0644,-0.777826,0.89,0.905,200,0.5159,67
CANBK,day,ST_7_2.5,long_flat,0.079595,0.1372,-0.580126,0.052845,0.0572,-0.924408,0.046227,0.0576,-0.789519,0.74,0.795,200,0.4813,92
CANBK,day,ST_10_5.0,long_flat,0.072583,0.1008,-0.720149,0.052845,0.0572,-0.924408,0.058093,0.0763,-0.795208,0.57,0.595,200,0.4997,31
CANBK,day,MST_7_5.0_7_2.0,long_flat,0.079237,0.1105,-0.716953,0.052845,0.0572,-0.924408,0.041235,0.051,-0.832158,0.73,0.765,200,0.5304,31
CANBK,day,MST_7_6.0_7_2.0,long_flat,0.040695,0.0482,-0.84376,0.052845,0.0572,-0.924408,0.058905,0.0766,-0.811809,0.4,0.395,200,0.5621,26
CESC,day,EMA_9_21,long_flat,0.133765,0.2794,-0.478758,0.103585,0.1371,-0.755528,0.061845,0.0923,-0.663347,0.94,0.96,200,0.5444,100
CESC,day,EMA_10_30,long_flat,0.077179,0.146,-0.528524,0.103585,0.1371,-0.755528,0.070125,0.1107,-0.647973,0.56,0.66,200,0.5424,88
CESC,day,EMA_20_50,long_flat,0.050551,0.0931,-0.543015,0.103585,0.1371,-0.755528,0.076957,0.1201,-0.642779,0.235,0.345,200,0.5616,53
CESC,day,EMA_50_200,long_flat,0.089374,0.1604,-0.557346,0.103585,0.1371,-0.755528,0.081299,0.1182,-0.670732,0.59,0.665,200,0.571,13
CESC,day,ST_7_3.0,long_flat,0.044229,0.0801,-0.552223,0.103585,0.1371,-0.755528,0.071251,0.1082,-0.641682,0.25,0.335,200,0.5156,67
CESC,day,ST_7_2.5,long_flat,0.065077,0.1087,-0.598951,0.103585,0.1371,-0.755528,0.074273,0.116,-0.63746,0.42,0.46,200,0.509,79
CESC,day,ST_10_5.0,long_flat,0.031269,0.0459,-0.680649,0.103585,0.1371,-0.755528,0.076516,0.1229,-0.653895,0.165,0.175,200,0.5571,30
CESC,day,MST_7_5.0_7_2.0,long_flat,0.021165,0.0392,-0.540199,0.103585,0.1371,-0.755528,0.073667,0.1021,-0.68237,0.09,0.105,200,0.6005,30
CESC,day,MST_7_6.0_7_2.0,long_flat,0.068041,0.1508,-0.451106,0.103585,0.1371,-0.755528,0.079074,0.1179,-0.661849,0.395,0.68,200,0.6072,20
CIPLA,day,EMA_9_21,long_flat,0.050183,0.1058,-0.474156,0.102562,0.2032,-0.50477,0.06173,0.1264,-0.471145,0.355,0.375,200,0.5609,120
