symbol,tf,signal,policy,cagr,calmar,maxdd,bh_cagr,bh_calmar,bh_maxdd,null_cagr_med,null_calmar_med,null_maxdd_med,pct_cagr,pct_calmar,n_draws,time_in_mkt,n_trades
PAGEIND,day,EMA_50_200,long_flat,0.245494,0.524,-0.468537,0.271108,0.5017,-0.540425,0.205229,0.3979,-0.540425,0.82,0.895,200,0.7169,9
PAGEIND,day,ST_7_3.0,long_flat,0.216764,0.4294,-0.504795,0.271108,0.5017,-0.540425,0.178863,0.3727,-0.482445,0.785,0.685,200,0.6144,42
PAGEIND,day,ST_7_2.5,long_flat,0.198157,0.6354,-0.31184,0.271108,0.5017,-0.540425,0.165579,0.3366,-0.485703,0.745,0.98,200,0.5633,61
PAGEIND,day,ST_10_5.0,long_flat,0.263772,0.5299,-0.497783,0.271108,0.5017,-0.540425,0.198217,0.3955,-0.512581,0.96,0.91,200,0.7125,15
PAGEIND,day,MST_7_5.0_7_2.0,long_flat,0.258194,0.5373,-0.480521,0.271108,0.5017,-0.540425,0.198284,0.4031,-0.491781,0.915,0.87,200,0.7022,16
PAGEIND,day,MST_7_6.0_7_2.0,long_flat,0.239587,0.4372,-0.548063,0.271108,0.5017,-0.540425,0.206532,0.396,-0.540425,0.765,0.705,200,0.735,13
PFC,day,EMA_9_21,long_flat,0.117026,0.1841,-0.635502,0.110602,0.1498,-0.73822,0.075556,0.1148,-0.660801,0.77,0.75,200,0.545,104
PFC,day,EMA_10_30,long_flat,0.125549,0.2241,-0.560309,0.110602,0.1498,-0.73822,0.077144,0.1109,-0.697351,0.855,0.905,200,0.5541,78
PFC,day,EMA_20_50,long_flat,0.14797,0.3106,-0.47639,0.110602,0.1498,-0.73822,0.077501,0.1101,-0.681683,0.88,0.95,200,0.5496,40
PFC,day,EMA_50_200,long_flat,0.106442,0.2089,-0.509548,0.110602,0.1498,-0.73822,0.071977,0.1066,-0.67311,0.745,0.825,200,0.5121,16
PFC,day,ST_7_3.0,long_flat,0.115519,0.1842,-0.627007,0.110602,0.1498,-0.73822,0.074647,0.1129,-0.656795,0.805,0.765,200,0.5229,60
PFC,day,ST_7_2.5,long_flat,0.098586,0.1601,-0.615821,0.110602,0.1498,-0.73822,0.076554,0.1152,-0.652132,0.665,0.65,200,0.5032,81
PFC,day,ST_10_5.0,long_flat,0.162254,0.2818,-0.575778,0.110602,0.1498,-0.73822,0.086985,0.1295,-0.677039,0.91,0.915,200,0.558,22
PFC,day,MST_7_5.0_7_2.0,long_flat,0.180873,0.326,-0.554776,0.110602,0.1498,-0.73822,0.07813,0.1152,-0.67899,0.965,0.985,200,0.5603,21
PFC,day,MST_7_6.0_7_2.0,long_flat,0.156642,0.2656,-0.589805,0.110602,0.1498,-0.73822,0.079512,0.1149,-0.683159,0.935,0.92,200,0.5798,18
PIIND,day,EMA_9_21,long_flat,0.152526,0.3549,-0.42974,0.250119,0.4774,-0.52387,0.152778,0.3772,-0.412935,0.495,0.455,200,0.5873,82
PIIND,day,EMA_10_30,long_flat,0.076561,0.1748,-0.438001,0.250119,0.4774,-0.52387,0.154479,0.3719,-0.399347,0.035,0.055,200,0.5995,73
PIIND,day,EMA_20_50,long_flat,0.150262,0.327,-0.459553,0.250119,0.4774,-0.52387,0.16802,0.4031,-0.402585,0.355,0.29,200,0.6141,34
PIIND,day,EMA_50_200,long_flat,0.178261,0.381,-0.467934,0.250119,0.4774,-0.52387,0.203982,0.4901,-0.393727,0.285,0.2,200,0.7338,11
PIIND,day,ST_7_3.0,long_flat,0.177118,0.4138,-0.428068,0.250119,0.4774,-0.52387,0.169607,0.4014,-0.402231,0.585,0.545,200,0.625,34
PIIND,day,ST_7_2.5,long_flat,0.121542,0.2895,-0.419865,0.250119,0.4774,-0.52387,0.163354,0.3921,-0.403267,0.145,0.18,200,0.608,50
PIIND,day,ST_10_5.0,long_flat,0.204868,0.4748,-0.431486,0.250119,0.4774,-0.52387,0.180407,0.4273,-0.396034,0.705,0.595,200,0.6563,15
PIIND,day,MST_7_5.0_7_2.0,long_flat,0.193012,0.4473,-0.431486,0.250119,0.4774,-0.52387,0.185483,0.4542,-0.396224,0.56,0.475,200,0.6712,16
PIIND,day,MST_7_6.0_7_2.0,long_flat,0.191729,0.4687,-0.409029,0.250119,0.4774,-0.52387,0.178815,0.452,-0.390718,0.585,0.56,200,0.6423,13
POWERGRID,day,EMA_9_21,long_flat,0.000797,0.0019,-0.417573,0.096,0.1495,-0.641954,0.053065,0.1055,-0.476847,0.035,0.035,200,0.5223,106
POWERGRID,day,EMA_10_30,long_flat,0.002995,0.0059,-0.50862,0.096,0.1495,-0.641954,0.053775,0.1086,-0.484945,0.05,0.05,200,0.5347,88
POWERGRID,day,EMA_20_50,long_flat,0.020062,0.0384,-0.52191,0.096,0.1495,-0.641954,0.063479,0.1315,-0.464271,0.08,0.08,200,0.5552,50
POWERGRID,day,EMA_50_200,long_flat,0.08351,0.2168,-0.385109,0.096,0.1495,-0.641954,0.078678,0.1946,-0.425582,0.55,0.575,200,0.5894,12
POWERGRID,day,ST_7_3.0,long_flat,0.038325,0.1163,-0.329652,0.096,0.1495,-0.641954,0.056454,0.123,-0.459047,0.245,0.455,200,0.5059,51
POWERGRID,day,ST_7_2.5,long_flat,0.019805,0.0408,-0.485524,0.096,0.1495,-0.641954,0.05799,0.1191,-0.468046,0.12,0.13,200,0.5119,67
POWERGRID,day,ST_10_5.0,long_flat,0.012271,0.0178,-0.691248,0.096,0.1495,-0.641954,0.070264,0.1622,-0.445236,0.02,0.015,200,0.5862,22
POWERGRID,day,MST_7_5.0_7_2.0,long_flat,0.015654,0.0227,-0.690123,0.096,0.1495,-0.641954,0.067096,0.1442,-0.454943,0.02,0.015,200,0.5995,23
POWERGRID,day,MST_7_6.0_7_2.0,long_flat,0.052336,0.1032,-0.506958,0.096,0.1495,-0.641954,0.074693,0.1539,-0.469787,0.225,0.255,200,0.6664,14
RAYMOND,day,EMA_9_21,long_flat,0.191886,0.2838,-0.676072,0.07054,0.0795,-0.886905,0.062577,0.0798,-0.779701,0.98,0.97,200,0.5228,94
RAYMOND,day,EMA_10_30,long_flat,0.164672,0.2573,-0.639895,0.07054,0.0795,-0.886905,0.067501,0.0882,-0.791128,0.925,0.96,200,0.5369,72
RAYMOND,day,EMA_20_50,long_flat,0.162616,0.2376,-0.68441,0.07054,0.0795,-0.886905,0.064425,0.0805,-0.797584,0.945,0.93,200,0.54,41
RAYMOND,day,EMA_50_200,long_flat,0.152055,0.2651,-0.57363,0.07054,0.0795,-0.886905,0.079466,0.0944,-0.836443,0.85,0.925,200,0.539,13
RAYMOND,day,ST_7_3.0,long_flat,0.166777,0.2213,-0.753623,0.07054,0.0795,-0.886905,0.06935,0.0851,-0.79203,0.94,0.905,200,0.5443,55
RAYMOND,day,ST_7_2.5,long_flat,0.152469,0.2103,-0.725115,0.07054,0.0795,-0.886905,0.071791,0.0922,-0.791688,0.93,0.915,200,0.5453,69
RAYMOND,day,ST_10_5.0,long_flat,0.120113,0.1635,-0.734436,0.07054,0.0795,-0.886905,0.068229,0.0829,-0.816671,0.805,0.84,200,0.6014,29
RAYMOND,day,MST_7_5.0_7_2.0,long_flat,0.126268,0.1692,-0.746425,0.07054,0.0795,-0.886905,0.063201,0.0759,-0.821482,0.825,0.84,200,0.6239,29
RAYMOND,day,MST_7_6.0_7_2.0,long_flat,0.106234,0.1363,-0.7794,0.07054,0.0795,-0.886905,0.070672,0.0887,-0.814718,0.79,0.795,200,0.6,25
RELIANCE,day,EMA_9_21,long_flat,0.093167,0.2071,-0.449962,0.140716,0.2044,-0.68851,0.088621,0.1574,-0.581104,0.55,0.74,200,0.5544,111
RELIANCE,day,EMA_10_30,long_flat,0.078891,0.1224,-0.644459,0.140716,0.2044,-0.68851,0.090809,0.1577,-0.601593,0.37,0.37,200,0.5639,92
RELIANCE,day,EMA_20_50,long_flat,0.057631,0.0755,-0.76331,0.140716,0.2044,-0.68851,0.092539,0.1632,-0.588886,0.125,0.095,200,0.57,63
RELIANCE,day,EMA_50_200,long_flat,0.078871,0.1445,-0.545803,0.140716,0.2044,-0.68851,0.110156,0.1765,-0.660519,0.185,0.34,200,0.696,14
RELIANCE,day,ST_7_3.0,long_flat,0.081223,0.1275,-0.63692,0.140716,0.2044,-0.68851,0.089996,0.1631,-0.562857,0.395,0.38,200,0.5246,74
RELIANCE,day,ST_7_2.5,long_flat,0.072967,0.1267,-0.575829,0.140716,0.2044,-0.68851,0.095538,0.1696,-0.55674,0.31,0.315,200,0.5407,97
RELIANCE,day,ST_10_5.0,long_flat,0.112683,0.1967,-0.572918,0.140716,0.2044,-0.68851,0.086148,0.1509,-0.588756,0.73,0.645,200,0.5197,30
RELIANCE,day,MST_7_5.0_7_2.0,long_flat,0.110085,0.2037,-0.540424,0.140716,0.2044,-0.68851,0.090088,0.16,-0.563082,0.745,0.645,200,0.5111,30
RELIANCE,day,MST_7_6.0_7_2.0,long_flat,0.094543,0.1594,-0.593033,0.140716,0.2044,-0.68851,0.095929,0.1757,-0.542867,0.485,0.395,200,0.5006,24
SAIL,day,EMA_9_21,long_flat,0.120975,0.2078,-0.582098,0.059365,0.064,-0.927561,0.03752,0.0445,-0.801367,0.915,0.94,200,0.4974,106
SAIL,day,EMA_10_30,long_flat,0.095418,0.1727,-0.552652,0.059365,0.064,-0.927561,0.043509,0.0559,-0.782721,0.83,0.91,200,0.4929,84
SAIL,day,EMA_20_50,long_flat,0.130325,0.2565,-0.508153,0.059365,0.064,-0.927561,0.051591,0.0678,-0.793619,0.935,0.97,200,0.4878,46
SAIL,day,EMA_50_200,long_flat,0.112004,0.2116,-0.52935,0.059365,0.064,-0.927561,0.063098,0.081,-0.787215,0.785,0.9,200,0.4952,12
SAIL,day,ST_7_3.0,long_flat,0.140596,0.256,-0.549184,0.059365,0.064,-0.927561,0.052557,0.0677,-0.776445,0.97,0.99,200,0.4602,65
SAIL,day,ST_7_2.5,long_flat,0.086157,0.1384,-0.622507,0.059365,0.064,-0.927561,0.040883,0.0523,-0.768836,0.73,0.77,200,0.4895,92
SAIL,day,ST_10_5.0,long_flat,0.118919,0.2081,-0.571365,0.059365,0.064,-0.927561,0.057249,0.0778,-0.770613,0.86,0.935,200,0.4809,31
SAIL,day,MST_7_5.0_7_2.0,long_flat,0.115035,0.1884,-0.610639,0.059365,0.064,-0.927561,0.053396,0.0655,-0.800365,0.86,0.91,200,0.5075,31
SAIL,day,MST_7_6.0_7_2.0,long_flat,0.118121,0.1996,-0.591724,0.059365,0.064,-0.927561,0.047857,0.0592,-0.815516,0.88,0.92,200,0.5331,23
SBIN,day,EMA_9_21,long_flat,0.124427,0.2211,-0.562838,0.125333,0.2022,-0.619981,0.079464,0.1319,-0.598762,0.84,0.815,200,0.5675,101
SBIN,day,EMA_10_30,long_flat,0.127271,0.2596,-0.490192,0.125333,0.2022,-0.619981,0.08807,0.1425,-0.605251,0.845,0.875,200,0.5744,84
SBIN,day,EMA_20_50,long_flat,0.095463,0.173,-0.551941,0.125333,0.2022,-0.619981,0.09468,0.1616,-0.606755,0.505,0.54,200,0.5953,48
SBIN,day,EMA_50_200,long_flat,0.048163,0.0621,-0.775467,0.125333,0.2022,-0.619981,0.098854,0.162,-0.617162,0.115,0.11,200,0.6602,18
SBIN,day,ST_7_3.0,long_flat,0.104129,0.2246,-0.463683,0.125333,0.2022,-0.619981,0.088099,0.1556,-0.578362,0.595,0.725,200,0.5195,75
SBIN,day,ST_7_2.5,long_flat,0.132231,0.3016,-0.43849,0.125333,0.2022,-0.619981,0.082997,0.1417,-0.589063,0.865,0.9,200,0.5128,95
SBIN,day,ST_10_5.0,long_flat,0.129569,0.2962,-0.437415,0.125333,0.2022,-0.619981,0.0889,0.1535,-0.603004,0.82,0.945,200,0.5861,33
SBIN,day,MST_7_5.0_7_2.0,long_flat,0.127903,0.2924,-0.437415,0.125333,0.2022,-0.619981,0.09629,0.159,-0.604416,0.765,0.925,200,0.5934,35
SBIN,day,MST_7_6.0_7_2.0,long_flat,0.14007,0.3253,-0.430602,0.125333,0.2022,-0.619981,0.091947,0.1435,-0.622891,0.89,0.96,200,0.5918,26
SRF,day,EMA_9_21,long_flat,0.212066,0.4347,-0.487824,0.200173,0.2418,-0.827751,0.122542,0.1717,-0.680626,0.945,0.98,200,0.5709,94
SRF,day,EMA_10_30,long_flat,0.192796,0.42,-0.459002,0.200173,0.2418,-0.827751,0.125953,0.1741,-0.713717,0.895,0.98,200,0.5752,73
SRF,day,EMA_20_50,long_flat,0.117077,0.1703,-0.68749,0.200173,0.2418,-0.827751,0.136897,0.1912,-0.709804,0.36,0.405,200,0.5951,48
SRF,day,EMA_50_200,long_flat,0.196658,0.3728,-0.527532,0.200173,0.2418,-0.827751,0.15455,0.2075,-0.710046,0.765,0.89,200,0.6258,13
SRF,day,ST_7_3.0,long_flat,0.193968,0.4045,-0.479502,0.200173,0.2418,-0.827751,0.127268,0.1802,-0.686812,0.9,0.965,200,0.5349,54
SRF,day,ST_7_2.5,long_flat,0.209502,0.4566,-0.458856,0.200173,0.2418,-0.827751,0.135899,0.1976,-0.704212,0.905,0.985,200,0.5734,68
SRF,day,ST_10_5.0,long_flat,0.118695,0.166,-0.714912,0.200173,0.2418,-0.827751,0.136111,0.1921,-0.696261,0.37,0.39,200,0.575,33
SRF,day,MST_7_5.0_7_2.0,long_flat,0.105687,0.1512,-0.699137,0.200173,0.2418,-0.827751,0.13457,0.1953,-0.708013,0.265,0.31,200,0.5828,35
SRF,day,MST_7_6.0_7_2.0,long_flat,0.136401,0.1733,-0.787265,0.200173,0.2418,-0.827751,0.134937,0.198,-0.698565,0.515,0.405,200,0.5859,23
SUNPHARMA,day,EMA_9_21,long_flat,0.070999,0.1177,-0.603075,0.180026,0.2475,-0.727415,0.116164,0.2004,-0.581178,0.095,0.125,200,0.6039,114
SUNPHARMA,day,EMA_10_30,long_flat,0.085993,0.1531,-0.561684,0.180026,0.2475,-0.727415,0.119356,0.2077,-0.568179,0.14,0.235,200,0.6184,89
SUNPHARMA,day,EMA_20_50,long_flat,0.11509,0.2426,-0.474423,0.180026,0.2475,-0.727415,0.128831,0.2153,-0.611033,0.3,0.625,200,0.6612,47
SUNPHARMA,day,EMA_50_200,long_flat,0.164788,0.3148,-0.523453,0.180026,0.2475,-0.727415,0.140832,0.2216,-0.633051,0.735,0.765,200,0.7161,10
SUNPHARMA,day,ST_7_3.0,long_flat,0.034236,0.0509,-0.673014,0.180026,0.2475,-0.727415,0.123593,0.2195,-0.574406,0.0,0.0,200,0.6139,65
SUNPHARMA,day,ST_7_2.5,long_flat,0.065663,0.1067,-0.615464,0.180026,0.2475,-0.727415,0.120371,0.2147,-0.576302,0.065,0.09,200,0.6002,82
SUNPHARMA,day,ST_10_5.0,long_flat,0.100239,0.2529,-0.396313,0.180026,0.2475,-0.727415,0.131499,0.2132,-0.6285,0.14,0.72,200,0.689,25
SUNPHARMA,day,MST_7_5.0_7_2.0,long_flat,0.08711,0.1462,-0.595967,0.180026,0.2475,-0.727415,0.136813,0.224,-0.623759,0.035,0.11,200,0.6962,27
SUNPHARMA,day,MST_7_6.0_7_2.0,long_flat,0.111029,0.1943,-0.571335,0.180026,0.2475,-0.727415,0.13251,0.2102,-0.627966,0.22,0.395,200,0.715,19
SUZLON,day,EMA_9_21,long_flat,0.203583,0.2722,-0.747792,-0.061485,-0.0617,-0.996282,-0.011556,-0.0124,-0.943074,0.985,0.99,200,0.4516,96
SUZLON,day,EMA_10_30,long_flat,0.166736,0.2121,-0.786243,-0.061485,-0.0617,-0.996282,-0.006774,-0.0073,-0.944991,0.98,0.97,200,0.4311,67
SUZLON,day,EMA_20_50,long_flat,0.119435,0.1482,-0.805667,-0.061485,-0.0617,-0.996282,-0.008785,-0.0094,-0.933093,0.905,0.895,200,0.4152,37
SUZLON,day,EMA_50_200,long_flat,0.047146,0.0597,-0.789092,-0.061485,-0.0617,-0.996282,-0.006305,-0.0068,-0.921509,0.68,0.69,200,0.3711,12
SUZLON,day,ST_7_3.0,long_flat,0.123827,0.1401,-0.884154,-0.061485,-0.0617,-0.996282,0.003216,0.0035,-0.929512,0.96,0.935,200,0.4487,71
SUZLON,day,ST_7_2.5,long_flat,0.166344,0.1938,-0.858196,-0.061485,-0.0617,-0.996282,-0.008654,-0.0092,-0.950074,0.975,0.965,200,0.4547,89
SUZLON,day,ST_10_5.0,long_flat,0.180135,0.259,-0.695395,-0.061485,-0.0617,-0.996282,-0.002239,-0.0025,-0.938908,0.98,0.985,200,0.4262,32
SUZLON,day,MST_7_5.0_7_2.0,long_flat,0.137656,0.1896,-0.726161,-0.061485,-0.0617,-0.996282,-0.016043,-0.0174,-0.948763,0.965,0.985,200,0.4602,34
SUZLON,day,MST_7_6.0_7_2.0,long_flat,0.10316,0.1304,-0.791393,-0.061485,-0.0617,-0.996282,-0.000879,-0.0009,-0.943874,0.915,0.925,200,0.4569,28
TATACONSUM,day,EMA_9_21,long_flat,0.125872,0.2878,-0.437405,0.120151,0.2167,-0.554509,0.080457,0.1618,-0.505797,0.865,0.865,200,0.5484,97
TATACONSUM,day,EMA_10_30,long_flat,0.087596,0.159,-0.550837,0.120151,0.2167,-0.554509,0.078515,0.1562,-0.505549,0.59,0.505,200,0.5529,88
TATACONSUM,day,EMA_20_50,long_flat,0.079966,0.1321,-0.605365,0.120151,0.2167,-0.554509,0.082772,0.166,-0.499108,0.45,0.325,200,0.564,50
TATACONSUM,day,EMA_50_200,long_flat,0.081859,0.1782,-0.459328,0.120151,0.2167,-0.554509,0.104185,0.2021,-0.534504,0.25,0.385,200,0.6457,15
TATACONSUM,day,ST_7_3.0,long_flat,0.104407,0.2157,-0.483931,0.120151,0.2167,-0.554509,0.084768,0.1658,-0.494774,0.7,0.68,200,0.5406,55
TATACONSUM,day,ST_7_2.5,long_flat,0.072405,0.1195,-0.606044,0.120151,0.2167,-0.554509,0.078349,0.1563,-0.497592,0.46,0.32,200,0.5277,78
TATACONSUM,day,ST_10_5.0,long_flat,0.091936,0.1871,-0.491491,0.120151,0.2167,-0.554509,0.093626,0.1847,-0.514176,0.485,0.515,200,0.5572,23
TATACONSUM,day,MST_7_5.0_7_2.0,long_flat,0.074505,0.1429,-0.521561,0.120151,0.2167,-0.554509,0.094625,0.1942,-0.493929,0.285,0.255,200,0.5556,25
TATACONSUM,day,MST_7_6.0_7_2.0,long_flat,0.060713,0.1217,-0.498737,0.120151,0.2167,-0.554509,0.09858,0.2056,-0.497605,0.11,0.16,200,0.6037,20
TATAPOWER,day,EMA_9_21,long_flat,0.137692,0.2484,-0.554306,0.1111,0.1344,-0.826621,0.07422,0.1191,-0.653118,0.905,0.88,200,0.5288,104
TATAPOWER,day,EMA_10_30,long_flat,0.108182,0.1515,-0.714168,0.1111,0.1344,-0.826621,0.068518,0.1055,-0.672607,0.785,0.7,200,0.5355,82
TATAPOWER,day,EMA_20_50,long_flat,0.050051,0.0564,-0.887404,0.1111,0.1344,-0.826621,0.081669,0.1267,-0.639681,0.225,0.18,200,0.5314,60
TATAPOWER,day,EMA_50_200,long_flat,0.122938,0.2939,-0.418265,0.1111,0.1344,-0.826621,0.075603,0.1164,-0.654239,0.83,0.955,200,0.5136,15
TATAPOWER,day,ST_7_3.0,long_flat,0.073532,0.1102,-0.666971,0.1111,0.1344,-0.826621,0.075475,0.1166,-0.656249,0.495,0.48,200,0.5054,63
TATAPOWER,day,ST_7_2.5,long_flat,0.056394,0.0906,-0.622731,0.1111,0.1344,-0.826621,0.072447,0.111,-0.640441,0.345,0.385,200,0.4987,86
TATAPOWER,day,ST_10_5.0,long_flat,0.074716,0.0911,-0.820071,0.1111,0.1344,-0.826621,0.075707,0.1232,-0.632915,0.49,0.365,200,0.4702,29
TATAPOWER,day,MST_7_5.0_7_2.0,long_flat,0.056902,0.0661,-0.861481,0.1111,0.1344,-0.826621,0.068522,0.1074,-0.65122,0.38,0.295,200,0.4905,31
TATAPOWER,day,MST_7_6.0_7_2.0,long_flat,0.083003,0.1158,-0.71705,0.1111,0.1344,-0.826621,0.078396,0.1263,-0.623009,0.53,0.445,200,0.4741,21
TCS,day,EMA_9_21,long_flat,0.104923,0.2111,-0.497054,0.121827,0.1798,-0.677459,0.081283,0.1472,-0.535328,0.78,0.77,200,0.5705,106
TCS,day,EMA_10_30,long_flat,0.079891,0.1574,-0.507441,0.121827,0.1798,-0.677459,0.085016,0.1596,-0.543577,0.445,0.495,200,0.5689,91
TCS,day,EMA_20_50,long_flat,0.064858,0.1297,-0.499881,0.121827,0.1798,-0.677459,0.093997,0.1775,-0.562114,0.22,0.305,200,0.6035,56
TCS,day,EMA_50_200,long_flat,0.131444,0.4519,-0.290865,0.121827,0.1798,-0.677459,0.103692,0.173,-0.613186,0.74,0.98,200,0.6755,9
TCS,day,ST_7_3.0,long_flat,0.056692,0.1124,-0.504575,0.121827,0.1798,-0.677459,0.086332,0.1733,-0.502636,0.145,0.17,200,0.547,73
TCS,day,ST_7_2.5,long_flat,0.083486,0.21,-0.39753,0.121827,0.1798,-0.677459,0.07651,0.1531,-0.515362,0.55,0.735,200,0.5312,88
TCS,day,ST_10_5.0,long_flat,0.102916,0.3042,-0.338261,0.121827,0.1798,-0.677459,0.083914,0.1536,-0.541384,0.705,0.9,200,0.5732,28
TCS,day,MST_7_5.0_7_2.0,long_flat,0.09928,0.2807,-0.353692,0.121827,0.1798,-0.677459,0.08592,0.1656,-0.520728,0.66,0.865,200,0.5636,28
TCS,day,MST_7_6.0_7_2.0,long_flat,0.070027,0.1713,-0.408685,0.121827,0.1798,-0.677459,0.089416,0.1498,-0.571477,0.26,0.6,200,0.6293,23
TITAN,day,EMA_9_21,long_flat,0.156538,0.3408,-0.459361,0.260726,0.4285,-0.608451,0.164138,0.3114,-0.526918,0.425,0.59,200,0.6102,108
TITAN,day,EMA_10_30,long_flat,0.150228,0.3155,-0.476182,0.260726,0.4285,-0.608451,0.171569,0.3367,-0.526449,0.285,0.445,200,0.6182,87
TITAN,day,EMA_20_50,long_flat,0.154168,0.2849,-0.541131,0.260726,0.4285,-0.608451,0.173246,0.3326,-0.524339,0.285,0.345,200,0.6495,50
TITAN,day,EMA_50_200,long_flat,0.154311,0.3261,-0.473251,0.260726,0.4285,-0.608451,0.209852,0.391,-0.546616,0.06,0.275,200,0.7431,17
TITAN,day,ST_7_3.0,long_flat,0.142443,0.2313,-0.615807,0.260726,0.4285,-0.608451,0.163137,0.321,-0.500934,0.335,0.22,200,0.5814,63
TITAN,day,ST_7_2.5,long_flat,0.121369,0.2429,-0.499765,0.260726,0.4285,-0.608451,0.155003,0.3169,-0.50938,0.17,0.295,200,0.572,90
TITAN,day,ST_10_5.0,long_flat,0.134048,0.248,-0.540583,0.260726,0.4285,-0.608451,0.172335,0.3354,-0.506582,0.215,0.25,200,0.6092,31
TITAN,day,MST_7_5.0_7_2.0,long_flat,0.126186,0.2334,-0.540583,0.260726,0.4285,-0.608451,0.175481,0.3414,-0.504286,0.09,0.145,200,0.6104,32
TITAN,day,MST_7_6.0_7_2.0,long_flat,0.130337,0.2938,-0.443569,0.260726,0.4285,-0.608451,0.18388,0.3585,-0.516608,0.065,0.285,200,0.6635,25
TORNTPOWER,day,EMA_9_21,long_flat,0.115905,0.1709,-0.678395,0.1862,0.2285,-0.815026,0.090823,0.1304,-0.704679,0.655,0.665,200,0.5228,108
TORNTPOWER,day,EMA_10_30,long_flat,0.159858,0.2389,-0.669068,0.1862,0.2285,-0.815026,0.098146,0.1374,-0.701356,0.865,0.815,200,0.5371,71
TORNTPOWER,day,EMA_20_50,long_flat,0.128939,0.2251,-0.572837,0.1862,0.2285,-0.815026,0.095655,0.132,-0.723666,0.735,0.8,200,0.5418,47
TORNTPOWER,day,EMA_50_200,long_flat,0.131546,0.2152,-0.611336,0.1862,0.2285,-0.815026,0.111235,0.1453,-0.772267,0.675,0.78,200,0.587,14
TORNTPOWER,day,ST_7_3.0,long_flat,0.167663,0.2793,-0.600368,0.1862,0.2285,-0.815026,0.108657,0.1544,-0.711416,0.875,0.9,200,0.5819,47
TORNTPOWER,day,ST_7_2.5,long_flat,0.066548,0.0786,-0.846197,0.1862,0.2285,-0.815026,0.104389,0.1494,-0.701962,0.225,0.2,200,0.5524,74
TORNTPOWER,day,ST_10_5.0,long_flat,0.167751,0.3538,-0.474102,0.1862,0.2285,-0.815026,0.114417,0.1526,-0.772267,0.835,0.955,200,0.6673,22
TORNTPOWER,day,MST_7_5.0_7_2.0,long_flat,0.172379,0.3586,-0.480668,0.1862,0.2285,-0.815026,0.126587,0.1735,-0.759908,0.845,0.985,200,0.6682,22
TORNTPOWER,day,MST_7_6.0_7_2.0,long_flat,0.122486,0.2043,-0.599529,0.1862,0.2285,-0.815026,0.113925,0.1617,-0.756797,0.54,0.71,200,0.6477,20
UBL,day,EMA_9_21,long_flat,0.106967,0.258,-0.414544,0.119416,0.1695,-0.704687,0.081291,0.1509,-0.552222,0.77,0.855,200,0.5337,94
UBL,day,EMA_10_30,long_flat,0.060648,0.1341,-0.452261,0.119416,0.1695,-0.704687,0.082134,0.1534,-0.542748,0.33,0.41,200,0.5366,82
UBL,day,EMA_20_50,long_flat,0.020826,0.0301,-0.691696,0.119416,0.1695,-0.704687,0.092763,0.1695,-0.540067,0.06,0.055,200,0.5594,47
UBL,day,EMA_50_200,long_flat,0.122815,0.2806,-0.437761,0.119416,0.1695,-0.704687,0.11718,0.2271,-0.469302,0.565,0.655,200,0.6586,13
UBL,day,ST_7_3.0,long_flat,0.032943,0.0592,-0.556852,0.119416,0.1695,-0.704687,0.086489,0.1627,-0.526136,0.16,0.155,200,0.5369,48
UBL,day,ST_7_2.5,long_flat,0.044012,0.0819,-0.537464,0.119416,0.1695,-0.704687,0.078613,0.1437,-0.53394,0.24,0.25,200,0.5109,60
UBL,day,ST_10_5.0,long_flat,0.017914,0.0277,-0.647644,0.119416,0.1695,-0.704687,0.105513,0.2139,-0.493829,0.025,0.025,200,0.58,22
UBL,day,MST_7_5.0_7_2.0,long_flat,0.006895,0.0091,-0.755774,0.119416,0.1695,-0.704687,0.110729,0.234,-0.465628,0.02,0.02,200,0.5795,24
UBL,day,MST_7_6.0_7_2.0,long_flat,0.104311,0.2184,-0.477669,0.119416,0.1695,-0.704687,0.118322,0.2555,-0.447794,0.4,0.385,200,0.6343,13
UNIONBANK,day,EMA_9_21,long_flat,0.008721,0.0118,-0.73697,0.021247,0.0223,-0.953533,0.023872,0.0298,-0.835156,0.345,0.355,200,0.5021,117
UNIONBANK,day,EMA_10_30,long_flat,0.046851,0.0587,-0.797879,0.021247,0.0223,-0.953533,0.022903,0.0263,-0.841906,0.655,0.655,200,0.5148,93
UNIONBANK,day,EMA_20_50,long_flat,0.023896,0.0273,-0.874274,0.021247,0.0223,-0.953533,0.039581,0.0476,-0.816547,0.36,0.36,200,0.5085,54
UNIONBANK,day,EMA_50_200,long_flat,0.056156,0.073,-0.769082,0.021247,0.0223,-0.953533,0.039866,0.0492,-0.807187,0.6,0.595,200,0.5032,16
UNIONBANK,day,ST_7_3.0,long_flat,0.020353,0.0263,-0.774253,0.021247,0.0223,-0.953533,0.028968,0.0363,-0.819124,0.395,0.41,200,0.4899,69
UNIONBANK,day,ST_7_2.5,long_flat,0.018765,0.0235,-0.797362,0.021247,0.0223,-0.953533,0.029443,0.0364,-0.833699,0.435,0.435,200,0.4929,93
UNIONBANK,day,ST_10_5.0,long_flat,0.113265,0.1492,-0.759064,0.021247,0.0223,-0.953533,0.036471,0.0432,-0.851502,0.9,0.88,200,0.5462,26
UNIONBANK,day,MST_7_5.0_7_2.0,long_flat,0.092337,0.1216,-0.759139,0.021247,0.0223,-0.953533,0.034771,0.041,-0.851745,0.865,0.87,200,0.5691,28
