window,signal,policy,fill,n_names,beat_rate20,beat_rate10,beat_rate40,med_cagr20,med_bh_cagr,med_excess,med_maxdd,med_calmar,med_bh_calmar,calmar_beat,med_switch_yr,med_trades,med_wr,med_exp,med_tim,pos_cagr_share
full,EMA_10_30,long_flat,next_open,146.0,0.2876712328767123,0.3767123287671233,0.0958904109589041,0.037958,0.1142875,-0.0811125,-0.5353075,0.07525,0.1871,0.3561643835616438,93.405,535.0,0.3022,0.0010414999999999999,0.51645,0.678082191780822
full,EMA_10_30,long_flat,signal_close,146.0,0.2534246575342466,0.3561643835616438,0.10273972602739725,0.0264085,0.1122295,-0.08972400000000001,-0.5495495,0.050699999999999995,0.18519999999999998,0.3150684931506849,93.405,535.0,0.2947,0.0006234999999999999,0.51645,0.636986301369863
full,EMA_10_30,long_short,next_open,146.0,0.10273972602739725,0.2191780821917808,0.03424657534246575,-0.137188,0.1142875,-0.2509845,-0.891625,-0.1516,0.1871,0.11643835616438356,93.495,1070.5,0.28469999999999995,-0.000827,0.999,0.2465753424657534
full,EMA_10_30,long_short,signal_close,146.0,0.10273972602739725,0.1917808219178082,0.03424657534246575,-0.1552375,0.1122295,-0.2685925,-0.9066045,-0.16745,0.18519999999999998,0.11643835616438356,93.495,1070.5,0.278,-0.001153,0.9991,0.2054794520547945
full,EMA_10_30,short_flat,next_open,146.0,0.06164383561643835,0.0821917808219178,0.0410958904109589,-0.1236555,0.1142875,-0.233402,-0.8664275,-0.14575,0.1871,0.06164383561643835,93.495,535.5,0.26455,-0.0027225,0.48255,0.0684931506849315
full,EMA_10_30,short_flat,signal_close,146.0,0.0547945205479452,0.07534246575342465,0.03424657534246575,-0.133542,0.1122295,-0.247848,-0.8677790000000001,-0.15275,0.18519999999999998,0.06164383561643835,93.495,535.5,0.26005,-0.0029785000000000002,0.4826,0.0547945205479452
full,EMA_20_50,long_flat,next_open,146.0,0.273972602739726,0.3904109589041096,0.15753424657534246,0.054488,0.1142875,-0.05879200000000001,-0.4970545,0.11699999999999999,0.1871,0.3767123287671233,52.4,300.0,0.31615000000000004,0.0022535000000000003,0.52095,0.821917808219178
full,EMA_20_50,long_flat,signal_close,146.0,0.2602739726027397,0.3698630136986301,0.15753424657534246,0.050752500000000006,0.1122295,-0.061371999999999996,-0.491404,0.1128,0.18519999999999998,0.3698630136986301,52.4,300.0,0.313,0.0021055,0.52095,0.7876712328767124
full,EMA_20_50,long_short,next_open,146.0,0.10273972602739725,0.1643835616438356,0.0684931506849315,-0.1031425,0.1142875,-0.211812,-0.836302,-0.12595,0.1871,0.11643835616438356,52.49,601.0,0.2902,-0.0008439999999999999,0.9984,0.21232876712328766
full,EMA_20_50,long_short,signal_close,146.0,0.10273972602739725,0.15753424657534246,0.0684931506849315,-0.106209,0.1122295,-0.219163,-0.843754,-0.12924999999999998,0.18519999999999998,0.11643835616438356,52.49,601.0,0.2878,-0.000896,0.9984,0.1917808219178082
full,EMA_20_50,short_flat,next_open,146.0,0.0821917808219178,0.0821917808219178,0.04794520547945205,-0.1081055,0.1142875,-0.2169865,-0.8104605,-0.1315,0.1871,0.0821917808219178,52.455,300.5,0.2635,-0.00408,0.47750000000000004,0.0821917808219178
full,EMA_20_50,short_flat,signal_close,146.0,0.07534246575342465,0.0821917808219178,0.04794520547945205,-0.107324,0.1122295,-0.2254615,-0.8109605,-0.1318,0.18519999999999998,0.0821917808219178,52.455,300.5,0.26034999999999997,-0.004203,0.47750000000000004,0.0821917808219178
full,EMA_21_55,long_flat,next_open,146.0,0.2876712328767123,0.3835616438356164,0.13013698630136986,0.056051000000000004,0.1142875,-0.057554499999999995,-0.4852625,0.1305,0.1871,0.410958904109589,48.86,280.0,0.3156,0.002493,0.522,0.815068493150685
full,EMA_21_55,long_flat,signal_close,146.0,0.2876712328767123,0.3835616438356164,0.136986301369863,0.048125,0.1122295,-0.061645500000000006,-0.49290449999999997,0.1153,0.18519999999999998,0.4246575342465753,48.86,280.0,0.30915000000000004,0.002255,0.522,0.821917808219178
full,EMA_21_55,long_short,next_open,146.0,0.13013698630136986,0.1506849315068493,0.0547945205479452,-0.0971395,0.1142875,-0.21563949999999998,-0.8365785,-0.1162,0.1871,0.13013698630136986,48.91,560.5,0.2878,-0.0007080000000000001,0.9983,0.1917808219178082
full,EMA_21_55,long_short,signal_close,146.0,0.0958904109589041,0.1506849315068493,0.04794520547945205,-0.10574249999999999,0.1122295,-0.22530599999999998,-0.8380305,-0.1237,0.18519999999999998,0.10273972602739725,48.91,560.5,0.2847,-0.000902,0.9983,0.19863013698630136
full,EMA_21_55,short_flat,next_open,146.0,0.0821917808219178,0.08904109589041095,0.0410958904109589,-0.1050575,0.1142875,-0.223776,-0.8219335,-0.1311,0.1871,0.08904109589041095,48.864999999999995,280.5,0.26165,-0.0042775,0.4761,0.0821917808219178
full,EMA_21_55,short_flat,signal_close,146.0,0.07534246575342465,0.07534246575342465,0.0273972602739726,-0.10951949999999999,0.1122295,-0.23328849999999998,-0.8257405,-0.13275,0.18519999999999998,0.0821917808219178,48.864999999999995,280.5,0.2586,-0.0045255,0.4761,0.0684931506849315
full,EMA_50_100,long_flat,next_open,146.0,0.273972602739726,0.3219178082191781,0.19863013698630136,0.068025,0.1142875,-0.038890499999999995,-0.46042150000000004,0.1587,0.1871,0.4589041095890411,23.8,136.0,0.331,0.0062745000000000006,0.52895,0.8561643835616438
full,EMA_50_100,long_flat,signal_close,146.0,0.2602739726027397,0.3424657534246575,0.2054794520547945,0.068878,0.1122295,-0.042121,-0.4664545,0.15760000000000002,0.18519999999999998,0.4657534246575342,23.8,136.0,0.33095,0.0062050000000000004,0.52895,0.8424657534246576
full,EMA_50_100,long_short,next_open,146.0,0.10273972602739725,0.13013698630136986,0.04794520547945205,-0.067562,0.1142875,-0.1857225,-0.802057,-0.094,0.1871,0.10273972602739725,23.884999999999998,273.0,0.29175,-0.000747,0.9969,0.2465753424657534
full,EMA_50_100,long_short,signal_close,146.0,0.1095890410958904,0.14383561643835616,0.0547945205479452,-0.07038749999999999,0.1122295,-0.19053900000000001,-0.8097715000000001,-0.0984,0.18519999999999998,0.1232876712328767,23.884999999999998,273.0,0.2883,-0.000967,0.9969,0.23972602739726026
full,EMA_50_100,short_flat,next_open,146.0,0.0684931506849315,0.07534246575342465,0.04794520547945205,-0.0905665,0.1142875,-0.209673,-0.7841125,-0.11785,0.1871,0.0547945205479452,23.84,137.0,0.25095,-0.008105000000000001,0.46795,0.0410958904109589
full,EMA_50_100,short_flat,signal_close,146.0,0.0684931506849315,0.07534246575342465,0.0547945205479452,-0.0931215,0.1122295,-0.208694,-0.7850980000000001,-0.119,0.18519999999999998,0.0684931506849315,23.84,137.0,0.24730000000000002,-0.008102,0.46795,0.06164383561643835
full,EMA_50_200,long_flat,next_open,146.0,0.2945205479452055,0.363013698630137,0.21232876712328766,0.07397500000000001,0.1142875,-0.03153449999999999,-0.466196,0.18635000000000002,0.1871,0.4726027397260274,16.645,95.0,0.32785,0.009391,0.53745,0.9246575342465754
full,EMA_50_200,long_flat,signal_close,146.0,0.3013698630136986,0.3424657534246575,0.21232876712328766,0.0755885,0.1122295,-0.0326315,-0.4660085,0.17865,0.18519999999999998,0.4726027397260274,16.645,95.0,0.32335,0.009273,0.53745,0.910958904109589
full,EMA_50_200,long_short,next_open,146.0,0.11643835616438356,0.13013698630136986,0.0821917808219178,-0.060822,0.1142875,-0.1626995,-0.7710385,-0.08185,0.1871,0.136986301369863,16.645,189.0,0.2828,-0.000117,0.9937,0.3219178082191781
full,EMA_50_200,long_short,signal_close,146.0,0.1095890410958904,0.13013698630136986,0.08904109589041095,-0.064227,0.1122295,-0.166066,-0.769552,-0.088,0.18519999999999998,0.136986301369863,16.645,189.0,0.2835,-0.00043599999999999997,0.9938,0.3082191780821918
full,EMA_50_200,short_flat,next_open,146.0,0.06164383561643835,0.06164383561643835,0.06164383561643835,-0.078806,0.1142875,-0.20078200000000002,-0.7468969999999999,-0.11095,0.1871,0.06164383561643835,16.59,94.0,0.23470000000000002,-0.0092945,0.45630000000000004,0.0821917808219178
