symbol,ts,date,dow,tod,days_to_expiry,break_up,break_down,rsi,vwap_dist_atr,htf_slope,vol_spike,body_ratio,close_in_range,cpr_bias,gap_pct,atr_pct,sqz_duration,outcome
NIFTY50,2024-06-10 13:40:00,2024-06-10,0,afternoon,17,True,False,60.66375393564679,,27.063330419627164,,0.7342465753423462,0.8136986301369066,1,0.21100083583835094,0.07931810624222325,7,DOWN
NIFTY50,2024-06-11 13:30:00,2024-06-11,1,afternoon,16,True,False,66.42372866977979,,15.173380479202024,,0.6672597864768165,0.9181494661920736,-1,0.2121849236801356,0.0723803633997164,22,DOWN
NIFTY50,2024-06-14 13:15:00,2024-06-14,4,afternoon,13,True,False,66.73335720242673,,9.836205880259513,,0.0619047619049005,0.6619047619048312,1,0.28034966783266285,0.04751231010361351,12,DOWN
NIFTY50,2024-06-18 12:40:00,2024-06-18,1,midday,9,False,False,46.47291775933301,,12.174263533834164,,-0.7106598984772623,0.20304568527921782,1,0.49735334684905574,0.05281102509652936,12,NEITHER
NIFTY50,2024-06-18 14:00:00,2024-06-18,1,afternoon,9,True,False,59.88222341295031,,11.004763251101394,,0.6300813008128591,0.821138211382097,1,0.49735334684905574,0.04350025522080507,8,UP
NIFTY50,2024-06-26 10:55:00,2024-06-26,2,morning,1,True,False,68.33607057217061,,10.522470106254332,,0.7173076923076084,0.7903846153845874,1,0.005058616721245303,0.09417905474857145,8,UP
NIFTY50,2024-07-01 13:45:00,2024-07-01,0,afternoon,24,False,False,64.83305523324557,,19.9722859860849,,0.016949152542127283,0.817796610169357,1,-0.17952163620553177,0.052818504256496895,11,UP
NIFTY50,2024-07-04 12:45:00,2024-07-04,3,midday,21,True,False,61.05747719727885,,12.279626505012857,,0.4313725490194307,0.7320261437905202,1,0.3258435292374128,0.05233765405596541,11,DOWN
NIFTY50,2024-07-08 13:10:00,2024-07-08,0,afternoon,17,False,False,54.62916775588895,,1.7983539243141422,,0.1027397260274075,0.5479452054795066,1,0.05222737413511562,0.07151576435246124,26,NEITHER
NIFTY50,2024-07-09 13:05:00,2024-07-09,1,afternoon,16,True,False,69.03563172185353,,9.272461743839813,,0.8466666666664726,0.929999999999806,1,0.08199399532696175,0.05241153522631808,10,NEITHER
NIFTY50,2024-07-10 13:50:00,2024-07-10,2,afternoon,15,False,False,46.040814454018445,,-4.22908710102638,,0.637813211845187,0.986332574031922,1,0.1744668216117644,0.07625904451646863,7,DOWN
NIFTY50,2024-07-15 13:15:00,2024-07-15,0,afternoon,10,True,False,69.36496081824723,,13.633655755802465,,0.6957547169811082,0.7405660377358579,1,0.3067835054910865,0.06006461125833797,14,DOWN
NIFTY50,2024-08-08 12:10:00,2024-08-08,3,midday,21,True,False,65.88278854932479,,-6.065518094976142,,0.9593663911845621,1.0,1,0.896681861020553,0.1650776705175753,9,DOWN
NIFTY50,2024-08-14 10:55:00,2024-08-14,2,morning,15,False,False,44.48744848694011,,-12.0223234356381,,-0.7342657342657094,0.2610722610721844,-1,0.17894719400858586,0.09421723532399713,20,NEITHER
NIFTY50,2024-08-19 13:45:00,2024-08-19,0,afternoon,10,False,False,45.015300797152136,,18.28447504062933,,0.1551724137929232,0.9339080459769334,1,0.39589717676206976,0.06887778682273718,11,NEITHER
NIFTY50,2024-08-20 13:10:00,2024-08-20,1,afternoon,9,False,False,61.19197043271218,,19.4443709174775,,0.13432835820882016,0.9004975124378037,1,0.2843891126571523,0.052293975000839224,6,DOWN
NIFTY50,2024-08-21 13:30:00,2024-08-21,2,afternoon,8,False,False,45.92674060506462,,10.285366561143746,,-0.5568181818180409,0.1212121212122799,1,0.031208393031209314,0.059717278041916136,8,UP
NIFTY50,2024-08-22 11:45:00,2024-08-22,3,midday,7,True,False,67.02267080786658,,13.279380172207311,,-0.17763157894760462,0.4210526315789222,1,0.32886905362381413,0.0536515038289813,6,DOWN
NIFTY50,2024-08-27 11:00:00,2024-08-27,1,midday,2,False,False,57.46089250044707,,13.56779341210131,,0.5152671755725763,0.5152671755725763,1,0.05337555399626388,0.07301327172305257,7,UP
NIFTY50,2024-08-29 11:50:00,2024-08-29,3,midday,0,False,True,40.18231434216871,,6.9429065835465735,,-0.6387096774194487,0.2193548387095366,-1,-0.03813159192408529,0.05655390844427623,7,UP
NIFTY50,2024-08-30 12:20:00,2024-08-30,4,midday,27,False,False,62.79657136805344,,15.037801044290973,,0.28870292887003174,0.4267782426776765,1,0.3694833394615788,0.06316700522682586,15,NEITHER
NIFTY50,2024-08-30 13:05:00,2024-08-30,4,afternoon,27,False,False,49.83573545288806,,12.31163731298875,,-0.21827411167493754,0.3756345177666268,1,0.3694833394615788,0.054034817039701276,7,UP
NIFTY50,2024-09-03 12:55:00,2024-09-03,1,midday,23,True,False,60.70385819682069,,2.9652481382508995,,0.293650793651174,0.6349206349207083,1,0.1562877118291993,0.03839473226737657,45,UP
NIFTY50,2024-09-04 13:15:00,2024-09-04,2,afternoon,22,True,False,69.50719083248931,,-6.832508677467558,,0.7679180887372205,0.7952218430034079,-1,-0.7079863151666888,0.051597199943575256,11,DOWN
NIFTY50,2024-09-11 12:55:00,2024-09-11,2,midday,15,False,False,42.32930346157183,,7.849098175709514,,-0.4260204081631436,0.0994897959183934,1,-0.07224943218332414,0.07793937773847168,15,DOWN
NIFTY50,2024-09-12 14:00:00,2024-09-12,3,afternoon,14,True,False,73.58202048587401,,12.084619694309367,,0.9826086956521681,1.0,1,0.43223334589088636,0.1268769839189846,35,UP
NIFTY50,2024-09-13 13:15:00,2024-09-13,4,afternoon,13,False,True,40.88435483322762,,21.773971257160156,,-0.9243421052630658,0.021381578947415266,1,0.4562521355957645,0.05589849265640731,15,UP
NIFTY50,2024-09-17 10:15:00,2024-09-17,1,morning,9,False,False,50.547167647016174,,14.668940821775323,,-0.18934911242584698,0.6035502958581945,1,0.2894227525346772,0.07253105997234045,12,UP
NIFTY50,2024-09-18 10:35:00,2024-09-18,2,morning,8,False,False,56.59693213246539,,9.364198529267014,,0.5140562248996853,0.7991967871486061,1,-0.018695524684980407,0.05842165235134467,7,UP
NIFTY50,2024-09-18 12:55:00,2024-09-18,2,midday,8,False,True,33.438575960239476,,12.007188867162768,,-0.9224376731301179,0.0,1,-0.018695524684980407,0.05677113444272715,9,DOWN
NIFTY50,2024-09-25 10:20:00,2024-09-25,2,morning,1,False,False,44.81370387223813,,19.355275286132382,,-0.27561837455844923,0.13427561837442475,-1,-0.1183949957867607,0.07028485086576837,11,DOWN
NIFTY50,2024-09-26 12:10:00,2024-09-26,3,midday,0,True,False,68.02722479204137,,19.96709485954125,,0.7463414634144212,0.7658536585364434,1,-0.031137678513074155,0.054302307335721764,10,DOWN
NIFTY50,2024-10-08 10:25:00,2024-10-08,1,morning,23,False,False,59.3803257031494,,-24.710160343649477,,0.820936639118554,0.8471074380165459,-1,0.05318505983319524,0.18160005937870594,7,UP
NIFTY50,2024-10-17 13:45:00,2024-10-17,3,afternoon,14,False,True,34.520224281943484,,-16.225561493829446,,-0.9319526627218132,0.032544378698394265,1,0.27043377577634525,0.061732312027436904,12,NEITHER
NIFTY50,2024-10-23 14:00:00,2024-10-23,2,afternoon,8,False,False,40.3247303790573,,-13.793891701163375,,-0.5371024734983323,0.1272084805653065,-1,-0.4231723630867832,0.0910815441069427,6,DOWN
NIFTY50,2024-10-30 13:15:00,2024-10-30,2,afternoon,1,False,True,37.621449893548025,,9.047652787918196,,-0.4877828054298774,0.46153846153846156,1,-0.33757258526212186,0.09635606964948694,11,DOWN
NIFTY50,2024-11-05 11:30:00,2024-11-05,1,midday,23,False,False,41.71972006554082,,-13.320799273958983,,0.12616822429911229,0.5186915887850316,-1,-0.31032535185143034,0.12315257799720437,12,DOWN
NIFTY50,2024-11-12 10:50:00,2024-11-12,1,morning,16,False,False,46.28854927773703,,-3.159950444904098,,-0.07328605200960144,0.43498817966893805,1,0.4788400002488588,0.14789502102285632,10,NEITHER
NIFTY50,2024-11-12 12:35:00,2024-11-12,1,midday,16,False,False,41.53411032402639,,-4.66607474785269,,-0.1951871657754713,0.12566844919777825,1,0.4788400002488588,0.10051371290607691,12,DOWN
NIFTY50,2024-11-13 12:15:00,2024-11-13,2,midday,15,False,False,44.15555774604547,,-30.01164332055123,,0.7757575757574582,0.8747474747473866,-1,-0.08597929366961722,0.11745884428083701,8,DOWN
NIFTY50,2024-11-14 11:00:00,2024-11-14,3,midday,14,False,False,37.63047562241345,,-29.33079274185002,,-0.5601265822784147,0.17246835443041073,-1,-0.2573836265882582,0.14111439328413364,6,NEITHER
NIFTY50,2024-11-21 11:45:00,2024-11-21,3,midday,7,False,False,49.623957952415644,,-21.37905911355847,,0.42788461538462547,0.8413461538460362,1,0.09865631379100824,0.09575072830479713,6,NEITHER
NIFTY50,2024-12-04 11:55:00,2024-12-04,2,midday,22,False,True,22.612661310312717,,20.96049292101452,,-0.7122171945701313,0.2877828054298686,1,0.1754899093302195,0.1122764306782019,6,UP
NIFTY50,2024-12-09 09:50:00,2024-12-09,0,morning,17,False,True,34.230712925366944,,13.407566840793152,,-0.6207349081364494,0.2821522309711394,-1,-0.142283838015317,0.11067322389232383,18,NEITHER
NIFTY50,2024-12-10 09:55:00,2024-12-10,1,morning,16,True,False,62.57096485979776,,4.790882070974476,,0.4988290398127485,0.7517564402810476,1,0.10577992901985216,0.08933233105079753,14,DOWN
NIFTY50,2024-12-12 10:15:00,2024-12-12,3,morning,14,False,False,43.25157392895637,,2.0544910252428963,,0.35200000000011644,0.8959999999999612,-1,-0.1017073022188809,0.07291452905911001,7,DOWN
NIFTY50,2024-12-18 09:45:00,2024-12-18,2,morning,8,True,False,60.97288280225476,,-19.231309579263325,,0.12714285714287793,0.7928571428571428,-1,-0.08799577291332958,0.13046490927003473,10,DOWN
NIFTY50,2024-12-26 13:30:00,2024-12-26,3,afternoon,0,False,True,26.601928001476466,,-4.605037566379906,,-0.8822618125484333,0.0,1,0.19152688434852722,0.07300315326251972,12,TIE
NIFTY50,2024-12-31 13:00:00,2024-12-31,1,afternoon,30,False,False,47.77191918746106,,-12.37917597773776,,0.03821656050945968,0.42993630573246416,-1,-0.4144361575998753,0.0923096422348783,7,UP
NIFTY50,2025-01-01 09:45:00,2025-01-01,2,morning,29,False,True,35.18233351957073,,-2.6830022372196254,,-0.8865979381443075,0.11340206185569245,1,-0.13160785506657632,0.12258735411001442,6,UP
NIFTY50,2025-01-07 13:35:00,2025-01-07,1,afternoon,23,False,False,51.50500225837393,,-16.221240720122296,,-0.8644501278771584,0.1355498721228416,-1,-1.2932391002140462,0.08512278778070789,6,DOWN
NIFTY50,2025-01-20 10:25:00,2025-01-20,0,morning,10,False,False,61.875775501348144,,-2.6234353499858116,,0.18181818181810339,0.6284584980237007,1,0.4128758657248511,0.10581532213798911,14,UP
NIFTY50,2025-01-29 14:00:00,2025-01-29,2,afternoon,1,False,False,60.35639625012999,,11.112677269407868,,0.30909090909104137,0.4515151515151956,1,0.2195740828592973,0.10585229561660776,9,UP
NIFTY50,2025-02-14 10:20:00,2025-02-14,4,morning,13,False,False,53.65668057967663,,-6.576686405252985,,0.21927710843369988,0.8819277108433384,1,0.33471767291936044,0.15068731876725996,6,DOWN
NIFTY50,2025-02-20 13:45:00,2025-02-20,3,afternoon,7,False,False,59.809018820072524,,-4.421544963934139,,0.23913043478271614,0.6521739130435557,-1,-0.4071675452990386,0.05959369953730859,12,NEITHER
NIFTY50,2025-02-27 11:25:00,2025-02-27,3,midday,0,False,False,44.134651505535665,,-7.231765216623899,,-0.11494252873567064,0.3793103448272113,1,0.18933424486045847,0.05698849623326432,16,NEITHER
NIFTY50,2025-03-13 10:00:00,2025-03-13,3,morning,14,True,False,72.65010336643098,,7.002379439269134,,0.49883449883451586,0.668997668997748,1,0.32489930346930146,0.11938260735175679,7,DOWN
NIFTY50,2025-03-26 11:35:00,2025-03-26,2,midday,1,False,False,44.268880293311774,,9.268878475144447,,-0.7726161369192523,0.04645476772619529,1,0.4024409100248031,0.10981782988262248,10,DOWN
NIFTY50,2025-04-02 13:20:00,2025-04-02,2,afternoon,22,False,False,55.30323519621743,,-6.836718341928645,,-0.45614035087734417,0.013157894736653152,-1,0.05565214390176671,0.08164045832108695,14,NEITHER
NIFTY50,2025-04-03 12:40:00,2025-04-03,3,midday,21,False,False,41.24392748498144,,-3.44026767462492,,-0.8313253012048852,0.0,-1,-0.7736554254461913,0.06345134124765762,7,NEITHER
NIFTY50,2025-04-09 13:35:00,2025-04-09,2,afternoon,15,False,True,41.263443230081535,,-11.873624145409849,,-0.5888324873094403,0.4111675126905597,-1,-0.3854137099063363,0.08122367298706636,8,NEITHER
NIFTY50,2025-04-24 13:45:00,2025-04-24,3,afternoon,0,False,False,39.97312513095842,,10.165740495140199,,-0.2980132450329977,0.2450331125829761,1,-0.09444114094773265,0.04559350087047377,13,DOWN
NIFTY50,2025-05-08 09:50:00,2025-05-08,3,morning,21,False,False,46.03382931044509,,2.1051805313982186,,0.4801444043321594,0.7328519855595563,1,0.0909489415919372,0.08432751901605759,7,NEITHER
NIFTY50,2025-05-08 11:15:00,2025-05-08,3,midday,21,False,False,54.933126579265185,,0.7092401085974416,,0.8034934497816719,0.8034934497816719,1,0.0909489415919372,0.05913837445263306,13,NEITHER
NIFTY50,2025-05-08 13:10:00,2025-05-08,3,afternoon,21,False,True,36.03278282577402,,0.32871083354984876,,-0.3675213675212825,0.4188034188035171,1,0.0909489415919372,0.03739057824626013,20,DOWN
NIFTY50,2025-05-15 10:00:00,2025-05-15,3,morning,14,False,False,38.667616912499675,,-2.1888568140784628,,-0.5385756676558179,0.15430267062316366,-1,0.4098618952453144,0.15571739844480817,18,UP
NIFTY50,2025-05-16 11:25:00,2025-05-16,4,midday,13,False,False,41.594067955903014,,22.611534796837077,,-0.7889447236180307,0.16080402010055672,1,0.11723446493551977,0.10078111884316773,11,UP
NIFTY50,2025-05-19 11:10:00,2025-05-19,0,midday,10,False,False,50.68680954429883,,15.36275546195975,,-0.6908602150537997,0.2553763440859915,-1,-0.030983764507398124,0.08610759527526621,34,DOWN
NIFTY50,2025-05-20 09:50:00,2025-05-20,1,morning,9,False,True,31.375025301734212,,1.9616875784413423,,-0.5767878077373928,0.24150058616646658,1,0.24403106433237226,0.11167668277063716,6,UP
NIFTY50,2025-05-26 12:55:00,2025-05-26,0,midday,3,False,False,45.44891195153515,,12.202900619467982,,0.3708838821489646,0.9670710571923474,1,0.29864983709092957,0.09062431786303364,9,UP
NIFTY50,2025-05-28 11:30:00,2025-05-28,2,midday,1,False,False,43.397274943864645,,-6.139311982107756,,-0.26453488372087675,0.505813953488393,-1,-0.02093591596645715,0.09928615467868916,9,UP
NIFTY50,2025-06-04 12:20:00,2025-06-04,2,midday,22,False,False,59.82680824153182,,-5.228974413312244,,0.12616822429892086,0.897196261682046,-1,0.08985915952140022,0.05060718652147153,10,NEITHER
NIFTY50,2025-06-04 13:55:00,2025-06-04,2,afternoon,22,True,False,64.85277403647959,,-2.780885830285115,,0.2407407407406222,0.9120370370369637,-1,0.08985915952140022,0.04508365716361474,17,UP
NIFTY50,2025-06-09 13:30:00,2025-06-09,0,afternoon,17,False,False,43.66692634114152,,18.891794744275103,,-0.475,0.27999999999992725,1,0.6391923296920409,0.041123463680176164,10,NEITHER
NIFTY50,2025-06-10 10:00:00,2025-06-10,1,morning,16,True,False,62.668979345762196,,16.74595297061387,,0.8500000000001265,0.8717391304349091,1,0.37027299417203746,0.08538042553824066,6,DOWN
NIFTY50,2025-06-19 12:50:00,2025-06-19,3,midday,7,False,False,39.478997855811485,,-2.850837970512657,,0.32822085889585406,0.7883435582823777,-1,0.01814607591108423,0.05379490829356677,10,UP
NIFTY50,2025-07-04 11:00:00,2025-07-04,4,midday,27,False,False,52.66187566828124,,-4.059599702806736,,0.5652173913046057,0.7717391304348685,-1,0.12383157331064239,0.07010803411382172,15,DOWN
NIFTY50,2025-07-08 12:05:00,2025-07-08,1,midday,23,True,False,57.93431803508013,,0.318032970517379,,0.816037735849306,0.8584905660377165,-1,-0.10646259371950124,0.0455278786011939,7,NEITHER
NIFTY50,2025-07-21 13:55:00,2025-07-21,0,afternoon,10,False,True,37.23075092820869,,-2.1449557111227477,,-0.26736566186108357,0.6356487549147857,-1,0.12636452661364805,0.061756850759679,6,UP
NIFTY50,2025-07-29 10:25:00,2025-07-29,1,morning,2,False,True,36.18729213029936,,-19.325442291796207,,-0.6655896607430715,0.15670436187405715,-1,-0.2605987286186414,0.10409705785176934,17,UP
NIFTY50,2025-08-07 13:20:00,2025-08-07,3,afternoon,21,False,True,24.75110780946285,,-13.374679105014366,,-0.9296703296703936,0.07032967032960637,-1,-0.42898541286792546,0.0778427765411449,6,UP
NIFTY50,2025-08-08 12:45:00,2025-08-08,4,midday,20,False,False,53.90824976061883,,-12.356557524697564,,0.8181818181819107,0.9965034965035472,1,-0.33459686965137947,0.07232660197895982,8,DOWN
NIFTY50,2025-08-13 11:55:00,2025-08-13,2,midday,15,False,True,41.69502328653682,,5.60415055215708,,-0.9677996422184518,0.007155635062508423,1,0.40982853362248883,0.07141492864039911,8,UP
NIFTY50,2025-08-14 11:40:00,2025-08-14,3,midday,14,False,True,38.36664880205613,,7.828431190526317,,-0.7622950819672571,0.23770491803274288,-1,-0.09398954137976424,0.07146132591383263,13,UP
NIFTY50,2025-08-21 09:55:00,2025-08-21,3,morning,7,True,False,66.98420802153632,,14.242219425839721,,0.49066666666651143,0.6533333333333333,1,0.378685798583865,0.0801142810613092,6,UP
NIFTY50,2025-08-21 13:35:00,2025-08-21,3,afternoon,7,False,True,34.686688433663704,,14.562689997841517,,-0.8653846153846154,0.10769230769241964,1,0.378685798583865,0.05222123285248608,8,UP
NIFTY50,2025-08-29 10:25:00,2025-08-29,4,morning,27,False,False,49.307415877061715,,-26.918294406303175,,-0.3764367816094099,0.5545977011493695,-1,-0.27065474807504075,0.10685856565822657,8,UP
NIFTY50,2025-09-02 13:15:00,2025-09-02,1,afternoon,23,False,True,39.21183094538726,,8.803117338800803,,-0.6504065040649829,0.21341463414632253,1,0.11655153649038036,0.06089711744023766,19,DOWN
NIFTY50,2025-09-17 13:45:00,2025-09-17,2,afternoon,8,False,True,40.599140535912845,,15.120396524765965,,-0.07653061224490364,0.46683673469398645,1,0.08770731494844598,0.04203135343141168,16,DOWN
NIFTY50,2025-09-25 10:40:00,2025-09-25,3,morning,0,False,True,31.73448239647483,,-10.92314401884505,,-0.35693215339227213,0.34218289085561426,-1,-0.10534338351775657,0.08115122750500985,13,DOWN
NIFTY50,2025-10-01 11:15:00,2025-10-01,2,midday,29,True,False,69.06857433130725,,-2.6692206416773843,,0.65813528336375,0.65813528336375,-1,-0.05297642244738598,0.0858539869837626,6,UP
NIFTY50,2025-10-10 12:55:00,2025-10-10,4,midday,20,False,False,61.82504375057754,,14.868138423349592,,-0.18623481781367335,0.3684210526317495,1,-0.010528281347452423,0.06970140673181315,7,NEITHER
NIFTY50,2025-11-28 10:45:00,2025-11-28,4,morning,27,False,False,61.69527158096275,,9.13731096489937,,-0.04366812227073958,0.3624454148472656,1,0.06712471657924124,0.08191827659186221,6,DOWN
NIFTY50,2025-12-23 14:00:00,2025-12-23,1,afternoon,2,False,False,63.135645219857956,,18.48203628254487,,0.10739279806591169,0.7751622343809645,1,0.9390834806674467,0.04502152617272154,11,UP
NIFTY50,2025-12-30 13:35:00,2025-12-30,1,afternoon,30,True,False,57.758334412926935,,-9.965864719961246,,0.39098011363636365,0.5454545454545454,-1,0.004621302337189787,0.052921623792408376,6,UP
NIFTY50,2026-01-05 13:15:00,2026-01-05,0,afternoon,24,False,True,36.531073490501335,,9.329760764598177,,-0.2755413843496745,0.707453168593065,1,0.023546638437399094,0.05256918122125199,7,DOWN
NIFTY50,2026-01-09 11:05:00,2026-01-09,4,midday,20,False,False,37.374449794405336,,-20.648538832509075,,0.5,0.8442203009926353,-1,0.011015579835131727,0.10363356053903243,7,DOWN
NIFTY50,2026-01-14 10:25:00,2026-01-14,2,morning,15,False,False,45.79722035747218,,-4.2206485965398315,,0.6423253442121367,0.963488016318205,-1,-0.26113369087938554,0.125854954654696,7,UP
NIFTY50,2026-01-19 12:55:00,2026-01-19,0,midday,10,False,False,55.095955533251875,,-16.287733544533694,,0.6896650035637919,0.8503207412687099,-1,-0.2628521963692714,0.07538592188745893,6,UP
NIFTY50,2026-01-23 10:15:00,2026-01-23,4,morning,6,False,False,45.764064704443975,,-1.2327238805191882,,-0.5260595034246576,0.2684610445205479,1,0.07030199620952371,0.13246075799419693,6,DOWN
NIFTY50,2026-01-23 11:35:00,2026-01-23,4,midday,6,False,True,37.38206710407678,,-3.1341523913833953,,-0.9071063030381551,0.0,1,0.07030199620952371,0.1013593059095057,6,NEITHER
NIFTY50,2026-02-04 10:00:00,2026-02-04,2,morning,22,False,False,53.565522420818965,,23.222803738317452,,-0.26058973207603653,0.29501571621014816,-1,-0.21349724266590756,0.14083913902220999,8,DOWN
NIFTY50,2026-02-10 12:50:00,2026-02-10,1,midday,16,True,False,63.95969658976195,,17.2393992895486,,-0.337459807073955,0.16463022508038586,1,0.19157967710340046,0.046980973400430705,9,DOWN
NIFTY50,2026-02-11 12:20:00,2026-02-11,2,midday,15,False,False,44.04707918343252,,9.155201417259377,,-0.5421463815789473,0.16837993421052633,1,0.3235337960218554,0.06641727283384606,6,DOWN
NIFTY50,2026-02-16 12:20:00,2026-02-16,0,midday,10,True,False,63.159039041894005,,-11.840767583944398,,-0.18746608790016278,0.5382528486163863,-1,-0.13001117997956704,0.07624714495592537,10,NEITHER
NIFTY50,2026-02-17 13:55:00,2026-02-17,1,afternoon,9,False,True,40.176635994769114,,5.428743613829283,,-0.9399239968704594,0.06007600312954063,1,-0.14776323872683603,0.07812842764367875,10,UP
NIFTY50,2026-03-12 13:05:00,2026-03-12,3,afternoon,14,False,False,41.73345992328091,,-29.173835178648005,,-0.4307093937600406,0.5660353428595586,-1,-0.6776176594832648,0.13257454270726454,13,UP
INDUSINDBK,2024-03-22 10:35:00,2024-03-22,4,morning,6,False,False,64.60947005589396,1.5885137670865082,1.668196706340268,1.0341342655250039,0.7719298245613825,1.0,1,-0.4211590296495957,0.24170405320584645,17,UP
INDUSINDBK,2024-03-28 13:00:00,2024-03-28,3,afternoon,0,False,False,56.71471475930301,2.184969979264968,2.58595499082935,0.4270989184503862,0.1538461538461942,0.4230769230769029,1,0.04889178617992178,0.15874322272362598,15,UP
INDUSINDBK,2024-04-02 12:45:00,2024-04-02,1,midday,23,False,True,43.326953940349796,-0.013670587737001538,1.817765463434398,0.9040163847562941,-0.749999999999929,0.09375000000006217,-1,0.0,0.16106423120888405,12,DOWN
INDUSINDBK,2024-04-05 14:00:00,2024-04-05,4,afternoon,20,True,False,69.36067187191696,2.2392032309229686,0.19985076144189406,2.472216306865068,0.6814159292035128,0.7168141592920159,1,0.45307443365695793,0.1433027218556721,27,DOWN
INDUSINDBK,2024-04-09 12:05:00,2024-04-09,1,midday,16,False,False,53.67855724356682,-0.35849348275868426,1.9873942176341188,0.20196898230977506,0.0,0.25,1,1.4526363255709205,0.17200172789904153,7,DOWN
INDUSINDBK,2024-04-12 13:30:00,2024-04-12,4,afternoon,13,False,False,39.97859565834918,-0.5006045103316156,0.6901019663521311,0.6585321860717978,-0.6119402985074657,0.11940298507465726,-1,-0.2548469305461496,0.19412644391873837,8,DOWN
INDUSINDBK,2024-04-15 13:40:00,2024-04-15,0,afternoon,10,False,False,41.10782184059416,0.5475896416787517,-0.5893853492884773,1.8965748284734134,-0.575757575757651,0.21212121212117455,-1,-0.4221720915243284,0.14322502235113602,25,DOWN
INDUSINDBK,2024-04-19 12:05:00,2024-04-19,4,midday,6,False,False,53.23466399918009,0.9039411354583036,-4.3737067577583275,0.3515499402130992,0.5166666666667273,0.5500000000000304,-1,-0.8622147083685545,0.2993627508122845,12,UP
INDUSINDBK,2024-04-22 12:30:00,2024-04-22,0,midday,3,False,False,40.44519609252674,-1.8470988635250314,-0.6670379465333554,0.5684471713113323,-0.3103448275862285,0.37931034482754294,1,0.7417397167902899,0.23840632520792157,11,DOWN
INDUSINDBK,2024-04-23 10:45:00,2024-04-23,1,morning,2,False,False,42.406140861442694,-1.262416652638501,-1.04021859319937,0.8060106222978463,-0.5625000000000488,0.0,-1,0.12491981498361923,0.2200233279044271,7,NEITHER
INDUSINDBK,2024-04-25 10:00:00,2024-04-25,3,morning,0,True,False,63.567480839238804,1.631208119440096,0.057294471732802776,1.1079724108244806,0.5569620253164929,0.9746835443038193,-1,0.14587149738787322,0.23449357663656809,20,UP
