variant,symbol,date,direction,entry_time,entry,stop,qty,atr_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
direct_trail,NIFTY50,2024-09-12,LONG,2024-09-12T14:05:00,25134.45,25338.96,11,31.89,2024-09-12T15:15:00,25365.45,EOD,2541.00,2124.38
direct_trail,NIFTY50,2024-09-13,SHORT,2024-09-13T13:20:00,25357.20,25371.37,11,14.17,2024-09-13T13:45:00,25371.37,STOP,-155.91,-574.42
direct_trail,NIFTY50,2024-09-18,SHORT,2024-09-18T13:00:00,25428.35,25368.18,11,14.44,2024-09-18T13:50:00,25368.18,STOP,661.83,242.76
direct_trail,NIFTY50,2024-09-26,LONG,2024-09-26T12:15:00,26095.30,26081.13,11,14.17,2024-09-26T12:30:00,26081.13,STOP,-155.88,-586.33
direct_trail,NIFTY50,2024-10-17,SHORT,2024-10-17T13:50:00,24757.95,24765.94,12,15.28,2024-10-17T14:25:00,24765.94,STOP,-95.91,-541.62
direct_trail,NIFTY50,2024-10-30,SHORT,2024-10-30T13:20:00,24395.90,24372.98,12,23.51,2024-10-30T15:15:00,24342.05,EOD,646.20,207.56
direct_trail,NIFTY50,2024-12-04,SHORT,2024-12-04T12:00:00,24416.35,24443.76,12,27.41,2024-12-04T12:05:00,24443.76,STOP,-328.93,-768.68
direct_trail,NIFTY50,2024-12-09,SHORT,2024-12-09T09:55:00,24623.05,24644.30,12,27.25,2024-12-09T10:45:00,24644.30,STOP,-254.99,-698.39
direct_trail,NIFTY50,2024-12-10,LONG,2024-12-10T10:00:00,24669.90,24647.86,12,22.04,2024-12-10T10:10:00,24647.86,STOP,-264.45,-708.31
direct_trail,NIFTY50,2024-12-18,LONG,2024-12-18T09:50:00,24387.75,24355.93,12,31.82,2024-12-18T09:50:00,24355.93,STOP,-381.80,-820.49
direct_trail,NIFTY50,2024-12-26,SHORT,2024-12-26T13:35:00,23694.90,23712.20,12,17.30,2024-12-26T13:35:00,23712.20,STOP,-207.55,-634.22
direct_trail,NIFTY50,2025-01-01,SHORT,2025-01-01T09:50:00,23571.45,23600.34,12,28.89,2025-01-01T10:00:00,23600.34,STOP,-346.74,-771.28
direct_trail,NIFTY50,2025-03-13,LONG,2025-03-13T10:05:00,22539.25,22512.34,13,26.91,2025-03-13T10:45:00,22512.34,STOP,-349.81,-789.07
direct_trail,NIFTY50,2025-04-09,SHORT,2025-04-09T13:40:00,22400.95,22414.39,13,18.19,2025-04-09T15:15:00,22396.20,EOD,61.75,-375.02
direct_trail,NIFTY50,2025-05-08,SHORT,2025-05-08T13:15:00,24384.85,24326.97,12,9.12,2025-05-08T15:15:00,24266.95,EOD,1414.80,976.93
direct_trail,NIFTY50,2025-05-20,SHORT,2025-05-20T09:55:00,24873.50,24901.28,12,27.78,2025-05-20T10:05:00,24901.28,STOP,-333.34,-781.31
direct_trail,NIFTY50,2025-06-04,LONG,2025-06-04T14:00:00,24621.95,24610.85,12,11.10,2025-06-04T14:25:00,24610.85,STOP,-133.20,-576.30
direct_trail,NIFTY50,2025-06-10,LONG,2025-06-10T10:05:00,25147.80,25126.33,11,21.47,2025-06-10T10:50:00,25126.33,STOP,-236.18,-650.94
direct_trail,NIFTY50,2025-07-08,LONG,2025-07-08T12:10:00,25458.95,25453.77,11,11.59,2025-07-08T12:40:00,25453.77,STOP,-56.95,-476.98
direct_trail,NIFTY50,2025-07-21,SHORT,2025-07-21T14:00:00,25012.40,25027.85,11,15.45,2025-07-21T14:05:00,25027.85,STOP,-169.92,-582.75
direct_trail,NIFTY50,2025-07-29,SHORT,2025-07-29T10:30:00,24633.10,24658.74,12,25.64,2025-07-29T11:10:00,24658.74,STOP,-307.71,-751.33
direct_trail,NIFTY50,2025-08-07,SHORT,2025-08-07T13:25:00,24362.25,24381.21,12,18.96,2025-08-07T13:40:00,24381.21,STOP,-227.57,-666.26
direct_trail,NIFTY50,2025-08-13,SHORT,2025-08-13T12:00:00,24552.70,24570.23,12,17.53,2025-08-13T12:05:00,24570.23,STOP,-210.41,-652.51
direct_trail,NIFTY50,2025-08-14,SHORT,2025-08-14T11:45:00,24619.25,24636.84,12,17.59,2025-08-14T12:00:00,24636.84,STOP,-211.11,-654.42
direct_trail,NIFTY50,2025-08-21,LONG,2025-08-21T10:00:00,25104.75,25107.27,11,20.11,2025-08-21T11:50:00,25107.27,STOP,27.74,-386.51
direct_trail,NIFTY50,2025-08-21,SHORT,2025-08-21T13:40:00,25084.80,25097.90,11,13.10,2025-08-21T13:45:00,25097.90,STOP,-144.10,-558.10
direct_trail,NIFTY50,2025-09-02,SHORT,2025-09-02T13:20:00,24707.00,24608.33,12,15.05,2025-09-02T14:45:00,24608.33,STOP,1184.00,740.16
direct_trail,NIFTY50,2025-09-17,SHORT,2025-09-17T13:50:00,25317.35,25322.44,11,10.64,2025-09-17T14:50:00,25322.44,STOP,-55.95,-473.73
direct_trail,NIFTY50,2025-09-25,SHORT,2025-09-25T10:45:00,25007.65,25027.94,11,20.29,2025-09-25T11:10:00,25027.94,STOP,-223.24,-636.03
direct_trail,NIFTY50,2025-10-01,LONG,2025-10-01T11:20:00,24721.00,24764.02,12,21.22,2025-10-01T12:25:00,24764.02,STOP,516.23,70.87
direct_trail,NIFTY50,2025-12-30,LONG,2025-12-30T13:40:00,25920.15,25919.72,11,13.72,2025-12-30T14:25:00,25919.72,STOP,-4.78,-432.46
direct_trail,NIFTY50,2026-01-05,SHORT,2026-01-05T13:20:00,26303.75,26255.44,11,13.83,2026-01-05T14:40:00,26255.44,STOP,531.46,97.84
direct_trail,NIFTY50,2026-01-23,SHORT,2026-01-23T11:40:00,25229.70,25235.29,11,25.57,2026-01-23T12:40:00,25235.29,STOP,-61.52,-477.85
direct_trail,NIFTY50,2026-02-10,LONG,2026-02-10T12:55:00,25979.40,25967.20,11,12.21,2026-02-10T13:00:00,25967.20,STOP,-134.26,-562.82
direct_trail,NIFTY50,2026-02-16,LONG,2026-02-16T12:25:00,25560.95,25556.75,11,19.49,2026-02-16T13:55:00,25556.75,STOP,-46.22,-467.94
direct_trail,NIFTY50,2026-02-17,SHORT,2026-02-17T14:00:00,25699.45,25719.53,11,20.08,2026-02-17T14:00:00,25719.53,STOP,-220.86,-645.07
direct_trail,INDUSINDBK,2024-04-02,SHORT,2024-04-02T12:50:00,1562.00,1562.31,192,2.52,2024-04-02T13:45:00,1562.31,STOP,-59.63,-509.53
direct_trail,INDUSINDBK,2024-04-05,LONG,2024-04-05T14:05:00,1541.40,1539.19,194,2.21,2024-04-05T14:05:00,1539.19,STOP,-428.44,-876.66
direct_trail,INDUSINDBK,2024-04-25,LONG,2024-04-25T10:05:00,1483.50,1481.32,202,3.48,2024-04-25T10:45:00,1481.32,STOP,-439.44,-888.61
direct_trail,INDUSINDBK,2024-04-26,SHORT,2024-04-26T10:05:00,1484.35,1474.56,202,6.28,2024-04-26T11:40:00,1474.56,STOP,1976.97,1528.69
direct_trail,INDUSINDBK,2024-04-30,LONG,2024-04-30T12:50:00,1509.20,1505.47,198,3.73,2024-04-30T12:55:00,1505.47,STOP,-738.99,-1186.66
direct_trail,INDUSINDBK,2024-05-03,SHORT,2024-05-03T11:30:00,1499.00,1492.90,200,4.10,2024-05-03T12:40:00,1492.90,STOP,1219.85,771.06
direct_trail,INDUSINDBK,2024-05-15,SHORT,2024-05-15T13:45:00,1410.95,1413.32,212,2.37,2024-05-15T14:55:00,1413.32,STOP,-503.41,-952.47
direct_trail,INDUSINDBK,2024-05-21,LONG,2024-05-21T13:00:00,1414.90,1412.81,212,2.09,2024-05-21T13:00:00,1412.81,STOP,-442.38,-891.99
direct_trail,INDUSINDBK,2024-05-23,LONG,2024-05-23T12:15:00,1429.15,1441.30,209,3.41,2024-05-23T14:35:00,1441.30,STOP,2539.62,2089.68
direct_trail,INDUSINDBK,2024-05-30,SHORT,2024-05-30T11:00:00,1461.85,1460.45,205,3.58,2024-05-30T12:10:00,1460.45,STOP,286.93,-162.38
direct_trail,INDUSINDBK,2024-05-31,LONG,2024-05-31T13:25:00,1457.40,1455.85,205,3.00,2024-05-31T14:20:00,1455.85,STOP,-317.65,-765.56
direct_trail,INDUSINDBK,2024-06-10,SHORT,2024-06-10T13:15:00,1490.95,1493.09,201,2.14,2024-06-10T13:15:00,1493.09,STOP,-429.64,-879.49
direct_trail,INDUSINDBK,2024-06-14,SHORT,2024-06-14T12:10:00,1509.05,1510.29,198,2.90,2024-06-14T13:10:00,1510.29,STOP,-245.43,-693.80
direct_trail,INDUSINDBK,2024-06-18,LONG,2024-06-18T13:45:00,1515.60,1513.53,197,2.07,2024-06-18T13:45:00,1513.53,STOP,-406.90,-854.45
direct_trail,INDUSINDBK,2024-06-28,SHORT,2024-06-28T12:40:00,1476.60,1479.06,203,2.46,2024-06-28T12:40:00,1479.06,STOP,-498.74,-948.74
direct_trail,INDUSINDBK,2024-07-11,SHORT,2024-07-11T10:30:00,1418.00,1421.26,211,3.34,2024-07-11T11:15:00,1421.26,STOP,-688.54,-1137.85
direct_trail,INDUSINDBK,2024-07-11,LONG,2024-07-11T13:55:00,1423.65,1425.55,210,1.91,2024-07-11T15:15:00,1430.15,EOD,1365.00,915.53
direct_trail,INDUSINDBK,2024-07-15,LONG,2024-07-15T10:55:00,1443.70,1441.78,207,3.16,2024-07-15T11:55:00,1441.78,STOP,-396.54,-844.51
direct_trail,INDUSINDBK,2024-07-31,SHORT,2024-07-31T13:55:00,1424.50,1425.79,210,2.31,2024-07-31T15:00:00,1425.79,STOP,-271.81,-720.73
direct_trail,INDUSINDBK,2024-08-01,SHORT,2024-08-01T13:35:00,1431.60,1423.92,209,1.52,2024-08-01T15:15:00,1419.50,EOD,2528.90,2081.99
direct_trail,INDUSINDBK,2024-08-02,LONG,2024-08-02T13:45:00,1410.00,1407.63,212,2.37,2024-08-02T14:15:00,1407.63,STOP,-503.13,-951.14
direct_trail,INDUSINDBK,2024-08-13,LONG,2024-08-13T09:55:00,1355.50,1352.42,221,3.08,2024-08-13T09:55:00,1352.42,STOP,-680.08,-1128.91
direct_trail,INDUSINDBK,2024-08-27,LONG,2024-08-27T11:30:00,1386.20,1383.94,216,2.26,2024-08-27T11:30:00,1383.94,STOP,-487.14,-935.90
direct_trail,INDUSINDBK,2024-08-27,LONG,2024-08-27T14:05:00,1383.90,1382.14,216,1.76,2024-08-27T14:50:00,1382.14,STOP,-380.89,-828.99
direct_trail,INDUSINDBK,2024-09-03,SHORT,2024-09-03T13:10:00,1445.60,1447.18,207,1.58,2024-09-03T13:20:00,1447.18,STOP,-327.84,-776.95
direct_trail,INDUSINDBK,2024-09-05,SHORT,2024-09-05T11:00:00,1432.10,1434.73,209,2.63,2024-09-05T11:15:00,1434.73,STOP,-549.03,-998.40
direct_trail,INDUSINDBK,2024-09-17,SHORT,2024-09-17T09:55:00,1465.20,1468.24,204,3.04,2024-09-17T10:40:00,1468.24,STOP,-619.20,-1068.01
direct_trail,INDUSINDBK,2024-09-20,SHORT,2024-09-20T13:35:00,1482.15,1484.59,202,2.44,2024-09-20T13:50:00,1484.59,STOP,-492.38,-941.84
direct_trail,INDUSINDBK,2024-09-26,LONG,2024-09-26T10:25:00,1447.15,1444.08,207,3.07,2024-09-26T10:45:00,1444.08,STOP,-635.71,-1084.57
direct_trail,INDUSINDBK,2024-09-30,LONG,2024-09-30T14:00:00,1448.00,1446.19,207,1.81,2024-09-30T15:15:00,1447.35,EOD,-134.55,-584.05
direct_trail,INDUSINDBK,2024-10-07,SHORT,2024-10-07T09:50:00,1372.05,1376.53,218,4.48,2024-10-07T09:55:00,1376.53,STOP,-977.51,-1426.90
direct_trail,INDUSINDBK,2024-10-10,LONG,2024-10-10T12:45:00,1353.40,1354.38,221,2.43,2024-10-10T14:45:00,1354.38,STOP,215.78,-233.04
direct_trail,INDUSINDBK,2024-10-11,LONG,2024-10-11T09:50:00,1364.00,1360.75,219,3.25,2024-10-11T10:15:00,1360.75,STOP,-712.66,-1160.20
direct_trail,INDUSINDBK,2024-11-27,LONG,2024-11-27T12:10:00,1004.05,1005.85,298,2.05,2024-11-27T13:55:00,1005.85,STOP,537.48,88.27
direct_trail,INDUSINDBK,2024-12-10,SHORT,2024-12-10T12:25:00,983.40,982.25,305,1.19,2024-12-10T14:25:00,982.25,STOP,351.81,-97.84
direct_trail,INDUSINDBK,2024-12-11,LONG,2024-12-11T11:35:00,985.30,992.82,304,1.37,2024-12-11T12:30:00,992.82,STOP,2287.46,1836.45
direct_trail,INDUSINDBK,2024-12-23,SHORT,2024-12-23T14:05:00,942.40,944.47,318,2.07,2024-12-23T14:20:00,944.47,STOP,-659.57,-1109.59
direct_trail,INDUSINDBK,2025-01-01,LONG,2025-01-01T13:50:00,972.45,973.95,308,1.80,2025-01-01T15:05:00,973.95,STOP,462.95,13.33
direct_trail,INDUSINDBK,2025-01-17,LONG,2025-01-17T12:40:00,970.90,968.30,308,2.60,2025-01-17T13:00:00,968.30,STOP,-799.81,-1247.77
direct_trail,INDUSINDBK,2025-01-20,SHORT,2025-01-20T14:00:00,973.10,973.38,308,1.88,2025-01-20T15:15:00,970.35,EOD,847.00,398.06
direct_trail,INDUSINDBK,2025-02-20,SHORT,2025-02-20T13:15:00,1042.25,1043.89,287,1.64,2025-02-20T13:30:00,1043.89,STOP,-470.36,-919.40
direct_trail,INDUSINDBK,2025-03-13,SHORT,2025-03-13T09:50:00,676.00,683.07,353,7.07,2025-03-13T10:10:00,683.07,STOP,-2494.48,-2854.30
direct_trail,INDUSINDBK,2025-03-21,SHORT,2025-03-21T10:35:00,678.80,680.30,441,1.50,2025-03-21T10:45:00,680.30,STOP,-660.85,-1110.37
direct_trail,INDUSINDBK,2025-04-02,LONG,2025-04-02T10:35:00,689.35,699.64,435,3.01,2025-04-02T13:00:00,704.20,TIME_STOP,6459.75,6005.10
direct_trail,INDUSINDBK,2025-05-16,LONG,2025-05-16T13:00:00,766.55,764.21,391,2.34,2025-05-16T13:05:00,764.21,STOP,-913.62,-1362.51
direct_trail,INDUSINDBK,2025-05-19,LONG,2025-05-19T13:40:00,786.60,784.92,381,1.68,2025-05-19T13:45:00,784.92,STOP,-638.82,-1087.88
direct_trail,INDUSINDBK,2025-05-27,LONG,2025-05-27T10:25:00,806.65,819.05,371,2.35,2025-05-27T12:50:00,821.85,TIME_STOP,5639.20,5186.07
direct_trail,INDUSINDBK,2025-06-02,SHORT,2025-06-02T10:55:00,815.35,812.40,367,1.81,2025-06-02T13:20:00,810.80,TIME_STOP,1669.85,1222.25
direct_trail,INDUSINDBK,2025-06-23,LONG,2025-06-23T12:10:00,838.95,836.10,357,2.85,2025-06-23T12:35:00,836.10,STOP,-1018.30,-1466.80
direct_trail,INDUSINDBK,2025-07-18,LONG,2025-07-18T11:20:00,872.80,870.68,343,2.12,2025-07-18T11:20:00,870.68,STOP,-728.25,-1176.76
direct_trail,INDUSINDBK,2025-07-22,SHORT,2025-07-22T13:45:00,842.75,844.41,355,1.66,2025-07-22T13:45:00,844.41,STOP,-588.13,-1037.34
direct_trail,INDUSINDBK,2025-07-31,LONG,2025-07-31T13:35:00,802.50,800.90,373,1.60,2025-07-31T13:45:00,800.90,STOP,-598.62,-1047.17
direct_trail,INDUSINDBK,2025-08-04,LONG,2025-08-04T13:15:00,797.90,796.28,375,1.62,2025-08-04T13:25:00,796.28,STOP,-607.55,-1055.92
direct_trail,INDUSINDBK,2025-08-08,LONG,2025-08-08T12:55:00,795.80,794.54,376,1.26,2025-08-08T12:55:00,794.54,STOP,-475.63,-924.10
direct_trail,INDUSINDBK,2025-08-08,SHORT,2025-08-08T14:00:00,791.25,785.21,379,1.19,2025-08-08T15:15:00,781.00,EOD,3884.75,3437.84
direct_trail,INDUSINDBK,2025-08-12,LONG,2025-08-12T11:20:00,789.50,787.83,379,1.67,2025-08-12T11:25:00,787.83,STOP,-632.54,-1080.90
direct_trail,INDUSINDBK,2025-08-28,SHORT,2025-08-28T12:20:00,750.55,747.53,399,1.50,2025-08-28T13:55:00,747.53,STOP,1203.14,754.84
direct_trail,INDUSINDBK,2025-09-15,LONG,2025-09-15T13:15:00,741.80,740.95,404,0.85,2025-09-15T13:30:00,740.95,STOP,-341.46,-790.74
direct_trail,INDUSINDBK,2025-10-03,LONG,2025-10-03T12:40:00,747.20,745.47,401,1.73,2025-10-03T13:25:00,745.47,STOP,-694.31,-1143.23
direct_trail,INDUSINDBK,2025-10-06,SHORT,2025-10-06T11:00:00,744.10,746.56,403,2.46,2025-10-06T11:15:00,746.56,STOP,-992.37,-1442.92
direct_trail,INDUSINDBK,2025-10-10,LONG,2025-10-10T10:05:00,754.25,758.59,397,1.63,2025-10-10T12:20:00,758.59,STOP,1721.44,1271.00
direct_trail,INDUSINDBK,2025-10-16,SHORT,2025-10-16T12:40:00,738.35,739.32,406,0.97,2025-10-16T13:15:00,739.32,STOP,-393.86,-843.81
direct_trail,INDUSINDBK,2025-10-21,LONG,2025-10-21T13:50:00,760.25,757.25,394,3.00,2025-10-21T14:40:00,757.25,STOP,-1183.47,-1631.89
direct_trail,INDUSINDBK,2025-10-23,SHORT,2025-10-23T12:30:00,758.40,759.99,395,1.59,2025-10-23T12:55:00,759.99,STOP,-627.99,-1077.81
direct_trail,INDUSINDBK,2025-10-30,SHORT,2025-10-30T13:55:00,800.10,801.38,374,1.59,2025-10-30T15:15:00,801.38,STOP,-478.21,-927.42
direct_trail,INDUSINDBK,2025-11-03,LONG,2025-11-03T10:05:00,800.70,798.07,374,2.63,2025-11-03T10:15:00,798.07,STOP,-985.38,-1433.83
direct_trail,INDUSINDBK,2025-11-04,SHORT,2025-11-04T10:25:00,793.45,792.78,378,1.71,2025-11-04T11:25:00,792.78,STOP,252.88,-196.82
direct_trail,INDUSINDBK,2025-11-10,SHORT,2025-11-10T11:50:00,797.40,798.98,376,1.58,2025-11-10T12:20:00,798.98,STOP,-593.97,-1044.15
direct_trail,INDUSINDBK,2025-11-17,LONG,2025-11-17T12:50:00,854.25,854.28,351,1.87,2025-11-17T14:30:00,854.28,STOP,10.40,-439.37
direct_trail,INDUSINDBK,2025-11-26,SHORT,2025-11-26T13:45:00,852.35,852.24,351,1.75,2025-11-26T15:15:00,851.80,EOD,193.05,-255.57
direct_trail,INDUSINDBK,2025-12-10,SHORT,2025-12-10T10:55:00,840.25,836.95,357,2.20,2025-12-10T12:05:00,836.95,STOP,1176.74,727.67
direct_trail,INDUSINDBK,2025-12-11,LONG,2025-12-11T10:20:00,839.05,836.42,357,2.63,2025-12-11T10:40:00,836.42,STOP,-938.40,-1387.00
direct_trail,INDUSINDBK,2025-12-16,SHORT,2025-12-16T11:20:00,843.35,845.19,355,1.92,2025-12-16T12:10:00,845.19,STOP,-653.84,-1103.42
direct_trail,INDUSINDBK,2025-12-17,SHORT,2025-12-17T13:50:00,832.55,833.53,360,1.75,2025-12-17T15:00:00,833.53,STOP,-353.25,-803.10
direct_trail,INDUSINDBK,2025-12-26,LONG,2025-12-26T13:05:00,856.80,855.10,350,1.70,2025-12-26T13:10:00,855.10,STOP,-595.82,-1045.19
direct_trail,INDUSINDBK,2025-12-29,SHORT,2025-12-29T11:25:00,845.05,839.81,355,1.90,2025-12-29T12:50:00,839.81,STOP,1858.99,1410.40
direct_trail,INDUSINDBK,2025-12-30,SHORT,2025-12-30T10:55:00,836.65,838.14,358,1.49,2025-12-30T10:55:00,838.14,STOP,-532.13,-981.81
direct_trail,INDUSINDBK,2026-01-05,LONG,2026-01-05T11:35:00,906.40,904.39,330,2.01,2026-01-05T11:50:00,904.39,STOP,-662.02,-1110.19
direct_trail,INDUSINDBK,2026-01-13,LONG,2026-01-13T14:00:00,905.05,902.86,331,2.19,2026-01-13T14:00:00,902.86,STOP,-725.40,-1174.21
direct_trail,INDUSINDBK,2026-01-19,LONG,2026-01-19T10:05:00,952.90,956.27,314,3.31,2026-01-19T11:25:00,956.27,STOP,1057.26,607.65
direct_trail,INDUSINDBK,2026-01-22,SHORT,2026-01-22T10:05:00,899.60,903.10,333,3.50,2026-01-22T10:10:00,903.10,STOP,-1165.20,-1615.43
direct_trail,INDUSINDBK,2026-01-23,SHORT,2026-01-23T11:50:00,904.50,907.19,331,2.69,2026-01-23T11:55:00,907.19,STOP,-890.73,-1340.49
direct_trail,INDUSINDBK,2026-01-29,LONG,2026-01-29T13:10:00,900.50,898.82,333,1.68,2026-01-29T13:20:00,898.82,STOP,-558.53,-1007.91
direct_trail,PNB,2024-03-18,LONG,2024-03-18T12:25:00,115.79,115.27,2590,0.52,2024-03-18T12:40:00,115.27,STOP,-1345.21,-1794.05
direct_trail,PNB,2024-04-01,LONG,2024-04-01T13:40:00,122.26,122.09,2453,0.17,2024-04-01T13:45:00,122.09,STOP,-425.92,-875.46
direct_trail,PNB,2024-04-03,LONG,2024-04-03T12:15:00,123.23,122.97,2434,0.26,2024-04-03T12:20:00,122.97,STOP,-635.64,-1085.08
direct_trail,PNB,2024-04-05,LONG,2024-04-05T11:00:00,133.48,132.96,2247,0.52,2024-04-05T11:05:00,132.96,STOP,-1168.70,-1617.72
direct_trail,PNB,2024-04-05,LONG,2024-04-05T14:05:00,132.61,132.26,2262,0.35,2024-04-05T14:05:00,132.26,STOP,-789.55,-1238.90
direct_trail,PNB,2024-04-09,SHORT,2024-04-09T12:40:00,129.16,129.50,2322,0.34,2024-04-09T12:50:00,129.50,STOP,-796.83,-1247.29
direct_trail,PNB,2024-04-10,LONG,2024-04-10T13:00:00,130.13,131.76,2305,0.32,2024-04-10T15:15:00,132.27,EOD,4932.70,4479.08
direct_trail,PNB,2024-04-12,SHORT,2024-04-12T12:40:00,132.46,131.65,2264,0.37,2024-04-12T15:05:00,131.05,TIME_STOP,3192.24,2744.80
direct_trail,PNB,2024-04-15,LONG,2024-04-15T13:50:00,131.25,130.67,2285,0.58,2024-04-15T14:10:00,130.67,STOP,-1322.69,-1771.56
direct_trail,PNB,2024-04-18,SHORT,2024-04-18T13:30:00,127.60,127.90,2351,0.30,2024-04-18T13:30:00,127.90,STOP,-716.61,-1167.13
direct_trail,PNB,2024-04-26,LONG,2024-04-26T14:05:00,133.48,133.12,2247,0.36,2024-04-26T14:10:00,133.12,STOP,-810.63,-1259.92
direct_trail,PNB,2024-05-23,SHORT,2024-05-23T13:05:00,123.42,123.51,2430,0.23,2024-05-23T13:25:00,123.51,STOP,-215.02,-665.05
direct_trail,PNB,2024-05-30,SHORT,2024-05-30T11:20:00,124.69,124.88,2405,0.32,2024-05-30T12:00:00,124.88,STOP,-448.72,-898.88
direct_trail,PNB,2024-05-31,LONG,2024-05-31T13:05:00,124.25,125.31,2414,0.36,2024-05-31T14:15:00,125.31,STOP,2558.21,2106.38
direct_trail,PNB,2024-06-04,SHORT,2024-06-04T10:45:00,122.06,107.84,2190,1.14,2024-06-04T12:40:00,107.84,STOP,31148.94,30771.34
direct_trail,PNB,2024-06-12,SHORT,2024-06-12T12:10:00,123.38,123.63,2431,0.25,2024-06-12T12:25:00,123.63,STOP,-617.24,-1067.61
direct_trail,PNB,2024-06-20,SHORT,2024-06-20T14:05:00,124.39,124.62,2411,0.23,2024-06-20T14:10:00,124.62,STOP,-545.42,-995.69
direct_trail,PNB,2024-06-21,SHORT,2024-06-21T13:00:00,122.69,122.75,2445,0.22,2024-06-21T13:15:00,122.75,STOP,-137.98,-588.05
direct_trail,PNB,2024-07-23,LONG,2024-07-23T11:10:00,115.41,115.13,2599,0.28,2024-07-23T11:15:00,115.13,STOP,-729.46,-1178.84
direct_trail,PNB,2024-07-26,LONG,2024-07-26T12:00:00,115.24,114.98,2603,0.26,2024-07-26T12:15:00,114.98,STOP,-684.89,-1134.33
direct_trail,PNB,2024-07-31,SHORT,2024-07-31T13:25:00,120.75,120.24,2484,0.22,2024-07-31T14:55:00,120.24,STOP,1267.89,818.93
