symbol,fire_dir,first_move_dir,first_move_aligned,outcome,continues,reverses
NIFTY50,DOWN,UP,False,FOLLOW_THROUGH,True,False
NIFTY50,UP,UP,True,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,UP,False,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,UP,False,REVERSE,False,True
NIFTY50,UP,UP,True,FOLLOW_THROUGH,True,False
NIFTY50,UP,UP,True,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
NIFTY50,DOWN,DOWN,True,STALL,False,False
NIFTY50,UP,DOWN,False,FOLLOW_THROUGH,True,False
NIFTY50,UP,UP,True,STALL,False,False
NIFTY50,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,REVERSE,False,True
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,STALL,False,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,STALL,False,False
INDUSINDBK,DOWN,DOWN,True,REVERSE,False,True
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,REVERSE,False,True
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,REVERSE,False,True
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,STALL,False,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,STALL,False,False
INDUSINDBK,UP,DOWN,False,STALL,False,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,STALL,False,False
INDUSINDBK,UP,DOWN,False,FOLLOW_THROUGH,True,False
INDUSINDBK,UP,UP,True,FOLLOW_THROUGH,True,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,DOWN,UP,False,STALL,False,False
INDUSINDBK,UP,DOWN,False,REVERSE,False,True
PNB,UP,DOWN,False,STALL,False,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,REVERSE,False,True
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,REVERSE,False,True
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,STALL,False,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,STALL,False,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,DOWN,DOWN,True,STALL,False,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,DOWN,UP,False,REVERSE,False,True
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,UP,UP,True,REVERSE,False,True
PNB,UP,DOWN,False,STALL,False,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,REVERSE,False,True
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,STALL,False,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,STALL,False,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,REVERSE,False,True
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,STALL,False,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,STALL,False,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,REVERSE,False,True
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,REVERSE,False,True
PNB,DOWN,UP,False,REVERSE,False,True
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,STALL,False,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,REVERSE,False,True
PNB,UP,DOWN,False,REVERSE,False,True
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,DOWN,UP,False,FOLLOW_THROUGH,True,False
PNB,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
PNB,UP,DOWN,False,STALL,False,False
PNB,UP,DOWN,False,REVERSE,False,True
PNB,DOWN,UP,False,STALL,False,False
PNB,UP,DOWN,False,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,FOLLOW_THROUGH,True,False
PNB,UP,UP,True,REVERSE,False,True
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,REVERSE,False,True
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,STALL,False,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,STALL,False,False
BANKBARODA,DOWN,UP,False,STALL,False,False
BANKBARODA,UP,DOWN,False,STALL,False,False
BANKBARODA,DOWN,DOWN,True,STALL,False,False
BANKBARODA,UP,DOWN,False,STALL,False,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,REVERSE,False,True
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,REVERSE,False,True
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,STALL,False,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,REVERSE,False,True
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,STALL,False,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,STALL,False,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,STALL,False,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,REVERSE,False,True
BANKBARODA,DOWN,UP,False,STALL,False,False
BANKBARODA,DOWN,UP,False,REVERSE,False,True
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,,False,NEITHER,False,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,STALL,False,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,REVERSE,False,True
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,STALL,False,False
BANKBARODA,UP,UP,True,STALL,False,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,REVERSE,False,True
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,REVERSE,False,True
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,UP,False,FOLLOW_THROUGH,True,False
BANKBARODA,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
BANKBARODA,UP,DOWN,False,FOLLOW_THROUGH,True,False
BANKBARODA,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,,False,NEITHER,False,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,DOWN,UP,False,REVERSE,False,True
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,REVERSE,False,True
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,REVERSE,False,True
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,STALL,False,False
WIPRO,UP,DOWN,False,REVERSE,False,True
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,STALL,False,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,DOWN,DOWN,True,REVERSE,False,True
WIPRO,DOWN,UP,False,REVERSE,False,True
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,STALL,False,False
WIPRO,UP,UP,True,STALL,False,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,REVERSE,False,True
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,STALL,False,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,DOWN,,False,NEITHER,False,False
WIPRO,UP,DOWN,False,STALL,False,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,UP,UP,True,STALL,False,False
WIPRO,DOWN,UP,False,FOLLOW_THROUGH,True,False
WIPRO,UP,DOWN,False,FOLLOW_THROUGH,True,False
WIPRO,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,UP,UP,True,FOLLOW_THROUGH,True,False
WIPRO,DOWN,UP,False,STALL,False,False
WIPRO,DOWN,,False,NEITHER,False,False
WIPRO,DOWN,DOWN,True,STALL,False,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,REVERSE,False,True
HCLTECH,UP,DOWN,False,STALL,False,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,STALL,False,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,STALL,False,False
HCLTECH,DOWN,DOWN,True,REVERSE,False,True
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,STALL,False,False
HCLTECH,DOWN,UP,False,STALL,False,False
HCLTECH,UP,DOWN,False,STALL,False,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,REVERSE,False,True
HCLTECH,UP,DOWN,False,STALL,False,False
HCLTECH,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,STALL,False,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,REVERSE,False,True
HCLTECH,DOWN,DOWN,True,STALL,False,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,DOWN,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,REVERSE,False,True
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,FOLLOW_THROUGH,True,False
HCLTECH,DOWN,UP,False,REVERSE,False,True
HCLTECH,DOWN,UP,False,STALL,False,False
HCLTECH,DOWN,UP,False,STALL,False,False
HCLTECH,UP,DOWN,False,REVERSE,False,True
HCLTECH,DOWN,UP,False,STALL,False,False
HCLTECH,DOWN,DOWN,True,STALL,False,False
HCLTECH,UP,UP,True,FOLLOW_THROUGH,True,False
HCLTECH,UP,DOWN,False,FOLLOW_THROUGH,True,False
