date,sym,dir,variant,entry_t,entry,exit_t,exit,reason,pnl_unit,pnl_mis,qty_mis
2025-06-02,APOLLOHOSP,SHORT,lenient,14:10,6920.5,14:30,6919.75,SL,0.75,249.75,333
2025-06-03,TATASTEEL,SHORT,strict,10:35,155.16,15:20,153.66,EOD_1518,1.5,22330.5,14887
2025-06-03,TATASTEEL,SHORT,lenient,10:35,155.16,15:20,153.66,EOD_1518,1.5,22330.5,14887
2025-06-03,VEDL,SHORT,strict,09:40,418.6,14:30,418.6,SL,0.0,0.0,5518
2025-06-03,VEDL,SHORT,lenient,09:40,418.6,15:20,418.85,EOD_1518,-0.25,-1379.5,5518
2025-06-03,BPCL,SHORT,strict,10:00,299.9,15:20,294.55,EOD_1518,5.35,41205.7,7702
2025-06-03,BPCL,SHORT,lenient,10:00,299.9,15:20,294.55,EOD_1518,5.35,41205.7,7702
2025-06-03,HAL,SHORT,strict,11:25,5007,14:55,5000.5,SL,6.5,2996.5,461
2025-06-03,HAL,SHORT,lenient,11:25,5007,14:55,5000.5,SL,6.5,2996.5,461
2025-06-03,GRASIM,LONG,strict,10:55,2556.2,14:30,2558.0,SL,1.8,1625.4,903
2025-06-03,GRASIM,LONG,lenient,10:55,2556.2,14:30,2558.0,SL,1.8,1625.4,903
2025-06-03,AXISBANK,SHORT,strict,09:30,1185,14:40,1182.3,SL,2.7,5262.3,1949
2025-06-03,AXISBANK,SHORT,lenient,09:30,1185,14:40,1182.3,SL,2.7,5262.3,1949
2025-06-04,TRENT,SHORT,strict,09:30,5551.5,15:20,5509.5,EOD_1518,42.0,17472.0,416
2025-06-04,TRENT,SHORT,lenient,09:30,5551.5,15:20,5509.5,EOD_1518,42.0,17472.0,416
2025-06-04,HAL,SHORT,strict,09:45,4921.4,14:30,4921.4,SL,0.0,0.0,469
2025-06-04,HAL,SHORT,lenient,09:45,4921.4,15:20,4965,EOD_1518,-43.6,-20448.4,469
2025-06-04,IRCTC,LONG,strict,11:20,775.7,14:35,776.7,SL,1.0,2977.0,2977
2025-06-04,IRCTC,LONG,lenient,11:20,775.7,14:35,776.7,SL,1.0,2977.0,2977
2025-06-04,GODREJPROP,SHORT,strict,09:35,2260.3,14:30,2260.3,SL,0.0,0.0,1021
2025-06-04,GODREJPROP,SHORT,lenient,09:35,2260.3,15:20,2265,EOD_1518,-4.7,-4798.7,1021
2025-06-04,RELIANCE,LONG,strict,13:00,1415.2,15:20,1422.8,EOD_1518,7.6,12403.2,1632
2025-06-04,RELIANCE,LONG,lenient,13:00,1415.2,15:20,1422.8,EOD_1518,7.6,12403.2,1632
2025-06-05,ADANIENT,LONG,strict,09:30,2433.4,14:30,2433.4,SL,0.0,0.0,949
2025-06-05,ADANIENT,LONG,lenient,09:30,2433.4,15:20,2428.2,EOD_1518,-5.2,-4934.8,949
2025-06-05,TRENT,LONG,strict,09:30,5558,09:45,5621.0,TGT,63.0,26145.0,415
2025-06-05,TRENT,LONG,lenient,09:30,5558,09:45,5621.0,TGT,63.0,26145.0,415
2025-06-05,GRASIM,LONG,strict,09:30,2573.4,14:30,2573.4,SL,0.0,0.0,897
2025-06-05,GRASIM,LONG,lenient,09:30,2573.4,15:20,2554.6,EOD_1518,-18.8,-16863.6,897
2025-06-05,GODREJPROP,LONG,strict,10:40,2291.9,15:20,2313,EOD_1518,21.1,21247.7,1007
2025-06-05,GODREJPROP,LONG,lenient,10:40,2291.9,15:20,2313,EOD_1518,21.1,21247.7,1007
2025-06-05,RELIANCE,LONG,strict,09:40,1443,14:30,1444.3,SL,1.3,2080.0,1600
2025-06-05,RELIANCE,LONG,lenient,09:40,1443,14:30,1444.3,SL,1.3,2080.0,1600
2025-06-06,ADANIENT,LONG,strict,10:05,2447.4,15:00,2456.2,SL,8.8,8298.4,943
2025-06-06,ADANIENT,LONG,lenient,10:05,2447.4,15:00,2456.2,SL,8.8,8298.4,943
2025-06-06,BEL,SHORT,strict,09:30,391.65,15:10,391.0,SL,0.65,3833.7,5898
2025-06-06,BEL,SHORT,lenient,09:30,391.65,15:10,391.0,SL,0.65,3833.7,5898
2025-06-06,VEDL,LONG,strict,12:40,429.55,14:45,430.4,SL,0.85,4570.45,5377
2025-06-06,VEDL,LONG,lenient,12:40,429.55,14:45,430.4,SL,0.85,4570.45,5377
2025-06-06,BPCL,LONG,strict,10:05,298.9,15:20,301.2,EOD_1518,2.3,17774.4,7728
2025-06-06,BPCL,LONG,lenient,10:05,298.9,15:20,301.2,EOD_1518,2.3,17774.4,7728
2025-06-06,M&M,LONG,strict,10:30,3062.2,15:00,3102.85,TGT,40.65,30650.1,754
2025-06-06,M&M,LONG,lenient,10:30,3062.2,15:00,3102.85,TGT,40.65,30650.1,754
2025-06-06,BAJFINANCE,LONG,strict,10:05,899,10:30,916.25,TGT,17.25,44315.25,2569
2025-06-06,BAJFINANCE,LONG,lenient,10:05,899,10:30,916.25,TGT,17.25,44315.25,2569
2025-06-06,HAL,SHORT,strict,09:30,5022,15:20,4986,EOD_1518,36,16524,459
2025-06-06,HAL,SHORT,lenient,09:30,5022,15:20,4986,EOD_1518,36,16524,459
2025-06-06,IRCTC,LONG,strict,12:55,783.8,14:30,783.8,SL,0.0,0.0,2947
2025-06-06,IRCTC,LONG,lenient,12:55,783.8,15:20,779.8,EOD_1518,-4.0,-11788.0,2947
2025-06-06,GRASIM,LONG,strict,11:00,2567.8,14:40,2572.2,SL,4.4,3955.6,899
2025-06-06,GRASIM,LONG,lenient,11:00,2567.8,14:40,2572.2,SL,4.4,3955.6,899
2025-06-06,RELIANCE,LONG,strict,10:05,1446.5,14:30,1446.5,SL,0.0,0.0,1596
2025-06-06,RELIANCE,LONG,lenient,10:05,1446.5,15:20,1443,EOD_1518,-3.5,-5586.0,1596
2025-06-06,AXISBANK,LONG,strict,10:25,1177.4,15:20,1195.7,EOD_1518,18.3,35886.3,1961
2025-06-06,AXISBANK,LONG,lenient,10:25,1177.4,15:20,1195.7,EOD_1518,18.3,35886.3,1961
2025-06-06,APOLLOHOSP,LONG,strict,13:15,6894,15:20,6939.5,EOD_1518,45.5,15242.5,335
2025-06-06,APOLLOHOSP,LONG,lenient,13:15,6894,15:20,6939.5,EOD_1518,45.5,15242.5,335
2025-06-09,ADANIENT,LONG,strict,10:45,2486.9,15:20,2502.3,EOD_1518,15.4,14291.2,928
2025-06-09,ADANIENT,LONG,lenient,10:45,2486.9,15:20,2502.3,EOD_1518,15.4,14291.2,928
2025-06-09,IRCTC,LONG,strict,09:40,785,12:15,791.0,TGT,6.0,17652.0,2942
2025-06-09,IRCTC,LONG,lenient,09:40,785,12:15,791.0,TGT,6.0,17652.0,2942
2025-06-09,GRASIM,LONG,strict,09:40,2590.8,15:20,2609.2,EOD_1518,18.4,16394.4,891
2025-06-09,GRASIM,LONG,lenient,09:40,2590.8,15:20,2609.2,EOD_1518,18.4,16394.4,891
2025-06-10,ADANIENT,LONG,strict,11:45,2536.2,14:30,2537.05,SL,0.85,773.5,910
2025-06-10,ADANIENT,LONG,lenient,11:45,2536.2,14:30,2537.05,SL,0.85,773.5,910
2025-06-10,TATASTEEL,SHORT,strict,09:35,157.52,15:20,155.62,EOD_1518,1.9,27861.6,14664
2025-06-10,TATASTEEL,SHORT,lenient,09:35,157.52,15:20,155.62,EOD_1518,1.9,27861.6,14664
2025-06-10,BPCL,LONG,strict,10:00,307.15,14:15,305.2,SL,-1.95,-14664.0,7520
2025-06-10,BPCL,LONG,lenient,10:00,307.15,14:15,305.2,SL,-1.95,-14664.0,7520
2025-06-10,M&M,SHORT,strict,11:05,3088.7,15:00,3061.4,TGT,27.3,20393.1,747
2025-06-10,M&M,SHORT,lenient,11:05,3088.7,15:00,3061.4,TGT,27.3,20393.1,747
2025-06-10,BAJFINANCE,SHORT,strict,10:25,959,15:20,950,EOD_1518,9,21672,2408
2025-06-10,BAJFINANCE,SHORT,lenient,10:25,959,15:20,950,EOD_1518,9,21672,2408
2025-06-10,IRCTC,SHORT,strict,10:55,788.1,14:30,788.1,SL,0.0,0.0,2931
2025-06-10,IRCTC,SHORT,lenient,10:55,788.1,15:20,788.8,EOD_1518,-0.7,-2051.7,2931
2025-06-10,GODREJPROP,SHORT,strict,09:35,2475.5,15:20,2454.9,EOD_1518,20.6,19219.8,933
2025-06-10,GODREJPROP,SHORT,lenient,09:35,2475.5,15:20,2454.9,EOD_1518,20.6,19219.8,933
2025-06-10,RELIANCE,SHORT,strict,11:15,1445.5,14:35,1442.6,SL,2.9,4634.2,1598
2025-06-10,RELIANCE,SHORT,lenient,11:15,1445.5,14:35,1442.6,SL,2.9,4634.2,1598
2025-06-10,AXISBANK,LONG,strict,13:50,1229.5,14:30,1229.5,SL,0.0,0.0,1878
2025-06-10,AXISBANK,LONG,lenient,13:50,1229.5,15:20,1234.9,EOD_1518,5.4,10141.2,1878
2025-06-11,ADANIENT,SHORT,strict,09:35,2531.3,13:35,2502.35,TGT,28.95,26402.4,912
2025-06-11,ADANIENT,SHORT,lenient,09:35,2531.3,13:35,2502.35,TGT,28.95,26402.4,912
2025-06-11,VEDL,LONG,strict,11:45,449.6,12:45,454.78,TGT,5.175,26583.98,5137
2025-06-11,VEDL,LONG,lenient,11:45,449.6,12:45,454.78,TGT,5.175,26583.98,5137
2025-06-11,BPCL,LONG,strict,09:30,313.1,15:20,318.15,EOD_1518,5.05,37253.85,7377
2025-06-11,BPCL,LONG,lenient,09:30,313.1,15:20,318.15,EOD_1518,5.05,37253.85,7377
2025-06-11,GRASIM,LONG,strict,10:05,2714,15:20,2722.1,EOD_1518,8.1,6893.1,851
2025-06-11,GRASIM,LONG,lenient,10:05,2714,15:20,2722.1,EOD_1518,8.1,6893.1,851
2025-06-11,RELIANCE,LONG,strict,09:30,1466.6,14:30,1466.6,SL,0.0,0.0,1575
2025-06-11,RELIANCE,LONG,lenient,09:30,1466.6,15:20,1448.6,EOD_1518,-18.0,-28350.0,1575
2025-06-12,ADANIENT,SHORT,strict,09:55,2493.2,15:20,2454.3,EOD_1518,38.9,36021.4,926
2025-06-12,ADANIENT,SHORT,lenient,09:55,2493.2,15:20,2454.3,EOD_1518,38.9,36021.4,926
2025-06-12,TATASTEEL,SHORT,strict,09:40,154.94,13:25,152.96,TGT,1.98,29517.84,14908
2025-06-12,TATASTEEL,SHORT,lenient,09:40,154.94,13:25,152.96,TGT,1.98,29517.84,14908
2025-06-12,BEL,SHORT,strict,12:00,391.35,15:20,386.7,EOD_1518,4.65,27444.3,5902
2025-06-12,BEL,SHORT,lenient,12:00,391.35,15:20,386.7,EOD_1518,4.65,27444.3,5902
2025-06-12,TRENT,SHORT,strict,10:00,5764.5,14:00,5654.25,TGT,110.25,44100.0,400
2025-06-12,TRENT,SHORT,lenient,10:00,5764.5,14:00,5654.25,TGT,110.25,44100.0,400
2025-06-12,IRCTC,SHORT,strict,09:40,781.9,14:10,772.07,TGT,9.825,29023.05,2954
2025-06-12,IRCTC,SHORT,lenient,09:40,781.9,14:10,772.07,TGT,9.825,29023.05,2954
2025-06-12,GRASIM,SHORT,strict,12:25,2703.4,15:00,2695.1,SL,8.3,7088.2,854
2025-06-12,GRASIM,SHORT,lenient,12:25,2703.4,15:00,2695.1,SL,8.3,7088.2,854
2025-06-12,GODREJPROP,SHORT,strict,09:35,2429.8,13:50,2383.45,TGT,46.35,44032.5,950
2025-06-12,GODREJPROP,SHORT,lenient,09:35,2429.8,13:50,2383.45,TGT,46.35,44032.5,950
2025-06-12,AXISBANK,SHORT,strict,10:40,1224.4,15:20,1212.7,EOD_1518,11.7,22066.2,1886
2025-06-12,AXISBANK,SHORT,lenient,10:40,1224.4,15:20,1212.7,EOD_1518,11.7,22066.2,1886
2025-06-13,RELIANCE,LONG,strict,11:50,1430,14:30,1430,SL,0,0,1615
2025-06-13,RELIANCE,LONG,lenient,11:50,1430,15:20,1428.1,EOD_1518,-1.9,-3068.5,1615
2025-06-13,APOLLOHOSP,LONG,strict,10:20,7015,14:30,7015,SL,0,0,329
2025-06-13,APOLLOHOSP,LONG,lenient,10:20,7015,15:20,6991.5,EOD_1518,-23.5,-7731.5,329
2025-06-16,TATASTEEL,LONG,strict,10:50,153.16,15:20,154.13,EOD_1518,0.97,14629.54,15082
2025-06-16,TATASTEEL,LONG,lenient,10:50,153.16,15:20,154.13,EOD_1518,0.97,14629.54,15082
2025-06-16,GRASIM,LONG,strict,12:00,2690.9,15:15,2701.6,SL,10.7,9180.6,858
2025-06-16,GRASIM,LONG,lenient,12:00,2690.9,15:15,2701.6,SL,10.7,9180.6,858
2025-06-16,RELIANCE,LONG,strict,10:30,1435.4,14:40,1437.3,SL,1.9,3057.1,1609
2025-06-16,RELIANCE,LONG,lenient,10:30,1435.4,14:40,1437.3,SL,1.9,3057.1,1609
2025-06-16,AXISBANK,LONG,strict,10:30,1208.6,15:20,1217.2,EOD_1518,8.6,16434.6,1911
2025-06-16,AXISBANK,LONG,lenient,10:30,1208.6,15:20,1217.2,EOD_1518,8.6,16434.6,1911
2025-06-16,APOLLOHOSP,LONG,strict,10:30,7048.5,14:15,7116.75,TGT,68.25,22317.75,327
2025-06-16,APOLLOHOSP,LONG,lenient,10:30,7048.5,14:15,7116.75,TGT,68.25,22317.75,327
2025-06-17,BAJFINANCE,SHORT,strict,10:05,925.5,15:00,923.75,SL,1.75,4366.25,2495
2025-06-17,BAJFINANCE,SHORT,lenient,10:05,925.5,15:00,923.75,SL,1.75,4366.25,2495
2025-06-17,HAL,SHORT,strict,12:50,5058,14:30,5054.5,SL,3.5,1596.0,456
2025-06-17,HAL,SHORT,lenient,12:50,5058,14:30,5054.5,SL,3.5,1596.0,456
2025-06-17,IRCTC,LONG,strict,12:25,772.15,14:30,772.2,SL,0.05,149.55,2991
2025-06-17,IRCTC,LONG,lenient,12:25,772.15,14:30,772.2,SL,0.05,149.55,2991
2025-06-18,TATASTEEL,SHORT,strict,10:45,151.97,14:30,151.97,SL,0.0,0.0,15200
2025-06-18,TATASTEEL,SHORT,lenient,10:45,151.97,15:20,152.04,EOD_1518,-0.07,-1064.0,15200
2025-06-18,VEDL,SHORT,strict,09:30,444.25,15:20,440,EOD_1518,4.25,22095.75,5199
2025-06-18,VEDL,SHORT,lenient,09:30,444.25,15:20,440,EOD_1518,4.25,22095.75,5199
2025-06-18,TRENT,LONG,strict,09:35,5683,14:30,5700.0,SL,17.0,6902.0,406
2025-06-18,TRENT,LONG,lenient,09:35,5683,14:30,5700.0,SL,17.0,6902.0,406
2025-06-18,IRCTC,SHORT,strict,11:30,763,15:20,758.95,EOD_1518,4.05,12259.35,3027
2025-06-18,IRCTC,SHORT,lenient,11:30,763,15:20,758.95,EOD_1518,4.05,12259.35,3027
2025-06-18,RELIANCE,SHORT,strict,12:25,1427.9,14:30,1427.9,SL,0.0,0.0,1617
2025-06-18,RELIANCE,SHORT,lenient,12:25,1427.9,15:20,1431.6,EOD_1518,-3.7,-5982.9,1617
2025-06-18,AXISBANK,LONG,strict,09:50,1217.9,14:30,1218.95,SL,1.05,1990.8,1896
2025-06-18,AXISBANK,LONG,lenient,09:50,1217.9,14:30,1218.95,SL,1.05,1990.8,1896
2025-06-19,ADANIENT,SHORT,strict,10:15,2374.6,12:35,2346.1,TGT,28.5,27702.0,972
2025-06-19,ADANIENT,SHORT,lenient,10:15,2374.6,12:35,2346.1,TGT,28.5,27702.0,972
2025-06-19,TATASTEEL,SHORT,strict,10:00,150.95,14:15,152,SL,-1.05,-16068.15,15303
2025-06-19,TATASTEEL,SHORT,lenient,10:00,150.95,14:15,152,SL,-1.05,-16068.15,15303
2025-06-19,BEL,SHORT,strict,10:30,400.4,12:50,395.75,TGT,4.65,26825.85,5769
2025-06-19,BEL,SHORT,lenient,10:30,400.4,12:50,395.75,TGT,4.65,26825.85,5769
2025-06-19,BAJFINANCE,SHORT,strict,09:45,915.5,12:20,905.0,TGT,10.5,26491.5,2523
2025-06-19,BAJFINANCE,SHORT,lenient,09:45,915.5,12:20,905.0,TGT,10.5,26491.5,2523
2025-06-19,TRENT,SHORT,strict,12:35,5691,14:30,5691,SL,0,0,405
2025-06-19,TRENT,SHORT,lenient,12:35,5691,15:20,5723,EOD_1518,-32,-12960,405
2025-06-19,HAL,SHORT,strict,10:25,4981.9,12:30,4917.25,TGT,64.65,29932.95,463
2025-06-19,HAL,SHORT,lenient,10:25,4981.9,12:30,4917.25,TGT,64.65,29932.95,463
2025-06-19,IRCTC,SHORT,strict,09:50,757.8,11:30,751.57,TGT,6.225,18973.8,3048
2025-06-19,IRCTC,SHORT,lenient,09:50,757.8,11:30,751.57,TGT,6.225,18973.8,3048
2025-06-19,GODREJPROP,SHORT,strict,10:05,2451.4,12:30,2417.65,TGT,33.75,31792.5,942
2025-06-19,GODREJPROP,SHORT,lenient,10:05,2451.4,12:30,2417.65,TGT,33.75,31792.5,942
2025-06-19,RELIANCE,LONG,strict,09:35,1432.3,14:40,1434.3,SL,2.0,3224.0,1612
2025-06-19,RELIANCE,LONG,lenient,09:35,1432.3,14:40,1434.3,SL,2.0,3224.0,1612
2025-06-20,TATASTEEL,LONG,strict,10:20,151.94,14:30,151.94,SL,0.0,0.0,15203
2025-06-20,TATASTEEL,LONG,lenient,10:20,151.94,15:20,152.05,EOD_1518,0.11,1672.33,15203
2025-06-20,BEL,LONG,strict,09:45,402,15:00,408.38,TGT,6.375,36630.75,5746
2025-06-20,BEL,LONG,lenient,09:45,402,15:00,408.38,TGT,6.375,36630.75,5746
2025-06-20,TRENT,LONG,strict,10:30,5801.5,14:30,5801.5,SL,0.0,0.0,398
2025-06-20,TRENT,LONG,lenient,10:30,5801.5,15:05,5918.5,TGT,117.0,46566.0,398
2025-06-20,HAL,LONG,strict,14:15,4951.4,14:30,4951.4,SL,0.0,0.0,466
2025-06-20,HAL,LONG,lenient,14:15,4951.4,15:20,4965.6,EOD_1518,14.2,6617.2,466
2025-06-20,RELIANCE,LONG,strict,09:40,1440.7,15:00,1459.6,TGT,18.9,30296.7,1603
2025-06-20,RELIANCE,LONG,lenient,09:40,1440.7,15:00,1459.6,TGT,18.9,30296.7,1603
2025-06-20,APOLLOHOSP,LONG,strict,09:30,7014.5,15:05,7074.5,TGT,60.0,19740.0,329
2025-06-20,APOLLOHOSP,LONG,lenient,09:30,7014.5,15:05,7074.5,TGT,60.0,19740.0,329
2025-06-23,ADANIENT,LONG,strict,10:15,2384.2,15:10,2395.95,SL,11.75,11374.0,968
2025-06-23,ADANIENT,LONG,lenient,10:15,2384.2,15:10,2395.95,SL,11.75,11374.0,968
2025-06-23,TATASTEEL,LONG,strict,09:35,151.57,14:00,153.2,TGT,1.635,24917.4,15240
2025-06-23,TATASTEEL,LONG,lenient,09:35,151.57,14:00,153.2,TGT,1.635,24917.4,15240
2025-06-23,TRENT,LONG,strict,10:40,5932.5,12:55,6086.25,TGT,153.75,59808.75,389
2025-06-23,TRENT,LONG,lenient,10:40,5932.5,12:55,6086.25,TGT,153.75,59808.75,389
2025-06-23,IRCTC,LONG,strict,10:10,755.5,14:30,756.7,SL,1.2,3668.4,3057
2025-06-23,IRCTC,LONG,lenient,10:10,755.5,14:30,756.7,SL,1.2,3668.4,3057
2025-06-23,GRASIM,LONG,strict,10:30,2716,15:05,2726.15,SL,10.15,8627.5,850
2025-06-23,GRASIM,LONG,lenient,10:30,2716,15:05,2726.15,SL,10.15,8627.5,850
2025-06-23,AXISBANK,LONG,strict,13:20,1220,14:30,1220,SL,0,0,1893
2025-06-23,AXISBANK,LONG,lenient,13:20,1220,15:20,1214.3,EOD_1518,-5.7,-10790.1,1893
2025-06-23,APOLLOHOSP,LONG,strict,11:15,7043.5,14:30,7043.5,SL,0.0,0.0,327
2025-06-23,APOLLOHOSP,LONG,lenient,11:15,7043.5,14:40,7000,SL,-43.5,-14224.5,327
2025-06-24,TATASTEEL,LONG,strict,10:30,154.81,11:25,156.57,TGT,1.755,26186.36,14921
2025-06-24,TATASTEEL,LONG,lenient,10:30,154.81,11:25,156.57,TGT,1.755,26186.36,14921
2025-06-24,BPCL,SHORT,strict,10:20,306.65,15:20,304.25,EOD_1518,2.4,18079.2,7533
2025-06-24,BPCL,SHORT,lenient,10:20,306.65,15:20,304.25,EOD_1518,2.4,18079.2,7533
2025-06-24,HAL,SHORT,strict,09:55,4918,15:20,4887.5,EOD_1518,30.5,14304.5,469
2025-06-24,HAL,SHORT,lenient,09:55,4918,15:20,4887.5,EOD_1518,30.5,14304.5,469
2025-06-24,IRCTC,LONG,strict,09:40,765.25,10:30,770.57,TGT,5.325,16070.85,3018
2025-06-24,IRCTC,LONG,lenient,09:40,765.25,10:30,770.57,TGT,5.325,16070.85,3018
2025-06-24,GRASIM,LONG,strict,09:40,2763.3,15:20,2780.1,EOD_1518,16.8,14028.0,835
2025-06-24,GRASIM,LONG,lenient,09:40,2763.3,15:20,2780.1,EOD_1518,16.8,14028.0,835
2025-06-24,AXISBANK,SHORT,strict,13:20,1220.7,14:30,1220.0,SL,0.7,1324.4,1892
2025-06-24,AXISBANK,SHORT,lenient,13:20,1220.7,14:30,1220.0,SL,0.7,1324.4,1892
2025-06-25,TATASTEEL,LONG,strict,11:25,156.63,14:30,156.63,SL,0.0,0.0,14748
2025-06-25,TATASTEEL,LONG,lenient,11:25,156.63,15:20,156.4,EOD_1518,-0.23,-3392.04,14748
2025-06-25,BEL,SHORT,strict,09:35,416,09:50,409.4,TGT,6.6,36643.2,5552
2025-06-25,BEL,SHORT,lenient,09:35,416,09:50,409.4,TGT,6.6,36643.2,5552
2025-06-25,VEDL,SHORT,strict,10:10,428.05,15:05,426.18,SL,1.875,10117.5,5396
2025-06-25,VEDL,SHORT,lenient,10:10,428.05,15:05,426.18,SL,1.875,10117.5,5396
2025-06-25,AXISBANK,SHORT,strict,10:10,1218.5,15:20,1212.1,EOD_1518,6.4,12128.0,1895
2025-06-25,AXISBANK,SHORT,lenient,10:10,1218.5,15:20,1212.1,EOD_1518,6.4,12128.0,1895
2025-06-26,ADANIENT,LONG,strict,09:30,2470.1,10:10,2454.1,SL,-16.0,-14960.0,935
2025-06-26,ADANIENT,LONG,lenient,09:30,2470.1,10:10,2454.1,SL,-16.0,-14960.0,935
2025-06-26,VEDL,LONG,strict,09:55,430.2,14:35,437.25,TGT,7.05,37851.45,5369
2025-06-26,VEDL,LONG,lenient,09:55,430.2,14:35,437.25,TGT,7.05,37851.45,5369
2025-06-26,M&M,SHORT,strict,09:35,3205.9,14:30,3205.9,SL,0.0,0.0,720
2025-06-26,M&M,SHORT,lenient,09:35,3205.9,15:20,3210,EOD_1518,-4.1,-2952.0,720
2025-06-26,TRENT,SHORT,strict,09:30,6102.5,12:45,6053.75,TGT,48.75,18427.5,378
2025-06-26,TRENT,SHORT,lenient,09:30,6102.5,12:45,6053.75,TGT,48.75,18427.5,378
2025-06-26,GODREJPROP,SHORT,strict,09:35,2383.6,14:30,2383.6,SL,0.0,0.0,969
2025-06-26,GODREJPROP,SHORT,lenient,09:35,2383.6,15:20,2388.7,EOD_1518,-5.1,-4941.9,969
2025-06-26,RELIANCE,LONG,strict,09:30,1475.7,13:40,1491.6,TGT,15.9,24883.5,1565
2025-06-26,RELIANCE,LONG,lenient,09:30,1475.7,13:40,1491.6,TGT,15.9,24883.5,1565
2025-06-26,AXISBANK,LONG,strict,09:30,1221.4,13:45,1236.7,TGT,15.3,28932.3,1891
2025-06-26,AXISBANK,LONG,lenient,09:30,1221.4,13:45,1236.7,TGT,15.3,28932.3,1891
2025-06-27,TRENT,SHORT,strict,10:30,6095.5,15:00,6006.25,TGT,89.25,33736.5,378
2025-06-27,TRENT,SHORT,lenient,10:30,6095.5,15:00,6006.25,TGT,89.25,33736.5,378
2025-06-27,IRCTC,LONG,strict,09:30,779.55,11:45,789.07,TGT,9.525,28222.57,2963
2025-06-27,IRCTC,LONG,lenient,09:30,779.55,11:45,789.07,TGT,9.525,28222.57,2963
2025-06-27,GRASIM,SHORT,strict,09:30,2876,11:50,2846.0,TGT,30.0,24090.0,803
2025-06-27,GRASIM,SHORT,lenient,09:30,2876,11:50,2846.0,TGT,30.0,24090.0,803
2025-06-27,GODREJPROP,SHORT,strict,09:40,2373.9,14:30,2373.9,SL,0.0,0.0,973
2025-06-27,GODREJPROP,SHORT,lenient,09:40,2373.9,15:20,2364,EOD_1518,9.9,9632.7,973
2025-06-27,AXISBANK,SHORT,strict,09:35,1232.3,15:20,1223.7,EOD_1518,8.6,16116.4,1874
2025-06-27,AXISBANK,SHORT,lenient,09:35,1232.3,15:20,1223.7,EOD_1518,8.6,16116.4,1874
2025-06-27,APOLLOHOSP,LONG,strict,12:25,7203,15:20,7310.5,EOD_1518,107.5,34400.0,320
2025-06-27,APOLLOHOSP,LONG,lenient,12:25,7203,15:20,7310.5,EOD_1518,107.5,34400.0,320
2025-06-30,TATASTEEL,SHORT,strict,11:15,160.6,15:20,159.72,EOD_1518,0.88,12657.04,14383
2025-06-30,TATASTEEL,SHORT,lenient,11:15,160.6,15:20,159.72,EOD_1518,0.88,12657.04,14383
2025-06-30,BEL,LONG,strict,10:35,418.15,15:20,422.25,EOD_1518,4.1,22648.4,5524
2025-06-30,BEL,LONG,lenient,10:35,418.15,15:20,422.25,EOD_1518,4.1,22648.4,5524
2025-06-30,VEDL,SHORT,strict,09:30,446.85,14:40,444.52,SL,2.325,12017.93,5169
2025-06-30,VEDL,SHORT,lenient,09:30,446.85,14:40,444.52,SL,2.325,12017.93,5169
2025-06-30,BPCL,SHORT,strict,12:05,316.7,14:30,316.38,SL,0.325,2370.22,7293
2025-06-30,BPCL,SHORT,lenient,12:05,316.7,14:30,316.38,SL,0.325,2370.22,7293
2025-06-30,BAJFINANCE,SHORT,strict,09:45,943,15:20,936.5,EOD_1518,6.5,15918.5,2449
2025-06-30,BAJFINANCE,SHORT,lenient,09:45,943,15:20,936.5,EOD_1518,6.5,15918.5,2449
2025-06-30,IRCTC,SHORT,strict,10:20,783,14:40,781.58,SL,1.425,4203.75,2950
2025-06-30,IRCTC,SHORT,lenient,10:20,783,14:40,781.58,SL,1.425,4203.75,2950
2025-06-30,GRASIM,SHORT,strict,09:35,2862.7,15:20,2847.9,EOD_1518,14.8,11928.8,806
2025-06-30,GRASIM,SHORT,lenient,09:35,2862.7,15:20,2847.9,EOD_1518,14.8,11928.8,806
2025-06-30,RELIANCE,SHORT,strict,12:55,1506.1,15:05,1502.65,SL,3.45,5288.85,1533
2025-06-30,RELIANCE,SHORT,lenient,12:55,1506.1,15:05,1502.65,SL,3.45,5288.85,1533
2025-06-30,AXISBANK,SHORT,strict,09:40,1217.6,15:20,1200,EOD_1518,17.6,33387.2,1897
2025-06-30,AXISBANK,SHORT,lenient,09:40,1217.6,15:20,1200,EOD_1518,17.6,33387.2,1897
2025-07-01,ADANIENT,SHORT,strict,10:10,2539.8,15:05,2537.2,SL,2.6,2363.4,909
2025-07-01,ADANIENT,SHORT,lenient,10:10,2539.8,15:05,2537.2,SL,2.6,2363.4,909
2025-07-01,BEL,LONG,strict,09:30,429.1,15:20,432.3,EOD_1518,3.2,17225.6,5383
2025-07-01,BEL,LONG,lenient,09:30,429.1,15:20,432.3,EOD_1518,3.2,17225.6,5383
2025-07-01,IRCTC,SHORT,strict,09:50,776.35,14:50,775.1,SL,1.25,3718.75,2975
2025-07-01,IRCTC,SHORT,lenient,09:50,776.35,14:50,775.1,SL,1.25,3718.75,2975
2025-07-01,GODREJPROP,SHORT,strict,09:40,2345.7,11:50,2316.75,TGT,28.95,28486.8,984
2025-07-01,GODREJPROP,SHORT,lenient,09:40,2345.7,11:50,2316.75,TGT,28.95,28486.8,984
2025-07-01,RELIANCE,LONG,strict,09:35,1515.9,15:20,1527.8,EOD_1518,11.9,18123.7,1523
