date,symbol,cooloff_time,cooloff_price,max_adverse_eod,dte,cpr_width,cpr_position,prev_range_pct,prev_trend,inside_day,no_prev_day_break,gap_pct,gap_filled,or_breakout,narrow_cooloff_candles,max_adv_1200,max_adv_1230,max_adv_1300,max_adv_1330,max_adv_1400,max_adv_1430,max_adv_1500,max_adv_1515,max_adv_1525
2024-10-07,NIFTY50,12:10,24925.45,0.9272,2,0.5601,Below,2.0718,Bearish,False,False,0.2778,True,True,False,,0.1388,0.5894,0.6640,0.9272,0.9272,0.9272,0.9272,0.9272
2024-10-08,NIFTY50,12:25,24930.75,0.4543,1,0.3294,Above,1.8094,Bearish,True,True,0.1470,True,True,False,,0.1177,0.1797,0.2639,0.3981,0.4543,0.4543,0.4543,0.4543
2024-10-09,NIFTY50,13:05,25118.55,0.6802,0,0.3014,Above,1.1482,Bullish,False,False,0.2105,False,True,True,,,,0.2239,0.2239,0.3261,0.6802,0.6802,0.6802
2024-10-11,NIFTY50,10:10,25022.25,0.4084,4,0.1552,Inside,0.6186,Bearish,False,False,-0.0526,True,True,False,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084
2024-10-14,NIFTY50,10:50,25094.65,0.2594,3,0.0270,Above,0.4350,Bearish,False,False,0.2371,False,True,True,0.2218,0.2594,0.2594,0.2594,0.2594,0.2594,0.2594,0.2594,0.2594
2024-10-15,NIFTY50,11:15,25067.20,0.2356,2,0.1044,Below,0.5661,Bullish,False,False,0.2322,True,True,True,0.1181,0.1181,0.1634,0.2356,0.2356,0.2356,0.2356,0.2356,0.2356
2024-10-16,NIFTY50,12:45,24942.50,0.4705,1,0.1402,Below,0.8137,Bearish,False,False,-0.1948,True,True,False,,,0.0890,0.1870,0.2428,0.4705,0.4705,0.4705,0.4705
2024-10-17,NIFTY50,11:00,24824.45,0.3849,0,0.0790,Below,0.7407,Bearish,False,False,0.2247,True,True,True,0.2195,0.2195,0.2763,0.2790,0.3337,0.3537,0.3849,0.3849,0.3849
2024-10-21,NIFTY50,11:05,24807.70,0.3900,3,0.3422,Inside,1.2817,Bullish,False,False,0.4108,True,True,True,0.3170,0.3900,0.3900,0.3900,0.3900,0.3900,0.3900,0.3900,0.3900
2024-10-22,NIFTY50,11:45,24639.85,0.7875,2,0.1286,Below,1.2054,Bearish,False,False,0.0708,True,True,False,0.2289,0.2522,0.2522,0.2845,0.2845,0.3204,0.6792,0.7875,0.7875
2024-10-23,NIFTY50,12:10,24539.35,0.4982,1,0.5198,Inside,1.7824,Bearish,False,False,-0.3839,True,True,True,,0.1489,0.1824,0.1824,0.1824,0.4256,0.4766,0.4982,0.4982
2024-10-24,NIFTY50,11:30,24415.95,0.1972,0,0.1517,Below,0.9255,Bullish,False,False,-0.0933,True,False,True,0.0653,0.0793,0.0852,0.1190,0.1397,0.1972,0.1972,0.1972,0.1972
2024-10-25,NIFTY50,11:35,24155.60,0.3382,4,0.0315,Below,0.5715,Bearish,False,False,0.0764,True,True,False,0.1316,0.2552,0.2552,0.2552,0.2633,0.3382,0.3382,0.3382,0.3382
2024-10-28,NIFTY50,11:40,24427.85,0.4998,3,0.2098,Above,1.5150,Bearish,False,False,0.2907,True,True,True,0.1030,0.2651,0.2651,0.2651,0.2651,0.2651,0.4931,0.4998,0.4998
2024-10-29,NIFTY50,10:50,24183.35,1.2453,2,0.0696,Below,1.4696,Bullish,True,True,-0.0423,True,True,True,0.4282,0.5237,0.6680,0.6759,0.8266,1.0683,1.1655,1.2453,1.2453
2024-10-30,NIFTY50,10:50,24442.60,0.5535,1,0.4219,Above,1.4046,Bullish,True,True,-0.3899,False,True,True,0.1002,0.1154,0.1154,0.2905,0.3850,0.5535,0.5535,0.5535,0.5535
2024-10-31,NIFTY50,10:55,24255.80,0.3430,0,0.1693,Below,0.7843,Bearish,False,False,0.0370,True,False,False,0.0981,0.1804,0.2665,0.2665,0.2665,0.3199,0.3430,0.3430,0.3430
2024-11-04,NIFTY50,10:50,23914.15,0.4098,3,0.0545,Below,0.3623,Bullish,False,False,0.0469,True,True,True,0.4098,0.4098,0.4098,0.4098,0.4098,0.4098,0.4098,0.4098,0.4098
2024-11-05,NIFTY50,13:10,23915.05,1.3130,2,0.1972,Below,2.0862,Bearish,True,True,-0.3286,True,True,False,,,,0.7863,1.0491,1.2126,1.3036,1.3130,1.3130
2024-11-06,NIFTY50,10:50,24347.40,0.7812,1,0.4908,Above,1.5954,Bullish,False,False,0.3942,True,True,False,0.3929,0.3929,0.3966,0.5015,0.6118,0.7812,0.7812,0.7812,0.7812
2024-11-07,NIFTY50,11:20,24205.80,0.1374,0,0.3093,Below,1.3623,Bullish,False,False,0.0227,True,True,False,0.0961,0.1213,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374,0.1374
2024-11-08,NIFTY50,11:25,24146.45,0.1729,3,0.3893,Below,1.3401,Bearish,False,False,0.0345,True,True,True,0.1686,0.1686,0.1686,0.1686,0.1686,0.1686,0.1686,0.1686,0.1729
2024-11-12,NIFTY50,12:05,24127.15,1.1937,2,0.0811,Below,1.3761,Bullish,True,True,0.3500,True,True,True,,0.1320,0.6057,0.7821,0.8888,0.9056,0.9120,1.1298,1.1937
2024-11-13,NIFTY50,11:00,23726.20,0.9129,1,0.4367,Below,1.6867,Bearish,False,False,-0.2554,False,True,False,0.1829,0.1937,0.3593,0.3968,0.3968,0.6583,0.9104,0.9129,0.9129
2024-11-14,NIFTY50,09:50,23572.55,0.4384,0,0.3737,Below,1.5451,Bearish,False,False,-0.0717,True,False,False,0.4384,0.4384,0.4384,0.4384,0.4384,0.4384,0.4384,0.4384,0.4384
2024-11-18,NIFTY50,11:45,23425.90,0.5949,1,0.1339,Below,0.8148,Bearish,False,False,0.3085,True,True,True,0.1923,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949
2024-11-21,NIFTY50,10:50,23333.80,0.1513,0,0.2946,Below,1.3430,Bearish,False,False,-0.1278,False,False,True,0.1513,0.1513,0.1513,0.1513,0.1513,0.1513,0.1513,0.1513,0.1513
2024-11-22,NIFTY50,11:15,23525.45,1.8306,2,0.1008,Above,1.0456,Bearish,False,False,0.2651,False,True,True,0.3097,0.5872,0.7919,0.8748,1.3024,1.5834,1.8306,1.8306,1.8306
2024-11-25,NIFTY50,10:45,24317.05,0.7468,1,0.7012,Above,2.4976,Bullish,False,False,1.4485,False,False,True,0.2231,0.2231,0.7468,0.7468,0.7468,0.7468,0.7468,0.7468,0.7468
2024-11-26,NIFTY50,11:25,24207.45,0.3389,0,0.0594,Below,0.8922,Bearish,True,True,0.5012,True,True,True,0.1212,0.2888,0.2888,0.2888,0.3389,0.3389,0.3389,0.3389,0.3389
2024-11-28,NIFTY50,12:05,24083.45,0.8724,3,0.0682,Below,0.8606,Bullish,False,False,-0.0031,True,True,False,,0.1416,0.4113,0.4941,0.4941,0.8724,0.8724,0.8724,0.8724
2024-11-29,NIFTY50,12:00,24094.55,0.3897,2,0.5418,Inside,1.9754,Bearish,True,True,0.0544,False,True,True,,0.1212,0.1552,0.2594,0.2611,0.2611,0.3897,0.3897,0.3897
2024-12-02,NIFTY50,11:10,24130.80,0.7082,1,0.2029,Above,1.0828,Bullish,True,True,0.0404,True,True,True,0.1608,0.2468,0.2468,0.2468,0.4931,0.6367,0.7082,0.7082,0.7082
2024-12-03,NIFTY50,11:50,24403.35,0.3196,0,0.3331,Above,1.2072,Bullish,False,False,0.3767,False,True,False,0.1740,0.1740,0.1740,0.2295,0.2758,0.3196,0.3196,0.3196,0.3196
2024-12-04,NIFTY50,10:50,24544.10,0.7244,3,0.2089,Above,0.8233,Bullish,False,False,0.1292,True,True,True,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244,0.7244
2024-12-06,NIFTY50,10:45,24717.65,0.2403,2,0.3567,Above,2.2753,Bullish,True,True,0.0852,True,True,False,0.2011,0.2011,0.2011,0.2011,0.2011,0.2324,0.2403,0.2403,0.2403
2024-12-09,NIFTY50,13:20,24645.50,0.2045,1,0.0215,Below,0.5290,Bearish,False,False,-0.1779,True,True,False,,,,0.0499,0.1091,0.2045,0.2045,0.2045,0.2045
2024-12-10,NIFTY50,14:05,24548.10,0.3283,0,0.0637,Below,0.5075,Bearish,False,False,0.1367,True,True,False,,,,,,0.0949,0.2422,0.3012,0.3283
2024-12-11,NIFTY50,10:15,24600.95,0.3691,3,0.0429,Inside,0.6792,Bearish,True,True,0.0425,True,True,False,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691
2024-12-12,NIFTY50,11:40,24600.10,0.2933,2,0.0108,Below,0.4379,Bullish,True,True,-0.1516,True,True,True,0.1285,0.1970,0.1970,0.2319,0.2319,0.2319,0.2933,0.2933,0.2933
2024-12-16,NIFTY50,10:50,24671.70,0.2835,1,0.7642,Inside,2.4689,Bullish,True,True,-0.0602,True,True,False,0.2545,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835
2024-12-17,NIFTY50,11:20,24454.55,0.6179,0,0.0628,Below,0.7277,Bearish,False,False,-0.3383,False,True,False,0.3605,0.3897,0.3897,0.5355,0.5355,0.5956,0.6179,0.6179,0.6179
2024-12-18,NIFTY50,11:30,24245.60,0.3949,4,0.3488,Below,1.3176,Bearish,False,False,-0.1564,True,True,False,0.1130,0.2151,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949,0.3949
2024-12-19,NIFTY50,10:45,23942.90,0.2589,3,0.2015,Below,1.0108,Bearish,False,False,-1.3294,False,True,True,0.2589,0.2589,0.2589,0.2589,0.2589,0.2589,0.2589,0.2589,0.2589
2024-12-20,NIFTY50,11:45,23921.85,1.6073,2,0.0393,Below,0.5620,Bullish,False,False,0.0376,True,True,True,0.0978,0.4243,0.8166,0.8783,0.9456,1.0269,1.4182,1.6073,1.6073
2024-12-23,NIFTY50,10:45,23777.00,0.5459,1,0.6014,Inside,2.2404,Bearish,True,True,0.6389,False,False,True,0.3892,0.3892,0.4326,0.5438,0.5459,0.5459,0.5459,0.5459,0.5459
2024-12-24,NIFTY50,11:25,23833.35,0.6218,0,0.0138,Above,0.9361,Bullish,True,True,0.0659,True,True,True,0.1523,0.2906,0.2906,0.2906,0.3925,0.4978,0.4978,0.4991,0.6218
2024-12-26,NIFTY50,11:30,23763.60,0.4629,3,0.1368,Inside,0.7691,Bearish,True,True,0.2029,True,True,True,0.0818,0.1441,0.1441,0.2994,0.4629,0.4629,0.4629,0.4629,0.4629
2024-12-27,NIFTY50,10:55,23899.85,0.4098,2,0.0108,Above,0.8459,Bearish,False,False,0.2156,False,True,True,0.1906,0.2944,0.2998,0.2998,0.2998,0.2998,0.4084,0.4098,0.4098
2024-12-30,NIFTY50,15:00,23665.35,0.2791,1,0.1574,Below,0.5806,Bullish,False,False,-0.0693,True,True,False,,,,,,,,0.2791,0.2791
2024-12-31,NIFTY50,10:50,23586.00,0.4403,0,0.3160,Below,1.3366,Bearish,False,False,-0.3565,False,True,True,0.1312,0.1639,0.1643,0.1715,0.3771,0.4403,0.4403,0.4403,0.4403
2025-01-01,NIFTY50,12:05,23713.85,0.4594,3,0.1968,Above,0.9702,Bullish,False,False,-0.0302,True,True,True,,0.2492,0.2494,0.2494,0.4594,0.4594,0.4594,0.4594,0.4594
2025-01-02,NIFTY50,12:15,23948.65,1.1610,2,0.1409,Above,1.0951,Bullish,False,False,0.1689,False,True,False,,0.4792,0.5585,0.7562,0.8487,0.9936,1.1610,1.1610,1.1610
2025-01-03,NIFTY50,11:15,24076.15,0.4160,1,0.5530,Inside,1.9643,Bullish,True,True,0.0320,True,True,False,0.3063,0.3063,0.3063,0.3063,0.3063,0.3063,0.3063,0.4160,0.4160
2025-01-07,NIFTY50,10:45,23754.60,0.2957,0,0.5750,Inside,2.2783,Bearish,True,True,0.2704,False,True,True,0.1958,0.1958,0.1958,0.1958,0.2850,0.2850,0.2957,0.2957,0.2957
2025-01-08,NIFTY50,11:55,23553.60,0.7383,3,0.0242,Below,0.6639,Bullish,False,False,0.1634,True,True,True,0.0896,0.1991,0.2439,0.2439,0.5139,0.7383,0.7383,0.7383,0.7383
2025-01-09,NIFTY50,12:15,23606.55,0.4384,2,0.1831,Below,1.0794,Bearish,True,True,-0.0599,True,True,True,,0.2836,0.3488,0.3524,0.3800,0.3800,0.4384,0.4384,0.4384
2025-01-10,NIFTY50,12:20,23518.60,0.5177,1,0.1973,Below,0.7925,Bearish,False,False,0.1080,True,True,False,,0.1040,0.1040,0.1373,0.1450,0.5019,0.5177,0.5177,0.5177
2025-01-13,NIFTY50,10:50,23321.75,1.1770,0,0.1108,Below,1.0765,Bearish,False,False,-1.0076,False,True,False,0.4783,0.5630,0.6250,0.6786,0.9122,1.0949,1.1770,1.1770,1.1770
2025-01-15,NIFTY50,11:15,23257.40,0.4771,4,0.0676,Above,0.5644,Bullish,False,False,0.3210,True,True,False,0.2266,0.2554,0.2554,0.4470,0.4771,0.4771,0.4771,0.4771,0.4771
2025-01-16,NIFTY50,10:40,23312.20,0.1761,3,0.0197,Above,0.6341,Bearish,False,False,0.7067,False,True,True,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1761
2025-01-17,NIFTY50,13:25,23181.75,0.2731,2,0.0573,Below,0.5130,Bearish,False,False,-0.1489,False,True,False,,,,0.0768,0.1143,0.2008,0.2731,0.2731,0.2731
2025-01-20,NIFTY50,12:45,23350.80,0.1726,1,0.0200,Above,0.8264,Bearish,False,False,0.4124,True,True,False,,,0.1049,0.1726,0.1726,0.1726,0.1726,0.1726,0.1726
2025-01-21,NIFTY50,11:35,23162.75,1.1160,0,0.1827,Below,0.9443,Bullish,False,False,0.3294,True,True,False,1.1160,1.1160,1.1160,1.1160,1.1160,1.1160,1.1160,1.1160,1.1160
2025-01-23,NIFTY50,11:00,23208.85,0.2669,3,0.2306,Above,0.8130,Bullish,False,False,-0.1168,True,True,False,0.1282,0.2669,0.2669,0.2669,0.2669,0.2669,0.2669,0.2669,0.2669
2025-01-24,NIFTY50,14:10,23142.25,0.3986,2,0.0708,Below,0.7763,Bullish,False,False,-0.0924,True,True,False,,,,,,0.1139,0.3986,0.3986,0.3986
2025-01-27,NIFTY50,11:45,22892.00,0.4591,1,0.3064,Below,1.2875,Bearish,False,False,-0.6584,False,True,True,0.2095,0.2258,0.2258,0.2258,0.2798,0.3792,0.4591,0.4591,0.4591
2025-01-28,NIFTY50,10:50,22890.10,1.0828,0,0.1983,Inside,0.9661,Bearish,True,True,0.5751,False,True,False,0.6265,0.6953,0.7208,0.8025,0.8124,1.0476,1.0828,1.0828,1.0828
2025-01-29,NIFTY50,10:50,23089.85,0.4578,4,0.1176,Above,1.2210,Bearish,True,True,0.3027,False,True,False,0.4578,0.4578,0.4578,0.4578,0.4578,0.4578,0.4578,0.4578,0.4578
2025-01-31,NIFTY50,10:50,23419.90,0.5418,3,0.0542,Above,0.7865,Bullish,False,False,0.2032,False,True,True,0.1343,0.1823,0.3205,0.4731,0.4731,0.4731,0.4731,0.4731,0.5418
2025-02-01,NIFTY50,11:00,23561.00,1.0301,2,0.2738,Above,1.1460,Bullish,False,False,0.0859,True,True,True,0.8374,0.8374,0.9123,1.0301,1.0301,1.0301,1.0301,1.0301,1.0301
2025-02-03,NIFTY50,10:45,23314.10,0.2895,1,0.0192,Below,1.3378,Bearish,False,False,-0.6933,False,True,False,0.2616,0.2616,0.2616,0.2616,0.2616,0.2616,0.2616,0.2895,0.2895
2025-02-04,NIFTY50,10:50,23440.65,1.3741,0,0.1694,Above,0.6832,Bullish,False,False,0.6372,False,True,False,0.7506,0.7506,0.8140,1.0567,1.1602,1.1602,1.3664,1.3741,1.3741
2025-02-05,NIFTY50,10:10,23746.40,0.2777,3,0.4125,Above,1.4305,Bullish,False,False,0.2633,True,True,False,0.1680,0.1680,0.1680,0.1680,0.1680,0.1680,0.2190,0.2777,0.2777
2025-02-06,NIFTY50,11:00,23630.90,0.3159,2,0.1337,Below,0.5353,Bearish,False,False,0.2770,True,True,True,0.1547,0.1547,0.2361,0.2361,0.2905,0.3159,0.3159,0.3159,0.3159
2025-02-10,NIFTY50,10:50,23392.85,0.3272,1,0.0252,Below,1.0666,Bearish,False,False,-0.0685,True,True,False,0.2336,0.2358,0.2358,0.3232,0.3232,0.3272,0.3272,0.3272,0.3272
2025-02-11,NIFTY50,11:15,23288.75,1.2972,0,0.1732,Below,1.0790,Bearish,False,False,0.0083,True,True,True,0.1853,0.2192,0.6960,1.1435,1.2386,1.2972,1.2972,1.2972,1.2972
2025-02-12,NIFTY50,10:55,22923.05,0.9669,4,0.3356,Below,1.7485,Bearish,False,False,-0.0910,True,True,False,0.6733,0.7178,0.8193,0.9669,0.9669,0.9669,0.9669,0.9669,0.9669
2025-02-13,NIFTY50,11:05,23168.10,0.7053,3,0.2137,Above,1.5029,Bearish,False,False,0.0456,True,True,True,0.2909,0.2909,0.2909,0.2909,0.5374,0.6041,0.7053,0.7053,0.7053
2025-02-14,NIFTY50,12:10,22842.05,0.5446,2,0.2381,Below,1.0564,Bearish,False,False,0.2824,True,True,False,,0.1180,0.2942,0.2942,0.2942,0.2942,0.5446,0.5446,0.5446
2025-02-17,NIFTY50,11:50,22848.20,0.5515,1,0.0727,Below,1.5650,Bearish,False,False,-0.5205,False,True,True,0.1808,0.2276,0.2276,0.2707,0.4865,0.4865,0.5018,0.5410,0.5515
2025-02-18,NIFTY50,11:45,22875.10,0.4184,0,0.3195,Inside,1.0834,Bullish,False,False,0.0181,True,True,True,0.1906,0.1937,0.1937,0.1937,0.2588,0.3392,0.4184,0.4184,0.4184
2025-02-19,NIFTY50,11:55,23001.65,0.6210,4,0.1405,Above,0.8324,Bearish,False,False,-0.4273,True,True,True,0.0428,0.1935,0.2972,0.3800,0.3800,0.6210,0.6210,0.6210,0.6210
2025-02-20,NIFTY50,10:50,22881.35,0.1857,3,0.0015,Below,1.0252,Bullish,False,False,-0.4875,False,True,True,0.1431,0.1431,0.1431,0.1431,0.1820,0.1820,0.1857,0.1857,0.1857
2025-02-21,NIFTY50,11:15,22759.25,0.2865,2,0.1307,Below,0.4849,Bullish,False,False,-0.2503,True,True,False,0.2709,0.2799,0.2865,0.2865,0.2865,0.2865,0.2865,0.2865,0.2865
2025-02-24,NIFTY50,10:45,22577.40,0.2596,1,0.0723,Below,0.8804,Bearish,False,False,-0.8089,False,True,True,0.1889,0.1889,0.1889,0.1889,0.2596,0.2596,0.2596,0.2596,0.2596
2025-02-25,NIFTY50,11:40,22568.45,0.2417,0,0.1183,Inside,0.6618,Bearish,False,False,-0.1636,True,True,True,0.0685,0.0968,0.0968,0.1416,0.1416,0.1416,0.1416,0.1416,0.2417
2025-02-27,NIFTY50,11:05,22543.30,0.1548,2,0.0652,Below,0.4941,Bullish,True,True,0.0949,True,True,True,0.1051,0.1051,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1548
2025-02-28,NIFTY50,10:45,22263.25,0.7115,1,0.0467,Below,0.4653,Bearish,False,False,-0.4952,False,True,True,0.1918,0.2419,0.7101,0.7101,0.7101,0.7101,0.7101,0.7101,0.7115
2025-03-04,NIFTY50,10:45,22070.20,0.1593,0,0.0416,Below,1.1612,Bearish,False,False,-0.6549,False,True,True,0.1543,0.1543,0.1543,0.1593,0.1593,0.1593,0.1593,0.1593,0.1593
2025-03-05,NIFTY50,10:55,22284.35,0.4961,3,0.1446,Above,0.6360,Bullish,False,False,-0.0435,True,True,True,0.4070,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961
2025-03-06,NIFTY50,14:20,22506.20,0.2233,2,0.3172,Above,1.4644,Bullish,False,False,0.6225,True,True,True,,,,,,0.0773,0.2233,0.2233,0.2233
2025-03-07,NIFTY50,11:30,22608.85,0.4414,1,0.4263,Above,1.3777,Bullish,False,False,-0.1599,True,True,True,0.3656,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414
2025-03-10,NIFTY50,11:00,22623.75,0.8606,0,0.0095,Above,0.7496,Bullish,False,False,-0.1359,True,True,True,0.1443,0.2670,0.2670,0.2670,0.4016,0.7832,0.8606,0.8606,0.8606
2025-03-12,NIFTY50,12:55,22367.70,0.5651,3,0.2361,Below,0.9219,Bullish,False,False,0.1709,True,True,False,,,0.0816,0.3469,0.3469,0.4804,0.5240,0.5651,0.5651
2025-03-13,NIFTY50,12:55,22459.00,0.3636,2,0.0505,Inside,1.1030,Bearish,True,True,0.3160,True,True,True,,,0.0579,0.1748,0.1748,0.2787,0.3636,0.3636,0.3636
2025-03-17,NIFTY50,10:50,22478.75,0.2311,1,0.2094,Above,0.8068,Bearish,False,False,-0.1967,True,False,True,0.2311,0.2311,0.2311,0.2311,0.2311,0.2311,0.2311,0.2311,0.2311
2025-03-18,NIFTY50,10:55,22750.80,0.4703,0,0.1295,Above,0.9945,Bullish,False,False,0.6820,False,True,True,0.1345,0.1743,0.2332,0.2332,0.2332,0.2332,0.3055,0.4347,0.4703
2025-03-20,NIFTY50,10:45,23037.60,0.7774,3,0.0969,Above,0.5795,Bullish,False,False,0.5631,False,True,True,0.1534,0.2058,0.3371,0.6168,0.7091,0.7774,0.7774,0.7774,0.7774
2025-03-21,NIFTY50,12:00,23359.65,0.3536,2,0.2748,Above,1.0468,Bullish,False,False,-0.0966,True,True,True,,0.1310,0.1843,0.1843,0.3536,0.3536,0.3536,0.3536,0.3536
2025-03-24,NIFTY50,11:15,23602.25,0.4512,1,0.2365,Above,1.1559,Bullish,False,False,0.7066,False,True,False,0.1727,0.2040,0.2040,0.2737,0.3205,0.4512,0.4512,0.4512,0.4512
2025-03-25,NIFTY50,12:10,23693.15,0.3872,0,0.2464,Above,1.1634,Bullish,False,False,0.3937,True,True,False,,0.1667,0.1667,0.2062,0.2074,0.2172,0.2172,0.2172,0.3872
2025-03-26,NIFTY50,14:35,23535.60,0.3565,2,0.1879,Below,1.1331,Bearish,False,False,0.1365,True,True,True,,,,,,,0.3565,0.3565,0.3565
2025-03-28,NIFTY50,12:05,23601.05,0.6392,1,0.1773,Above,0.9929,Bullish,False,False,0.0358,True,True,True,,0.4650,0.5407,0.5506,0.6245,0.6345,0.6345,0.6345,0.6392
2025-04-01,NIFTY50,11:55,23197.25,0.2623,0,0.0860,Below,0.8461,Bearish,False,False,-0.7579,True,True,True,0.1041,0.2130,0.2371,0.2623,0.2623,0.2623,0.2623,0.2623,0.2623
2025-04-02,NIFTY50,11:35,23286.15,0.2742,3,0.5298,Inside,1.8508,Bearish,True,True,0.1161,True,True,True,0.1718,0.1718,0.2027,0.2027,0.2027,0.2027,0.2742,0.2742,0.2742
2025-04-03,NIFTY50,11:15,23260.40,0.1477,2,0.2237,Inside,0.8210,Bullish,False,False,-0.7802,False,True,True,0.1477,0.1477,0.1477,0.1477,0.1477,0.1477,0.1477,0.1477,0.1477
2025-04-07,NIFTY50,10:45,22042.15,1.1126,1,0.3817,Below,1.5597,Bearish,False,False,-5.0036,False,False,True,0.4721,1.1126,1.1126,1.1126,1.1126,1.1126,1.1126,1.1126,1.1126
2025-04-08,NIFTY50,10:35,22297.50,1.7926,0,0.4921,Above,2.3029,Bullish,False,False,1.2867,False,True,False,0.8631,1.6002,1.6764,1.7926,1.7926,1.7926,1.7926,1.7926,1.7926
2025-04-09,NIFTY50,10:45,22402.70,0.2207,2,0.1535,Below,1.8919,Bullish,True,True,-0.3352,False,True,True,0.2207,0.2207,0.2207,0.2207,0.2207,0.2207,0.2207,0.2207,0.2207
2025-04-11,NIFTY50,10:45,22784.20,0.6131,1,0.0352,Above,0.5154,Bearish,False,False,1.3226,False,True,False,0.4911,0.6131,0.6131,0.6131,0.6131,0.6131,0.6131,0.6131,0.6131
2025-04-15,NIFTY50,10:45,23311.75,0.1945,0,0.0552,Above,1.0009,Bullish,False,False,2.3646,False,False,True,0.0862,0.1501,0.1656,0.1669,0.1669,0.1669,0.1669,0.1669,0.1945
2025-04-16,NIFTY50,12:40,23357.30,0.4063,3,0.1169,Above,0.6916,Bearish,False,False,0.0667,True,True,True,,,0.0754,0.3053,0.3053,0.3153,0.3436,0.3519,0.4063
2025-04-17,NIFTY50,14:15,23828.00,0.1861,2,0.2126,Above,0.7644,Bullish,False,False,-0.1508,True,True,False,,,,,,0.1469,0.1861,0.1861,0.1861
2025-04-21,NIFTY50,10:50,24095.00,0.3924,1,0.7496,Above,2.4057,Bullish,False,False,0.4088,False,True,True,0.2048,0.3629,0.3895,0.3924,0.3924,0.3924,0.3924,0.3924,0.3924
2025-04-22,NIFTY50,11:35,24199.15,0.2984,0,0.2186,Above,1.1851,Bullish,False,False,0.2481,True,True,False,0.0919,0.0919,0.1054,0.1277,0.1277,0.1277,0.2277,0.2277,0.2984
2025-04-23,NIFTY50,11:35,24200.30,0.5783,3,0.0275,Above,0.7059,Bearish,False,False,0.7876,True,True,False,0.2128,0.2128,0.2746,0.2746,0.4393,0.4744,0.5444,0.5783,0.5783
2025-04-24,NIFTY50,11:10,24279.05,0.2591,2,0.2454,Inside,0.9838,Bearish,True,True,-0.2098,True,True,True,0.1077,0.1077,0.1262,0.1262,0.1524,0.1617,0.2591,0.2591,0.2591
2025-04-25,NIFTY50,11:25,23912.05,0.9978,1,0.0970,Below,0.5432,Bearish,False,False,0.1745,True,True,True,0.2685,0.2685,0.5683,0.7195,0.9978,0.9978,0.9978,0.9978,0.9978
2025-04-29,NIFTY50,10:50,24330.85,0.1858,0,0.3407,Above,1.2374,Bullish,False,False,0.1735,True,True,True,0.1603,0.1603,0.1603,0.1858,0.1858,0.1858,0.1858,0.1858,0.1858
2025-04-30,NIFTY50,12:00,24346.95,0.6087,2,0.1047,Below,0.6858,Bearish,False,False,0.0251,True,True,True,,0.0741,0.0745,0.0832,0.0832,0.0936,0.2021,0.2021,0.6087
2025-05-02,NIFTY50,10:50,24427.40,0.7733,1,0.1008,Above,0.8112,Bearish,False,False,-0.0916,True,True,False,0.4407,0.7733,0.7733,0.7733,0.7733,0.7733,0.7733,0.7733,0.7733
2025-05-05,NIFTY50,10:55,24471.10,0.2315,0,0.1835,Above,1.4402,Bullish,True,True,0.2990,False,True,True,0.2315,0.2315,0.2315,0.2315,0.2315,0.2315,0.2315,0.2315,0.2315
2025-05-07,NIFTY50,11:10,24372.60,0.2372,4,0.1123,Below,0.7295,Bearish,False,False,-0.6001,True,False,True,0.2372,0.2372,0.2372,0.2372,0.2372,0.2372,0.2372,0.2372,0.2372
2025-05-08,NIFTY50,11:35,24407.75,1.0552,3,0.2178,Above,0.9404,Bullish,True,True,0.0700,True,False,True,0.0430,0.0453,0.0621,0.2405,0.3491,0.3861,0.6709,0.6709,1.0552
2025-05-09,NIFTY50,10:40,24009.25,0.4667,2,0.0684,Below,1.2238,Bearish,False,False,-1.3927,False,False,True,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667
2025-05-12,NIFTY50,10:45,24687.05,1.0441,1,0.1165,Above,0.9518,Bullish,False,False,1.7165,False,True,True,0.2378,0.4083,0.4861,0.6236,0.6753,0.8918,0.9857,1.0441,1.0441
2025-05-13,NIFTY50,10:55,24759.50,0.8562,0,0.7081,Inside,2.2706,Bullish,False,False,-0.2433,True,True,True,0.3162,0.4017,0.6539,0.6866,0.7411,0.8029,0.8029,0.8150,0.8562
2025-05-15,NIFTY50,12:30,24649.80,1.8923,3,0.0415,Below,0.9405,Bullish,False,False,0.1117,True,True,False,,,0.4158,1.3280,1.7850,1.8923,1.8923,1.8923,1.8923
2025-05-16,NIFTY50,10:45,24996.35,0.1732,2,0.6877,Above,2.4810,Bullish,True,True,0.0102,True,True,True,0.1732,0.1732,0.1732,0.1732,0.1732,0.1732,0.1732,0.1732,0.1732
