date,symbol,cooloff_time,cooloff_price,max_adverse_eod,dte,cpr_width,cpr_position,prev_range_pct,prev_trend,inside_day,no_prev_day_break,gap_pct,gap_filled,or_breakout,narrow_cooloff_candles,max_adv_1200,max_adv_1230,max_adv_1300,max_adv_1330,max_adv_1400,max_adv_1430,max_adv_1500,max_adv_1515,max_adv_1525
2025-05-21,NIFTY50,11:15,24909.40,0.8995,3,0.4199,Above,1.3801,Bearish,True,True,0.2445,False,True,False,0.5177,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995
2025-05-23,NIFTY50,12:15,24843.60,0.2351,2,0.0264,Above,1.1179,Bearish,False,False,0.1211,False,True,True,,0.1709,0.2325,0.2351,0.2351,0.2351,0.2351,0.2351,0.2351
2025-05-26,NIFTY50,10:50,24970.15,0.2173,1,0.2463,Above,1.1870,Bullish,False,False,0.2664,False,True,False,0.2173,0.2173,0.2173,0.2173,0.2173,0.2173,0.2173,0.2173,0.2173
2025-05-27,NIFTY50,10:50,24778.80,1.1465,0,0.0301,Below,0.7148,Bullish,False,False,-0.1780,False,True,True,1.1465,1.1465,1.1465,1.1465,1.1465,1.1465,1.1465,1.1465,1.1465
2025-05-28,NIFTY50,10:55,24781.65,0.1832,3,0.1536,Below,1.4453,Bearish,True,True,0.0254,True,True,False,0.1424,0.1424,0.1832,0.1832,0.1832,0.1832,0.1832,0.1832,0.1832
2025-05-29,NIFTY50,12:00,24744.40,0.5989,2,0.1297,Below,0.5139,Bearish,False,False,0.2935,True,True,True,,0.0697,0.2712,0.2712,0.2712,0.2712,0.2754,0.4555,0.5989
2025-06-02,NIFTY50,10:50,24618.00,0.5541,1,0.1076,Below,0.5921,Bearish,False,False,-0.3273,False,False,False,0.2015,0.4135,0.4946,0.4946,0.4946,0.4946,0.5541,0.5541,0.5541
2025-06-03,NIFTY50,12:10,24615.35,0.4599,0,0.2063,Below,0.9235,Bullish,False,False,0.2820,True,True,True,,0.1284,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599
2025-06-04,NIFTY50,11:30,24594.90,0.2007,4,0.3549,Inside,1.3974,Bearish,True,True,0.0731,True,True,True,0.0476,0.0579,0.1025,0.1025,0.1214,0.1508,0.2007,0.2007,0.2007
2025-06-05,NIFTY50,10:50,24693.95,0.8338,3,0.0890,Above,0.4622,Bullish,False,False,0.2884,True,True,True,0.4548,0.8338,0.8338,0.8338,0.8338,0.8338,0.8338,0.8338,0.8338
2025-06-06,NIFTY50,12:00,25011.85,0.1979,2,0.0150,Above,1.1585,Bullish,False,False,-0.0089,True,True,True,,0.1791,0.1833,0.1979,0.1979,0.1979,0.1979,0.1979,0.1979
2025-06-09,NIFTY50,10:50,25139.15,0.2214,1,0.4085,Above,1.4320,Bullish,False,False,0.6281,False,False,True,0.1466,0.1466,0.1466,0.1619,0.1619,0.2214,0.2214,0.2214,0.2214
2025-06-10,NIFTY50,12:20,25123.05,0.1469,0,0.0409,Above,0.3304,Bearish,False,False,0.3699,True,False,True,,0.0410,0.0784,0.0784,0.0784,0.0784,0.1176,0.1469,0.1469
2025-06-11,NIFTY50,13:05,25212.65,0.4145,4,0.0614,Above,0.5730,Bearish,False,False,0.1191,True,True,False,,,,0.2118,0.4145,0.4145,0.4145,0.4145,0.4145
2025-06-12,NIFTY50,12:10,25039.15,0.8517,3,0.0277,Below,0.5612,Bullish,False,False,0.0917,True,True,False,,0.0945,0.1412,0.4185,0.7470,0.8517,0.8517,0.8517,0.8517
2025-06-13,NIFTY50,10:45,24675.60,0.3191,2,0.3280,Below,1.4878,Bearish,False,False,-1.6683,False,True,True,0.1453,0.1986,0.1986,0.1986,0.3191,0.3191,0.3191,0.3191,0.3191
2025-06-16,NIFTY50,11:55,24892.20,0.3009,1,0.2838,Above,1.1382,Bullish,False,False,0.0556,True,True,False,0.0388,0.2045,0.2445,0.2445,0.2991,0.3009,0.3009,0.3009,0.3009
2025-06-17,NIFTY50,10:50,24875.75,0.2494,0,0.2979,Inside,1.0563,Bullish,False,False,0.1257,True,True,False,0.0969,0.1164,0.2494,0.2494,0.2494,0.2494,0.2494,0.2494,0.2494
2025-06-18,NIFTY50,12:35,24793.45,0.1734,3,0.1192,Below,0.6774,Bearish,False,False,-0.2617,True,True,False,,,0.1323,0.1323,0.1323,0.1734,0.1734,0.1734,0.1734
2025-06-19,NIFTY50,10:55,24811.45,0.3146,2,0.0992,Below,0.7944,Bullish,False,False,-0.0355,True,True,True,0.0814,0.0814,0.1582,0.1582,0.1582,0.1582,0.1582,0.1582,0.3146
2025-06-20,NIFTY50,11:40,25019.40,0.4668,1,0.0134,Above,0.5231,Bearish,False,False,-0.0226,True,True,True,0.0993,0.2212,0.2212,0.2356,0.2356,0.2356,0.3327,0.4532,0.4668
2025-06-24,NIFTY50,10:50,25210.20,0.8350,0,0.0828,Above,0.9296,Bullish,False,False,0.8329,False,True,True,0.3455,0.4264,0.4264,0.4871,0.8036,0.8350,0.8350,0.8350,0.8350
2025-06-25,NIFTY50,10:45,25198.40,0.2714,3,0.3035,Above,1.2697,Bearish,True,True,0.4233,False,True,True,0.0877,0.0877,0.0877,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714
2025-06-26,NIFTY50,10:50,25329.20,0.9321,2,0.1291,Above,0.5615,Bullish,False,False,0.0959,False,True,False,0.2442,0.3632,0.3632,0.4830,0.7829,0.7908,0.9240,0.9321,0.9321
2025-06-27,NIFTY50,12:05,25611.35,0.1673,1,0.3572,Above,1.1954,Bullish,False,False,0.1082,True,False,True,,0.0836,0.1484,0.1484,0.1484,0.1484,0.1673,0.1673,0.1673
2025-06-30,NIFTY50,11:15,25542.60,0.2713,0,0.1274,Below,0.5096,Bullish,False,False,0.0930,True,True,True,0.1497,0.2220,0.2220,0.2220,0.2713,0.2713,0.2713,0.2713,0.2713
2025-07-02,NIFTY50,11:45,25497.90,0.4673,4,0.0151,Below,0.3586,Bearish,False,False,0.1821,True,True,False,0.0698,0.0698,0.1473,0.4249,0.4469,0.4469,0.4673,0.4673,0.4673
2025-07-03,NIFTY50,11:10,25554.20,0.6647,3,0.1047,Above,0.9011,Bearish,True,True,0.2031,True,True,True,0.2714,0.2714,0.2714,0.2913,0.2913,0.5725,0.6647,0.6647,0.6647
2025-07-04,NIFTY50,09:45,25395.15,0.2957,2,0.2111,Below,0.7996,Bearish,False,False,0.0927,True,False,False,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2686,0.2817,0.2957
2025-07-07,NIFTY50,09:50,25465.65,0.1956,1,0.1575,Above,0.5444,Bullish,False,False,-0.0414,True,False,True,0.1908,0.1908,0.1908,0.1908,0.1908,0.1956,0.1956,0.1956,0.1956
2025-07-08,NIFTY50,11:30,25447.65,0.3945,0,0.0335,Below,0.3242,Bullish,False,False,-0.1314,True,False,True,0.0548,0.1153,0.1220,0.1281,0.1281,0.1281,0.2283,0.3945,0.3945
2025-07-10,NIFTY50,10:50,25389.05,0.1914,3,0.0273,Below,0.4881,Bearish,False,False,0.1395,True,True,False,0.1126,0.1254,0.1254,0.1254,0.1258,0.1654,0.1837,0.1837,0.1914
2025-07-11,NIFTY50,12:05,25154.65,0.2008,2,0.2020,Below,0.7241,Bearish,False,False,-0.3934,False,True,False,,0.0978,0.2008,0.2008,0.2008,0.2008,0.2008,0.2008,0.2008
2025-07-14,NIFTY50,10:50,25078.75,0.3062,1,0.2007,Below,0.7692,Bearish,False,False,-0.0014,True,False,True,0.2353,0.2353,0.2353,0.3062,0.3062,0.3062,0.3062,0.3062,0.3062
2025-07-15,NIFTY50,12:10,25205.95,0.1980,0,0.0154,Above,0.5946,Bearish,False,False,0.0287,False,True,True,,0.1303,0.1303,0.1303,0.1444,0.1843,0.1980,0.1980,0.1980
2025-07-16,NIFTY50,10:50,25132.05,0.4904,3,0.0767,Below,0.6221,Bullish,True,True,0.0032,True,True,True,0.3102,0.3102,0.4037,0.4037,0.4037,0.4904,0.4904,0.4904,0.4904
2025-07-18,NIFTY50,11:15,24958.90,0.1855,2,0.1543,Below,0.5470,Bearish,False,False,-0.0115,True,True,False,0.1541,0.1613,0.1613,0.1613,0.1613,0.1849,0.1855,0.1855,0.1855
2025-07-21,NIFTY50,11:15,25061.30,0.2921,1,0.1685,Above,0.9049,Bearish,False,False,0.1226,True,True,True,0.2442,0.2442,0.2442,0.2442,0.2921,0.2921,0.2921,0.2921,0.2921
2025-07-22,NIFTY50,10:20,25119.95,0.3360,0,0.2500,Above,0.9131,Bullish,False,False,0.3027,True,True,False,0.3360,0.3360,0.3360,0.3360,0.3360,0.3360,0.3360,0.3360,0.3360
2025-07-23,NIFTY50,10:50,25124.20,0.4350,3,0.1272,Above,0.5844,Bearish,True,True,0.3130,False,True,True,0.1122,0.2088,0.2561,0.2561,0.2870,0.3775,0.4257,0.4350,0.4350
2025-07-24,NIFTY50,10:55,25166.90,0.5889,2,0.1599,Inside,0.5868,Bullish,False,False,0.0928,True,True,True,0.5287,0.5889,0.5889,0.5889,0.5889,0.5889,0.5889,0.5889,0.5889
2025-07-28,NIFTY50,10:45,24782.95,0.5502,1,0.1911,Below,0.8214,Bearish,False,False,-0.2196,True,True,False,0.2490,0.2490,0.3053,0.4707,0.4917,0.5502,0.5502,0.5502,0.5502
2025-07-29,NIFTY50,12:40,24697.95,0.6041,0,0.2344,Below,0.9829,Bearish,False,False,-0.2887,True,True,True,,,0.0668,0.2733,0.4549,0.5272,0.5272,0.5401,0.6041
2025-07-30,NIFTY50,12:40,24857.25,0.1346,4,0.2645,Above,1.0014,Bullish,False,False,0.2792,True,True,True,,,0.0714,0.1032,0.1032,0.1334,0.1346,0.1346,0.1346
2025-07-31,NIFTY50,10:45,24719.15,0.9602,3,0.0481,Below,0.5244,Bearish,False,False,-0.8562,False,False,True,0.4177,0.5753,0.7561,0.8736,0.9602,0.9602,0.9602,0.9602,0.9602
2025-08-01,NIFTY50,10:20,24756.10,0.8929,2,0.0737,Below,1.2980,Bullish,True,True,-0.1350,True,True,True,0.4526,0.4526,0.5859,0.5859,0.5859,0.5859,0.6560,0.8929,0.8929
2025-08-04,NIFTY50,10:50,24625.85,0.4483,1,0.2551,Inside,1.0140,Bearish,True,True,0.1250,True,True,True,0.2388,0.2987,0.3915,0.3915,0.4418,0.4418,0.4418,0.4418,0.4483
2025-08-05,NIFTY50,10:55,24620.20,0.2069,0,0.2098,Below,0.7372,Bullish,True,True,-0.0101,True,True,False,0.1072,0.1970,0.1970,0.1970,0.1970,0.1970,0.1970,0.2069,0.2069
2025-08-06,NIFTY50,12:00,24594.35,0.2242,4,0.0328,Below,0.5793,Bearish,False,False,-0.0333,True,True,False,,0.1596,0.1596,0.1596,0.1596,0.1596,0.2242,0.2242,0.2242
2025-08-07,NIFTY50,11:50,24426.65,0.8497,3,0.0843,Below,0.5380,Bearish,False,False,-0.4476,False,True,False,0.0416,0.1058,0.1058,0.3377,0.3377,0.3564,0.5828,0.7549,0.8497
2025-08-08,NIFTY50,10:55,24422.70,0.3489,2,0.2908,Below,1.1792,Bullish,True,True,-0.2110,False,True,False,0.1230,0.1230,0.2401,0.2401,0.2401,0.2401,0.2401,0.3489,0.3489
2025-08-12,NIFTY50,12:00,24554.10,0.3602,0,0.3016,Above,1.0307,Bullish,False,False,-0.0883,True,True,False,,0.2926,0.3513,0.3513,0.3513,0.3513,0.3602,0.3602,0.3602
2025-08-13,NIFTY50,10:50,24581.95,0.3360,2,0.2626,Inside,0.9676,Bearish,True,True,0.4035,False,True,True,0.1751,0.1751,0.2160,0.2282,0.3360,0.3360,0.3360,0.3360,0.3360
2025-08-14,NIFTY50,13:55,24645.25,0.1962,1,0.0527,Above,0.5252,Bullish,False,False,-0.0491,True,True,False,,,,,0.0341,0.1962,0.1962,0.1962,0.1962
2025-08-19,NIFTY50,10:45,24928.35,0.3382,0,0.1618,Inside,0.6799,Bearish,True,True,0.0579,True,True,False,0.1847,0.3382,0.3382,0.3382,0.3382,0.3382,0.3382,0.3382,0.3382
2025-08-20,NIFTY50,11:35,25018.40,0.2810,3,0.0998,Above,0.5552,Bullish,False,False,-0.0594,True,True,True,0.0859,0.1299,0.1679,0.1807,0.2198,0.2686,0.2810,0.2810,0.2810
2025-08-21,NIFTY50,11:20,25131.05,0.2487,2,0.1102,Above,0.6347,Bullish,False,False,0.3651,False,True,True,0.1395,0.1600,0.1600,0.1858,0.2220,0.2220,0.2220,0.2220,0.2487
2025-08-22,NIFTY50,10:55,24910.45,0.2059,1,0.0545,Below,0.3937,Bearish,False,False,-0.0781,True,True,True,0.1917,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.1955,0.2059
2025-08-25,NIFTY50,11:15,24948.00,0.2948,0,0.2724,Inside,0.9075,Bearish,True,True,0.3179,False,True,True,0.1020,0.1399,0.1978,0.2219,0.2605,0.2948,0.2948,0.2948,0.2948
2025-08-28,NIFTY50,10:45,24641.65,0.6495,3,0.2491,Below,0.9309,Bearish,False,False,-0.0658,False,False,True,0.1471,0.2494,0.3403,0.4263,0.4383,0.4470,0.6110,0.6495,0.6495
2025-08-29,NIFTY50,12:05,24543.25,0.5645,2,0.2476,Inside,0.9022,Bearish,False,False,-0.1396,True,True,False,,0.1015,0.1426,0.1960,0.2710,0.3007,0.4131,0.5645,0.5645
2025-09-01,NIFTY50,10:45,24538.75,0.3947,1,0.1682,Above,0.6867,Bearish,True,True,0.0240,False,True,True,0.0848,0.1483,0.1661,0.2775,0.2802,0.3348,0.3947,0.3947,0.3947
2025-09-02,NIFTY50,11:05,24738.70,0.8745,0,0.2467,Above,0.8240,Bullish,False,False,0.1135,False,True,True,0.0944,0.1124,0.1124,0.2486,0.7474,0.8745,0.8745,0.8745,0.8745
2025-09-04,NIFTY50,10:45,24833.85,0.5060,3,0.2161,Above,0.8248,Bullish,False,False,1.0751,False,True,True,0.1403,0.2690,0.2690,0.2690,0.3078,0.4856,0.4856,0.5060,0.5060
2025-09-05,NIFTY50,11:35,24694.25,0.3908,2,0.2961,Below,1.1019,Bearish,False,False,0.3418,True,True,True,0.1630,0.2454,0.2942,0.2942,0.3908,0.3908,0.3908,0.3908,0.3908
2025-09-08,NIFTY50,10:50,24785.95,0.4016,1,0.0378,Above,0.8518,Bearish,False,False,0.2490,False,False,False,0.1721,0.2144,0.3256,0.3427,0.3427,0.3978,0.4016,0.4016,0.4016
2025-09-09,NIFTY50,10:40,24823.15,0.2766,0,0.1220,Above,0.5407,Bearish,True,True,0.3671,False,True,False,0.1315,0.1509,0.1859,0.1986,0.2048,0.2766,0.2766,0.2766,0.2766
2025-09-10,NIFTY50,10:45,24996.15,0.3244,3,0.0421,Above,0.3128,Bullish,False,False,0.4922,False,True,False,0.1268,0.1268,0.1268,0.1984,0.1984,0.2362,0.3244,0.3244,0.3244
2025-09-12,NIFTY50,10:45,25088.25,0.2041,2,0.0447,Above,0.3885,Bullish,False,False,0.2757,False,True,True,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041,0.2041
2025-09-15,NIFTY50,13:20,25113.80,0.2590,1,0.0671,Above,0.4038,Bullish,True,True,0.0195,True,True,False,,,,0.0526,0.2590,0.2590,0.2590,0.2590,0.2590
2025-09-16,NIFTY50,10:55,25153.80,0.4278,0,0.0648,Above,0.3578,Bearish,False,False,0.0176,False,True,False,0.0964,0.1876,0.1956,0.1956,0.1956,0.2326,0.3228,0.4031,0.4278
2025-09-17,NIFTY50,10:40,25312.25,0.1353,3,0.1937,Above,0.7566,Bullish,False,False,0.1486,False,False,True,0.1077,0.1349,0.1349,0.1353,0.1353,0.1353,0.1353,0.1353,0.1353
2025-09-18,NIFTY50,10:45,25424.60,0.3731,2,0.0509,Above,0.2809,Bullish,False,False,0.4374,False,False,True,0.0700,0.1089,0.2977,0.3058,0.3058,0.3499,0.3731,0.3731,0.3731
2025-09-22,NIFTY50,10:45,25309.05,0.6243,1,0.0802,Below,0.5624,Bearish,False,False,-0.3512,True,True,True,0.1665,0.1665,0.1665,0.1665,0.2246,0.3339,0.6243,0.6243,0.6243
2025-09-23,NIFTY50,11:05,25121.50,0.5589,0,0.1031,Below,0.7168,Bearish,False,False,0.0264,True,True,True,0.1467,0.2673,0.4072,0.4886,0.4886,0.5589,0.5589,0.5589,0.5589
2025-09-24,NIFTY50,10:45,25070.45,0.2856,4,0.0100,Below,0.7042,Bearish,False,False,-0.2414,False,False,True,0.1715,0.1715,0.2194,0.2856,0.2856,0.2856,0.2856,0.2856,0.2856
2025-09-25,NIFTY50,10:00,25038.55,0.6400,3,0.0844,Below,0.4885,Bearish,False,False,-0.0894,True,False,True,0.2576,0.2933,0.3155,0.3155,0.3155,0.3646,0.6162,0.6400,0.6400
2025-09-26,NIFTY50,10:45,24802.60,0.6981,2,0.2529,Below,0.8614,Bearish,False,False,-0.2905,False,False,True,0.2623,0.2623,0.2623,0.3959,0.6328,0.6981,0.6981,0.6981,0.6981
2025-09-29,NIFTY50,10:55,24744.30,0.5581,1,0.2544,Inside,0.9700,Bearish,True,True,0.2995,False,True,False,0.4074,0.4490,0.5581,0.5581,0.5581,0.5581,0.5581,0.5581,0.5581
2025-09-30,NIFTY50,11:40,24642.05,0.2206,0,0.1725,Below,0.7514,Bearish,False,False,0.2316,True,True,True,0.0668,0.1650,0.1680,0.1680,0.1680,0.2206,0.2206,0.2206,0.2206
2025-10-01,NIFTY50,11:00,24683.75,0.7462,3,0.1316,Above,0.5855,Bearish,True,True,0.0384,True,True,True,0.4965,0.5196,0.5196,0.5196,0.5196,0.6235,0.7462,0.7462,0.7462
2025-10-03,NIFTY50,11:10,24815.60,0.3595,2,0.2674,Above,1.0549,Bullish,True,True,-0.3090,True,False,True,0.0683,0.1416,0.1416,0.1416,0.1416,0.1416,0.3329,0.3595,0.3595
2025-10-06,NIFTY50,11:15,24996.00,0.3999,1,0.1826,Above,0.6317,Bullish,False,False,0.0896,True,True,False,0.0782,0.0782,0.2140,0.3587,0.3697,0.3697,0.3999,0.3999,0.3999
2025-10-07,NIFTY50,11:00,25155.05,0.2749,0,0.2368,Above,0.8545,Bullish,False,False,0.0305,True,True,True,0.2260,0.2260,0.2260,0.2260,0.2465,0.2618,0.2618,0.2749,0.2749
2025-10-08,NIFTY50,12:25,25025.80,0.4338,3,0.1069,Below,0.5759,Bullish,False,False,-0.1137,True,True,False,,0.0394,0.2493,0.3908,0.4338,0.4338,0.4338,0.4338,0.4338
2025-10-09,NIFTY50,12:25,25144.75,0.2167,2,0.1445,Above,0.7346,Bearish,True,True,0.1124,True,True,True,,0.0505,0.0927,0.0994,0.1293,0.1499,0.1949,0.2167,0.2167
2025-10-10,NIFTY50,10:50,25291.60,0.1548,1,0.1857,Above,0.6947,Bullish,False,False,-0.0562,True,True,False,0.0979,0.0979,0.1190,0.1342,0.1548,0.1548,0.1548,0.1548,0.1548
2025-10-14,NIFTY50,11:10,25174.00,0.4507,0,0.0464,Below,0.4559,Bullish,False,False,0.1990,True,True,False,0.2322,0.3553,0.4507,0.4507,0.4507,0.4507,0.4507,0.4507,0.4507
2025-10-15,NIFTY50,11:40,25304.85,0.2383,3,0.1058,Above,0.9934,Bearish,False,False,0.1450,False,True,False,0.0543,0.0875,0.1231,0.2272,0.2383,0.2383,0.2383,0.2383,0.2383
2025-10-16,NIFTY50,10:50,25458.40,0.6560,2,0.1616,Above,0.8127,Bullish,False,False,0.2818,False,True,True,0.0660,0.1964,0.2534,0.2942,0.3952,0.5521,0.6560,0.6560,0.6560
2025-10-17,NIFTY50,12:10,25760.60,0.5440,1,0.2198,Above,0.9715,Bullish,False,False,-0.1503,True,True,False,,0.0850,0.3432,0.4396,0.5440,0.5440,0.5440,0.5440,0.5440
2025-10-20,NIFTY50,10:50,25879.60,0.2852,0,0.1683,Above,1.0615,Bullish,False,False,0.4463,False,True,True,0.2212,0.2212,0.2212,0.2212,0.2212,0.2852,0.2852,0.2852,0.2852
2025-10-23,NIFTY50,10:50,26053.20,0.7322,3,0.0296,Above,0.4196,Bearish,False,False,0.7291,False,True,False,0.1299,0.1568,0.1958,0.1958,0.3099,0.4892,0.5671,0.7322,0.7322
2025-10-24,NIFTY50,10:20,25836.75,0.4588,2,0.2361,Below,0.9337,Bearish,False,False,0.1688,True,True,False,0.2051,0.2051,0.2051,0.3129,0.4588,0.4588,0.4588,0.4588,0.4588
2025-10-27,NIFTY50,10:50,25955.80,0.1932,1,0.0930,Above,0.8759,Bearish,False,False,0.1863,False,True,True,0.1788,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932
2025-10-28,NIFTY50,11:30,25872.50,0.3697,0,0.1274,Below,0.6892,Bullish,False,False,-0.1005,True,True,False,0.1131,0.1791,0.2959,0.3227,0.3227,0.3227,0.3227,0.3635,0.3697
2025-10-30,NIFTY50,10:20,25953.70,0.4179,3,0.0636,Below,0.5279,Bullish,False,False,-0.2668,False,True,False,0.1982,0.2189,0.2189,0.3165,0.3439,0.3439,0.4179,0.4179,0.4179
2025-10-31,NIFTY50,11:45,25794.95,0.3247,2,0.1564,Below,0.7219,Bearish,False,False,-0.0543,True,True,False,0.1295,0.1543,0.1543,0.1543,0.1601,0.2037,0.2849,0.3247,0.3247
2025-11-03,NIFTY50,11:15,25757.45,0.2347,1,0.2853,Below,0.9430,Bearish,False,False,-0.0982,True,True,True,0.1926,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347
2025-11-04,NIFTY50,10:55,25710.65,0.5144,0,0.1011,Below,0.6117,Bullish,True,True,-0.0722,True,True,True,0.2402,0.2402,0.2402,0.2515,0.2699,0.4590,0.4912,0.4920,0.5144
2025-11-07,NIFTY50,10:45,25377.25,0.6857,2,0.1973,Below,0.7354,Bearish,False,False,-0.2975,False,False,True,0.3708,0.3708,0.4941,0.6447,0.6857,0.6857,0.6857,0.6857,0.6857
2025-11-10,NIFTY50,11:45,25631.05,0.2690,1,0.1505,Above,0.9132,Bullish,False,False,0.0439,False,True,True,0.0468,0.0480,0.0874,0.0874,0.2011,0.2011,0.2011,0.2690,0.2690
2025-11-11,NIFTY50,11:35,25484.35,0.9082,0,0.0108,Below,0.5863,Bullish,False,False,0.1668,True,True,True,0.2227,0.4167,0.4167,0.5480,0.7395,0.8458,0.8570,0.8570,0.9082
2025-11-12,NIFTY50,10:50,25876.95,0.2226,3,0.2925,Above,1.0374,Bullish,False,False,0.5423,False,True,True,0.1194,0.1194,0.1830,0.2033,0.2226,0.2226,0.2226,0.2226,0.2226
2025-11-13,NIFTY50,12:05,25981.95,0.4457,2,0.0463,Above,0.5928,Bullish,False,False,0.1171,True,True,False,,0.0739,0.1736,0.1736,0.3087,0.4266,0.4315,0.4457,0.4457
2025-11-17,NIFTY50,10:45,25940.25,0.3236,1,0.1793,Above,0.7696,Bullish,False,False,0.1472,True,True,False,0.1185,0.1488,0.2184,0.2184,0.3051,0.3200,0.3200,0.3200,0.3236
2025-11-18,NIFTY50,11:05,25930.55,0.2568,0,0.1236,Below,0.4530,Bullish,False,False,0.0321,True,True,False,0.2030,0.2030,0.2030,0.2030,0.2208,0.2568,0.2568,0.2568,0.2568
2025-11-19,NIFTY50,11:25,25948.30,0.4869,4,0.1108,Inside,0.5919,Bearish,False,False,0.0311,True,True,True,0.1792,0.3214,0.3214,0.3492,0.3492,0.3969,0.4869,0.4869,0.4869
2025-11-20,NIFTY50,12:00,26145.70,0.3861,3,0.2237,Above,0.8385,Bullish,False,False,0.3050,False,True,False,,0.0838,0.1494,0.2270,0.3148,0.3861,0.3861,0.3861,0.3861
2025-11-21,NIFTY50,11:15,26099.55,0.3052,2,0.0948,Below,0.7004,Bullish,False,False,-0.3154,False,True,False,0.1096,0.2343,0.3052,0.3052,0.3052,0.3052,0.3052,0.3052,0.3052
2025-11-24,NIFTY50,10:05,26117.45,0.7861,1,0.1215,Above,0.4872,Bearish,True,True,0.2096,True,True,False,0.2077,0.2707,0.2707,0.2707,0.2707,0.3511,0.5370,0.6465,0.7861
2025-11-25,NIFTY50,10:50,25975.25,0.4533,0,0.1743,Below,0.8885,Bearish,True,True,0.1502,True,True,False,0.1852,0.1852,0.1852,0.1852,0.1856,0.2208,0.4098,0.4098,0.4533
2025-11-26,NIFTY50,11:00,26118.10,0.3716,4,0.1549,Above,0.6765,Bearish,False,False,-0.1617,True,True,False,0.1329,0.1694,0.2584,0.2960,0.3626,0.3626,0.3626,0.3716,0.3716
2025-11-27,NIFTY50,10:50,26291.30,0.5682,3,0.4504,Above,1.4203,Bullish,False,False,0.2135,False,True,True,0.2200,0.2904,0.2904,0.5574,0.5682,0.5682,0.5682,0.5682,0.5682
2025-11-28,NIFTY50,12:00,26244.25,0.1995,2,0.0270,Above,0.6429,Bearish,True,True,0.0835,True,True,True,,0.1006,0.1534,0.1537,0.1915,0.1915,0.1915,0.1915,0.1995
2025-12-01,NIFTY50,10:50,26229.65,0.4020,1,0.0601,Above,0.4135,Bearish,False,False,0.4688,False,True,False,0.1916,0.2770,0.3077,0.3077,0.3077,0.3077,0.4020,0.4020,0.4020
2025-12-02,NIFTY50,10:55,26098.20,0.3845,0,0.1253,Below,0.7702,Bearish,False,False,-0.3354,False,True,False,0.2201,0.2201,0.2385,0.2615,0.2665,0.2665,0.3845,0.3845,0.3845
2025-12-03,NIFTY50,10:55,25922.90,0.3175,3,0.1126,Below,0.6021,Bearish,False,False,-0.1049,True,True,True,0.1231,0.1695,0.1695,0.1695,0.1695,0.1695,0.2579,0.3175,0.3175
2025-12-04,NIFTY50,13:00,26005.85,0.2046,2,0.0187,Above,0.6752,Bearish,False,False,-0.0160,True,True,False,,,,0.0836,0.1671,0.1671,0.2046,0.2046,0.2046
2025-12-05,NIFTY50,12:10,26130.15,0.2773,1,0.0388,Above,0.6119,Bullish,False,False,-0.1304,True,True,True,,0.2023,0.2773,0.2773,0.2773,0.2773,0.2773,0.2773,0.2773
2025-12-09,NIFTY50,10:45,25800.45,0.4775,0,0.1920,Below,1.1034,Bearish,False,False,-0.3600,False,True,False,0.2907,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775
2025-12-10,NIFTY50,12:20,25826.30,0.3553,3,0.0357,Inside,0.7572,Bearish,False,False,0.0944,True,True,False,,0.1406,0.2257,0.2257,0.2501,0.3553,0.3553,0.3553,0.3553
2025-12-11,NIFTY50,11:40,25833.70,0.3449,2,0.2146,Inside,0.8273,Bearish,False,False,0.0520,True,True,True,0.1908,0.3310,0.3310,0.3310,0.3310,0.3449,0.3449,0.3449,0.3449
2025-12-12,NIFTY50,10:45,25953.80,0.3999,1,0.2336,Above,0.8863,Bullish,False,False,0.2805,False,True,False,0.3238,0.3238,0.3238,0.3238,0.3479,0.3949,0.3949,0.3999,0.3999
2025-12-15,NIFTY50,10:50,25992.35,0.2108,0,0.1254,Below,0.4574,Bullish,False,False,-0.4488,False,True,False,0.1185,0.1381,0.1447,0.2026,0.2026,0.2026,0.2108,0.2108,0.2108
2025-12-17,NIFTY50,10:50,25818.35,0.1859,3,0.1222,Below,0.5661,Bearish,False,False,0.1636,True,True,True,0.1276,0.1294,0.1503,0.1503,0.1503,0.1503,0.1859,0.1859,0.1859
2025-12-18,NIFTY50,11:45,25851.75,0.3129,2,0.0805,Above,0.6151,Bearish,False,False,-0.2086,True,True,True,0.1054,0.1460,0.1957,0.1957,0.1957,0.2804,0.3129,0.3129,0.3129
2025-12-19,NIFTY50,10:45,25967.05,0.2366,1,0.0032,Above,0.6819,Bullish,False,False,0.3717,False,True,True,0.2366,0.2366,0.2366,0.2366,0.2366,0.2366,0.2366,0.2366,0.2366
