id,entry_date,exit_date,entry_price,call_strike,put_strike,zone_width_pct,premium,exit_price,max_price,min_price,max_breach_pct,gross_pnl,net_pnl,pnl_rs,outcome,zone_held,signals,iv,atr,dte,expiry,config,leg
9,2023-11-02 00:00:00,2023-11-09 00:00:00,19133.25,19400,18850,2.87,241.02,19395.30078125,19464.4,19210.9,0.34,42.08,38.08,1584.0,partial,False,BB_SQ,0.1549,186.68,14,2023-11-16,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
10,2024-01-04 00:00:00,2024-01-11 00:00:00,21658.6,21950,21350,2.77,270.64,21647.19921875,21763.95,21448.65,0.0,124.55,120.55,5707.5,max_profit,True,BB_SQ,0.1518,207.04,14,2024-01-18,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
11,2024-01-31 00:00:00,2024-02-07 00:00:00,21725.7,22150,21300,3.91,224.99,21930.5,22126.8,21658.75,0.0,147.1,143.1,6835.0,max_profit,True,"BB_SQ,RSI_M",0.2134,292.01,8,2024-02-08,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
12,2024-02-15 00:00:00,2024-02-22 00:00:00,21910.75,22300,21500,3.65,343.31,22217.44921875,22252.5,21875.25,0.0,91.56,87.56,4058.0,max_profit,True,"BB_SQ,CHOP,ADX_L",0.1947,268.76,14,2024-02-29,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
13,2024-03-01 00:00:00,2024-03-11 00:00:00,22338.75,22650,22000,2.91,270.41,22332.650390625,22526.6,22224.35,0.0,133.13,129.13,6136.5,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1579,222.17,13,2024-03-14,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
14,2024-03-22 00:00:00,2024-04-02 00:00:00,22096.75,22450,21750,3.17,283.53,22453.30078125,22529.95,21947.55,0.36,47.39,43.39,1849.5,partial,False,"BB_SQ,ADX_L,RSI_M",0.1697,236.22,13,2024-04-04,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
15,2024-04-12 00:00:00,2024-04-22 00:00:00,22519.4,22850,22200,2.89,238.69,22336.400390625,22427.45,21777.65,1.88,106.22,102.22,4791.0,partial,False,"BB_SQ,ATR_C",0.1463,207.48,13,2024-04-25,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
16,2024-04-30 00:00:00,2024-05-08 00:00:00,22604.85,22950,22250,3.1,190.44,22302.5,22794.7,22185.2,0.29,82.48,78.48,3604.0,partial,False,"BB_SQ,RSI_M",0.1612,229.53,9,2024-05-09,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
17,2024-05-16 00:00:00,2024-05-24 00:00:00,22403.85,22800,22050,3.35,314.12,22957.099609375,23026.4,22345.65,1.01,-33.6,-37.6,-2200.0,loss,False,"BB_SQ,ADX_L,RSI_M",0.1763,248.86,14,2024-05-30,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
18,2024-06-19 00:00:00,2024-06-26 00:00:00,23516.0,24200,22850,5.74,323.59,23868.80078125,23889.9,23350.0,0.0,207.71,203.71,9865.5,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2985,442.19,8,2024-06-27,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
19,2024-07-11 00:00:00,2024-07-19 00:00:00,24315.95,24600,24000,2.47,243.43,24530.900390625,24854.8,24331.15,1.05,63.06,59.06,2633.0,partial,False,"BB_SQ,ATR_C",0.1268,194.29,14,2024-07-25,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
20,2024-08-14 00:00:00,2024-08-22 00:00:00,24143.75,24600,23700,3.73,222.64,24811.5,24867.35,24204.5,1.11,-72.77,-76.77,-4158.5,loss,False,"BB_SQ,RSI_M",0.1967,299.18,8,2024-08-22,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
21,2024-09-06 00:00:00,2024-09-13 00:00:00,24852.15,25100,24600,2.01,175.62,25356.5,25433.35,24753.15,1.34,-152.21,-156.21,-8130.5,loss,False,"BB_SQ,ATR_C",0.099,155.01,13,2024-09-19,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
22,2024-10-01 00:00:00,2024-10-09 00:00:00,25796.9,26150,25450,2.71,177.19,24981.94921875,25639.45,24694.35,2.93,-284.89,-240.0,-12000.0,stopped_out,False,BB_SQ,0.1363,221.48,9,2024-10-10,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
23,2024-10-18 00:00:00,2024-10-25 00:00:00,24854.05,25300,24400,3.62,345.78,24180.80078125,24978.3,24073.9,1.31,-10.57,-14.57,-1048.5,loss,False,BB_SQ,0.1883,294.79,13,2024-10-31,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
24,2024-11-05 00:00:00,2024-11-12 00:00:00,24213.3,24650,23750,3.72,256.12,23883.44921875,24537.6,23839.15,0.0,134.84,130.84,6222.0,max_profit,True,BB_SQ,0.198,301.99,9,2024-11-14,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
25,2024-12-03 00:00:00,2024-12-10 00:00:00,24457.15,24950,23950,4.09,264.3,24610.05078125,24857.75,24295.55,0.0,171.86,167.86,8073.0,max_profit,True,"BB_SQ,RSI_M",0.21,323.53,9,2024-12-12,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
26,2024-12-18 00:00:00,2024-12-26 00:00:00,24198.85,24600,23800,3.31,186.93,23750.19921875,24065.8,23537.35,1.09,35.67,31.67,1263.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1696,258.57,8,2024-12-26,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
27,2025-01-03 00:00:00,2025-01-10 00:00:00,24004.75,24450,23600,3.54,342.66,23431.5,24089.95,23344.35,1.06,19.46,15.46,453.0,partial,False,"BB_SQ,ATR_C",0.1894,286.41,13,2025-01-16,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
28,2025-01-20 00:00:00,2025-01-27 00:00:00,23344.75,23750,22950,3.43,244.01,22829.150390625,23426.3,22786.9,0.7,13.17,9.17,138.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1796,264.05,10,2025-01-30,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
29,2025-02-10 00:00:00,2025-02-17 00:00:00,23381.6,23750,23000,3.21,248.96,22959.5,23390.05,22725.45,1.17,62.81,58.81,2620.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1756,258.68,10,2025-02-20,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
30,2025-03-07 00:00:00,2025-03-17 00:00:00,22552.5,22900,22200,3.1,260.12,22508.75,22676.75,22314.7,0.0,132.5,128.5,6105.0,max_profit,True,"BB_SQ,ATR_C",0.1583,224.83,13,2025-03-20,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
31,2025-04-01 00:00:00,2025-04-08 00:00:00,23165.7,23550,22750,3.45,220.35,22535.849609375,23350.0,21743.65,4.34,-52.97,-56.97,-3168.5,loss,False,BB_SQ,0.1808,263.85,9,2025-04-10,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
32,2025-05-08 00:00:00,2025-05-15 00:00:00,24273.8,24700,23850,3.5,346.81,25062.099609375,25116.25,23935.75,1.71,-162.66,-166.66,-8653.0,loss,False,"BB_SQ,ATR_C",0.1815,277.56,14,2025-05-22,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
33,2025-05-23 00:00:00,2025-05-30 00:00:00,24853.15,25350,24350,4.02,412.41,24750.69921875,25079.2,24677.3,0.0,203.19,199.19,9639.5,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2179,341.15,13,2025-06-05,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
34,2025-06-17 00:00:00,2025-06-24 00:00:00,24853.4,25200,24500,2.82,206.86,25044.349609375,25317.7,24733.4,0.47,112.26,108.26,5093.0,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1529,239.36,9,2025-06-26,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
35,2025-07-04 00:00:00,2025-07-11 00:00:00,25461.0,25800,25150,2.55,254.76,25149.849609375,25548.7,25129.0,0.08,74.04,70.04,3182.0,partial,False,"BB_SQ,ATR_C",0.1342,215.25,13,2025-07-17,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
36,2025-07-23 00:00:00,2025-07-30 00:00:00,25219.9,25450,25000,1.78,127.83,24855.05078125,25246.25,24598.6,1.59,-36.05,-40.05,-2322.5,loss,False,"BB_SQ,ATR_C,RSI_M",0.1006,159.79,8,2025-07-31,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
37,2025-08-07 00:00:00,2025-08-14 00:00:00,24596.15,24900,24300,2.44,281.87,24631.30078125,24702.6,24337.5,0.0,125.05,121.05,5732.5,max_profit,True,BB_SQ,0.137,212.2,14,2025-08-21,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
38,2025-09-04 00:00:00,2025-09-11 00:00:00,24734.3,25050,24450,2.43,260.44,25005.5,25037.3,24621.6,0.0,58.71,54.71,2415.5,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1302,202.9,14,2025-09-18,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
39,2025-09-22 00:00:00,2025-09-29 00:00:00,25202.35,25450,24950,1.98,137.5,24634.900390625,25261.9,24606.2,1.36,-171.58,-175.58,-9099.0,loss,False,"BB_SQ,ATR_C",0.0981,155.72,10,2025-10-02,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
40,2025-10-08 00:00:00,2025-10-15 00:00:00,25046.15,25300,24800,2.0,146.72,25323.55078125,25365.15,25024.3,0.26,31.84,27.84,1072.0,partial,False,"BB_SQ,RSI_M",0.1145,180.62,8,2025-10-16,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
41,2025-10-30 00:00:00,2025-11-07 00:00:00,25877.85,26200,25550,2.51,264.06,25492.30078125,25953.75,25318.45,0.89,52.36,48.36,2098.0,partial,False,BB_SQ,0.1295,211.18,14,2025-11-13,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
42,2025-11-21 00:00:00,2025-11-28 00:00:00,26068.15,26350,25800,2.11,236.15,26202.94921875,26310.45,25842.95,0.0,94.05,90.05,4182.5,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1166,191.4,13,2025-12-04,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
43,2025-12-15 00:00:00,2025-12-22 00:00:00,26027.3,26350,25700,2.5,179.9,26172.400390625,26180.7,25726.3,0.0,95.52,91.52,4256.0,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.1242,203.68,10,2025-12-25,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
44,2026-01-01 00:00:00,2026-01-08 00:00:00,26146.55,26400,25900,1.91,193.24,25876.849609375,26373.2,25858.45,0.16,48.75,44.75,1917.5,partial,False,"BB_SQ,ATR_C,ADX_L",0.0956,157.38,14,2026-01-15,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
45,2026-01-28 00:00:00,2026-02-04 00:00:00,25342.75,25750,24950,3.16,213.3,25776.0,26341.2,24679.4,2.33,46.55,42.55,1807.5,partial,False,BB_SQ,0.1728,275.81,8,2026-02-05,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
46,2026-02-16 00:00:00,2026-02-23 00:00:00,25682.75,26200,25200,3.89,302.7,25713.0,25885.3,25379.75,0.0,192.83,188.83,9121.5,max_profit,True,"BB_SQ,ADX_L",0.2034,329.03,10,2026-02-26,COMBINED_6L_4L_BB_only_SD1.5_TF2.0,NIFTY
0,2023-05-09 00:00:00,2023-05-23 00:00:00,43198.15,43900,42500,3.24,647.42,43954.44921875,44151.7,42822.15,0.58,240.66,236.66,10169.7,partial,False,BB_SQ,0.1688,459.25,16,2023-05-25,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
1,2023-06-08 00:00:00,2023-06-22 00:00:00,43995.25,44600,43400,2.73,636.35,43724.8515625,44220.1,43345.95,0.12,339.7,335.7,14626.5,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1342,371.82,21,2023-06-29,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
2,2023-07-11 00:00:00,2023-07-25 00:00:00,44745.05,45400,44100,2.91,602.99,45845.0,46369.5,44547.8,2.17,-23.86,-27.86,-1733.7,loss,False,BB_SQ,0.1515,426.98,16,2023-07-27,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
3,2023-08-23 00:00:00,2023-09-06 00:00:00,44479.05,45100,43800,2.92,1125.73,44409.1015625,44949.9,43830.75,0.0,382.52,378.52,16553.4,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1508,422.65,36,2023-09-28,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
4,2023-10-03 00:00:00,2023-10-17 00:00:00,44399.05,45100,43700,3.15,946.06,44409.5,44710.55,43796.75,0.0,454.08,450.08,19773.6,max_profit,True,"BB_SQ,ADX_L",0.1732,484.32,23,2023-10-26,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
5,2023-11-02 00:00:00,2023-11-17 00:00:00,43017.2,43800,42200,3.72,1139.54,43583.94921875,44420.95,43221.0,1.44,353.57,349.57,15250.65,partial,False,BB_SQ,0.1916,519.28,28,2023-11-30,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
6,2024-01-01 00:00:00,2024-01-15 00:00:00,48234.3,49100,47400,3.52,1083.64,48158.30078125,48381.95,47010.8,0.81,514.35,510.35,22485.75,partial,False,BB_SQ,0.1826,554.96,24,2024-01-25,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
7,2024-02-01 00:00:00,2024-02-15 00:00:00,46188.65,47400,44900,5.41,1862.16,46218.8984375,46892.35,44633.85,0.58,753.68,749.68,33255.6,partial,False,BB_SQ,0.2881,838.29,28,2024-02-29,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
8,2024-03-14 00:00:00,2024-04-01 00:00:00,46789.95,47700,45800,4.06,1884.61,47578.25,47646.8,45828.8,0.0,385.01,381.01,16665.45,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,42,2024-04-25,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
9,2024-04-19 00:00:00,2024-05-06 00:00:00,47574.15,48400,46700,3.57,1677.55,48895.30078125,49974.75,47628.45,3.31,97.38,93.38,3722.1,partial,False,"BB_SQ,RSI_M",0.1902,570.05,41,2024-05-30,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
10,2024-05-22 00:00:00,2024-06-05 00:00:00,47781.95,48700,46900,3.77,1549.59,49054.6015625,51133.2,46077.85,5.09,154.56,150.56,6295.2,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,36,2024-06-27,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
11,2024-07-05 00:00:00,2024-07-22 00:00:00,52660.35,53800,51500,4.37,1331.62,52280.3984375,52794.55,51749.45,0.0,733.26,729.26,32336.7,max_profit,True,"BB_SQ,ATR_C",0.2335,774.72,20,2024-07-25,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
12,2024-08-16 00:00:00,2024-08-30 00:00:00,50516.9,51600,49400,4.35,2110.14,51351.0,51466.55,50283.55,0.0,470.12,466.12,20495.4,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,41,2024-09-26,COMBINED_6L_4L_BB_only_SD1.5_TF1.5,BNF
