symbol,side,entry_time,exit_time,entry,exit,bars_held,gross_pct,net_pct,reason
ADANIENT,LONG,2019-11-13 10:15:00,2019-11-13 13:15:00,195.25,199.61,3,0.022319216323219315,0.020819216323219314,MID
ADANIENT,LONG,2020-09-21 13:15:00,2020-09-21 14:15:00,277.6,272.05,1,-0.02000000000000013,-0.02150000000000013,SL
ADANIENT,SHORT,2022-05-30 09:15:00,2022-05-31 09:15:00,2165.8,2209.12,7,-0.019607843137255054,-0.021107843137255056,SL
ADANIENT,SHORT,2023-02-08 15:15:00,2023-02-09 09:15:00,2215.05,2126.45,1,0.04166666666666652,0.04016666666666652,TP
ADANIENT,SHORT,2023-03-01 10:15:00,2023-03-01 12:15:00,1558.55,1496.21,2,0.04166666666666674,0.04016666666666674,TP
ADANIENT,SHORT,2024-05-14 10:15:00,2024-05-14 11:15:00,2953.85,3012.93,1,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2024-05-14 11:15:00,2024-05-15 09:15:00,3018.35,3078.72,5,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,LONG,2024-06-04 10:15:00,2024-06-04 11:15:00,3115.05,3052.75,1,-0.020000000000000018,-0.02150000000000002,SL
ADANIENT,SHORT,2025-08-11 11:15:00,2025-08-12 09:15:00,2280.9,2269.38,5,0.0050746403234840365,0.0035746403234840365,MID
ADANIPORTS,SHORT,2018-02-26 09:15:00,2018-02-26 14:15:00,416.0,413.61,5,0.0057881634307199725,0.004288163430719973,MID
ADANIPORTS,SHORT,2018-05-31 14:15:00,2018-06-01 09:15:00,394.35,384.53,2,0.025533268106251672,0.02403326810625167,MID
ADANIPORTS,LONG,2018-08-07 09:15:00,2018-08-07 12:15:00,378.4,370.83,3,-0.019999999999999907,-0.021499999999999908,SL
ADANIPORTS,SHORT,2019-02-13 10:15:00,2019-02-13 14:15:00,346.0,341.17,4,0.014166260438317924,0.012666260438317924,MID
ADANIPORTS,LONG,2019-10-23 09:15:00,2019-10-24 12:15:00,399.2,399.23,10,8.194560379171101e-05,-0.001418054396208289,MID
ADANIPORTS,SHORT,2020-04-15 09:15:00,2020-04-15 13:15:00,274.4,271.13,4,0.012071218451762844,0.010571218451762844,MID
ADANIPORTS,LONG,2020-05-04 09:15:00,2020-05-05 09:15:00,264.3,267.54,7,0.012246768278080022,0.010746768278080023,MID
ADANIPORTS,LONG,2020-05-18 09:15:00,2020-05-19 09:15:00,296.75,298.11,7,0.00456889647803993,0.00306889647803993,MID
ADANIPORTS,LONG,2021-04-12 11:15:00,2021-04-13 09:15:00,745.4,730.49,5,-0.020000000000000018,-0.02150000000000002,SL
ADANIPORTS,SHORT,2022-05-30 09:15:00,2022-05-30 14:15:00,730.05,726.16,5,0.005356853404698603,0.0038568534046986027,MID
ADANIPORTS,SHORT,2023-02-07 09:15:00,2023-02-07 12:15:00,591.0,567.36,3,0.04166666666666674,0.04016666666666674,TP
ADANIPORTS,LONG,2023-08-14 09:15:00,2023-08-14 13:15:00,774.2,787.7,4,0.017443361508266753,0.01594336150826675,MID
ADANIPORTS,LONG,2023-08-23 14:15:00,2023-08-24 09:15:00,823.95,837.3,2,0.016204330389777644,0.014704330389777644,MID
ADANIPORTS,LONG,2023-08-31 09:15:00,2023-09-01 10:15:00,794.0,795.03,8,0.0012910332722848583,-0.00020896672771514172,MID
ADANIPORTS,LONG,2023-12-20 13:15:00,2023-12-20 15:15:00,1027.15,1006.61,2,-0.020000000000000018,-0.02150000000000002,SL
ADANIPORTS,LONG,2023-12-20 15:15:00,2023-12-21 13:15:00,1006.5,1021.55,5,0.014951394848996324,0.013451394848996325,MID
ADANIPORTS,SHORT,2024-12-03 09:15:00,2024-12-03 11:15:00,1259.95,1285.15,2,-0.019607843137254943,-0.021107843137254945,SL
AMBER,SHORT,2018-10-16 13:15:00,2018-10-17 10:15:00,925.0,914.75,4,0.011208966102563167,0.009708966102563167,MID
AMBER,LONG,2020-02-14 15:15:00,2020-02-17 09:15:00,1553.0,1521.94,1,-0.020000000000000018,-0.02150000000000002,SL
AMBER,SHORT,2021-08-12 09:15:00,2021-08-16 11:15:00,2911.85,2905.82,16,0.002075930363933054,0.0005759303639330539,MID
