label,spread_width_atr,long_offset_atr,hold_bars,squeeze_min,trend_atr_min,pt_pct,sl_pct,use_di,use_rsi,lots,total_trades,long_trades,short_trades,win_rate,profit_factor,total_pnl,avg_pnl_pct,long_avg_pnl_pct,short_avg_pnl_pct,cagr,sharpe,max_drawdown,calmar,final_equity,total_return_pct,avg_days_held,avg_dte,avg_debit_pts,avg_squeeze_bars,exit_hold,exit_pt,exit_sl,exit_expiry
SW1.0_LO0.5_H3_SQ2_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,3,2,1.5,1.0,0.6,False,False,5,19,11,8,31.6,0.53,-25691.0,-0.67,2.4,-4.9,-1.14,-0.06,2.83,-0.4,974309.0,-2.57,3.0,30.7,253.4,7.2,19,0,0,0
SW1.0_LO0.5_H3_SQ2_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,3,2,1.5,1.5,0.7,False,False,5,19,11,8,31.6,0.53,-25691.0,-0.67,2.4,-4.9,-1.14,-0.06,2.83,-0.4,974309.0,-2.57,3.0,30.7,253.4,7.2,19,0,0,0
SW1.0_LO0.5_H3_SQ3_noTF_PT50_SL40_SMA_L5,1.0,0.5,3,3,0,0.5,0.4,False,False,5,37,24,13,43.2,0.89,-9652.0,5.67,8.33,0.75,-0.38,0.69,2.26,-0.17,990348.0,-0.97,2.8,30.8,240.0,8.7,32,3,2,0
SW1.0_LO0.5_H3_SQ3_noTF_PT100_SL60_SMA_L5,1.0,0.5,3,3,0,1.0,0.6,False,False,5,37,24,13,43.2,0.81,-16566.0,4.59,8.23,-2.13,-0.65,0.56,2.26,-0.29,983434.0,-1.66,2.9,30.8,240.0,8.7,37,0,0,0
SW1.0_LO0.5_H3_SQ3_noTF_PT150_SL70_SMA_L5,1.0,0.5,3,3,0,1.5,0.7,False,False,5,37,24,13,43.2,0.81,-16566.0,4.59,8.23,-2.13,-0.65,0.56,2.26,-0.29,983434.0,-1.66,2.9,30.8,240.0,8.7,37,0,0,0
SW1.0_LO0.5_H3_SQ3_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,3,3,0.5,0.5,0.4,False,False,5,37,23,14,43.2,0.87,-11584.0,5.28,9.29,-1.31,-0.46,0.64,2.38,-0.19,988416.0,-1.16,2.8,30.6,239.0,8.4,32,3,2,0
SW1.0_LO0.5_H3_SQ3_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,3,3,0.5,1.0,0.6,False,False,5,37,23,14,43.2,0.79,-18497.0,4.2,9.18,-3.99,-0.73,0.51,2.42,-0.3,981503.0,-1.85,2.9,30.6,239.0,8.4,37,0,0,0
SW1.0_LO0.5_H3_SQ3_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,3,3,0.5,1.5,0.7,False,False,5,37,23,14,43.2,0.79,-18497.0,4.2,9.18,-3.99,-0.73,0.51,2.42,-0.3,981503.0,-1.85,2.9,30.6,239.0,8.4,37,0,0,0
SW1.0_LO0.5_H3_SQ3_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,3,3,1.0,0.5,0.4,False,False,5,27,16,11,37.0,0.78,-15050.0,5.02,4.26,6.11,-0.64,0.51,3.08,-0.21,984950.0,-1.51,2.9,31.5,239.0,8.0,23,3,1,0
SW1.0_LO0.5_H3_SQ3_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,3,3,1.0,1.0,0.6,False,False,5,27,16,11,37.0,0.7,-20831.0,3.92,4.11,3.63,-0.89,0.41,3.14,-0.28,979169.0,-2.08,3.0,31.5,239.0,8.0,27,0,0,0
SW1.0_LO0.5_H3_SQ3_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,3,3,1.0,1.5,0.7,False,False,5,27,16,11,37.0,0.7,-20831.0,3.92,4.11,3.63,-0.89,0.41,3.14,-0.28,979169.0,-2.08,3.0,31.5,239.0,8.0,27,0,0,0
SW1.0_LO0.5_H3_SQ3_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,3,3,1.5,0.5,0.4,False,False,5,18,11,7,33.3,0.69,-15042.0,2.37,2.63,1.97,-0.67,0.2,2.27,-0.29,984958.0,-1.5,2.9,30.2,257.1,7.5,15,2,1,0
SW1.0_LO0.5_H3_SQ3_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,3,3,1.5,1.0,0.6,False,False,5,18,11,7,33.3,0.58,-20822.0,0.72,2.4,-1.92,-0.93,0.07,2.34,-0.4,979178.0,-2.08,3.0,30.2,257.1,7.5,18,0,0,0
SW1.0_LO0.5_H3_SQ3_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,3,3,1.5,1.5,0.7,False,False,5,18,11,7,33.3,0.58,-20822.0,0.72,2.4,-1.92,-0.93,0.07,2.34,-0.4,979178.0,-2.08,3.0,30.2,257.1,7.5,18,0,0,0
SW1.0_LO0.5_H3_SQ5_noTF_PT50_SL40_SMA_L5,1.0,0.5,3,5,0,0.5,0.4,False,False,5,32,22,10,43.8,1.11,7167.0,8.28,9.3,6.02,0.28,0.92,1.76,0.16,1007167.0,0.72,2.8,31.1,240.4,9.6,28,3,1,0
SW1.0_LO0.5_H3_SQ5_noTF_PT100_SL60_SMA_L5,1.0,0.5,3,5,0,1.0,0.6,False,False,5,32,22,10,43.8,0.98,-1335.0,7.35,9.19,3.3,-0.05,0.84,1.76,-0.03,998665.0,-0.13,2.9,31.1,240.4,9.6,32,0,0,0
SW1.0_LO0.5_H3_SQ5_noTF_PT150_SL70_SMA_L5,1.0,0.5,3,5,0,1.5,0.7,False,False,5,32,22,10,43.8,0.98,-1335.0,7.35,9.19,3.3,-0.05,0.84,1.76,-0.03,998665.0,-0.13,2.9,31.1,240.4,9.6,32,0,0,0
SW1.0_LO0.5_H3_SQ5_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,3,5,0.5,0.5,0.4,False,False,5,31,21,10,45.2,1.17,10981.0,8.98,10.39,6.02,0.43,0.98,1.76,0.24,1010981.0,1.1,2.8,31.4,240.1,9.4,27,3,1,0
SW1.0_LO0.5_H3_SQ5_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,3,5,0.5,1.0,0.6,False,False,5,31,21,10,45.2,1.08,5201.0,8.03,10.28,3.3,0.2,0.9,1.76,0.12,1005201.0,0.52,2.9,31.4,240.1,9.4,31,0,0,0
SW1.0_LO0.5_H3_SQ5_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,3,5,0.5,1.5,0.7,False,False,5,31,21,10,45.2,1.08,5201.0,8.03,10.28,3.3,0.2,0.9,1.76,0.12,1005201.0,0.52,2.9,31.4,240.1,9.4,31,0,0,0
SW1.0_LO0.5_H3_SQ5_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,3,5,1.0,0.5,0.4,False,False,5,23,14,9,34.8,0.88,-7010.0,6.39,5.2,8.25,-0.31,0.57,2.58,-0.12,992990.0,-0.7,2.9,32.0,235.3,8.9,19,3,1,0
SW1.0_LO0.5_H3_SQ5_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,3,5,1.0,1.0,0.6,False,False,5,23,14,9,34.8,0.79,-12790.0,5.1,5.02,5.22,-0.56,0.47,2.65,-0.21,987210.0,-1.28,3.0,32.0,235.3,8.9,23,0,0,0
SW1.0_LO0.5_H3_SQ5_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,3,5,1.0,1.5,0.7,False,False,5,23,14,9,34.8,0.79,-12790.0,5.1,5.02,5.22,-0.56,0.47,2.65,-0.21,987210.0,-1.28,3.0,32.0,235.3,8.9,23,0,0,0
SW1.0_LO0.5_H3_SQ5_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,3,5,1.5,0.5,0.4,False,False,5,14,9,5,28.6,0.82,-7001.0,3.88,3.72,4.16,-0.32,0.27,1.78,-0.18,992999.0,-0.7,2.9,30.6,256.2,8.7,11,2,1,0
SW1.0_LO0.5_H3_SQ5_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,3,5,1.5,1.0,0.6,False,False,5,14,9,5,28.6,0.68,-12781.0,1.75,3.44,-1.29,-0.59,0.13,1.85,-0.32,987219.0,-1.28,3.0,30.6,256.2,8.7,14,0,0,0
SW1.0_LO0.5_H3_SQ5_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,3,5,1.5,1.5,0.7,False,False,5,14,9,5,28.6,0.68,-12781.0,1.75,3.44,-1.29,-0.59,0.13,1.85,-0.32,987219.0,-1.28,3.0,30.6,256.2,8.7,14,0,0,0
SW1.0_LO0.5_H5_SQ2_noTF_PT50_SL40_SMA_L5,1.0,0.5,5,2,0,0.5,0.4,False,False,5,37,22,15,43.2,1.04,3452.0,8.71,13.47,1.72,0.14,0.87,2.1,0.06,1003452.0,0.35,4.6,31.2,241.1,8.5,23,10,4,0
SW1.0_LO0.5_H5_SQ2_noTF_PT100_SL60_SMA_L5,1.0,0.5,5,2,0,1.0,0.6,False,False,5,36,21,15,38.9,0.74,-26401.0,3.84,9.26,-3.74,-1.05,0.42,3.24,-0.32,973599.0,-2.64,5.0,31.2,242.9,8.5,36,0,0,0
SW1.0_LO0.5_H5_SQ2_noTF_PT150_SL70_SMA_L5,1.0,0.5,5,2,0,1.5,0.7,False,False,5,36,21,15,38.9,0.74,-26401.0,3.84,9.26,-3.74,-1.05,0.42,3.24,-0.32,973599.0,-2.64,5.0,31.2,242.9,8.5,36,0,0,0
SW1.0_LO0.5_H5_SQ2_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,5,2,0.5,0.5,0.4,False,False,5,37,21,16,43.2,0.99,-890.0,7.88,15.07,-1.56,-0.04,0.77,2.53,-0.01,999110.0,-0.09,4.6,31.0,240.1,8.2,22,10,5,0
SW1.0_LO0.5_H5_SQ2_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,5,2,0.5,1.0,0.6,False,False,5,36,20,16,38.9,0.7,-30949.0,2.95,10.72,-6.76,-1.23,0.31,3.69,-0.33,969051.0,-3.09,5.0,31.1,241.9,8.2,36,0,0,0
SW1.0_LO0.5_H5_SQ2_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,5,2,0.5,1.5,0.7,False,False,5,36,20,16,38.9,0.7,-30949.0,2.95,10.72,-6.76,-1.23,0.31,3.69,-0.33,969051.0,-3.09,5.0,31.1,241.9,8.2,36,0,0,0
SW1.0_LO0.5_H5_SQ2_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,5,2,1.0,0.5,0.4,False,False,5,28,16,12,39.3,0.97,-2582.0,8.09,7.86,8.39,-0.11,0.69,2.62,-0.04,997418.0,-0.26,4.5,31.9,237.1,7.8,17,8,3,0
SW1.0_LO0.5_H5_SQ2_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,5,2,1.0,1.0,0.6,False,False,5,27,15,12,33.3,0.61,-32881.0,1.45,1.35,1.57,-1.4,0.14,4.04,-0.35,967119.0,-3.29,5.0,32.0,239.4,7.8,27,0,0,0
SW1.0_LO0.5_H5_SQ2_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,5,2,1.0,1.5,0.7,False,False,5,27,15,12,33.3,0.61,-32881.0,1.45,1.35,1.57,-1.4,0.14,4.04,-0.35,967119.0,-3.29,5.0,32.0,239.4,7.8,27,0,0,0
SW1.0_LO0.5_H5_SQ2_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,5,2,1.5,0.5,0.4,False,False,5,19,11,8,26.3,0.45,-40327.0,-4.12,-6.32,-1.1,-1.79,-0.32,4.11,-0.44,959673.0,-4.03,4.5,30.7,253.4,7.2,13,3,3,0
SW1.0_LO0.5_H5_SQ2_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,5,2,1.5,1.0,0.6,False,False,5,18,10,8,16.7,0.16,-64319.0,-13.24,-17.9,-7.4,-2.88,-1.45,6.43,-0.45,935681.0,-6.43,5.0,30.8,257.7,7.2,18,0,0,0
SW1.0_LO0.5_H5_SQ2_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,5,2,1.5,1.5,0.7,False,False,5,18,10,8,16.7,0.16,-64319.0,-13.24,-17.9,-7.4,-2.88,-1.45,6.43,-0.45,935681.0,-6.43,5.0,30.8,257.7,7.2,18,0,0,0
SW1.0_LO0.5_H5_SQ3_noTF_PT50_SL40_SMA_L5,1.0,0.5,5,3,0,0.5,0.4,False,False,5,35,23,12,45.7,1.14,12252.0,10.64,11.25,9.46,0.48,1.04,2.06,0.23,1012252.0,1.23,4.6,30.9,244.2,8.9,22,10,3,0
SW1.0_LO0.5_H5_SQ3_noTF_PT100_SL60_SMA_L5,1.0,0.5,5,3,0,1.0,0.6,False,False,5,34,22,12,41.2,0.81,-17601.0,5.54,7.13,2.64,-0.7,0.59,2.55,-0.27,982399.0,-1.76,5.0,30.9,246.2,8.9,34,0,0,0
SW1.0_LO0.5_H5_SQ3_noTF_PT150_SL70_SMA_L5,1.0,0.5,5,3,0,1.5,0.7,False,False,5,34,22,12,41.2,0.81,-17601.0,5.54,7.13,2.64,-0.7,0.59,2.55,-0.27,982399.0,-1.76,5.0,30.9,246.2,8.9,34,0,0,0
SW1.0_LO0.5_H5_SQ3_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,5,3,0.5,0.5,0.4,False,False,5,35,22,13,45.7,1.09,7910.0,9.76,12.68,4.83,0.31,0.92,2.07,0.15,1007910.0,0.79,4.5,30.7,243.1,8.6,21,10,4,0
SW1.0_LO0.5_H5_SQ3_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,5,3,0.5,1.0,0.6,False,False,5,34,21,13,41.2,0.77,-22149.0,4.6,8.42,-1.57,-0.88,0.47,3.01,-0.29,977851.0,-2.21,5.0,30.7,245.1,8.6,34,0,0,0
SW1.0_LO0.5_H5_SQ3_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,5,3,0.5,1.5,0.7,False,False,5,34,21,13,41.2,0.77,-22149.0,4.6,8.42,-1.57,-0.88,0.47,3.01,-0.29,977851.0,-2.21,5.0,30.7,245.1,8.6,34,0,0,0
SW1.0_LO0.5_H5_SQ3_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,5,3,1.0,0.5,0.4,False,False,5,27,16,11,40.7,1.01,1035.0,9.01,7.86,10.68,0.04,0.74,2.61,0.02,1001035.0,0.1,4.5,31.5,239.0,8.0,16,8,3,0
SW1.0_LO0.5_H5_SQ3_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,5,3,1.0,1.0,0.6,False,False,5,26,15,11,34.6,0.64,-29264.0,2.15,1.35,3.24,-1.24,0.2,3.87,-0.32,970736.0,-2.93,5.0,31.6,241.3,8.0,26,0,0,0
SW1.0_LO0.5_H5_SQ3_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,5,3,1.0,1.5,0.7,False,False,5,26,15,11,34.6,0.64,-29264.0,2.15,1.35,3.24,-1.24,0.2,3.87,-0.32,970736.0,-2.93,5.0,31.6,241.3,8.0,26,0,0,0
SW1.0_LO0.5_H5_SQ3_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,5,3,1.5,0.5,0.4,False,False,5,18,11,7,27.8,0.48,-36710.0,-3.41,-6.32,1.15,-1.63,-0.26,3.74,-0.44,963290.0,-3.67,4.5,30.2,257.1,7.5,12,3,3,0
SW1.0_LO0.5_H5_SQ3_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,5,3,1.5,1.0,0.6,False,False,5,17,10,7,17.6,0.17,-60702.0,-13.02,-17.9,-6.05,-2.71,-1.34,6.07,-0.45,939298.0,-6.07,5.0,30.2,261.8,7.5,17,0,0,0
SW1.0_LO0.5_H5_SQ3_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,5,3,1.5,1.5,0.7,False,False,5,17,10,7,17.6,0.17,-60702.0,-13.02,-17.9,-6.05,-2.71,-1.34,6.07,-0.45,939298.0,-6.07,5.0,30.2,261.8,7.5,17,0,0,0
SW1.0_LO0.5_H5_SQ5_noTF_PT50_SL40_SMA_L5,1.0,0.5,5,5,0,0.5,0.4,False,False,5,31,21,10,48.4,1.4,28526.0,13.57,12.88,15.02,1.12,1.22,1.6,0.7,1028527.0,2.85,4.5,31.1,242.1,9.6,19,10,2,0
SW1.0_LO0.5_H5_SQ5_noTF_PT100_SL60_SMA_L5,1.0,0.5,5,5,0,1.0,0.6,False,False,5,30,20,10,43.3,1.02,1506.0,7.89,8.43,6.83,0.06,0.77,2.1,0.03,1001506.0,0.15,5.0,31.2,244.3,9.7,30,0,0,0
SW1.0_LO0.5_H5_SQ5_noTF_PT150_SL70_SMA_L5,1.0,0.5,5,5,0,1.5,0.7,False,False,5,30,20,10,43.3,1.02,1506.0,7.89,8.43,6.83,0.06,0.77,2.1,0.03,1001506.0,0.15,5.0,31.2,244.3,9.7,30,0,0,0
SW1.0_LO0.5_H5_SQ5_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,5,5,0.5,0.5,0.4,False,False,5,30,20,10,50.0,1.5,33547.0,14.69,14.53,15.02,1.31,1.3,1.59,0.82,1033547.0,3.35,4.5,31.4,241.8,9.5,18,10,2,0
SW1.0_LO0.5_H5_SQ5_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,5,5,0.5,1.0,0.6,False,False,5,29,19,10,44.8,1.09,6527.0,8.86,9.93,6.83,0.26,0.84,1.63,0.16,1006527.0,0.65,5.0,31.5,244.1,9.6,29,0,0,0
SW1.0_LO0.5_H5_SQ5_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,5,5,0.5,1.5,0.7,False,False,5,29,19,10,44.8,1.09,6527.0,8.86,9.93,6.83,0.26,0.84,1.63,0.16,1006527.0,0.65,5.0,31.5,244.1,9.6,29,0,0,0
SW1.0_LO0.5_H5_SQ5_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,5,5,1.0,0.5,0.4,False,False,5,23,14,9,43.5,1.28,17309.0,12.68,9.83,17.12,0.76,0.95,1.53,0.49,1017309.0,1.73,4.4,32.0,235.3,8.9,13,8,2,0
SW1.0_LO0.5_H5_SQ5_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,5,5,1.0,1.0,0.6,False,False,5,22,13,9,36.4,0.8,-12989.0,4.74,2.47,8.02,-0.57,0.39,2.75,-0.21,987011.0,-1.3,5.0,32.1,237.9,8.9,22,0,0,0
SW1.0_LO0.5_H5_SQ5_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,5,5,1.0,1.5,0.7,False,False,5,22,13,9,36.4,0.8,-12989.0,4.74,2.47,8.02,-0.57,0.39,2.75,-0.21,987011.0,-1.3,5.0,32.1,237.9,8.9,22,0,0,0
SW1.0_LO0.5_H5_SQ5_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,5,5,1.5,0.5,0.4,False,False,5,14,9,5,28.6,0.62,-20436.0,-0.93,-6.41,8.92,-0.94,-0.06,2.62,-0.36,979564.0,-2.04,4.4,30.6,256.2,8.7,9,3,2,0
SW1.0_LO0.5_H5_SQ5_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,5,5,1.5,1.0,0.6,False,False,5,13,8,5,15.4,0.21,-44428.0,-13.31,-20.91,-1.16,-2.06,-1.17,4.44,-0.46,955572.0,-4.44,5.0,30.7,262.3,8.8,13,0,0,0
SW1.0_LO0.5_H5_SQ5_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,5,5,1.5,1.5,0.7,False,False,5,13,8,5,15.4,0.21,-44428.0,-13.31,-20.91,-1.16,-2.06,-1.17,4.44,-0.46,955572.0,-4.44,5.0,30.7,262.3,8.8,13,0,0,0
SW1.0_LO0.5_H7_SQ2_noTF_PT50_SL40_SMA_L5,1.0,0.5,7,2,0,0.5,0.4,False,False,5,32,19,13,31.2,0.7,-28301.0,2.89,1.46,4.98,-1.12,0.27,3.19,-0.35,971699.0,-2.83,6.0,32.1,242.9,8.8,20,7,5,0
SW1.0_LO0.5_H7_SQ2_noTF_PT100_SL60_SMA_L5,1.0,0.5,7,2,0,1.0,0.6,False,False,5,31,20,11,25.8,0.35,-71764.0,-5.08,-10.44,4.67,-2.89,-0.54,7.18,-0.4,928236.0,-7.18,7.0,32.1,247.5,9.1,29,0,2,0
SW1.0_LO0.5_H7_SQ2_noTF_PT150_SL70_SMA_L5,1.0,0.5,7,2,0,1.5,0.7,False,False,5,31,20,11,25.8,0.35,-71764.0,-5.08,-10.44,4.67,-2.89,-0.54,7.18,-0.4,928236.0,-7.18,7.0,32.1,247.5,9.1,30,0,1,0
SW1.0_LO0.5_H7_SQ2_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,7,2,0.5,0.5,0.4,False,False,5,32,18,14,31.2,0.66,-35313.0,1.49,1.87,1.0,-1.4,0.14,3.88,-0.36,964687.0,-3.53,5.9,31.9,241.8,8.5,19,7,6,0
SW1.0_LO0.5_H7_SQ2_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,7,2,0.5,1.0,0.6,False,False,5,31,19,12,29.0,0.5,-54192.0,-1.63,-10.68,12.7,-2.17,-0.15,5.91,-0.37,945808.0,-5.42,7.0,31.9,246.4,8.8,28,1,2,0
SW1.0_LO0.5_H7_SQ2_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,7,2,0.5,1.5,0.7,False,False,5,31,19,12,29.0,0.5,-54192.0,-1.63,-10.68,12.7,-2.17,-0.15,5.91,-0.37,945808.0,-5.42,7.0,31.9,246.4,8.8,30,0,1,0
SW1.0_LO0.5_H7_SQ2_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,7,2,1.0,0.5,0.4,False,False,5,25,15,10,36.0,0.86,-10617.0,5.94,-0.23,15.18,-0.45,0.46,2.09,-0.21,989383.0,-1.06,5.7,32.5,236.9,8.2,13,7,5,0
SW1.0_LO0.5_H7_SQ2_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,7,2,1.0,1.0,0.6,False,False,5,24,14,10,25.0,0.31,-67032.0,-7.53,-17.3,6.16,-2.88,-0.67,6.7,-0.43,932968.0,-6.7,7.0,32.6,239.4,8.2,22,0,2,0
SW1.0_LO0.5_H7_SQ2_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,7,2,1.0,1.5,0.7,False,False,5,24,14,10,25.0,0.31,-67032.0,-7.53,-17.3,6.16,-2.88,-0.67,6.7,-0.43,932968.0,-6.7,7.0,32.6,239.4,8.2,23,0,1,0
SW1.0_LO0.5_H7_SQ2_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,7,2,1.5,0.5,0.4,False,False,5,18,11,7,27.8,0.46,-43787.0,-7.07,-9.53,-3.2,-1.94,-0.49,4.4,-0.44,956213.0,-4.38,5.8,30.9,257.0,7.3,9,3,6,0
SW1.0_LO0.5_H7_SQ2_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,7,2,1.5,1.0,0.6,False,False,5,17,10,7,17.6,0.14,-79167.0,-19.61,-22.53,-15.43,-3.55,-1.73,7.92,-0.45,920833.0,-7.92,6.9,31.0,261.7,7.3,15,0,2,0
SW1.0_LO0.5_H7_SQ2_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,7,2,1.5,1.5,0.7,False,False,5,17,10,7,17.6,0.14,-79167.0,-19.61,-22.53,-15.43,-3.55,-1.73,7.92,-0.45,920833.0,-7.92,6.9,31.0,261.7,7.3,16,0,1,0
SW1.0_LO0.5_H7_SQ3_noTF_PT50_SL40_SMA_L5,1.0,0.5,7,3,0,0.5,0.4,False,False,5,31,21,10,35.5,0.93,-5868.0,6.65,1.72,16.99,-0.23,0.61,2.22,-0.1,994132.0,-0.59,5.9,31.7,247.2,9.3,18,8,5,0
SW1.0_LO0.5_H7_SQ3_noTF_PT100_SL60_SMA_L5,1.0,0.5,7,3,0,1.0,0.6,False,False,5,30,20,10,26.7,0.37,-66200.0,-4.31,-10.44,7.96,-2.66,-0.45,6.96,-0.38,933800.0,-6.62,7.0,31.8,249.5,9.4,28,0,2,0
SW1.0_LO0.5_H7_SQ3_noTF_PT150_SL70_SMA_L5,1.0,0.5,7,3,0,1.5,0.7,False,False,5,30,20,10,26.7,0.37,-66200.0,-4.31,-10.44,7.96,-2.66,-0.45,6.96,-0.38,933800.0,-6.62,7.0,31.8,249.5,9.4,29,0,1,0
SW1.0_LO0.5_H7_SQ3_TF0.5_PT50_SL40_SMA_L5,1.0,0.5,7,3,0.5,0.5,0.4,False,False,5,31,20,11,35.5,0.83,-15943.0,5.2,2.1,10.83,-0.63,0.46,2.46,-0.26,984057.0,-1.59,5.8,31.5,246.0,9.0,17,8,6,0
SW1.0_LO0.5_H7_SQ3_TF0.5_PT100_SL60_SMA_L5,1.0,0.5,7,3,0.5,1.0,0.6,False,False,5,30,19,11,30.0,0.52,-48967.0,-0.74,-10.68,16.42,-1.95,-0.07,5.88,-0.33,951033.0,-4.9,7.0,31.6,248.3,9.0,27,1,2,0
SW1.0_LO0.5_H7_SQ3_TF0.5_PT150_SL70_SMA_L5,1.0,0.5,7,3,0.5,1.5,0.7,False,False,5,30,19,11,30.0,0.52,-48967.0,-0.74,-10.68,16.42,-1.95,-0.07,5.88,-0.33,951033.0,-4.9,7.0,31.6,248.3,9.0,29,0,1,0
SW1.0_LO0.5_H7_SQ3_TF1.0_PT50_SL40_SMA_L5,1.0,0.5,7,3,1.0,0.5,0.4,False,False,5,24,15,9,37.5,0.97,-2330.0,7.36,-0.23,20.01,-0.1,0.56,2.08,-0.05,997670.0,-0.23,5.7,32.1,239.0,8.4,12,7,5,0
SW1.0_LO0.5_H7_SQ3_TF1.0_PT100_SL60_SMA_L5,1.0,0.5,7,3,1.0,1.0,0.6,False,False,5,23,14,9,26.1,0.33,-61807.0,-6.63,-17.3,9.98,-2.65,-0.57,6.53,-0.41,938193.0,-6.18,7.0,32.3,241.7,8.4,21,0,2,0
SW1.0_LO0.5_H7_SQ3_TF1.0_PT150_SL70_SMA_L5,1.0,0.5,7,3,1.0,1.5,0.7,False,False,5,23,14,9,26.1,0.33,-61807.0,-6.63,-17.3,9.98,-2.65,-0.57,6.53,-0.41,938193.0,-6.18,7.0,32.3,241.7,8.4,22,0,1,0
SW1.0_LO0.5_H7_SQ3_TF1.5_PT50_SL40_SMA_L5,1.0,0.5,7,3,1.5,0.5,0.4,False,False,5,17,11,6,29.4,0.49,-38562.0,-5.82,-9.53,0.98,-1.71,-0.38,3.88,-0.44,961438.0,-3.86,5.7,30.3,261.1,7.6,8,3,6,0
SW1.0_LO0.5_H7_SQ3_TF1.5_PT100_SL60_SMA_L5,1.0,0.5,7,3,1.5,1.0,0.6,False,False,5,16,10,6,18.8,0.15,-73603.0,-19.07,-22.53,-13.3,-3.3,-1.58,7.36,-0.45,926397.0,-7.36,6.9,30.4,266.4,7.6,14,0,2,0
SW1.0_LO0.5_H7_SQ3_TF1.5_PT150_SL70_SMA_L5,1.0,0.5,7,3,1.5,1.5,0.7,False,False,5,16,10,6,18.8,0.15,-73603.0,-19.07,-22.53,-13.3,-3.3,-1.58,7.36,-0.45,926397.0,-7.36,6.9,30.4,266.4,7.6,15,0,1,0
SW1.0_LO0.5_H7_SQ5_noTF_PT50_SL40_SMA_L5,1.0,0.5,7,5,0,0.5,0.4,False,False,5,28,19,9,39.3,1.06,4354.0,8.61,2.68,21.13,0.17,0.72,1.68,0.1,1004354.0,0.44,5.8,31.6,247.2,10.0,15,8,5,0
SW1.0_LO0.5_H7_SQ5_noTF_PT100_SL60_SMA_L5,1.0,0.5,7,5,0,1.0,0.6,False,False,5,27,18,9,29.6,0.41,-55979.0,-3.49,-10.79,11.1,-2.24,-0.33,5.95,-0.38,944021.0,-5.6,7.0,31.7,249.8,10.0,25,0,2,0
SW1.0_LO0.5_H7_SQ5_noTF_PT150_SL70_SMA_L5,1.0,0.5,7,5,0,1.5,0.7,False,False,5,27,18,9,29.6,0.41,-55979.0,-3.49,-10.79,11.1,-2.24,-0.33,5.95,-0.38,944021.0,-5.6,7.0,31.7,249.8,10.0,26,0,1,0
