label,spread_width_atr,long_offset_atr,hold_bars,squeeze_min,trend_atr_min,pt_pct,sl_pct,use_di,use_rsi,lots,total_trades,long_trades,short_trades,win_rate,profit_factor,total_pnl,avg_pnl_pct,long_avg_pnl_pct,short_avg_pnl_pct,cagr,sharpe,max_drawdown,calmar,final_equity,total_return_pct,avg_days_held,avg_dte,avg_debit_pts,avg_squeeze_bars,exit_hold,exit_pt,exit_sl,exit_expiry
SW0.5_LO0.0_H3_SQ2_noTF_PT50_SL40_SMA_L5,0.5,0.0,3,2,0,0.5,0.4,False,False,5,41,25,16,36.6,0.45,-38068.0,2.09,6.99,-5.56,-1.51,0.3,3.81,-0.4,961932.0,-3.81,2.9,31.4,138.7,8.0,37,2,2,0
SW0.5_LO0.0_H3_SQ2_noTF_PT100_SL60_SMA_L5,0.5,0.0,3,2,0,1.0,0.6,False,False,5,41,25,16,36.6,0.44,-38724.0,1.89,6.66,-5.56,-1.54,0.26,3.87,-0.4,961276.0,-3.87,2.9,31.4,138.7,8.0,40,0,1,0
SW0.5_LO0.0_H3_SQ2_noTF_PT150_SL70_SMA_L5,0.5,0.0,3,2,0,1.5,0.7,False,False,5,41,25,16,36.6,0.44,-38797.0,1.87,6.62,-5.56,-1.54,0.26,3.88,-0.4,961203.0,-3.88,2.9,31.4,138.7,8.0,41,0,0,0
SW0.5_LO0.0_H3_SQ2_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,3,2,0.5,0.5,0.4,False,False,5,40,23,17,37.5,0.48,-33527.0,3.22,10.45,-6.57,-1.33,0.47,3.35,-0.4,966473.0,-3.35,2.9,30.9,139.1,7.9,37,2,1,0
SW0.5_LO0.0_H3_SQ2_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,3,2,0.5,1.0,0.6,False,False,5,40,23,17,37.5,0.48,-33527.0,3.22,10.45,-6.57,-1.33,0.47,3.35,-0.4,966473.0,-3.35,2.9,30.9,139.1,7.9,40,0,0,0
SW0.5_LO0.0_H3_SQ2_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,3,2,0.5,1.5,0.7,False,False,5,40,23,17,37.5,0.48,-33527.0,3.22,10.45,-6.57,-1.33,0.47,3.35,-0.4,966473.0,-3.35,2.9,30.9,139.1,7.9,40,0,0,0
SW0.5_LO0.0_H3_SQ2_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,3,2,1.0,0.5,0.4,False,False,5,29,17,12,31.0,0.48,-25374.0,3.84,5.69,1.21,-1.08,0.48,2.75,-0.39,974626.0,-2.54,3.0,31.8,137.9,7.6,27,2,0,0
SW0.5_LO0.0_H3_SQ2_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,3,2,1.0,1.0,0.6,False,False,5,29,17,12,31.0,0.48,-25374.0,3.84,5.69,1.21,-1.08,0.48,2.75,-0.39,974626.0,-2.54,3.0,31.8,137.9,7.6,29,0,0,0
SW0.5_LO0.0_H3_SQ2_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,3,2,1.0,1.5,0.7,False,False,5,29,17,12,31.0,0.48,-25374.0,3.84,5.69,1.21,-1.08,0.48,2.75,-0.39,974626.0,-2.54,3.0,31.8,137.9,7.6,29,0,0,0
SW0.5_LO0.0_H3_SQ2_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,3,2,1.5,0.5,0.4,False,False,5,19,11,8,21.1,0.39,-21239.0,-0.36,1.98,-3.59,-0.94,-0.04,2.15,-0.44,978761.0,-2.12,3.0,30.7,147.3,7.2,18,1,0,0
SW0.5_LO0.0_H3_SQ2_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,3,2,1.5,1.0,0.6,False,False,5,19,11,8,21.1,0.39,-21239.0,-0.36,1.98,-3.59,-0.94,-0.04,2.15,-0.44,978761.0,-2.12,3.0,30.7,147.3,7.2,19,0,0,0
SW0.5_LO0.0_H3_SQ2_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,3,2,1.5,1.5,0.7,False,False,5,19,11,8,21.1,0.39,-21239.0,-0.36,1.98,-3.59,-0.94,-0.04,2.15,-0.44,978761.0,-2.12,3.0,30.7,147.3,7.2,19,0,0,0
SW0.5_LO0.0_H3_SQ3_noTF_PT50_SL40_SMA_L5,0.5,0.0,3,3,0,0.5,0.4,False,False,5,37,24,13,37.8,0.51,-27889.0,4.04,7.29,-1.95,-1.1,0.58,2.79,-0.4,972111.0,-2.79,2.9,30.8,142.3,8.7,34,2,1,0
SW0.5_LO0.0_H3_SQ3_noTF_PT100_SL60_SMA_L5,0.5,0.0,3,3,0,1.0,0.6,False,False,5,37,24,13,37.8,0.51,-27889.0,4.04,7.29,-1.95,-1.1,0.58,2.79,-0.4,972111.0,-2.79,2.9,30.8,142.3,8.7,37,0,0,0
SW0.5_LO0.0_H3_SQ3_noTF_PT150_SL70_SMA_L5,0.5,0.0,3,3,0,1.5,0.7,False,False,5,37,24,13,37.8,0.51,-27889.0,4.04,7.29,-1.95,-1.1,0.58,2.79,-0.4,972111.0,-2.79,2.9,30.8,142.3,8.7,37,0,0,0
SW0.5_LO0.0_H3_SQ3_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,3,3,0.5,0.5,0.4,False,False,5,37,23,14,37.8,0.5,-28958.0,3.72,8.07,-3.44,-1.15,0.53,2.9,-0.4,971042.0,-2.9,2.9,30.6,141.9,8.4,34,2,1,0
SW0.5_LO0.0_H3_SQ3_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,3,3,0.5,1.0,0.6,False,False,5,37,23,14,37.8,0.5,-28958.0,3.72,8.07,-3.44,-1.15,0.53,2.9,-0.4,971042.0,-2.9,2.9,30.6,141.9,8.4,37,0,0,0
SW0.5_LO0.0_H3_SQ3_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,3,3,0.5,1.5,0.7,False,False,5,37,23,14,37.8,0.5,-28958.0,3.72,8.07,-3.44,-1.15,0.53,2.9,-0.4,971042.0,-2.9,2.9,30.6,141.9,8.4,37,0,0,0
SW0.5_LO0.0_H3_SQ3_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,3,3,1.0,0.5,0.4,False,False,5,27,16,11,29.6,0.47,-24530.0,3.47,3.54,3.37,-1.05,0.43,2.66,-0.39,975470.0,-2.45,3.0,31.5,140.9,8.0,25,2,0,0
SW0.5_LO0.0_H3_SQ3_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,3,3,1.0,1.0,0.6,False,False,5,27,16,11,29.6,0.47,-24530.0,3.47,3.54,3.37,-1.05,0.43,2.66,-0.39,975470.0,-2.45,3.0,31.5,140.9,8.0,27,0,0,0
SW0.5_LO0.0_H3_SQ3_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,3,3,1.0,1.5,0.7,False,False,5,27,16,11,29.6,0.47,-24530.0,3.47,3.54,3.37,-1.05,0.43,2.66,-0.39,975470.0,-2.45,3.0,31.5,140.9,8.0,27,0,0,0
SW0.5_LO0.0_H3_SQ3_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,3,3,1.5,0.5,0.4,False,False,5,18,11,7,22.2,0.43,-18481.0,0.87,1.98,-0.89,-0.82,0.1,1.88,-0.44,981519.0,-1.85,3.0,30.2,150.5,7.5,17,1,0,0
SW0.5_LO0.0_H3_SQ3_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,3,3,1.5,1.0,0.6,False,False,5,18,11,7,22.2,0.43,-18481.0,0.87,1.98,-0.89,-0.82,0.1,1.88,-0.44,981519.0,-1.85,3.0,30.2,150.5,7.5,18,0,0,0
SW0.5_LO0.0_H3_SQ3_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,3,3,1.5,1.5,0.7,False,False,5,18,11,7,22.2,0.43,-18481.0,0.87,1.98,-0.89,-0.82,0.1,1.88,-0.44,981519.0,-1.85,3.0,30.2,150.5,7.5,18,0,0,0
SW0.5_LO0.0_H3_SQ5_noTF_PT50_SL40_SMA_L5,0.5,0.0,3,5,0,0.5,0.4,False,False,5,32,22,10,40.6,0.62,-17017.0,6.43,8.1,2.75,-0.67,0.86,2.02,-0.33,982983.0,-1.7,2.9,31.1,142.0,9.6,30,2,0,0
SW0.5_LO0.0_H3_SQ5_noTF_PT100_SL60_SMA_L5,0.5,0.0,3,5,0,1.0,0.6,False,False,5,32,22,10,40.6,0.62,-17017.0,6.43,8.1,2.75,-0.67,0.86,2.02,-0.33,982983.0,-1.7,2.9,31.1,142.0,9.6,32,0,0,0
SW0.5_LO0.0_H3_SQ5_noTF_PT150_SL70_SMA_L5,0.5,0.0,3,5,0,1.5,0.7,False,False,5,32,22,10,40.6,0.62,-17017.0,6.43,8.1,2.75,-0.67,0.86,2.02,-0.33,982983.0,-1.7,2.9,31.1,142.0,9.6,32,0,0,0
SW0.5_LO0.0_H3_SQ5_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,3,5,0.5,0.5,0.4,False,False,5,31,21,10,41.9,0.66,-14571.0,6.98,9.0,2.75,-0.57,0.91,1.77,-0.32,985429.0,-1.46,2.9,31.4,141.8,9.4,29,2,0,0
SW0.5_LO0.0_H3_SQ5_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,3,5,0.5,1.0,0.6,False,False,5,31,21,10,41.9,0.66,-14571.0,6.98,9.0,2.75,-0.57,0.91,1.77,-0.32,985429.0,-1.46,2.9,31.4,141.8,9.4,31,0,0,0
SW0.5_LO0.0_H3_SQ5_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,3,5,0.5,1.5,0.7,False,False,5,31,21,10,41.9,0.66,-14571.0,6.98,9.0,2.75,-0.57,0.91,1.77,-0.32,985429.0,-1.46,2.9,31.4,141.8,9.4,31,0,0,0
SW0.5_LO0.0_H3_SQ5_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,3,5,1.0,0.5,0.4,False,False,5,23,14,9,30.4,0.54,-18112.0,4.35,4.27,4.47,-0.8,0.47,2.31,-0.35,981888.0,-1.81,3.0,32.0,137.8,8.9,21,2,0,0
SW0.5_LO0.0_H3_SQ5_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,3,5,1.0,1.0,0.6,False,False,5,23,14,9,30.4,0.54,-18112.0,4.35,4.27,4.47,-0.8,0.47,2.31,-0.35,981888.0,-1.81,3.0,32.0,137.8,8.9,23,0,0,0
SW0.5_LO0.0_H3_SQ5_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,3,5,1.0,1.5,0.7,False,False,5,23,14,9,30.4,0.54,-18112.0,4.35,4.27,4.47,-0.8,0.47,2.31,-0.35,981888.0,-1.81,3.0,32.0,137.8,8.9,23,0,0,0
SW0.5_LO0.0_H3_SQ5_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,3,5,1.5,0.5,0.4,False,False,5,14,9,5,21.4,0.53,-12063.0,1.57,2.79,-0.61,-0.56,0.14,1.52,-0.36,987937.0,-1.21,3.0,30.6,148.1,8.7,13,1,0,0
SW0.5_LO0.0_H3_SQ5_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,3,5,1.5,1.0,0.6,False,False,5,14,9,5,21.4,0.53,-12063.0,1.57,2.79,-0.61,-0.56,0.14,1.52,-0.36,987937.0,-1.21,3.0,30.6,148.1,8.7,14,0,0,0
SW0.5_LO0.0_H3_SQ5_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,3,5,1.5,1.5,0.7,False,False,5,14,9,5,21.4,0.53,-12063.0,1.57,2.79,-0.61,-0.56,0.14,1.52,-0.36,987937.0,-1.21,3.0,30.6,148.1,8.7,14,0,0,0
SW0.5_LO0.0_H5_SQ2_noTF_PT50_SL40_SMA_L5,0.5,0.0,5,2,0,0.5,0.4,False,False,5,36,21,15,30.6,0.56,-27435.0,4.74,8.65,-0.73,-1.09,0.58,2.78,-0.39,972565.0,-2.74,4.9,31.2,143.9,8.5,28,5,3,0
SW0.5_LO0.0_H5_SQ2_noTF_PT100_SL60_SMA_L5,0.5,0.0,5,2,0,1.0,0.6,False,False,5,36,21,15,30.6,0.53,-29176.0,4.03,8.59,-2.37,-1.16,0.51,2.95,-0.39,970824.0,-2.92,5.0,31.2,143.9,8.5,36,0,0,0
SW0.5_LO0.0_H5_SQ2_noTF_PT150_SL70_SMA_L5,0.5,0.0,5,2,0,1.5,0.7,False,False,5,36,21,15,30.6,0.53,-29176.0,4.03,8.59,-2.37,-1.16,0.51,2.95,-0.39,970824.0,-2.92,5.0,31.2,143.9,8.5,36,0,0,0
SW0.5_LO0.0_H5_SQ2_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,5,2,0.5,0.5,0.4,False,False,5,36,20,16,30.6,0.53,-30041.0,3.96,9.85,-3.41,-1.2,0.47,3.04,-0.39,969959.0,-3.0,4.9,31.1,143.4,8.2,27,5,4,0
SW0.5_LO0.0_H5_SQ2_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,5,2,0.5,1.0,0.6,False,False,5,36,20,16,30.6,0.51,-31829.0,3.23,9.79,-4.97,-1.27,0.4,3.22,-0.39,968171.0,-3.18,5.0,31.1,143.4,8.2,36,0,0,0
SW0.5_LO0.0_H5_SQ2_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,5,2,0.5,1.5,0.7,False,False,5,36,20,16,30.6,0.51,-31829.0,3.23,9.79,-4.97,-1.27,0.4,3.22,-0.39,968171.0,-3.18,5.0,31.1,143.4,8.2,36,0,0,0
SW0.5_LO0.0_H5_SQ2_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,5,2,1.0,0.5,0.4,False,False,5,27,15,12,25.9,0.49,-26678.0,2.77,1.43,4.45,-1.13,0.29,2.84,-0.4,973322.0,-2.67,4.9,32.0,140.4,7.8,21,4,2,0
SW0.5_LO0.0_H5_SQ2_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,5,2,1.0,1.0,0.6,False,False,5,27,15,12,25.9,0.45,-28419.0,1.82,1.35,2.42,-1.21,0.2,2.97,-0.41,971581.0,-2.84,5.0,32.0,140.4,7.8,27,0,0,0
SW0.5_LO0.0_H5_SQ2_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,5,2,1.0,1.5,0.7,False,False,5,27,15,12,25.9,0.45,-28419.0,1.82,1.35,2.42,-1.21,0.2,2.97,-0.41,971581.0,-2.84,5.0,32.0,140.4,7.8,27,0,0,0
SW0.5_LO0.0_H5_SQ2_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,5,2,1.5,0.5,0.4,False,False,5,18,10,8,5.6,0.16,-39067.0,-10.6,-15.14,-4.92,-1.74,-1.31,3.91,-0.44,960933.0,-3.91,5.0,30.8,149.7,7.2,16,0,2,0
SW0.5_LO0.0_H5_SQ2_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,5,2,1.5,1.0,0.6,False,False,5,18,10,8,5.6,0.16,-39067.0,-10.6,-15.14,-4.92,-1.74,-1.31,3.91,-0.44,960933.0,-3.91,5.0,30.8,149.7,7.2,18,0,0,0
SW0.5_LO0.0_H5_SQ2_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,5,2,1.5,1.5,0.7,False,False,5,18,10,8,5.6,0.16,-39067.0,-10.6,-15.14,-4.92,-1.74,-1.31,3.91,-0.44,960933.0,-3.91,5.0,30.8,149.7,7.2,18,0,0,0
SW0.5_LO0.0_H5_SQ3_noTF_PT50_SL40_SMA_L5,0.5,0.0,5,3,0,0.5,0.4,False,False,5,34,22,12,32.4,0.61,-21634.0,6.25,6.73,5.37,-0.86,0.74,2.2,-0.39,978366.0,-2.16,4.9,30.9,146.2,8.9,27,5,2,0
SW0.5_LO0.0_H5_SQ3_noTF_PT100_SL60_SMA_L5,0.5,0.0,5,3,0,1.0,0.6,False,False,5,34,22,12,32.4,0.58,-23375.0,5.49,6.67,3.33,-0.93,0.68,2.37,-0.39,976625.0,-2.34,5.0,30.9,146.2,8.9,34,0,0,0
SW0.5_LO0.0_H5_SQ3_noTF_PT150_SL70_SMA_L5,0.5,0.0,5,3,0,1.5,0.7,False,False,5,34,22,12,32.4,0.58,-23375.0,5.49,6.67,3.33,-0.93,0.68,2.37,-0.39,976625.0,-2.34,5.0,30.9,146.2,8.9,34,0,0,0
SW0.5_LO0.0_H5_SQ3_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,5,3,0.5,0.5,0.4,False,False,5,34,21,13,32.4,0.59,-24240.0,5.42,7.79,1.6,-0.96,0.63,2.46,-0.39,975760.0,-2.42,4.9,30.7,145.7,8.6,26,5,3,0
SW0.5_LO0.0_H5_SQ3_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,5,3,0.5,1.0,0.6,False,False,5,34,21,13,32.4,0.56,-26029.0,4.65,7.73,-0.32,-1.04,0.56,2.64,-0.39,973971.0,-2.6,5.0,30.7,145.7,8.6,34,0,0,0
SW0.5_LO0.0_H5_SQ3_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,5,3,0.5,1.5,0.7,False,False,5,34,21,13,32.4,0.56,-26029.0,4.65,7.73,-0.32,-1.04,0.56,2.64,-0.39,973971.0,-2.6,5.0,30.7,145.7,8.6,34,0,0,0
SW0.5_LO0.0_H5_SQ3_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,5,3,1.0,0.5,0.4,False,False,5,26,15,11,26.9,0.51,-24496.0,3.42,1.43,6.12,-1.04,0.35,2.62,-0.4,975504.0,-2.45,4.8,31.6,142.3,8.0,20,4,2,0
SW0.5_LO0.0_H5_SQ3_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,5,3,1.0,1.0,0.6,False,False,5,26,15,11,26.9,0.47,-26237.0,2.43,1.35,3.9,-1.12,0.26,2.75,-0.41,973763.0,-2.62,5.0,31.6,142.3,8.0,26,0,0,0
SW0.5_LO0.0_H5_SQ3_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,5,3,1.0,1.5,0.7,False,False,5,26,15,11,26.9,0.47,-26237.0,2.43,1.35,3.9,-1.12,0.26,2.75,-0.41,973763.0,-2.62,5.0,31.6,142.3,8.0,26,0,0,0
SW0.5_LO0.0_H5_SQ3_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,5,3,1.5,0.5,0.4,False,False,5,17,10,7,5.9,0.16,-36886.0,-10.4,-15.14,-3.64,-1.64,-1.22,3.69,-0.44,963114.0,-3.69,5.0,30.2,153.3,7.5,15,0,2,0
SW0.5_LO0.0_H5_SQ3_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,5,3,1.5,1.0,0.6,False,False,5,17,10,7,5.9,0.16,-36886.0,-10.4,-15.14,-3.64,-1.64,-1.22,3.69,-0.44,963114.0,-3.69,5.0,30.2,153.3,7.5,17,0,0,0
SW0.5_LO0.0_H5_SQ3_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,5,3,1.5,1.5,0.7,False,False,5,17,10,7,5.9,0.16,-36886.0,-10.4,-15.14,-3.64,-1.64,-1.22,3.69,-0.44,963114.0,-3.69,5.0,30.2,153.3,7.5,17,0,0,0
SW0.5_LO0.0_H5_SQ5_noTF_PT50_SL40_SMA_L5,0.5,0.0,5,5,0,0.5,0.4,False,False,5,30,20,10,36.7,0.75,-11341.0,8.31,7.84,9.25,-0.45,0.91,1.52,-0.3,988659.0,-1.13,4.9,31.2,144.5,9.7,23,5,2,0
SW0.5_LO0.0_H5_SQ5_noTF_PT100_SL60_SMA_L5,0.5,0.0,5,5,0,1.0,0.6,False,False,5,30,20,10,36.7,0.71,-13082.0,7.45,7.78,6.8,-0.52,0.85,1.64,-0.32,986918.0,-1.31,5.0,31.2,144.5,9.7,30,0,0,0
SW0.5_LO0.0_H5_SQ5_noTF_PT150_SL70_SMA_L5,0.5,0.0,5,5,0,1.5,0.7,False,False,5,30,20,10,36.7,0.71,-13082.0,7.45,7.78,6.8,-0.52,0.85,1.64,-0.32,986918.0,-1.31,5.0,31.2,144.5,9.7,30,0,0,0
SW0.5_LO0.0_H5_SQ5_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,5,5,0.5,0.5,0.4,False,False,5,29,19,10,37.9,0.8,-8360.0,9.13,9.07,9.25,-0.33,0.97,1.22,-0.27,991640.0,-0.84,4.9,31.5,144.4,9.6,22,5,2,0
SW0.5_LO0.0_H5_SQ5_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,5,5,0.5,1.0,0.6,False,False,5,29,19,10,37.9,0.76,-10101.0,8.24,9.0,6.8,-0.4,0.92,1.34,-0.3,989899.0,-1.01,5.0,31.5,144.4,9.6,29,0,0,0
SW0.5_LO0.0_H5_SQ5_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,5,5,0.5,1.5,0.7,False,False,5,29,19,10,37.9,0.76,-10101.0,8.24,9.0,6.8,-0.4,0.92,1.34,-0.3,989899.0,-1.01,5.0,31.5,144.4,9.6,29,0,0,0
SW0.5_LO0.0_H5_SQ5_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,5,5,1.0,0.5,0.4,False,False,5,22,13,9,31.8,0.64,-14203.0,5.71,2.33,10.61,-0.63,0.52,1.94,-0.32,985797.0,-1.42,4.8,32.1,139.3,8.9,16,4,2,0
SW0.5_LO0.0_H5_SQ5_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,5,5,1.0,1.0,0.6,False,False,5,22,13,9,31.8,0.6,-15944.0,4.55,2.23,7.89,-0.7,0.44,2.07,-0.34,984056.0,-1.59,5.0,32.1,139.3,8.9,22,0,0,0
SW0.5_LO0.0_H5_SQ5_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,5,5,1.0,1.5,0.7,False,False,5,22,13,9,31.8,0.6,-15944.0,4.55,2.23,7.89,-0.7,0.44,2.07,-0.34,984056.0,-1.59,5.0,32.1,139.3,8.9,22,0,0,0
SW0.5_LO0.0_H5_SQ5_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,5,5,1.5,0.5,0.4,False,False,5,13,8,5,7.7,0.21,-26593.0,-10.77,-17.82,0.52,-1.23,-1.07,2.66,-0.46,973407.0,-2.66,5.0,30.7,151.6,8.8,11,0,2,0
SW0.5_LO0.0_H5_SQ5_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,5,5,1.5,1.0,0.6,False,False,5,13,8,5,7.7,0.21,-26593.0,-10.77,-17.82,0.52,-1.23,-1.07,2.66,-0.46,973407.0,-2.66,5.0,30.7,151.6,8.8,13,0,0,0
SW0.5_LO0.0_H5_SQ5_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,5,5,1.5,1.5,0.7,False,False,5,13,8,5,7.7,0.21,-26593.0,-10.77,-17.82,0.52,-1.23,-1.07,2.66,-0.46,973407.0,-2.66,5.0,30.7,151.6,8.8,13,0,0,0
SW0.5_LO0.0_H7_SQ2_noTF_PT50_SL40_SMA_L5,0.5,0.0,7,2,0,0.5,0.4,False,False,5,31,20,11,25.8,0.29,-46569.0,-2.14,-7.68,7.92,-1.86,-0.24,4.66,-0.4,953431.0,-4.66,6.5,32.1,144.8,9.1,22,4,5,0
SW0.5_LO0.0_H7_SQ2_noTF_PT100_SL60_SMA_L5,0.5,0.0,7,2,0,1.0,0.6,False,False,5,31,20,11,25.8,0.24,-49810.0,-3.25,-8.05,5.49,-1.99,-0.39,4.98,-0.4,950190.0,-4.98,7.0,32.1,144.8,9.1,30,0,1,0
SW0.5_LO0.0_H7_SQ2_noTF_PT150_SL70_SMA_L5,0.5,0.0,7,2,0,1.5,0.7,False,False,5,31,20,11,25.8,0.27,-43301.0,-1.38,-5.16,5.49,-1.73,-0.18,4.33,-0.4,956699.0,-4.33,7.0,32.1,144.8,9.1,31,0,0,0
SW0.5_LO0.0_H7_SQ2_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,7,2,0.5,0.5,0.4,False,False,5,31,19,12,25.8,0.28,-50722.0,-3.49,-7.99,3.63,-2.03,-0.38,5.07,-0.4,949278.0,-5.07,6.4,31.9,144.2,8.8,21,4,6,0
SW0.5_LO0.0_H7_SQ2_TF0.5_PT100_SL60_SMA_L5,0.5,0.0,7,2,0.5,1.0,0.6,False,False,5,31,19,12,29.0,0.36,-41405.0,-0.53,-8.39,11.93,-1.65,-0.06,4.14,-0.4,958595.0,-4.14,7.0,31.9,144.2,8.8,30,0,1,0
SW0.5_LO0.0_H7_SQ2_TF0.5_PT150_SL70_SMA_L5,0.5,0.0,7,2,0.5,1.5,0.7,False,False,5,31,19,12,29.0,0.4,-34896.0,1.34,-5.35,11.93,-1.39,0.15,3.49,-0.4,965104.0,-3.49,7.0,31.9,144.2,8.8,31,0,0,0
SW0.5_LO0.0_H7_SQ2_TF1.0_PT50_SL40_SMA_L5,0.5,0.0,7,2,1.0,0.5,0.4,False,False,5,24,14,10,25.0,0.25,-43467.0,-4.81,-15.09,9.57,-1.85,-0.46,4.35,-0.43,956534.0,-4.35,6.4,32.6,138.2,8.2,16,3,5,0
SW0.5_LO0.0_H7_SQ2_TF1.0_PT100_SL60_SMA_L5,0.5,0.0,7,2,1.0,1.0,0.6,False,False,5,24,14,10,25.0,0.22,-45245.0,-5.71,-14.71,6.9,-1.93,-0.57,4.52,-0.43,954755.0,-4.52,7.0,32.6,138.2,8.2,23,0,1,0
SW0.5_LO0.0_H7_SQ2_TF1.0_PT150_SL70_SMA_L5,0.5,0.0,7,2,1.0,1.5,0.7,False,False,5,24,14,10,25.0,0.25,-38736.0,-3.3,-10.58,6.9,-1.65,-0.36,3.87,-0.43,961264.0,-3.87,7.0,32.6,138.2,8.2,24,0,0,0
SW0.5_LO0.0_H7_SQ2_TF1.5_PT50_SL40_SMA_L5,0.5,0.0,7,2,1.5,0.5,0.4,False,False,5,17,10,7,17.6,0.12,-47103.0,-16.31,-19.23,-12.13,-2.09,-1.58,4.71,-0.44,952897.0,-4.71,6.6,31.0,150.7,7.3,12,0,5,0
SW0.5_LO0.0_H7_SQ2_TF1.5_PT100_SL60_SMA_L5,0.5,0.0,7,2,1.5,1.0,0.6,False,False,5,17,10,7,17.6,0.12,-47259.0,-16.09,-18.86,-12.13,-2.1,-1.56,4.73,-0.44,952741.0,-4.73,6.9,31.0,150.7,7.3,16,0,1,0
SW0.5_LO0.0_H7_SQ2_TF1.5_PT150_SL70_SMA_L5,0.5,0.0,7,2,1.5,1.5,0.7,False,False,5,17,10,7,17.6,0.12,-47259.0,-16.09,-18.86,-12.13,-2.1,-1.56,4.73,-0.44,952741.0,-4.73,6.9,31.0,150.7,7.3,16,0,1,0
SW0.5_LO0.0_H7_SQ3_noTF_PT50_SL40_SMA_L5,0.5,0.0,7,3,0,0.5,0.4,False,False,5,30,20,10,26.7,0.31,-43714.0,-1.41,-7.68,11.11,-1.74,-0.15,4.41,-0.39,956286.0,-4.37,6.5,31.8,146.6,9.4,21,4,5,0
SW0.5_LO0.0_H7_SQ3_noTF_PT100_SL60_SMA_L5,0.5,0.0,7,3,0,1.0,0.6,False,False,5,30,20,10,26.7,0.26,-46956.0,-2.56,-8.05,8.44,-1.87,-0.3,4.7,-0.4,953044.0,-4.7,7.0,31.8,146.6,9.4,29,0,1,0
SW0.5_LO0.0_H7_SQ3_noTF_PT150_SL70_SMA_L5,0.5,0.0,7,3,0,1.5,0.7,False,False,5,30,20,10,26.7,0.29,-40447.0,-0.63,-5.16,8.44,-1.61,-0.08,4.04,-0.4,959553.0,-4.04,7.0,31.8,146.6,9.4,30,0,0,0
SW0.5_LO0.0_H7_SQ3_TF0.5_PT50_SL40_SMA_L5,0.5,0.0,7,3,0.5,0.5,0.4,False,False,5,30,19,11,26.7,0.29,-47867.0,-2.81,-7.99,6.13,-1.91,-0.3,4.83,-0.4,952133.0,-4.79,6.4,31.6,146.1,9.0,20,4,6,0
