date,sym,dir,entry_t,entry,exit_t,exit,reason,pnl_unit,pnl_mis,qty_mis,grade,score,cpr_narrow,tight_risk,rsi_conviction,clean_past,cpr_pct,or_width_pct,rsi_val,past_pct
2025-07-29,GRASIM,SHORT,09:45,2725.7,10:35,2705.45,TGT,20.25,17151.75,847,A,3,1,1,1,0,0.0355,0.4403,31.3,0.055
2025-07-29,AXISBANK,SHORT,10:10,1066.6,14:30,1066.6,SL,0.0,0.0,2165,A,3,0,1,1,1,0.3835,0.7313,21.57,0.4015
2025-07-30,BPCL,LONG,11:10,320.3,12:55,327.05,TGT,6.75,48674.25,7211,B,2,1,0,1,0,0.0627,1.2332,71.92,0.172
2025-07-30,M&M,SHORT,09:50,3186.5,12:10,3159.8,TGT,26.7,19330.8,724,A,3,1,1,1,0,0.1425,0.5053,31.72,0.0533
2025-07-30,BAJFINANCE,SHORT,09:50,883.1,14:30,883.1,SL,0.0,0.0,2615,B,2,1,0,1,0,0.211,0.9512,32.95,0.1244
2025-07-30,IRCTC,LONG,10:05,739.3,14:35,739.45,SL,0.15,468.6,3124,A,3,1,1,1,0,0.2771,0.4126,74.99,0.149
2025-07-30,GRASIM,LONG,09:35,2752.8,10:05,2782.35,TGT,29.55,24792.45,839,B,2,0,1,1,0,0.3781,0.6357,83.42,0.08
2025-07-30,AXISBANK,LONG,09:40,1073.4,14:30,1073.45,SL,0.05,107.6,2152,B,2,1,0,1,0,0.1782,0.885,70.97,0.1773
2025-07-31,TATASTEEL,SHORT,10:15,160.16,14:30,159.91,SL,0.25,3605.75,14423,C,1,1,0,0,0,0.2308,1.1988,37.87,0.0312
2025-07-31,VEDL,SHORT,14:40,412.05,14:45,411.83,SL,0.225,1261.35,5606,C,1,0,0,1,0,0.3921,1.6139,34.93,0.0606
2025-07-31,BPCL,LONG,11:15,314.5,14:30,314.5,SL,0.0,0.0,7344,B,2,1,0,1,0,0.0571,1.9396,81.98,0.0796
2025-07-31,BAJFINANCE,LONG,11:00,879.9,14:30,882.33,SL,2.425,6365.63,2625,B,2,1,0,1,0,0.0792,1.2501,77.86,0.1024
2025-07-31,TRENT,LONG,10:40,5026,14:30,5033.75,SL,7.75,3557.25,459,B,2,1,0,1,0,0.1721,1.2137,74.67,0.0099
2025-07-31,RELIANCE,LONG,10:45,1392.2,14:30,1393.2,SL,1.0,1659.0,1659,A,3,1,1,1,0,0.1039,0.668,77.46,0.0503
2025-07-31,AXISBANK,LONG,12:10,1075.8,14:30,1075.8,SL,0.0,0.0,2147,A,3,1,0,1,1,0.1244,0.8738,68.57,0.2329
2025-08-01,BPCL,SHORT,09:30,309.35,14:40,302.9,TGT,6.45,48162.15,7467,C,1,0,0,1,0,0.443,1.2607,16.64,0.1291
2025-08-01,TRENT,LONG,10:00,5060.5,12:20,5143.75,TGT,83.25,37962.0,456,A,3,1,0,1,1,0.0365,0.8695,87.63,0.2278
2025-08-01,HAL,SHORT,09:50,4482.7,15:20,4435.6,EOD_1518,47.1,24256.5,515,C,1,1,0,0,0,0.1945,1.2492,37.33,0.0491
2025-08-01,GODREJPROP,SHORT,09:50,2093.8,15:05,2050.0,TGT,43.8,48311.4,1103,B,2,1,0,1,0,0.0934,1.3421,29.1,0.0525
2025-08-01,RELIANCE,LONG,09:35,1394,15:00,1397.7,SL,3.7,6130.9,1657,A,3,1,1,1,0,0.1054,0.6241,68.51,0.0718
2025-08-04,BEL,LONG,10:00,384.8,15:20,389.45,EOD_1518,4.65,27913.95,6003,C,0,0,0,0,0,0.4662,2.092,61.62,0.078
2025-08-04,VEDL,LONG,10:10,412.9,15:20,415.85,EOD_1518,2.95,16502.3,5594,C,1,0,0,1,0,0.353,1.3563,67.66,0.0242
2025-08-04,IRCTC,LONG,09:45,722.15,15:20,731.15,EOD_1518,9.0,28782.0,3198,C,1,1,0,0,0,0.1204,1.1493,64.78,0.1595
2025-08-04,RELIANCE,LONG,10:05,1408.4,14:35,1411.3,SL,2.9,4756.0,1640,B,2,1,0,1,0,0.0669,1.1289,68.87,0.0568
2025-08-05,ADANIENT,SHORT,09:30,2279.5,10:00,2252.2,TGT,27.3,27654.9,1013,B,2,1,1,0,0,0.2026,0.7282,35.75,0.0701
2025-08-05,BAJFINANCE,SHORT,11:40,884.8,14:30,884.8,SL,0.0,0.0,2610,C,1,0,1,0,0,0.3836,0.7572,37.85,0.0903
2025-08-05,TRENT,LONG,11:55,5272,12:45,5345.5,TGT,73.5,32193.0,438,B,2,1,0,1,0,0.2962,0.8536,78.01,0.0759
2025-08-05,RELIANCE,SHORT,10:10,1397.2,15:10,1393.45,SL,3.75,6198.75,1653,C,1,0,0,1,0,0.3602,0.9662,30.32,0.0215
2025-08-06,ADANIENT,SHORT,10:00,2250,15:20,2231.7,EOD_1518,18.3,18775.8,1026,C,1,0,0,1,0,0.4206,0.9867,33.58,0.1819
2025-08-06,TATASTEEL,SHORT,09:35,159.08,11:35,158.0,TGT,1.08,15681.6,14520,A,3,1,1,1,0,0.1715,0.3583,30.71,0.0942
2025-08-06,BAJFINANCE,SHORT,09:40,886.8,15:20,877.25,EOD_1518,9.55,24868.2,2604,B,2,1,0,1,0,0.2924,0.8908,33.26,0.0901
2025-08-06,IRCTC,SHORT,09:35,734.55,15:20,730.2,EOD_1518,4.35,13676.4,3144,B,2,1,0,1,0,0.0459,0.953,25.92,0.197
2025-08-06,GRASIM,SHORT,09:45,2786.2,10:50,2765.5,TGT,20.7,17160.3,829,A,3,1,1,1,0,0.1808,0.4307,30.3,0.0646
2025-08-06,APOLLOHOSP,SHORT,10:00,7240.5,13:40,7182.75,TGT,57.75,18422.25,319,A,3,1,1,1,0,0.135,0.4696,21.6,0.0621
2025-08-07,TATASTEEL,SHORT,10:30,156.77,14:10,158.3,SL,-1.53,-22543.02,14734,B,2,1,0,1,0,0.0588,0.8675,26.42,0.1083
2025-08-07,BEL,SHORT,12:05,385.35,14:30,385.35,SL,0.0,0.0,5994,B,2,1,0,1,0,0.1025,1.2197,24.48,0.0648
2025-08-07,VEDL,SHORT,09:55,420.2,14:30,420.2,SL,0.0,0.0,5497,B,2,1,1,0,0,0.0824,0.7972,38.52,0.1188
2025-08-07,BPCL,SHORT,10:10,296.9,13:10,293.6,TGT,3.3,25674.0,7780,A,3,1,1,1,0,0.1163,0.6399,21.15,0.1009
2025-08-07,HAL,SHORT,13:05,4502,14:30,4502,SL,0,0,513,C,1,0,0,1,0,0.3754,1.0262,29.71,0.0178
2025-08-07,IRCTC,SHORT,09:55,722.9,14:30,722.9,SL,0.0,0.0,3195,B,2,0,1,1,0,0.3641,0.6363,34.75,0.1519
2025-08-07,GRASIM,SHORT,10:40,2747.9,14:50,2740.65,SL,7.25,6090.0,840,B,2,0,1,1,0,0.3172,0.6842,29.72,0.0437
2025-08-07,RELIANCE,SHORT,10:00,1383.7,13:05,1373.2,TGT,10.5,17524.5,1669,A,3,1,1,1,0,0.1534,0.4987,14.65,0.0072
2025-08-07,APOLLOHOSP,SHORT,09:30,7154,10:40,7088.75,TGT,65.25,21010.5,322,A,3,1,1,1,0,0.2982,0.5242,22.42,0.0838
2025-08-08,ADANIENT,SHORT,09:45,2159.2,12:00,2110.15,TGT,49.05,52434.45,1069,A,3,1,0,1,1,0.0245,1.1578,13.57,0.3553
2025-08-08,VEDL,SHORT,09:45,420.3,15:20,415.65,EOD_1518,4.65,25556.4,5496,A,3,0,1,1,1,0.456,0.7257,24.06,0.2137
2025-08-08,BPCL,LONG,09:35,301.5,15:20,303.75,EOD_1518,2.25,17237.25,7661,B,2,1,0,1,0,0.062,2.3383,69.75,0.1828
2025-08-08,M&M,SHORT,09:35,3193.4,13:55,3161.15,TGT,32.25,23316.75,723,B,2,0,1,1,0,0.3281,0.5198,30.14,0.1532
2025-08-08,HAL,SHORT,09:50,4491.5,15:20,4436.8,EOD_1518,54.7,28115.8,514,C,0,0,0,0,0,0.4281,1.2891,35.06,0.0111
2025-08-08,IRCTC,SHORT,10:00,724.45,15:20,717.95,EOD_1518,6.5,20722.0,3188,C,1,0,0,1,0,0.4281,0.8834,22.9,0.0069
2025-08-08,GRASIM,SHORT,09:30,2732,10:00,2706.65,TGT,25.35,21420.75,845,A,3,1,1,1,0,0.0498,0.6076,24.47,0.011
2025-08-08,GODREJPROP,SHORT,09:30,2043.3,10:40,1999.2,TGT,44.1,49833.0,1130,B,2,1,0,1,0,0.2338,1.385,23.58,0.0538
2025-08-08,RELIANCE,SHORT,09:50,1384,15:20,1366.5,EOD_1518,17.5,29207.5,1669,C,1,0,0,1,0,0.4603,0.8887,30.57,0.065
2025-08-08,AXISBANK,SHORT,09:45,1066.9,15:20,1058,EOD_1518,8.9,19268.5,2165,B,2,1,0,1,0,0.2546,1.1529,30.08,0.1123
2025-08-08,APOLLOHOSP,SHORT,09:55,7139.5,15:20,7073.5,EOD_1518,66.0,21318.0,323,B,2,0,1,1,0,0.4155,0.7844,32.23,0.042
2025-08-11,BAJFINANCE,SHORT,11:45,876.5,14:30,876.5,SL,0.0,0.0,2635,C,1,0,0,1,0,0.3786,0.8157,30.24,0.0399
2025-08-11,TRENT,LONG,09:40,5388,15:20,5433.5,EOD_1518,45.5,19474.0,428,B,2,1,0,1,0,0.135,1.3549,75.64,0.158
2025-08-11,APOLLOHOSP,LONG,11:00,7127.5,14:35,7256.5,TGT,129.0,41796.0,324,C,1,0,0,1,0,0.4473,1.1715,79.98,0.0351
2025-08-12,M&M,LONG,09:40,3227.2,15:20,3236.4,EOD_1518,9.2,6578.0,715,A,3,1,0,1,1,0.1267,1.0783,67.12,0.2267
2025-08-12,BAJFINANCE,SHORT,09:30,871.5,15:20,852.7,EOD_1518,18.8,49820.0,2650,B,2,1,0,1,0,0.2065,1.3597,30.43,0.1775
2025-08-12,GODREJPROP,SHORT,09:30,1966.4,14:30,1960.0,SL,6.4,7513.6,1174,C,0,0,0,0,0,0.304,1.1544,39.97,0.0915
2025-08-13,ADANIENT,SHORT,09:30,2222.3,11:50,2189.3,TGT,33.0,34287.0,1039,C,1,1,0,0,0,0.0766,0.8325,37.08,0.1572
2025-08-13,M&M,LONG,09:45,3262.8,14:10,3292.5,TGT,29.7,20997.9,707,C,1,0,1,0,0,0.3607,0.521,61.56,0.0859
2025-08-13,GRASIM,SHORT,10:40,2743.2,14:30,2741.65,SL,1.55,1305.1,842,A,3,1,1,1,0,0.1681,0.7655,28.63,0.0656
2025-08-14,VEDL,SHORT,09:30,416.2,15:00,415.02,SL,1.175,6521.25,5550,C,1,1,0,0,0,0.224,1.766,36.41,0.132
2025-08-14,BPCL,SHORT,09:45,305.95,15:20,302.85,EOD_1518,3.1,23405.0,7550,C,1,1,0,0,0,0.2382,3.1214,38.57,0.0327
2025-08-14,M&M,SHORT,11:40,3272.7,14:30,3272.7,SL,0.0,0.0,705,B,2,1,0,1,0,0.2617,1.2314,32.18,0.0153
2025-08-14,IRCTC,SHORT,09:55,727,14:30,726.23,SL,0.775,2462.17,3177,C,1,1,0,0,0,0.2251,1.3824,39.42,0.0962
2025-08-14,GRASIM,LONG,09:50,2754.1,14:30,2754.1,SL,0.0,0.0,838,B,2,1,1,0,0,0.0036,0.6608,63.22,0.1746
2025-08-14,GODREJPROP,SHORT,09:35,1956.9,15:20,1936.1,EOD_1518,20.8,24544.0,1180,C,1,1,0,0,0,0.107,0.8278,35.52,0.0409
2025-08-14,AXISBANK,LONG,09:35,1069.1,11:40,1062.8,SL,-6.3,-13608.0,2160,A,3,1,1,1,0,0.1249,0.4864,66.44,0.103
2025-08-18,BEL,SHORT,09:30,385.55,15:20,382.45,EOD_1518,3.1,18572.1,5991,B,2,1,0,1,0,0.0649,1.0375,27.19,0.0518
2025-08-18,APOLLOHOSP,LONG,09:30,7878.5,14:30,7878.5,SL,0.0,0.0,293,B,2,1,1,0,0,0.1472,0.4062,62.91,0.0063
2025-08-19,ADANIENT,LONG,10:30,2274.3,15:15,2320.5,TGT,46.2,46893.0,1015,A,3,1,0,1,1,0.1032,1.0992,81.9,0.2557
2025-08-19,TATASTEEL,LONG,13:15,159.09,14:30,159.09,SL,0.0,0.0,14520,A,3,1,0,1,1,0.1945,1.0246,80.82,0.2521
2025-08-19,VEDL,LONG,09:35,432.5,14:30,433.07,SL,0.575,3071.07,5341,A,3,1,0,1,1,0.257,1.526,71.59,0.3248
2025-08-19,IRCTC,LONG,10:00,724.6,15:20,726.4,EOD_1518,1.8,5736.6,3187,C,1,0,1,0,0,0.3864,0.4692,63.55,0.0069
2025-08-19,AXISBANK,LONG,09:55,1082.9,11:35,1093.55,TGT,10.65,22716.45,2133,A,3,1,1,1,0,0.1292,0.6464,74.2,0.0092
2025-08-20,TATASTEEL,LONG,10:40,160,15:20,161.86,EOD_1518,1.86,26852.82,14437,B,2,0,0,1,1,0.4711,0.8,79.69,0.3701
2025-08-20,BEL,SHORT,09:50,376.2,15:20,371.75,EOD_1518,4.45,27323.0,6140,B,2,1,0,1,0,0.0964,2.1398,28.96,0.0133
2025-08-20,HAL,SHORT,10:30,4525.3,15:20,4473.5,EOD_1518,51.8,26418.0,510,B,2,1,0,1,0,0.2233,1.7524,25.93,0.0088
2025-08-20,IRCTC,LONG,10:15,731.85,14:30,731.9,SL,0.05,157.8,3156,A,3,1,1,1,0,0.2023,0.7174,71.69,0.0273
2025-08-20,GRASIM,LONG,10:35,2828.9,13:15,2860.85,TGT,31.95,26071.2,816,A,3,1,1,1,0,0.0071,0.7317,85.93,0.0212
2025-08-20,GODREJPROP,LONG,10:10,2017.5,12:55,2043.15,TGT,25.65,29343.6,1144,B,2,0,1,1,0,0.4866,0.7485,77.07,0.0992
2025-08-20,APOLLOHOSP,LONG,10:00,7867.5,15:00,7884.75,SL,17.25,5054.25,293,A,3,1,1,1,0,0.0745,0.6037,79.95,0.0954
2025-08-21,BPCL,SHORT,12:35,304.8,14:30,304.8,SL,0.0,0.0,7578,B,2,1,0,1,0,0.1583,0.8202,32.55,0.0983
2025-08-21,BAJFINANCE,LONG,10:00,894.15,15:00,897.1,SL,2.95,7619.85,2583,C,1,0,0,1,0,0.4653,0.945,85.79,0.1905
2025-08-21,GRASIM,LONG,10:15,2887.9,14:30,2887.9,SL,0.0,0.0,799,B,2,0,0,1,1,0.4535,0.9349,70.11,0.2047
2025-08-21,APOLLOHOSP,LONG,10:50,7911,14:35,7923.0,SL,12.0,3492.0,291,A,3,1,1,1,0,0.1503,0.7079,80.85,0.0253
2025-08-22,ADANIENT,SHORT,09:30,2279.6,15:20,2255,EOD_1518,24.6,24919.8,1013,B,2,1,0,1,0,0.1949,0.9651,32.57,0.0964
2025-08-22,TATASTEEL,SHORT,10:00,160.41,14:05,159.1,TGT,1.305,18792.0,14400,A,3,1,1,1,0,0.1463,0.4987,30.63,0.0436
2025-08-22,M&M,LONG,09:45,3398.4,14:50,3404.7,SL,6.3,4277.7,679,B,2,1,1,0,0,0.2934,0.5444,60.23,0.1326
2025-08-22,GRASIM,SHORT,09:30,2845,15:20,2812.3,EOD_1518,32.7,26519.7,811,B,2,1,0,1,0,0.1042,1.0931,18.14,0.1754
2025-08-22,AXISBANK,SHORT,10:00,1072.7,14:50,1071.95,SL,0.75,1614.75,2153,A,3,1,1,1,0,0.265,0.5034,22.61,0.0373
2025-08-22,APOLLOHOSP,LONG,09:40,7910.5,14:30,7910.5,SL,0.0,0.0,292,A,3,1,1,1,0,0.2234,0.7332,67.06,0.0063
2025-08-25,BEL,SHORT,10:10,373.05,14:40,372.62,SL,0.425,2631.6,6192,C,1,0,0,1,0,0.3412,1.8362,26.67,0.0402
2025-08-25,M&M,SHORT,11:30,3390.8,14:35,3387.85,SL,2.95,2008.95,681,B,2,1,0,1,0,0.1039,1.0735,25.06,0.0531
2025-08-26,TATASTEEL,SHORT,09:30,157.23,15:20,154.71,EOD_1518,2.52,37021.32,14691,B,2,1,0,1,0,0.0606,1.183,34.88,0.0445
2025-08-26,BPCL,SHORT,09:35,299.75,14:30,299.27,SL,0.475,3660.35,7706,B,2,1,0,0,1,0.1991,0.8841,36.16,0.2496
2025-08-26,BAJFINANCE,SHORT,09:30,894.2,14:00,882.65,TGT,11.55,29833.65,2583,A,3,1,1,1,0,0.1681,0.7716,24.23,0.0894
2025-08-26,TRENT,SHORT,09:30,5368,15:20,5278,EOD_1518,90,38700,430,C,1,1,0,0,0,0.2667,1.3785,38.86,0.0931
2025-08-26,GRASIM,LONG,11:50,2814.8,14:30,2814.8,SL,0.0,0.0,820,B,2,1,0,1,0,0.0178,1.1901,68.09,0.032
2025-08-26,GODREJPROP,SHORT,09:35,2029,15:20,2004.3,EOD_1518,24.7,28108.6,1138,B,2,0,0,1,1,0.3084,1.4293,30.36,0.5879
2025-08-26,RELIANCE,SHORT,09:45,1401.7,15:00,1389.25,TGT,12.45,20505.15,1647,A,3,1,1,1,0,0.0,0.4281,13.76,0.1638
2025-08-26,AXISBANK,SHORT,09:30,1060.9,15:20,1050.3,EOD_1518,10.6,23076.2,2177,A,3,1,1,1,0,0.084,0.7824,33.22,0.0565
2025-08-26,APOLLOHOSP,SHORT,09:50,7786,14:40,7765.25,SL,20.75,6142.0,296,C,1,0,1,0,0,0.3659,0.5844,37.12,0.0321
2025-08-28,ADANIENT,LONG,09:45,2213.8,10:50,2255.2,TGT,41.4,43180.2,1043,C,1,1,0,0,0,0.2144,1.1112,62.2,0.1357
2025-08-28,BEL,LONG,10:25,366.2,14:30,366.2,SL,0.0,0.0,6308,B,2,0,0,1,1,0.4174,1.106,75.14,0.2601
2025-08-28,VEDL,LONG,11:30,429,14:30,429,SL,0,0,5384,C,1,0,0,1,0,0.3877,1.4103,73.79,0.1401
2025-08-28,HAL,LONG,10:25,4403.3,14:30,4403.3,SL,0.0,0.0,524,C,1,0,0,0,1,0.4527,1.1673,60.3,0.303
2025-08-28,GRASIM,LONG,09:50,2795,14:30,2795,SL,0,0,826,A,3,1,1,1,0,0.0774,0.7442,69.42,0.0716
2025-08-29,TATASTEEL,LONG,10:35,154.62,14:30,154.62,SL,0.0,0.0,14939,C,1,0,1,0,0,0.3826,0.6273,63.13,0.0129
2025-08-29,BEL,LONG,09:35,366.75,15:20,369.4,EOD_1518,2.65,16689.7,6298,C,1,1,0,0,0,0.1144,1.3361,63.02,0.0682
2025-08-29,BPCL,SHORT,09:30,294.4,15:00,293.7,SL,0.7,5492.2,7846,C,0,0,0,0,0,0.4486,0.8832,38.61,0.1526
2025-08-29,BAJFINANCE,LONG,09:40,880.3,14:30,880.72,SL,0.425,1115.2,2624,C,1,1,0,0,0,0.019,0.9201,62.67,0.1536
2025-08-29,GRASIM,SHORT,13:20,2771.7,14:30,2771.7,SL,0.0,0.0,833,B,2,1,0,1,0,0.1148,0.8226,33.09,0.0541
2025-08-29,AXISBANK,LONG,09:40,1055.8,14:05,1049.6,SL,-6.2,-13559.4,2187,A,3,1,1,1,0,0.0855,0.483,66.14,0.1043
2025-08-29,APOLLOHOSP,SHORT,09:40,7669,14:35,7649.5,SL,19.5,5869.5,301,C,1,0,0,1,0,0.3717,0.9649,23.03,0.013
2025-09-01,BPCL,LONG,09:40,294.55,11:30,298.08,TGT,3.525,27643.05,7842,B,2,0,1,1,0,0.3226,0.713,77.67,0.0849
2025-09-01,BAJFINANCE,LONG,09:30,887.75,15:15,888.38,SL,0.625,1626.25,2602,A,3,1,1,0,1,0.1195,0.7716,60.51,0.3447
2025-09-01,TRENT,LONG,09:50,5365.5,14:40,5457.75,TGT,92.25,39667.5,430,B,2,1,0,1,0,0.2823,0.9505,76.77,0.1961
2025-09-01,IRCTC,LONG,09:35,694.8,10:25,699.9,TGT,5.1,16952.4,3324,B,2,0,1,1,0,0.3791,0.4606,78.97,0.0288
2025-09-01,APOLLOHOSP,LONG,09:30,7651,15:10,7665.5,SL,14.5,4364.5,301,C,1,0,1,0,0,0.4795,0.6078,64.44,0.1178
2025-09-02,ADANIENT,LONG,12:35,2228.9,13:55,2202.4,SL,-26.5,-27454.0,1036,C,1,0,0,1,0,0.4141,1.1844,86.83,0.0045
2025-09-02,TATASTEEL,LONG,09:40,157.19,15:20,158.49,EOD_1518,1.3,19103.5,14695,A,3,0,1,1,1,0.489,0.6934,75.11,0.3832
2025-09-02,BEL,LONG,12:30,378.2,14:30,378.2,SL,0.0,0.0,6107,B,2,0,0,1,1,0.4477,0.9519,75.75,0.2253
2025-09-02,VEDL,LONG,11:50,434.2,14:30,434.2,SL,0.0,0.0,5320,C,1,0,0,1,0,0.3337,2.1994,88.5,0.023
2025-09-02,GODREJPROP,LONG,09:40,1980.9,14:30,1980.9,SL,0.0,0.0,1166,A,3,1,0,1,1,0.1077,0.9844,67.31,0.2125
2025-09-03,ADANIENT,SHORT,09:40,2203,14:30,2203,SL,0,0,1048,B,2,1,1,0,0,0.2579,0.7217,39.73,0.0091
2025-09-03,TATASTEEL,LONG,10:40,162.66,15:20,167.85,EOD_1518,5.19,73703.19,14201,B,2,0,0,1,1,0.4673,2.2562,83.85,0.364
2025-09-03,BAJFINANCE,LONG,12:10,893.55,15:20,896.2,EOD_1518,2.65,6850.25,2585,B,2,1,0,1,0,0.2055,1.4157,68.41,0.0952
2025-09-03,HAL,SHORT,12:00,4451.1,14:30,4445.4,SL,5.7,2952.6,518,A,3,1,1,1,0,0.1742,0.656,30.12,0.009
2025-09-03,GODREJPROP,LONG,09:45,2002.6,15:20,2012.6,EOD_1518,10.0,11530.0,1153,A,3,1,0,1,1,0.0472,0.8739,69.54,0.6585
2025-09-03,AXISBANK,SHORT,12:45,1049,14:30,1049,SL,0,0,2202,B,2,1,0,1,0,0.0473,1.1725,16.59,0.1143
2025-09-03,APOLLOHOSP,LONG,09:30,7724.5,14:35,7732.25,SL,7.75,2317.25,299,A,3,1,1,0,1,0.1456,0.6797,62.35,0.2076
2025-09-04,ADANIENT,SHORT,10:05,2222.6,14:40,2218.2,SL,4.4,4571.6,1039,C,1,0,0,1,0,0.3134,1.0168,32.07,0.0629
2025-09-04,BEL,SHORT,10:40,377.65,15:20,372.9,EOD_1518,4.75,29051.0,6116,B,2,1,0,1,0,0.0792,0.9268,22.38,0.0926
2025-09-04,AXISBANK,SHORT,11:30,1052.6,14:50,1051.55,SL,1.05,2303.7,2194,B,2,1,1,0,0,0.0158,0.608,38.83,0.1802
2025-09-04,APOLLOHOSP,LONG,09:30,7813.5,14:40,7907.25,TGT,93.75,27656.25,295,A+,4,1,1,1,1,0.1748,0.4991,81.11,0.3017
2025-09-05,HAL,SHORT,10:15,4421.4,15:20,4408.7,EOD_1518,12.7,6629.4,522,B,2,1,0,1,0,0.2271,1.1286,27.82,0.0836
2025-09-05,IRCTC,SHORT,11:45,708.8,14:30,708.8,SL,0.0,0.0,3259,A,3,1,1,1,0,0.1942,0.7336,21.39,0.1268
2025-09-05,AXISBANK,SHORT,09:50,1051.3,14:30,1051.3,SL,0.0,0.0,2197,A,3,1,1,1,0,0.2753,0.5517,33.79,0.0665
2025-09-08,ADANIENT,LONG,10:05,2257,14:30,2257,SL,0,0,1023,C,0,0,0,0,0,0.3129,1.6969,62.97,0.1109
2025-09-08,BEL,LONG,12:35,373.85,14:30,373.85,SL,0.0,0.0,6178,B,2,1,1,0,0,0.2153,0.749,63.82,0.0535
2025-09-08,BPCL,LONG,12:40,302.55,14:30,302.55,SL,0.0,0.0,7635,C,0,0,0,0,0,0.307,1.1734,63.29,0.1324
2025-09-08,BAJFINANCE,LONG,12:35,944.05,14:45,946.02,SL,1.975,4830.85,2446,B,2,1,0,1,0,0.0302,0.8315,79.58,0.0583
2025-09-08,IRCTC,LONG,10:00,716.7,14:30,716.7,SL,0.0,0.0,3223,C,1,0,1,0,0,0.3372,0.6209,62.48,0.0279
2025-09-08,RELIANCE,LONG,12:45,1381.8,14:30,1383.35,SL,1.55,2590.05,1671,A,3,1,1,1,0,0.2357,0.579,71.38,0.0217
2025-09-08,APOLLOHOSP,SHORT,10:45,7762,14:30,7762,SL,0,0,297,C,0,0,0,0,0,0.4316,1.0951,36.42,0.0322
2025-09-09,AXISBANK,SHORT,09:55,1053,14:30,1053,SL,0,0,2193,A,3,1,1,1,0,0.1891,0.5413,28.78,0.0285
2025-09-09,APOLLOHOSP,LONG,11:00,7824,14:30,7824,SL,0,0,295,B,2,1,0,1,0,0.0727,0.8308,70.09,0.0512
2025-09-10,BEL,LONG,09:45,377.9,12:30,385.17,TGT,7.275,44464.8,6112,B,2,1,0,1,0,0.0,1.2702,98.93,0.0132
2025-09-10,M&M,SHORT,10:45,3656.5,15:20,3610.3,EOD_1518,46.2,29152.2,631,B,2,1,0,1,0,0.0388,1.3264,19.09,0.1065
2025-09-10,BAJFINANCE,LONG,09:45,955.25,11:10,966.57,TGT,11.325,27383.85,2418,A,3,1,1,1,0,0.2608,0.7642,73.75,0.0262
2025-09-10,HAL,LONG,10:15,4485.9,15:20,4555,EOD_1518,69.1,35517.4,514,B,2,1,0,1,0,0.0472,1.2105,86.08,0.0312
2025-09-10,IRCTC,LONG,11:00,721,14:30,721,SL,0,0,3203,C,1,1,0,0,0,0.0234,0.8391,63.76,0.118
2025-09-10,GRASIM,SHORT,11:10,2786.9,14:45,2782.45,SL,4.45,3684.6,828,B,2,1,0,1,0,0.2189,0.9473,33.94,0.0395
2025-09-10,GODREJPROP,LONG,10:55,1975.1,14:30,1975.1,SL,0.0,0.0,1169,C,1,0,0,1,0,0.3713,1.3569,73.54,0.1369
2025-09-10,AXISBANK,LONG,09:40,1062.2,11:35,1072.85,TGT,10.65,23153.1,2174,B,2,1,1,0,0,0.1044,0.5555,62.5,0.1131
2025-09-11,ADANIENT,LONG,09:55,2295.7,10:40,2336.05,TGT,40.35,40592.1,1006,A,3,1,0,1,1,0.1339,0.9148,65.13,0.2577
2025-09-11,GRASIM,LONG,14:25,2796.3,14:30,2796.3,SL,0.0,0.0,826,C,1,1,0,0,0,0.2625,0.8225,61.39,0.0465
2025-09-11,RELIANCE,LONG,10:35,1383.6,14:30,1383.6,SL,0.0,0.0,1669,B,2,1,1,0,0,0.2077,0.5782,61.51,0.0434
2025-09-11,AXISBANK,LONG,09:30,1074.9,12:15,1083.75,TGT,8.85,19018.65,2149,B,2,0,1,1,0,0.3438,0.4186,75.25,0.1304
2025-09-12,TATASTEEL,SHORT,09:55,169.37,14:30,169.37,SL,0.0,0.0,13638,C,1,1,0,0,0,0.1061,0.8266,36.23,0.1356
2025-09-12,BPCL,SHORT,11:35,304.55,14:30,303.7,SL,0.85,6446.4,7584,C,0,0,0,0,0,0.4193,0.9522,39.63,0.1148
2025-09-12,M&M,SHORT,12:55,3588.5,14:30,3588.5,SL,0.0,0.0,643,C,1,0,0,1,0,0.3372,1.2512,22.94,0.0446
2025-09-12,BAJFINANCE,LONG,09:35,977.4,11:25,987.22,TGT,9.825,23216.47,2363,A+,4,1,1,1,1,0.0343,0.4092,84.48,0.2616
2025-09-12,TRENT,SHORT,12:30,5148.5,15:20,5125.5,EOD_1518,23.0,10304.0,448,A+,4,1,1,1,1,0.1448,0.4564,24.51,0.4447
2025-09-12,HAL,LONG,09:45,4615.3,10:15,4666.45,TGT,51.15,25575.0,500,A,3,1,1,1,0,0.1156,0.611,79.7,0.128
2025-09-12,GRASIM,LONG,10:40,2806.9,14:30,2806.9,SL,0.0,0.0,822,B,2,1,1,0,0,0.2459,0.456,63.59,0.0713
2025-09-12,RELIANCE,LONG,09:40,1391.1,15:20,1394.7,EOD_1518,3.6,5976.0,1660,A+,4,1,1,1,1,0.1472,0.5535,68.0,0.2089
2025-09-12,AXISBANK,LONG,09:40,1099.9,15:20,1104.9,EOD_1518,5.0,10500.0,2100,C,0,0,0,0,0,0.3939,0.9364,63.58,0.1092
