symbol,side,entry_time,exit_time,entry,exit,bars_held,gross_pct,net_pct,reason
ADANIENT,SHORT,2018-02-22 13:15:00,2018-02-23 10:15:00,201.7,201.53,4,0.0008565467499712653,-0.0006434532500287347,MID
ADANIENT,SHORT,2018-03-26 14:15:00,2018-03-27 09:15:00,163.95,167.23,2,-0.019607843137254832,-0.021107843137254834,SL
ADANIENT,SHORT,2018-04-26 14:15:00,2018-04-27 09:15:00,141.1,143.92,2,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2018-04-27 09:15:00,2018-04-27 13:15:00,146.35,143.3,4,0.021303941672820903,0.0198039416728209,MID
ADANIENT,SHORT,2018-05-22 12:15:00,2018-05-22 14:15:00,122.2,120.94,2,0.010418644466096305,0.008918644466096306,MID
ADANIENT,SHORT,2018-05-25 14:15:00,2018-05-28 09:15:00,124.95,127.45,2,-0.019607843137254832,-0.021107843137254834,SL
ADANIENT,SHORT,2018-05-28 09:15:00,2018-05-28 12:15:00,126.85,129.39,3,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2018-05-28 12:15:00,2018-05-28 15:15:00,129.5,128.32,3,0.009156852349287092,0.007656852349287093,MID
ADANIENT,SHORT,2018-06-06 14:15:00,2018-06-07 09:15:00,118.55,120.92,2,-0.019607843137254832,-0.021107843137254834,SL
ADANIENT,SHORT,2018-06-07 09:15:00,2018-06-07 11:15:00,120.9,123.32,2,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2018-06-07 11:15:00,2018-06-07 13:15:00,123.95,126.43,2,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,LONG,2018-06-19 12:15:00,2018-06-20 09:15:00,130.35,130.36,4,0.00011133700831722493,-0.001388662991682775,MID
ADANIENT,LONG,2018-06-25 14:15:00,2018-06-26 09:15:00,126.9,127.69,2,0.006263674661353802,0.004763674661353802,MID
ADANIENT,SHORT,2018-07-06 10:15:00,2018-07-06 15:15:00,111.55,110.52,5,0.009309110710390867,0.007809110710390867,MID
ADANIENT,SHORT,2018-07-10 09:15:00,2018-07-10 13:15:00,113.9,113.63,4,0.002394130662961347,0.0008941306629613468,MID
ADANIENT,LONG,2018-08-07 09:15:00,2018-08-07 10:15:00,193.6,189.73,1,-0.02000000000000013,-0.02150000000000013,SL
ADANIENT,LONG,2018-08-07 10:15:00,2018-08-07 13:15:00,188.2,192.58,3,0.023270126882956488,0.021770126882956486,MID
ADANIENT,LONG,2018-09-03 13:15:00,2018-09-03 14:15:00,216.2,211.88,1,-0.020000000000000018,-0.02150000000000002,SL
ADANIENT,LONG,2018-09-03 14:15:00,2018-09-04 09:15:00,209.9,205.7,2,-0.020000000000000018,-0.02150000000000002,SL
ADANIENT,SHORT,2018-09-17 13:15:00,2018-09-17 14:15:00,155.0,151.12,1,0.025643156389240307,0.024143156389240306,MID
ADANIENT,SHORT,2018-09-27 14:15:00,2018-09-28 09:15:00,142.45,136.75,2,0.04166666666666674,0.04016666666666674,TP
ADANIENT,SHORT,2018-10-10 11:15:00,2018-10-10 13:15:00,141.35,138.85,2,0.01802328206224546,0.01652328206224546,MID
ADANIENT,LONG,2018-10-25 09:15:00,2018-10-25 13:15:00,162.8,164.13,4,0.008180138857196484,0.006680138857196484,MID
ADANIENT,LONG,2018-11-05 09:15:00,2018-11-05 12:15:00,163.0,169.52,3,0.040000000000000036,0.038500000000000034,TP
ADANIENT,SHORT,2018-12-11 14:15:00,2018-12-11 15:15:00,151.15,154.17,1,-0.019607843137254832,-0.021107843137254834,SL
ADANIENT,SHORT,2018-12-11 15:15:00,2018-12-12 11:15:00,153.6,156.67,3,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2019-01-17 09:15:00,2019-01-17 10:15:00,150.65,149.5,1,0.007722734954852539,0.00622273495485254,MID
ADANIENT,SHORT,2019-02-01 13:15:00,2019-02-04 09:15:00,143.5,137.76,3,0.04166666666666674,0.04016666666666674,TP
ADANIENT,SHORT,2019-02-13 11:15:00,2019-02-13 12:15:00,122.9,125.36,1,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2019-02-22 09:15:00,2019-02-22 13:15:00,122.75,122.62,4,0.0010651822798761756,-0.0004348177201238244,MID
ADANIENT,SHORT,2019-02-22 14:15:00,2019-02-22 15:15:00,129.4,124.22,1,0.04166666666666674,0.04016666666666674,TP
ADANIENT,LONG,2019-03-25 14:15:00,2019-03-26 09:15:00,134.35,135.01,2,0.0049467672195233625,0.0034467672195233625,MID
ADANIENT,LONG,2019-04-08 14:15:00,2019-04-09 09:15:00,141.75,142.42,2,0.004709450764292855,0.003209450764292855,MID
ADANIENT,SHORT,2019-05-14 13:15:00,2019-05-15 09:15:00,123.65,121.97,3,0.013734837496023111,0.012234837496023112,MID
ADANIENT,LONG,2019-05-29 09:15:00,2019-05-29 10:15:00,153.1,155.64,1,0.016608857132305532,0.015108857132305533,MID
ADANIENT,LONG,2019-06-18 09:15:00,2019-06-18 11:15:00,145.5,147.17,2,0.01150725688250498,0.01000725688250498,MID
ADANIENT,SHORT,2019-07-23 09:15:00,2019-07-23 10:15:00,135.6,132.87,1,0.020575900403015712,0.01907590040301571,MID
ADANIENT,SHORT,2019-07-26 11:15:00,2019-07-26 13:15:00,133.8,132.0,2,0.01366319415289552,0.01216319415289552,MID
ADANIENT,SHORT,2019-08-08 14:15:00,2019-08-08 15:15:00,130.35,132.96,1,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2019-08-08 15:15:00,2019-08-09 09:15:00,132.5,135.15,1,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,LONG,2019-10-01 13:15:00,2019-10-01 14:15:00,141.4,143.8,1,0.017004049726975667,0.015504049726975668,MID
ADANIENT,LONG,2019-11-13 09:15:00,2019-11-13 13:15:00,198.3,199.61,4,0.006595194085267542,0.005095194085267542,MID
ADANIENT,LONG,2019-11-18 15:15:00,2019-11-19 09:15:00,200.15,200.88,1,0.0036532096943089343,0.0021532096943089342,MID
ADANIENT,LONG,2019-11-19 09:15:00,2019-11-19 10:15:00,197.25,200.79,1,0.01792934970239335,0.016429349702393348,MID
ADANIENT,LONG,2019-11-22 12:15:00,2019-11-22 14:15:00,200.65,202.9,2,0.011212095071480466,0.009712095071480466,MID
ADANIENT,LONG,2019-12-02 09:15:00,2019-12-02 13:15:00,209.85,209.88,4,0.00012717472470535895,-0.001372825275294641,MID
ADANIENT,LONG,2019-12-03 11:15:00,2019-12-03 13:15:00,204.75,205.92,2,0.005708894078137794,0.004208894078137794,MID
ADANIENT,LONG,2019-12-24 14:15:00,2019-12-26 09:15:00,210.35,206.14,2,-0.020000000000000018,-0.02150000000000002,SL
ADANIENT,LONG,2020-02-18 09:15:00,2020-02-18 14:15:00,248.65,248.84,5,0.0007716962043939901,-0.0007283037956060099,MID
ADANIENT,LONG,2020-02-24 14:15:00,2020-02-25 09:15:00,247.75,242.8,2,-0.020000000000000018,-0.02150000000000002,SL
ADANIENT,SHORT,2020-03-26 11:15:00,2020-03-26 12:15:00,145.0,147.9,1,-0.019607843137254943,-0.021107843137254945,SL
ADANIENT,SHORT,2020-03-26 12:15:00,2020-03-26 13:15:00,147.95,142.03,1,0.04166666666666674,0.04016666666666674,TP
ADANIENT,SHORT,2020-03-31 14:15:00,2020-04-01 10:15:00,137.85,134.79,3,0.022699781064693614,0.021199781064693612,MID
ADANIENT,SHORT,2020-04-07 12:15:00,2020-04-07 14:15:00,136.8,139.54,2,-0.019607843137254832,-0.021107843137254834,SL
ADANIENT,SHORT,2020-04-08 09:15:00,2020-04-08 11:15:00,144.7,138.91,2,0.04166666666666674,0.04016666666666674,TP
ADANIENT,SHORT,2020-04-13 14:15:00,2020-04-15 10:15:00,147.0,149.94,3,-0.019607843137254832,-0.021107843137254834,SL
