label,symbol,strategy,strike_dist,hold_period,signal,lots,total_trades,win_rate,total_pnl,total_return_pct,cagr_pct,profit_factor,max_drawdown_pct,avg_premium,avg_zone_width_pct,zone_hold_rate,max_consecutive_losses,avg_pnl_per_trade,avg_win,avg_loss,max_win,max_loss,final_capital
BANKNIFTY_iron_condor_biweekly_BB_only_SD1.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,3,31,54.84,65248.5,6.52,2.16,1.59,2.53,434.92,3.61,19.35,3,2104.79,10290.82,-7835.39,21126.0,-19169.7,1065248.5
BANKNIFTY_iron_condor_biweekly_BB_only_SD1.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,5,31,54.84,110697.0,11.07,3.62,1.61,4.02,434.92,3.61,19.35,3,3570.87,17151.37,-12919.73,35210.0,-30000.0,1110697.0
BANKNIFTY_iron_condor_biweekly_BB_only_SD2.0_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,3,31,54.84,67284.75,6.73,2.23,1.67,2.43,348.26,4.85,32.26,3,2170.48,9870.31,-7179.32,20260.65,-23229.15,1067284.75
BANKNIFTY_iron_condor_biweekly_BB_only_SD2.0_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,5,31,54.84,123235.75,12.32,4.02,1.79,3.81,348.26,4.85,32.26,3,3975.35,16450.51,-11173.07,33767.75,-30000.0,1123235.75
BANKNIFTY_iron_condor_biweekly_BB_only_SD2.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,3,31,61.29,69159.9,6.92,2.29,1.84,2.21,270.67,6.07,38.71,2,2230.96,7989.27,-6886.35,17209.2,-22956.0,1069159.9
BANKNIFTY_iron_condor_biweekly_BB_only_SD2.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,5,31,61.29,123526.5,12.35,4.03,1.95,3.49,270.67,6.07,38.71,2,3984.73,13315.45,-10788.92,28682.0,-30000.0,1123526.5
BANKNIFTY_iron_condor_biweekly_BB_only_SD3.0_L3,BANKNIFTY,iron_condor,3.0,biweekly,BB_only,3,31,67.74,59262.15,5.93,1.97,1.83,2.7,213.26,7.26,64.52,2,1911.68,6222.58,-7141.2,14822.4,-28104.0,1059262.15
BANKNIFTY_iron_condor_biweekly_BB_only_SD3.0_L5,BANKNIFTY,iron_condor,3.0,biweekly,BB_only,5,31,67.74,115610.25,11.56,3.78,2.13,3.36,213.26,7.26,64.52,2,3729.36,10370.96,-10218.0,24704.0,-30381.25,1115610.25
BANKNIFTY_iron_condor_biweekly_Consensus3_SD1.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,3,25,52.0,-53837.7,-5.38,-1.85,0.66,6.56,431.51,3.51,12.0,3,-2153.51,8213.28,-13384.2,14058.3,-22182.45,946162.3
BANKNIFTY_iron_condor_biweekly_Consensus3_SD1.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,5,25,52.0,-82758.75,-8.28,-2.87,0.68,10.18,431.51,3.51,12.0,3,-3310.35,13688.81,-21726.1,23430.5,-30000.0,917241.25
BANKNIFTY_iron_condor_biweekly_Consensus3_SD2.0_L3,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,3,25,52.0,-58516.35,-5.85,-2.01,0.64,6.75,344.85,4.71,24.0,3,-2340.65,8136.54,-13690.95,13389.6,-22465.95,941483.65
BANKNIFTY_iron_condor_biweekly_Consensus3_SD2.0_L5,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,5,25,52.0,-90084.0,-9.01,-3.14,0.66,10.44,344.85,4.71,24.0,3,-3603.36,13560.9,-22197.98,22316.0,-31350.25,909916.0
BANKNIFTY_iron_condor_biweekly_Consensus3_SD2.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,3,25,52.0,-55645.35,-5.56,-1.91,0.64,6.33,269.99,5.91,36.0,3,-2225.81,7545.14,-12811.01,11910.0,-24580.95,944354.65
BANKNIFTY_iron_condor_biweekly_Consensus3_SD2.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,5,25,52.0,-78263.0,-7.83,-2.71,0.68,9.62,269.99,5.91,36.0,3,-3130.52,12575.23,-20145.08,19850.0,-30664.75,921737.0
BANKNIFTY_iron_condor_biweekly_Consensus3_SD3.0_L3,BANKNIFTY,iron_condor,3.0,biweekly,Consensus3,3,25,56.0,-51122.85,-5.11,-1.76,0.63,5.86,208.82,7.08,52.0,3,-2044.91,6139.17,-12461.02,10898.85,-25455.3,948877.15
BANKNIFTY_iron_condor_biweekly_Consensus3_SD3.0_L5,BANKNIFTY,iron_condor,3.0,biweekly,Consensus3,5,25,56.0,-72779.25,-7.28,-2.52,0.66,9.17,208.82,7.08,52.0,3,-2911.17,10231.95,-19638.77,18164.75,-31435.0,927220.75
NIFTY50_short_strangle_weekly_BB+ATR_SD1.5_L3,NIFTY50,short_strangle,1.5,weekly,BB+ATR,3,33,66.67,-45102.0,-4.51,-1.55,0.76,8.32,138.35,2.73,33.33,4,-1366.73,6386.05,-16872.27,14001.75,-30000.0,954898.0
NIFTY50_short_strangle_weekly_BB+ATR_SD1.5_L5,NIFTY50,short_strangle,1.5,weekly,BB+ATR,5,33,66.67,-2702.5,-0.27,-0.09,0.99,9.69,138.35,2.73,33.33,4,-81.89,10643.41,-21532.5,23336.25,-30000.0,997297.5
NIFTY50_short_strangle_weekly_BB+ATR_SD2.0_L3,NIFTY50,short_strangle,2.0,weekly,BB+ATR,3,33,66.67,-59297.25,-5.93,-2.05,0.64,7.81,93.06,3.64,51.52,4,-1796.89,4845.75,-15082.16,9279.0,-30000.0,940702.75
NIFTY50_short_strangle_weekly_BB+ATR_SD2.0_L5,NIFTY50,short_strangle,2.0,weekly,BB+ATR,5,33,66.67,-35351.25,-3.54,-1.21,0.83,9.23,93.06,3.64,51.52,4,-1071.25,8076.25,-19366.25,15465.0,-30000.0,964648.75
NIFTY50_short_strangle_weekly_BB+ATR_SD2.5_L3,NIFTY50,short_strangle,2.5,weekly,BB+ATR,3,33,66.67,-55138.5,-5.51,-1.9,0.57,6.67,60.24,4.55,57.58,4,-1670.86,3313.6,-11639.8,6298.5,-30000.0,944861.5
NIFTY50_short_strangle_weekly_BB+ATR_SD2.5_L5,NIFTY50,short_strangle,2.5,weekly,BB+ATR,5,33,66.67,-53807.5,-5.38,-1.86,0.69,8.27,60.24,4.55,57.58,4,-1630.53,5522.67,-15936.93,10497.5,-30000.0,946192.5
NIFTY50_short_strangle_weekly_BB+ATR_SD3.0_L3,NIFTY50,short_strangle,3.0,weekly,BB+ATR,3,33,66.67,-56537.25,-5.65,-1.95,0.44,5.78,37.42,5.48,69.7,4,-1713.25,1989.0,-9117.75,3632.25,-25821.75,943462.75
NIFTY50_short_strangle_weekly_BB+ATR_SD3.0_L5,NIFTY50,short_strangle,3.0,weekly,BB+ATR,5,33,66.67,-76502.5,-7.65,-2.66,0.49,7.85,37.42,5.48,69.7,4,-2318.26,3315.0,-13584.77,6053.75,-30000.0,923497.5
NIFTY50_short_strangle_weekly_BB_only_SD1.5_L3,NIFTY50,short_strangle,1.5,weekly,BB_only,3,55,69.09,49463.25,4.95,1.66,1.27,4.5,145.32,2.89,27.27,4,899.33,6052.2,-10618.85,16839.0,-30000.0,1049463.25
NIFTY50_short_strangle_weekly_BB_only_SD1.5_L5,NIFTY50,short_strangle,1.5,weekly,BB_only,5,55,69.09,134425.0,13.44,4.4,1.54,6.08,145.32,2.89,27.27,4,2444.09,10087.01,-14640.07,28065.0,-30000.0,1134425.0
NIFTY50_short_strangle_weekly_BB_only_SD2.0_L3,NIFTY50,short_strangle,2.0,weekly,BB_only,3,55,70.91,27174.0,2.72,0.92,1.18,3.97,97.2,3.86,52.73,4,494.07,4487.35,-9239.53,12016.5,-30089.25,1027174.0
NIFTY50_short_strangle_weekly_BB_only_SD2.0_L5,NIFTY50,short_strangle,2.0,weekly,BB_only,5,55,70.91,90553.75,9.06,3.0,1.45,5.06,97.2,3.86,52.73,4,1646.43,7478.91,-12570.23,20027.5,-30000.0,1090553.75
NIFTY50_short_strangle_weekly_BB_only_SD2.5_L3,NIFTY50,short_strangle,2.5,weekly,BB_only,3,55,72.73,18939.0,1.89,0.64,1.18,3.44,63.05,4.83,72.73,4,344.35,3106.8,-7022.2,7944.0,-27543.0,1018939.0
NIFTY50_short_strangle_weekly_BB_only_SD2.5_L5,NIFTY50,short_strangle,2.5,weekly,BB_only,5,55,72.73,57240.0,5.72,1.92,1.38,4.13,63.05,4.83,72.73,4,1040.73,5178.0,-9992.0,13240.0,-30000.0,1057240.0
NIFTY50_short_strangle_weekly_BB_only_SD3.0_L3,NIFTY50,short_strangle,3.0,weekly,BB_only,3,55,76.36,-3453.75,-0.35,-0.12,0.96,3.01,39.36,5.8,80.0,3,-62.8,1812.18,-6120.4,4865.25,-24999.75,996546.25
NIFTY50_short_strangle_weekly_BB_only_SD3.0_L5,NIFTY50,short_strangle,3.0,weekly,BB_only,5,55,76.36,7131.25,0.71,0.24,1.06,3.85,39.36,5.8,80.0,3,129.66,3020.3,-9209.33,8108.75,-30000.0,1007131.25
NIFTY50_short_strangle_weekly_Consensus3_SD1.5_L3,NIFTY50,short_strangle,1.5,weekly,Consensus3,3,36,61.11,2408.25,0.24,0.08,1.01,5.8,147.15,2.94,33.33,3,66.9,7918.98,-12272.09,14774.25,-30000.0,1002408.25
NIFTY50_short_strangle_weekly_Consensus3_SD1.5_L5,NIFTY50,short_strangle,1.5,weekly,Consensus3,5,36,61.11,45765.0,4.58,1.54,1.19,7.36,147.15,2.94,33.33,3,1271.25,13198.3,-17471.25,24623.75,-30731.25,1045765.0
NIFTY50_short_strangle_weekly_Consensus3_SD2.0_L3,NIFTY50,short_strangle,2.0,weekly,Consensus3,3,36,61.11,-18356.25,-1.84,-0.63,0.87,6.05,98.71,3.92,50.0,3,-509.9,5708.76,-10282.07,11328.0,-30000.0,981643.75
NIFTY50_short_strangle_weekly_Consensus3_SD2.0_L5,NIFTY50,short_strangle,2.0,weekly,Consensus3,5,36,61.11,7181.25,0.72,0.24,1.04,6.48,98.71,3.92,50.0,3,199.48,9514.6,-14438.57,18880.0,-30000.0,1007181.25
NIFTY50_short_strangle_weekly_Consensus3_SD2.5_L3,NIFTY50,short_strangle,2.5,weekly,Consensus3,3,36,69.44,-24795.75,-2.48,-0.85,0.77,5.17,63.87,4.89,61.11,3,-688.77,3358.23,-9886.5,7621.5,-30000.0,975204.25
NIFTY50_short_strangle_weekly_Consensus3_SD2.5_L5,NIFTY50,short_strangle,2.5,weekly,Consensus3,5,36,69.44,-13006.25,-1.3,-0.45,0.91,5.78,63.87,4.89,61.11,3,-361.28,5597.05,-13902.95,12702.5,-30000.0,986993.75
NIFTY50_short_strangle_weekly_Consensus3_SD3.0_L3,NIFTY50,short_strangle,3.0,weekly,Consensus3,3,36,69.44,-30897.75,-3.09,-1.06,0.63,4.81,40.13,5.86,77.78,3,-858.27,2081.55,-7539.68,4758.75,-30000.0,969102.25
NIFTY50_short_strangle_weekly_Consensus3_SD3.0_L5,NIFTY50,short_strangle,3.0,weekly,Consensus3,5,36,69.44,-28027.5,-2.8,-0.96,0.76,5.67,40.13,5.86,77.78,3,-778.54,3469.25,-10432.61,7931.25,-30000.0,971972.5
NIFTY50_short_strangle_biweekly_BB+ATR_SD1.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,3,21,71.43,23928.75,2.39,0.8,1.19,3.55,272.37,2.71,14.29,2,1139.46,10080.6,-21213.38,15955.5,-30000.0,1023928.75
NIFTY50_short_strangle_biweekly_BB+ATR_SD1.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,5,21,71.43,102400.0,10.24,3.33,1.68,4.37,272.37,2.71,14.29,2,4876.19,16801.0,-24935.83,26592.5,-30000.0,1102400.0
NIFTY50_short_strangle_biweekly_BB+ATR_SD2.0_L3,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,3,21,71.43,19615.5,1.96,0.66,1.17,3.52,209.85,3.65,28.57,2,934.07,8963.5,-19139.5,14113.5,-30000.0,1019615.5
NIFTY50_short_strangle_biweekly_BB+ATR_SD2.0_L5,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,5,21,71.43,81935.0,8.19,2.68,1.58,4.11,209.85,3.65,28.57,2,3901.67,14939.17,-23692.08,23522.5,-30000.0,1081935.0
NIFTY50_short_strangle_biweekly_BB+ATR_SD2.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,3,21,71.43,12535.5,1.25,0.42,1.12,3.46,161.1,4.53,47.62,2,596.93,7753.8,-17295.25,11447.25,-30000.0,1012535.5
NIFTY50_short_strangle_biweekly_BB+ATR_SD2.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,5,21,71.43,60892.5,6.09,2.01,1.46,3.76,161.1,4.53,47.62,2,2899.64,12923.0,-22158.75,19078.75,-30000.0,1060892.5
NIFTY50_short_strangle_biweekly_BB+ATR_SD3.0_L3,NIFTY50,short_strangle,3.0,biweekly,BB+ATR,3,21,76.19,1173.75,0.12,0.04,1.01,3.32,120.22,5.45,57.14,2,55.89,5902.41,-18652.95,9228.0,-30000.0,1001173.75
NIFTY50_short_strangle_biweekly_BB+ATR_SD3.0_L5,NIFTY50,short_strangle,3.0,biweekly,BB+ATR,5,21,76.19,41956.25,4.2,1.39,1.36,3.46,120.22,5.45,57.14,2,1997.92,9837.34,-23088.25,15380.0,-30000.0,1041956.25
NIFTY50_short_strangle_biweekly_BB_only_SD1.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB_only,3,32,68.75,57859.5,5.79,1.9,1.31,4.13,294.94,3.01,12.5,3,1808.11,11156.83,-18759.08,28434.0,-30000.0,1057859.5
NIFTY50_short_strangle_biweekly_BB_only_SD1.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB_only,5,32,68.75,182853.75,18.29,5.79,1.81,5.43,294.94,3.01,12.5,3,5714.18,18594.72,-22623.0,47390.0,-30000.0,1182853.75
NIFTY50_short_strangle_biweekly_BB_only_SD2.0_L3,NIFTY50,short_strangle,2.0,biweekly,BB_only,3,32,71.88,43515.0,4.35,1.44,1.25,4.01,228.0,4.02,25.0,3,1359.84,9398.41,-19183.17,24161.25,-30000.0,1043515.0
NIFTY50_short_strangle_biweekly_BB_only_SD2.0_L5,NIFTY50,short_strangle,2.0,biweekly,BB_only,5,32,71.88,151481.25,15.15,4.84,1.73,4.96,228.0,4.02,25.0,3,4733.79,15664.02,-23199.03,40268.75,-30000.0,1151481.25
NIFTY50_short_strangle_biweekly_BB_only_SD2.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB_only,3,32,75.0,25519.5,2.55,0.85,1.16,4.02,174.2,5.01,34.38,2,797.48,7798.12,-20204.44,19717.5,-30000.0,1025519.5
NIFTY50_short_strangle_biweekly_BB_only_SD2.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB_only,5,32,75.0,112473.75,11.25,3.64,1.56,4.8,174.2,5.01,34.38,2,3514.8,12996.88,-24931.41,32862.5,-30000.0,1112473.75
NIFTY50_short_strangle_biweekly_BB_only_SD3.0_L3,NIFTY50,short_strangle,3.0,biweekly,BB_only,3,32,75.0,12053.25,1.21,0.4,1.08,3.87,130.66,6.01,56.25,2,376.66,6430.72,-17785.5,15492.0,-30000.0,1012053.25
NIFTY50_short_strangle_biweekly_BB_only_SD3.0_L5,NIFTY50,short_strangle,3.0,biweekly,BB_only,5,32,75.0,74577.5,7.46,2.44,1.41,4.45,130.66,6.01,56.25,2,2330.55,10717.86,-22831.41,25820.0,-30003.75,1074577.5
NIFTY50_short_strangle_biweekly_Consensus3_SD1.5_L3,NIFTY50,short_strangle,1.5,biweekly,Consensus3,3,24,70.83,58803.0,5.88,1.95,1.47,3.48,295.11,3.05,4.17,2,2450.12,10884.04,-18032.25,20246.25,-30000.0,1058803.0
NIFTY50_short_strangle_biweekly_Consensus3_SD1.5_L5,NIFTY50,short_strangle,1.5,biweekly,Consensus3,5,24,70.83,149976.25,15.0,4.84,1.95,3.93,295.11,3.05,4.17,2,6249.01,18140.07,-22629.29,33743.75,-30000.0,1149976.25
NIFTY50_short_strangle_biweekly_Consensus3_SD2.0_L3,NIFTY50,short_strangle,2.0,biweekly,Consensus3,3,24,75.0,53811.75,5.38,1.79,1.48,2.9,230.68,4.02,12.5,2,2242.16,9197.33,-18623.38,17230.5,-30000.0,1053811.75
NIFTY50_short_strangle_biweekly_Consensus3_SD2.0_L5,NIFTY50,short_strangle,2.0,biweekly,Consensus3,5,24,75.0,125697.5,12.57,4.09,1.84,3.72,230.68,4.02,12.5,2,5237.4,15328.89,-25037.08,28717.5,-30000.0,1125697.5
NIFTY50_short_strangle_biweekly_Consensus3_SD2.5_L3,NIFTY50,short_strangle,2.5,biweekly,Consensus3,3,24,75.0,44076.75,4.41,1.47,1.45,2.92,175.5,5.03,41.67,2,1836.53,7929.12,-16441.25,13788.0,-30000.0,1044076.75
NIFTY50_short_strangle_biweekly_Consensus3_SD2.5_L5,NIFTY50,short_strangle,2.5,biweekly,Consensus3,5,24,75.0,96945.0,9.69,3.18,1.69,3.59,175.5,5.03,41.67,2,4039.38,13215.21,-23488.12,22980.0,-30000.0,1096945.0
NIFTY50_short_strangle_biweekly_Consensus3_SD3.0_L3,NIFTY50,short_strangle,3.0,biweekly,Consensus3,3,24,75.0,36684.75,3.67,1.23,1.45,2.92,131.46,6.02,58.33,2,1528.53,6616.54,-13735.5,11386.5,-30000.0,1036684.75
NIFTY50_short_strangle_biweekly_Consensus3_SD3.0_L5,NIFTY50,short_strangle,3.0,biweekly,Consensus3,5,24,75.0,81141.25,8.11,2.67,1.69,2.99,131.46,6.02,58.33,2,3380.89,11027.57,-19559.17,18977.5,-30003.75,1081141.25
NIFTY50_iron_condor_weekly_BB+ATR_SD1.5_L3,NIFTY50,iron_condor,1.5,weekly,BB+ATR,3,33,48.48,-51319.5,-5.13,-1.77,0.57,5.38,100.93,2.73,33.33,4,-1555.14,4216.08,-6986.87,8809.5,-18160.5,948680.5
NIFTY50_iron_condor_weekly_BB+ATR_SD1.5_L5,NIFTY50,iron_condor,1.5,weekly,BB+ATR,5,33,48.48,-85532.5,-8.55,-2.98,0.57,8.95,100.93,2.73,33.33,4,-2591.89,7026.8,-11644.78,14682.5,-30267.5,914467.5
NIFTY50_iron_condor_weekly_BB+ATR_SD2.0_L3,NIFTY50,iron_condor,2.0,weekly,BB+ATR,3,33,60.61,-63000.0,-6.3,-2.18,0.46,6.48,70.57,3.64,51.52,4,-1909.09,2631.49,-8894.6,5847.0,-18883.5,937000.0
NIFTY50_iron_condor_weekly_BB+ATR_SD2.0_L5,NIFTY50,iron_condor,2.0,weekly,BB+ATR,5,33,60.61,-105000.0,-10.5,-3.69,0.46,10.78,70.57,3.64,51.52,4,-3181.82,4385.81,-14824.33,9745.0,-31472.5,895000.0
NIFTY50_iron_condor_weekly_BB+ATR_SD2.5_L3,NIFTY50,iron_condor,2.5,weekly,BB+ATR,3,33,60.61,-61847.25,-6.18,-2.14,0.35,6.24,46.99,4.55,57.58,4,-1874.16,1649.89,-7295.77,3873.75,-17284.5,938152.75
NIFTY50_iron_condor_weekly_BB+ATR_SD2.5_L5,NIFTY50,iron_condor,2.5,weekly,BB+ATR,5,33,60.61,-103078.75,-10.31,-3.62,0.35,10.4,46.99,4.55,57.58,4,-3123.6,2749.81,-12159.62,6456.25,-28807.5,896921.25
NIFTY50_iron_condor_weekly_BB+ATR_SD3.0_L3,NIFTY50,iron_condor,3.0,weekly,BB+ATR,3,33,57.58,-68796.0,-6.88,-2.39,0.17,6.89,30.18,5.48,69.7,4,-2084.73,756.63,-5940.86,2022.75,-15372.0,931204.0
NIFTY50_iron_condor_weekly_BB+ATR_SD3.0_L5,NIFTY50,iron_condor,3.0,weekly,BB+ATR,5,33,57.58,-114660.0,-11.47,-4.04,0.17,11.49,30.18,5.48,69.7,4,-3474.55,1261.05,-9901.43,3371.25,-25620.0,885340.0
NIFTY50_iron_condor_weekly_BB_only_SD1.5_L3,NIFTY50,iron_condor,1.5,weekly,BB_only,3,55,43.64,-40498.5,-4.05,-1.4,0.72,5.81,105.96,2.89,27.27,5,-736.34,4411.38,-4721.66,10413.75,-18160.5,959501.5
NIFTY50_iron_condor_weekly_BB_only_SD1.5_L5,NIFTY50,iron_condor,1.5,weekly,BB_only,5,55,43.64,-67497.5,-6.75,-2.36,0.72,9.67,105.96,2.89,27.27,5,-1227.23,7352.29,-7869.44,17356.25,-30267.5,932502.5
NIFTY50_iron_condor_weekly_BB_only_SD2.0_L3,NIFTY50,iron_condor,2.0,weekly,BB_only,3,55,54.55,-46782.75,-4.68,-1.62,0.63,5.8,73.68,3.86,52.73,4,-850.6,2700.08,-5111.4,7975.5,-18883.5,953217.25
NIFTY50_iron_condor_weekly_BB_only_SD2.0_L5,NIFTY50,iron_condor,2.0,weekly,BB_only,5,55,54.55,-77971.25,-7.8,-2.73,0.63,9.65,73.68,3.86,52.73,4,-1417.66,4500.12,-8519.0,13292.5,-31472.5,922028.75
NIFTY50_iron_condor_weekly_BB_only_SD2.5_L3,NIFTY50,iron_condor,2.5,weekly,BB_only,3,55,60.0,-40009.5,-4.0,-1.38,0.58,4.77,49.33,4.83,72.73,4,-727.45,1644.68,-4285.64,5347.5,-15708.75,959990.5
NIFTY50_iron_condor_weekly_BB_only_SD2.5_L5,NIFTY50,iron_condor,2.5,weekly,BB_only,5,55,60.0,-66682.5,-6.67,-2.33,0.58,7.95,49.33,4.83,72.73,4,-1212.41,2741.14,-7142.73,8912.5,-26181.25,933317.5
NIFTY50_iron_condor_weekly_BB_only_SD3.0_L3,NIFTY50,iron_condor,3.0,weekly,BB_only,3,55,47.27,-55666.5,-5.57,-1.93,0.31,5.85,31.75,5.8,80.0,7,-1012.12,946.41,-2768.04,3051.0,-15372.0,944333.5
NIFTY50_iron_condor_weekly_BB_only_SD3.0_L5,NIFTY50,iron_condor,3.0,weekly,BB_only,5,55,47.27,-92777.5,-9.28,-3.27,0.31,9.74,31.75,5.8,80.0,7,-1686.86,1577.36,-4613.41,5085.0,-25620.0,907222.5
NIFTY50_iron_condor_weekly_Consensus3_SD1.5_L3,NIFTY50,iron_condor,1.5,weekly,Consensus3,3,36,58.33,-40575.0,-4.06,-1.4,0.69,6.09,107.02,2.94,33.33,3,-1127.08,4303.96,-8730.55,8809.5,-19276.5,959425.0
NIFTY50_iron_condor_weekly_Consensus3_SD1.5_L5,NIFTY50,iron_condor,1.5,weekly,Consensus3,5,36,58.33,-65497.5,-6.55,-2.28,0.7,9.93,107.02,2.94,33.33,3,-1819.38,7173.27,-14409.08,14682.5,-30000.0,934502.5
NIFTY50_iron_condor_weekly_Consensus3_SD2.0_L3,NIFTY50,iron_condor,2.0,weekly,Consensus3,3,36,58.33,-51650.25,-5.17,-1.79,0.57,6.52,74.49,3.92,50.0,3,-1434.73,3220.39,-7951.9,7137.0,-21067.5,948349.75
NIFTY50_iron_condor_weekly_Consensus3_SD2.0_L5,NIFTY50,iron_condor,2.0,weekly,Consensus3,5,36,58.33,-80971.25,-8.1,-2.84,0.58,10.36,74.49,3.92,50.0,3,-2249.2,5367.32,-12912.33,11895.0,-30000.0,919028.75
NIFTY50_iron_condor_weekly_Consensus3_SD2.5_L3,NIFTY50,iron_condor,2.5,weekly,Consensus3,3,36,61.11,-53760.75,-5.38,-1.87,0.43,5.81,49.66,4.89,61.11,3,-1493.35,1876.12,-6788.25,4866.75,-21773.25,946239.25
NIFTY50_iron_condor_weekly_Consensus3_SD2.5_L5,NIFTY50,iron_condor,2.5,weekly,Consensus3,5,36,61.11,-83312.5,-8.33,-2.92,0.45,9.06,49.66,4.89,61.11,3,-2314.24,3126.88,-10864.55,8111.25,-30000.0,916687.5
NIFTY50_iron_condor_weekly_Consensus3_SD3.0_L3,NIFTY50,iron_condor,3.0,weekly,Consensus3,3,36,58.33,-56951.25,-5.7,-1.98,0.25,5.88,32.27,5.86,77.78,3,-1581.98,903.71,-5061.95,2805.0,-21457.5,943048.75
NIFTY50_iron_condor_weekly_Consensus3_SD3.0_L5,NIFTY50,iron_condor,3.0,weekly,Consensus3,5,36,58.33,-89156.25,-8.92,-3.13,0.26,9.23,32.27,5.86,77.78,3,-2476.56,1506.19,-8052.42,4675.0,-30000.0,910843.75
NIFTY50_iron_condor_biweekly_BB+ATR_SD1.5_L3,NIFTY50,iron_condor,1.5,biweekly,BB+ATR,3,21,57.14,-29629.5,-2.96,-1.01,0.59,3.48,152.15,2.71,14.29,3,-1410.93,3571.81,-8054.58,5751.0,-14111.25,970370.5
NIFTY50_iron_condor_biweekly_BB+ATR_SD1.5_L5,NIFTY50,iron_condor,1.5,biweekly,BB+ATR,5,21,57.14,-49382.5,-4.94,-1.69,0.59,5.78,152.15,2.71,14.29,3,-2351.55,5953.02,-13424.31,9585.0,-23518.75,950617.5
NIFTY50_iron_condor_biweekly_BB+ATR_SD2.0_L3,NIFTY50,iron_condor,2.0,biweekly,BB+ATR,3,21,57.14,-26931.0,-2.69,-0.91,0.62,3.2,121.43,3.65,28.57,3,-1282.43,3702.81,-7929.42,5931.75,-20391.0,973069.0
NIFTY50_iron_condor_biweekly_BB+ATR_SD2.0_L5,NIFTY50,iron_condor,2.0,biweekly,BB+ATR,5,21,57.14,-40900.0,-4.09,-1.39,0.64,4.92,121.43,3.65,28.57,3,-1947.62,6171.35,-12772.92,9886.25,-30000.0,959100.0
NIFTY50_iron_condor_biweekly_BB+ATR_SD2.5_L3,NIFTY50,iron_condor,2.5,biweekly,BB+ATR,3,21,61.9,-22584.0,-2.26,-0.77,0.65,2.73,97.19,4.53,47.62,3,-1075.43,3245.02,-8096.16,5076.0,-18391.5,977416.0
NIFTY50_iron_condor_biweekly_BB+ATR_SD2.5_L5,NIFTY50,iron_condor,2.5,biweekly,BB+ATR,5,21,61.9,-37640.0,-3.76,-1.28,0.65,4.53,97.19,4.53,47.62,3,-1792.38,5408.37,-13493.59,8460.0,-30652.5,962360.0
NIFTY50_iron_condor_biweekly_BB+ATR_SD3.0_L3,NIFTY50,iron_condor,3.0,biweekly,BB+ATR,3,21,66.67,-26905.5,-2.69,-0.91,0.58,3.07,75.19,5.45,57.14,2,-1281.21,2612.79,-9069.21,4357.5,-19998.75,973094.5
NIFTY50_iron_condor_biweekly_BB+ATR_SD3.0_L5,NIFTY50,iron_condor,3.0,biweekly,BB+ATR,5,21,66.67,-41511.25,-4.15,-1.42,0.59,4.78,75.19,5.45,57.14,2,-1976.73,4354.64,-14639.46,7262.5,-30000.0,958488.75
NIFTY50_iron_condor_biweekly_BB_only_SD1.5_L3,NIFTY50,iron_condor,1.5,biweekly,BB_only,3,32,43.75,-36673.5,-3.67,-1.25,0.68,4.5,164.28,3.01,12.5,4,-1146.05,5461.18,-6285.0,11382.0,-14395.5,963326.5
NIFTY50_iron_condor_biweekly_BB_only_SD1.5_L5,NIFTY50,iron_condor,1.5,biweekly,BB_only,5,32,43.75,-61122.5,-6.11,-2.09,0.68,7.46,164.28,3.01,12.5,4,-1910.08,9101.96,-10475.0,18970.0,-23992.5,938877.5
NIFTY50_iron_condor_biweekly_BB_only_SD2.0_L3,NIFTY50,iron_condor,2.0,biweekly,BB_only,3,32,46.88,-39895.5,-3.99,-1.36,0.65,4.94,131.99,4.02,25.0,4,-1246.73,5044.95,-6798.22,11268.75,-20921.25,960104.5
NIFTY50_iron_condor_biweekly_BB_only_SD2.0_L5,NIFTY50,iron_condor,2.0,biweekly,BB_only,5,32,46.88,-61623.75,-6.16,-2.11,0.67,7.7,131.99,4.02,25.0,4,-1925.74,8408.25,-11043.97,18781.25,-30000.0,938376.25
