label,symbol,trades,win_rate,profit_factor,total_pnl,avg_win,avg_loss,max_dd,sharpe,target_exits,sl_exits,eod_exits,long_wr,short_wr
MTF_EMA10,BPCL,248,47.58,0.97,-10.32,2.87,-2.68,82.56,-0.14,25,58,165,42.31,48.2
MTF_EMA10,M&M,249,47.79,1.01,19.07,26.54,-24.15,514.15,0.03,34,50,165,48.7,46.32
MTF_EMA10,BAJFINANCE,277,44.4,1.08,65.12,7.25,-5.36,131.65,0.39,44,66,167,45.04,43.84
MTF_EMA20_VWAP,ADANIENT,278,55.76,1.46,1271.8,25.93,-22.34,222.45,1.73,62,80,136,35.14,58.92
MTF_EMA20_VWAP,TATASTEEL,253,45.06,1.21,33.85,1.71,-1.16,15.78,0.88,36,60,157,38.41,53.04
MTF_EMA20_VWAP,BEL,233,57.94,1.43,114.3,2.83,-2.73,27.38,1.66,30,46,157,58.33,57.52
MTF_EMA20_VWAP,VEDL,257,45.91,0.99,-5.31,5.14,-4.4,112.16,-0.04,32,71,154,48.19,41.76
MTF_EMA20_VWAP,BANKBARODA,267,44.57,0.84,-49.93,2.24,-2.14,69.63,-0.9,41,73,153,44.23,45.05
MTF_EMA20_VWAP,BPCL,250,45.6,0.88,-42.57,2.82,-2.68,91.26,-0.57,25,61,164,37.78,47.32
MTF_EMA20_VWAP,M&M,236,48.31,0.98,-68.18,26.02,-24.87,599.85,-0.11,32,49,155,50.0,45.0
MTF_EMA20_VWAP,BAJFINANCE,255,44.31,1.08,59.32,7.29,-5.38,139.66,0.37,38,61,156,43.51,45.16
MTF_EMA20_CPRd,ADANIENT,243,59.67,1.67,1472.1,25.26,-22.35,185.35,2.11,55,65,123,100.0,59.34
MTF_EMA20_CPRd,TATASTEEL,225,45.33,1.19,28.0,1.69,-1.17,18.31,0.76,31,51,143,39.06,53.61
MTF_EMA20_CPRd,BEL,208,58.17,1.4,98.87,2.85,-2.83,27.63,1.5,28,41,139,57.5,59.09
MTF_EMA20_CPRd,VEDL,230,46.52,1.0,-2.16,5.2,-4.54,112.86,-0.02,29,63,138,47.8,43.66
MTF_EMA20_CPRd,BANKBARODA,239,42.68,0.72,-82.62,2.12,-2.18,93.55,-1.58,33,69,137,41.67,44.21
MTF_EMA20_CPRd,BPCL,216,47.69,1.0,-0.97,2.77,-2.53,58.31,-0.01,21,51,144,42.86,47.85
MTF_EMA20_CPRd,M&M,203,49.26,1.03,75.83,25.56,-24.08,376.2,0.13,26,41,136,51.15,45.83
MTF_EMA20_CPRd,BAJFINANCE,238,44.54,1.08,58.37,7.24,-5.37,156.11,0.38,36,55,147,42.62,46.55
VWAP_RSI6040_MTF20,ADANIENT,165,55.15,1.57,964.75,29.19,-22.86,119.5,1.49,41,41,83,34.48,59.56
VWAP_RSI6040_MTF20,TATASTEEL,166,48.8,1.46,46.64,1.84,-1.2,13.67,1.35,26,35,105,42.11,57.75
VWAP_RSI6040_MTF20,BEL,164,56.71,1.43,84.78,3.02,-2.76,25.33,1.4,24,31,109,53.06,62.12
VWAP_RSI6040_MTF20,VEDL,189,50.26,1.19,79.73,5.31,-4.52,61.9,0.68,27,45,117,49.23,52.54
VWAP_RSI6040_MTF20,BANKBARODA,183,46.99,0.93,-13.67,2.28,-2.16,39.12,-0.29,29,42,112,46.23,48.05
VWAP_RSI6040_MTF20,BPCL,153,48.37,0.81,-44.12,2.55,-2.94,62.22,-0.79,14,31,108,35.0,53.1
VWAP_RSI6040_MTF20,M&M,168,48.81,0.98,-36.32,25.5,-24.73,638.55,-0.07,20,36,112,54.13,38.98
VWAP_RSI6040_MTF20,BAJFINANCE,188,46.81,1.31,159.15,7.61,-5.1,83.7,1.13,30,35,123,46.53,47.13
VWAP_CPRd_MTF20_CPRw05,ADANIENT,134,59.7,1.98,1067.05,26.93,-20.13,135.25,1.82,32,34,68,100.0,59.4
VWAP_CPRd_MTF20_CPRw05,TATASTEEL,127,47.24,1.34,26.51,1.75,-1.17,13.67,0.96,21,28,78,44.59,50.94
VWAP_CPRd_MTF20_CPRw05,BEL,129,56.59,1.56,80.15,3.05,-2.54,26.71,1.6,20,27,82,50.72,63.33
VWAP_CPRd_MTF20_CPRw05,VEDL,154,46.75,1.0,-1.54,4.81,-4.24,87.24,-0.02,21,42,91,48.21,42.86
VWAP_CPRd_MTF20_CPRw05,BANKBARODA,171,45.03,0.84,-30.31,2.09,-2.03,55.49,-0.72,27,44,100,44.44,46.03
VWAP_CPRd_MTF20_CPRw05,BPCL,148,54.05,1.31,48.77,2.6,-2.35,24.15,0.89,17,29,102,42.86,54.61
VWAP_CPRd_MTF20_CPRw05,M&M,108,50.93,0.98,-29.74,22.85,-24.28,519.98,-0.08,17,23,68,51.35,50.0
VWAP_CPRd_MTF20_CPRw05,BAJFINANCE,140,47.86,1.45,154.87,7.48,-4.75,64.55,1.34,27,32,81,43.9,53.45
VWAP_MTF20_BB20,ADANIENT,266,54.89,1.31,821.35,24.01,-22.36,238.05,1.43,60,77,129,36.11,57.83
VWAP_MTF20_BB20,TATASTEEL,245,44.9,1.21,32.57,1.72,-1.16,15.63,0.86,34,58,153,38.69,52.78
VWAP_MTF20_BB20,BEL,223,56.95,1.39,102.2,2.89,-2.76,30.05,1.49,29,46,148,57.02,56.88
VWAP_MTF20_BB20,VEDL,249,46.18,1.01,6.77,5.19,-4.4,107.23,0.05,31,69,149,48.47,41.86
VWAP_MTF20_BB20,BANKBARODA,251,45.42,0.85,-44.56,2.22,-2.18,66.86,-0.82,39,68,144,45.07,45.87
VWAP_MTF20_BB20,BPCL,245,45.71,0.87,-44.62,2.74,-2.65,93.31,-0.6,23,59,163,35.71,47.78
VWAP_MTF20_BB20,M&M,225,47.11,0.94,-168.56,26.69,-25.19,587.21,-0.27,29,49,147,47.97,45.45
VWAP_MTF20_BB20,BAJFINANCE,251,44.22,1.07,51.87,7.26,-5.38,148.76,0.33,38,60,153,43.65,44.8
VWAP_RSI5545_CPRd_MTF20,ADANIENT,178,58.99,1.68,1128.9,26.46,-22.6,138.1,1.74,41,46,91,100.0,58.52
VWAP_RSI5545_CPRd_MTF20,TATASTEEL,198,44.95,1.21,26.78,1.71,-1.15,15.35,0.76,25,44,129,38.94,52.94
VWAP_RSI5545_CPRd_MTF20,BEL,186,55.91,1.37,86.06,3.05,-2.81,28.33,1.34,29,39,118,53.27,59.49
VWAP_RSI5545_CPRd_MTF20,VEDL,213,49.3,1.11,53.73,5.23,-4.59,64.58,0.44,29,54,130,49.32,49.23
VWAP_RSI5545_CPRd_MTF20,BANKBARODA,215,45.12,0.8,-50.89,2.1,-2.16,63.27,-1.03,30,57,128,44.88,45.45
VWAP_RSI5545_CPRd_MTF20,BPCL,166,48.19,0.93,-15.41,2.49,-2.49,60.17,-0.29,13,35,118,42.86,48.43
VWAP_RSI5545_CPRd_MTF20,M&M,180,50.0,1.07,153.88,25.26,-23.55,319.0,0.29,23,34,123,52.68,45.59
VWAP_RSI5545_CPRd_MTF20,BAJFINANCE,218,46.33,1.22,133.67,7.32,-5.18,123.05,0.9,34,46,138,44.35,48.54
ID_VWAP_MTF20_CPRd,ADANIENT,155,60.0,1.8,1136.8,27.42,-22.79,159.95,1.82,40,43,72,100.0,59.74
ID_VWAP_MTF20_CPRd,TATASTEEL,99,43.43,1.26,15.81,1.77,-1.08,8.58,0.67,14,21,64,37.25,50.0
ID_VWAP_MTF20_CPRd,BEL,126,53.97,1.25,41.99,3.13,-2.94,25.65,0.77,20,26,80,47.89,61.82
ID_VWAP_MTF20_CPRd,VEDL,142,45.77,0.89,-37.78,4.76,-4.51,79.63,-0.42,17,38,87,49.04,36.84
ID_VWAP_MTF20_CPRd,BANKBARODA,129,48.06,0.83,-26.24,2.02,-2.26,45.61,-0.67,18,35,76,44.87,52.94
ID_VWAP_MTF20_CPRd,BPCL,139,54.68,1.22,34.98,2.55,-2.53,36.5,0.7,16,30,93,42.86,55.3
ID_VWAP_MTF20_CPRd,M&M,84,51.19,1.2,181.76,25.79,-22.61,299.6,0.51,15,15,54,56.9,38.46
ID_VWAP_MTF20_CPRd,BAJFINANCE,97,47.42,1.11,28.97,6.27,-5.09,122.4,0.33,15,22,60,45.61,50.0
NR4_VWAP_BB20_MTF20,ADANIENT,61,52.46,1.32,201.6,26.09,-21.83,133.7,0.71,17,19,25,11.11,59.62
NR4_VWAP_BB20_MTF20,TATASTEEL,57,43.86,1.5,15.88,1.91,-1.0,7.03,0.9,10,12,35,37.93,50.0
NR4_VWAP_BB20_MTF20,BEL,84,53.57,1.2,21.13,2.79,-2.68,27.74,0.53,9,17,58,50.0,57.14
NR4_VWAP_BB20_MTF20,VEDL,100,55.0,1.41,78.35,4.9,-4.25,21.55,1.02,16,22,62,60.0,40.0
NR4_VWAP_BB20_MTF20,BANKBARODA,88,51.14,0.97,-2.62,2.16,-2.32,23.77,-0.08,17,25,46,50.85,51.72
NR4_VWAP_BB20_MTF20,BPCL,62,56.45,1.53,30.35,2.51,-2.14,11.75,1.02,7,12,43,50.0,57.41
NR4_VWAP_BB20_MTF20,M&M,43,37.21,0.53,-287.8,20.47,-22.79,415.6,-1.34,3,12,28,37.93,35.71
NR4_VWAP_BB20_MTF20,BAJFINANCE,55,50.91,1.14,19.45,5.7,-5.19,62.0,0.31,8,14,33,46.67,56.0
VWAP_CPRd_PHL_MTF20,ADANIENT,229,58.95,1.62,1274.35,24.64,-21.83,165.15,1.89,51,61,117,100.0,58.77
VWAP_CPRd_PHL_MTF20,TATASTEEL,144,47.22,1.41,39.05,1.96,-1.24,13.2,1.18,21,26,97,37.5,59.38
VWAP_CPRd_PHL_MTF20,BEL,131,54.2,1.33,56.01,3.15,-2.8,39.4,1.0,17,25,89,51.32,58.18
VWAP_CPRd_PHL_MTF20,VEDL,146,52.05,1.25,84.62,5.53,-4.8,49.07,0.76,17,34,95,51.89,52.5
VWAP_CPRd_PHL_MTF20,BANKBARODA,132,40.15,0.61,-68.61,2.03,-2.23,68.8,-1.72,11,32,89,40.96,38.78
VWAP_CPRd_PHL_MTF20,BPCL,215,47.91,1.01,2.38,2.77,-2.52,54.96,0.03,21,50,144,42.86,48.08
VWAP_CPRd_PHL_MTF20,M&M,115,50.43,0.92,-132.82,24.93,-27.7,475.05,-0.3,13,22,80,52.94,46.81
VWAP_CPRd_PHL_MTF20,BAJFINANCE,145,47.59,1.25,98.57,7.24,-5.28,58.91,0.81,18,24,103,47.22,47.95
OR30_VWAP_RSI6040_CPRd,ADANIENT,142,61.97,1.55,756.45,24.32,-25.62,181.3,1.6,25,26,91,53.85,62.79
OR30_VWAP_RSI6040_CPRd,TATASTEEL,200,52.5,1.5,54.38,1.55,-1.14,12.95,1.53,22,35,143,47.57,57.73
OR30_VWAP_RSI6040_CPRd,BEL,209,53.59,1.3,77.96,3.01,-2.68,26.1,1.15,25,29,155,51.3,56.38
OR30_VWAP_RSI6040_CPRd,VEDL,235,49.36,1.11,52.34,4.6,-4.05,73.54,0.49,24,38,173,49.31,49.45
OR30_VWAP_RSI6040_CPRd,BANKBARODA,215,50.7,0.99,-2.2,1.99,-2.07,35.32,-0.05,23,38,154,50.0,51.46
OR30_VWAP_RSI6040_CPRd,BPCL,112,52.68,1.08,10.99,2.43,-2.5,21.1,0.24,6,14,92,33.33,53.77
OR30_VWAP_RSI6040_CPRd,M&M,203,51.72,1.12,267.84,24.08,-23.07,615.7,0.48,17,28,158,55.66,47.42
OR30_VWAP_RSI6040_CPRd,BAJFINANCE,246,47.15,1.09,62.55,6.68,-5.48,130.13,0.4,28,41,177,50.0,44.7
OR30_VWAP_MTF20_CPRw05,ADANIENT,134,61.94,2.13,1127.35,25.63,-19.6,138.8,1.85,24,26,84,35.29,65.81
OR30_VWAP_MTF20_CPRw05,TATASTEEL,129,51.16,1.48,34.37,1.61,-1.14,7.6,1.32,15,24,90,49.28,53.33
OR30_VWAP_MTF20_CPRw05,BEL,124,54.03,1.34,50.7,2.97,-2.61,29.14,1.01,15,21,88,51.72,56.06
OR30_VWAP_MTF20_CPRw05,VEDL,153,46.41,1.05,14.35,4.61,-3.82,88.26,0.17,17,31,105,47.17,44.68
OR30_VWAP_MTF20_CPRw05,BANKBARODA,171,52.05,1.17,28.45,2.19,-2.04,20.95,0.66,27,39,105,50.98,53.62
OR30_VWAP_MTF20_CPRw05,BPCL,156,48.72,1.06,12.05,2.7,-2.41,32.52,0.21,10,25,121,44.0,49.62
OR30_VWAP_MTF20_CPRw05,M&M,112,43.75,0.74,-386.21,22.04,-23.27,759.53,-0.95,12,23,77,47.37,36.11
OR30_VWAP_MTF20_CPRw05,BAJFINANCE,135,47.41,1.47,147.55,7.25,-4.46,43.8,1.29,19,27,89,46.05,49.15
ATR_SL1.5_R2_VWAP_CPRd,ADANIENT,267,58.8,1.51,1517.09,28.5,-26.88,288.14,1.66,2,1,264,44.44,59.3
ATR_SL1.5_R2_VWAP_CPRd,TATASTEEL,308,51.3,1.31,59.69,1.58,-1.27,18.28,1.32,1,0,307,46.34,56.94
ATR_SL1.5_R2_VWAP_CPRd,BEL,293,59.73,1.51,195.76,3.3,-3.23,35.71,1.86,2,2,289,61.84,57.45
ATR_SL1.5_R2_VWAP_CPRd,VEDL,323,52.01,1.14,99.58,4.78,-4.54,93.97,0.65,1,7,315,53.23,50.36
ATR_SL1.5_R2_VWAP_CPRd,BANKBARODA,320,44.69,0.74,-114.55,2.26,-2.47,135.08,-1.46,2,2,316,41.67,48.57
ATR_SL1.5_R2_VWAP_CPRd,BPCL,235,49.36,1.04,12.28,2.96,-2.78,68.75,0.15,1,2,232,57.14,49.12
ATR_SL1.5_R2_VWAP_CPRd,M&M,301,52.82,1.16,586.53,26.44,-25.47,483.3,0.75,0,2,299,53.12,52.48
ATR_SL1.5_R2_VWAP_CPRd,BAJFINANCE,326,43.87,1.05,57.78,7.78,-5.76,183.07,0.27,0,1,325,45.03,42.86
ATR_SL1_R1.5_VWAP_RSI_MTF20,ADANIENT,165,55.15,1.23,473.28,28.17,-28.24,279.22,0.77,2,7,156,37.93,58.82
ATR_SL1_R1.5_VWAP_RSI_MTF20,TATASTEEL,166,47.59,1.26,29.88,1.81,-1.3,17.54,0.84,7,9,150,42.11,54.93
ATR_SL1_R1.5_VWAP_RSI_MTF20,BEL,164,56.71,1.3,68.29,3.17,-3.19,29.05,0.98,3,6,155,53.06,62.12
ATR_SL1_R1.5_VWAP_RSI_MTF20,VEDL,189,51.85,1.2,81.06,4.96,-4.45,65.08,0.73,4,12,173,50.77,54.24
ATR_SL1_R1.5_VWAP_RSI_MTF20,BANKBARODA,183,48.09,0.9,-21.6,2.27,-2.33,44.35,-0.42,0,8,175,49.06,46.75
ATR_SL1_R1.5_VWAP_RSI_MTF20,BPCL,153,48.37,0.79,-50.62,2.51,-2.99,72.52,-0.87,0,5,148,35.0,53.1
ATR_SL1_R1.5_VWAP_RSI_MTF20,M&M,168,49.4,0.86,-347.6,25.98,-29.46,876.03,-0.57,2,7,159,54.13,40.68
ATR_SL1_R1.5_VWAP_RSI_MTF20,BAJFINANCE,188,46.81,1.29,167.96,8.57,-5.87,101.64,0.97,5,8,175,47.52,45.98
