date,or_min,direction,entry_time,entry_price,or_high,or_low,or_width_pct,gap_pct,rsi5m,rsi15m,above_sma50,above_sma200,macd_bullish,sl_hit,sl_time,eod_price,pnl_pct_underlying
2024-03-01,5,LONG,2024-03-01 09:30:00,22129.2,22125.65,22047.75,0.35202357066681783,0.0,96.59988675276998,,,,True,False,,22326.05,0.8895486506516281
2024-03-01,10,LONG,2024-03-01 09:35:00,22137.6,22132.9,22047.75,0.38463970800810143,0.0,96.81725782871415,,,,True,False,,22326.05,0.8512666233015276
2024-03-01,15,LONG,2024-03-01 09:40:00,22161.85,22138.5,22047.75,0.40948747509797245,0.0,97.34496780520026,,,,True,False,,22326.05,0.7409128750533123
2024-03-01,30,LONG,2024-03-01 10:05:00,22187.15,22179.15,22047.75,0.5922346944064535,0.0,90.47730702068357,,,,True,False,,22326.05,0.6260380445437974
2024-03-04,5,SHORT,2024-03-04 09:25:00,22381.05,22440.9,22383.35,0.2571371763165844,0.13453476002751596,51.05670534743654,80.6688620975024,True,,False,False,,22397.65,-0.07411491830616734
2024-03-04,10,SHORT,2024-03-04 09:35:00,22374.35,22440.9,22378.85,0.2773264921662659,0.13453476002751596,48.44541200942067,82.10839887461988,True,,False,False,,22397.65,-0.10402877087553053
2024-03-04,15,SHORT,2024-03-04 09:45:00,22360.05,22440.9,22372.35,0.3065735541736397,0.13453476002751596,44.72742838341772,73.3537601297352,False,,False,False,,22397.65,-0.1678747547175785
2024-03-05,5,SHORT,2024-03-05 10:15:00,22311.3,22406.55,22319.55,0.3899369377848893,-0.11786950863149626,27.86927498065789,32.240569861572695,False,,False,False,,22358.5,-0.21110539615806223
2024-03-05,10,SHORT,2024-03-05 10:15:00,22311.3,22406.55,22319.55,0.3899369377848893,-0.11786950863149626,27.86927498065789,32.240569861572695,False,,False,False,,22358.5,-0.21110539615806223
2024-03-05,15,SHORT,2024-03-05 10:15:00,22311.3,22406.55,22319.55,0.3899369377848893,-0.11786950863149626,27.86927498065789,32.240569861572695,False,,False,False,,22358.5,-0.21110539615806223
2024-03-05,30,SHORT,2024-03-05 10:15:00,22311.3,22406.55,22319.55,0.3899369377848893,-0.11786950863149626,27.86927498065789,32.240569861572695,False,,False,False,,22358.5,-0.21110539615806223
2024-03-06,5,LONG,2024-03-06 09:40:00,22363.9,22353.8,22293.15,0.27119598996596217,-0.13864973052754026,53.93268654861585,51.422255813338424,True,False,False,True,2024-03-06 09:55:00,22480.05,0.5193637961178332
2024-03-06,10,LONG,2024-03-06 09:40:00,22363.9,22353.8,22293.15,0.27119598996596217,-0.13864973052754026,53.93268654861585,51.422255813338424,True,False,False,True,2024-03-06 09:55:00,22480.05,0.5193637961178332
2024-03-06,15,LONG,2024-03-06 09:40:00,22363.9,22353.8,22289.4,0.2879640849762243,-0.13864973052754026,53.93268654861585,51.422255813338424,True,False,False,True,2024-03-06 09:55:00,22480.05,0.5193637961178332
2024-03-06,30,SHORT,2024-03-06 09:55:00,22282.25,22369.45,22289.4,0.3592545636100451,-0.13864973052754026,36.43244125257726,38.14011323814514,False,False,False,True,2024-03-06 13:50:00,22480.05,-0.8798912813805959
2024-03-07,5,SHORT,2024-03-07 09:35:00,22471.1,22523.65,22473.4,0.22362056152124285,0.11232181423084242,63.82701031519257,66.8166408109254,True,True,False,False,,22483.5,-0.0551515555852089
2024-03-07,10,SHORT,2024-03-07 09:35:00,22471.1,22523.65,22473.4,0.22362056152124285,0.11232181423084242,63.82701031519257,66.8166408109254,True,True,False,False,,22483.5,-0.0551515555852089
2024-03-07,15,SHORT,2024-03-07 09:50:00,22455.55,22523.65,22458.7,0.28923807254776984,0.11232181423084242,56.02206895920075,66.46829290894044,True,True,False,False,,22483.5,-0.1243133853714995
2024-03-07,30,SHORT,2024-03-07 10:40:00,22443.8,22523.65,22449.3,0.3312718880047148,0.11232181423084242,43.352515296876724,58.037898822669156,True,True,False,False,,22483.5,-0.1765739319945725
2024-03-11,5,SHORT,2024-03-11 10:00:00,22452.55,22526.6,22460.95,0.29239440508983533,0.15122200724975166,34.632890513158145,39.70990525026288,False,True,False,False,,22319.85,0.5945380457305971
2024-03-11,10,SHORT,2024-03-11 10:00:00,22452.55,22526.6,22460.95,0.29239440508983533,0.15122200724975166,34.632890513158145,39.70990525026288,False,True,False,False,,22319.85,0.5945380457305971
2024-03-11,15,SHORT,2024-03-11 10:00:00,22452.55,22526.6,22460.95,0.29239440508983533,0.15122200724975166,34.632890513158145,39.70990525026288,False,True,False,False,,22319.85,0.5945380457305971
2024-03-11,30,SHORT,2024-03-11 10:00:00,22452.55,22526.6,22458.95,0.30130207927383673,0.15122200724975166,34.632890513158145,39.70990525026288,False,True,False,False,,22319.85,0.5945380457305971
2024-03-12,5,LONG,2024-03-12 09:30:00,22393.3,22369.85,22319.2,0.22618372459618646,0.06541262598092068,55.34706935231242,54.3528649733876,True,False,True,True,2024-03-12 10:45:00,22333.7,-0.26615103624744174
2024-03-12,10,LONG,2024-03-12 09:30:00,22393.3,22369.85,22319.2,0.22618372459618646,0.06541262598092068,55.34706935231242,54.3528649733876,True,False,True,True,2024-03-12 10:45:00,22333.7,-0.26615103624744174
2024-03-12,15,LONG,2024-03-12 09:35:00,22424.85,22393.3,22315.0,0.3491662151586266,0.06541262598092068,60.83830236977814,54.3528649733876,True,False,True,True,2024-03-12 10:45:00,22333.7,-0.4064687166246306
2024-03-12,30,LONG,2024-03-12 10:00:00,22444.25,22434.8,22315.0,0.5337670004566839,0.06541262598092068,62.028753486226115,55.65680704770303,True,True,True,True,2024-03-12 10:45:00,22333.7,-0.4925537721242601
2024-03-13,5,SHORT,2024-03-13 09:25:00,22345.7,22446.75,22370.65,0.34055769118890233,0.44103753520463584,48.11184110701394,45.8802206485981,False,False,True,False,,21981.05,1.6589289410651409
2024-03-13,10,SHORT,2024-03-13 09:30:00,22336.05,22446.75,22338.75,0.48352327291530955,0.44103753520463584,45.74466557732195,45.14374982016872,False,False,True,False,,21981.05,1.615027489587617
2024-03-13,15,SHORT,2024-03-13 09:35:00,22319.45,22446.75,22323.55,0.5519849279440162,0.44103753520463584,41.92345468012978,45.14374982016872,False,False,True,False,,21981.05,1.539507894299863
2024-03-13,30,SHORT,2024-03-13 09:50:00,22299.85,22446.75,22301.3,0.6522465397749345,0.44103753520463584,39.39983577819143,36.81502530244734,False,False,False,False,,21981.05,1.4503401793817927
2024-03-14,5,LONG,2024-03-14 09:25:00,21992.95,21986.7,21917.5,0.31464628437749703,0.006824059815158101,48.18191737472515,30.70385332466863,False,False,True,False,,22153.05,0.7279605509947329
2024-03-14,10,LONG,2024-03-14 09:30:00,22023.0,22015.1,21917.5,0.4431730463606164,0.006824059815158101,52.754254394426624,30.698789569772956,False,False,True,False,,22153.05,0.5905190028606455
2024-03-14,15,LONG,2024-03-14 10:00:00,22039.95,22027.8,21917.5,0.5004548558413212,0.006824059815158101,56.056001386438666,35.621752382086285,True,False,True,False,,22153.05,0.5131590588907775
2024-03-14,30,LONG,2024-03-14 10:00:00,22039.95,22027.8,21917.5,0.5004548558413212,0.006824059815158101,56.056001386438666,35.621752382086285,True,False,True,False,,22153.05,0.5131590588907775
2024-03-15,5,SHORT,2024-03-15 09:35:00,22030.55,22110.15,22045.0,0.2957257081643511,-0.39813930813138443,30.384067806212386,37.404220652384545,False,False,False,False,,21996.35,0.1554803410565908
