symbol,side,entry_time,exit_time,entry,exit,gross_pct,net_pct,reason
ADANIENT,LONG,2019-11-13 10:15:00,2019-11-13 13:15:00,195.25,199.61,0.022319216323219315,0.020319216323219313,MID
ADANIENT,LONG,2020-09-21 13:15:00,2020-09-21 14:15:00,277.6,271.55,-0.021790422613609306,-0.023790422613609308,SL
ADANIENT,SHORT,2022-05-30 09:15:00,2022-05-30 15:15:00,2165.8,2169.0,-0.0014753342554171267,-0.0034753342554171267,EOD
ADANIENT,SHORT,2023-03-01 10:15:00,2023-03-01 12:15:00,1558.55,1496.21,0.04166666666666674,0.03966666666666674,TP
ADANIENT,SHORT,2024-05-14 10:15:00,2024-05-14 11:15:00,2953.85,2991.26,-0.012506040898891735,-0.014506040898891735,SL
ADANIENT,SHORT,2024-05-14 11:15:00,2024-05-14 15:15:00,3018.35,3035.0,-0.005485996705107077,-0.007485996705107077,EOD
ADANIENT,SHORT,2025-08-11 11:15:00,2025-08-11 15:15:00,2280.9,2270.2,0.004713241124130185,0.002713241124130185,EOD
ADANIPORTS,SHORT,2018-02-26 09:15:00,2018-02-26 14:15:00,416.0,413.61,0.0057881634307199725,0.0037881634307199725,MID
ADANIPORTS,SHORT,2018-05-31 14:15:00,2018-05-31 15:15:00,394.35,393.5,0.0021601016518424387,0.0001601016518424387,EOD
ADANIPORTS,LONG,2018-08-07 09:15:00,2018-08-07 13:15:00,378.4,370.12,-0.021886022083129286,-0.023886022083129288,SL
ADANIPORTS,SHORT,2019-02-13 10:15:00,2019-02-13 14:15:00,346.0,341.17,0.014166260438317924,0.012166260438317924,MID
ADANIPORTS,LONG,2019-10-23 09:15:00,2019-10-23 15:15:00,399.2,395.1,-0.010270541082164297,-0.012270541082164297,EOD
ADANIPORTS,SHORT,2020-04-15 09:15:00,2020-04-15 13:15:00,274.4,271.13,0.012071218451762844,0.010071218451762844,MID
ADANIPORTS,LONG,2020-05-04 09:15:00,2020-05-04 15:15:00,264.3,266.9,0.009837306091562414,0.007837306091562414,EOD
ADANIPORTS,LONG,2020-05-18 09:15:00,2020-05-18 15:15:00,296.75,294.05,-0.009098567818028647,-0.011098567818028647,EOD
ADANIPORTS,LONG,2021-04-12 11:15:00,2021-04-12 15:15:00,745.4,750.0,0.0061711832573114744,0.004171183257311474,EOD
ADANIPORTS,SHORT,2022-05-30 09:15:00,2022-05-30 14:15:00,730.05,726.16,0.005356853404698603,0.0033568534046986027,MID
ADANIPORTS,SHORT,2023-02-07 09:15:00,2023-02-07 12:15:00,591.0,567.36,0.04166666666666674,0.03966666666666674,TP
ADANIPORTS,LONG,2023-08-14 09:15:00,2023-08-14 13:15:00,774.2,787.7,0.017443361508266753,0.015443361508266753,MID
ADANIPORTS,LONG,2023-08-23 14:15:00,2023-08-23 15:15:00,823.95,830.4,0.007828144911705692,0.005828144911705692,EOD
ADANIPORTS,LONG,2023-08-31 09:15:00,2023-08-31 15:15:00,794.0,792.9,-0.0013853904282116192,-0.003385390428211619,EOD
ADANIPORTS,LONG,2023-12-20 13:15:00,2023-12-20 14:15:00,1027.15,1010.79,-0.01592716055677912,-0.01792716055677912,SL
ADANIPORTS,LONG,2023-12-20 14:15:00,2023-12-20 15:15:00,1012.95,1006.5,-0.00636754035243603,-0.00836754035243603,EOD
ADANIPORTS,SHORT,2024-12-03 09:15:00,2024-12-03 11:15:00,1259.95,1281.61,-0.01690160456363421,-0.01890160456363421,SL
AMBER,SHORT,2018-10-16 13:15:00,2018-10-16 15:15:00,925.0,923.0,0.0021668472372697867,0.00016684723726978663,EOD
AMBER,SHORT,2021-08-12 09:15:00,2021-08-12 15:15:00,2911.85,2919.0,-0.002449468996231663,-0.004449468996231663,EOD
