label,symbol,sl_pct,max_reentries,min_squeeze_bars,entry_start,total_pnl,avg_daily_pnl,win_rate,profit_factor,sharpe,sortino,max_drawdown,best_day,worst_day,entry_days,squeeze_days,total_strangles,total_sl_hits,total_reentries,avg_reentries_per_day,avg_premium
BANKNIFTY_SL30_RE0_SQ10_E1000,BANKNIFTY,0.3,0,10,10:00,-767480.0,-1768.0,41.0,0.53,-3.21,-4.12,827577.0,33567.0,-35244.0,434,434,434,295,0,0.0,414.6
BANKNIFTY_SL30_RE1_SQ1_E0920,BANKNIFTY,0.3,1,1,09:20,-1042010.0,-2401.0,38.5,0.48,-3.44,-4.26,1104727.0,52972.0,-46394.0,434,434,434,414,169,0.4,562.1
BANKNIFTY_SL30_RE1_SQ1_E1000,BANKNIFTY,0.3,1,1,10:00,-1103398.0,-2542.0,38.7,0.45,-3.74,-4.61,1162423.0,52972.0,-46394.0,434,434,434,406,172,0.4,565.3
BANKNIFTY_SL30_RE1_SQ5_E0920,BANKNIFTY,0.3,1,5,09:20,-1042010.0,-2401.0,38.5,0.48,-3.44,-4.26,1104727.0,52972.0,-46394.0,434,434,434,414,169,0.4,562.1
BANKNIFTY_SL30_RE1_SQ5_E1000,BANKNIFTY,0.3,1,5,10:00,-1103398.0,-2542.0,38.7,0.45,-3.74,-4.61,1162423.0,52972.0,-46394.0,434,434,434,406,172,0.4,565.3
BANKNIFTY_SL30_RE1_SQ10_E0920,BANKNIFTY,0.3,1,10,09:20,-1042010.0,-2401.0,38.5,0.48,-3.44,-4.26,1104727.0,52972.0,-46394.0,434,434,434,414,169,0.4,562.1
BANKNIFTY_SL30_RE1_SQ10_E1000,BANKNIFTY,0.3,1,10,10:00,-1103398.0,-2542.0,38.7,0.45,-3.74,-4.61,1162423.0,52972.0,-46394.0,434,434,434,406,172,0.4,565.3
BANKNIFTY_SL30_RE3_SQ1_E0920,BANKNIFTY,0.3,3,1,09:20,-1150016.0,-2650.0,38.5,0.46,-3.57,-4.31,1215615.0,55931.0,-46394.0,434,434,434,458,255,0.6,632.6
BANKNIFTY_SL30_RE3_SQ1_E1000,BANKNIFTY,0.3,3,1,10:00,-1210288.0,-2789.0,38.7,0.43,-3.86,-4.62,1272197.0,55931.0,-46394.0,434,434,434,450,258,0.6,634.0
BANKNIFTY_SL30_RE3_SQ5_E0920,BANKNIFTY,0.3,3,5,09:20,-1150016.0,-2650.0,38.5,0.46,-3.57,-4.31,1215615.0,55931.0,-46394.0,434,434,434,458,255,0.6,632.6
BANKNIFTY_SL30_RE3_SQ5_E1000,BANKNIFTY,0.3,3,5,10:00,-1210288.0,-2789.0,38.7,0.43,-3.86,-4.62,1272197.0,55931.0,-46394.0,434,434,434,450,258,0.6,634.0
BANKNIFTY_SL30_RE3_SQ10_E0920,BANKNIFTY,0.3,3,10,09:20,-1150016.0,-2650.0,38.5,0.46,-3.57,-4.31,1215615.0,55931.0,-46394.0,434,434,434,458,255,0.6,632.6
BANKNIFTY_SL30_RE3_SQ10_E1000,BANKNIFTY,0.3,3,10,10:00,-1210288.0,-2789.0,38.7,0.43,-3.86,-4.62,1272197.0,55931.0,-46394.0,434,434,434,450,258,0.6,634.0
BANKNIFTY_SL30_RE5_SQ1_E0920,BANKNIFTY,0.3,5,1,09:20,-1197247.0,-2759.0,38.5,0.45,-3.55,-4.2,1262846.0,65884.0,-65693.0,434,434,434,472,270,0.6,643.7
BANKNIFTY_SL30_RE5_SQ1_E1000,BANKNIFTY,0.3,5,1,10:00,-1257519.0,-2898.0,38.7,0.42,-3.82,-4.48,1319428.0,65884.0,-65693.0,434,434,434,464,273,0.6,645.1
BANKNIFTY_SL30_RE5_SQ5_E0920,BANKNIFTY,0.3,5,5,09:20,-1197247.0,-2759.0,38.5,0.45,-3.55,-4.2,1262846.0,65884.0,-65693.0,434,434,434,472,270,0.6,643.7
BANKNIFTY_SL30_RE5_SQ5_E1000,BANKNIFTY,0.3,5,5,10:00,-1257519.0,-2898.0,38.7,0.42,-3.82,-4.48,1319428.0,65884.0,-65693.0,434,434,434,464,273,0.6,645.1
BANKNIFTY_SL30_RE5_SQ10_E0920,BANKNIFTY,0.3,5,10,09:20,-1197247.0,-2759.0,38.5,0.45,-3.55,-4.2,1262846.0,65884.0,-65693.0,434,434,434,472,270,0.6,643.7
BANKNIFTY_SL30_RE5_SQ10_E1000,BANKNIFTY,0.3,5,10,10:00,-1257519.0,-2898.0,38.7,0.42,-3.82,-4.48,1319428.0,65884.0,-65693.0,434,434,434,464,273,0.6,645.1
