symbol,timeframe,signal,category,zone_width_atr,hold_period,zone_hold_rate,avg_zone_duration,avg_break_magnitude,max_break_magnitude,signal_frequency,total_signals,total_bars,score
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,1,96.74,0.97,0.67,1.8,9.35,92,984,0.7912
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,3,77.17,2.66,0.41,1.8,9.35,92,984,0.7072
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,5,54.35,3.86,0.55,2.91,9.35,92,984,0.587
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,7,46.74,4.82,0.88,2.91,9.35,92,984,0.5268
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,10,26.09,5.75,0.98,3.55,9.35,92,984,0.4175
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,15,16.3,6.76,1.23,5.69,9.35,92,984,0.3434
NIFTY50,240min,CONSENSUS_3of5,combined,2.5,20,10.87,7.37,1.4,7.59,9.35,92,984,0.2986
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,1,50.0,0.5,0.47,1.05,1.22,12,984,0.4862
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,3,8.33,0.83,0.79,1.27,1.22,12,984,0.262
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,5,8.33,1.0,1.18,2.26,1.22,12,984,0.231
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,7,0.0,1.0,1.59,3.9,1.22,12,984,0.1699
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,10,0.0,1.0,2.12,4.6,1.22,12,984,0.14
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,15,0.0,1.0,2.63,6.28,1.22,12,984,0.1132
NIFTY50,240min,CONSENSUS_4of5,combined,1.0,20,0.0,1.0,2.73,6.83,1.22,12,984,0.1055
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,1,66.67,0.67,0.29,0.75,1.22,12,984,0.5932
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,3,25.0,1.33,0.64,0.98,1.22,12,984,0.3682
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,5,16.67,1.67,0.98,1.91,1.22,12,984,0.2992
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,7,8.33,1.92,1.39,3.54,1.22,12,984,0.2373
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,10,0.0,1.92,1.8,4.25,1.22,12,984,0.1713
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,15,0.0,1.92,2.3,5.93,1.22,12,984,0.1384
NIFTY50,240min,CONSENSUS_4of5,combined,1.5,20,0.0,1.92,2.41,6.48,1.22,12,984,0.1277
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,1,91.67,0.92,0.45,0.45,1.22,12,984,0.7369
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,3,33.33,1.92,0.4,0.68,1.22,12,984,0.4501
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,5,25.0,2.5,0.76,1.56,1.22,12,984,0.3745
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,7,25.0,3.0,1.34,3.19,1.22,12,984,0.3369
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,10,0.0,3.25,1.47,3.9,1.22,12,984,0.2109
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,15,0.0,3.25,1.98,5.58,1.22,12,984,0.1691
NIFTY50,240min,CONSENSUS_4of5,combined,2.0,20,0.0,3.25,2.09,6.13,1.22,12,984,0.154
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,1,91.67,0.92,0.15,0.15,1.22,12,984,0.7489
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,3,41.67,2.08,0.14,0.39,1.22,12,984,0.5049
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,5,25.0,2.67,0.45,1.21,1.22,12,984,0.3935
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,7,25.0,3.17,1.03,2.84,1.22,12,984,0.3541
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,10,0.0,3.58,1.15,3.55,1.22,12,984,0.2305
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,15,0.0,3.58,1.65,5.23,1.22,12,984,0.1865
NIFTY50,240min,CONSENSUS_4of5,combined,2.5,20,0.0,3.58,1.76,5.78,1.22,12,984,0.1702
NIFTY50,60min,AROON_FLAT_25,trend,1.5,1,87.22,0.87,0.32,3.09,34.94,1197,3426,0.8498
NIFTY50,60min,AROON_FLAT_25,trend,1.5,3,59.48,2.19,0.38,6.99,34.94,1197,3426,0.7085
NIFTY50,60min,AROON_FLAT_25,trend,1.5,5,35.84,3.02,0.45,7.85,34.94,1197,3426,0.5859
NIFTY50,60min,AROON_FLAT_25,trend,1.5,7,23.06,3.54,0.55,7.85,34.94,1197,3426,0.5111
NIFTY50,60min,AROON_FLAT_25,trend,1.5,10,13.7,4.02,0.72,7.85,34.94,1197,3426,0.4462
NIFTY50,60min,AROON_FLAT_25,trend,1.5,15,6.04,4.45,0.96,7.85,34.94,1197,3426,0.3849
NIFTY50,60min,AROON_FLAT_25,trend,1.5,20,2.68,4.65,1.21,7.85,34.94,1197,3426,0.3486
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,1,78.97,0.79,0.07,2.82,52.69,2278,4323,0.871
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,3,36.82,1.7,0.09,3.01,52.69,2278,4323,0.6568
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,5,17.71,2.13,0.12,3.72,52.69,2278,4323,0.5511
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,7,9.41,2.35,0.15,3.74,52.69,2278,4323,0.4987
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,10,4.44,2.52,0.2,3.76,52.69,2278,4323,0.4602
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,15,1.45,2.64,0.28,3.76,52.69,2278,4323,0.4298
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.0,20,0.7,2.68,0.34,3.76,52.69,2278,4323,0.4161
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,1,93.33,0.93,0.14,2.75,52.69,2278,4323,0.9545
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,3,66.08,2.39,0.1,2.95,52.69,2278,4323,0.8195
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,5,45.71,3.4,0.12,3.67,52.69,2278,4323,0.7138
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,7,33.05,4.11,0.15,3.69,52.69,2278,4323,0.6438
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,10,20.13,4.82,0.18,3.71,52.69,2278,4323,0.5697
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,15,11.01,5.52,0.26,3.71,52.69,2278,4323,0.5074
NIFTY50,5min,BB_SQUEEZE_10,volatility,1.5,20,6.56,5.92,0.31,3.71,52.69,2278,4323,0.4731
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,1,97.45,0.97,0.28,2.68,52.69,2278,4323,0.9735
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,3,82.95,2.72,0.14,2.88,52.69,2278,4323,0.9075
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,5,67.6,4.15,0.15,3.61,52.69,2278,4323,0.8306
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,7,55.87,5.33,0.16,3.63,52.69,2278,4323,0.7691
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,10,41.36,6.7,0.19,3.66,52.69,2278,4323,0.6918
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,15,25.58,8.26,0.25,3.66,52.69,2278,4323,0.6023
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.0,20,17.66,9.28,0.3,3.66,52.69,2278,4323,0.5516
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,1,98.51,0.99,0.41,2.61,52.69,2278,4323,0.9745
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,3,90.91,2.85,0.19,2.81,52.69,2278,4323,0.9458
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,5,80.0,4.5,0.18,3.56,52.69,2278,4323,0.893
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,7,70.68,5.96,0.19,3.57,52.69,2278,4323,0.8455
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,10,57.67,7.82,0.21,3.6,52.69,2278,4323,0.7787
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,15,38.71,10.11,0.26,3.6,52.69,2278,4323,0.6794
NIFTY50,5min,BB_SQUEEZE_10,volatility,2.5,20,28.05,11.71,0.29,3.6,52.69,2278,4323,0.6177
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,1,76.41,0.76,0.05,3.74,53.44,2310,4323,0.8564
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,3,32.68,1.59,0.08,3.75,53.44,2310,4323,0.6333
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,5,13.68,1.94,0.12,3.75,53.44,2310,4323,0.5275
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,7,6.58,2.09,0.15,3.75,53.44,2310,4323,0.4802
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,10,1.99,2.19,0.19,3.75,53.44,2310,4323,0.4439
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,15,0.13,2.21,0.26,3.75,53.44,2310,4323,0.4194
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.0,20,0.13,2.22,0.33,3.75,53.44,2310,4323,0.4094
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,1,93.33,0.93,0.09,3.68,53.44,2310,4323,0.9564
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,3,63.2,2.35,0.09,3.7,53.44,2310,4323,0.806
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,5,41.3,3.28,0.11,3.7,53.44,2310,4323,0.6917
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,7,27.79,3.88,0.14,3.7,53.44,2310,4323,0.6166
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,10,14.98,4.44,0.17,3.7,53.44,2310,4323,0.5418
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,15,6.58,4.91,0.23,3.7,53.44,2310,4323,0.4824
NIFTY50,5min,BB_SQUEEZE_20,volatility,1.5,20,2.86,5.11,0.29,3.7,53.44,2310,4323,0.4507
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,1,97.75,0.98,0.2,3.63,53.44,2310,4323,0.9786
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,3,82.34,2.71,0.12,3.64,53.44,2310,4323,0.9054
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,5,64.11,4.09,0.13,3.64,53.44,2310,4323,0.8148
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,7,50.87,5.17,0.15,3.64,53.44,2310,4323,0.7451
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,10,35.11,6.37,0.18,3.64,53.44,2310,4323,0.6607
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,15,19.13,7.58,0.22,3.64,53.44,2310,4323,0.5688
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.0,20,11.52,8.31,0.27,3.64,53.44,2310,4323,0.5181
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,1,98.66,0.99,0.27,3.57,53.44,2310,4323,0.981
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,3,90.56,2.85,0.16,3.59,53.44,2310,4323,0.9459
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,5,78.23,4.47,0.15,3.59,53.44,2310,4323,0.8857
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,7,66.15,5.85,0.16,3.59,53.44,2310,4323,0.8253
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,10,50.87,7.53,0.18,3.59,53.44,2310,4323,0.7468
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,15,32.03,9.47,0.22,3.59,53.44,2310,4323,0.6458
NIFTY50,5min,BB_SQUEEZE_20,volatility,2.5,20,22.16,10.76,0.26,3.59,53.44,2310,4323,0.5857
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,1,79.63,0.8,0.08,3.74,55.31,2391,4323,0.8747
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,3,38.23,1.72,0.1,3.75,55.31,2391,4323,0.6637
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,5,19.08,2.18,0.12,3.75,55.31,2391,4323,0.5585
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,7,10.54,2.43,0.15,3.75,55.31,2391,4323,0.5055
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,10,4.98,2.62,0.19,3.75,55.31,2391,4323,0.4646
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,15,1.93,2.76,0.26,3.75,55.31,2391,4323,0.4341
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.0,20,1.05,2.83,0.32,3.75,55.31,2391,4323,0.4199
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,1,93.52,0.94,0.16,3.68,55.31,2391,4323,0.9549
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,3,66.88,2.4,0.12,3.7,55.31,2391,4323,0.823
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,5,47.49,3.44,0.13,3.7,55.31,2391,4323,0.7224
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,7,34.69,4.19,0.15,3.7,55.31,2391,4323,0.6526
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,10,21.63,4.95,0.18,3.7,55.31,2391,4323,0.5784
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,15,12.23,5.73,0.24,3.7,55.31,2391,4323,0.5157
NIFTY50,5min,ATR_CONTRACT_7,volatility,1.5,20,6.95,6.16,0.28,3.7,55.31,2391,4323,0.478
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,1,97.28,0.97,0.3,3.63,55.31,2391,4323,0.9718
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,3,83.23,2.72,0.17,3.64,55.31,2391,4323,0.9074
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,5,68.41,4.16,0.16,3.64,55.31,2391,4323,0.8337
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,7,56.53,5.35,0.16,3.64,55.31,2391,4323,0.7724
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,10,42.13,6.75,0.19,3.64,55.31,2391,4323,0.6961
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,15,27.23,8.39,0.24,3.64,55.31,2391,4323,0.6113
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.0,20,18.56,9.48,0.27,3.64,55.31,2391,4323,0.5581
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,1,98.29,0.98,0.41,3.57,55.31,2391,4323,0.9732
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,3,90.88,2.84,0.24,3.59,55.31,2391,4323,0.9435
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,5,80.21,4.5,0.19,3.59,55.31,2391,4323,0.893
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,7,70.42,5.95,0.19,3.59,55.31,2391,4323,0.8444
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,10,57.49,7.8,0.2,3.59,55.31,2391,4323,0.778
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,15,40.72,10.17,0.24,3.59,55.31,2391,4323,0.6889
NIFTY50,5min,ATR_CONTRACT_7,volatility,2.5,20,30.5,11.88,0.27,3.59,55.31,2391,4323,0.63
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,1,76.82,0.77,0.04,0.82,52.79,2282,4323,0.8592
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,3,31.99,1.58,0.07,0.82,52.79,2282,4323,0.6302
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,5,13.94,1.93,0.1,0.99,52.79,2282,4323,0.529
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,7,6.79,2.09,0.12,1.21,52.79,2282,4323,0.482
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,10,2.32,2.2,0.16,1.49,52.79,2282,4323,0.4466
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,15,0.09,2.23,0.23,3.73,52.79,2282,4323,0.4207
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.0,20,0.04,2.23,0.3,3.73,52.79,2282,4323,0.4105
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,1,93.25,0.93,0.06,0.78,52.79,2282,4323,0.957
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,3,63.5,2.35,0.07,0.78,52.79,2282,4323,0.8079
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,5,42.73,3.3,0.09,0.92,52.79,2282,4323,0.6993
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,7,29.36,3.94,0.11,1.13,52.79,2282,4323,0.6255
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,10,15.91,4.53,0.14,1.42,52.79,2282,4323,0.5485
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,15,7.54,5.04,0.2,3.68,52.79,2282,4323,0.4892
NIFTY50,5min,ATR_CONTRACT_14,volatility,1.5,20,3.29,5.27,0.26,3.68,52.79,2282,4323,0.4554
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,1,97.85,0.98,0.12,0.74,52.79,2282,4323,0.9823
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,3,82.78,2.72,0.09,0.74,52.79,2282,4323,0.909
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,5,66.26,4.13,0.1,0.84,52.79,2282,4323,0.8261
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,7,53.07,5.25,0.12,1.06,52.79,2282,4323,0.7577
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,10,37.47,6.53,0.14,1.35,52.79,2282,4323,0.6746
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,15,21.08,7.86,0.19,3.63,52.79,2282,4323,0.5814
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.0,20,12.23,8.64,0.24,3.63,52.79,2282,4323,0.5255
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,1,98.86,0.99,0.17,0.7,52.79,2282,4323,0.9863
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,3,91.19,2.86,0.11,0.7,52.79,2282,4323,0.9511
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,5,80.15,4.51,0.11,0.77,52.79,2282,4323,0.8967
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,7,69.28,5.95,0.12,0.99,52.79,2282,4323,0.8422
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,10,54.47,7.73,0.15,1.28,52.79,2282,4323,0.7666
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,15,35.41,9.86,0.19,3.59,52.79,2282,4323,0.6655
NIFTY50,5min,ATR_CONTRACT_14,volatility,2.5,20,23.84,11.27,0.24,3.59,52.79,2282,4323,0.5986
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,1,75.22,0.75,0.04,0.82,53.2,2300,4323,0.8496
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,3,29.17,1.51,0.07,0.82,53.2,2300,4323,0.6143
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,5,11.7,1.81,0.1,0.99,53.2,2300,4323,0.5152
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,7,4.83,1.93,0.13,2.26,53.2,2300,4323,0.4694
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,10,1.39,2.0,0.18,2.26,53.2,2300,4323,0.4385
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,15,0.0,2.02,0.26,3.63,53.2,2300,4323,0.4166
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.0,20,0.0,2.02,0.34,3.7,53.2,2300,4323,0.4064
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,1,92.04,0.92,0.06,0.78,53.2,2300,4323,0.95
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,3,60.13,2.28,0.07,0.78,53.2,2300,4323,0.7897
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,5,39.09,3.15,0.1,0.92,53.2,2300,4323,0.6787
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,7,25.96,3.73,0.12,2.23,53.2,2300,4323,0.6056
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,10,12.65,4.21,0.15,2.23,53.2,2300,4323,0.5287
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,15,4.75,4.58,0.23,3.58,53.2,2300,4323,0.471
NIFTY50,5min,ATR_CONTRACT_20,volatility,1.5,20,2.01,4.73,0.31,3.65,53.2,2300,4323,0.443
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,1,97.48,0.97,0.11,0.74,53.2,2300,4323,0.9805
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,3,80.96,2.69,0.09,0.74,53.2,2300,4323,0.8995
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,5,62.57,4.03,0.1,0.84,53.2,2300,4323,0.8075
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,7,49.61,5.09,0.12,2.19,53.2,2300,4323,0.7389
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,10,33.39,6.24,0.15,2.19,53.2,2300,4323,0.6522
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,15,17.39,7.39,0.22,3.53,53.2,2300,4323,0.5595
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.0,20,9.87,8.03,0.29,3.6,53.2,2300,4323,0.5081
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,1,98.74,0.99,0.16,0.7,53.2,2300,4323,0.9861
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,3,89.91,2.84,0.11,0.7,53.2,2300,4323,0.9447
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,5,77.35,4.44,0.11,0.77,53.2,2300,4323,0.8826
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,7,65.96,5.82,0.13,2.16,53.2,2300,4323,0.8247
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,10,50.22,7.48,0.16,2.16,53.2,2300,4323,0.7441
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,15,31.29,9.39,0.21,3.49,53.2,2300,4323,0.6418
NIFTY50,5min,ATR_CONTRACT_20,volatility,2.5,20,19.91,10.61,0.28,3.56,53.2,2300,4323,0.5745
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,1,72.64,0.73,0.06,0.61,9.3,402,4323,0.6708
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,3,25.87,1.44,0.09,0.79,9.3,402,4323,0.4326
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,5,11.94,1.73,0.14,0.99,9.3,402,4323,0.3487
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,7,4.98,1.85,0.17,1.21,9.3,402,4323,0.303
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,10,1.24,1.92,0.22,1.49,9.3,402,4323,0.2716
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,15,0.0,1.93,0.34,3.55,9.3,402,4323,0.2493
NIFTY50,5min,TTM_SQUEEZE,volatility,1.0,20,0.0,1.93,0.44,3.62,9.3,402,4323,0.2389
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,1,89.8,0.9,0.08,0.55,9.3,402,4323,0.7729
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,3,54.48,2.16,0.1,0.74,9.3,402,4323,0.595
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,5,32.84,2.92,0.14,0.92,9.3,402,4323,0.4798
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,7,20.65,3.38,0.16,1.13,9.3,402,4323,0.4098
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,10,9.7,3.75,0.2,1.42,9.3,402,4323,0.343
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,15,4.48,4.04,0.31,3.5,9.3,402,4323,0.2965
NIFTY50,5min,TTM_SQUEEZE,volatility,1.5,20,2.24,4.19,0.41,3.57,9.3,402,4323,0.2718
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,1,95.52,0.96,0.11,0.5,9.3,402,4323,0.806
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,3,72.64,2.52,0.11,0.68,9.3,402,4323,0.6912
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,5,51.49,3.65,0.14,0.84,9.3,402,4323,0.5836
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,7,35.32,4.44,0.15,1.06,9.3,402,4323,0.4992
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,10,23.13,5.23,0.19,1.35,9.3,402,4323,0.4268
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,15,10.2,5.96,0.29,3.45,9.3,402,4323,0.3459
NIFTY50,5min,TTM_SQUEEZE,volatility,2.0,20,6.47,6.4,0.38,3.52,9.3,402,4323,0.3118
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,1,97.26,0.97,0.13,0.46,9.3,402,4323,0.8157
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,3,82.09,2.71,0.12,0.63,9.3,402,4323,0.7414
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,5,64.43,4.07,0.14,0.77,9.3,402,4323,0.652
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,7,49.25,5.12,0.15,0.99,9.3,402,4323,0.5745
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,10,33.58,6.27,0.18,1.28,9.3,402,4323,0.4898
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,15,18.16,7.44,0.27,3.4,9.3,402,4323,0.398
NIFTY50,5min,TTM_SQUEEZE,volatility,2.5,20,13.43,8.19,0.37,3.47,9.3,402,4323,0.3581
NIFTY50,5min,HV_LOW_10,volatility,1.0,1,77.7,0.78,0.06,2.23,52.49,2269,4323,0.8639
NIFTY50,5min,HV_LOW_10,volatility,1.0,3,34.51,1.63,0.08,2.23,52.49,2269,4323,0.6437
NIFTY50,5min,HV_LOW_10,volatility,1.0,5,16.26,2.03,0.11,2.23,52.49,2269,4323,0.5419
NIFTY50,5min,HV_LOW_10,volatility,1.0,7,8.33,2.23,0.14,2.26,52.49,2269,4323,0.4915
NIFTY50,5min,HV_LOW_10,volatility,1.0,10,3.7,2.37,0.18,2.26,52.49,2269,4323,0.4551
NIFTY50,5min,HV_LOW_10,volatility,1.0,15,1.32,2.47,0.25,3.73,52.49,2269,4323,0.4284
NIFTY50,5min,HV_LOW_10,volatility,1.0,20,0.84,2.52,0.31,3.73,52.49,2269,4323,0.4161
NIFTY50,5min,HV_LOW_10,volatility,1.5,1,93.3,0.93,0.1,2.17,52.49,2269,4323,0.9557
NIFTY50,5min,HV_LOW_10,volatility,1.5,3,64.3,2.36,0.09,2.17,52.49,2269,4323,0.8111
NIFTY50,5min,HV_LOW_10,volatility,1.5,5,43.72,3.32,0.11,2.17,52.49,2269,4323,0.7035
NIFTY50,5min,HV_LOW_10,volatility,1.5,7,31.13,4.0,0.13,2.23,52.49,2269,4323,0.6336
NIFTY50,5min,HV_LOW_10,volatility,1.5,10,17.81,4.65,0.16,2.23,52.49,2269,4323,0.5578
