symbol,timeframe,signal,category,zone_width_atr,hold_period,zone_hold_rate,avg_zone_duration,avg_break_magnitude,max_break_magnitude,signal_frequency,total_signals,total_bars,score
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,1,81.03,0.81,0.06,3.47,45.11,1950,4323,0.8641
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,3,39.95,1.77,0.09,3.47,45.11,1950,4323,0.6547
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,5,20.62,2.27,0.12,3.47,45.11,1950,4323,0.5486
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,7,12.77,2.55,0.16,3.47,45.11,1950,4323,0.498
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,10,6.87,2.8,0.21,3.47,45.11,1950,4323,0.4556
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,15,3.34,3.03,0.29,4.83,45.11,1950,4323,0.4226
BANKNIFTY,5min,AROON_FLAT_25,trend,1.0,20,1.9,3.15,0.36,4.83,45.11,1950,4323,0.405
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,1,94.46,0.94,0.11,3.41,45.11,1950,4323,0.9429
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,3,69.74,2.47,0.1,3.41,45.11,1950,4323,0.8203
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,5,50.72,3.57,0.12,3.41,45.11,1950,4323,0.7211
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,7,37.64,4.38,0.15,3.41,45.11,1950,4323,0.65
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,10,26.62,5.28,0.2,3.41,45.11,1950,4323,0.5844
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,15,16.37,6.27,0.27,4.77,45.11,1950,4323,0.5188
BANKNIFTY,5min,AROON_FLAT_25,trend,1.5,20,10.72,6.9,0.34,4.77,45.11,1950,4323,0.4789
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,1,97.9,0.98,0.19,3.34,45.11,1950,4323,0.9604
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,3,85.64,2.77,0.12,3.34,45.11,1950,4323,0.9026
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,5,70.67,4.26,0.13,3.34,45.11,1950,4323,0.8282
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,7,58.97,5.49,0.16,3.34,45.11,1950,4323,0.7668
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,10,46.1,6.99,0.21,3.34,45.11,1950,4323,0.6965
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,15,31.81,8.87,0.27,4.72,45.11,1950,4323,0.6153
BANKNIFTY,5min,AROON_FLAT_25,trend,2.0,20,23.65,10.21,0.33,4.72,45.11,1950,4323,0.5639
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,1,98.82,0.99,0.26,3.28,45.11,1950,4323,0.963
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,3,92.0,2.87,0.15,3.28,45.11,1950,4323,0.9339
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,5,83.18,4.58,0.16,3.28,45.11,1950,4323,0.89
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,7,73.03,6.09,0.17,3.28,45.11,1950,4323,0.8396
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,10,61.28,8.04,0.22,3.28,45.11,1950,4323,0.7776
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,15,46.18,10.65,0.27,4.66,45.11,1950,4323,0.6963
BANKNIFTY,5min,AROON_FLAT_25,trend,2.5,20,34.68,12.6,0.33,4.67,45.11,1950,4323,0.6321
BANKNIFTY,5min,R2_LOW_10,trend,1.0,1,81.77,0.82,0.06,2.24,40.78,1763,4323,0.8513
BANKNIFTY,5min,R2_LOW_10,trend,1.0,3,39.86,1.77,0.08,2.24,40.78,1763,4323,0.6376
BANKNIFTY,5min,R2_LOW_10,trend,1.0,5,19.7,2.25,0.11,2.24,40.78,1763,4323,0.5277
BANKNIFTY,5min,R2_LOW_10,trend,1.0,7,11.24,2.51,0.15,2.31,40.78,1763,4323,0.474
BANKNIFTY,5min,R2_LOW_10,trend,1.0,10,5.05,2.71,0.2,4.27,40.78,1763,4323,0.4297
BANKNIFTY,5min,R2_LOW_10,trend,1.0,15,1.76,2.86,0.29,4.97,40.78,1763,4323,0.3967
BANKNIFTY,5min,R2_LOW_10,trend,1.0,20,1.02,2.93,0.35,5.06,40.78,1763,4323,0.3823
BANKNIFTY,5min,R2_LOW_10,trend,1.5,1,94.32,0.94,0.1,2.15,40.78,1763,4323,0.9251
BANKNIFTY,5min,R2_LOW_10,trend,1.5,3,70.24,2.48,0.08,2.15,40.78,1763,4323,0.8059
BANKNIFTY,5min,R2_LOW_10,trend,1.5,5,50.2,3.57,0.11,2.15,40.78,1763,4323,0.7024
BANKNIFTY,5min,R2_LOW_10,trend,1.5,7,36.0,4.35,0.14,2.27,40.78,1763,4323,0.626
BANKNIFTY,5min,R2_LOW_10,trend,1.5,10,23.11,5.16,0.18,4.22,40.78,1763,4323,0.5516
BANKNIFTY,5min,R2_LOW_10,trend,1.5,15,10.86,5.89,0.26,4.91,40.78,1763,4323,0.4747
BANKNIFTY,5min,R2_LOW_10,trend,1.5,20,6.59,6.3,0.32,5.01,40.78,1763,4323,0.4398
BANKNIFTY,5min,R2_LOW_10,trend,2.0,1,97.84,0.98,0.17,2.07,40.78,1763,4323,0.9436
BANKNIFTY,5min,R2_LOW_10,trend,2.0,3,86.66,2.78,0.11,2.07,40.78,1763,4323,0.8909
BANKNIFTY,5min,R2_LOW_10,trend,2.0,5,71.04,4.28,0.12,2.07,40.78,1763,4323,0.8138
BANKNIFTY,5min,R2_LOW_10,trend,2.0,7,57.41,5.49,0.14,2.23,40.78,1763,4323,0.744
BANKNIFTY,5min,R2_LOW_10,trend,2.0,10,43.21,6.92,0.18,4.16,40.78,1763,4323,0.6669
BANKNIFTY,5min,R2_LOW_10,trend,2.0,15,26.61,8.56,0.26,4.86,40.78,1763,4323,0.5733
BANKNIFTY,5min,R2_LOW_10,trend,2.0,20,18.02,9.62,0.3,4.96,40.78,1763,4323,0.5193
BANKNIFTY,5min,R2_LOW_10,trend,2.5,1,98.86,0.99,0.24,1.98,40.78,1763,4323,0.9468
BANKNIFTY,5min,R2_LOW_10,trend,2.5,3,92.45,2.88,0.12,1.98,40.78,1763,4323,0.92
BANKNIFTY,5min,R2_LOW_10,trend,2.5,5,83.19,4.59,0.13,1.98,40.78,1763,4323,0.8742
BANKNIFTY,5min,R2_LOW_10,trend,2.5,7,72.12,6.09,0.15,2.19,40.78,1763,4323,0.8195
BANKNIFTY,5min,R2_LOW_10,trend,2.5,10,60.14,8.0,0.2,4.11,40.78,1763,4323,0.7556
BANKNIFTY,5min,R2_LOW_10,trend,2.5,15,42.18,10.44,0.27,4.81,40.78,1763,4323,0.6603
BANKNIFTY,5min,R2_LOW_10,trend,2.5,20,30.59,12.2,0.3,4.91,40.78,1763,4323,0.5953
BANKNIFTY,5min,R2_LOW_20,trend,1.0,1,78.77,0.79,0.06,0.86,37.59,1625,4323,0.8206
BANKNIFTY,5min,R2_LOW_20,trend,1.0,3,34.4,1.65,0.09,1.14,37.59,1625,4323,0.5944
BANKNIFTY,5min,R2_LOW_20,trend,1.0,5,15.51,2.04,0.13,3.39,37.59,1625,4323,0.4886
BANKNIFTY,5min,R2_LOW_20,trend,1.0,7,8.43,2.24,0.18,3.39,37.59,1625,4323,0.4409
BANKNIFTY,5min,R2_LOW_20,trend,1.0,10,2.95,2.37,0.22,3.39,37.59,1625,4323,0.4005
BANKNIFTY,5min,R2_LOW_20,trend,1.0,15,0.68,2.42,0.31,4.97,37.59,1625,4323,0.373
BANKNIFTY,5min,R2_LOW_20,trend,1.0,20,0.12,2.44,0.38,5.06,37.59,1625,4323,0.36
BANKNIFTY,5min,R2_LOW_20,trend,1.5,1,92.8,0.93,0.08,0.8,37.59,1625,4323,0.9039
BANKNIFTY,5min,R2_LOW_20,trend,1.5,3,65.54,2.38,0.09,1.08,37.59,1625,4323,0.7676
BANKNIFTY,5min,R2_LOW_20,trend,1.5,5,44.98,3.37,0.14,3.33,37.59,1625,4323,0.6596
BANKNIFTY,5min,R2_LOW_20,trend,1.5,7,31.38,4.05,0.17,3.33,37.59,1625,4323,0.585
BANKNIFTY,5min,R2_LOW_20,trend,1.5,10,20.98,4.77,0.21,3.33,37.59,1625,4323,0.5212
BANKNIFTY,5min,R2_LOW_20,trend,1.5,15,10.83,5.47,0.28,4.91,37.59,1625,4323,0.4552
BANKNIFTY,5min,R2_LOW_20,trend,1.5,20,6.05,5.87,0.35,5.01,37.59,1625,4323,0.4194
BANKNIFTY,5min,R2_LOW_20,trend,2.0,1,96.98,0.97,0.11,0.73,37.59,1625,4323,0.9279
BANKNIFTY,5min,R2_LOW_20,trend,2.0,3,82.77,2.71,0.11,1.01,37.59,1625,4323,0.8578
BANKNIFTY,5min,R2_LOW_20,trend,2.0,5,65.42,4.11,0.15,3.27,37.59,1625,4323,0.7703
BANKNIFTY,5min,R2_LOW_20,trend,2.0,7,52.92,5.22,0.18,3.27,37.59,1625,4323,0.704
BANKNIFTY,5min,R2_LOW_20,trend,2.0,10,39.45,6.52,0.22,3.27,37.59,1625,4323,0.63
BANKNIFTY,5min,R2_LOW_20,trend,2.0,15,25.6,8.07,0.28,4.86,37.59,1625,4323,0.5491
BANKNIFTY,5min,R2_LOW_20,trend,2.0,20,16.98,9.1,0.33,4.96,37.59,1625,4323,0.4959
BANKNIFTY,5min,R2_LOW_20,trend,2.5,1,98.28,0.98,0.13,0.67,37.59,1625,4323,0.935
BANKNIFTY,5min,R2_LOW_20,trend,2.5,3,89.85,2.83,0.12,0.95,37.59,1625,4323,0.8937
BANKNIFTY,5min,R2_LOW_20,trend,2.5,5,78.58,4.46,0.17,3.21,37.59,1625,4323,0.8361
BANKNIFTY,5min,R2_LOW_20,trend,2.5,7,67.51,5.86,0.2,3.21,37.59,1625,4323,0.78
BANKNIFTY,5min,R2_LOW_20,trend,2.5,10,54.89,7.62,0.23,3.21,37.59,1625,4323,0.7133
BANKNIFTY,5min,R2_LOW_20,trend,2.5,15,38.58,9.86,0.28,4.81,37.59,1625,4323,0.6249
BANKNIFTY,5min,R2_LOW_20,trend,2.5,20,28.33,11.49,0.33,4.91,37.59,1625,4323,0.5654
BANKNIFTY,5min,NR4,price_action,1.0,1,82.93,0.83,0.06,1.76,26.74,1156,4323,0.8021
BANKNIFTY,5min,NR4,price_action,1.0,3,38.56,1.78,0.11,3.67,26.74,1156,4323,0.5757
BANKNIFTY,5min,NR4,price_action,1.0,5,20.02,2.26,0.15,4.09,26.74,1156,4323,0.4715
BANKNIFTY,5min,NR4,price_action,1.0,7,11.97,2.53,0.18,4.28,26.74,1156,4323,0.42
BANKNIFTY,5min,NR4,price_action,1.0,10,5.82,2.76,0.23,4.44,26.74,1156,4323,0.376
BANKNIFTY,5min,NR4,price_action,1.0,15,2.35,2.93,0.31,4.84,26.74,1156,4323,0.3431
BANKNIFTY,5min,NR4,price_action,1.0,20,1.22,3.01,0.37,5.06,26.74,1156,4323,0.327
BANKNIFTY,5min,NR4,price_action,1.5,1,95.06,0.95,0.1,1.69,26.74,1156,4323,0.8732
BANKNIFTY,5min,NR4,price_action,1.5,3,69.84,2.49,0.13,3.59,26.74,1156,4323,0.7471
BANKNIFTY,5min,NR4,price_action,1.5,5,49.39,3.57,0.16,4.02,26.74,1156,4323,0.6406
BANKNIFTY,5min,NR4,price_action,1.5,7,38.25,4.39,0.19,4.21,26.74,1156,4323,0.5777
BANKNIFTY,5min,NR4,price_action,1.5,10,27.34,5.3,0.23,4.37,26.74,1156,4323,0.513
BANKNIFTY,5min,NR4,price_action,1.5,15,15.3,6.28,0.29,4.79,26.74,1156,4323,0.4402
BANKNIFTY,5min,NR4,price_action,1.5,20,9.23,6.83,0.35,5.01,26.74,1156,4323,0.3983
BANKNIFTY,5min,NR4,price_action,2.0,1,98.44,0.98,0.21,1.63,26.74,1156,4323,0.8891
BANKNIFTY,5min,NR4,price_action,2.0,3,85.36,2.78,0.19,3.52,26.74,1156,4323,0.8259
BANKNIFTY,5min,NR4,price_action,2.0,5,70.28,4.25,0.2,3.94,26.74,1156,4323,0.7499
BANKNIFTY,5min,NR4,price_action,2.0,7,58.63,5.48,0.21,4.13,26.74,1156,4323,0.6897
BANKNIFTY,5min,NR4,price_action,2.0,10,46.53,6.98,0.25,4.3,26.74,1156,4323,0.6226
BANKNIFTY,5min,NR4,price_action,2.0,15,30.7,8.84,0.29,4.74,26.74,1156,4323,0.5359
BANKNIFTY,5min,NR4,price_action,2.0,20,21.24,10.1,0.34,4.96,26.74,1156,4323,0.4795
BANKNIFTY,5min,NR4,price_action,2.5,1,99.22,0.99,0.32,1.57,26.74,1156,4323,0.8893
BANKNIFTY,5min,NR4,price_action,2.5,3,92.03,2.88,0.27,3.44,26.74,1156,4323,0.8564
BANKNIFTY,5min,NR4,price_action,2.5,5,82.76,4.58,0.28,3.87,26.74,1156,4323,0.81
BANKNIFTY,5min,NR4,price_action,2.5,7,73.72,6.1,0.26,4.06,26.74,1156,4323,0.7658
BANKNIFTY,5min,NR4,price_action,2.5,10,61.55,8.05,0.28,4.23,26.74,1156,4323,0.7028
BANKNIFTY,5min,NR4,price_action,2.5,15,46.52,10.68,0.32,4.69,26.74,1156,4323,0.6228
BANKNIFTY,5min,NR4,price_action,2.5,20,35.07,12.66,0.35,4.91,26.74,1156,4323,0.56
BANKNIFTY,5min,NR7,price_action,1.0,1,83.54,0.84,0.06,0.97,15.22,658,4323,0.7598
BANKNIFTY,5min,NR7,price_action,1.0,3,39.63,1.81,0.1,3.67,15.22,658,4323,0.5358
BANKNIFTY,5min,NR7,price_action,1.0,5,21.19,2.31,0.14,4.09,15.22,658,4323,0.4324
BANKNIFTY,5min,NR7,price_action,1.0,7,12.65,2.59,0.17,4.09,15.22,658,4323,0.3787
BANKNIFTY,5min,NR7,price_action,1.0,10,5.95,2.82,0.22,4.09,15.22,658,4323,0.3322
BANKNIFTY,5min,NR7,price_action,1.0,15,2.44,3.0,0.3,4.84,15.22,658,4323,0.2988
BANKNIFTY,5min,NR7,price_action,1.0,20,1.37,3.09,0.36,5.06,15.22,658,4323,0.2828
BANKNIFTY,5min,NR7,price_action,1.5,1,95.12,0.95,0.1,0.89,15.22,658,4323,0.8277
BANKNIFTY,5min,NR7,price_action,1.5,3,71.04,2.51,0.13,3.59,15.22,658,4323,0.707
BANKNIFTY,5min,NR7,price_action,1.5,5,51.52,3.62,0.15,4.02,15.22,658,4323,0.6058
BANKNIFTY,5min,NR7,price_action,1.5,7,38.87,4.46,0.18,4.02,15.22,658,4323,0.5369
BANKNIFTY,5min,NR7,price_action,1.5,10,28.81,5.43,0.23,4.02,15.22,658,4323,0.4756
BANKNIFTY,5min,NR7,price_action,1.5,15,16.64,6.47,0.29,4.79,15.22,658,4323,0.4024
BANKNIFTY,5min,NR7,price_action,1.5,20,10.38,7.08,0.34,5.01,15.22,658,4323,0.3597
BANKNIFTY,5min,NR7,price_action,2.0,1,98.48,0.98,0.18,0.8,15.22,658,4323,0.8444
BANKNIFTY,5min,NR7,price_action,2.0,3,85.82,2.78,0.18,3.52,15.22,658,4323,0.7821
BANKNIFTY,5min,NR7,price_action,2.0,5,73.17,4.3,0.2,3.94,15.22,658,4323,0.7177
BANKNIFTY,5min,NR7,price_action,2.0,7,59.3,5.56,0.19,3.94,15.22,658,4323,0.6491
BANKNIFTY,5min,NR7,price_action,2.0,10,47.71,7.1,0.24,3.94,15.22,658,4323,0.584
BANKNIFTY,5min,NR7,price_action,2.0,15,30.84,8.98,0.28,4.74,15.22,658,4323,0.4927
BANKNIFTY,5min,NR7,price_action,2.0,20,20.92,10.24,0.32,4.96,15.22,658,4323,0.434
BANKNIFTY,5min,NR7,price_action,2.5,1,98.93,0.99,0.19,0.71,15.22,658,4323,0.8469
BANKNIFTY,5min,NR7,price_action,2.5,3,91.92,2.88,0.24,3.44,15.22,658,4323,0.8108
BANKNIFTY,5min,NR7,price_action,2.5,5,83.69,4.59,0.26,3.87,15.22,658,4323,0.769
BANKNIFTY,5min,NR7,price_action,2.5,7,74.39,6.13,0.23,3.87,15.22,658,4323,0.7242
BANKNIFTY,5min,NR7,price_action,2.5,10,62.5,8.09,0.27,3.87,15.22,658,4323,0.6619
BANKNIFTY,5min,NR7,price_action,2.5,15,46.87,10.75,0.3,4.69,15.22,658,4323,0.5795
BANKNIFTY,5min,NR7,price_action,2.5,20,35.11,12.71,0.33,4.91,15.22,658,4323,0.5151
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,1,81.0,0.81,0.03,0.15,13.42,580,4323,0.7383
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,3,39.03,1.77,0.09,1.57,13.42,580,4323,0.5241
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,5,19.17,2.24,0.15,3.37,13.42,580,4323,0.414
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,7,11.23,2.49,0.18,3.37,13.42,580,4323,0.3625
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,10,4.67,2.69,0.24,4.57,13.42,580,4323,0.3166
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,15,2.08,2.83,0.3,4.84,13.42,580,4323,0.2875
BANKNIFTY,5min,INSIDE_BAR,price_action,1.0,20,1.04,2.91,0.37,5.06,13.42,580,4323,0.272
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,1,95.51,0.96,0.03,0.08,13.42,580,4323,0.8255
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,3,69.08,2.46,0.1,1.48,13.42,580,4323,0.6901
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,5,48.7,3.53,0.16,3.31,13.42,580,4323,0.5834
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,7,35.58,4.31,0.18,3.31,13.42,580,4323,0.512
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,10,26.12,5.18,0.24,4.5,13.42,580,4323,0.4522
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,15,14.36,6.11,0.29,4.79,13.42,580,4323,0.3811
BANKNIFTY,5min,INSIDE_BAR,price_action,1.5,20,8.32,6.62,0.34,5.01,13.42,580,4323,0.3395
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,1,99.14,0.99,0.02,0.03,13.42,580,4323,0.8478
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,3,85.15,2.77,0.12,1.4,13.42,580,4323,0.7742
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,5,68.57,4.22,0.19,3.25,13.42,580,4323,0.6891
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,7,57.17,5.42,0.2,3.25,13.42,580,4323,0.629
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,10,44.12,6.84,0.25,4.44,13.42,580,4323,0.557
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,15,29.41,8.61,0.29,4.74,13.42,580,4323,0.4748
BANKNIFTY,5min,INSIDE_BAR,price_action,2.0,20,21.49,9.82,0.34,4.96,13.42,580,4323,0.4243
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,1,100.0,1.0,0,0,13.42,580,4323,0.8537
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,3,91.02,2.87,0.13,1.31,13.42,580,4323,0.8038
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,5,79.79,4.52,0.23,3.19,13.42,580,4323,0.7443
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,7,72.19,5.99,0.24,3.19,13.42,580,4323,0.704
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,10,60.38,7.89,0.29,4.37,13.42,580,4323,0.6415
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,15,46.71,10.51,0.32,4.69,13.42,580,4323,0.568
BANKNIFTY,5min,INSIDE_BAR,price_action,2.5,20,34.84,12.46,0.35,4.91,13.42,580,4323,0.5037
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,1,79.83,0.8,0.08,3.76,57.81,2499,4323,0.8756
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,3,39.02,1.74,0.11,4.18,57.81,2499,4323,0.6679
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,5,20.18,2.23,0.14,4.18,57.81,2499,4323,0.5641
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,7,11.61,2.49,0.18,4.18,57.81,2499,4323,0.5106
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,10,5.61,2.71,0.23,4.44,57.81,2499,4323,0.4677
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,15,2.61,2.9,0.3,4.97,57.81,2499,4323,0.4369
BANKNIFTY,5min,CPR_NARROW,price_action,1.0,20,1.33,2.98,0.37,4.99,57.81,2499,4323,0.4204
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,1,93.6,0.94,0.17,3.68,57.81,2499,4323,0.9548
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,3,68.03,2.43,0.13,4.1,57.81,2499,4323,0.8286
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,5,49.92,3.5,0.15,4.1,57.81,2499,4323,0.7334
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,7,36.84,4.29,0.18,4.1,57.81,2499,4323,0.6627
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,10,24.89,5.15,0.22,4.37,57.81,2499,4323,0.5937
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,15,13.88,6.03,0.28,4.91,57.81,2499,4323,0.5247
BANKNIFTY,5min,CPR_NARROW,price_action,1.5,20,8.23,6.53,0.34,4.94,57.81,2499,4323,0.4848
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,1,97.4,0.97,0.33,3.6,57.81,2499,4323,0.9712
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,3,84.07,2.73,0.19,4.03,57.81,2499,4323,0.9109
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,5,69.66,4.2,0.18,4.03,57.81,2499,4323,0.8391
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,7,57.67,5.4,0.21,4.03,57.81,2499,4323,0.7769
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,10,44.33,6.86,0.23,4.3,57.81,2499,4323,0.7052
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,15,28.89,8.6,0.28,4.86,57.81,2499,4323,0.6191
BANKNIFTY,5min,CPR_NARROW,price_action,2.0,20,20.28,9.79,0.33,4.89,57.81,2499,4323,0.5659
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,1,98.4,0.98,0.46,3.52,57.81,2499,4323,0.9719
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,3,90.48,2.84,0.25,3.95,57.81,2499,4323,0.9414
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,5,80.86,4.51,0.22,3.95,57.81,2499,4323,0.8948
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,7,71.05,5.98,0.23,3.95,57.81,2499,4323,0.8455
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,10,59.72,7.87,0.26,4.23,57.81,2499,4323,0.7861
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,15,44.3,10.37,0.3,4.81,57.81,2499,4323,0.7037
BANKNIFTY,5min,CPR_NARROW,price_action,2.5,20,32.73,12.23,0.33,4.84,57.81,2499,4323,0.64
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,1,83.06,0.83,0.08,3.19,32.96,1425,4323,0.8272
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,3,40.01,1.79,0.09,3.19,32.96,1425,4323,0.6077
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,5,21.25,2.31,0.12,3.22,32.96,1425,4323,0.5042
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,7,12.24,2.58,0.16,3.22,32.96,1425,4323,0.4483
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,10,5.84,2.81,0.21,3.28,32.96,1425,4323,0.4028
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,15,2.32,2.98,0.3,4.97,32.96,1425,4323,0.3688
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.0,20,1.27,3.06,0.37,5.05,32.96,1425,4323,0.3528
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,1,94.31,0.94,0.14,3.12,32.96,1425,4323,0.8922
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,3,71.1,2.49,0.11,3.12,32.96,1425,4323,0.7776
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,5,51.94,3.62,0.13,3.15,32.96,1425,4323,0.6789
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,7,37.3,4.43,0.16,3.15,32.96,1425,4323,0.6013
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,10,24.42,5.28,0.2,3.21,32.96,1425,4323,0.527
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,15,12.25,6.08,0.28,4.91,32.96,1425,4323,0.451
BANKNIFTY,5min,RSI_MID_7,mean_reversion,1.5,20,7.75,6.55,0.33,5.0,32.96,1425,4323,0.415
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,1,97.75,0.98,0.26,3.05,32.96,1425,4323,0.908
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,3,86.29,2.77,0.16,3.05,32.96,1425,4323,0.8551
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,5,71.99,4.29,0.16,3.08,32.96,1425,4323,0.785
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,7,58.62,5.52,0.17,3.08,32.96,1425,4323,0.7172
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,10,43.56,6.96,0.21,3.14,32.96,1425,4323,0.637
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,15,27.75,8.64,0.27,4.86,32.96,1425,4323,0.547
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.0,20,18.94,9.75,0.32,4.95,32.96,1425,4323,0.4923
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,1,98.81,0.99,0.41,2.99,32.96,1425,4323,0.9082
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,3,91.49,2.86,0.19,2.99,32.96,1425,4323,0.8809
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,5,82.97,4.57,0.19,3.01,32.96,1425,4323,0.8391
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,7,72.7,6.08,0.2,3.02,32.96,1425,4323,0.7885
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,10,58.97,7.98,0.22,3.07,32.96,1425,4323,0.7183
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,15,42.32,10.41,0.28,4.81,32.96,1425,4323,0.6286
BANKNIFTY,5min,RSI_MID_7,mean_reversion,2.5,20,30.56,12.17,0.32,4.9,32.96,1425,4323,0.563
BANKNIFTY,5min,RSI_MID_14,mean_reversion,1.0,1,81.13,0.81,0.05,0.55,42.54,1839,4323,0.8551
BANKNIFTY,5min,RSI_MID_14,mean_reversion,1.0,3,38.55,1.74,0.09,3.15,42.54,1839,4323,0.6372
BANKNIFTY,5min,RSI_MID_14,mean_reversion,1.0,5,18.81,2.21,0.12,3.22,42.54,1839,4323,0.5288
BANKNIFTY,5min,RSI_MID_14,mean_reversion,1.0,7,10.77,2.45,0.16,3.26,42.54,1839,4323,0.4769
BANKNIFTY,5min,RSI_MID_14,mean_reversion,1.0,10,4.46,2.64,0.21,3.28,42.54,1839,4323,0.4322
