id,entry_date,exit_date,entry_price,call_strike,put_strike,zone_width_pct,premium,exit_price,max_price,min_price,max_breach_pct,gross_pnl,net_pnl,pnl_rs,outcome,zone_held,signals,iv,atr,config
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,52000,49100,5.74,240.05,50933.44921875,51117.85,50283.55,0.0,206.57,198.57,2658.55,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51400,49700,3.36,149.46,51938.05078125,51994.1,50369.4,1.17,-308.71,-316.71,-5070.65,loss,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,52700,49700,5.86,244.75,51876.75,52493.95,50865.45,0.0,178.52,170.52,2237.8,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,53800,50800,5.74,244.13,53266.8984375,53387.1,51693.95,0.0,122.0,114.0,1390.0,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,54100,51500,4.92,220.31,51233.0,52827.6,50609.35,1.69,-147.17,-155.17,-2647.55,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
21,2025-01-28 00:00:00,2025-02-04 00:00:00,48866.85,50500,47300,6.55,264.01,50157.94921875,50206.6,48849.8,0.0,69.47,61.47,602.05,max_profit,True,"BB_SQ,CHOP,RSI_M",0.2601,800.59,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
22,2025-02-12 00:00:00,2025-02-19 00:00:00,49479.45,50800,48200,5.25,221.36,49570.1015625,49836.1,48525.6,0.0,203.89,195.89,2618.35,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2106,656.57,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
23,2025-03-07 00:00:00,2025-03-17 00:00:00,48497.5,49600,47400,4.54,179.4,48354.1484375,48599.15,47702.9,0.0,164.82,156.82,2032.3,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1804,551.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
24,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,55200,52000,5.97,289.48,55354.8984375,55499.65,54442.3,0.56,-115.34,-123.34,-2170.1,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
25,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57100,54100,5.4,240.16,55903.3984375,55966.3,55037.85,0.0,213.25,205.25,2758.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
26,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57400,55100,4.09,203.79,57443.8984375,57475.4,55779.25,0.13,-54.45,-62.45,-1256.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
27,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58000,55900,3.69,155.05,56765.3515625,57363.7,56594.25,0.0,141.87,133.87,1688.05,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
28,2025-07-22 00:00:00,2025-07-29 00:00:00,56756.0,57700,55900,3.17,144.26,56222.0,57316.6,55843.25,0.1,82.39,74.39,795.85,partial,False,"ATR_C,CHOP,RSI_M",0.1256,448.89,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
29,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56700,54800,3.41,158.23,53655.6484375,55745.0,53606.45,2.14,-491.43,-499.43,-7811.45,loss,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
30,2025-09-12 00:00:00,2025-09-19 00:00:00,54809.3,55800,53900,3.47,153.32,55458.8515625,55835.25,54777.75,0.06,76.73,68.73,710.95,partial,False,"BB_SQ,ATR_C,RSI_M",0.1367,471.85,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
31,2025-11-07 00:00:00,2025-11-14 00:00:00,57876.8,58900,56800,3.63,180.31,58517.55078125,58615.95,57594.25,0.0,93.57,85.57,963.55,max_profit,True,"BB_SQ,CHOP,RSI_M",0.146,532.18,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
32,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59800,57800,3.4,150.72,59273.80078125,60114.3,58783.05,0.53,106.7,98.7,1160.5,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
33,2025-12-10 00:00:00,2025-12-17 00:00:00,58960.4,60000,57900,3.56,183.43,58926.75,59545.7,58799.9,0.0,169.23,161.23,2098.45,max_profit,True,"BB_SQ,CHOP,ADX_L,RSI_M",0.1447,537.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
34,2025-12-26 00:00:00,2026-01-02 00:00:00,59011.35,59900,58200,2.88,138.53,60150.94921875,60203.75,58737.6,0.51,-147.1,-155.1,-2646.5,loss,False,"BB_SQ,ATR_C,CHOP,ADX_L",0.1134,421.43,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
35,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60300,58600,2.86,155.72,59404.19921875,60235.15,59283.95,0.0,143.88,135.88,1718.2,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
36,2026-02-19 00:00:00,2026-02-26 00:00:00,60739.55,62500,59000,5.76,278.96,61187.69921875,61517.8,60562.35,0.0,242.75,234.75,3201.25,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2255,862.88,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.0
0,2023-05-19 00:00:00,2023-05-26 00:00:00,43969.4,45200,42700,5.69,120.15,44018.0,44095.25,43390.3,0.0,115.9,107.9,1298.5,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.1841,509.85,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
1,2023-06-05 00:00:00,2023-06-12 00:00:00,44101.65,45100,43100,4.53,91.74,43944.19921875,44459.25,43874.05,0.0,87.91,79.91,878.65,max_profit,True,"ATR_C,CHOP,ADX_L,RSI_M",0.1459,405.4,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
2,2023-06-20 00:00:00,2023-06-27 00:00:00,43766.5,44700,42800,4.34,92.14,44121.5,44194.65,43519.55,0.0,75.25,67.25,688.75,max_profit,True,"ATR_C,ADX_L,RSI_M",0.1412,389.36,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
3,2023-08-23 00:00:00,2023-08-30 00:00:00,44479.05,45500,43400,4.72,97.06,44232.6015625,44949.9,43983.75,0.0,92.21,84.21,943.15,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1508,422.65,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
4,2023-09-07 00:00:00,2023-09-14 00:00:00,44878.35,46000,43800,4.9,95.61,46000.8515625,46153.9,44812.15,0.34,-77.11,-85.11,-1596.65,loss,False,"ATR_C,CHOP,ADX_L",0.1555,439.58,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
5,2023-10-12 00:00:00,2023-10-19 00:00:00,44599.2,45700,43500,4.93,85.32,43754.5,44589.85,43558.1,0.0,16.39,8.39,-194.15,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1516,425.88,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
6,2023-11-23 00:00:00,2023-12-01 00:00:00,43577.5,44500,42700,4.13,89.89,44814.19921875,44951.1,43566.15,1.04,-225.57,-233.57,-3823.55,loss,False,"BB_SQ,ATR_C,ADX_L",0.1349,370.37,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
7,2024-01-11 00:00:00,2024-01-18 00:00:00,47438.35,48700,46100,5.48,113.8,45713.55078125,48305.4,45430.7,1.41,-247.28,-255.28,-4149.2,loss,False,"ATR_C,ADX_L,RSI_M",0.1738,519.42,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
8,2024-02-22 00:00:00,2024-02-29 00:00:00,46919.8,48700,45100,7.67,165.74,46120.8984375,47245.35,45661.75,0.0,137.57,129.57,1623.55,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2467,729.07,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
9,2024-03-11 00:00:00,2024-03-18 00:00:00,47327.85,48800,45800,6.34,140.11,46575.8984375,47812.75,46022.15,0.0,110.2,102.2,1213.0,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2031,605.62,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
10,2024-03-27 00:00:00,2024-04-04 00:00:00,46785.95,48200,45300,6.2,124.83,48060.80078125,48254.65,46827.85,0.12,-54.28,-62.28,-1254.2,loss,False,"BB_SQ,ATR_C,ADX_L",0.195,574.59,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
11,2024-04-16 00:00:00,2024-04-24 00:00:00,47484.8,48700,46300,5.05,105.23,48189.0,48302.7,46579.05,0.0,59.85,51.85,457.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1608,481.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
12,2024-05-06 00:00:00,2024-05-13 00:00:00,48895.3,50600,47100,7.16,155.02,47754.1015625,49023.5,46983.25,0.24,89.85,81.85,907.75,partial,False,"BB_SQ,ADX_L,RSI_M",0.2269,698.82,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
13,2024-05-22 00:00:00,2024-05-29 00:00:00,47781.95,49200,46300,6.07,134.19,48501.3515625,49688.85,47873.15,1.02,89.91,81.91,908.65,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
14,2024-06-18 00:00:00,2024-06-25 00:00:00,50440.9,53400,47500,11.7,268.54,52606.0,52746.5,50441.75,0.0,54.19,46.19,372.85,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.3751,1191.81,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
15,2024-07-10 00:00:00,2024-07-18 00:00:00,52189.3,53900,50500,6.51,143.74,52620.69921875,52794.55,51749.45,0.0,131.7,123.7,1535.5,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2042,671.32,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,52300,48700,7.13,163.13,50933.44921875,51117.85,50283.55,0.0,149.47,141.47,1802.05,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51700,49500,4.35,92.41,51938.05078125,51994.1,50369.4,0.58,-185.98,-193.98,-3229.7,loss,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,53100,49300,7.42,159.57,51876.75,52493.95,50865.45,0.0,135.21,127.21,1588.15,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,54200,50400,7.27,158.99,53266.8984375,53387.1,51693.95,0.0,107.45,99.45,1171.75,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,54500,51200,6.25,142.88,51233.0,52827.6,50609.35,1.12,-83.67,-91.67,-1695.05,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
21,2025-01-28 00:00:00,2025-02-04 00:00:00,48866.85,50900,46900,8.19,176.73,50157.94921875,50206.6,48849.8,0.0,81.09,73.09,776.35,max_profit,True,"BB_SQ,CHOP,RSI_M",0.2601,800.59,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
22,2025-02-12 00:00:00,2025-02-19 00:00:00,49479.45,51100,47800,6.67,141.79,49570.1015625,49836.1,48525.6,0.0,136.81,128.81,1612.15,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2106,656.57,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
23,2025-03-07 00:00:00,2025-03-17 00:00:00,48497.5,49900,47100,5.77,115.92,48354.1484375,48599.15,47702.9,0.0,112.37,104.37,1245.55,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1804,551.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
24,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,55600,51500,7.65,184.4,55354.8984375,55499.65,54442.3,0.0,-55.32,-63.32,-1269.8,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
25,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57400,53700,6.66,164.99,55903.3984375,55966.3,55037.85,0.0,154.39,146.39,1875.85,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
26,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57700,54800,5.16,135.95,57443.8984375,57475.4,55779.25,0.0,-7.87,-15.87,-558.05,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
27,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58200,55700,4.39,121.4,56765.3515625,57363.7,56594.25,0.0,116.42,108.42,1306.3,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
28,2025-07-22 00:00:00,2025-07-29 00:00:00,56756.0,57900,55600,4.05,93.73,56222.0,57316.6,55843.25,0.0,76.01,68.01,700.15,max_profit,True,"ATR_C,CHOP,RSI_M",0.1256,448.89,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
29,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,57000,54600,4.3,106.73,53655.6484375,55745.0,53606.45,1.78,-560.3,-568.3,-8844.5,loss,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
30,2025-09-12 00:00:00,2025-09-19 00:00:00,54809.3,56000,53600,4.38,100.57,55458.8515625,55835.25,54777.75,0.0,61.85,53.85,487.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1367,471.85,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
31,2025-11-07 00:00:00,2025-11-14 00:00:00,57876.8,59200,56500,4.67,114.94,58517.55078125,58615.95,57594.25,0.0,80.8,72.8,772.0,max_profit,True,"BB_SQ,CHOP,RSI_M",0.146,532.18,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
32,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,60000,57600,4.08,112.78,59273.80078125,60114.3,58783.05,0.19,91.96,83.96,939.4,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
33,2025-12-10 00:00:00,2025-12-17 00:00:00,58960.4,60300,57600,4.58,117.61,58926.75,59545.7,58799.9,0.0,114.3,106.3,1274.5,max_profit,True,"BB_SQ,CHOP,ADX_L,RSI_M",0.1447,537.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
34,2025-12-26 00:00:00,2026-01-02 00:00:00,59011.35,60100,58000,3.56,94.51,60150.94921875,60203.75,58737.6,0.18,-97.11,-105.11,-1896.65,loss,False,"BB_SQ,ATR_C,CHOP,ADX_L",0.1134,421.43,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
35,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60500,58400,3.53,108.35,59404.19921875,60235.15,59283.95,0.0,104.71,96.71,1130.65,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
36,2026-02-19 00:00:00,2026-02-26 00:00:00,60739.55,62900,58600,7.08,192.1,61187.69921875,61517.8,60562.35,0.0,178.95,170.95,2244.25,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2255,862.88,BANKNIFTY_iron_condor_weekly_Consensus3_SD2.5
0,2023-05-19 00:00:00,2023-05-26 00:00:00,43969.4,45500,42400,7.05,69.87,44018.0,44095.25,43390.3,0.0,69.08,61.08,596.2,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.1841,509.85,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
1,2023-06-05 00:00:00,2023-06-12 00:00:00,44101.65,45300,42900,5.44,59.56,43944.19921875,44459.25,43874.05,0.0,58.63,50.63,439.45,max_profit,True,"ATR_C,CHOP,ADX_L,RSI_M",0.1459,405.4,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
2,2023-06-20 00:00:00,2023-06-27 00:00:00,43766.5,44900,42600,5.26,58.83,44121.5,44194.65,43519.55,0.0,53.23,45.23,358.45,max_profit,True,"ATR_C,ADX_L,RSI_M",0.1412,389.36,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
3,2023-08-23 00:00:00,2023-08-30 00:00:00,44479.05,45700,43200,5.62,64.16,44232.6015625,44949.9,43983.75,0.0,62.85,54.85,502.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1508,422.65,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
4,2023-09-07 00:00:00,2023-09-14 00:00:00,44878.35,46200,43600,5.79,66.56,46000.8515625,46153.9,44812.15,0.0,-40.06,-48.06,-1040.9,max_profit,True,"ATR_C,CHOP,ADX_L",0.1555,439.58,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
5,2023-10-12 00:00:00,2023-10-19 00:00:00,44599.2,45900,43300,5.83,56.17,43754.5,44589.85,43558.1,0.0,25.14,17.14,-62.9,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1516,425.88,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
6,2023-11-23 00:00:00,2023-12-01 00:00:00,43577.5,44700,42500,5.05,53.28,44814.19921875,44951.1,43566.15,0.58,-140.97,-148.97,-2554.55,loss,False,"BB_SQ,ATR_C,ADX_L",0.1349,370.37,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
7,2024-01-11 00:00:00,2024-01-18 00:00:00,47438.35,49000,45900,6.53,75.65,45713.55078125,48305.4,45430.7,0.99,-202.12,-210.12,-3471.8,loss,False,"ATR_C,ADX_L,RSI_M",0.1738,519.42,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
8,2024-02-22 00:00:00,2024-02-29 00:00:00,46919.8,49100,44700,9.38,102.13,46120.8984375,47245.35,45661.75,0.0,94.46,86.46,976.9,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2467,729.07,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
9,2024-03-11 00:00:00,2024-03-18 00:00:00,47327.85,49100,45500,7.61,90.61,46575.8984375,47812.75,46022.15,0.0,80.72,72.72,770.8,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2031,605.62,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
10,2024-03-27 00:00:00,2024-04-04 00:00:00,46785.95,48500,45100,7.27,86.3,48060.80078125,48254.65,46827.85,0.0,-3.26,-11.26,-488.9,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.195,574.59,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
11,2024-04-16 00:00:00,2024-04-24 00:00:00,47484.8,48900,46000,6.11,67.15,48189.0,48302.7,46579.05,0.0,45.77,37.77,246.55,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1608,481.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
12,2024-05-06 00:00:00,2024-05-13 00:00:00,48895.3,51000,46800,8.59,96.58,47754.1015625,49023.5,46983.25,0.0,68.46,60.46,586.9,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2269,698.82,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
13,2024-05-22 00:00:00,2024-05-29 00:00:00,47781.95,49500,46000,7.32,85.55,48501.3515625,49688.85,47873.15,0.4,69.02,61.02,595.3,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
14,2024-06-18 00:00:00,2024-06-25 00:00:00,50440.9,54000,46900,14.08,172.13,52606.0,52746.5,50441.75,0.0,72.2,64.2,643.0,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.3751,1191.81,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
15,2024-07-10 00:00:00,2024-07-18 00:00:00,52189.3,54200,50200,7.66,96.76,52620.69921875,52794.55,51749.45,0.0,92.65,84.65,949.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2042,671.32,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,52700,48300,8.71,98.42,50933.44921875,51117.85,50283.55,0.0,94.83,86.83,982.45,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51900,49300,5.14,61.35,51938.05078125,51994.1,50369.4,0.19,-126.56,-134.56,-2338.4,loss,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,53500,49000,8.79,106.96,51876.75,52493.95,50865.45,0.0,99.45,91.45,1051.75,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,54600,50100,8.6,106.56,53266.8984375,53387.1,51693.95,0.0,88.3,80.3,884.5,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,54800,50900,7.38,95.11,51233.0,52827.6,50609.35,0.55,-26.91,-34.91,-843.65,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
21,2025-01-28 00:00:00,2025-02-04 00:00:00,48866.85,51300,46500,9.82,113.48,50157.94921875,50206.6,48849.8,0.0,72.87,64.87,653.05,max_profit,True,"BB_SQ,CHOP,RSI_M",0.2601,800.59,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
22,2025-02-12 00:00:00,2025-02-19 00:00:00,49479.45,51400,47500,7.88,96.68,49570.1015625,49836.1,48525.6,0.0,95.3,87.3,989.5,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2106,656.57,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
23,2025-03-07 00:00:00,2025-03-17 00:00:00,48497.5,50200,46800,7.01,71.34,48354.1484375,48599.15,47702.9,0.0,70.66,62.66,619.9,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1804,551.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
24,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,56100,51100,9.33,110.65,55354.8984375,55499.65,54442.3,0.0,8.32,0.32,-315.2,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
25,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57800,53300,8.1,102.58,55903.3984375,55966.3,55037.85,0.0,99.86,91.86,1057.9,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
26,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,58000,54500,6.22,86.91,57443.8984375,57475.4,55779.25,0.0,17.91,9.91,-171.35,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
27,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58500,55400,5.44,72.34,56765.3515625,57363.7,56594.25,0.0,71.43,63.43,631.45,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
28,2025-07-22 00:00:00,2025-07-29 00:00:00,56756.0,58100,55400,4.76,64.92,56222.0,57316.6,55843.25,0.0,58.35,50.35,435.25,max_profit,True,"ATR_C,CHOP,RSI_M",0.1256,448.89,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
29,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,57200,54300,5.2,65.8,53655.6484375,55745.0,53606.45,1.24,-423.57,-431.57,-6793.55,loss,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
30,2025-09-12 00:00:00,2025-09-19 00:00:00,54809.3,56200,53400,5.11,69.23,55458.8515625,55835.25,54777.75,0.0,51.76,43.76,336.4,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1367,471.85,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
31,2025-11-07 00:00:00,2025-11-14 00:00:00,57876.8,59500,56300,5.53,75.25,58517.55078125,58615.95,57594.25,0.0,64.29,56.29,524.35,max_profit,True,"BB_SQ,CHOP,RSI_M",0.146,532.18,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
32,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,60300,57400,4.93,70.19,59273.80078125,60114.3,58783.05,0.0,64.87,56.87,533.05,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
33,2025-12-10 00:00:00,2025-12-17 00:00:00,58960.4,60600,57300,5.6,71.65,58926.75,59545.7,58799.9,0.0,71.04,63.04,625.6,max_profit,True,"BB_SQ,CHOP,ADX_L,RSI_M",0.1447,537.41,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
34,2025-12-26 00:00:00,2026-01-02 00:00:00,59011.35,60300,57700,4.41,54.71,60150.94921875,60203.75,58737.6,0.0,-59.22,-67.22,-1328.3,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1134,421.43,BANKNIFTY_iron_condor_weekly_Consensus3_SD3.0
