symbol,side,entry_time,exit_time,entry,exit,gross_pct,net_pct,reason,year
BHARTIARTL,SHORT,2018-01-11 10:25:00,2018-01-11 10:45:00,501.45,506.46,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,SHORT,2018-01-12 14:55:00,2018-01-12 15:15:00,500.6,499.82,0.0015517600959926714,-0.00044823990400732865,MID,2018
BHARTIARTL,SHORT,2018-01-17 15:15:00,2018-01-17 15:25:00,492.95,491.09,0.0037882543341198893,0.0017882543341198893,MID,2018
BHARTIARTL,SHORT,2018-01-19 10:55:00,2018-01-19 11:05:00,485.7,484.82,0.0018166206038066068,-0.0001833793961933932,MID,2018
BHARTIARTL,SHORT,2018-01-30 11:20:00,2018-01-30 12:05:00,440.65,440.31,0.0007777737891592196,-0.0012222262108407805,MID,2018
BHARTIARTL,LONG,2018-02-14 13:25:00,2018-02-14 14:00:00,424.95,425.32,0.0008747874294516844,-0.0011252125705483156,MID,2018
BHARTIARTL,LONG,2018-02-20 14:45:00,2018-02-20 15:20:00,410.35,410.56,0.000506832900721621,-0.001493167099278379,MID,2018
BHARTIARTL,SHORT,2018-03-07 14:10:00,2018-03-07 14:45:00,397.85,397.64,0.000516736853778399,-0.001483263146221601,MID,2018
BHARTIARTL,SHORT,2018-03-20 15:00:00,2018-03-20 15:15:00,391.3,395.21,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,LONG,2018-03-27 10:05:00,2018-03-27 10:15:00,404.55,406.13,0.003900337975050183,0.0019003379750501832,MID,2018
BHARTIARTL,SHORT,2018-04-03 11:40:00,2018-04-03 11:55:00,389.9,389.78,0.0003158553409505771,-0.001684144659049423,MID,2018
BHARTIARTL,LONG,2018-04-04 13:20:00,2018-04-04 15:15:00,391.15,387.24,-0.010000000000000009,-0.012000000000000009,SL,2018
BHARTIARTL,SHORT,2018-04-10 12:30:00,2018-04-10 12:40:00,372.4,371.39,0.0027310735451782087,0.0007310735451782086,MID,2018
BHARTIARTL,SHORT,2018-04-10 14:10:00,2018-04-10 14:20:00,372.4,372.31,0.0002305785782135139,-0.0017694214217864861,MID,2018
BHARTIARTL,SHORT,2018-04-10 14:20:00,2018-04-10 15:00:00,374.55,378.3,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,SHORT,2018-04-12 13:10:00,2018-04-12 13:45:00,375.15,374.96,0.0005101909045213127,-0.0014898090954786874,MID,2018
BHARTIARTL,SHORT,2018-04-16 11:05:00,2018-04-16 11:30:00,372.55,371.97,0.0015463349954787375,-0.0004536650045212625,MID,2018
BHARTIARTL,SHORT,2018-04-17 11:45:00,2018-04-17 11:50:00,371.25,370.33,0.002476074786706084,0.0004760747867060839,MID,2018
BHARTIARTL,LONG,2018-04-18 13:50:00,2018-04-18 14:05:00,379.85,380.64,0.002091228288361169,9.122828836116877e-05,MID,2018
BHARTIARTL,LONG,2018-04-18 14:55:00,2018-04-18 15:05:00,376.9,377.84,0.0024819281386909697,0.0004819281386909697,MID,2018
BHARTIARTL,LONG,2018-04-20 10:00:00,2018-04-20 10:15:00,384.55,386.81,0.005879776168765671,0.0038797761687656713,MID,2018
BHARTIARTL,LONG,2018-04-20 13:10:00,2018-04-20 13:20:00,387.4,388.48,0.0027906656011760234,0.0007906656011760233,MID,2018
BHARTIARTL,SHORT,2018-05-07 09:15:00,2018-05-07 09:30:00,394.95,393.44,0.0038377875200132916,0.0018377875200132916,MID,2018
BHARTIARTL,SHORT,2018-05-18 11:30:00,2018-05-18 11:55:00,353.5,357.04,-0.00990099009901002,-0.01190099009901002,SL,2018
BHARTIARTL,SHORT,2018-05-22 09:55:00,2018-05-22 11:15:00,356.15,359.71,-0.00990099009901002,-0.01190099009901002,SL,2018
BHARTIARTL,SHORT,2018-05-23 11:00:00,2018-05-23 11:10:00,354.95,358.5,-0.00990099009901002,-0.01190099009901002,SL,2018
BHARTIARTL,LONG,2018-05-28 11:10:00,2018-05-28 11:30:00,369.45,365.76,-0.010000000000000009,-0.012000000000000009,SL,2018
BHARTIARTL,LONG,2018-05-31 11:15:00,2018-05-31 11:20:00,369.95,370.27,0.000866201945392886,-0.001133798054607114,MID,2018
BHARTIARTL,LONG,2018-06-07 14:25:00,2018-06-07 14:30:00,374.45,375.13,0.001806082847003898,-0.00019391715299610195,MID,2018
BHARTIARTL,SHORT,2018-06-15 14:50:00,2018-06-15 15:00:00,368.0,371.68,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,SHORT,2018-07-06 11:50:00,2018-07-06 12:05:00,358.0,357.18,0.002292534732999396,0.0002925347329993961,MID,2018
BHARTIARTL,SHORT,2018-07-13 11:35:00,2018-07-13 11:45:00,354.2,353.74,0.0012867622894496833,-0.0007132377105503167,MID,2018
BHARTIARTL,SHORT,2018-07-13 11:55:00,2018-07-13 12:20:00,354.95,354.16,0.0022398103476815034,0.0002398103476815034,MID,2018
BHARTIARTL,SHORT,2018-07-25 15:05:00,2018-07-25 15:15:00,346.2,344.87,0.003867465781812296,0.001867465781812296,MID,2018
BHARTIARTL,LONG,2018-08-01 11:20:00,2018-08-01 14:35:00,383.2,379.37,-0.010000000000000009,-0.012000000000000009,SL,2018
BHARTIARTL,SHORT,2018-08-08 13:30:00,2018-08-08 13:50:00,373.15,373.1,0.00013972464876821356,-0.0018602753512317865,MID,2018
BHARTIARTL,SHORT,2018-08-10 09:15:00,2018-08-10 09:35:00,365.6,364.77,0.002273964452234045,0.00027396445223404516,MID,2018
BHARTIARTL,LONG,2018-08-29 14:55:00,2018-08-29 15:10:00,367.5,368.32,0.002231763082289673,0.00023176308228967275,MID,2018
BHARTIARTL,SHORT,2018-09-06 11:30:00,2018-09-06 11:35:00,366.45,365.52,0.002542416936749392,0.000542416936749392,MID,2018
BHARTIARTL,LONG,2018-09-10 11:10:00,2018-09-10 11:30:00,376.25,376.88,0.0016676683290761662,-0.0003323316709238338,MID,2018
BHARTIARTL,LONG,2018-09-11 10:25:00,2018-09-11 11:30:00,379.5,375.7,-0.010000000000000009,-0.012000000000000009,SL,2018
BHARTIARTL,SHORT,2018-09-12 10:30:00,2018-09-12 10:45:00,373.65,372.66,0.0026570548433579866,0.0006570548433579865,MID,2018
BHARTIARTL,LONG,2018-09-17 14:30:00,2018-09-17 14:40:00,378.15,378.96,0.0021408618336435925,0.00014086183364359246,MID,2018
BHARTIARTL,LONG,2018-09-17 15:00:00,2018-09-17 15:10:00,374.15,376.0,0.004933030603455402,0.0029330306034554016,MID,2018
BHARTIARTL,SHORT,2018-09-25 14:10:00,2018-09-25 14:35:00,343.85,347.29,-0.009900990099009799,-0.011900990099009799,SL,2018
BHARTIARTL,SHORT,2018-09-25 14:35:00,2018-09-25 14:55:00,348.35,351.83,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,SHORT,2018-09-25 15:00:00,2018-09-25 15:15:00,353.4,352.76,0.0018147318048231664,-0.00018526819517683361,MID,2018
BHARTIARTL,LONG,2018-09-26 13:05:00,2018-09-26 13:10:00,350.6,352.57,0.005630424824163649,0.003630424824163649,MID,2018
BHARTIARTL,SHORT,2018-10-03 13:30:00,2018-10-03 13:40:00,318.1,317.73,0.0011713088360336688,-0.0008286911639663313,MID,2018
BHARTIARTL,SHORT,2018-10-03 13:40:00,2018-10-03 13:45:00,320.55,317.95,0.008182272779037936,0.006182272779037936,MID,2018
BHARTIARTL,LONG,2018-10-17 10:05:00,2018-10-17 10:15:00,286.05,287.56,0.00528668741114946,0.00328668741114946,MID,2018
BHARTIARTL,LONG,2018-10-25 13:40:00,2018-10-25 14:00:00,292.75,294.21,0.004988385593625022,0.002988385593625022,MID,2018
