symbol,side,entry_time,exit_time,entry,exit,gross_pct,net_pct,reason,year
BHARTIARTL,LONG,2018-11-05 11:00:00,2018-11-05 11:05:00,294.55,296.26,0.005806005522189572,0.0038060055221895723,MID,2018
BHARTIARTL,SHORT,2018-11-29 15:15:00,2018-11-29 15:25:00,312.9,316.03,-0.00990099009900991,-0.01190099009900991,SL,2018
BHARTIARTL,SHORT,2018-12-07 15:10:00,2018-12-07 15:20:00,299.05,298.13,0.0030755812266241023,0.0010755812266241022,MID,2018
BHARTIARTL,SHORT,2018-12-12 09:15:00,2018-12-12 09:55:00,292.15,291.87,0.0009641661757209263,-0.0010358338242790737,MID,2018
BHARTIARTL,LONG,2018-12-13 11:40:00,2018-12-13 12:00:00,298.8,299.4,0.002000763546651463,7.635466514627903e-07,MID,2018
BHARTIARTL,LONG,2018-12-17 12:20:00,2018-12-17 12:30:00,310.8,311.71,0.0029123760597438153,0.0009123760597438153,MID,2018
BHARTIARTL,SHORT,2019-01-15 11:35:00,2019-01-15 11:55:00,324.5,323.9,0.0018516036930660285,-0.00014839630693397159,MID,2019
BHARTIARTL,LONG,2019-02-19 14:20:00,2019-02-19 14:40:00,299.75,300.06,0.0010388166066093163,-0.0009611833933906837,MID,2019
BHARTIARTL,LONG,2019-03-13 12:50:00,2019-03-13 13:05:00,335.75,336.74,0.0029615013547330538,0.0009615013547330537,MID,2019
BHARTIARTL,SHORT,2019-03-19 09:20:00,2019-03-19 09:35:00,328.85,327.51,0.0041042408166520605,0.0021042408166520605,MID,2019
BHARTIARTL,LONG,2019-04-03 14:25:00,2019-04-03 14:45:00,343.1,343.7,0.0017416127803349113,-0.00025838721966508875,MID,2019
BHARTIARTL,SHORT,2019-04-11 10:25:00,2019-04-11 10:50:00,343.75,342.64,0.003253444811305961,0.001253444811305961,MID,2019
BHARTIARTL,SHORT,2019-04-12 09:15:00,2019-04-12 09:20:00,343.4,341.37,0.005937830436424374,0.003937830436424374,MID,2019
BHARTIARTL,SHORT,2019-04-12 14:15:00,2019-04-12 14:20:00,336.3,335.4,0.002693722703893453,0.000693722703893453,MID,2019
BHARTIARTL,SHORT,2019-04-22 10:35:00,2019-04-22 10:50:00,336.05,339.41,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,SHORT,2019-04-23 12:40:00,2019-04-23 12:50:00,314.95,313.38,0.005023243112282749,0.003023243112282749,MID,2019
BHARTIARTL,SHORT,2019-04-30 15:00:00,2019-04-30 15:10:00,315.35,313.86,0.00476192792579222,0.0027619279257922198,MID,2019
BHARTIARTL,SHORT,2019-05-10 11:00:00,2019-05-10 11:30:00,315.55,318.71,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,LONG,2019-05-15 11:45:00,2019-05-15 12:00:00,326.85,327.01,0.0004960984458866058,-0.0015039015541133943,MID,2019
BHARTIARTL,LONG,2019-05-15 15:05:00,2019-05-15 15:15:00,324.7,325.83,0.0034948523665199183,0.0014948523665199182,MID,2019
BHARTIARTL,SHORT,2019-05-17 14:05:00,2019-05-17 14:55:00,320.5,323.7,-0.009900990099009799,-0.011900990099009799,SL,2019
BHARTIARTL,LONG,2019-05-21 13:15:00,2019-05-21 13:25:00,327.15,327.52,0.0011406218805904977,-0.0008593781194095023,MID,2019
BHARTIARTL,LONG,2019-05-21 13:25:00,2019-05-21 13:40:00,326.3,327.36,0.0032549265242629577,0.0012549265242629577,MID,2019
BHARTIARTL,LONG,2019-05-28 09:15:00,2019-05-28 10:55:00,341.65,338.23,-0.010000000000000009,-0.012000000000000009,SL,2019
BHARTIARTL,SHORT,2019-05-30 09:15:00,2019-05-30 12:35:00,337.5,340.88,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,LONG,2019-05-30 14:20:00,2019-05-30 14:40:00,339.75,340.56,0.0023885203790752207,0.0003885203790752207,MID,2019
BHARTIARTL,LONG,2019-05-31 13:20:00,2019-05-31 13:35:00,338.5,340.04,0.004542687935070955,0.0025426879350709548,MID,2019
BHARTIARTL,LONG,2019-06-11 10:45:00,2019-06-11 10:50:00,352.15,353.58,0.004068023846811819,0.002068023846811819,MID,2019
BHARTIARTL,SHORT,2019-06-18 15:00:00,2019-06-18 15:25:00,338.6,339.8,-0.0035314891112419033,-0.005531489111241903,EOD,2019
BHARTIARTL,SHORT,2019-06-27 14:55:00,2019-06-27 15:00:00,338.55,341.94,-0.009900990099009799,-0.011900990099009799,SL,2019
BHARTIARTL,SHORT,2019-07-10 13:25:00,2019-07-10 13:55:00,351.2,351.07,0.0003795706049722902,-0.0016204293950277098,MID,2019
BHARTIARTL,LONG,2019-07-11 11:20:00,2019-07-11 11:30:00,352.2,352.97,0.0021977162216295643,0.00019771622162956422,MID,2019
BHARTIARTL,SHORT,2019-07-12 14:10:00,2019-07-12 14:45:00,349.95,349.71,0.0006916253560786956,-0.0013083746439213045,MID,2019
BHARTIARTL,SHORT,2019-07-18 09:15:00,2019-07-18 09:35:00,342.95,342.56,0.0011334070108235395,-0.0008665929891764606,MID,2019
BHARTIARTL,SHORT,2019-07-26 11:45:00,2019-07-26 12:00:00,328.8,328.59,0.0006519210464250857,-0.0013480789535749143,MID,2019
BHARTIARTL,SHORT,2019-07-29 12:10:00,2019-07-29 12:15:00,329.7,328.32,0.004207327912810754,0.0022073279128107543,MID,2019
BHARTIARTL,LONG,2019-07-31 10:20:00,2019-07-31 10:35:00,335.95,332.59,-0.01000000000000012,-0.01200000000000012,SL,2019
BHARTIARTL,LONG,2019-07-31 10:35:00,2019-07-31 10:55:00,332.1,333.88,0.005350477964589873,0.0033504779645898725,MID,2019
BHARTIARTL,SHORT,2019-08-02 09:15:00,2019-08-02 09:20:00,326.9,330.17,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,SHORT,2019-08-02 09:20:00,2019-08-02 09:25:00,328.85,332.14,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,LONG,2019-08-08 13:45:00,2019-08-08 13:50:00,366.65,367.51,0.002340640194551602,0.00034064019455160195,MID,2019
BHARTIARTL,LONG,2019-08-08 13:55:00,2019-08-08 14:10:00,364.85,365.01,0.00043980616041405796,-0.001560193839585942,MID,2019
BHARTIARTL,SHORT,2019-08-14 09:45:00,2019-08-14 09:55:00,350.6,347.49,0.008947321581534329,0.006947321581534329,MID,2019
BHARTIARTL,SHORT,2019-08-14 11:05:00,2019-08-14 13:15:00,353.1,356.63,-0.00990099009900991,-0.01190099009900991,SL,2019
BHARTIARTL,LONG,2019-08-19 11:55:00,2019-08-19 12:10:00,356.15,356.79,0.0017895632234956604,-0.0002104367765043396,MID,2019
BHARTIARTL,LONG,2019-08-19 14:25:00,2019-08-19 14:45:00,355.05,355.14,0.00024348349558311888,-0.0017565165044168812,MID,2019
BHARTIARTL,SHORT,2019-08-30 12:05:00,2019-08-30 12:30:00,337.35,336.98,0.0011058051115431233,-0.0008941948884568767,MID,2019
BHARTIARTL,LONG,2019-09-06 09:50:00,2019-09-06 10:20:00,339.5,341.28,0.005254292790911164,0.0032542927909111636,MID,2019
BHARTIARTL,LONG,2019-09-11 11:45:00,2019-09-11 11:55:00,349.45,350.81,0.0038891944813830293,0.0018891944813830292,MID,2019
BHARTIARTL,SHORT,2019-09-17 15:00:00,2019-09-17 15:15:00,333.15,332.97,0.0005537076699340115,-0.0014462923300659885,MID,2019
BHARTIARTL,SHORT,2019-09-17 15:15:00,2019-09-17 15:25:00,335.7,334.85,0.0025384500522620534,0.0005384500522620534,EOD,2019
BHARTIARTL,LONG,2019-10-11 13:25:00,2019-10-11 13:35:00,369.95,371.26,0.003538394129627642,0.0015383941296276422,MID,2019
BHARTIARTL,LONG,2019-10-15 10:50:00,2019-10-15 10:55:00,377.8,378.96,0.003076518885798407,0.0010765188857984071,MID,2019
BHARTIARTL,SHORT,2019-10-24 11:00:00,2019-10-24 11:10:00,352.15,349.23,0.008347009299008556,0.0063470092990085564,MID,2019
BHARTIARTL,LONG,2019-11-20 13:20:00,2019-11-20 13:35:00,427.95,430.63,0.006254976467227724,0.004254976467227724,MID,2019
BHARTIARTL,LONG,2019-11-26 09:15:00,2019-11-26 10:00:00,433.65,429.31,-0.010000000000000009,-0.012000000000000009,SL,2019
BHARTIARTL,SHORT,2019-11-28 15:05:00,2019-11-28 15:15:00,429.4,427.85,0.0036118328954937162,0.0016118328954937162,MID,2019
BHARTIARTL,LONG,2019-12-02 11:55:00,2019-12-02 12:15:00,459.5,460.25,0.0016297584641873364,-0.00037024153581266366,MID,2019
BHARTIARTL,SHORT,2019-12-09 11:00:00,2019-12-09 12:15:00,440.55,440.47,0.00018858474551497473,-0.0018114152544850253,MID,2019
BHARTIARTL,SHORT,2019-12-17 12:35:00,2019-12-17 14:40:00,416.45,420.61,-0.009900990099009799,-0.011900990099009799,SL,2019
BHARTIARTL,SHORT,2019-12-17 14:40:00,2019-12-17 14:45:00,420.9,420.52,0.000893961026626533,-0.001106038973373467,MID,2019
BHARTIARTL,LONG,2019-12-19 09:15:00,2019-12-19 09:25:00,426.8,428.83,0.004765229874152954,0.002765229874152954,MID,2019
BHARTIARTL,LONG,2019-12-23 12:45:00,2019-12-23 13:00:00,440.0,441.0,0.002262329733326185,0.0002623297333261849,MID,2019
BHARTIARTL,SHORT,2019-12-27 13:15:00,2019-12-27 15:25:00,444.75,447.8,-0.006811076373380964,-0.008811076373380964,EOD,2019
BHARTIARTL,SHORT,2020-01-02 09:15:00,2020-01-02 09:25:00,449.1,447.55,0.003464783978265995,0.001464783978265995,MID,2020
BHARTIARTL,SHORT,2020-01-13 11:40:00,2020-01-13 12:00:00,450.75,450.62,0.00029350662180571696,-0.001706493378194283,MID,2020
BHARTIARTL,LONG,2020-01-21 10:40:00,2020-01-21 10:50:00,496.45,497.9,0.0029195754587720835,0.0009195754587720834,MID,2020
BHARTIARTL,LONG,2020-01-24 11:10:00,2020-01-24 11:30:00,506.65,507.17,0.001027673348764635,-0.000972326651235365,MID,2020
BHARTIARTL,SHORT,2020-01-31 09:20:00,2020-01-31 09:30:00,488.65,485.25,0.007013329443186667,0.005013329443186667,MID,2020
BHARTIARTL,LONG,2020-02-10 09:15:00,2020-02-10 09:50:00,528.8,528.84,7.458349950550947e-05,-0.0019254165004944906,MID,2020
BHARTIARTL,LONG,2020-02-17 14:05:00,2020-02-17 14:20:00,550.65,551.65,0.0018098521538028045,-0.00019014784619719553,MID,2020
BHARTIARTL,LONG,2020-02-18 10:35:00,2020-02-18 10:55:00,548.1,548.37,0.0004950106464931547,-0.0015049893535068453,MID,2020
BHARTIARTL,SHORT,2020-02-18 15:20:00,2020-02-18 15:25:00,541.7,538.9,0.0051957691593989,0.0031957691593988997,EOD,2020
BHARTIARTL,SHORT,2020-02-26 12:05:00,2020-02-26 12:15:00,518.95,518.04,0.0017517102423449948,-0.0002482897576550052,MID,2020
BHARTIARTL,SHORT,2020-02-28 15:00:00,2020-02-28 15:20:00,515.9,512.96,0.005726637286625813,0.003726637286625813,MID,2020
BHARTIARTL,LONG,2020-03-04 10:55:00,2020-03-04 11:05:00,514.9,515.21,0.0006099200511848757,-0.0013900799488151244,MID,2020
BHARTIARTL,SHORT,2020-03-09 12:00:00,2020-03-09 12:20:00,498.1,496.39,0.003440101283983976,0.0014401012839839761,MID,2020
BHARTIARTL,SHORT,2020-03-12 12:15:00,2020-03-12 12:30:00,461.8,466.42,-0.00990099009900991,-0.01190099009900991,SL,2020
BHARTIARTL,SHORT,2020-03-12 12:30:00,2020-03-12 13:20:00,466.15,465.63,0.0011227052336799659,-0.0008772947663200342,MID,2020
BHARTIARTL,SHORT,2020-03-19 10:55:00,2020-03-19 11:00:00,423.45,427.68,-0.00990099009900991,-0.01190099009900991,SL,2020
BHARTIARTL,SHORT,2020-03-19 11:00:00,2020-03-19 11:05:00,434.25,425.56,0.020408163265306145,0.018408163265306143,TP,2020
BHARTIARTL,SHORT,2020-03-19 13:55:00,2020-03-19 14:10:00,440.65,437.66,0.006840170323443084,0.004840170323443084,MID,2020
BHARTIARTL,SHORT,2020-03-20 11:05:00,2020-03-20 11:20:00,441.55,435.66,0.013528005543637978,0.011528005543637978,MID,2020
BHARTIARTL,LONG,2020-03-30 09:15:00,2020-03-30 09:30:00,426.9,435.44,0.020000000000000018,0.018000000000000016,TP,2020
BHARTIARTL,LONG,2020-04-08 11:45:00,2020-04-08 12:00:00,449.25,458.24,0.020000000000000018,0.018000000000000016,TP,2020
BHARTIARTL,LONG,2020-04-08 14:00:00,2020-04-08 14:10:00,445.75,449.15,0.007633199511537292,0.005633199511537292,MID,2020
BHARTIARTL,LONG,2020-04-15 13:05:00,2020-04-15 13:25:00,515.05,516.3,0.002422646156003294,0.0004226461560032941,MID,2020
BHARTIARTL,LONG,2020-04-15 14:00:00,2020-04-15 14:10:00,506.75,501.68,-0.010000000000000009,-0.012000000000000009,SL,2020
BHARTIARTL,SHORT,2020-04-21 13:10:00,2020-04-21 13:25:00,481.65,480.62,0.002145785471745043,0.00014578547174504304,MID,2020
BHARTIARTL,SHORT,2020-04-24 11:50:00,2020-04-24 11:55:00,484.25,481.22,0.006297578762673117,0.004297578762673117,MID,2020
BHARTIARTL,SHORT,2020-04-24 14:45:00,2020-04-24 15:00:00,486.85,484.32,0.005220329524570522,0.0032203295245705216,MID,2020
BHARTIARTL,SHORT,2020-04-28 10:35:00,2020-04-28 10:55:00,486.35,485.25,0.0022648265757587716,0.0002648265757587715,MID,2020
BHARTIARTL,LONG,2020-05-11 14:40:00,2020-05-11 15:05:00,529.5,524.21,-0.009999999999999898,-0.011999999999999898,SL,2020
BHARTIARTL,LONG,2020-05-14 11:30:00,2020-05-14 12:50:00,539.65,534.25,-0.01000000000000012,-0.01200000000000012,SL,2020
BHARTIARTL,SHORT,2020-05-27 12:30:00,2020-05-27 12:40:00,549.9,548.73,0.002129037237700082,0.0001290372377000821,MID,2020
BHARTIARTL,SHORT,2020-06-01 12:55:00,2020-06-01 13:15:00,547.15,546.4,0.0013725252952918598,-0.0006274747047081402,MID,2020
BHARTIARTL,SHORT,2020-06-10 12:50:00,2020-06-10 13:05:00,563.25,561.76,0.0026605187645543094,0.0006605187645543093,MID,2020
BHARTIARTL,LONG,2020-06-18 14:35:00,2020-06-18 14:45:00,548.2,550.67,0.004499711556622099,0.002499711556622099,MID,2020
BHARTIARTL,LONG,2020-06-23 13:40:00,2020-06-23 13:55:00,566.15,567.92,0.0031307274856322564,0.0011307274856322564,MID,2020
BHARTIARTL,SHORT,2020-07-09 12:25:00,2020-07-09 12:40:00,553.75,553.04,0.0012925768115066294,-0.0007074231884933706,MID,2020
BHARTIARTL,LONG,2020-07-14 15:00:00,2020-07-14 15:10:00,576.55,579.82,0.005675223952638309,0.0036752239526383085,MID,2020
BHARTIARTL,SHORT,2020-07-17 15:20:00,2020-07-17 15:25:00,560.0,559.85,0.0002679289095293136,-0.0017320710904706865,EOD,2020
BHARTIARTL,SHORT,2020-07-22 10:15:00,2020-07-22 10:40:00,559.5,559.18,0.0005742749674388925,-0.0014257250325611075,MID,2020
BHARTIARTL,LONG,2020-08-10 13:35:00,2020-08-10 15:25:00,549.6,549.5,-0.0001819505094614593,-0.0021819505094614593,EOD,2020
BHARTIARTL,SHORT,2020-08-11 13:05:00,2020-08-11 13:25:00,544.6,544.04,0.00102689569996528,-0.00097310430003472,MID,2020
BHARTIARTL,LONG,2020-08-28 15:10:00,2020-08-28 15:20:00,512.25,514.12,0.003651389667127969,0.0016513896671279688,MID,2020
BHARTIARTL,SHORT,2020-08-31 12:35:00,2020-08-31 13:15:00,507.45,507.05,0.000784543449849906,-0.001215456550150094,MID,2020
BHARTIARTL,SHORT,2020-09-22 10:25:00,2020-09-22 10:30:00,466.9,463.47,0.007404541791560693,0.0054045417915606925,MID,2020
BHARTIARTL,SHORT,2020-09-23 13:15:00,2020-09-23 13:20:00,433.85,430.8,0.007080418197652927,0.005080418197652927,MID,2020
BHARTIARTL,SHORT,2020-09-25 10:35:00,2020-09-25 11:30:00,425.3,429.55,-0.00990099009900991,-0.01190099009900991,SL,2020
BHARTIARTL,SHORT,2020-10-06 15:10:00,2020-10-06 15:25:00,420.6,419.7,0.002144388849178114,0.00014438884917811375,EOD,2020
BHARTIARTL,SHORT,2020-10-13 10:45:00,2020-10-13 10:55:00,415.85,413.32,0.006109630699407509,0.004109630699407509,MID,2020
BHARTIARTL,SHORT,2020-10-16 13:20:00,2020-10-16 13:30:00,394.65,393.68,0.002463181703882933,0.00046318170388293285,MID,2020
BHARTIARTL,LONG,2020-10-21 13:30:00,2020-10-21 13:40:00,403.9,405.03,0.0028087518002597456,0.0008087518002597455,MID,2020
BHARTIARTL,LONG,2020-10-23 10:15:00,2020-10-23 10:40:00,420.4,421.78,0.0032892909989525876,0.0012892909989525875,MID,2020
BHARTIARTL,LONG,2020-10-29 11:35:00,2020-10-29 11:45:00,442.65,445.03,0.005374994557790336,0.0033749945577903357,MID,2020
BHARTIARTL,LONG,2020-10-29 13:10:00,2020-10-29 13:30:00,439.85,440.04,0.00043169486119687406,-0.001568305138803126,MID,2020
BHARTIARTL,LONG,2020-10-30 10:45:00,2020-10-30 10:55:00,434.75,436.61,0.00427141303004519,0.00227141303004519,MID,2020
BHARTIARTL,SHORT,2020-11-02 09:20:00,2020-11-02 09:30:00,432.3,431.57,0.0016901156339559353,-0.0003098843660440647,MID,2020
BHARTIARTL,LONG,2020-11-03 14:00:00,2020-11-03 14:10:00,445.75,447.15,0.0031510176843709825,0.0011510176843709825,MID,2020
BHARTIARTL,LONG,2020-11-04 09:20:00,2020-11-04 09:45:00,441.75,442.57,0.0018547493286809047,-0.00014525067131909535,MID,2020
BHARTIARTL,LONG,2020-11-09 11:35:00,2020-11-09 11:45:00,450.85,452.64,0.003961933828845243,0.001961933828845243,MID,2020
BHARTIARTL,LONG,2020-11-10 14:10:00,2020-11-10 14:20:00,457.25,458.65,0.003071211429073406,0.001071211429073406,MID,2020
BHARTIARTL,LONG,2020-11-11 11:10:00,2020-11-11 11:25:00,457.45,458.38,0.0020281725571316134,2.8172557131613332e-05,MID,2020
BHARTIARTL,SHORT,2020-11-19 11:55:00,2020-11-19 12:35:00,470.65,470.53,0.00026153762898584176,-0.0017384623710141583,MID,2020
BHARTIARTL,SHORT,2020-11-24 12:55:00,2020-11-24 13:10:00,465.45,464.77,0.0014595732825168906,-0.0005404267174831095,MID,2020
BHARTIARTL,SHORT,2020-12-22 10:05:00,2020-12-22 10:15:00,490.75,487.76,0.006137599226736068,0.004137599226736068,MID,2020
BHARTIARTL,LONG,2020-12-24 11:00:00,2020-12-24 11:05:00,501.2,504.26,0.006107094244057754,0.0041070942440577535,MID,2020
BHARTIARTL,SHORT,2021-01-01 14:10:00,2021-01-01 15:25:00,505.1,505.4,-0.0005935892362484152,-0.0025935892362484152,EOD,2021
BHARTIARTL,LONG,2021-01-13 12:55:00,2021-01-13 13:05:00,570.55,571.36,0.0014179448042048737,-0.0005820551957951264,MID,2021
BHARTIARTL,LONG,2021-01-13 13:25:00,2021-01-13 13:45:00,564.0,564.08,0.00014089199084188486,-0.0018591080091581152,MID,2021
BHARTIARTL,SHORT,2021-01-28 12:15:00,2021-01-28 12:25:00,564.9,560.77,0.007358526826586109,0.005358526826586109,MID,2021
BHARTIARTL,LONG,2021-02-11 14:55:00,2021-02-11 15:05:00,588.15,590.01,0.0031658551174638117,0.0011658551174638116,MID,2021
BHARTIARTL,SHORT,2021-02-22 10:35:00,2021-02-22 10:50:00,572.7,571.91,0.001382118044071845,-0.000617881955928155,MID,2021
BHARTIARTL,SHORT,2021-03-02 14:00:00,2021-03-02 14:15:00,533.6,529.49,0.007757014913760241,0.005757014913760241,MID,2021
BHARTIARTL,SHORT,2021-03-10 10:40:00,2021-03-10 12:00:00,516.55,516.37,0.0003503930563961699,-0.0016496069436038301,MID,2021
BHARTIARTL,SHORT,2021-03-15 15:05:00,2021-03-15 15:15:00,513.85,512.65,0.00233955124672125,0.00033955124672124977,MID,2021
