date,symbol,entry_time,exit_time,exit_reason,spot_at_entry,ce_strike,pe_strike,entry_premium,exit_premium,pnl,lots,dte,filter_used
2025-03-26,NIFTY50,14:35:00,15:20:00,time,23535.6,23750,23300,88.07,82.47,419.9,1,2,NIFTY50_1520_OTM0.8
2025-04-01,NIFTY50,11:55:00,15:20:00,time,23197.25,23400,23000,43.06,13.63,2207.5,1,1,NIFTY50_1520_OTM0.8
2025-04-02,NIFTY50,11:50:00,15:20:00,time,23263.45,23450,23050,145.62,128.06,1317.0,1,3,NIFTY50_1520_OTM0.8
2025-04-03,NIFTY50,11:40:00,15:20:00,time,23283.05,23500,23050,85.88,56.5,2203.96,1,2,NIFTY50_1520_OTM0.8
2025-04-08,NIFTY50,13:40:00,15:20:00,time,22587.2,22800,22400,40.11,28.88,842.4,1,1,NIFTY50_1520_OTM0.8
2025-04-09,NIFTY50,12:55:00,15:20:00,time,22425.3,22650,22200,78.67,60.78,1342.06,1,2,NIFTY50_1520_OTM0.8
2025-04-15,NIFTY50,13:35:00,15:20:00,time,23327.2,23550,23100,35.39,21.47,1044.32,1,1,NIFTY50_1520_OTM0.8
2025-04-17,NIFTY50,14:15:00,15:20:00,time,23828.0,24050,23600,90.22,82.9,549.54,1,2,NIFTY50_1520_OTM0.8
2025-04-21,NIFTY50,13:25:00,15:20:00,time,24154.7,24350,23950,48.03,29.02,1425.77,1,1,NIFTY50_1520_OTM0.8
2025-04-22,NIFTY50,11:40:00,15:20:00,time,24209.7,24450,24000,39.43,10.64,2159.63,1,1,NIFTY50_1520_OTM0.8
2025-04-23,NIFTY50,11:35:00,15:20:00,time,24200.3,24400,24000,155.8,146.09,728.27,1,3,NIFTY50_1520_OTM0.8
2025-04-24,NIFTY50,12:05:00,15:20:00,time,24263.65,24500,24050,93.66,66.51,2036.55,1,2,NIFTY50_1520_OTM0.8
2025-04-25,NIFTY50,11:25:00,15:20:00,time,23912.05,24150,23700,38.02,11.17,2013.99,1,1,NIFTY50_1520_OTM0.8
2025-04-29,NIFTY50,11:10:00,15:20:00,time,24356.05,24600,24150,40.2,6.03,2562.93,1,1,NIFTY50_1520_OTM0.8
2025-05-02,NIFTY50,12:55:00,15:20:00,time,24282.95,24500,24050,260.16,251.63,640.09,1,6,NIFTY50_1520_OTM0.8
2025-05-05,NIFTY50,12:50:00,15:20:00,time,24469.75,24700,24250,226.48,211.33,1136.89,1,5,NIFTY50_1520_OTM0.8
2025-05-07,NIFTY50,12:40:00,15:20:00,time,24388.35,24600,24150,186.79,170.94,1189.04,1,4,NIFTY50_1520_OTM0.8
2025-05-09,NIFTY50,13:10:00,15:20:00,time,24009.25,24250,23800,91.55,73.92,1322.33,1,2,NIFTY50_1520_OTM0.8
2025-05-12,NIFTY50,11:20:00,15:20:00,time,24722.75,24950,24500,41.77,49.87,-607.23,1,1,NIFTY50_1520_OTM0.8
2025-05-13,NIFTY50,14:05:00,15:20:00,time,24606.4,24850,24400,41.37,33.01,626.62,1,1,NIFTY50_1520_OTM0.8
2025-05-15,NIFTY50,14:45:00,15:20:00,time,25070.1,25300,24850,150.62,145.96,349.7,1,3,NIFTY50_1520_OTM0.8
2025-05-16,NIFTY50,14:45:00,15:20:00,time,25010.35,25250,24800,99.97,95.02,371.54,1,2,NIFTY50_1520_OTM0.8
2025-05-21,NIFTY50,11:20:00,15:20:00,time,24869.9,25100,24650,148.37,120.35,2100.95,1,3,NIFTY50_1520_OTM0.8
2025-05-23,NIFTY50,12:15:00,15:20:00,time,24843.6,25050,24600,99.42,73.23,1964.58,1,2,NIFTY50_1520_OTM0.8
2025-05-26,NIFTY50,11:50:00,15:20:00,time,24995.6,25200,24750,43.83,11.32,2438.4,1,1,NIFTY50_1520_OTM0.8
2025-05-27,NIFTY50,13:40:00,15:20:00,time,24847.4,25050,24600,43.23,26.5,1255.08,1,1,NIFTY50_1520_OTM0.8
2025-05-28,NIFTY50,14:40:00,15:20:00,time,24782.0,25000,24550,147.74,142.02,429.37,1,3,NIFTY50_1520_OTM0.8
2025-06-02,NIFTY50,13:55:00,15:20:00,time,24708.45,24950,24500,41.8,28.96,963.13,1,1,NIFTY50_1520_OTM0.8
2025-06-03,NIFTY50,12:10:00,15:20:00,time,24615.35,24850,24400,41.26,19.96,1597.4,1,1,NIFTY50_1520_OTM0.8
2025-06-04,NIFTY50,11:30:00,15:20:00,time,24594.9,24800,24350,189.95,164.76,1888.87,1,4,NIFTY50_1520_OTM0.8
2025-06-05,NIFTY50,14:40:00,15:20:00,time,24751.55,24950,24550,162.2,158.15,303.89,1,3,NIFTY50_1520_OTM0.8
2025-06-06,NIFTY50,12:00:00,15:20:00,time,25011.85,25250,24800,99.98,70.64,2200.69,1,2,NIFTY50_1520_OTM0.8
2025-06-09,NIFTY50,12:30:00,15:20:00,time,25125.15,25350,24900,43.72,16.77,2021.71,1,1,NIFTY50_1520_OTM0.8
2025-06-10,NIFTY50,12:35:00,15:20:00,time,25133.8,25350,24900,43.97,17.72,1968.26,1,1,NIFTY50_1520_OTM0.8
2025-06-11,NIFTY50,15:00:00,15:20:00,time,25146.4,25350,24900,197.47,194.04,256.94,1,4,NIFTY50_1520_OTM0.8
2025-06-12,NIFTY50,15:00:00,15:20:00,time,24905.5,25150,24700,148.65,146.96,127.22,1,3,NIFTY50_1520_OTM0.8
2025-06-13,NIFTY50,11:50:00,15:20:00,time,24684.8,24900,24450,97.64,71.24,1980.18,1,2,NIFTY50_1520_OTM0.8
2025-06-16,NIFTY50,11:55:00,15:20:00,time,24892.2,25100,24650,43.15,15.26,2091.8,1,1,NIFTY50_1520_OTM0.8
2025-06-17,NIFTY50,13:45:00,15:20:00,time,24844.75,25050,24600,43.06,28.16,1118.0,1,1,NIFTY50_1520_OTM0.8
2025-06-18,NIFTY50,12:35:00,15:20:00,time,24793.45,25000,24550,148.44,128.41,1502.7,1,3,NIFTY50_1520_OTM0.8
2025-06-20,NIFTY50,11:45:00,15:20:00,time,25034.25,25250,24800,43.5,19.31,1814.13,1,1,NIFTY50_1520_OTM0.8
2025-06-24,NIFTY50,14:50:00,15:20:00,time,25044.55,25250,24800,44.01,41.31,202.78,1,1,NIFTY50_1520_OTM0.8
2025-06-25,NIFTY50,14:35:00,15:20:00,time,25240.5,25450,25000,345.17,341.36,286.01,1,8,NIFTY50_1520_OTM0.8
2025-06-27,NIFTY50,12:15:00,15:20:00,time,25628.4,25850,25400,283.01,265.44,1318.18,1,6,NIFTY50_1520_OTM0.8
2025-06-30,NIFTY50,14:25:00,15:20:00,time,25491.25,25700,25250,243.21,240.36,213.7,1,5,NIFTY50_1520_OTM0.8
2025-07-02,NIFTY50,14:45:00,15:20:00,time,25411.75,25650,25200,199.67,197.41,169.7,1,4,NIFTY50_1520_OTM0.8
2025-07-07,NIFTY50,12:50:00,15:20:00,time,25445.85,25650,25200,46.03,22.46,1767.77,1,1,NIFTY50_1520_OTM0.8
2025-07-10,NIFTY50,13:50:00,15:20:00,time,25377.05,25600,25150,154.26,142.11,911.41,1,3,NIFTY50_1520_OTM0.8
2025-07-11,NIFTY50,12:05:00,15:20:00,time,25154.65,25400,24950,101.26,72.86,2130.03,1,2,NIFTY50_1520_OTM0.8
2025-07-14,NIFTY50,12:30:00,15:20:00,time,25048.7,25250,24800,44.28,20.89,1754.15,1,1,NIFTY50_1520_OTM0.8
2025-07-15,NIFTY50,12:10:00,15:20:00,time,25205.95,25450,25000,44.24,13.87,2277.65,1,1,NIFTY50_1520_OTM0.8
2025-07-16,NIFTY50,13:50:00,15:20:00,time,25214.0,25450,25000,152.14,140.55,869.82,1,3,NIFTY50_1520_OTM0.8
2025-07-18,NIFTY50,11:35:00,15:20:00,time,24951.75,25200,24750,99.6,66.55,2478.14,1,2,NIFTY50_1520_OTM0.8
2025-07-21,NIFTY50,11:15:00,15:20:00,time,25061.3,25300,24850,43.43,6.88,2740.74,1,1,NIFTY50_1520_OTM0.8
2025-07-23,NIFTY50,13:35:00,15:20:00,time,25172.05,25400,24950,151.81,142.03,733.46,1,3,NIFTY50_1520_OTM0.8
2025-07-24,NIFTY50,13:05:00,15:20:00,time,25056.9,25300,24850,100.4,80.74,1474.23,1,2,NIFTY50_1520_OTM0.8
2025-07-28,NIFTY50,14:25:00,15:20:00,time,24672.7,24900,24450,41.53,33.01,639.62,1,1,NIFTY50_1520_OTM0.8
2025-07-29,NIFTY50,15:10:00,15:20:00,time,24813.45,25050,24600,42.22,41.23,74.07,1,1,NIFTY50_1520_OTM0.8
2025-07-30,NIFTY50,12:40:00,15:20:00,time,24857.25,25100,24650,192.15,173.84,1373.49,1,4,NIFTY50_1520_OTM0.8
2025-08-01,NIFTY50,12:40:00,15:20:00,time,24635.45,24850,24400,97.25,76.52,1555.11,1,2,NIFTY50_1520_OTM0.8
2025-08-04,NIFTY50,15:10:00,15:20:00,time,24719.25,24950,24500,41.74,40.36,103.02,1,1,NIFTY50_1520_OTM0.8
2025-08-05,NIFTY50,11:10:00,15:20:00,time,24635.0,24850,24400,41.62,6.19,2657.2,1,1,NIFTY50_1520_OTM0.8
2025-08-06,NIFTY50,12:00:00,15:20:00,time,24594.35,24800,24350,189.91,166.38,1764.75,1,4,NIFTY50_1520_OTM0.8
2025-08-08,NIFTY50,11:20:00,15:20:00,time,24433.45,24650,24200,95.47,65.27,2265.26,1,2,NIFTY50_1520_OTM0.8
2025-08-12,NIFTY50,12:00:00,15:20:00,time,24554.1,24800,24350,41.19,16.69,1837.51,1,1,NIFTY50_1520_OTM0.8
2025-08-13,NIFTY50,14:55:00,15:20:00,time,24644.2,24850,24400,97.77,93.15,346.13,1,2,NIFTY50_1520_OTM0.8
2025-08-14,NIFTY50,13:55:00,15:20:00,time,24645.25,24850,24400,42.14,28.16,1048.82,1,1,NIFTY50_1520_OTM0.8
2025-08-19,NIFTY50,13:30:00,15:20:00,time,24970.7,25200,24750,42.94,26.05,1267.14,1,1,NIFTY50_1520_OTM0.8
2025-08-20,NIFTY50,11:35:00,15:20:00,time,25018.4,25250,24800,306.84,288.4,1383.13,1,7,NIFTY50_1520_OTM0.8
2025-08-21,NIFTY50,11:20:00,15:20:00,time,25131.05,25350,24900,274.59,249.42,1888.0,1,6,NIFTY50_1520_OTM0.8
2025-08-22,NIFTY50,11:45:00,15:20:00,time,24938.8,25150,24700,234.54,210.61,1794.65,1,5,NIFTY50_1520_OTM0.8
2025-08-25,NIFTY50,12:10:00,15:20:00,time,24974.7,25200,24750,194.08,172.15,1644.61,1,4,NIFTY50_1520_OTM0.8
2025-08-28,NIFTY50,12:05:00,15:20:00,time,24627.6,24850,24400,145.85,128.56,1297.38,1,3,NIFTY50_1520_OTM0.8
2025-09-01,NIFTY50,14:35:00,15:20:00,time,24617.9,24850,24400,41.26,34.37,516.86,1,1,NIFTY50_1520_OTM0.8
2025-09-02,NIFTY50,15:15:00,15:20:00,time,24584.4,24800,24350,41.36,40.31,79.08,1,1,NIFTY50_1520_OTM0.8
2025-09-04,NIFTY50,11:45:00,15:20:00,time,24809.25,25050,24600,147.57,123.06,1837.87,1,3,NIFTY50_1520_OTM0.8
2025-09-05,NIFTY50,11:35:00,15:20:00,time,24694.25,24900,24450,98.2,71.49,2003.04,1,2,NIFTY50_1520_OTM0.8
2025-09-09,NIFTY50,13:50:00,15:20:00,time,24860.2,25100,24650,42.49,28.3,1063.58,1,1,NIFTY50_1520_OTM0.8
2025-09-10,NIFTY50,12:50:00,15:20:00,time,24972.5,25200,24750,149.57,130.75,1411.98,1,3,NIFTY50_1520_OTM0.8
2025-09-12,NIFTY50,12:35:00,15:20:00,time,25118.5,25350,24900,100.91,76.58,1825.2,1,2,NIFTY50_1520_OTM0.8
2025-09-23,NIFTY50,14:00:00,15:20:00,time,25230.2,25450,25000,44.33,33.93,780.03,1,1,NIFTY50_1520_OTM0.8
2025-09-26,NIFTY50,15:10:00,15:20:00,time,24644.5,24850,24400,97.79,97.8,-0.63,1,2,NIFTY50_1520_OTM0.8
2025-09-29,NIFTY50,13:05:00,15:20:00,time,24661.55,24900,24450,41.52,20.94,1543.24,1,1,NIFTY50_1520_OTM0.8
2025-09-30,NIFTY50,12:25:00,15:20:00,time,24673.8,24900,24450,41.55,18.14,1755.58,1,1,NIFTY50_1520_OTM0.8
2025-10-01,NIFTY50,12:55:00,15:20:00,time,24753.5,25000,24550,146.96,135.45,863.4,1,3,NIFTY50_1520_OTM0.8
2025-10-06,NIFTY50,14:25:00,15:20:00,time,25035.0,25250,24800,43.53,38.3,392.39,1,1,NIFTY50_1520_OTM0.8
2025-10-08,NIFTY50,12:25:00,15:20:00,time,25025.8,25250,24800,150.26,128.29,1648.22,1,3,NIFTY50_1520_OTM0.8
2025-10-09,NIFTY50,12:25:00,15:20:00,time,25144.75,25350,24900,102.05,79.95,1657.44,1,2,NIFTY50_1520_OTM0.8
2025-10-10,NIFTY50,12:20:00,15:20:00,time,25289.85,25500,25050,44.96,15.74,2191.1,1,1,NIFTY50_1520_OTM0.8
2025-10-15,NIFTY50,11:50:00,15:20:00,time,25304.55,25550,25100,311.79,293.97,1336.75,1,7,NIFTY50_1520_OTM0.8
2025-10-17,NIFTY50,12:10:00,15:20:00,time,25760.6,26000,25550,246.17,226.01,1512.66,1,5,NIFTY50_1520_OTM0.8
2025-10-24,NIFTY50,14:50:00,15:20:00,time,25748.5,26000,25500,94.13,93.21,69.12,1,2,NIFTY50_1520_OTM0.8
2025-10-27,NIFTY50,11:10:00,15:20:00,time,25976.3,26200,25750,47.9,6.79,3083.14,1,1,NIFTY50_1520_OTM0.8
2025-10-28,NIFTY50,11:30:00,15:20:00,time,25872.5,26100,25650,47.34,15.03,2423.37,1,1,NIFTY50_1520_OTM0.8
2025-10-30,NIFTY50,13:05:00,15:20:00,time,25910.0,26150,25700,159.98,142.23,1331.62,1,3,NIFTY50_1520_OTM0.8
2025-10-31,NIFTY50,11:45:00,15:20:00,time,25794.95,26050,25550,94.46,66.37,2106.66,1,2,NIFTY50_1520_OTM0.8
2025-11-03,NIFTY50,14:05:00,15:20:00,time,25756.15,26000,25550,46.91,34.07,962.95,1,1,NIFTY50_1520_OTM0.8
2025-11-07,NIFTY50,12:45:00,15:20:00,time,25486.2,25700,25250,104.53,82.03,1687.1,1,2,NIFTY50_1520_OTM0.8
2025-11-10,NIFTY50,12:15:00,15:20:00,time,25628.9,25850,25400,46.24,17.87,2127.56,1,1,NIFTY50_1520_OTM0.8
2025-11-11,NIFTY50,15:10:00,15:20:00,time,25694.9,25950,25450,38.24,36.87,102.92,1,1,NIFTY50_1520_OTM0.8
2025-11-12,NIFTY50,12:05:00,15:20:00,time,25899.45,26150,25650,145.72,120.3,1906.02,1,3,NIFTY50_1520_OTM0.8
2025-11-17,NIFTY50,13:30:00,15:20:00,time,25979.7,26200,25750,47.99,31.08,1267.57,1,1,NIFTY50_1520_OTM0.8
2025-11-19,NIFTY50,11:30:00,15:20:00,time,25949.9,26200,25700,191.59,175.56,1202.32,1,4,NIFTY50_1520_OTM0.8
2025-11-26,NIFTY50,11:20:00,15:20:00,time,26130.45,26350,25900,209.95,189.5,1533.9,1,4,NIFTY50_1520_OTM0.8
2025-11-28,NIFTY50,13:35:00,15:20:00,time,26229.5,26450,26000,110.7,94.14,1241.9,1,2,NIFTY50_1520_OTM0.8
2025-12-01,NIFTY50,13:15:00,15:20:00,time,26195.15,26450,25950,40.49,21.16,1449.62,1,1,NIFTY50_1520_OTM0.8
2025-12-02,NIFTY50,11:10:00,15:20:00,time,26080.75,26300,25850,48.51,7.24,3095.55,1,1,NIFTY50_1520_OTM0.8
2025-12-03,NIFTY50,11:00:00,15:20:00,time,25918.0,26150,25700,160.16,129.96,2264.73,1,3,NIFTY50_1520_OTM0.8
2025-12-04,NIFTY50,13:00:00,15:20:00,time,26005.85,26250,25750,96.44,77.4,1427.52,1,2,NIFTY50_1520_OTM0.8
2025-12-05,NIFTY50,12:10:00,15:20:00,time,26130.15,26350,25900,48.74,21.31,2057.29,1,1,NIFTY50_1520_OTM0.8
2025-12-09,NIFTY50,13:25:00,15:20:00,time,25889.1,26100,25650,47.86,28.78,1430.66,1,1,NIFTY50_1520_OTM0.8
2025-12-10,NIFTY50,12:20:00,15:20:00,time,25826.3,26050,25600,322.35,303.95,1379.95,1,7,NIFTY50_1520_OTM0.8
2025-12-11,NIFTY50,11:40:00,15:20:00,time,25833.7,26050,25600,286.81,271.75,1129.69,1,6,NIFTY50_1520_OTM0.8
2025-12-12,NIFTY50,12:40:00,15:20:00,time,26016.75,26250,25800,250.29,234.83,1159.73,1,5,NIFTY50_1520_OTM0.8
2025-12-15,NIFTY50,11:35:00,15:20:00,time,25970.05,26200,25750,207.41,184.19,1741.73,1,4,NIFTY50_1520_OTM0.8
2025-12-17,NIFTY50,11:20:00,15:20:00,time,25828.25,26050,25600,159.4,126.7,2452.99,1,3,NIFTY50_1520_OTM0.8
2025-12-18,NIFTY50,11:45:00,15:20:00,time,25851.75,26100,25600,95.05,63.77,2346.31,1,2,NIFTY50_1520_OTM0.8
2025-12-19,NIFTY50,14:50:00,15:20:00,time,25964.7,26200,25750,47.79,42.64,386.08,1,1,NIFTY50_1520_OTM0.8
2025-12-23,NIFTY50,11:30:00,15:20:00,time,26183.9,26400,25950,49.12,9.8,2948.88,1,1,NIFTY50_1520_OTM0.8
2025-12-26,NIFTY50,13:50:00,15:20:00,time,26044.5,26300,25800,96.5,83.4,982.63,1,2,NIFTY50_1520_OTM0.8
2025-12-29,NIFTY50,12:10:00,15:20:00,time,25979.9,26200,25750,47.99,15.89,2407.75,1,1,NIFTY50_1520_OTM0.8
2025-12-30,NIFTY50,12:45:00,15:20:00,time,25911.6,26150,25700,47.56,21.92,1923.03,1,1,NIFTY50_1520_OTM0.8
2025-12-31,NIFTY50,14:10:00,15:20:00,time,26167.0,26400,25950,210.02,201.41,645.49,1,4,NIFTY50_1520_OTM0.8
2026-01-01,NIFTY50,15:00:00,15:20:00,time,26161.8,26400,25950,162.86,160.23,197.06,1,3,NIFTY50_1520_OTM0.8
2026-01-02,NIFTY50,11:10:00,15:20:00,time,26254.05,26500,26000,98.43,69.02,2205.73,1,2,NIFTY50_1520_OTM0.8
2026-01-06,NIFTY50,12:45:00,15:20:00,time,26158.5,26400,25900,40.54,17.82,1704.25,1,1,NIFTY50_1520_OTM0.8
2026-01-07,NIFTY50,13:55:00,15:20:00,time,26092.5,26350,25850,193.27,186.33,520.75,1,4,NIFTY50_1520_OTM0.8
2026-01-08,NIFTY50,13:15:00,15:20:00,time,25915.25,26150,25700,160.09,143.9,1214.49,1,3,NIFTY50_1520_OTM0.8
2026-01-09,NIFTY50,13:40:00,15:20:00,time,25683.8,25900,25450,106.13,91.16,1122.48,1,2,NIFTY50_1520_OTM0.8
2026-01-12,NIFTY50,13:45:00,15:20:00,time,25738.9,25950,25500,47.11,37.19,743.9,1,1,NIFTY50_1520_OTM0.8
2026-01-13,NIFTY50,15:10:00,15:20:00,time,25737.4,25950,25500,47.04,45.1,145.31,1,1,NIFTY50_1520_OTM0.8
2026-01-14,NIFTY50,15:10:00,15:20:00,time,25652.85,25900,25400,143.11,143.25,-10.49,1,3,NIFTY50_1520_OTM0.8
2026-01-16,NIFTY50,11:35:00,15:20:00,time,25801.6,26050,25550,94.64,68.94,1927.36,1,2,NIFTY50_1520_OTM0.8
2026-01-21,NIFTY50,13:50:00,15:20:00,time,25168.85,25400,24950,151.71,139.97,879.98,1,3,NIFTY50_1520_OTM0.8
2026-01-22,NIFTY50,12:05:00,15:20:00,time,25230.5,25450,25000,102.12,83.63,1387.32,1,2,NIFTY50_1520_OTM0.8
2026-01-23,NIFTY50,14:50:00,15:20:00,time,25077.05,25300,24850,43.52,38.97,341.61,1,1,NIFTY50_1520_OTM0.8
2026-01-27,NIFTY50,12:40:00,15:20:00,time,25079.55,25300,24850,43.59,44.79,-89.99,1,1,NIFTY50_1520_OTM0.8
2026-01-29,NIFTY50,15:05:00,15:20:00,time,25421.45,25650,25200,103.54,101.21,174.31,1,2,NIFTY50_1520_OTM0.8
2026-01-30,NIFTY50,15:10:00,15:20:00,time,25319.7,25550,25100,44.62,42.98,122.77,1,1,NIFTY50_1520_OTM0.8
2026-02-03,NIFTY50,13:10:00,15:20:00,time,25790.3,26000,25550,47.42,26.36,1579.9,1,1,NIFTY50_1520_OTM0.8
2026-02-05,NIFTY50,12:00:00,15:20:00,time,25651.3,25900,25400,143.05,116.98,1954.85,1,3,NIFTY50_1520_OTM0.8
2026-02-06,NIFTY50,13:35:00,15:20:00,time,25585.85,25800,25350,105.37,108.07,-202.44,1,2,NIFTY50_1520_OTM0.8
2026-02-09,NIFTY50,12:05:00,15:20:00,time,25855.2,26100,25600,39.09,10.73,2127.51,1,1,NIFTY50_1520_OTM0.8
2026-02-10,NIFTY50,14:50:00,15:20:00,time,25935.35,26150,25700,47.94,42.43,412.63,1,1,NIFTY50_1520_OTM0.8
2026-02-11,NIFTY50,11:50:00,15:20:00,time,25958.05,26200,25750,207.04,181.52,1913.8,1,4,NIFTY50_1520_OTM0.8
2026-02-17,NIFTY50,11:25:00,15:20:00,time,25693.6,25900,25450,47.11,10.8,2723.42,1,1,NIFTY50_1520_OTM0.8
2026-02-20,NIFTY50,11:45:00,15:20:00,time,25592.4,25800,25350,105.75,71.92,2536.98,1,2,NIFTY50_1520_OTM0.8
2026-02-25,NIFTY50,14:05:00,15:20:00,time,25435.65,25650,25200,348.81,346.33,185.7,1,8,NIFTY50_1520_OTM0.8
2026-02-26,NIFTY50,13:15:00,15:20:00,time,25420.65,25650,25200,314.48,311.07,255.24,1,7,NIFTY50_1520_OTM0.8
2026-03-10,NIFTY50,12:05:00,15:20:00,time,24205.3,24400,24000,48.3,26.17,1660.3,1,1,NIFTY50_1520_OTM0.8
2026-03-11,NIFTY50,12:40:00,15:20:00,time,24010.95,24250,23800,180.84,178.56,171.31,1,4,NIFTY50_1520_OTM0.8
2026-03-12,NIFTY50,12:00:00,15:20:00,time,23744.2,23950,23550,150.42,134.06,1227.28,1,3,NIFTY50_1520_OTM0.8
2026-03-13,NIFTY50,14:05:00,15:20:00,time,23170.25,23400,22950,84.64,75.12,714.16,1,2,NIFTY50_1520_OTM0.8
2026-03-17,NIFTY50,12:45:00,15:20:00,time,23484.35,23700,23250,36.28,22.57,1027.89,1,1,NIFTY50_1520_OTM0.8
2026-03-18,NIFTY50,12:15:00,15:20:00,time,23786.45,24000,23550,178.65,157.39,1594.25,1,4,NIFTY50_1520_OTM0.8
2026-03-20,NIFTY50,14:05:00,15:20:00,time,23225.55,23450,23000,85.18,85.09,7.11,1,2,NIFTY50_1520_OTM0.8
2026-03-23,NIFTY50,11:25:00,15:20:00,time,22559.15,22750,22350,40.18,9.84,2275.58,1,1,NIFTY50_1520_OTM0.8
2026-03-24,NIFTY50,13:55:00,15:20:00,time,22976.2,23200,22750,33.81,23.82,749.69,1,1,NIFTY50_1520_OTM0.8
2026-03-25,NIFTY50,12:15:00,15:20:00,time,23441.4,23650,23250,227.35,219.72,572.03,1,5,NIFTY50_1520_OTM0.8
2024-03-01,NIFTY50,12:55:00,15:20:00,time,22299.4,22550,22050,178.26,167.74,789.4,1,5,NIFTY50_1520_OTM1.0
2024-03-04,NIFTY50,12:40:00,15:20:00,time,22412.4,22650,22150,108.9,91.38,1313.99,1,3,NIFTY50_1520_OTM1.0
2024-03-05,NIFTY50,11:40:00,15:20:00,time,22324.7,22550,22100,77.85,52.72,1884.77,1,2,NIFTY50_1520_OTM1.0
2024-03-07,NIFTY50,12:35:00,15:20:00,time,22493.3,22750,22250,25.05,8.01,1278.25,1,1,NIFTY50_1520_OTM1.0
2024-03-12,NIFTY50,12:15:00,15:20:00,time,22372.95,22600,22100,68.53,46.18,1676.34,1,2,NIFTY50_1520_OTM1.0
2024-03-13,NIFTY50,12:55:00,15:20:00,time,22124.1,22350,21900,30.1,33.78,-275.6,1,1,NIFTY50_1520_OTM1.0
2024-03-14,NIFTY50,13:05:00,15:20:00,time,22143.7,22400,21900,23.74,9.98,1032.1,1,1,NIFTY50_1520_OTM1.0
2024-03-15,NIFTY50,11:25:00,15:20:00,time,21956.3,22200,21700,140.1,124.71,1154.31,1,4,NIFTY50_1520_OTM1.0
2024-03-18,NIFTY50,13:35:00,15:20:00,time,22068.35,22300,21800,105.67,93.9,883.04,1,3,NIFTY50_1520_OTM1.0
2024-03-19,NIFTY50,11:30:00,15:20:00,time,21852.6,22100,21600,63.74,39.23,1838.65,1,2,NIFTY50_1520_OTM1.0
2024-03-20,NIFTY50,11:30:00,15:20:00,time,21790.05,22050,21550,22.47,3.72,1405.96,1,1,NIFTY50_1520_OTM1.0
2024-03-21,NIFTY50,13:20:00,15:20:00,time,21998.8,22250,21750,23.23,11.89,851.02,1,1,NIFTY50_1520_OTM1.0
2024-03-22,NIFTY50,11:30:00,15:20:00,time,22082.45,22350,21850,104.82,80.98,1787.94,1,3,NIFTY50_1520_OTM1.0
2024-03-27,NIFTY50,11:25:00,15:20:00,time,22167.7,22400,21900,24.36,2.46,1642.98,1,1,NIFTY50_1520_OTM1.0
2024-04-02,NIFTY50,11:25:00,15:20:00,time,22417.45,22650,22150,68.55,46.24,1672.81,1,2,NIFTY50_1520_OTM1.0
2024-04-03,NIFTY50,11:30:00,15:20:00,time,22463.1,22700,22200,25.29,2.99,1672.4,1,1,NIFTY50_1520_OTM1.0
2024-04-04,NIFTY50,11:55:00,15:20:00,time,22389.0,22650,22150,24.68,20.75,294.66,1,1,NIFTY50_1520_OTM1.0
2024-04-05,NIFTY50,11:55:00,15:20:00,time,22500.9,22750,22250,213.39,198.93,1084.13,1,6,NIFTY50_1520_OTM1.0
2024-04-08,NIFTY50,15:10:00,15:20:00,time,22671.65,22900,22400,184.9,183.89,75.6,1,5,NIFTY50_1520_OTM1.0
2024-04-12,NIFTY50,13:50:00,15:20:00,time,22581.75,22850,22350,109.98,104.48,412.53,1,3,NIFTY50_1520_OTM1.0
2024-04-15,NIFTY50,11:30:00,15:20:00,time,22379.3,22650,22150,67.59,54.31,996.01,1,2,NIFTY50_1520_OTM1.0
2024-04-16,NIFTY50,15:00:00,15:20:00,time,22121.55,22350,21900,30.07,29.75,24.27,1,1,NIFTY50_1520_OTM1.0
2024-04-22,NIFTY50,12:20:00,15:20:00,time,22295.5,22550,22050,209.8,200.02,733.02,1,6,NIFTY50_1520_OTM1.0
2024-04-23,NIFTY50,14:55:00,15:20:00,time,22411.45,22650,22150,180.45,176.68,282.82,1,5,NIFTY50_1520_OTM1.0
2024-04-24,NIFTY50,11:35:00,15:20:00,time,22455.35,22700,22200,146.37,123.85,1689.2,1,4,NIFTY50_1520_OTM1.0
2024-04-26,NIFTY50,14:50:00,15:20:00,time,22448.4,22700,22200,108.77,105.35,256.7,1,3,NIFTY50_1520_OTM1.0
2024-04-29,NIFTY50,11:45:00,15:20:00,time,22545.9,22800,22300,68.8,53.75,1128.92,1,2,NIFTY50_1520_OTM1.0
2024-05-06,NIFTY50,11:55:00,15:20:00,time,22519.75,22750,22250,110.42,88.39,1652.36,1,3,NIFTY50_1520_OTM1.0
2024-05-07,NIFTY50,12:10:00,15:20:00,time,22279.65,22550,22050,66.84,45.73,1583.09,1,2,NIFTY50_1520_OTM1.0
2024-05-08,NIFTY50,13:15:00,15:20:00,time,22354.35,22600,22100,24.63,12.13,937.27,1,1,NIFTY50_1520_OTM1.0
2024-05-09,NIFTY50,14:10:00,15:20:00,time,22061.75,22300,21800,23.74,25.12,-103.37,1,1,NIFTY50_1520_OTM1.0
2024-05-10,NIFTY50,12:20:00,15:20:00,time,22020.9,22250,21800,154.76,139.85,1118.41,1,4,NIFTY50_1520_OTM1.0
