id,entry_date,exit_date,entry_price,call_strike,put_strike,zone_width_pct,premium,exit_price,max_price,min_price,max_breach_pct,gross_pnl,net_pnl,pnl_rs,outcome,zone_held,signals,iv,atr,config,lots
4,2023-09-07 00:00:00,2023-09-14 00:00:00,44878.35,45500,44200,2.9,291.63,46000.8515625,46153.9,44812.15,1.46,-258.52,-262.52,-12293.4,loss,False,"ATR_C,CHOP,ADX_L",0.1555,439.58,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
5,2023-10-12 00:00:00,2023-10-19 00:00:00,44599.2,45200,44000,2.69,296.62,43754.5,44589.85,43558.1,0.99,-18.4,-22.4,-1488.0,loss,False,"BB_SQ,ATR_C,RSI_M",0.1516,425.88,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
6,2023-11-23 00:00:00,2023-12-01 00:00:00,43577.5,44100,43000,2.52,245.08,44814.19921875,44951.1,43566.15,1.95,-490.15,-494.15,-22716.75,loss,False,"BB_SQ,ATR_C,ADX_L",0.1349,370.37,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
7,2024-01-11 00:00:00,2024-01-18 00:00:00,47438.35,48200,46700,3.16,351.66,45713.55078125,48305.4,45430.7,2.68,-625.55,-629.55,-28809.75,loss,False,"ATR_C,ADX_L,RSI_M",0.1738,519.42,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
8,2024-02-22 00:00:00,2024-02-29 00:00:00,46919.8,48000,45800,4.69,470.22,46120.8984375,47245.35,45661.75,0.29,305.93,301.93,13106.85,partial,False,"ATR_C,ADX_L,RSI_M",0.2467,729.07,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
9,2024-03-11 00:00:00,2024-03-18 00:00:00,47327.85,48200,46400,3.8,397.92,46575.8984375,47812.75,46022.15,0.8,230.33,226.33,9704.85,partial,False,"ATR_C,ADX_L,RSI_M",0.2031,605.62,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
10,2024-03-27 00:00:00,2024-04-04 00:00:00,46785.95,47600,45900,3.63,380.27,48060.80078125,48254.65,46827.85,1.4,-176.35,-180.35,-8595.75,loss,False,"BB_SQ,ATR_C,ADX_L",0.195,574.59,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
11,2024-04-16 00:00:00,2024-04-24 00:00:00,47484.8,48200,46800,2.95,322.93,48189.0,48302.7,46579.05,0.47,113.46,109.46,4445.7,partial,False,"BB_SQ,ATR_C,RSI_M",0.1608,481.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
12,2024-05-06 00:00:00,2024-05-13 00:00:00,48895.3,49900,47800,4.29,453.86,47754.1015625,49023.5,46983.25,1.67,150.7,146.7,6121.5,partial,False,"BB_SQ,ADX_L,RSI_M",0.2269,698.82,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
13,2024-05-22 00:00:00,2024-05-29 00:00:00,47781.95,48700,46900,3.77,369.8,48501.3515625,49688.85,47873.15,2.07,197.81,193.81,8241.45,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
14,2024-06-18 00:00:00,2024-06-25 00:00:00,50440.9,52200,48700,6.94,791.02,52606.0,52746.5,50441.75,1.08,28.85,24.85,638.25,partial,False,"BB_SQ,ADX_L,RSI_M",0.3751,1191.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
15,2024-07-10 00:00:00,2024-07-18 00:00:00,52189.3,53200,51200,3.83,438.93,52620.69921875,52794.55,51749.45,0.0,343.71,339.71,14806.95,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2042,671.32,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,51600,49400,4.35,463.99,50933.44921875,51117.85,50283.55,0.0,370.12,366.12,15995.4,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51200,49900,2.57,284.09,51938.05078125,51994.1,50369.4,1.57,-482.65,-486.65,-22379.25,loss,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,52300,50100,4.3,499.91,51876.75,52493.95,50865.45,0.38,337.49,333.49,14527.05,partial,False,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,53400,51200,4.21,498.41,53266.8984375,53387.1,51693.95,0.0,228.79,224.79,9635.55,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,53800,51900,3.6,439.75,51233.0,52827.6,50609.35,2.44,-269.33,-273.33,-12779.85,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
21,2025-01-28 00:00:00,2025-02-04 00:00:00,48866.85,50100,47700,4.91,519.35,50157.94921875,50206.6,48849.8,0.22,133.24,129.24,5335.8,partial,False,"BB_SQ,CHOP,RSI_M",0.2601,800.59,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
22,2025-02-12 00:00:00,2025-02-19 00:00:00,49479.45,50500,48500,4.04,418.04,49570.1015625,49836.1,48525.6,0.0,369.32,365.32,15959.4,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2106,656.57,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
23,2025-03-07 00:00:00,2025-03-17 00:00:00,48497.5,49300,47700,3.3,371.22,48354.1484375,48599.15,47702.9,0.0,322.09,318.09,13834.05,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1804,551.28,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
24,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,54800,52400,4.48,549.21,55354.8984375,55499.65,54442.3,1.31,-165.57,-169.57,-8110.65,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
25,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,56700,54500,3.96,489.64,55903.3984375,55966.3,55037.85,0.0,409.48,405.48,17766.6,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
26,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57100,55400,3.02,400.04,57443.8984375,57475.4,55779.25,0.67,-75.85,-79.85,-4073.25,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
27,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,57700,56200,2.63,341.9,56765.3515625,57363.7,56594.25,0.0,293.92,289.92,12566.4,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
28,2025-07-22 00:00:00,2025-07-29 00:00:00,56756.0,57400,56100,2.29,304.57,56222.0,57316.6,55843.25,0.45,178.46,174.46,7370.7,partial,False,"ATR_C,CHOP,RSI_M",0.1256,448.89,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
29,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56500,55000,2.69,296.22,53655.6484375,55745.0,53606.45,2.5,-1029.09,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
30,2025-09-12 00:00:00,2025-09-19 00:00:00,54809.3,55500,54100,2.55,311.45,55458.8515625,55835.25,54777.75,0.61,120.0,116.0,4740.0,partial,False,"BB_SQ,ATR_C,RSI_M",0.1367,471.85,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
31,2025-11-07 00:00:00,2025-11-14 00:00:00,57876.8,58700,57100,2.76,344.71,58517.55078125,58615.95,57594.25,0.0,188.09,184.09,7804.05,max_profit,True,"BB_SQ,CHOP,RSI_M",0.146,532.18,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
32,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59500,58100,2.38,331.07,59273.80078125,60114.3,58783.05,1.04,209.17,205.17,8752.65,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
33,2025-12-10 00:00:00,2025-12-17 00:00:00,58960.4,59800,58200,2.71,351.57,58926.75,59545.7,58799.9,0.0,309.98,305.98,13289.1,max_profit,True,"BB_SQ,CHOP,ADX_L,RSI_M",0.1447,537.41,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
34,2025-12-26 00:00:00,2026-01-02 00:00:00,59011.35,59600,58400,2.03,291.84,60150.94921875,60203.75,58737.6,1.02,-302.5,-306.5,-14272.5,loss,False,"BB_SQ,ATR_C,CHOP,ADX_L",0.1134,421.43,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
35,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60100,58800,2.19,287.13,59404.19921875,60235.15,59283.95,0.23,253.72,249.72,10757.4,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
36,2026-02-19 00:00:00,2026-02-26 00:00:00,60739.55,62000,59400,4.28,557.93,61187.69921875,61517.8,60562.35,0.0,449.21,445.21,19554.45,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2255,862.88,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L3,3
0,2023-05-19 00:00:00,2023-05-26 00:00:00,43969.4,44700,43200,3.41,339.15,44018.0,44095.25,43390.3,0.0,296.44,292.44,21133.0,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.1841,509.85,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
1,2023-06-05 00:00:00,2023-06-12 00:00:00,44101.65,44700,43500,2.72,267.63,43944.19921875,44459.25,43874.05,0.0,229.87,225.87,16140.25,max_profit,True,"ATR_C,CHOP,ADX_L,RSI_M",0.1459,405.4,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
2,2023-06-20 00:00:00,2023-06-27 00:00:00,43766.5,44400,43200,2.74,244.55,44121.5,44194.65,43519.55,0.0,176.23,172.23,12117.25,max_profit,True,"ATR_C,ADX_L,RSI_M",0.1412,389.36,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
3,2023-08-23 00:00:00,2023-08-30 00:00:00,44479.05,45100,43800,2.92,268.04,44232.6015625,44949.9,43983.75,0.0,227.17,223.17,15937.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1508,422.65,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
4,2023-09-07 00:00:00,2023-09-14 00:00:00,44878.35,45500,44200,2.9,291.63,46000.8515625,46153.9,44812.15,1.46,-258.52,-262.52,-20489.0,loss,False,"ATR_C,CHOP,ADX_L",0.1555,439.58,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
5,2023-10-12 00:00:00,2023-10-19 00:00:00,44599.2,45200,44000,2.69,296.62,43754.5,44589.85,43558.1,0.99,-18.4,-22.4,-2480.0,loss,False,"BB_SQ,ATR_C,RSI_M",0.1516,425.88,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
6,2023-11-23 00:00:00,2023-12-01 00:00:00,43577.5,44100,43000,2.52,245.08,44814.19921875,44951.1,43566.15,1.95,-490.15,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,ADX_L",0.1349,370.37,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
7,2024-01-11 00:00:00,2024-01-18 00:00:00,47438.35,48200,46700,3.16,351.66,45713.55078125,48305.4,45430.7,2.68,-625.55,-400.0,-30000.0,stopped_out,False,"ATR_C,ADX_L,RSI_M",0.1738,519.42,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
8,2024-02-22 00:00:00,2024-02-29 00:00:00,46919.8,48000,45800,4.69,470.22,46120.8984375,47245.35,45661.75,0.29,305.93,301.93,21844.75,partial,False,"ATR_C,ADX_L,RSI_M",0.2467,729.07,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
9,2024-03-11 00:00:00,2024-03-18 00:00:00,47327.85,48200,46400,3.8,397.92,46575.8984375,47812.75,46022.15,0.8,230.33,226.33,16174.75,partial,False,"ATR_C,ADX_L,RSI_M",0.2031,605.62,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
10,2024-03-27 00:00:00,2024-04-04 00:00:00,46785.95,47600,45900,3.63,380.27,48060.80078125,48254.65,46827.85,1.4,-176.35,-180.35,-14326.25,loss,False,"BB_SQ,ATR_C,ADX_L",0.195,574.59,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
11,2024-04-16 00:00:00,2024-04-24 00:00:00,47484.8,48200,46800,2.95,322.93,48189.0,48302.7,46579.05,0.47,113.46,109.46,7409.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1608,481.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
12,2024-05-06 00:00:00,2024-05-13 00:00:00,48895.3,49900,47800,4.29,453.86,47754.1015625,49023.5,46983.25,1.67,150.7,146.7,10202.5,partial,False,"BB_SQ,ADX_L,RSI_M",0.2269,698.82,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
13,2024-05-22 00:00:00,2024-05-29 00:00:00,47781.95,48700,46900,3.77,369.8,48501.3515625,49688.85,47873.15,2.07,197.81,193.81,13735.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
14,2024-06-18 00:00:00,2024-06-25 00:00:00,50440.9,52200,48700,6.94,791.02,52606.0,52746.5,50441.75,1.08,28.85,24.85,1063.75,partial,False,"BB_SQ,ADX_L,RSI_M",0.3751,1191.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
15,2024-07-10 00:00:00,2024-07-18 00:00:00,52189.3,53200,51200,3.83,438.93,52620.69921875,52794.55,51749.45,0.0,343.71,339.71,24678.25,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2042,671.32,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,51600,49400,4.35,463.99,50933.44921875,51117.85,50283.55,0.0,370.12,366.12,26659.0,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51200,49900,2.57,284.09,51938.05078125,51994.1,50369.4,1.57,-482.65,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,52300,50100,4.3,499.91,51876.75,52493.95,50865.45,0.38,337.49,333.49,24211.75,partial,False,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,53400,51200,4.21,498.41,53266.8984375,53387.1,51693.95,0.0,228.79,224.79,16059.25,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,53800,51900,3.6,439.75,51233.0,52827.6,50609.35,2.44,-269.33,-273.33,-21299.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
21,2025-01-28 00:00:00,2025-02-04 00:00:00,48866.85,50100,47700,4.91,519.35,50157.94921875,50206.6,48849.8,0.22,133.24,129.24,8893.0,partial,False,"BB_SQ,CHOP,RSI_M",0.2601,800.59,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
22,2025-02-12 00:00:00,2025-02-19 00:00:00,49479.45,50500,48500,4.04,418.04,49570.1015625,49836.1,48525.6,0.0,369.32,365.32,26599.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2106,656.57,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
23,2025-03-07 00:00:00,2025-03-17 00:00:00,48497.5,49300,47700,3.3,371.22,48354.1484375,48599.15,47702.9,0.0,322.09,318.09,23056.75,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1804,551.28,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
24,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,54800,52400,4.48,549.21,55354.8984375,55499.65,54442.3,1.31,-165.57,-169.57,-13517.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
25,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,56700,54500,3.96,489.64,55903.3984375,55966.3,55037.85,0.0,409.48,405.48,29611.0,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
26,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57100,55400,3.02,400.04,57443.8984375,57475.4,55779.25,0.67,-75.85,-79.85,-6788.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
27,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,57700,56200,2.63,341.9,56765.3515625,57363.7,56594.25,0.0,293.92,289.92,20944.0,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
28,2025-07-22 00:00:00,2025-07-29 00:00:00,56756.0,57400,56100,2.29,304.57,56222.0,57316.6,55843.25,0.45,178.46,174.46,12284.5,partial,False,"ATR_C,CHOP,RSI_M",0.1256,448.89,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
29,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56500,55000,2.69,296.22,53655.6484375,55745.0,53606.45,2.5,-1029.09,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
30,2025-09-12 00:00:00,2025-09-19 00:00:00,54809.3,55500,54100,2.55,311.45,55458.8515625,55835.25,54777.75,0.61,120.0,116.0,7900.0,partial,False,"BB_SQ,ATR_C,RSI_M",0.1367,471.85,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
31,2025-11-07 00:00:00,2025-11-14 00:00:00,57876.8,58700,57100,2.76,344.71,58517.55078125,58615.95,57594.25,0.0,188.09,184.09,13006.75,max_profit,True,"BB_SQ,CHOP,RSI_M",0.146,532.18,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
32,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59500,58100,2.38,331.07,59273.80078125,60114.3,58783.05,1.04,209.17,205.17,14587.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
33,2025-12-10 00:00:00,2025-12-17 00:00:00,58960.4,59800,58200,2.71,351.57,58926.75,59545.7,58799.9,0.0,309.98,305.98,22148.5,max_profit,True,"BB_SQ,CHOP,ADX_L,RSI_M",0.1447,537.41,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
34,2025-12-26 00:00:00,2026-01-02 00:00:00,59011.35,59600,58400,2.03,291.84,60150.94921875,60203.75,58737.6,1.02,-302.5,-306.5,-23787.5,loss,False,"BB_SQ,ATR_C,CHOP,ADX_L",0.1134,421.43,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
35,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60100,58800,2.19,287.13,59404.19921875,60235.15,59283.95,0.23,253.72,249.72,17929.0,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
36,2026-02-19 00:00:00,2026-02-26 00:00:00,60739.55,62000,59400,4.28,557.93,61187.69921875,61517.8,60562.35,0.0,449.21,445.21,32590.75,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2255,862.88,BANKNIFTY_short_strangle_weekly_Consensus3_SD1.5_L5,5
0,2023-05-19 00:00:00,2023-05-26 00:00:00,43969.4,45000,43000,4.55,229.02,44018.0,44095.25,43390.3,0.0,215.26,211.26,9026.7,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.1841,509.85,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
1,2023-06-05 00:00:00,2023-06-12 00:00:00,44101.65,44900,43300,3.63,180.97,43944.19921875,44459.25,43874.05,0.0,167.8,163.8,6891.0,max_profit,True,"ATR_C,CHOP,ADX_L,RSI_M",0.1459,405.4,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
2,2023-06-20 00:00:00,2023-06-27 00:00:00,43766.5,44500,43000,3.43,181.34,44121.5,44194.65,43519.55,0.0,136.81,132.81,5496.45,max_profit,True,"ATR_C,ADX_L,RSI_M",0.1412,389.36,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
3,2023-08-23 00:00:00,2023-08-30 00:00:00,44479.05,45300,43600,3.82,183.79,44232.6015625,44949.9,43983.75,0.0,168.46,164.46,6920.7,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1508,422.65,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
4,2023-09-07 00:00:00,2023-09-14 00:00:00,44878.35,45800,44000,4.01,183.92,46000.8515625,46153.9,44812.15,0.79,-133.78,-137.78,-6680.1,loss,False,"ATR_C,CHOP,ADX_L",0.1555,439.58,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
5,2023-10-12 00:00:00,2023-10-19 00:00:00,44599.2,45500,43700,4.04,169.06,43754.5,44589.85,43558.1,0.32,25.72,21.72,497.4,partial,False,"BB_SQ,ATR_C,RSI_M",0.1516,425.88,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
6,2023-11-23 00:00:00,2023-12-01 00:00:00,43577.5,44300,42800,3.44,159.66,44814.19921875,44951.1,43566.15,1.49,-387.64,-391.64,-18103.8,loss,False,"BB_SQ,ATR_C,ADX_L",0.1349,370.37,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
7,2024-01-11 00:00:00,2024-01-18 00:00:00,47438.35,48500,46400,4.43,222.14,45713.55078125,48305.4,45430.7,2.04,-474.39,-478.39,-22007.55,loss,False,"ATR_C,ADX_L,RSI_M",0.1738,519.42,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
8,2024-02-22 00:00:00,2024-02-29 00:00:00,46919.8,48400,45500,6.18,320.02,46120.8984375,47245.35,45661.75,0.0,236.29,232.29,9973.05,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2467,729.07,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
9,2024-03-11 00:00:00,2024-03-18 00:00:00,47327.85,48500,46100,5.07,268.57,46575.8984375,47812.75,46022.15,0.16,190.98,186.98,7934.1,partial,False,"ATR_C,ADX_L,RSI_M",0.2031,605.62,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
10,2024-03-27 00:00:00,2024-04-04 00:00:00,46785.95,47900,45600,4.92,251.31,48060.80078125,48254.65,46827.85,0.76,-96.3,-100.3,-4993.5,loss,False,"BB_SQ,ATR_C,ADX_L",0.195,574.59,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
11,2024-04-16 00:00:00,2024-04-24 00:00:00,47484.8,48400,46500,4.0,215.55,48189.0,48302.7,46579.05,0.0,91.71,87.71,3466.95,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1608,481.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
12,2024-05-06 00:00:00,2024-05-13 00:00:00,48895.3,50300,47500,5.73,303.38,47754.1015625,49023.5,46983.25,1.06,131.55,127.55,5259.75,partial,False,"BB_SQ,ADX_L,RSI_M",0.2269,698.82,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
13,2024-05-22 00:00:00,2024-05-29 00:00:00,47781.95,49000,46600,5.02,245.03,48501.3515625,49688.85,47873.15,1.44,163.53,159.53,6698.85,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,586.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
14,2024-06-18 00:00:00,2024-06-25 00:00:00,50440.9,52800,48100,9.32,530.43,52606.0,52746.5,50441.75,0.0,88.03,84.03,3301.35,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.3751,1191.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
15,2024-07-10 00:00:00,2024-07-18 00:00:00,52189.3,53500,50800,5.17,290.93,52620.69921875,52794.55,51749.45,0.0,248.79,244.79,10535.55,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2042,671.32,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
16,2024-08-16 00:00:00,2024-08-23 00:00:00,50516.9,52000,49100,5.74,314.73,50933.44921875,51117.85,50283.55,0.0,280.47,276.47,11961.15,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2277,724.45,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
17,2024-09-06 00:00:00,2024-09-13 00:00:00,50576.85,51400,49700,3.36,197.35,51938.05078125,51994.1,50369.4,1.17,-386.02,-390.02,-18030.9,loss,False,"BB_SQ,ATR_C,RSI_M",0.1362,433.81,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
18,2024-11-04 00:00:00,2024-11-11 00:00:00,51215.25,52700,49700,5.86,327.33,51876.75,52493.95,50865.45,0.0,258.32,254.32,10964.4,max_profit,True,"BB_SQ,ADX_L,RSI_M",0.2326,750.54,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
19,2024-11-27 00:00:00,2024-12-04 00:00:00,52301.8,53800,50800,5.74,326.05,53266.8984375,53387.1,51693.95,0.0,196.36,192.36,8176.2,max_profit,True,"ATR_C,ADX_L,RSI_M",0.2275,749.66,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
20,2024-12-17 00:00:00,2024-12-24 00:00:00,52834.8,54100,51500,4.92,288.89,51233.0,52827.6,50609.35,1.69,-121.8,-125.8,-6141.0,loss,False,"BB_SQ,ATR_C,RSI_M",0.1965,654.0,BANKNIFTY_short_strangle_weekly_Consensus3_SD2.0_L3,3
