date,direction,entry_ts,entry_price,expiry,dte_entry_days,iv_used,pe_strike,ce_strike,pe_credit,ce_credit,total_credit,exit_ts,exit_price,exit_reason,pe_exit,ce_exit,total_exit_value,gross_pnl_per_unit,gross_pnl_per_lot,slippage_total,brokerage_total,stt,net_pnl_per_lot
2026-01-29,LONG,2026-01-29 13:00:00,25351.3,2026-02-03,5,0.1009,25150.0,25700.0,39.06,21.45,60.51,2026-01-29 15:25:00,25422.1,EOD,25.51,33.47,58.98,1.53,99.45,260.0,80.0,1.97,-242.52
2026-01-30,LONG,2026-01-30 13:50:00,25329.6,2026-02-03,4,0.1034,25150.0,25650.0,37.49,19.08,56.57,2026-01-30 15:25:00,25315.8,EOD,40.82,17.26,58.08,-1.51,-98.15,260.0,80.0,1.84,-439.99
2026-02-06,SHORT,2026-02-06 10:40:00,25502.4,2026-02-10,4,0.1514,25000.0,25900.0,18.19,38.59,56.78,2026-02-06 11:30:00,25604.41,SL,10.41,60.34,70.75,-13.97,-908.05,260.0,80.0,1.85,-1249.9
2026-02-10,LONG,2026-02-10 10:30:00,25976.75,2026-02-17,7,0.1527,25450.0,26800.0,42.97,19.74,62.71,2026-02-10 15:25:00,25916.8,EOD,52.73,15.41,68.14,-5.43,-352.95,260.0,80.0,2.04,-694.99
2026-02-12,SHORT,2026-02-12 11:30:00,25821.15,2026-02-17,5,0.1356,25350.0,26250.0,22.0,35.6,57.6,2026-02-12 15:25:00,25796.15,EOD,24.91,31.66,56.57,1.03,66.95,260.0,80.0,1.87,-274.92
2026-02-13,SHORT,2026-02-13 13:45:00,25510.3,2026-02-17,4,0.1387,25100.0,25850.0,22.11,40.14,62.25,2026-02-13 15:25:00,25460.55,EOD,28.81,31.26,60.07,2.18,141.7,260.0,80.0,2.02,-200.32
2026-02-16,LONG,2026-02-16 12:15:00,25561.25,2026-02-17,1,0.1448,25450.0,25750.0,32.67,17.91,50.58,2026-02-16 15:25:00,25682.45,EOD,10.37,50.31,60.68,-10.1,-656.5,260.0,80.0,1.64,-998.14
2026-02-17,LONG,2026-02-17 10:20:00,25694.65,2026-02-24,7,0.1471,25200.0,26450.0,41.93,21.21,63.14,2026-02-17 15:25:00,25716.0,EOD,38.77,23.16,61.93,1.21,78.65,260.0,80.0,2.05,-263.4
2026-02-19,SHORT,2026-02-19 10:25:00,25746.7,2026-02-24,5,0.1454,25200.0,26200.0,19.17,38.73,57.9,2026-02-19 15:25:00,25416.45,EOD,78.1,7.43,85.53,-27.63,-1795.95,260.0,80.0,1.88,-2137.83
2026-02-20,LONG,2026-02-20 10:30:00,25570.85,2026-02-24,4,0.1584,25200.0,26150.0,40.42,19.19,59.61,2026-02-20 15:25:00,25565.9,EOD,41.3,18.71,60.01,-0.4,-26.0,260.0,80.0,1.94,-367.94
2026-02-24,SHORT,2026-02-24 10:45:00,25472.45,2026-03-03,7,0.1105,25000.0,25850.0,17.38,40.86,58.24,2026-02-24 15:25:00,25460.25,EOD,18.57,38.58,57.15,1.09,70.85,260.0,80.0,1.89,-271.04
2026-02-25,SHORT,2026-02-25 12:40:00,25504.3,2026-03-03,6,0.1198,25050.0,25900.0,20.03,37.27,57.3,2026-02-25 15:25:00,25478.65,EOD,22.91,32.94,55.85,1.45,94.25,260.0,80.0,1.86,-247.61
2026-02-26,SHORT,2026-02-26 11:40:00,25461.35,2026-03-03,5,0.1189,25050.0,25800.0,18.34,36.74,55.08,2026-02-26 15:25:00,25493.3,EOD,15.17,43.21,58.38,-3.3,-214.5,260.0,80.0,1.79,-556.29
2026-02-27,SHORT,2026-02-27 11:30:00,25284.5,2026-03-03,4,0.1185,24950.0,25550.0,20.07,38.89,58.96,2026-02-27 15:25:00,25181.8,EOD,37.14,21.02,58.16,0.8,52.0,260.0,80.0,1.92,-289.92
2026-03-02,SHORT,2026-03-02 12:35:00,24695.75,2026-03-03,1,0.1236,24550.0,24750.0,14.79,41.96,56.75,2026-03-02 14:10:00,24794.53,SL,4.08,91.36,95.44,-38.69,-2514.85,260.0,80.0,1.84,-2856.69
2026-03-05,LONG,2026-03-05 10:55:00,24666.55,2026-03-10,5,0.1385,24350.0,25200.0,43.5,19.78,63.28,2026-03-05 11:50:00,24567.88,SL,66.32,11.48,77.8,-14.52,-943.8,260.0,80.0,2.06,-1285.86
2026-03-06,SHORT,2026-03-06 10:45:00,24586.5,2026-03-10,4,0.1534,24100.0,24950.0,18.22,42.21,60.43,2026-03-06 15:25:00,24469.4,EOD,33.01,23.81,56.82,3.61,234.65,260.0,80.0,1.96,-107.31
2026-03-11,SHORT,2026-03-11 10:35:00,24085.55,2026-03-17,6,0.1652,23400.0,24650.0,17.89,39.58,57.47,2026-03-11 15:25:00,23848.2,EOD,46.14,14.69,60.83,-3.36,-218.4,260.0,80.0,1.87,-560.27
2026-03-13,SHORT,2026-03-13 12:20:00,23269.55,2026-03-17,4,0.1652,22800.0,23650.0,21.44,40.98,62.42,2026-03-13 15:25:00,23170.9,EOD,34.76,25.53,60.29,2.13,138.45,260.0,80.0,2.03,-203.58
2026-03-16,SHORT,2026-03-16 10:20:00,23056.7,2026-03-17,1,0.1709,22850.0,23150.0,16.26,45.41,61.67,2026-03-16 11:15:00,23148.93,SL,6.41,84.14,90.55,-28.88,-1877.2,260.0,80.0,2.0,-2219.2
2026-03-17,LONG,2026-03-17 10:20:00,23564.45,2026-03-24,7,0.1802,22950.0,24450.0,39.12,20.62,59.74,2026-03-17 10:30:00,23470.19,SL,53.19,14.25,67.44,-7.7,-500.5,260.0,80.0,1.94,-842.44
2026-03-18,LONG,2026-03-18 10:45:00,23759.85,2026-03-24,6,0.1882,23150.0,24600.0,37.15,21.57,58.72,2026-03-18 15:25:00,23764.1,EOD,36.61,21.92,58.53,0.19,12.35,260.0,80.0,1.91,-329.56
2026-03-19,SHORT,2026-03-19 13:10:00,23200.25,2026-03-24,5,0.1946,22500.0,23800.0,19.71,38.05,57.76,2026-03-19 14:55:00,22981.9,EOD,45.67,15.71,61.38,-3.62,-235.3,260.0,80.0,1.88,-577.18
2026-03-20,LONG,2026-03-20 11:20:00,23327.55,2026-03-24,4,0.14,23050.0,23750.0,36.34,20.32,56.66,2026-03-20 11:55:00,23234.24,SL,57.95,11.31,69.26,-12.6,-819.0,260.0,80.0,1.84,-1160.84
2026-03-23,SHORT,2026-03-23 10:20:00,22541.6,2026-03-24,1,0.14,22400.0,22600.0,17.02,42.32,59.34,2026-03-23 14:00:00,22631.77,SL,5.67,85.54,91.21,-31.87,-2071.55,260.0,80.0,1.93,-2413.48
2026-03-25,LONG,2026-03-25 10:40:00,23366.65,2026-03-31,6,0.14,23000.0,23950.0,38.75,18.74,57.49,2026-03-25 15:25:00,23309.0,EOD,49.67,13.85,63.52,-6.03,-391.95,260.0,80.0,1.87,-733.82
