label,symbol,strategy,strike_dist,hold_period,signal,trend_filter,lots,total_trades,win_rate,total_pnl,total_return_pct,cagr_pct,profit_factor,max_drawdown_pct,avg_premium,avg_zone_width_pct,zone_hold_rate,max_consecutive_losses,avg_pnl_per_trade,avg_win,avg_loss,max_win,max_loss,final_capital
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_noTF_L5,BANKNIFTY,short_strangle,2.0,weekly,BB_only,noTF,5,52,82.69,701162.5,70.12,19.87,6.34,3.41,1177.02,4.7,55.77,2,13483.89,19359.65,-14589.17,40747.0,-30000.0,1701162.5
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF1.5_L3,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF1.5,3,47,85.11,374814.3,37.48,11.47,4.66,4.59,1206.18,4.8,57.45,2,7974.77,11932.15,-14638.8,21209.1,-30000.0,1374814.3
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF1.5_L5,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF1.5,5,47,85.11,676661.75,67.67,19.27,6.7,3.94,1206.18,4.8,57.45,2,14397.06,19886.91,-16973.54,35348.5,-30000.0,1676661.75
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF2.0_L3,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF2.0,3,50,80.0,377021.1,37.7,11.53,4.44,3.34,1189.85,4.76,52.0,2,7540.42,12165.27,-10958.97,21209.1,-30000.0,1377021.1
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF2.0_L5,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF2.0,5,50,80.0,660339.75,66.03,18.88,5.38,4.33,1189.85,4.76,52.0,2,13206.8,20275.45,-15067.82,35348.5,-30000.0,1660339.75
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF2.5_L3,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF2.5,3,51,80.39,392812.65,39.28,11.96,4.74,3.34,1189.7,4.75,50.98,2,7702.21,12140.04,-10492.9,26511.45,-30000.0,1392812.65
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.0_TF2.5_L5,BANKNIFTY,short_strangle,2.0,weekly,BB_only,TF2.5,5,51,80.39,686659.0,68.67,19.52,5.8,4.33,1189.7,4.75,50.98,2,13463.9,20233.4,-14291.05,44185.75,-30000.0,1686659.0
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_noTF_L3,BANKNIFTY,short_strangle,2.5,weekly,BB_only,noTF,3,52,82.69,360726.9,36.07,11.08,4.33,2.82,995.29,5.87,67.31,2,6937.06,10905.51,-12023.35,23408.25,-30000.0,1360726.9
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_noTF_L5,BANKNIFTY,short_strangle,2.5,weekly,BB_only,noTF,5,52,82.69,650836.75,65.08,18.64,5.98,3.52,995.29,5.87,67.31,2,12516.09,18175.85,-14525.0,39013.75,-30000.0,1650836.75
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF1.5_L3,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF1.5,3,47,85.11,346102.05,34.61,10.67,4.44,4.66,1019.21,6.0,72.34,2,7363.87,11165.21,-14358.06,19570.2,-30000.0,1346102.05
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF1.5_L5,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF1.5,5,47,85.11,626462.0,62.65,18.04,6.31,4.03,1019.21,6.0,72.34,2,13328.98,18608.69,-16840.79,32617.0,-30000.0,1626462.0
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF2.0_L3,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF2.0,3,50,80.0,350960.25,35.1,10.8,4.36,3.0,1004.98,5.95,66.0,2,7019.2,11381.84,-10431.35,19570.2,-30000.0,1350960.25
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF2.0_L5,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF2.0,5,50,80.0,614559.0,61.46,17.75,5.26,4.01,1004.98,5.95,66.0,2,12291.18,18969.74,-14423.05,32617.0,-30000.0,1614559.0
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF2.5_L3,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF2.5,3,51,80.39,365567.85,36.56,11.21,4.65,3.0,1004.67,5.94,62.75,2,7168.0,11362.28,-10028.55,24990.45,-30000.0,1365567.85
BANKNIFTY_short_strangle_weekly_monthly_BB_only_SD2.5_TF2.5_L5,BANKNIFTY,short_strangle,2.5,weekly,BB_only,TF2.5,5,51,80.39,638905.0,63.89,18.35,5.65,4.01,1004.67,5.94,62.75,2,12527.55,18937.13,-13751.72,41650.75,-30000.0,1638905.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_noTF_L3,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,noTF,3,33,84.85,262800.0,26.28,8.23,5.73,2.58,1323.01,3.29,33.33,1,7963.64,11370.36,-11114.04,18146.85,-26318.55,1262800.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_noTF_L5,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,noTF,5,33,84.85,451864.25,45.19,13.47,6.74,2.9,1323.01,3.29,33.33,1,13692.86,18950.61,-15750.55,30244.75,-30000.0,1451864.25
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF1.5_L3,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF1.5,3,31,83.87,253664.7,25.37,7.96,5.56,2.58,1323.79,3.29,38.71,1,8182.73,11893.65,-11114.04,21137.1,-26318.55,1253664.7
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF1.5_L5,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF1.5,5,31,83.87,436638.75,43.66,13.06,6.54,2.9,1323.79,3.29,38.71,1,14085.12,19822.75,-15750.55,35228.5,-30000.0,1436638.75
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF2.0_L3,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF2.0,3,33,81.82,231084.0,23.11,7.3,4.14,3.67,1321.5,3.3,30.3,1,7002.55,11281.58,-12253.12,18146.85,-26318.55,1231084.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF2.0_L5,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF2.0,5,33,81.82,399004.25,39.9,12.05,4.67,4.7,1321.5,3.3,30.3,1,12091.04,18802.64,-18111.17,30244.75,-30000.0,1399004.25
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF2.5_L3,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF2.5,3,33,81.82,230183.1,23.02,7.27,4.13,3.67,1321.85,3.29,30.3,1,6975.25,11248.22,-12253.12,18146.85,-26318.55,1230183.1
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD1.5_TF2.5_L5,BANKNIFTY,short_strangle,1.5,weekly,BB+ATR,TF2.5,5,33,81.82,397502.75,39.75,12.01,4.66,4.7,1321.85,3.29,30.3,1,12045.54,18747.03,-18111.17,30244.75,-30000.0,1397502.75
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_noTF_L3,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,noTF,3,33,84.85,250597.35,25.06,7.87,5.88,2.47,1124.85,4.41,51.52,1,7593.86,10783.76,-10269.57,17351.25,-25182.75,1250597.35
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_noTF_L5,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,noTF,5,33,84.85,429633.5,42.96,12.87,6.84,2.9,1124.85,4.41,51.52,1,13019.2,17972.93,-14721.7,28918.75,-30000.0,1429633.5
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF1.5_L3,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF1.5,3,31,83.87,242857.5,24.29,7.64,5.73,2.47,1123.19,4.41,54.84,1,7834.11,11315.59,-10269.57,20070.6,-25182.75,1242857.5
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF1.5_L5,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF1.5,5,31,83.87,416733.75,41.67,12.53,6.66,2.9,1123.19,4.41,54.84,1,13443.02,18859.32,-14721.7,33451.0,-30000.0,1416733.75
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF2.0_L3,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF2.0,3,33,81.82,221044.5,22.1,7.0,4.22,3.53,1124.22,4.41,51.52,1,6698.32,10726.4,-11428.05,17351.25,-25182.75,1221044.5
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF2.0_L5,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF2.0,5,33,81.82,380378.75,38.04,11.54,4.72,4.64,1124.22,4.41,51.52,1,11526.63,17877.33,-17051.54,28918.75,-30000.0,1380378.75
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF2.5_L3,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF2.5,3,33,81.82,220269.15,22.03,6.98,4.21,3.53,1124.49,4.4,51.52,1,6674.82,10697.68,-11428.05,17351.25,-25182.75,1220269.15
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.0_TF2.5_L5,BANKNIFTY,short_strangle,2.0,weekly,BB+ATR,TF2.5,5,33,81.82,379086.5,37.91,11.51,4.71,4.64,1124.49,4.4,51.52,1,11487.47,17829.47,-17051.54,28918.75,-30000.0,1379086.5
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_noTF_L3,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,noTF,3,33,84.85,232472.25,23.25,7.34,5.64,2.33,947.94,5.54,66.67,1,7044.61,10090.98,-10015.05,16115.55,-23775.15,1232472.25
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_noTF_L5,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,noTF,5,33,84.85,397079.0,39.71,12.0,6.38,2.91,947.94,5.54,66.67,1,12032.7,16818.3,-14766.7,26859.25,-30000.0,1397079.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF1.5_L3,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF1.5,3,31,83.87,224432.25,22.44,7.1,5.48,2.33,948.01,5.53,70.97,1,7239.75,10557.98,-10015.05,18762.45,-23775.15,1224432.25
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF1.5_L5,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF1.5,5,31,83.87,383679.0,38.37,11.63,6.2,2.91,948.01,5.53,70.97,1,12376.74,17596.63,-14766.7,31270.75,-30000.0,1383679.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF2.0_L3,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF2.0,3,33,81.82,206478.0,20.65,6.57,4.18,3.2,948.3,5.53,69.7,1,6256.91,10053.38,-10827.22,16044.45,-23775.15,1206478.0
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF2.0_L5,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF2.0,5,33,81.82,353755.25,35.38,10.81,4.59,4.34,948.3,5.53,69.7,1,10719.86,16755.64,-16441.17,26740.75,-30000.0,1353755.25
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF2.5_L3,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF2.5,3,33,81.82,205285.95,20.53,6.53,4.16,3.2,947.48,5.53,63.64,1,6220.79,10009.23,-10827.22,16044.45,-23775.15,1205285.95
BANKNIFTY_short_strangle_weekly_monthly_BB+ATR_SD2.5_TF2.5_L5,BANKNIFTY,short_strangle,2.5,weekly,BB+ATR,TF2.5,5,33,81.82,351768.5,35.18,10.75,4.57,4.34,947.48,5.53,63.64,1,10659.65,16682.06,-16441.17,26740.75,-30000.0,1351768.5
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_noTF_L3,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,noTF,3,37,75.68,269143.8,26.91,8.44,5.12,1.75,1381.11,3.41,37.84,2,7274.16,11943.09,-7251.4,19971.6,-15453.3,1269143.8
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_noTF_L5,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,noTF,5,37,75.68,448573.0,44.86,13.43,5.12,2.83,1381.11,3.41,37.84,2,12123.59,19905.14,-12085.67,33286.0,-25755.5,1448573.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF1.5_L3,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF1.5,3,37,75.68,269143.8,26.91,8.44,5.12,1.75,1381.11,3.41,37.84,2,7274.16,11943.09,-7251.4,19971.6,-15453.3,1269143.8
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF1.5_L5,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF1.5,5,37,75.68,448573.0,44.86,13.43,5.12,2.83,1381.11,3.41,37.84,2,12123.59,19905.14,-12085.67,33286.0,-25755.5,1448573.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF2.0_L3,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF2.0,3,37,75.68,269143.8,26.91,8.44,5.12,1.75,1381.11,3.41,37.84,2,7274.16,11943.09,-7251.4,19971.6,-15453.3,1269143.8
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF2.0_L5,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF2.0,5,37,75.68,448573.0,44.86,13.43,5.12,2.83,1381.11,3.41,37.84,2,12123.59,19905.14,-12085.67,33286.0,-25755.5,1448573.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF2.5_L3,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF2.5,3,37,75.68,269143.8,26.91,8.44,5.12,1.75,1381.11,3.41,37.84,2,7274.16,11943.09,-7251.4,19971.6,-15453.3,1269143.8
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD1.5_TF2.5_L5,BANKNIFTY,short_strangle,1.5,weekly,Consensus3,TF2.5,5,37,75.68,448573.0,44.86,13.43,5.12,2.83,1381.11,3.41,37.84,2,12123.59,19905.14,-12085.67,33286.0,-25755.5,1448573.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_noTF_L3,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,noTF,3,37,75.68,256253.1,25.63,8.07,5.28,1.64,1170.06,4.59,54.05,2,6925.76,11290.55,-6653.6,19112.55,-14678.85,1256253.1
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_noTF_L5,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,noTF,5,37,75.68,427088.5,42.71,12.86,5.28,2.66,1170.06,4.59,54.05,2,11542.93,18817.59,-11089.33,31854.25,-24464.75,1427088.5
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF1.5_L3,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF1.5,3,37,75.68,256253.1,25.63,8.07,5.28,1.64,1170.06,4.59,54.05,2,6925.76,11290.55,-6653.6,19112.55,-14678.85,1256253.1
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF1.5_L5,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF1.5,5,37,75.68,427088.5,42.71,12.86,5.28,2.66,1170.06,4.59,54.05,2,11542.93,18817.59,-11089.33,31854.25,-24464.75,1427088.5
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF2.0_L3,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF2.0,3,37,75.68,256253.1,25.63,8.07,5.28,1.64,1170.06,4.59,54.05,2,6925.76,11290.55,-6653.6,19112.55,-14678.85,1256253.1
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF2.0_L5,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF2.0,5,37,75.68,427088.5,42.71,12.86,5.28,2.66,1170.06,4.59,54.05,2,11542.93,18817.59,-11089.33,31854.25,-24464.75,1427088.5
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF2.5_L3,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF2.5,3,37,75.68,256253.1,25.63,8.07,5.28,1.64,1170.06,4.59,54.05,2,6925.76,11290.55,-6653.6,19112.55,-14678.85,1256253.1
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.0_TF2.5_L5,BANKNIFTY,short_strangle,2.0,weekly,Consensus3,TF2.5,5,37,75.68,427088.5,42.71,12.86,5.28,2.66,1170.06,4.59,54.05,2,11542.93,18817.59,-11089.33,31854.25,-24464.75,1427088.5
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_noTF_L3,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,noTF,3,37,75.68,241040.4,24.1,7.62,5.39,1.31,988.58,5.74,70.27,2,6514.61,10569.35,-6100.15,17935.35,-15088.35,1241040.4
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_noTF_L5,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,noTF,5,37,75.68,401734.0,40.17,12.17,5.39,2.13,988.58,5.74,70.27,2,10857.68,17615.58,-10166.92,29892.25,-25147.25,1401734.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF1.5_L3,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF1.5,3,37,75.68,241040.4,24.1,7.62,5.39,1.31,988.58,5.74,70.27,2,6514.61,10569.35,-6100.15,17935.35,-15088.35,1241040.4
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF1.5_L5,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF1.5,5,37,75.68,401734.0,40.17,12.17,5.39,2.13,988.58,5.74,70.27,2,10857.68,17615.58,-10166.92,29892.25,-25147.25,1401734.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF2.0_L3,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF2.0,3,37,75.68,241040.4,24.1,7.62,5.39,1.31,988.58,5.74,70.27,2,6514.61,10569.35,-6100.15,17935.35,-15088.35,1241040.4
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF2.0_L5,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF2.0,5,37,75.68,401734.0,40.17,12.17,5.39,2.13,988.58,5.74,70.27,2,10857.68,17615.58,-10166.92,29892.25,-25147.25,1401734.0
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF2.5_L3,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF2.5,3,37,75.68,241040.4,24.1,7.62,5.39,1.31,988.58,5.74,70.27,2,6514.61,10569.35,-6100.15,17935.35,-15088.35,1241040.4
BANKNIFTY_short_strangle_weekly_monthly_Consensus3_SD2.5_TF2.5_L5,BANKNIFTY,short_strangle,2.5,weekly,Consensus3,TF2.5,5,37,75.68,401734.0,40.17,12.17,5.39,2.13,988.58,5.74,70.27,2,10857.68,17615.58,-10166.92,29892.25,-25147.25,1401734.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,noTF,3,31,64.52,16698.0,1.67,0.56,1.41,1.07,569.88,3.61,19.35,2,538.65,2865.83,-3692.6,7407.3,-10853.25,1016698.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,noTF,5,31,64.52,27830.0,2.78,0.93,1.41,1.78,569.88,3.61,19.35,2,897.74,4776.39,-6154.34,12345.5,-18088.75,1027830.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF1.5,3,27,81.48,34988.85,3.5,1.17,2.58,1.63,566.45,3.61,25.93,1,1295.88,2599.19,-4438.68,5331.45,-16849.5,1034988.85
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF1.5,5,27,81.48,58314.75,5.83,1.94,2.58,2.66,566.45,3.61,25.93,1,2159.81,4331.99,-7397.8,8885.75,-28082.5,1058314.75
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF2.0,3,29,82.76,45262.5,4.53,1.51,3.23,1.15,568.59,3.64,10.34,1,1560.78,2733.54,-4068.51,5491.65,-11984.55,1045262.5
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF2.0,5,29,82.76,75437.5,7.54,2.49,3.23,1.88,568.59,3.64,10.34,1,2601.29,4555.91,-6780.85,9152.75,-19974.25,1075437.5
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF2.5,3,29,79.31,31481.25,3.15,1.06,2.25,1.37,568.51,3.67,6.9,2,1085.56,2466.07,-4206.38,6315.15,-10853.25,1031481.25
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB_only,TF2.5,5,29,79.31,52468.75,5.25,1.75,2.25,2.25,568.51,3.67,6.9,2,1809.27,4110.11,-7010.62,10525.25,-18088.75,1052468.75
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,noTF,3,31,64.52,25259.7,2.53,0.85,1.63,1.38,499.61,4.85,32.26,2,814.83,3254.9,-3621.67,8595.75,-14068.95,1025259.7
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,noTF,5,31,64.52,42099.5,4.21,1.41,1.63,2.28,499.61,4.85,32.26,2,1358.05,5424.84,-6036.11,14326.25,-23448.25,1042099.5
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF1.5,3,27,81.48,46926.0,4.69,1.57,2.96,1.84,497.59,4.81,44.44,1,1738.0,3222.34,-4793.1,6163.5,-19183.2,1046926.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF1.5,5,27,81.48,80182.0,8.02,2.65,3.11,2.79,497.59,4.81,44.44,1,2969.7,5370.57,-7594.1,10272.5,-30000.0,1080182.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF2.0,3,29,82.76,59253.0,5.93,1.97,3.63,1.17,503.53,4.83,48.28,1,2043.21,3407.57,-4505.73,6341.7,-12247.35,1059253.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF2.0,5,29,82.76,98755.0,9.88,3.24,3.63,1.9,503.53,4.83,48.28,1,3405.34,5679.28,-7509.55,10569.5,-20412.25,1098755.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF2.5,3,29,79.31,41064.9,4.11,1.37,2.43,1.74,509.34,4.85,34.48,2,1416.03,3037.02,-4797.75,7436.1,-14068.95,1041064.9
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB_only,TF2.5,5,29,79.31,68441.5,6.84,2.27,2.43,2.84,509.34,4.85,34.48,2,2360.05,5061.7,-7996.25,12393.5,-23448.25,1068441.5
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,noTF,3,31,61.29,32889.0,3.29,1.1,1.84,1.35,428.28,6.07,38.71,2,1060.94,3795.01,-3268.01,8580.45,-13872.75,1032889.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,noTF,5,31,61.29,54815.0,5.48,1.82,1.84,2.22,428.28,6.07,38.71,2,1768.23,6325.01,-5446.69,14300.75,-23121.25,1054815.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF1.5,3,27,74.07,53969.85,5.4,1.8,3.32,1.77,435.81,6.02,70.37,2,1998.88,3861.95,-3324.17,6941.55,-18544.65,1053969.85
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF1.5,5,27,74.07,89949.75,8.99,2.96,3.32,2.86,435.81,6.02,70.37,2,3331.47,6436.59,-5540.29,11569.25,-30907.75,1089949.75
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF2.0,3,29,82.76,64668.3,6.47,2.15,3.7,1.24,439.6,6.05,58.62,1,2229.94,3693.68,-4795.98,6941.55,-13049.25,1064668.3
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF2.0,5,29,82.76,107780.5,10.78,3.53,3.7,2.01,439.6,6.05,58.62,1,3716.57,6156.12,-7993.3,11569.25,-21748.75,1107780.5
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF2.5,3,29,79.31,48219.0,4.82,1.61,2.71,1.52,439.88,6.1,48.28,2,1662.72,3323.41,-4703.25,8597.55,-13872.75,1048219.0
BANKNIFTY_iron_condor_biweekly_monthly_BB_only_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB_only,TF2.5,5,29,79.31,80365.0,8.04,2.65,2.71,2.47,439.88,6.1,48.28,2,2771.21,5539.02,-7838.75,14329.25,-23121.25,1080365.0
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,noTF,3,22,72.73,900.75,0.09,0.03,1.03,1.6,532.59,3.35,4.55,1,40.94,2070.38,-5370.9,4620.9,-13636.95,1000900.75
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,noTF,5,22,72.73,1501.25,0.15,0.05,1.03,2.63,532.59,3.35,4.55,1,68.24,3450.64,-8951.5,7701.5,-22728.25,1001501.25
