label,symbol,strategy,strike_dist,hold_period,signal,trend_filter,lots,total_trades,win_rate,total_pnl,total_return_pct,cagr_pct,profit_factor,max_drawdown_pct,avg_premium,avg_zone_width_pct,zone_hold_rate,max_consecutive_losses,avg_pnl_per_trade,avg_win,avg_loss,max_win,max_loss,final_capital
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF1.5,3,22,68.18,-1366.8,-0.14,-0.05,0.96,1.87,536.52,3.37,9.09,2,-62.13,2219.97,-4952.34,4933.2,-13636.95,998633.2
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF1.5,5,22,68.18,-2278.0,-0.23,-0.08,0.96,3.08,536.52,3.37,9.09,2,-103.55,3699.95,-8253.89,8222.0,-22728.25,997722.0
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF2.0,3,22,68.18,-3427.8,-0.34,-0.12,0.9,1.87,531.03,3.36,0.0,2,-155.81,2073.93,-4933.82,4620.9,-13636.95,996572.2
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF2.0,5,22,68.18,-5713.0,-0.57,-0.19,0.9,3.09,531.03,3.36,0.0,2,-259.68,3456.55,-8223.04,7701.5,-22728.25,994287.0
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF2.5,3,22,72.73,-661.65,-0.07,-0.02,0.98,1.6,531.04,3.36,0.0,1,-30.07,1972.73,-5370.9,4620.9,-13636.95,999338.35
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,BB+ATR,TF2.5,5,22,72.73,-1102.75,-0.11,-0.04,0.98,2.64,531.04,3.36,0.0,1,-50.12,3287.89,-8951.5,7701.5,-22728.25,998897.25
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,noTF,3,22,72.73,2997.75,0.3,0.1,1.08,1.66,465.69,4.49,27.27,1,136.26,2432.97,-5988.3,5119.5,-15661.05,1002997.75
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,noTF,5,22,72.73,4996.25,0.5,0.17,1.08,2.73,465.69,4.49,27.27,1,227.1,4054.95,-9980.5,8532.5,-26101.75,1004996.25
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF1.5,3,22,68.18,3742.5,0.37,0.13,1.11,1.96,470.98,4.52,31.82,2,170.11,2621.73,-5083.35,5761.65,-15661.05,1003742.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF1.5,5,22,68.18,6237.5,0.62,0.21,1.11,3.21,470.98,4.52,31.82,2,283.52,4369.55,-8472.25,9602.75,-26101.75,1006237.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF2.0,3,22,68.18,-1090.5,-0.11,-0.04,0.97,1.97,465.44,4.5,27.27,2,-49.57,2481.69,-5473.69,5119.5,-15661.05,998909.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF2.0,5,22,68.18,-1817.5,-0.18,-0.06,0.97,3.24,465.44,4.5,27.27,2,-82.61,4136.15,-9122.82,8532.5,-26101.75,998182.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF2.5,3,22,72.73,2005.5,0.2,0.07,1.06,1.66,465.45,4.49,27.27,1,91.16,2370.96,-5988.3,5119.5,-15661.05,1002005.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,BB+ATR,TF2.5,5,22,72.73,3342.5,0.33,0.11,1.06,2.74,465.45,4.49,27.27,1,151.93,3951.59,-9980.5,8532.5,-26101.75,1003342.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,noTF,3,22,68.18,5081.7,0.51,0.17,1.13,1.88,406.26,5.64,40.91,2,230.99,2852.31,-5386.14,5603.7,-17297.25,1005081.7
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,noTF,5,22,68.18,8469.5,0.85,0.28,1.13,3.09,406.26,5.64,40.91,2,384.98,4753.85,-8976.89,9339.5,-28828.75,1008469.5
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF1.5,3,22,63.64,5196.45,0.52,0.17,1.14,2.2,409.63,5.68,40.91,2,236.2,3062.07,-4709.06,6098.25,-17297.25,1005196.45
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF1.5,5,22,63.64,8660.75,0.87,0.29,1.14,3.6,409.63,5.68,40.91,2,393.67,5103.45,-7848.44,10163.75,-28828.75,1008660.75
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF2.0,3,22,63.64,94.35,0.01,0.0,1.0,2.21,406.27,5.64,40.91,2,4.29,2871.27,-5012.92,5603.7,-17297.25,1000094.35
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF2.0,5,22,63.64,157.25,0.02,0.01,1.0,3.63,406.27,5.64,40.91,2,7.15,4785.45,-8354.88,9339.5,-28828.75,1000157.25
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF2.5,3,22,68.18,3386.55,0.34,0.11,1.09,1.89,406.28,5.64,40.91,2,153.93,2739.3,-5386.14,5603.7,-17297.25,1003386.55
BANKNIFTY_iron_condor_biweekly_monthly_BB+ATR_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,BB+ATR,TF2.5,5,22,68.18,5644.25,0.56,0.19,1.09,3.1,406.28,5.64,40.91,2,256.56,4565.5,-8976.89,9339.5,-28828.75,1005644.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,noTF,3,25,56.0,-24217.8,-2.42,-0.82,0.59,2.9,565.5,3.51,12.0,3,-968.71,2534.6,-5427.48,4800.45,-12256.8,975782.2
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,noTF,5,25,56.0,-40363.0,-4.04,-1.38,0.59,4.83,565.5,3.51,12.0,3,-1614.52,4224.34,-9045.8,8000.75,-20428.0,959637.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF1.5,3,25,56.0,-23665.65,-2.37,-0.81,0.6,2.85,565.85,3.49,12.0,3,-946.63,2534.6,-5377.28,4800.45,-12256.8,976334.35
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF1.5,5,25,56.0,-39442.75,-3.94,-1.35,0.6,4.74,565.85,3.49,12.0,3,-1577.71,4224.34,-8962.14,8000.75,-20428.0,960557.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF2.0,3,25,56.0,-23665.65,-2.37,-0.81,0.6,2.85,565.85,3.49,12.0,3,-946.63,2534.6,-5377.28,4800.45,-12256.8,976334.35
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF2.0,5,25,56.0,-39442.75,-3.94,-1.35,0.6,4.74,565.85,3.49,12.0,3,-1577.71,4224.34,-8962.14,8000.75,-20428.0,960557.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF2.5,3,25,56.0,-23665.65,-2.37,-0.81,0.6,2.85,565.85,3.49,12.0,3,-946.63,2534.6,-5377.28,4800.45,-12256.8,976334.35
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,biweekly,Consensus3,TF2.5,5,25,56.0,-39442.75,-3.94,-1.35,0.6,4.74,565.85,3.49,12.0,3,-1577.71,4224.34,-8962.14,8000.75,-20428.0,960557.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,noTF,3,25,56.0,-25612.8,-2.56,-0.87,0.62,3.02,494.45,4.71,24.0,3,-1024.51,2945.26,-6076.95,5567.25,-14102.25,974387.2
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,noTF,5,25,56.0,-42688.0,-4.27,-1.46,0.62,5.01,494.45,4.71,24.0,3,-1707.52,4908.77,-10128.25,9278.75,-23503.75,957312.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF1.5,3,25,56.0,-24693.45,-2.47,-0.84,0.63,2.99,492.39,4.7,24.0,3,-987.74,2945.26,-5993.37,5567.25,-14102.25,975306.55
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF1.5,5,25,56.0,-41155.75,-4.12,-1.41,0.63,4.98,492.39,4.7,24.0,3,-1646.23,4908.77,-9988.95,9278.75,-23503.75,958844.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF2.0,3,25,56.0,-24693.45,-2.47,-0.84,0.63,2.99,492.39,4.7,24.0,3,-987.74,2945.26,-5993.37,5567.25,-14102.25,975306.55
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF2.0,5,25,56.0,-41155.75,-4.12,-1.41,0.63,4.98,492.39,4.7,24.0,3,-1646.23,4908.77,-9988.95,9278.75,-23503.75,958844.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF2.5,3,25,56.0,-24693.45,-2.47,-0.84,0.63,2.99,492.39,4.7,24.0,3,-987.74,2945.26,-5993.37,5567.25,-14102.25,975306.55
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,biweekly,Consensus3,TF2.5,5,25,56.0,-41155.75,-4.12,-1.41,0.63,4.98,492.39,4.7,24.0,3,-1646.23,4908.77,-9988.95,9278.75,-23503.75,958844.25
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,noTF,3,25,52.0,-21678.0,-2.17,-0.74,0.68,2.93,428.09,5.91,36.0,3,-867.12,3531.42,-5632.2,6027.6,-14638.65,978322.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,noTF,5,25,52.0,-36130.0,-3.61,-1.23,0.68,4.87,428.09,5.91,36.0,3,-1445.2,5885.69,-9387.0,10046.0,-24397.75,963870.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF1.5,3,25,52.0,-21003.0,-2.1,-0.71,0.69,2.93,428.0,5.89,36.0,3,-840.12,3531.42,-5575.95,6027.6,-14638.65,978997.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF1.5,5,25,52.0,-35005.0,-3.5,-1.2,0.69,4.87,428.0,5.89,36.0,3,-1400.2,5885.69,-9293.25,10046.0,-24397.75,964995.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF2.0,3,25,52.0,-21003.0,-2.1,-0.71,0.69,2.93,428.0,5.89,36.0,3,-840.12,3531.42,-5575.95,6027.6,-14638.65,978997.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF2.0,5,25,52.0,-35005.0,-3.5,-1.2,0.69,4.87,428.0,5.89,36.0,3,-1400.2,5885.69,-9293.25,10046.0,-24397.75,964995.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF2.5,3,25,52.0,-21003.0,-2.1,-0.71,0.69,2.93,428.0,5.89,36.0,3,-840.12,3531.42,-5575.95,6027.6,-14638.65,978997.0
BANKNIFTY_iron_condor_biweekly_monthly_Consensus3_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,biweekly,Consensus3,TF2.5,5,25,52.0,-35005.0,-3.5,-1.2,0.69,4.87,428.0,5.89,36.0,3,-1400.2,5885.69,-9293.25,10046.0,-24397.75,964995.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,weekly,BB_only,noTF,3,52,65.38,503.4,0.05,0.02,1.01,1.3,552.29,3.51,38.46,3,9.68,1238.95,-2312.27,2586.45,-9434.4,1000503.4
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,weekly,BB_only,noTF,5,52,65.38,839.0,0.08,0.03,1.01,2.17,552.29,3.51,38.46,3,16.13,2064.92,-3853.79,4310.75,-15724.0,1000839.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF1.5,3,47,70.21,3921.0,0.39,0.13,1.11,1.55,563.38,3.6,40.43,3,83.43,1197.68,-2543.04,2880.75,-7519.2,1003921.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF1.5,5,47,70.21,6535.0,0.65,0.22,1.11,2.56,563.38,3.6,40.43,3,139.04,1996.14,-4238.39,4801.25,-12532.0,1006535.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF2.0,3,50,66.0,-580.35,-0.06,-0.02,0.99,2.14,557.39,3.56,34.0,3,-11.61,1340.1,-2635.51,2880.75,-7519.2,999419.65
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF2.0,5,50,66.0,-967.25,-0.1,-0.03,0.99,3.56,557.39,3.56,34.0,3,-19.34,2233.5,-4392.51,4801.25,-12532.0,999032.75
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF2.5,3,51,62.75,2422.8,0.24,0.08,1.06,1.69,555.78,3.56,37.25,3,47.51,1397.4,-2225.99,3192.6,-7519.2,1002422.8
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,weekly,BB_only,TF2.5,5,51,62.75,4038.0,0.4,0.14,1.06,2.82,555.78,3.56,37.25,3,79.18,2328.99,-3709.99,5321.0,-12532.0,1004038.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,weekly,BB_only,noTF,3,52,69.23,8145.75,0.81,0.28,1.19,1.27,484.05,4.7,55.77,3,156.65,1407.91,-2658.69,3011.7,-9505.5,1008145.75
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,weekly,BB_only,noTF,5,52,69.23,13576.25,1.36,0.46,1.19,2.12,484.05,4.7,55.77,3,261.08,2346.52,-4431.16,5019.5,-15842.5,1013576.25
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF1.5,3,47,74.47,15796.95,1.58,0.54,1.42,1.73,496.28,4.8,57.45,3,336.11,1523.52,-3127.2,3452.25,-9505.5,1015796.95
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF1.5,5,47,74.47,26328.25,2.63,0.89,1.42,2.85,496.28,4.8,57.45,3,560.18,2539.21,-5212.0,5753.75,-15842.5,1026328.25
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF2.0,3,50,70.0,12432.3,1.24,0.42,1.29,1.87,489.86,4.76,52.0,3,248.65,1583.93,-2867.01,3452.25,-9505.5,1012432.3
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF2.0,5,50,70.0,20720.5,2.07,0.7,1.29,3.12,489.86,4.76,52.0,3,414.41,2639.88,-4778.35,5753.75,-15842.5,1020720.5
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF2.5,3,51,66.67,13907.7,1.39,0.47,1.33,1.53,489.41,4.75,50.98,3,272.7,1631.25,-2444.39,3801.45,-9505.5,1013907.7
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,weekly,BB_only,TF2.5,5,51,66.67,23179.5,2.32,0.78,1.33,2.56,489.41,4.75,50.98,3,454.5,2718.74,-4073.99,6335.75,-15842.5,1023179.5
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,weekly,BB_only,noTF,3,52,73.08,16338.45,1.63,0.55,1.36,1.52,422.8,5.87,67.31,2,314.2,1636.95,-3276.12,4281.15,-11586.75,1016338.45
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,weekly,BB_only,noTF,5,52,73.08,27230.75,2.72,0.92,1.36,2.53,422.8,5.87,67.31,2,523.67,2728.25,-5460.2,7135.25,-19311.25,1027230.75
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF1.5,3,47,76.6,25607.4,2.56,0.87,1.71,1.61,433.29,6.0,72.34,2,544.84,1714.68,-3283.72,3503.55,-9270.6,1025607.4
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF1.5,5,47,76.6,42679.0,4.27,1.44,1.71,2.63,433.29,6.0,72.34,2,908.06,2857.79,-5472.86,5839.25,-15451.0,1042679.0
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF2.0,3,50,72.0,22122.15,2.21,0.75,1.52,1.91,427.37,5.95,66.0,2,442.44,1789.15,-3020.52,3503.55,-9270.6,1022122.15
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF2.0,5,50,72.0,36870.25,3.69,1.24,1.52,3.18,427.37,5.95,66.0,2,737.4,2981.92,-5034.2,5839.25,-15451.0,1036870.25
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF2.5,3,51,70.59,24043.05,2.4,0.81,1.59,1.55,426.84,5.94,62.75,2,471.43,1804.11,-2727.0,4706.85,-9270.6,1024043.05
BANKNIFTY_iron_condor_weekly_monthly_BB_only_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,weekly,BB_only,TF2.5,5,51,70.59,40071.75,4.01,1.35,1.59,2.58,426.84,5.94,62.75,2,785.72,3006.85,-4545.0,7844.75,-15451.0,1040071.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,noTF,3,33,66.67,2982.15,0.3,0.1,1.14,1.0,531.12,3.29,33.33,3,90.37,1074.08,-1877.06,2238.6,-5597.25,1002982.15
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,noTF,5,33,66.67,4970.25,0.5,0.17,1.14,1.67,531.12,3.29,33.33,3,150.61,1790.14,-3128.43,3731.0,-9328.75,1004970.25
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF1.5,3,31,70.97,3623.25,0.36,0.12,1.18,0.85,530.23,3.29,38.71,1,116.88,1098.1,-2281.65,2549.55,-5597.25,1003623.25
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF1.5,5,31,70.97,6038.75,0.6,0.2,1.18,1.42,530.23,3.29,38.71,1,194.8,1830.16,-3802.75,4249.25,-9328.75,1006038.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF2.0,3,33,66.67,-4428.9,-0.44,-0.15,0.83,1.47,528.44,3.3,30.3,3,-134.21,1016.07,-2434.77,2238.6,-5597.25,995571.1
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF2.0,5,33,66.67,-7381.5,-0.74,-0.25,0.83,2.45,528.44,3.3,30.3,3,-223.68,1693.45,-4057.95,3731.0,-9328.75,992618.5
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF2.5,3,33,63.64,-4287.15,-0.43,-0.15,0.84,1.47,529.57,3.29,30.3,3,-129.91,1080.36,-2247.9,2238.6,-5597.25,995712.85
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,weekly,BB+ATR,TF2.5,5,33,63.64,-7145.25,-0.71,-0.24,0.84,2.45,529.57,3.29,30.3,3,-216.52,1800.61,-3746.5,3731.0,-9328.75,992854.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,noTF,3,33,66.67,9945.45,0.99,0.34,1.49,0.89,463.46,4.41,51.52,3,301.38,1370.57,-1837.01,2737.2,-6139.95,1009945.45
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,noTF,5,33,66.67,16575.75,1.66,0.56,1.49,1.49,463.46,4.41,51.52,3,502.3,2284.28,-3061.68,4562.0,-10233.25,1016575.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF1.5,3,31,70.97,10510.95,1.05,0.35,1.52,0.69,461.17,4.41,54.84,2,339.06,1388.14,-2225.35,3107.1,-6139.95,1010510.95
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF1.5,5,31,70.97,17518.25,1.75,0.59,1.52,1.15,461.17,4.41,54.84,2,565.1,2313.57,-3708.92,5178.5,-10233.25,1017518.25
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF2.0,3,33,69.7,4423.05,0.44,0.15,1.18,1.27,463.14,4.41,51.52,2,134.03,1286.42,-2516.46,2737.2,-6139.95,1004423.05
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF2.0,5,33,69.7,7371.75,0.74,0.25,1.18,2.12,463.14,4.41,51.52,2,223.39,2144.03,-4194.1,4562.0,-10233.25,1007371.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF2.5,3,33,66.67,4539.15,0.45,0.15,1.18,1.27,464.13,4.4,51.52,3,137.55,1350.48,-2288.32,2737.2,-6139.95,1004539.15
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,weekly,BB+ATR,TF2.5,5,33,66.67,7565.25,0.76,0.26,1.18,2.12,464.13,4.4,51.52,3,229.25,2250.81,-3813.86,4562.0,-10233.25,1007565.25
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,noTF,3,33,75.76,12117.6,1.21,0.41,1.52,0.89,403.0,5.54,66.67,1,367.2,1416.68,-2912.44,2704.35,-6973.35,1012117.6
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,noTF,5,33,75.76,20196.0,2.02,0.68,1.52,1.48,403.0,5.54,66.67,1,612.0,2361.14,-4854.06,4507.25,-11622.25,1020196.0
