date,direction,entry_ts,entry_price,or_width_pct,day_filter_passed,expiry_date,dte_entry_days,iv_used,pe_strike,pe_delta_target,pe_delta_actual,ce_strike,ce_delta_target,ce_delta_actual,pe_credit,ce_credit,total_credit,exit_ts,exit_reason,exit_price,pe_exit,ce_exit,gross_pnl_per_unit,gross_pnl_per_lot,slippage,brokerage,stt,net_pnl_per_lot
2025-12-19,LONG,2025-12-19 10:40:00,25974.85,0.3476,True,2025-12-23,4,0.12,25750.0,-0.22,-0.2251,26400.0,0.1,0.1095,42.69,17.14,59.83,2025-12-19 15:25:00,EOD,25961.4,45.8,15.72,-1.69,-109.85,260.0,80.0,1.94,-451.79
2025-12-26,SHORT,2025-12-26 11:15:00,26064.5,0.2614,True,2025-12-30,4,0.12,25650.0,-0.1,-0.0903,26350.0,0.22,0.2106,13.78,38.83,52.61,2025-12-26 15:25:00,EOD,26047.65,15.37,35.41,1.83,118.95,260.0,80.0,1.71,-222.76
2025-12-29,SHORT,2025-12-29 10:30:00,26019.4,0.3067,True,2025-12-30,1,0.12,25800.0,-0.1,-0.0838,26150.0,0.22,0.2219,6.28,20.8,27.08,2025-12-29 15:25:00,EOD,25949.8,14.88,9.27,2.93,190.45,260.0,80.0,0.88,-150.43
2025-12-30,LONG,2025-12-30 10:20:00,25968.7,0.3053,True,2025-12-30,0,0.12,25950.0,-0.22,-0.2121,26000.0,0.1,0.0927,2.84,1.02,3.86,2025-12-30 15:25:00,EOD,25970.55,0.86,0.26,2.74,178.1,260.0,80.0,0.13,-162.03
2025-12-31,LONG,2025-12-31 10:30:00,26030.95,0.2214,True,2026-01-06,6,0.12,25750.0,-0.22,-0.217,26600.0,0.1,0.092,50.02,17.05,67.07,2025-12-31 15:25:00,EOD,26141.85,30.13,30.11,6.83,443.95,260.0,80.0,2.18,101.77
2026-01-01,SHORT,2026-01-01 12:10:00,26125.0,0.262,True,2026-01-06,5,0.12,25700.0,-0.1,-0.1078,26450.0,0.22,0.209,19.14,43.06,62.2,2026-01-01 15:25:00,EOD,26140.25,17.55,46.33,-1.68,-109.2,260.0,80.0,2.02,-451.22
2026-01-02,LONG,2026-01-02 11:25:00,26273.25,0.5577,True,2026-01-06,4,0.12,26050.0,-0.22,-0.229,26700.0,0.1,0.1113,44.14,17.69,61.83,2026-01-02 15:25:00,EOD,26335.7,31.55,25.85,4.43,287.95,260.0,80.0,2.01,-54.06
2026-01-05,LONG,2026-01-05 10:20:00,26367.7,0.368,True,2026-01-06,1,0.12,26250.0,-0.22,-0.2285,26600.0,0.1,0.0861,22.03,6.54,28.57,2026-01-05 13:50:00,SL,26263.8,56.96,1.42,-29.81,-1937.65,260.0,80.0,0.93,-2278.58
2026-01-06,SHORT,2026-01-06 11:15:00,26156.6,0.4389,True,2026-01-06,0,0.12,26100.0,-0.1,-0.0083,26200.0,0.22,0.0341,0.07,0.32,0.39,2026-01-06 15:25:00,EOD,26174.65,0.01,0.48,-0.1,-6.5,260.0,80.0,0.01,-346.51
2026-01-07,SHORT,2026-01-07 12:40:00,26083.25,0.3437,True,2026-01-13,6,0.12,25600.0,-0.1,-0.0981,26450.0,0.22,0.2032,18.68,45.38,64.06,2026-01-07 15:25:00,EOD,26142.9,13.55,58.8,-8.29,-538.85,260.0,80.0,2.08,-880.93
2026-01-08,SHORT,2026-01-08 10:20:00,26034.8,0.3677,True,2026-01-13,5,0.12,25600.0,-0.1,-0.1021,26350.0,0.22,0.2158,17.86,44.71,62.57,2026-01-08 15:25:00,EOD,25868.9,42.87,18.6,1.1,71.5,260.0,80.0,2.03,-270.53
2026-01-09,SHORT,2026-01-09 11:00:00,25810.65,0.4721,True,2026-01-13,4,0.12,25400.0,-0.1,-0.0902,26100.0,0.22,0.2048,13.63,37.1,50.73,2026-01-09 15:25:00,EOD,25703.7,26.59,19.75,4.39,285.35,260.0,80.0,1.65,-56.3
2026-01-12,SHORT,2026-01-12 11:15:00,25514.95,0.6665,True,2026-01-13,1,0.12,25300.0,-0.1,-0.084,25650.0,0.22,0.2093,6.18,18.9,25.08,2026-01-12 12:30:00,SL,25699.55,0.3,94.98,-70.2,-4563.0,260.0,80.0,0.82,-4903.82
2026-01-14,LONG,2026-01-14 11:25:00,25770.4,0.4715,True,2026-01-20,6,0.12,25500.0,-0.22,-0.2228,26300.0,0.1,0.1066,51.26,20.14,71.4,2026-01-14 13:50:00,SL,25640.4,87.09,9.69,-25.38,-1649.7,260.0,80.0,2.32,-1992.02
2026-01-16,LONG,2026-01-16 10:20:00,25848.45,0.6476,True,2026-01-20,4,0.12,25600.0,-0.22,-0.2028,26300.0,0.1,0.0942,37.11,14.23,51.34,2026-01-16 13:25:00,SL,25679.2,85.57,4.16,-38.39,-2495.35,260.0,80.0,1.67,-2837.02
2026-01-19,SHORT,2026-01-19 10:35:00,25503.8,0.495,True,2026-01-20,1,0.12,25300.0,-0.1,-0.0953,25650.0,0.22,0.1898,7.18,16.68,23.86,2026-01-19 14:50:00,SL,25631.6,1.03,57.57,-34.74,-2258.1,260.0,80.0,0.78,-2598.88
2026-01-20,SHORT,2026-01-20 12:05:00,25432.7,0.5902,True,2026-01-20,0,0.12,25400.0,-0.1,-0.0773,25450.0,0.22,0.228,0.8,3.05,3.85,2026-01-20 15:25:00,EOD,25225.35,174.6,0.01,-170.76,-11099.4,260.0,80.0,0.13,-11439.53
2026-01-21,SHORT,2026-01-21 10:20:00,25105.85,0.5623,True,2026-01-27,6,0.1332,24600.0,-0.1,-0.1033,25450.0,0.22,0.2339,21.25,58.09,79.34,2026-01-21 12:45:00,SL,25277.65,8.7,109.73,-39.09,-2540.85,260.0,80.0,2.58,-2883.43
2026-01-22,SHORT,2026-01-22 10:55:00,25221.7,0.5199,True,2026-01-27,5,0.12,24800.0,-0.1,-0.1019,25500.0,0.22,0.2386,17.25,49.34,66.59,2026-01-22 15:25:00,EOD,25320.45,9.36,77.42,-20.19,-1312.35,260.0,80.0,2.16,-1654.51
2026-01-23,SHORT,2026-01-23 11:35:00,25229.1,0.3794,True,2026-01-27,4,0.127,24800.0,-0.1,-0.0884,25500.0,0.22,0.2287,13.77,44.22,57.99,2026-01-23 15:25:00,EOD,25064.75,36.27,17.3,4.42,287.3,260.0,80.0,1.88,-54.58
2026-01-28,SHORT,2026-01-28 13:40:00,25208.35,0.5698,True,2026-02-03,6,0.1292,24700.0,-0.1,-0.0963,25550.0,0.22,0.2296,19.02,55.26,74.28,2026-01-28 15:25:00,EOD,25348.05,9.0,94.96,-29.68,-1929.2,260.0,80.0,2.41,-2271.61
2026-01-30,LONG,2026-01-30 13:50:00,25329.6,0.4118,True,2026-02-03,4,0.1447,25050.0,-0.22,-0.2156,25850.0,0.1,0.0989,47.53,17.82,65.35,2026-01-30 15:25:00,EOD,25315.8,50.58,16.5,-1.73,-112.45,260.0,80.0,2.12,-454.57
2026-02-06,SHORT,2026-02-06 10:40:00,25502.4,0.4928,True,2026-02-10,4,0.2119,24800.0,-0.1,-0.0964,25950.0,0.22,0.2293,25.88,74.55,100.43,2026-02-06 11:35:00,SL,25630.45,15.77,108.54,-23.88,-1552.2,260.0,80.0,3.26,-1895.46
2026-02-10,LONG,2026-02-10 10:30:00,25976.75,0.3869,True,2026-02-10,0,0.2138,25950.0,-0.22,-0.2608,26050.0,0.1,0.0409,6.63,0.7,7.33,2026-02-10 15:25:00,EOD,25916.8,35.11,0.01,-27.79,-1806.35,260.0,80.0,0.24,-2146.59
2026-02-12,SHORT,2026-02-12 11:30:00,25821.15,0.2653,True,2026-02-17,5,0.1898,25100.0,-0.1,-0.0924,26300.0,0.22,0.2189,24.92,71.16,96.08,2026-02-12 15:25:00,EOD,25796.15,27.32,65.85,2.91,189.15,260.0,80.0,3.12,-153.97
2026-02-13,SHORT,2026-02-13 13:45:00,25510.3,0.4372,True,2026-02-17,4,0.1942,24900.0,-0.1,-0.1082,25950.0,0.22,0.2132,27.24,62.26,89.5,2026-02-13 15:25:00,EOD,25460.55,33.09,52.33,4.08,265.2,260.0,80.0,2.91,-77.71
2026-02-17,LONG,2026-02-17 10:20:00,25694.65,0.475,True,2026-02-17,0,0.206,25650.0,-0.22,-0.1312,25750.0,0.1,0.0839,2.63,1.53,4.16,2026-02-17 15:25:00,EOD,25716.0,0.09,1.59,2.48,161.2,260.0,80.0,0.14,-178.94
2026-02-19,SHORT,2026-02-19 10:25:00,25746.7,0.5133,True,2026-02-24,5,0.2036,25000.0,-0.1,-0.0995,26250.0,0.22,0.2227,29.15,77.74,106.89,2026-02-19 15:25:00,EOD,25416.45,81.4,27.01,-1.52,-98.8,260.0,80.0,3.47,-442.27
2026-02-20,LONG,2026-02-20 10:30:00,25570.85,0.6409,True,2026-02-24,4,0.2217,25150.0,-0.22,-0.2245,26350.0,0.1,0.1055,77.76,29.69,107.45,2026-02-20 15:25:00,EOD,25565.9,78.88,29.17,-0.6,-39.0,260.0,80.0,3.49,-382.49
2026-02-24,SHORT,2026-02-24 10:45:00,25472.45,0.654,True,2026-02-24,0,0.1547,25400.0,-0.1,-0.0073,25500.0,0.22,0.1785,0.07,2.87,2.94,2026-02-24 15:25:00,EOD,25460.25,0.01,0.24,2.69,174.85,260.0,80.0,0.1,-165.25
2026-02-25,SHORT,2026-02-25 12:40:00,25504.3,0.5472,True,2026-03-03,6,0.1677,24850.0,-0.1,-0.1022,25950.0,0.22,0.228,26.87,71.73,98.6,2026-02-25 15:25:00,EOD,25478.65,29.6,66.06,2.94,191.1,260.0,80.0,3.2,-152.1
2026-02-26,SHORT,2026-02-26 11:40:00,25461.35,0.3294,True,2026-03-03,5,0.1664,24850.0,-0.1,-0.0962,25900.0,0.22,0.2057,22.61,56.86,79.47,2026-02-26 15:25:00,EOD,25493.3,19.7,63.73,-3.96,-257.4,260.0,80.0,2.58,-599.98
2026-02-27,SHORT,2026-02-27 11:30:00,25284.5,0.6656,True,2026-03-03,4,0.1658,24750.0,-0.1,-0.1002,25650.0,0.22,0.2186,20.98,54.48,75.46,2026-02-27 15:25:00,EOD,25181.8,33.6,35.36,6.5,422.5,260.0,80.0,2.45,80.05
2026-03-05,LONG,2026-03-05 10:55:00,24666.55,0.5128,True,2026-03-10,5,0.1938,24250.0,-0.22,-0.2115,25400.0,0.1,0.1073,67.86,28.58,96.44,2026-03-05 14:15:00,SL,24530.7,101.67,16.75,-21.98,-1428.7,260.0,80.0,3.13,-1771.83
2026-03-06,SHORT,2026-03-06 10:45:00,24586.5,0.4057,True,2026-03-10,4,0.2148,23900.0,-0.1,-0.0964,25050.0,0.22,0.2154,25.27,67.17,92.44,2026-03-06 15:25:00,EOD,24469.4,38.88,45.37,8.19,532.35,260.0,80.0,3.0,189.35
2026-03-18,LONG,2026-03-18 10:45:00,23759.85,0.5252,True,2026-03-24,6,0.25,23200.0,-0.22,-0.2138,24800.0,0.1,0.099,94.09,35.15,129.24,2026-03-18 15:25:00,EOD,23764.1,93.18,35.57,0.49,31.85,260.0,80.0,4.2,-312.35
