label,mode,commission,slippage,direction,total_trades,long_trades,short_trades,win_rate,long_wr,short_wr,total_pnl,pnl_pct,profit_factor,cagr,max_drawdown,sharpe,sortino,calmar,avg_win,avg_loss,avg_rr,avg_bars_held,exit_reasons,y2018_trades,y2018_wr,y2018_pf,y2018_pnl_pct,y2019_trades,y2019_wr,y2019_pf,y2019_pnl_pct,y2020_trades,y2020_wr,y2020_pf,y2020_pnl_pct,y2021_trades,y2021_wr,y2021_pf,y2021_pnl_pct,y2022_trades,y2022_wr,y2022_pf,y2022_pnl_pct,y2023_trades,y2023_wr,y2023_pf,y2023_pnl_pct,y2024_trades,y2024_wr,y2024_pf,y2024_pnl_pct,y2025_trades,y2025_wr,y2025_pf,y2025_pnl_pct
CASH_LO,cash,0.001,0.001,LO,3520,3520,0,52.67,52.67,0.0,49818409.0,498.18,2.3691,25.4,2.74,0.2946,0.0,9.264,4.86,-1.99,2.44,4.8,"{""fixed_sl"": 1559, ""fixed_tp"": 1394, ""max_hold"": 567}",435,48.97,2.0666,54.66,403,47.89,1.958,46.42,459,59.48,3.8827,142.09,433,57.27,2.9014,81.18,468,55.56,2.3458,61.92,510,58.24,2.6074,62.39,437,44.85,1.5138,24.99,375,46.4,1.6337,24.54
CASH_LS,cash,0.001,0.001,LS,3713,2123,1590,49.8,53.6,44.72,42607172.0,426.07,2.0112,23.37,6.74,0.284,0.0,3.469,4.79,-2.06,2.32,4.7,"{""fixed_sl"": 1746, ""fixed_tp"": 1384, ""max_hold"": 583}",450,48.44,1.796,45.46,469,46.7,1.7249,41.33,471,56.26,2.8806,120.92,445,51.01,2.0491,56.14,509,55.01,2.3724,70.47,490,53.88,2.4539,56.97,479,42.59,1.3465,18.95,400,43.0,1.3582,15.84
FUT_LS,futures,0.0001,0.0005,LS,3713,2123,1590,50.63,54.36,45.66,53034299.0,530.34,2.4343,26.23,6.11,0.2944,0.0,4.2933,4.81,-2.0,2.41,4.7,"{""fixed_sl"": 1746, ""fixed_tp"": 1384, ""max_hold"": 583}",450,49.33,2.1463,58.1,469,47.33,2.0885,54.49,471,56.48,3.2921,134.18,445,51.69,2.447,68.69,509,55.6,2.8825,84.74,490,55.31,3.1455,70.75,479,43.84,1.6876,32.37,400,44.0,1.7121,27.02
FUT_LO,futures,0.0001,0.0005,LO,3520,3520,0,53.38,53.38,0.0,59774684.0,597.75,2.878,27.86,2.69,0.3029,0.0,10.3729,4.9,-1.92,2.55,4.8,"{""fixed_sl"": 1559, ""fixed_tp"": 1394, ""max_hold"": 567}",435,49.43,2.4826,66.95,403,48.39,2.3546,57.81,459,59.69,4.5127,155.22,433,57.97,3.4821,93.45,468,55.98,2.8639,75.15,510,59.61,3.324,76.79,437,46.0,1.8865,37.29,375,47.2,2.057,35.09
FUT_LS_REAL,futures,0.0003,0.001,LS,3713,2123,1590,50.39,54.12,45.41,47816131.0,478.16,2.2092,24.86,6.41,0.2897,0.0,3.8756,4.73,-2.09,2.27,4.7,"{""fixed_sl"": 1746, ""fixed_tp"": 1384, ""max_hold"": 583}",450,49.11,1.9609,51.77,469,46.91,1.895,47.9,471,56.48,3.0767,127.54,445,51.69,2.2363,62.4,509,55.6,2.6107,77.6,490,54.9,2.7713,63.86,479,43.22,1.5045,25.65,400,43.75,1.5219,21.43
