variant,symbol,direction,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
gc_sma_50_200_adx,HINDALCO,LONG,2018-11-02,2018-11-26,235.00,216.20,425,24,INITIAL_STOP,-7990.00,-8181.76
gc_sma_50_200_adx,PIDILITIND,LONG,2018-12-19,2018-12-26,586.40,553.39,169,7,INITIAL_STOP,-5577.88,-5770.51
gc_sma_50_200_adx,LT,LONG,2018-12-14,2019-01-11,1423.45,1364.33,69,28,INITIAL_STOP,-4079.19,-4271.55
gc_sma_50_200_adx,FEDERALBNK,LONG,2019-01-07,2019-01-14,95.25,89.41,1035,7,INITIAL_STOP,-6042.08,-6233.21
gc_sma_50_200_adx,HDFCBANK,LONG,2018-12-24,2019-01-30,526.00,507.63,188,37,INITIAL_STOP,-3453.54,-3647.86
gc_sma_50_200_adx,IDFCFIRSTB,LONG,2019-01-25,2019-01-31,47.20,44.38,2066,6,INITIAL_STOP,-5836.06,-6025.25
gc_sma_50_200_adx,CUMMINSIND,LONG,2018-12-05,2019-02-04,805.30,794.35,123,61,MAX_HOLD,-1346.85,-1543.61
gc_sma_50_200_adx,COLPAL,LONG,2018-12-11,2019-02-11,1190.00,1285.80,83,62,MAX_HOLD,7951.40,7745.91
gc_sma_50_200_adx,MARICO,LONG,2018-12-17,2019-02-12,374.35,354.94,264,57,INITIAL_STOP,-5123.95,-5316.49
gc_sma_50_200_adx,TRENT,LONG,2019-01-17,2019-02-18,350.30,330.14,278,32,INITIAL_STOP,-5603.77,-5792.94
gc_sma_50_200_adx,GODREJPROP,LONG,2019-01-31,2019-03-06,746.50,694.01,130,34,INITIAL_STOP,-6823.52,-7010.79
gc_sma_50_200_adx,SIEMENS,LONG,2019-01-29,2019-04-01,748.10,861.80,130,62,MAX_HOLD,14781.00,14571.71
gc_sma_50_200_adx,ULTRACEMCO,LONG,2019-01-30,2019-04-01,3420.00,4053.50,28,61,MAX_HOLD,17738.00,17528.74
gc_sma_50_200_adx,BAJAJ-AUTO,LONG,2019-03-12,2019-04-02,2937.50,2809.39,32,21,INITIAL_STOP,-4099.40,-4283.30
gc_sma_50_200_adx,BPCL,LONG,2019-03-27,2019-04-04,176.05,164.58,541,8,INITIAL_STOP,-6206.62,-6390.90
gc_sma_50_200_adx,COFORGE,LONG,2019-02-04,2019-04-05,264.50,269.50,365,60,MAX_HOLD,1825.00,1630.09
gc_sma_50_200_adx,HCLTECH,LONG,2019-02-22,2019-04-23,522.10,551.00,184,60,MAX_HOLD,5317.60,5120.15
gc_sma_50_200_adx,AMBUJACEM,LONG,2019-03-27,2019-04-24,233.00,221.24,409,28,INITIAL_STOP,-4810.77,-4996.56
gc_sma_50_200_adx,POWERGRID,LONG,2019-04-11,2019-04-24,108.45,103.46,900,13,INITIAL_STOP,-4486.56,-4677.29
gc_sma_50_200_adx,CHOLAFIN,LONG,2019-04-16,2019-04-24,295.25,278.96,330,8,INITIAL_STOP,-5376.81,-5566.30
gc_sma_50_200_adx,VOLTAS,LONG,2019-03-22,2019-05-08,615.00,584.90,155,47,INITIAL_STOP,-4665.28,-4851.27
gc_sma_50_200_adx,ADANIPORTS,LONG,2019-04-26,2019-05-08,387.30,369.90,249,12,INITIAL_STOP,-4332.66,-4521.20
gc_sma_50_200_adx,ITC,LONG,2019-04-15,2019-05-09,266.30,257.40,366,24,INITIAL_STOP,-3257.17,-3448.84
gc_sma_50_200_adx,PNB,LONG,2019-03-12,2019-05-13,84.31,78.41,1131,62,INITIAL_STOP,-6677.34,-6861.37
gc_sma_50_200_adx,ULTRACEMCO,LONG,2019-04-26,2019-05-13,4630.00,4398.38,20,17,INITIAL_STOP,-4632.33,-4812.90
gc_sma_50_200_adx,MCX,LONG,2019-05-03,2019-05-13,855.20,803.99,113,10,INITIAL_STOP,-5786.31,-5973.80
gc_sma_50_200_adx,BANKBARODA,LONG,2019-05-08,2019-05-23,101.50,126.88,952,15,TARGET,24157.00,23939.59
gc_sma_50_200_adx,SHREECEM,LONG,2019-03-28,2019-05-27,17914.00,21471.00,5,60,MAX_HOLD,17785.00,17588.08
gc_sma_50_200_adx,INDUSINDBK,LONG,2019-05-28,2019-06-07,1615.00,1485.80,60,10,INITIAL_STOP,-7752.00,-7938.05
gc_sma_50_200_adx,TATAMOTORS,LONG,2019-06-14,2019-06-19,167.50,154.10,579,5,INITIAL_STOP,-7758.60,-7944.81
gc_sma_50_200_adx,HINDUNILVR,LONG,2019-06-11,2019-06-21,1855.10,1787.29,52,10,INITIAL_STOP,-3526.05,-3715.45
gc_sma_50_200_adx,TATAMOTORS,LONG,2019-06-20,2019-07-26,153.45,141.17,626,36,INITIAL_STOP,-7684.78,-7869.21
gc_sma_50_200_adx,GRASIM,LONG,2019-06-07,2019-07-29,868.55,810.54,112,52,INITIAL_STOP,-6497.28,-6685.33
gc_sma_50_200_adx,HDFCLIFE,LONG,2019-06-03,2019-08-02,442.00,494.35,221,60,MAX_HOLD,11569.35,11362.42
gc_sma_50_200_adx,TATACONSUM,LONG,2019-06-07,2019-08-06,248.40,267.25,393,60,MAX_HOLD,7408.05,7205.40
gc_sma_50_200_adx,ADANIPORTS,LONG,2019-10-23,2019-10-24,418.00,395.77,230,1,INITIAL_STOP,-5113.90,-5301.06
gc_sma_50_200_adx,BRITANNIA,LONG,2019-11-06,2019-11-20,3239.85,3066.58,29,14,INITIAL_STOP,-5024.91,-5207.79
gc_sma_50_200_adx,COLPAL,LONG,2019-09-26,2019-11-25,1474.15,1514.25,65,60,MAX_HOLD,2606.50,2412.25
gc_sma_50_200_adx,BPCL,LONG,2019-09-30,2019-11-29,218.90,237.70,439,60,MAX_HOLD,8253.20,8052.75
gc_sma_50_200_adx,EICHERMOT,LONG,2019-11-25,2019-12-03,2276.00,2142.31,41,8,INITIAL_STOP,-5481.35,-5662.50
gc_sma_50_200_adx,MARUTI,LONG,2019-11-06,2019-12-06,7395.00,6972.48,12,30,INITIAL_STOP,-5070.27,-5242.68
gc_sma_50_200_adx,HAL,LONG,2019-10-31,2019-12-12,393.90,368.81,242,42,INITIAL_STOP,-6070.58,-6255.15
gc_sma_50_200_adx,ADANIENT,LONG,2019-10-23,2019-12-23,178.75,214.55,538,61,MAX_HOLD,19260.40,19048.80
gc_sma_50_200_adx,BAJAJ-AUTO,LONG,2019-10-24,2019-12-23,3087.00,3140.00,31,60,MAX_HOLD,1643.00,1449.96
gc_sma_50_200_adx,RELIANCE,LONG,2019-10-25,2019-12-24,686.80,737.05,139,60,MAX_HOLD,6984.75,6786.83
gc_sma_50_200_adx,DRREDDY,LONG,2019-10-31,2019-12-30,556.00,577.75,172,60,MAX_HOLD,3741.00,3545.99
gc_sma_50_200_adx,PERSISTENT,LONG,2019-11-28,2020-01-27,338.00,360.80,282,60,MAX_HOLD,6429.60,6232.54
gc_sma_50_200_adx,DLF,LONG,2019-11-28,2020-01-27,216.50,257.10,440,60,MAX_HOLD,17864.00,17655.62
gc_sma_50_200_adx,JSWSTEEL,LONG,2020-01-10,2020-01-27,278.00,261.35,351,17,INITIAL_STOP,-5843.47,-6032.78
gc_sma_50_200_adx,TATASTEEL,LONG,2020-01-21,2020-01-27,44.17,41.84,2209,6,INITIAL_STOP,-5148.23,-5338.23
gc_sma_50_200_adx,TATAMOTORS,LONG,2019-12-31,2020-02-01,184.00,171.04,530,32,INITIAL_STOP,-6870.15,-7058.32
gc_sma_50_200_adx,JINDALSTEL,LONG,2020-01-03,2020-02-28,173.35,159.48,563,56,INITIAL_STOP,-7807.68,-7995.07
gc_sma_50_200_adx,TITAN,LONG,2020-02-11,2020-03-09,1263.00,1201.33,77,27,INITIAL_STOP,-4748.35,-4938.10
gc_sma_50_200_adx,CIPLA,LONG,2020-05-05,2020-05-12,623.05,573.21,155,7,INITIAL_STOP,-7725.82,-7911.24
gc_sma_50_200_adx,SHREECEM,LONG,2020-07-07,2020-07-16,23072.50,21654.29,4,9,INITIAL_STOP,-5672.83,-5851.74
gc_sma_50_200_adx,TCS,LONG,2020-07-16,2020-07-24,2244.00,2125.89,42,8,INITIAL_STOP,-4960.56,-5144.09
gc_sma_50_200_adx,HINDUNILVR,LONG,2020-07-17,2020-07-24,2285.00,2185.57,41,7,INITIAL_STOP,-4076.49,-4259.78
gc_sma_50_200_adx,MCX,LONG,2020-06-22,2020-07-27,1281.65,1602.06,74,35,TARGET,23710.52,23497.13
gc_sma_50_200_adx,TRENT,LONG,2020-07-20,2020-07-27,622.45,572.65,153,7,INITIAL_STOP,-7618.79,-7801.64
gc_sma_50_200_adx,BRITANNIA,LONG,2020-06-10,2020-08-10,3420.90,3942.80,28,61,MAX_HOLD,14613.20,14407.02
gc_sma_50_200_adx,HAL,LONG,2020-07-27,2020-08-13,456.00,570.00,207,17,TARGET,23598.00,23385.62
gc_sma_50_200_adx,JINDALSTEL,LONG,2020-07-21,2020-08-17,179.90,224.88,530,27,TARGET,23836.75,23622.22
gc_sma_50_200_adx,RELIANCE,LONG,2020-06-22,2020-08-21,845.20,992.20,113,60,MAX_HOLD,16611.00,16403.37
gc_sma_50_200_adx,PERSISTENT,LONG,2020-07-28,2020-08-24,429.10,536.38,223,27,TARGET,23922.32,23707.02
gc_sma_50_200_adx,WIPRO,LONG,2020-07-31,2020-08-24,142.00,133.31,676,24,INITIAL_STOP,-5875.19,-6061.30
gc_sma_50_200_adx,HAVELLS,LONG,2020-08-26,2020-08-31,662.90,629.94,159,5,INITIAL_STOP,-5240.50,-5446.06
gc_sma_50_200_adx,HCLTECH,LONG,2020-07-08,2020-09-07,594.75,708.80,161,61,MAX_HOLD,18362.05,18152.18
gc_sma_50_200_adx,HINDALCO,LONG,2020-08-25,2020-09-08,195.40,182.05,540,14,INITIAL_STOP,-7206.69,-7410.52
gc_sma_50_200_adx,BEL,LONG,2020-08-11,2020-09-09,36.45,33.53,2676,29,INITIAL_STOP,-7803.22,-7990.49
gc_sma_50_200_adx,APOLLOHOSP,LONG,2020-08-14,2020-09-09,1735.00,1607.12,57,26,INITIAL_STOP,-7289.43,-7479.93
gc_sma_50_200_adx,HEROMOTOCO,LONG,2020-07-13,2020-09-11,2538.25,2821.45,37,60,MAX_HOLD,10478.40,10280.09
gc_sma_50_200_adx,INFY,LONG,2020-07-17,2020-09-15,911.00,982.45,104,60,MAX_HOLD,7430.80,7233.88
gc_sma_50_200_adx,TATAPOWER,LONG,2020-08-18,2020-09-22,56.20,51.99,1819,35,INITIAL_STOP,-7662.85,-7859.64
gc_sma_50_200_adx,ADANIPORTS,LONG,2020-09-01,2020-09-22,357.00,333.21,294,21,INITIAL_STOP,-6994.35,-7197.27
gc_sma_50_200_adx,TITAN,LONG,2020-09-10,2020-09-22,1165.00,1102.19,89,12,INITIAL_STOP,-5590.27,-5792.05
gc_sma_50_200_adx,TATAMOTORS,LONG,2020-09-21,2020-09-22,147.75,136.16,720,1,INITIAL_STOP,-8342.08,-8546.50
gc_sma_50_200_adx,TATAMOTORS,LONG,2020-09-23,2020-09-24,135.50,124.66,763,1,INITIAL_STOP,-8270.92,-8469.42
