,equity
2018-01-01,1000000.0
2018-01-02,1000000.0
2018-01-03,1000000.0
2018-01-04,1000000.0
2018-01-05,1000000.0
2018-01-08,1000000.0
2018-01-09,1000000.0
2018-01-10,1000000.0
2018-01-11,1000000.0
2018-01-12,1000000.0
2018-01-15,1000000.0
2018-01-16,1000000.0
2018-01-17,1000000.0
2018-01-18,1000000.0
2018-01-19,1000000.0
2018-01-22,1000000.0
2018-01-23,1000000.0
2018-01-24,1000000.0
2018-01-25,1000000.0
2018-01-29,1000000.0
2018-01-30,1000000.0
2018-01-31,1000000.0
2018-02-01,1000000.0
2018-02-02,1000000.0
2018-02-05,1000000.0
2018-02-06,1000000.0
2018-02-07,1000000.0
2018-02-08,1000000.0
2018-02-09,1000000.0
2018-02-12,1000000.0
2018-02-14,1000000.0
2018-02-15,1000000.0
2018-02-16,1000000.0
2018-02-19,1000000.0
2018-02-20,1000000.0
2018-02-21,1000000.0
2018-02-22,1000000.0
2018-02-23,1000000.0
2018-02-26,1000000.0
2018-02-27,1000000.0
2018-02-28,1000000.0
2018-03-01,1000000.0
2018-03-05,1000000.0
2018-03-06,1000000.0
2018-03-07,1000000.0
2018-03-08,1000000.0
2018-03-09,1000000.0
2018-03-12,1000000.0
2018-03-13,1000000.0
2018-03-14,1000000.0
2018-03-15,1000000.0
2018-03-16,1000000.0
2018-03-19,1000000.0
2018-03-20,1000000.0
2018-03-21,1000000.0
2018-03-22,1000000.0
2018-03-23,1000000.0
2018-03-26,1000000.0
2018-03-27,1000000.0
2018-03-28,1000000.0
2018-04-02,1000000.0
2018-04-03,1000000.0
2018-04-04,1000000.0
2018-04-05,1000000.0
2018-04-06,1000000.0
2018-04-09,1000000.0
2018-04-10,1000000.0
2018-04-11,1000000.0
2018-04-12,1000000.0
2018-04-13,1000000.0
2018-04-16,1000000.0
2018-04-17,1000000.0
2018-04-18,1000000.0
2018-04-19,1000000.0
2018-04-20,1000000.0
2018-04-23,1000000.0
2018-04-24,1000000.0
2018-04-25,1000000.0
2018-04-26,1000000.0
2018-04-27,1000000.0
2018-04-30,1000000.0
2018-05-02,1000000.0
2018-05-03,1000000.0
2018-05-04,1000000.0
2018-05-07,1000000.0
2018-05-08,1000000.0
2018-05-09,1000000.0
2018-05-10,1000000.0
2018-05-11,1000000.0
2018-05-14,1000000.0
2018-05-15,1000000.0
2018-05-16,1000000.0
2018-05-17,1000000.0
2018-05-18,1000000.0
2018-05-21,1000000.0
2018-05-22,1000000.0
2018-05-23,1000000.0
2018-05-24,1000000.0
2018-05-25,1000000.0
2018-05-28,1000000.0
2018-05-29,1000000.0
2018-05-30,1000000.0
2018-05-31,1000000.0
2018-06-01,1000000.0
2018-06-04,1000000.0
2018-06-05,1000000.0
2018-06-06,1000000.0
2018-06-07,1000000.0
2018-06-08,1000000.0
2018-06-11,1000000.0
2018-06-12,1000000.0
2018-06-13,1000000.0
2018-06-14,1000000.0
2018-06-15,1000000.0
2018-06-18,1000000.0
2018-06-19,1000000.0
2018-06-20,1000000.0
2018-06-21,1000000.0
2018-06-22,1000000.0
2018-06-25,1000000.0
2018-06-26,1000000.0
2018-06-27,1000000.0
2018-06-28,1000000.0
2018-06-29,1000000.0
2018-07-02,1000000.0
2018-07-03,1000000.0
2018-07-04,1000000.0
2018-07-05,1000000.0
2018-07-06,1000000.0
2018-07-09,1000000.0
2018-07-10,1000000.0
2018-07-11,1000000.0
2018-07-12,1000000.0
2018-07-13,1000000.0
2018-07-16,1000000.0
2018-07-17,1000000.0
2018-07-18,1000000.0
2018-07-19,1000000.0
2018-07-20,1000000.0
2018-07-23,1000000.0
2018-07-24,1000000.0
2018-07-25,1000000.0
2018-07-26,1000000.0
2018-07-27,1000000.0
2018-07-30,1000000.0
2018-07-31,1000000.0
2018-08-01,1000000.0
2018-08-02,1000000.0
2018-08-03,1000000.0
2018-08-06,1000000.0
2018-08-07,1000000.0
2018-08-08,1000000.0
2018-08-09,1000000.0
2018-08-10,1000000.0
2018-08-13,1000000.0
2018-08-14,1000000.0
2018-08-16,1000000.0
2018-08-17,1000000.0
2018-08-20,1000000.0
2018-08-21,1000000.0
2018-08-23,1000000.0
2018-08-24,1000000.0
2018-08-27,1000000.0
2018-08-28,1000000.0
2018-08-29,1000000.0
2018-08-30,1000000.0
2018-08-31,1000000.0
2018-09-03,1000000.0
2018-09-04,1000000.0
2018-09-05,1000000.0
2018-09-06,1000000.0
2018-09-07,1000000.0
2018-09-10,1000000.0
2018-09-11,1000000.0
2018-09-12,1000000.0
2018-09-14,1000000.0
2018-09-17,1000000.0
2018-09-18,1000000.0
2018-09-19,1000000.0
2018-09-21,1000000.0
2018-09-24,1000000.0
2018-09-25,1000000.0
2018-09-26,1000000.0
2018-09-27,1000000.0
2018-09-28,1000000.0
2018-10-01,1000000.0
2018-10-03,1000000.0
2018-10-04,1000000.0
2018-10-05,1000000.0
2018-10-08,1000000.0
2018-10-09,1000000.0
2018-10-10,1000000.0
2018-10-11,1000000.0
2018-10-12,1000000.0
2018-10-15,1000000.0
2018-10-16,1000000.0
2018-10-17,1000000.0
2018-10-19,1000000.0
2018-10-22,1000000.0
2018-10-23,1000000.0
2018-10-24,994169.95
2018-10-25,987243.15
2018-10-26,977873.35
2018-10-29,999379.0
2018-10-30,996468.7
2018-10-31,1024080.45
2018-11-01,1008660.4
2018-11-02,1007837.9
2018-11-05,1005868.6373189561
2018-11-06,1007608.9373189561
2018-11-07,997263.8873189561
2018-11-09,1012089.9373189561
2018-11-12,1011049.0873189562
2018-11-13,1009419.1873189561
2018-11-14,998864.6834713658
2018-11-15,1005862.1334713658
2018-11-16,1012057.2334713658
2018-11-19,1015964.3334713659
2018-11-20,1001361.5334713658
2018-11-21,986420.2160944507
2018-11-22,983639.2660944507
2018-11-26,999693.4660944508
2018-11-27,1004378.4160944507
2018-11-28,1012171.5660944508
2018-11-29,1010281.9160944507
2018-11-30,1017157.3160944508
2018-12-03,1021021.9660944508
2018-12-04,1024387.7660944507
2018-12-05,1024328.7660944507
2018-12-06,1007250.9160944507
2018-12-07,1022271.9160944507
2018-12-10,1007801.2160944508
2018-12-11,1021464.9660944508
2018-12-12,1034859.5160944507
2018-12-13,1040557.2660944507
2018-12-14,1041765.9160944507
2018-12-17,1051412.7160944508
2018-12-18,1046553.6160944507
2018-12-19,1056737.6660944507
2018-12-20,1048552.4660944508
2018-12-21,1029199.1660944507
2018-12-24,1028522.6261444507
2018-12-26,1028876.7761444506
2018-12-27,1032449.6761444507
2018-12-28,1037181.3761444507
2018-12-31,1038700.6875444506
2019-01-01,1036746.3875444507
2019-01-02,1034092.9375444506
2019-01-03,1030811.0375444507
2019-01-04,1031014.2375444507
2019-01-07,1035279.6875444506
2019-01-08,1034969.6875444506
2019-01-09,1039371.8375444507
2019-01-10,1039153.8375444507
2019-01-11,1043987.4809819506
2019-01-14,1041042.8809819507
2019-01-15,1046444.4809819506
2019-01-16,1050886.0809819507
2019-01-17,1051945.2809819507
2019-01-18,1053456.4809819506
2019-01-21,1051777.0755095133
2019-01-22,1054511.2755095132
2019-01-23,1056160.4755095132
2019-01-24,1056712.0755095133
2019-01-25,1056104.1393095131
2019-01-28,1048733.4893095132
2019-01-29,1054677.4893095132
2019-01-30,1066898.8893095131
2019-01-31,1068200.0393095133
2019-02-01,1069064.6893095132
2019-02-04,1067576.6393095131
2019-02-05,1066437.539309513
2019-02-06,1072145.4893095132
2019-02-07,1080666.4893095132
2019-02-08,1071779.5927493067
2019-02-11,1062158.3427493067
2019-02-12,1054514.2427493066
2019-02-13,1045886.608168704
2019-02-14,1047220.1070208022
2019-02-15,1034921.8159936322
2019-02-18,1022383.5176180179
2019-02-19,1027548.5176180179
2019-02-20,1034638.5176180179
2019-02-21,1048263.2676180179
2019-02-22,1053799.3676180178
2019-02-25,1064829.517618018
2019-02-26,1052444.3676180178
2019-02-27,1047744.617618018
2019-02-28,1048887.1676180179
2019-03-01,1058886.217618018
2019-03-05,1084775.5176180177
2019-03-06,1091980.767618018
2019-03-07,1082972.767618018
2019-03-08,1077438.217618018
2019-03-11,1097168.967618018
2019-03-12,1101286.1676180179
2019-03-13,1105402.717618018
2019-03-14,1106755.767618018
2019-03-15,1107731.6176180178
2019-03-18,1116669.3577680178
2019-03-19,1122780.1077680178
2019-03-20,1123474.6077680178
2019-03-22,1117357.757768018
2019-03-25,1109602.1577680178
2019-03-26,1123550.307768018
2019-03-27,1121388.507768018
2019-03-28,1130830.6577680178
2019-03-29,1139226.8579180178
2019-04-01,1141547.117418018
2019-04-02,1138031.667418018
2019-04-03,1138447.717418018
2019-04-04,1136225.267418018
2019-04-05,1133498.667418018
2019-04-08,1130765.3174180181
2019-04-09,1143127.517418018
2019-04-10,1143737.8174180181
2019-04-11,1147969.8174180181
2019-04-12,1155328.767418018
2019-04-15,1156328.450818018
2019-04-16,1163056.5879180182
2019-04-18,1163526.7879180182
2019-04-22,1161911.204818018
2019-04-23,1163142.504818018
2019-04-24,1168568.954818018
2019-04-25,1167130.1048180182
2019-04-26,1169271.4048180182
2019-04-30,1173071.4048180182
2019-05-02,1170538.6548180182
2019-05-03,1167898.6248180182
2019-05-06,1158125.275194577
2019-05-07,1146280.495194577
2019-05-08,1136746.6451945768
2019-05-09,1136829.2870808274
2019-05-10,1139067.1770808273
2019-05-13,1113720.4891610309
2019-05-14,1116465.897131237
2019-05-15,1114403.897131237
2019-05-16,1131934.597131237
2019-05-17,1146160.547131237
2019-05-20,1176474.798181237
2019-05-21,1179183.098181237
2019-05-22,1179711.798181237
2019-05-23,1174369.2981812372
2019-05-24,1187615.098181237
2019-05-27,1192214.648181237
2019-05-28,1184498.098181237
2019-05-29,1176895.948181237
2019-05-30,1192539.5929062369
2019-05-31,1200980.392906237
2019-06-03,1216362.3039062368
2019-06-04,1205403.857616703
2019-06-06,1196622.007616703
2019-06-07,1202494.107616703
2019-06-10,1209083.267616703
2019-06-11,1212534.707616703
2019-06-12,1205890.117616703
2019-06-13,1200413.723399103
2019-06-14,1190634.3233991028
2019-06-17,1180104.973399103
2019-06-18,1186098.023399103
2019-06-19,1184021.523399103
2019-06-20,1201764.273399103
2019-06-21,1194013.2978991028
2019-06-24,1192387.5478991028
2019-06-25,1214127.3478991028
2019-06-26,1220072.5478991028
2019-06-27,1222908.5728991027
2019-06-28,1217783.2728991027
2019-07-01,1223559.2228991028
2019-07-02,1224095.1228991027
2019-07-03,1226044.1728991028
2019-07-04,1222036.272899103
2019-07-05,1203728.722637011
2019-07-08,1179007.572637011
2019-07-09,1186004.241637011
2019-07-10,1176999.4980872192
2019-07-11,1176230.5480872192
2019-07-12,1171373.7980872192
2019-07-15,1176097.853830468
2019-07-16,1191190.0038304678
2019-07-17,1188313.403830468
2019-07-18,1171661.853830468
2019-07-19,1159606.7143565181
2019-07-22,1151005.0908288257
2019-07-23,1153680.4469380283
2019-07-24,1139041.8969380283
2019-07-25,1136221.514412761
2019-07-26,1142155.01235872
2019-07-29,1125525.76235872
2019-07-30,1124433.757619266
2019-07-31,1121043.6142447102
2019-08-01,1115424.01424471
2019-08-02,1118998.5642447101
2019-08-05,1105526.0252705053
2019-08-06,1121087.564187365
2019-08-07,1117857.7641873648
2019-08-08,1125642.314187365
2019-08-09,1138270.373787365
2019-08-13,1101183.7737873648
2019-08-14,1114178.8237873649
2019-08-16,1114091.1631557904
2019-08-19,1112783.4131557904
2019-08-20,1105747.2625734948
2019-08-21,1096612.8711351694
2019-08-22,1080072.6211351694
2019-08-23,1085258.095792807
2019-08-26,1100087.895792807
2019-08-27,1099585.595792807
2019-08-28,1101379.395792807
2019-08-29,1097443.745792807
2019-08-30,1104913.945792807
2019-09-03,1088128.2680775335
2019-09-04,1090048.7180775334
2019-09-05,1090226.5180775335
2019-09-06,1098551.7554775334
2019-09-09,1111994.9195775334
2019-09-11,1115855.9195775334
2019-09-12,1112822.9695775334
2019-09-13,1123318.3195775333
2019-09-16,1120770.9006775336
2019-09-17,1108749.4506775334
2019-09-18,1111037.8506775335
2019-09-19,1097412.2006775334
2019-09-20,1150772.6006775335
2019-09-23,1177346.6371913655
2019-09-24,1185415.3871913655
2019-09-25,1179442.8371913654
2019-09-26,1199558.0571913654
2019-09-27,1204136.2571913654
2019-09-30,1204648.5571913654
2019-10-01,1193230.0571913654
2019-10-03,1186713.8071913654
2019-10-04,1176852.8571913654
2019-10-07,1180239.1059913654
2019-10-09,1194637.9059913652
2019-10-10,1195113.2059913652
2019-10-11,1207208.7559913653
2019-10-14,1206586.2059913652
2019-10-15,1206255.4059913652
2019-10-16,1203283.9559913652
2019-10-17,1206354.9559913652
2019-10-18,1215167.6059913652
2019-10-22,1212939.1273952662
2019-10-23,1204730.2773952663
2019-10-24,1209225.6273952662
2019-10-25,1201718.7773952663
2019-10-27,1204438.1773952662
2019-10-29,1197753.0273952663
2019-10-30,1201214.3773952662
2019-10-31,1205801.1273952662
2019-11-01,1205082.0273952663
2019-11-04,1197647.6706952662
2019-11-05,1204137.770695266
2019-11-06,1195076.0206952663
2019-11-07,1200842.9206952662
2019-11-08,1189915.7253952662
2019-11-11,1189080.4253952662
