symbol,entry_date,exit_date,entry_px,exit_px,shares,pnl,ret_pct,bars,days,mae_pct,mfe_pct,reason
MAZDOCK,2022-04-13,2022-05-13,164.39999389648438,133.75,29805,-926853.0,-18.887257,19,30,-19.768857181627308,0.7603406608318153,RULE
ADANIGREEN,2021-11-24,2022-05-16,1420.0,2234.0,3642,2.944626e+06,56.852676,117,173,-8.77464616802377,109.19014084507043,RULE
INDHOTEL,2022-03-28,2022-06-14,229.9499969482422,216.0,21006,-307085.0,-6.347913,53,78,-6.001306038227061,13.807356242729352,RULE
ADANIPOWER,2022-03-30,2022-06-17,35.400001525878906,51.70000076293945,136089,2.20047e+06,45.607697,54,79,-3.107350964417932,92.23163875292595,RULE
POWERGRID,2022-04-04,2022-06-17,165.9499969482422,157.10000610351562,28250,-263701.5,-5.6165037,51,74,-4.368785859189373,8.647186723354515,RULE
BAJAJ-AUTO,2022-07-19,2022-09-16,3878.5,3706.0,1193,-219365.0,-4.7338247,40,59,-5.246873791414208,2.8748227407502824,RULE
SIEMENS,2022-07-05,2022-09-27,1930.4000244140625,2108.050048828125,2334,400496.5,8.875645,57,84,0.0,22.676640716607864,RULE
BEL,2022-07-20,2022-09-27,86.05000305175781,101.25,53789,802480.0,17.311668,46,69,-1.2783336019802194,31.144676899364534,RULE
HAL,2022-04-01,2022-09-28,746.0,1130.0,6153,2.345437e+06,51.02078,122,180,0.0,75.20107238605898,RULE
SBIN,2022-08-03,2022-09-29,541.9000244140625,529.0,8874,-128730.0,-2.6729465,38,57,-5.646804805772154,5.932821910031993,RULE
NTPC,2022-09-16,2022-09-29,173.9499969482422,158.75,30693,-481851.0,-9.0115185,9,13,-9.198045576718638,0.0,RULE
ADANIENSOL,2022-07-15,2022-09-30,2970.39990234375,3350.0,1541,570354.5,12.441599,52,77,-2.7285822566701867,38.21034329769688,RULE
ADANIENT,2022-07-18,2022-10-04,2350.0,3131.39990234375,1957,1.5131085e+06,32.8519,53,78,-0.0170171210106429,58.19148936170213,RULE
ADANIPOWER,2022-08-05,2022-10-04,69.1500015258789,72.0,69398,183090.5,3.8095713,39,60,-4.989160522788394,25.090380464601992,RULE
SBILIFE,2022-08-01,2022-10-14,1300.0,1201.0,3691,-379256.0,-7.892126,50,74,-8.623075045072115,2.4269268329326854,RULE
VBL,2022-04-26,2022-10-18,150.10000610351562,200.0,33051,1.6318875e+06,32.845352,120,175,-7.9280537450922335,55.96268926336343,RULE
M&M,2022-05-31,2022-11-21,997.9500122070312,1218.0,4564,989137.5,21.684587,118,174,-1.5281326532852746,35.68315369159176,RULE
EICHERMOT,2022-07-08,2022-11-21,2952.0,3390.449951171875,1544,662277.0,14.508581,90,136,-0.691053602430558,30.435296448911764,RULE
TVSMOTOR,2022-06-10,2022-12-06,762.0,1017.0,5918,1.4932975e+06,33.06476,121,179,-4.1141700244012425,53.73358939263451,RULE
MARUTI,2022-08-02,2022-12-07,8985.0,8720.0,535,-155983.5,-3.2400787,85,127,-4.87479131886478,6.038949464385079,RULE
TRENT,2022-11-01,2022-12-22,1544.949951171875,1368.0,3476,-630266.5,-11.718691,36,51,-11.557003941932154,0.8155667208955553,RULE
ITC,2022-05-20,2022-12-23,239.60000610351562,286.20001220703125,18877,864779.5,19.09126,149,217,-5.884810410824414,30.19616204527886,RULE
INDHOTEL,2022-07-29,2022-12-23,264.1000061035156,298.0,17859,590362.0,12.498045,99,147,-0.4733055551350729,30.348349884198456,RULE
UNIONBANK,2022-11-21,2022-12-23,67.94999694824219,69.05999755859375,78102,70642.5,1.329112,24,32,0.0,29.109650179613578,RULE
BANKBARODA,2022-08-03,2022-12-26,110.11000061035156,156.07000732421875,43677,1.989956e+06,41.315495,97,145,-3.160478918938847,62.764508425454004,RULE
MAZDOCK,2022-09-30,2022-12-26,231.5,352.5,22103,2.6551005e+06,51.811695,58,87,0.0,97.40820734341253,RULE
CANBK,2022-10-25,2022-12-26,49.310001373291016,53.16999816894531,106556,394926.0,7.5050235,42,62,0.0,22.328124142979267,RULE
ICICIBANK,2022-10-25,2022-12-26,942.0499877929688,881.0999755859375,5577,-355170.5,-6.7501187,42,62,-6.703462045241759,1.1517474403362815,RULE
SBIN,2022-10-27,2022-12-26,583.9500122070312,574.0,9056,-105837.5,-1.9983709,41,60,-2.2604695489502613,7.115332977891575,RULE
PNB,2022-11-21,2022-12-26,44.5099983215332,48.29999923706055,119232,435290.5,8.18988,25,35,0.0,30.7796029646481,RULE
CIPLA,2022-09-28,2023-01-02,1101.0,1080.25,4619,-110957.0,-2.1785557,65,96,-2.275208794561767,6.575842362766804,RULE
CANBK,2023-01-02,2023-01-03,61.720001220703125,61.959999084472656,85384,4651.5,0.08813143,1,1,0.0,0.1620195595322782,RULE
CANBK,2023-01-03,2023-01-04,61.959999084472656,61.959999084472656,85444,-15882.0,-0.29954314,1,1,-0.0806959938659424,0.0,RULE
CANBK,2023-01-04,2023-01-05,61.959999084472656,60.369998931884766,85038,-150814.5,-2.8580368,1,1,-3.1149133855611133,0.0,RULE
BHARTIARTL,2022-10-03,2023-01-12,803.4000244140625,765.0,6300,-256741.5,-5.0649223,70,101,-4.711231699139995,5.949712016480246,RULE
VBL,2022-12-06,2023-01-16,270.3999938964844,229.10000610351562,20616,-866887.5,-15.527469,29,41,-15.994822846245016,4.585796662862118,RULE
AXISBANK,2022-10-24,2023-01-30,916.0,851.9000244140625,5726,-382221.0,-7.276404,67,98,-7.8930117677913465,5.054583820193104,RULE
PFC,2023-01-03,2023-01-30,120.69999694824219,109.1500015258789,43861,-521716.5,-9.840059,18,27,-9.77630134276083,5.592377937585602,RULE
JSWSTEEL,2022-12-30,2023-01-31,773.0,708.7000122070312,6794,-451954.0,-8.592868,21,32,-9.223801784342655,0.2975404648083657,RULE
HINDZINC,2023-01-19,2023-01-31,364.0,330.0,14474,-507183.5,-9.612232,7,12,-9.340659340659341,3.722524118947468,RULE
NESTLEIND,2022-10-21,2023-02-01,1003.0,955.0,5193,-264516.0,-5.070859,70,103,-5.194414315646812,4.067801478377375,RULE
SOLARINDS,2022-10-03,2023-02-02,3943.800048828125,3931.0,1283,-31578.0,-0.6231487,84,122,-5.744460825174002,14.010599979385653,RULE
RECLTD,2023-01-02,2023-02-15,117.80000305175781,113.30000305175781,44736,-216820.0,-4.1081486,31,44,-3.6078097537337706,6.578947197985108,RULE
SUNPHARMA,2022-10-03,2023-02-22,952.9500122070312,971.5499877929688,5311,83453.0,1.6464353,98,142,-0.8867214543038848,10.388786158421892,RULE
M&M,2023-02-01,2023-03-10,1386.550048828125,1249.0,3675,-520025.0,-10.190147,26,37,-9.981610438875578,0.10457258092488875,RULE
BRITANNIA,2023-02-03,2023-03-10,4590.0,4307.39990234375,1114,-329684.0,-6.437969,24,35,-6.498906420206973,1.0315925415304905,RULE
HDFCBANK,2023-01-24,2023-03-14,837.5,785.0999755859375,6205,-340244.5,-6.537527,33,49,-6.352240263526121,1.229849288712681,RULE
HAL,2023-03-09,2023-03-24,1434.0,1260.0,3569,-635428.5,-12.397099,11,15,-12.956767700706063,0.0,RULE
JINDALSTEL,2022-12-28,2023-03-27,572.7999877929688,530.5999755859375,9147,-401142.5,-7.6447964,61,89,-6.7562871913012135,6.494415677340548,RULE
PFC,2023-03-08,2023-03-27,129.0,117.19999694824219,39702,-483145.5,-9.4194355,13,19,-8.139534883720934,4.41860228545905,RULE
RECLTD,2023-03-10,2023-03-29,126.05000305175781,114.05000305175781,40523,-500870.5,-9.791064,13,19,-9.480368336627398,0.0,RULE
MAXHEALTH,2023-03-15,2023-04-06,466.1499938964844,415.75,10839,-560624.5,-11.0791445,14,22,-10.082591572539435,0.5470381516540668,RULE
CUMMINSIND,2022-07-19,2023-04-18,1157.0,1501.0,3999,1.3597115e+06,29.343437,183,273,-0.583405358686262,46.72428483888829,RULE
SHREECEM,2023-02-21,2023-04-28,26460.05078125,23848.0,194,-521378.0,-10.1416645,43,66,-10.257916821245704,0.4412312015770192,RULE
GODREJCP,2023-03-21,2023-05-02,961.1500244140625,911.9500122070312,5232,-272114.5,-5.403084,25,42,-5.581857467752627,2.959990682954894,RULE
DRREDDY,2023-04-03,2023-05-12,929.7999877929688,909.0,5273,-124223.0,-2.5299013,25,39,-2.516666346108465,6.861689463387544,RULE
LT,2022-12-08,2023-05-19,2120.0,2192.0,2658,174184.0,3.0864954,109,162,-2.700471698113205,12.474054300560145,RULE
SIEMENS,2023-02-08,2023-05-23,2376.050048828125,2603.050048828125,2153,472651.0,9.2255,68,104,-0.4903157023195215,24.757475133578378,RULE
HDFCBANK,2023-05-05,2023-05-26,819.5,809.5,6122,-76179.0,-1.5161514,15,21,-1.7937781826761756,2.2452744861577223,RULE
BOSCHLTD,2023-02-17,2023-08-03,18100.0,18262.25,283,30481.0,0.59417486,112,167,-1.600548169889504,9.382877244475129,RULE
ITC,2023-02-02,2023-08-04,312.75,394.6499938964844,16221,1.3112875e+06,25.80905,124,183,0.0,36.099118751873505,RULE
CHOLAFIN,2023-04-10,2023-08-04,847.7999877929688,1083.9000244140625,5789,1.350009e+06,27.465582,81,116,-3.249585773725727,40.03892629094072,RULE
INDIGO,2023-05-04,2023-08-04,2176.949951171875,2465.10009765625,2296,645605.5,12.897217,65,92,-0.8314317702105001,25.43466609665568,RULE
MAXHEALTH,2023-04-13,2023-08-07,479.0,545.1500244140625,10216,660094.5,13.469112,79,116,-8.121084320769178,29.311069815044366,RULE
BPCL,2023-05-12,2023-08-07,170.0,165.6999969482422,29623,-142296.0,-2.8213918,60,87,-4.470591825597426,6.08823888442096,RULE
MUTHOOTFIN,2023-08-08,2023-08-17,1361.050048828125,1259.0,4110,-435578.5,-7.774985,6,9,-7.707286334134611,0.29755898846626216,RULE
NESTLEIND,2023-04-27,2023-08-18,1053.300048828125,1083.4000244140625,4657,125249.5,2.5495648,78,113,0.0,9.83575152219922,RULE
BAJAJ-AUTO,2023-04-12,2023-08-28,4074.0,4473.0,1205,465346.0,9.46492,94,138,0.0,18.053510063819346,RULE
IOC,2023-05-24,2023-09-01,72.52999877929688,75.70999908447266,69882,206685.5,4.0717006,70,100,0.0,14.504349165195073,RULE
TORNTPHARM,2023-08-07,2023-09-01,2070.64990234375,1850.0,2702,-612086.5,-10.923701,18,25,-11.018275087715656,0.15455028437583174,RULE
GODREJCP,2023-05-26,2023-09-21,1032.199951171875,989.25,4976,-228807.5,-4.448104,81,118,-4.078664752710037,6.273009403506391,RULE
ULTRACEMCO,2023-02-21,2023-09-29,7444.7998046875,8200.0,690,504895.5,9.814048,149,220,-5.115646080035674,17.240890801111043,RULE
HAL,2023-05-02,2023-09-29,1469.9000244140625,1898.0,3375,1.4277875e+06,28.73764,105,150,-0.8674059315756821,39.65575989744068,RULE
ICICIBANK,2023-05-22,2023-10-05,951.0499877929688,935.2000122070312,5329,-99542.5,-1.9611418,94,136,-2.933595892646146,4.96819311355543,RULE
AXISBANK,2023-09-21,2023-10-25,1026.5999755859375,960.0,5768,-401336.5,-6.767547,22,34,-6.068574836796648,1.4075661003147832,RULE
PNB,2023-10-04,2023-10-25,80.37000274658203,68.02999877929688,74851,-940323.0,-15.607542,14,21,-15.777031071104497,0.0,RULE
INDHOTEL,2023-05-03,2023-10-26,348.3999938964844,385.25,14266,510002.5,10.245681,121,176,0.0,23.851896544006856,RULE
VBL,2023-04-05,2023-10-27,284.0,351.95001220703125,17283,1.1578935e+06,23.554838,139,205,-2.693659822705763,36.26760563380282,RULE
LT,2023-08-17,2023-10-27,2691.050048828125,2864.64990234375,2073,342596.5,6.132126,48,71,-1.9564907946361898,15.267269135129546,RULE
BAJFINANCE,2023-10-09,2023-10-27,810.0,751.0,7374,-452332.5,-7.5616894,13,18,-8.39506172839506,0.0,RULE
CIPLA,2023-08-07,2023-11-24,1195.0,1190.050048828125,4682,-39926.0,-0.7125318,75,109,-3.694562712473848,6.401673640167371,RULE
SOLARINDS,2023-08-28,2023-12-05,4615.0,6035.0,1212,1.7016785e+06,30.37752,67,99,-2.0140887391657647,60.14084507042254,RULE
MARUTI,2023-09-01,2023-12-21,9999.0,10000.0,566,-16413.0,-0.28957725,75,111,0.0,7.895291482273237,RULE
IRFC,2023-08-04,2024-02-13,44.810001373291016,128.8699951171875,123598,1.0357448e+07,186.73058,130,193,-3.7268509985763587,281.61123579416915,RULE
