label,stack,entry,entry_L,group,hard_pct,hard_atr,be_after,lock_after,lock_trail,trail_pct,trail_chand,trail_atr,rule,time_bars,time_min_gain,block_bars,book_dd_kill,cost_bps,offset,window,cagr,maxdd,calmar,sharpe,trades,win_rate,avg_win,avg_loss,expectancy,med_hold_d,worst_mae,med_mae,max_loss_streak,trades_per_yr,avg_invested,eligible,pct_STOP,pct_RULE,pct_TIME,pct_BOOKKILL,book_kills,tax_paid,cost_paid
HARD25__E189,HARD25,E189,189,hard_alone,0.25,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.35,-43.96,0.326,0.854,145,62.8,99.25,-18.53,55.383,697,-34.1,-11.1,8,7.0,0.938,True,14.5,75.2,0.0,0.0,0,20921374,1052855
HARD25__E252,HARD25,E252,252,hard_alone,0.25,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.27,-45.24,0.315,0.84,149,64.4,90.05,-16.3,52.222,701,-33.3,-10.5,7,7.2,0.934,True,10.7,79.2,0.0,0.0,0,20579054,1054656
HARD30__E189,HARD30,E189,189,hard_alone,0.3,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.36,-44.69,0.321,0.848,148,64.2,92.98,-16.99,53.601,701,-34.5,-10.3,9,7.2,0.942,True,7.4,82.4,0.0,0.0,0,20964216,1112632
HARD30__E252,HARD30,E252,252,hard_alone,0.3,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.89,-44.04,0.316,0.83,148,65.5,86.37,-16.1,51.061,701,-34.5,-10.7,5,7.2,0.929,True,7.4,82.4,0.0,0.0,0,19054144,996022
HARDATR15__E189,HARDATR15,E189,189,hard_alone,0,1.5,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,16.27,-39.73,0.409,0.895,344,26.2,118.72,-6.36,26.366,42,-13.6,-4.9,29,16.6,0.911,True,72.4,23.5,0.0,0.0,0,30779012,4046018
HARDATR15__E252,HARDATR15,E252,252,hard_alone,0,1.5,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.29,-42.26,0.315,0.811,364,26.1,100.36,-6.41,21.459,42,-20.4,-5.0,29,17.6,0.897,True,71.7,24.2,0.0,0.0,0,16825750,2784150
HARDATR20__E189,HARDATR20,E189,189,hard_alone,0,2.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.15,-38.74,0.365,0.86,276,32.6,106.33,-8.0,29.282,97,-17.8,-6.2,21,13.3,0.917,True,64.5,30.8,0.0,0.0,0,19954318,2304748
HARDATR20__E252,HARDATR20,E252,252,hard_alone,0,2.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,12.72,-43.06,0.295,0.788,296,32.8,90.06,-7.97,24.156,92,-21.1,-6.3,23,14.3,0.896,True,64.2,31.1,0.0,0.0,0,14943978,1842089
HARDATR30__E189,HARDATR30,E189,189,hard_alone,0,3.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.72,-42.62,0.322,0.828,233,39.1,102.37,-10.4,33.645,183,-28.0,-7.6,16,11.3,0.924,True,54.5,39.5,0.0,0.0,0,18442216,1837981
HARDATR30__E252,HARDATR30,E252,252,hard_alone,0,3.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,12.01,-41.96,0.286,0.746,247,38.5,86.84,-10.68,26.828,162,-33.7,-7.9,18,11.9,0.908,True,54.7,39.7,0.0,0.0,0,12907040,1530139
HARDATR40__E189,HARDATR40,E189,189,hard_alone,0,4.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,12.46,-42.58,0.293,0.768,214,43.5,90.76,-12.57,32.34,380,-30.4,-9.5,14,10.3,0.923,True,45.8,47.2,0.0,0.0,0,14273870,1352118
HARDATR40__E252,HARDATR40,E252,252,hard_alone,0,4.0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.49,-43.14,0.313,0.791,203,46.3,95.66,-12.75,37.448,401,-33.7,-9.7,15,9.8,0.919,True,40.4,51.7,0.0,0.0,0,17560986,1397186
NOSTOP_CC252__E189,NOSTOP_CC252,E189,189,reference,0,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.72,-45.14,0.326,0.859,142,66.2,97.36,-17.59,58.501,735,-59.2,-10.1,9,6.9,0.944,True,0.0,88.7,0.0,0.0,0,22498786,1048291
NOSTOP_CC252__E252,NOSTOP_CC252,E252,252,reference,0,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,14.25,-46.73,0.305,0.835,144,68.1,87.63,-15.52,54.679,737,-59.2,-10.3,6,7.0,0.934,True,0.0,88.9,0.0,0.0,0,20488332,981652
TRAIL8__E189,TRAIL8,E189,189,trail_alone,0,0,0,0,0,0.08,0,0,,0,0,0,0,15.0,,full,10.69,-24.07,0.444,0.854,1690,42.4,15.45,-6.47,2.821,35,-22.2,-4.4,21,81.7,0.646,False,99.0,0.0,0.0,0.0,0,14204467,8520988
TRAIL8__E252,TRAIL8,E252,252,trail_alone,0,0,0,0,0,0.08,0,0,,0,0,0,0,15.0,,full,10.1,-27.48,0.367,0.831,1606,42.2,15.3,-6.4,2.76,36,-22.2,-4.4,21,77.6,0.622,False,98.9,0.0,0.0,0.0,0,12162917,7511802
TRAIL10__E189,TRAIL10,E189,189,trail_alone,0,0,0,0,0,0.1,0,0,,0,0,0,0,15.0,,full,12.19,-20.84,0.585,0.956,1230,43.4,20.83,-7.74,4.662,51,-33.7,-5.3,21,59.4,0.701,True,98.6,0.0,0.0,0.0,0,19796396,7662515
TRAIL10__E252,TRAIL10,E252,252,trail_alone,0,0,0,0,0,0.1,0,0,,0,0,0,0,15.0,,full,11.27,-21.58,0.522,0.91,1182,43.1,20.33,-7.56,4.449,53,-33.7,-5.3,21,57.1,0.682,False,98.5,0.0,0.0,0.0,0,16199407,6758438
TRAIL12__E189,TRAIL12,E189,189,trail_alone,0,0,0,0,0,0.12,0,0,,0,0,0,0,15.0,,full,12.27,-25.05,0.49,0.908,945,44.1,25.24,-8.83,6.202,76,-33.7,-5.9,26,45.7,0.748,True,98.2,0.0,0.0,0.0,0,17524824,5982550
TRAIL12__E252,TRAIL12,E252,252,trail_alone,0,0,0,0,0,0.12,0,0,,0,0,0,0,15.0,,full,11.74,-22.26,0.527,0.883,914,43.4,25.37,-8.71,6.094,76,-33.7,-6.0,20,44.2,0.728,True,98.0,0.0,0.0,0.0,0,15955968,5452050
TRAIL15__E189,TRAIL15,E189,189,trail_alone,0,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.75,-27.42,0.501,0.96,623,47.8,34.12,-10.67,10.755,118,-33.7,-7.3,20,30.1,0.801,True,97.3,0.0,0.0,0.0,0,23585688,5250178
TRAIL15__E252,TRAIL15,E252,252,trail_alone,0,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.47,-25.47,0.529,0.958,602,47.0,35.13,-10.5,10.951,122,-33.7,-7.3,16,29.1,0.782,True,97.2,0.0,0.0,0.0,0,22307976,4626532
TRAIL20__E189,TRAIL20,E189,189,trail_alone,0,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,16.01,-27.61,0.58,1.041,350,51.4,59.68,-13.09,24.332,192,-24.9,-9.2,10,16.9,0.86,True,94.9,0.0,0.0,0.0,0,29504464,3385382
TRAIL20__E252,TRAIL20,E252,252,trail_alone,0,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.89,-26.77,0.594,1.039,343,53.1,57.7,-12.94,24.542,210,-25.1,-9.5,8,16.6,0.847,True,94.8,0.0,0.0,0.0,0,28424532,3122168
TRAIL25__E189,TRAIL25,E189,189,trail_alone,0,0,0,0,0,0.25,0,0,,0,0,0,0,15.0,,full,13.8,-31.27,0.441,0.931,217,58.1,73.62,-16.75,35.724,316,-28.8,-9.8,11,10.5,0.89,True,92.2,0.0,0.0,0.0,0,18787650,1485656
TRAIL25__E252,TRAIL25,E252,252,trail_alone,0,0,0,0,0,0.25,0,0,,0,0,0,0,15.0,,full,13.71,-30.21,0.454,0.938,209,57.4,74.72,-15.82,36.164,350,-33.3,-10.2,12,10.1,0.882,True,92.3,0.0,0.0,0.0,0,18425896,1399355
TRAIL30__E189,TRAIL30,E189,189,trail_alone,0,0,0,0,0,0.3,0,0,,0,0,0,0,15.0,,full,13.01,-29.8,0.436,0.874,132,59.1,121.58,-19.44,63.892,527,-34.5,-10.2,5,6.4,0.915,True,87.1,0.0,0.0,0.0,0,15969410,747183
TRAIL30__E252,TRAIL30,E252,252,trail_alone,0,0,0,0,0,0.3,0,0,,0,0,0,0,15.0,,full,12.7,-29.66,0.428,0.869,135,63.7,100.28,-20.11,56.586,581,-34.5,-11.5,5,6.5,0.908,True,87.4,0.0,0.0,0.0,0,14910981,734792
CHAND20__E189,CHAND20,E189,189,trail_alone,0,0,0,0,0,0,2.0,0,,0,0,0,0,15.0,,full,6.39,-22.8,0.281,0.618,3702,40.1,7.76,-4.24,0.564,14,-23.9,-2.5,25,178.9,0.473,False,99.9,0.0,0.0,0.0,0,5312714,12989137
CHAND20__E252,CHAND20,E252,252,trail_alone,0,0,0,0,0,0,2.0,0,,0,0,0,0,15.0,,full,6.21,-24.33,0.255,0.623,3483,40.0,7.71,-4.23,0.553,14,-23.9,-2.5,19,168.3,0.445,False,99.9,0.0,0.0,0.0,0,5199421,12027838
CHAND30__E189,CHAND30,E189,189,trail_alone,0,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,10.19,-20.45,0.498,0.823,2198,42.5,12.42,-5.76,1.962,30,-29.3,-3.5,21,106.2,0.593,False,99.6,0.0,0.0,0.0,0,13711113,11714572
CHAND30__E252,CHAND30,E252,252,trail_alone,0,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,9.77,-23.39,0.417,0.814,2092,42.4,12.2,-5.65,1.921,31,-29.3,-3.5,18,101.1,0.565,False,99.7,0.0,0.0,0.0,0,12537827,10614141
CHAND40__E189,CHAND40,E189,189,trail_alone,0,0,0,0,0,0,4.0,0,,0,0,0,0,15.0,,full,12.12,-23.68,0.512,0.9,1407,44.0,18.2,-7.13,4.017,54,-33.7,-4.5,24,68.0,0.677,True,99.1,0.0,0.0,0.0,0,20691164,9258549
CHAND40__E252,CHAND40,E252,252,trail_alone,0,0,0,0,0,0,4.0,0,,0,0,0,0,15.0,,full,11.77,-24.73,0.476,0.902,1363,43.9,18.08,-7.1,3.963,53,-33.7,-4.5,19,65.9,0.652,True,99.0,0.0,0.0,0.0,0,18941434,8606090
REF_ST_14_4__E189,REF_ST_14_4,E189,189,reference,0,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,15.28,-27.44,0.557,0.991,1004,44.8,26.6,-7.89,7.571,79,-33.7,-5.1,23,48.5,0.736,True,0.0,98.6,0.0,0.0,0,38237228,11157740
REF_ST_14_4__E252,REF_ST_14_4,E252,252,reference,0,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,14.95,-26.01,0.575,0.991,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,0.712,True,0.0,98.8,0.0,0.0,0,35493860,9970329
REF_ST_10_3__E189,REF_ST_10_3,E189,189,reference,0,0,0,0,0,0,0,0,ST_10_3,0,0,0,0,15.0,,full,13.29,-23.89,0.556,0.956,1463,41.7,19.26,-6.47,4.258,49,-33.7,-4.1,24,70.7,0.668,True,0.0,99.0,0.0,0.0,0,26861572,12424737
REF_ST_10_3__E252,REF_ST_10_3,E252,252,reference,0,0,0,0,0,0,0,0,ST_10_3,0,0,0,0,15.0,,full,13.21,-23.92,0.552,0.977,1396,42.7,18.63,-6.29,4.347,50,-33.7,-4.0,21,67.5,0.644,True,0.0,99.1,0.0,0.0,0,26146984,11568282
REF_EMA50__E189,REF_EMA50,E189,189,reference,0,0,0,0,0,0,0,0,EMA50,0,0,0,0,15.0,,full,13.04,-25.28,0.516,0.92,1491,40.1,19.3,-6.08,4.098,49,-38.7,-4.0,26,72.1,0.657,True,0.0,99.2,0.0,0.0,0,25445170,11358964
REF_EMA50__E252,REF_EMA50,E252,252,reference,0,0,0,0,0,0,0,0,EMA50,0,0,0,0,15.0,,full,12.59,-23.97,0.525,0.924,1409,40.6,18.94,-6.02,4.114,49,-38.7,-4.0,41,68.1,0.633,True,0.0,99.1,0.0,0.0,0,22842572,10218488
REF_CC42__E189,REF_CC42,E189,189,reference,0,0,0,0,0,0,0,0,CC42,0,0,0,0,15.0,,full,15.46,-31.1,0.497,0.969,872,45.4,30.23,-8.94,8.849,93,-41.8,-5.7,19,42.1,0.762,True,0.0,98.4,0.0,0.0,0,32281130,9792674
REF_CC42__E252,REF_CC42,E252,252,reference,0,0,0,0,0,0,0,0,CC42,0,0,0,0,15.0,,full,15.03,-30.3,0.496,0.958,842,47.6,27.98,-8.79,8.721,95,-41.8,-5.6,17,40.7,0.744,True,0.0,98.2,0.0,0.0,0,30073630,8935880
REF_CC63__E189,REF_CC63,E189,189,reference,0,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,16.34,-33.85,0.483,0.963,605,47.6,40.38,-10.16,13.897,140,-47.4,-6.6,23,29.2,0.822,True,0.0,97.4,0.0,0.0,0,32674580,7492972
REF_CC63__E252,REF_CC63,E252,252,reference,0,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,15.94,-33.68,0.473,0.951,593,49.4,38.41,-10.34,13.75,141,-47.4,-7.0,19,28.7,0.804,True,0.0,97.3,0.0,0.0,0,29636136,7084239
REF_CC126__E189,REF_CC126,E189,189,reference,0,0,0,0,0,0,0,0,CC126,0,0,0,0,15.0,,full,16.62,-40.66,0.409,0.946,310,50.6,67.96,-13.96,27.531,290,-49.0,-8.8,9,15.0,0.902,True,0.0,94.5,0.0,0.0,0,31873548,4356867
REF_CC126__E252,REF_CC126,E252,252,reference,0,0,0,0,0,0,0,0,CC126,0,0,0,0,15.0,,full,16.21,-40.09,0.404,0.951,304,49.7,68.85,-12.95,27.68,283,-49.0,-9.2,11,14.7,0.886,True,0.0,94.1,0.0,0.0,0,29375608,3862628
H10+TRAIL15__E189,H10+TRAIL15,E189,189,combo,0.1,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,12.94,-26.38,0.49,0.929,688,42.0,34.81,-9.47,9.134,91,-33.7,-7.4,21,33.3,0.787,True,97.7,0.0,0.0,0.0,0,18756854,5174252
H10+TRAIL15__E252,H10+TRAIL15,E252,252,combo,0.1,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,12.62,-24.54,0.514,0.914,670,43.4,33.41,-9.44,9.17,93,-33.7,-7.3,17,32.4,0.769,True,97.6,0.0,0.0,0.0,0,20016306,4934470
H10+TRAIL20__E189,H10+TRAIL20,E189,189,combo,0.1,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.49,-27.04,0.573,1.029,439,41.5,60.33,-10.36,18.948,122,-24.9,-9.0,23,21.2,0.846,True,96.1,0.0,0.0,0.0,0,26277714,4164140
H10+TRAIL20__E252,H10+TRAIL20,E252,252,combo,0.1,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.39,-28.09,0.548,1.02,449,40.8,60.69,-10.55,18.486,126,-33.7,-9.0,21,21.7,0.827,True,96.2,0.0,0.0,0.0,0,25621100,4221847
H10+CHAND30__E189,H10+CHAND30,E189,189,combo,0.1,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,9.87,-20.13,0.49,0.816,2219,42.0,12.43,-5.77,1.872,30,-29.3,-3.5,21,107.3,0.592,False,99.6,0.0,0.0,0.0,0,12749854,10958785
H10+CHAND30__E252,H10+CHAND30,E252,252,combo,0.1,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,9.76,-23.25,0.42,0.83,2102,42.2,12.21,-5.6,1.908,31,-29.3,-3.5,18,101.6,0.564,False,99.7,0.0,0.0,0.0,0,12553358,10484808
H10+ST_14_4__E189,H10+ST_14_4,E189,189,combo,0.1,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,14.55,-25.2,0.577,0.951,1060,42.7,26.26,-7.7,6.814,72,-33.7,-5.2,20,51.2,0.727,True,21.1,77.6,0.0,0.0,0,33023226,10282052
H10+ST_14_4__E252,H10+ST_14_4,E252,252,combo,0.1,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,14.15,-26.89,0.526,0.953,1014,43.5,25.5,-7.65,6.77,74,-33.7,-5.3,16,49.0,0.705,True,20.2,78.6,0.0,0.0,0,29995678,9566558
H10+CC63__E189,H10+CC63,E189,189,combo,0.1,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,15.64,-34.53,0.453,0.904,698,42.1,39.67,-9.19,11.389,109,-25.6,-6.9,27,33.7,0.799,True,33.2,64.5,0.0,0.0,0,27885998,7685074
H10+CC63__E252,H10+CC63,E252,252,combo,0.1,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,15.23,-33.37,0.457,0.897,671,44.4,37.41,-9.36,11.409,119,-22.1,-7.0,20,32.4,0.781,True,32.8,65.0,0.0,0.0,0,25193074,6942701
H10+CC252__E189,H10+CC252,E189,189,combo,0.1,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.72,-42.37,0.324,0.842,227,38.3,108.14,-10.52,34.959,190,-29.2,-10.1,23,11.0,0.923,True,53.3,40.5,0.0,0.0,0,18375840,1721807
H10+CC252__E252,H10+CC252,E252,252,combo,0.1,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,13.62,-42.94,0.317,0.824,227,40.5,98.53,-10.68,33.578,239,-20.4,-10.0,19,11.0,0.912,True,51.1,42.3,0.0,0.0,0,18059606,1536704
H15+TRAIL15__E189,H15+TRAIL15,E189,189,combo,0.15,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.75,-27.42,0.501,0.96,623,47.8,34.12,-10.67,10.755,118,-33.7,-7.3,20,30.1,0.801,True,97.3,0.0,0.0,0.0,0,23585688,5250178
H15+TRAIL15__E252,H15+TRAIL15,E252,252,combo,0.15,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.47,-25.47,0.529,0.958,602,47.0,35.13,-10.5,10.951,122,-33.7,-7.3,16,29.1,0.782,True,97.2,0.0,0.0,0.0,0,22307976,4626532
H15+TRAIL20__E189,H15+TRAIL20,E189,189,combo,0.15,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.58,-26.96,0.578,1.027,369,48.8,59.74,-12.73,22.621,163,-24.9,-9.2,12,17.8,0.856,True,95.4,0.0,0.0,0.0,0,27285936,3461919
H15+TRAIL20__E252,H15+TRAIL20,E252,252,combo,0.15,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.58,-27.3,0.571,1.028,366,49.7,58.33,-12.72,22.612,172,-24.9,-9.3,10,17.7,0.839,True,95.4,0.0,0.0,0.0,0,26809296,3264668
H15+CHAND30__E189,H15+CHAND30,E189,189,combo,0.15,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,10.14,-20.46,0.496,0.82,2199,42.5,12.41,-5.77,1.951,30,-29.3,-3.5,21,106.3,0.593,False,99.6,0.0,0.0,0.0,0,13562891,11613398
H15+CHAND30__E252,H15+CHAND30,E252,252,combo,0.15,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,9.68,-23.39,0.414,0.809,2094,42.4,12.19,-5.66,1.9,31,-29.3,-3.5,18,101.2,0.565,False,99.7,0.0,0.0,0.0,0,12288636,10450774
H15+ST_14_4__E189,H15+ST_14_4,E189,189,combo,0.15,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,15.14,-26.96,0.562,0.982,1010,45.0,26.19,-7.86,7.445,79,-33.7,-5.2,20,48.8,0.734,True,5.2,93.4,0.0,0.0,0,37144648,10990058
H15+ST_14_4__E252,H15+ST_14_4,E252,252,combo,0.15,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,14.94,-25.82,0.579,0.992,957,46.1,25.44,-7.81,7.514,82,-33.7,-5.2,12,46.3,0.711,True,4.5,94.4,0.0,0.0,0,35529796,10083262
H15+CC63__E189,H15+CC63,E189,189,combo,0.15,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,16.4,-32.87,0.499,0.975,622,46.9,40.49,-10.14,13.625,137,-24.5,-6.6,24,30.1,0.815,True,12.7,84.7,0.0,0.0,0,33081736,7430917
H15+CC63__E252,H15+CC63,E252,252,combo,0.15,0,0,0,0,0,0,0,CC63,0,0,0,0,15.0,,full,15.42,-32.51,0.474,0.932,612,47.7,38.51,-10.44,12.913,138,-24.5,-6.9,18,29.6,0.797,True,12.7,84.6,0.0,0.0,0,26337922,6747582
H15+CC252__E189,H15+CC252,E189,189,combo,0.15,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,16.19,-43.49,0.372,0.895,174,54.6,104.06,-14.07,50.424,557,-30.4,-9.9,12,8.4,0.929,True,33.9,58.0,0.0,0.0,0,30055748,1602150
H15+CC252__E252,H15+CC252,E252,252,combo,0.15,0,0,0,0,0,0,0,CC252,0,0,0,0,15.0,,full,12.88,-43.48,0.296,0.787,183,54.6,80.12,-14.4,37.248,549,-35.4,-10.1,13,8.8,0.918,True,32.2,60.1,0.0,0.0,0,15503868,1085596
H20+TRAIL15__E189,H20+TRAIL15,E189,189,combo,0.2,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.75,-27.42,0.501,0.96,623,47.8,34.12,-10.67,10.755,118,-33.7,-7.3,20,30.1,0.801,True,97.3,0.0,0.0,0.0,0,23585688,5250178
H20+TRAIL15__E252,H20+TRAIL15,E252,252,combo,0.2,0,0,0,0,0.15,0,0,,0,0,0,0,15.0,,full,13.47,-25.47,0.529,0.958,602,47.0,35.13,-10.5,10.951,122,-33.7,-7.3,16,29.1,0.782,True,97.2,0.0,0.0,0.0,0,22307976,4626532
H20+TRAIL20__E189,H20+TRAIL20,E189,189,combo,0.2,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,16.01,-27.61,0.58,1.041,350,51.4,59.68,-13.09,24.332,192,-24.9,-9.2,10,16.9,0.86,True,94.9,0.0,0.0,0.0,0,29504464,3385382
H20+TRAIL20__E252,H20+TRAIL20,E252,252,combo,0.2,0,0,0,0,0.2,0,0,,0,0,0,0,15.0,,full,15.89,-26.77,0.594,1.039,343,53.1,57.7,-12.94,24.542,210,-25.1,-9.5,8,16.6,0.847,True,94.8,0.0,0.0,0.0,0,28424532,3122168
H20+CHAND30__E189,H20+CHAND30,E189,189,combo,0.2,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,10.19,-20.45,0.498,0.823,2198,42.5,12.42,-5.76,1.962,30,-29.3,-3.5,21,106.2,0.593,False,99.6,0.0,0.0,0.0,0,13711113,11714572
H20+CHAND30__E252,H20+CHAND30,E252,252,combo,0.2,0,0,0,0,0,3.0,0,,0,0,0,0,15.0,,full,9.77,-23.39,0.417,0.814,2092,42.4,12.2,-5.65,1.921,31,-29.3,-3.5,18,101.1,0.565,False,99.7,0.0,0.0,0.0,0,12537827,10614141
H20+ST_14_4__E189,H20+ST_14_4,E189,189,combo,0.2,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,15.13,-27.12,0.558,0.982,1008,44.6,26.49,-7.88,7.466,78,-33.7,-5.2,23,48.7,0.736,True,1.4,97.2,0.0,0.0,0,37127004,10882561
H20+ST_14_4__E252,H20+ST_14_4,E252,252,combo,0.2,0,0,0,0,0,0,0,ST_14_4,0,0,0,0,15.0,,full,15.02,-25.74,0.584,0.995,949,46.3,25.58,-7.84,7.619,84,-33.7,-5.2,12,45.9,0.713,True,0.9,97.9,0.0,0.0,0,36026692,10095365
