label,phase,uni,entry_L,entry_ref,buffer,ath_within,new_ath,exit,slots,gate,cost_bps,seed,window,tax,cagr,maxdd,calmar,sharpe,final,years,trades,win_rate,avg_win,avg_loss,expectancy,med_hold_d,worst_mae,med_mae,max_loss_streak,trades_per_yr,tax_paid,cost_paid,avg_invested
AX_slots10_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,10,none,15.0,,full,True,15.44,-32.81,0.471,0.847,193847222.0,20.69,551,45.7,25.54,-8.09,7.291,81,-24.7,-5.5,20,26.6,39556320,13382450,0.795
AX_slots15_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,15,none,15.0,,full,True,16.35,-27.49,0.595,0.986,228501542.0,20.69,771,46.8,26.3,-8.11,7.999,82,-33.7,-5.3,13,37.3,47527556,13298775,0.764
AX_slots20_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,14.95,-26.01,0.575,0.991,178102447.0,20.69,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,35493860,9970329,0.712
AX_slots30_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,30,none,15.0,,full,True,12.98,-25.06,0.518,0.97,124779469.0,20.69,1260,45.6,24.52,-7.65,7.005,82,-33.7,-4.9,17,60.9,22185700,6671082,0.619
AX_slots100_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,100,none,15.0,,full,True,8.12,-9.9,0.821,1.451,50297165.0,20.69,1563,45.0,24.42,-7.71,6.744,78,-33.7,-4.8,18,75.5,4649564,1299314,0.234
AX_unin50_L252_close_ST_14_4,axes,n50,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,10.21,-23.41,0.436,0.831,74548576.0,20.69,810,44.6,21.35,-7.36,5.431,84,-29.3,-4.9,16,39.1,11119745,4417100,0.588
AX_uninn50_L252_close_ST_14_4,axes,nn50,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,13.07,-24.79,0.527,1.063,126949203.0,20.69,562,46.6,29.88,-8.34,9.48,81,-33.7,-5.0,12,27.2,22788380,4324100,0.431
AX_unin100_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,14.95,-26.01,0.575,0.991,178102447.0,20.69,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,35493860,9970329,0.712
AX_unin500_L252_close_ST_14_4,axes,n500,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,18.0,-34.09,0.528,0.989,306122723.0,20.69,1090,46.2,30.92,-10.47,8.667,83,-30.0,-6.8,20,52.7,63310124,17229526,0.848
AX_unipit100_L252_close_ST_14_4,axes,pit100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,10.77,-32.35,0.333,0.716,82780022.0,20.69,1080,42.6,23.36,-8.81,4.896,75,-63.0,-5.6,27,52.2,14683899,6441625,0.743
AX_unipit50_L252_close_ST_14_4,axes,pit50,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,7.9,-29.61,0.267,0.603,48062616.0,20.69,884,43.2,19.65,-8.52,3.653,76,-33.7,-5.4,16,42.7,6370943,3823719,0.585
AX_gatenone_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,14.95,-26.01,0.575,0.991,178102447.0,20.69,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,35493860,9970329,0.712
AX_gatenb200_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,nb200,15.0,,full,True,14.48,-25.6,0.566,0.977,163794912.0,20.69,892,46.4,25.61,-7.84,7.686,81,-27.3,-5.0,12,43.1,31201340,8879560,0.663
AX_gatenb100_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,nb100,15.0,,full,True,14.05,-25.36,0.554,0.959,151434476.0,20.69,898,46.5,24.88,-7.94,7.34,80,-26.9,-5.1,11,43.4,28469630,8216706,0.661
AX_buf0_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,14.95,-26.01,0.575,0.991,178102447.0,20.69,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,35493860,9970329,0.712
AX_buf1_L252_close_ST_14_4,axes,n100,252,close,0.01,,False,ST_14_4,20,none,15.0,,full,True,14.68,-24.73,0.594,1.0,170196240.0,20.69,891,47.8,25.12,-7.98,7.845,87,-33.7,-5.2,16,43.1,32570364,9153565,0.687
AX_buf3_L252_close_ST_14_4,axes,n100,252,close,0.03,,False,ST_14_4,20,none,15.0,,full,True,13.7,-25.73,0.532,0.978,142413640.0,20.69,686,49.4,27.08,-8.96,8.847,90,-29.3,-5.3,12,33.2,25652714,5266388,0.53
AX_ath5_L252_close_ST_14_4,axes,n100,252,close,0.0,0.05,False,ST_14_4,20,none,15.0,,full,True,14.33,-27.0,0.531,0.979,159471620.0,20.69,867,46.5,25.15,-7.59,7.627,82,-33.7,-4.9,13,41.9,29671596,8943623,0.651
AX_athnew_L252_close_ST_14_4,axes,n100,252,close,0.0,,True,ST_14_4,20,none,15.0,,full,True,14.32,-29.83,0.48,0.981,159089378.0,20.69,845,47.8,24.5,-7.66,7.717,81,-33.7,-4.9,10,40.8,29379614,8723536,0.633
AX_cost0_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,0.0,,full,True,15.56,-25.79,0.603,1.025,198837766.0,20.69,951,46.7,25.65,-7.71,7.864,84,-33.7,-5.2,11,46.0,40187512,0,0.713
AX_cost15_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,15.0,,full,True,14.95,-26.01,0.575,0.991,178102447.0,20.69,949,46.0,25.67,-7.86,7.582,84,-33.7,-5.2,12,45.9,35493860,9970329,0.712
AX_cost30_L252_close_ST_14_4,axes,n100,252,close,0.0,,False,ST_14_4,20,none,30.0,,full,True,14.36,-26.23,0.548,0.958,160172185.0,20.69,947,45.0,25.95,-7.93,7.312,84,-33.7,-5.2,13,45.8,31493794,18455220,0.712
