venue,day,expiry,dte_cal,arm,start,dur,end,clamped,strike,spot0,credit,exit_hm,exit_comb,reason,gross,net,mae_full_rs,mae_exit_rs,und_exc_pts,und_exc_bp
NIFTY,2026-05-08,2026-05-12,4,SL20,09:20,45,10:05,0,24200,24219.3,327.95,10:05,332.25,TIME,-280,-530,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:20,60,10:20,0,24200,24219.3,327.95,10:20,329.0,TIME,-68,-318,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:20,90,10:50,0,24200,24219.3,327.95,10:50,326.25,TIME,110,-140,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:20,120,11:20,0,24200,24219.3,327.95,11:20,320.95,TIME,455,205,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:20,HOLD,15:20,0,24200,24219.3,327.95,15:20,292.55,TIME,2301,2051,955,955,87.0,35.9
NIFTY,2026-05-08,2026-05-12,4,SL20,09:35,45,10:20,0,24200,24207.15,333.75,10:20,329.0,TIME,309,59,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:35,60,10:35,0,24200,24207.15,333.75,10:35,327.65,TIME,397,147,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:35,90,11:05,0,24200,24207.15,333.75,11:05,324.75,TIME,585,335,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:35,120,11:35,0,24200,24207.15,333.75,11:35,320.55,TIME,858,608,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,SL20,09:35,HOLD,15:20,0,24200,24207.15,333.75,15:20,292.55,TIME,2678,2428,228,228,74.9,30.9
NIFTY,2026-05-08,2026-05-12,4,SL20,09:50,45,10:35,0,24150,24168.55,337.0,10:35,336.25,TIME,49,-201,231,231,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,SL20,09:50,60,10:50,0,24150,24168.55,337.0,10:50,334.0,TIME,195,-55,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,SL20,09:50,90,11:20,0,24150,24168.55,337.0,11:20,327.2,TIME,637,387,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,SL20,09:50,120,11:50,0,24150,24168.55,337.0,11:50,322.25,TIME,959,709,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,SL20,09:50,HOLD,15:20,0,24150,24168.55,337.0,15:20,298.3,TIME,2516,2266,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,SL20,10:05,45,10:50,0,24200,24194.25,332.25,10:50,326.25,TIME,390,140,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,SL20,10:05,60,11:05,0,24200,24194.25,332.25,11:05,324.75,TIME,488,238,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,SL20,10:05,90,11:35,0,24200,24194.25,332.25,11:35,320.55,TIME,760,510,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,SL20,10:05,120,12:05,0,24200,24194.25,332.25,12:05,316.6,TIME,1017,767,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,SL20,10:05,HOLD,15:20,0,24200,24194.25,332.25,15:20,292.55,TIME,2581,2331,0,0,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,SL20,10:20,45,11:05,0,24200,24206.8,329.0,11:05,324.75,TIME,276,26,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,SL20,10:20,60,11:20,0,24200,24206.8,329.0,11:20,320.95,TIME,523,273,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,SL20,10:20,90,11:50,0,24200,24206.8,329.0,11:50,317.95,TIME,718,468,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,SL20,10:20,120,12:20,0,24200,24206.8,329.0,12:20,317.0,TIME,780,530,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,SL20,10:20,HOLD,15:20,0,24200,24206.8,329.0,15:20,292.55,TIME,2369,2119,176,176,74.5,30.8
NIFTY,2026-05-08,2026-05-12,4,SL20,10:35,45,11:20,0,24250,24232.3,324.55,11:20,320.6,TIME,257,7,198,198,36.3,15.0
NIFTY,2026-05-08,2026-05-12,4,SL20,10:35,60,11:35,0,24250,24232.3,324.55,11:35,321.0,TIME,231,-19,198,198,45.8,18.9
NIFTY,2026-05-08,2026-05-12,4,SL20,10:35,90,12:05,0,24250,24232.3,324.55,12:05,316.35,TIME,533,283,198,198,45.8,18.9
NIFTY,2026-05-08,2026-05-12,4,SL20,10:35,120,12:35,0,24250,24232.3,324.55,12:35,320.45,TIME,267,17,198,198,61.5,25.4
NIFTY,2026-05-08,2026-05-12,4,SL20,10:35,HOLD,15:20,0,24250,24232.3,324.55,15:20,292.95,TIME,2054,1804,260,260,100.0,41.3
NIFTY,2026-05-08,2026-05-12,4,SL20,10:50,45,11:35,0,24200,24222.4,326.25,11:35,320.55,TIME,370,120,188,188,35.9,14.8
NIFTY,2026-05-08,2026-05-12,4,SL20,10:50,60,11:50,0,24200,24222.4,326.25,11:50,317.95,TIME,539,289,188,188,35.9,14.8
NIFTY,2026-05-08,2026-05-12,4,SL20,10:50,90,12:20,0,24200,24222.4,326.25,12:20,317.0,TIME,601,351,188,188,49.8,20.5
NIFTY,2026-05-08,2026-05-12,4,SL20,10:50,120,12:50,0,24200,24222.4,326.25,12:50,317.85,TIME,546,296,188,188,68.0,28.1
NIFTY,2026-05-08,2026-05-12,4,SL20,10:50,HOLD,15:20,0,24200,24222.4,326.25,15:20,292.55,TIME,2191,1941,188,188,90.2,37.2
NIFTY,2026-05-08,2026-05-12,4,SL20,11:05,45,11:50,0,24250,24225.25,322.75,11:50,317.95,TIME,312,62,133,133,38.7,16.0
NIFTY,2026-05-08,2026-05-12,4,SL20,11:05,60,12:05,0,24250,24225.25,322.75,12:05,316.35,TIME,416,166,133,133,38.7,16.0
NIFTY,2026-05-08,2026-05-12,4,SL20,11:05,90,12:35,0,24250,24225.25,322.75,12:35,320.45,TIME,150,-100,133,133,54.4,22.5
NIFTY,2026-05-08,2026-05-12,4,SL20,11:05,120,13:05,0,24250,24225.25,322.75,13:05,323.25,TIME,-32,-282,377,377,70.8,29.2
NIFTY,2026-05-08,2026-05-12,4,SL20,11:05,HOLD,15:20,0,24250,24225.25,322.75,15:20,292.95,TIME,1937,1687,377,377,93.0,38.4
NIFTY,2026-05-08,2026-05-12,4,SL20,11:20,45,12:05,0,24200,24212.5,320.95,12:05,316.6,TIME,283,33,68,68,26.0,10.7
NIFTY,2026-05-08,2026-05-12,4,SL20,11:20,60,12:20,0,24200,24212.5,320.95,12:20,317.0,TIME,257,7,68,68,39.8,16.5
NIFTY,2026-05-08,2026-05-12,4,SL20,11:20,90,12:50,0,24200,24212.5,320.95,12:50,317.85,TIME,202,-48,94,94,58.1,24.0
NIFTY,2026-05-08,2026-05-12,4,SL20,11:20,120,13:20,0,24200,24212.5,320.95,13:20,316.3,TIME,302,52,94,94,58.1,24.0
NIFTY,2026-05-08,2026-05-12,4,SL20,11:20,HOLD,15:20,0,24200,24212.5,320.95,15:20,292.55,TIME,1846,1596,94,94,80.2,33.1
NIFTY,2026-05-08,2026-05-12,4,SL20,11:35,45,12:20,0,24200,24207.5,320.55,12:20,317.0,TIME,231,-19,0,0,34.8,14.4
NIFTY,2026-05-08,2026-05-12,4,SL20,11:35,60,12:35,0,24200,24207.5,320.55,12:35,317.25,TIME,215,-35,0,0,36.7,15.1
NIFTY,2026-05-08,2026-05-12,4,SL20,11:35,90,13:05,0,24200,24207.5,320.55,13:05,317.3,TIME,211,-39,120,120,53.1,21.9
NIFTY,2026-05-08,2026-05-12,4,SL20,11:35,120,13:35,0,24200,24207.5,320.55,13:35,311.0,TIME,621,371,120,120,53.1,21.9
NIFTY,2026-05-08,2026-05-12,4,SL20,11:35,HOLD,15:20,0,24200,24207.5,320.55,15:20,292.55,TIME,1820,1570,120,120,75.2,31.1
NIFTY,2026-05-08,2026-05-12,4,SL20,11:50,45,12:35,0,24200,24199.85,317.95,12:35,317.25,TIME,46,-204,104,104,29.0,12.0
NIFTY,2026-05-08,2026-05-12,4,SL20,11:50,60,12:50,0,24200,24199.85,317.95,12:50,317.85,TIME,7,-243,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,SL20,11:50,90,13:20,0,24200,24199.85,317.95,13:20,316.3,TIME,107,-143,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,SL20,11:50,120,13:50,0,24200,24199.85,317.95,13:50,308.45,TIME,618,368,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,SL20,11:50,HOLD,15:20,0,24200,24199.85,317.95,15:20,292.55,TIME,1651,1401,289,289,67.6,27.9
NIFTY,2026-05-08,2026-05-12,4,SL20,12:05,45,12:50,0,24200,24200.9,316.6,12:50,317.85,TIME,-81,-331,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,SL20,12:05,60,13:05,0,24200,24200.9,316.6,13:05,317.3,TIME,-45,-295,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,SL20,12:05,90,13:35,0,24200,24200.9,316.6,13:35,311.0,TIME,364,114,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,SL20,12:05,120,14:05,0,24200,24200.9,316.6,14:05,314.45,TIME,140,-110,377,377,68.7,28.4
NIFTY,2026-05-08,2026-05-12,4,SL20,12:05,HOLD,15:20,0,24200,24200.9,316.6,15:20,292.55,TIME,1563,1313,377,377,68.7,28.4
NIFTY,2026-05-08,2026-05-12,4,SL20,12:20,45,13:05,0,24200,24188.6,317.0,13:05,317.3,TIME,-19,-269,351,351,34.2,14.1
NIFTY,2026-05-08,2026-05-12,4,SL20,12:20,60,13:20,0,24200,24188.6,317.0,13:20,316.3,TIME,46,-204,351,351,34.2,14.1
NIFTY,2026-05-08,2026-05-12,4,SL20,12:20,90,13:50,0,24200,24188.6,317.0,13:50,308.45,TIME,556,306,351,351,34.2,14.1
NIFTY,2026-05-08,2026-05-12,4,SL20,12:20,120,14:20,0,24200,24188.6,317.0,14:20,309.95,TIME,458,208,351,351,56.3,23.3
NIFTY,2026-05-08,2026-05-12,4,SL20,12:20,HOLD,15:20,0,24200,24188.6,317.0,15:20,292.55,TIME,1589,1339,351,351,56.3,23.3
NIFTY,2026-05-08,2026-05-12,4,SL20,12:35,45,13:20,0,24200,24177.6,317.25,13:20,316.3,TIME,62,-188,335,335,23.2,9.6
NIFTY,2026-05-08,2026-05-12,4,SL20,12:35,60,13:35,0,24200,24177.6,317.25,13:35,311.0,TIME,406,156,335,335,23.2,9.6
NIFTY,2026-05-08,2026-05-12,4,SL20,12:35,90,14:05,0,24200,24177.6,317.25,14:05,314.45,TIME,182,-68,335,335,45.3,18.8
NIFTY,2026-05-08,2026-05-12,4,SL20,12:35,120,14:35,0,24200,24177.6,317.25,14:35,307.5,TIME,634,384,335,335,45.3,18.8
NIFTY,2026-05-08,2026-05-12,4,SL20,12:35,HOLD,15:20,0,24200,24177.6,317.25,15:20,292.55,TIME,1606,1356,335,335,60.5,25.0
NIFTY,2026-05-08,2026-05-12,4,SL20,12:50,45,13:35,0,24150,24170.45,318.45,13:35,315.25,TIME,208,-42,175,175,24.9,10.3
NIFTY,2026-05-08,2026-05-12,4,SL20,12:50,60,13:50,0,24150,24170.45,318.45,13:50,310.8,TIME,497,247,175,175,24.9,10.3
NIFTY,2026-05-08,2026-05-12,4,SL20,12:50,90,14:20,0,24150,24170.45,318.45,14:20,309.15,TIME,605,355,175,175,38.2,15.8
NIFTY,2026-05-08,2026-05-12,4,SL20,12:50,120,14:50,0,24150,24170.45,318.45,14:50,316.0,TIME,159,-91,175,175,62.7,25.9
NIFTY,2026-05-08,2026-05-12,4,SL20,12:50,HOLD,15:20,0,24150,24170.45,318.45,15:20,298.3,TIME,1310,1060,175,175,67.6,28.0
NIFTY,2026-05-08,2026-05-12,4,SL20,13:05,45,13:50,0,24150,24158.7,317.4,13:50,310.8,TIME,429,179,104,104,36.6,15.2
NIFTY,2026-05-08,2026-05-12,4,SL20,13:05,60,14:05,0,24150,24158.7,317.4,14:05,312.7,TIME,305,55,104,104,36.6,15.2
NIFTY,2026-05-08,2026-05-12,4,SL20,13:05,90,14:35,0,24150,24158.7,317.4,14:35,311.8,TIME,364,114,104,104,43.8,18.1
NIFTY,2026-05-08,2026-05-12,4,SL20,13:05,120,15:05,0,24150,24158.7,317.4,15:05,297.35,TIME,1303,1053,104,104,79.3,32.8
NIFTY,2026-05-08,2026-05-12,4,SL20,13:05,HOLD,15:20,0,24150,24158.7,317.4,15:20,298.3,TIME,1242,992,104,104,79.3,32.8
NIFTY,2026-05-08,2026-05-12,4,SL20,13:20,45,14:05,0,24150,24162.95,317.45,14:05,312.7,TIME,309,59,16,16,32.4,13.4
NIFTY,2026-05-08,2026-05-12,4,SL20,13:20,60,14:20,0,24150,24162.95,317.45,14:20,309.15,TIME,540,290,16,16,32.4,13.4
NIFTY,2026-05-08,2026-05-12,4,SL20,13:20,90,14:50,0,24150,24162.95,317.45,14:50,316.0,TIME,94,-156,55,55,70.2,29.1
NIFTY,2026-05-08,2026-05-12,4,SL20,13:20,120,15:20,0,24150,24162.95,317.45,15:20,298.3,TIME,1245,995,62,62,75.1,31.1
NIFTY,2026-05-08,2026-05-12,4,SL20,13:20,HOLD,15:20,0,24150,24162.95,317.45,15:20,298.3,TIME,1245,995,62,62,75.1,31.1
NIFTY,2026-05-08,2026-05-12,4,SL20,13:35,45,14:20,0,24200,24184.4,311.0,14:20,309.95,TIME,68,-182,452,452,52.2,21.6
NIFTY,2026-05-08,2026-05-12,4,SL20,13:35,60,14:35,0,24200,24184.4,311.0,14:35,307.5,TIME,228,-22,452,452,52.2,21.6
NIFTY,2026-05-08,2026-05-12,4,SL20,13:35,90,15:05,0,24200,24184.4,311.0,15:05,291.95,TIME,1238,988,452,452,53.6,22.2
NIFTY,2026-05-08,2026-05-12,4,SL20,13:35,120,15:20,1,24200,24184.4,311.0,15:20,292.55,TIME,1199,949,452,452,53.6,22.2
NIFTY,2026-05-08,2026-05-12,4,SL20,13:35,HOLD,15:20,0,24200,24184.4,311.0,15:20,292.55,TIME,1199,949,452,452,53.6,22.2
NIFTY,2026-05-08,2026-05-12,4,SL20,13:50,45,14:35,0,24150,24173.65,310.8,14:35,311.8,TIME,-65,-315,244,244,41.4,17.1
NIFTY,2026-05-08,2026-05-12,4,SL20,13:50,60,14:50,0,24150,24173.65,310.8,14:50,316.0,TIME,-338,-588,488,488,59.5,24.6
NIFTY,2026-05-08,2026-05-12,4,SL20,13:50,90,15:20,0,24150,24173.65,310.8,15:20,298.3,TIME,812,562,494,494,64.4,26.6
NIFTY,2026-05-08,2026-05-12,4,SL20,13:50,120,15:20,1,24150,24173.65,310.8,15:20,298.3,TIME,812,562,494,494,64.4,26.6
NIFTY,2026-05-08,2026-05-12,4,SL20,13:50,HOLD,15:20,0,24150,24173.65,310.8,15:20,298.3,TIME,812,562,494,494,64.4,26.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:05,45,14:50,0,24150,24145.6,312.7,14:50,316.0,TIME,-214,-464,364,364,87.6,36.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:05,60,15:05,0,24150,24145.6,312.7,15:05,297.35,TIME,998,748,370,370,92.5,38.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:05,90,15:20,1,24150,24145.6,312.7,15:20,298.3,TIME,936,686,370,370,92.5,38.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:05,120,15:20,1,24150,24145.6,312.7,15:20,298.3,TIME,936,686,370,370,92.5,38.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:05,HOLD,15:20,0,24150,24145.6,312.7,15:20,298.3,TIME,936,686,370,370,92.5,38.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:20,45,15:05,0,24150,24147.2,309.15,15:05,297.35,TIME,767,517,601,601,90.8,37.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:20,60,15:20,0,24150,24147.2,309.15,15:20,298.3,TIME,705,455,601,601,90.8,37.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:20,90,15:20,1,24150,24147.2,309.15,15:20,298.3,TIME,705,455,601,601,90.8,37.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:20,120,15:20,1,24150,24147.2,309.15,15:20,298.3,TIME,705,455,601,601,90.8,37.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:20,HOLD,15:20,0,24150,24147.2,309.15,15:20,298.3,TIME,705,455,601,601,90.8,37.6
NIFTY,2026-05-08,2026-05-12,4,SL20,14:30,45,15:15,0,24150,24169.65,307.95,15:15,298.7,TIME,601,351,679,679,68.4,28.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:30,60,15:20,1,24150,24169.65,307.95,15:20,298.3,TIME,627,377,679,679,68.4,28.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:30,90,15:20,1,24150,24169.65,307.95,15:20,298.3,TIME,627,377,679,679,68.4,28.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:30,120,15:20,1,24150,24169.65,307.95,15:20,298.3,TIME,627,377,679,679,68.4,28.3
NIFTY,2026-05-08,2026-05-12,4,SL20,14:30,HOLD,15:20,0,24150,24169.65,307.95,15:20,298.3,TIME,627,377,679,679,68.4,28.3
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:20,45,10:05,0,24200,24219.3,327.95,10:05,332.25,TIME,-280,-530,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:20,60,10:20,0,24200,24219.3,327.95,10:20,329.0,TIME,-68,-318,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:20,90,10:50,0,24200,24219.3,327.95,10:50,326.25,TIME,110,-140,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:20,120,11:20,0,24200,24219.3,327.95,11:20,320.95,TIME,455,205,955,955,74.1,30.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:20,HOLD,15:20,0,24200,24219.3,327.95,15:20,292.55,TIME,2301,2051,955,955,87.0,35.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:35,45,10:20,0,24200,24207.15,333.75,10:20,329.0,TIME,309,59,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:35,60,10:35,0,24200,24207.15,333.75,10:35,327.65,TIME,397,147,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:35,90,11:05,0,24200,24207.15,333.75,11:05,324.75,TIME,585,335,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:35,120,11:35,0,24200,24207.15,333.75,11:35,320.55,TIME,858,608,228,228,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:35,HOLD,15:20,0,24200,24207.15,333.75,15:20,292.55,TIME,2678,2428,228,228,74.9,30.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:50,45,10:35,0,24150,24168.55,337.0,10:35,336.25,TIME,49,-201,231,231,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:50,60,10:50,0,24150,24168.55,337.0,10:50,334.0,TIME,195,-55,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:50,90,11:20,0,24150,24168.55,337.0,11:20,327.2,TIME,637,387,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:50,120,11:50,0,24150,24168.55,337.0,11:50,322.25,TIME,959,709,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,09:50,HOLD,15:20,0,24150,24168.55,337.0,15:20,298.3,TIME,2516,2266,244,244,72.5,30.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:05,45,10:50,0,24200,24194.25,332.25,10:50,326.25,TIME,390,140,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:05,60,11:05,0,24200,24194.25,332.25,11:05,324.75,TIME,488,238,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:05,90,11:35,0,24200,24194.25,332.25,11:35,320.55,TIME,760,510,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:05,120,12:05,0,24200,24194.25,332.25,12:05,316.6,TIME,1017,767,0,0,46.8,19.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:05,HOLD,15:20,0,24200,24194.25,332.25,15:20,292.55,TIME,2581,2331,0,0,62.0,25.6
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:20,45,11:05,0,24200,24206.8,329.0,11:05,324.75,TIME,276,26,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:20,60,11:20,0,24200,24206.8,329.0,11:20,320.95,TIME,523,273,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:20,90,11:50,0,24200,24206.8,329.0,11:50,317.95,TIME,718,468,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:20,120,12:20,0,24200,24206.8,329.0,12:20,317.0,TIME,780,530,176,176,34.3,14.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:20,HOLD,15:20,0,24200,24206.8,329.0,15:20,292.55,TIME,2369,2119,176,176,74.5,30.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:35,45,11:20,0,24250,24232.3,324.55,11:20,320.6,TIME,257,7,198,198,36.3,15.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:35,60,11:35,0,24250,24232.3,324.55,11:35,321.0,TIME,231,-19,198,198,45.8,18.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:35,90,12:05,0,24250,24232.3,324.55,12:05,316.35,TIME,533,283,198,198,45.8,18.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:35,120,12:35,0,24250,24232.3,324.55,12:35,320.45,TIME,267,17,198,198,61.5,25.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:35,HOLD,15:20,0,24250,24232.3,324.55,15:20,292.95,TIME,2054,1804,260,260,100.0,41.3
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:50,45,11:35,0,24200,24222.4,326.25,11:35,320.55,TIME,370,120,188,188,35.9,14.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:50,60,11:50,0,24200,24222.4,326.25,11:50,317.95,TIME,539,289,188,188,35.9,14.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:50,90,12:20,0,24200,24222.4,326.25,12:20,317.0,TIME,601,351,188,188,49.8,20.5
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:50,120,12:50,0,24200,24222.4,326.25,12:50,317.85,TIME,546,296,188,188,68.0,28.1
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,10:50,HOLD,15:20,0,24200,24222.4,326.25,15:20,292.55,TIME,2191,1941,188,188,90.2,37.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:05,45,11:50,0,24250,24225.25,322.75,11:50,317.95,TIME,312,62,133,133,38.7,16.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:05,60,12:05,0,24250,24225.25,322.75,12:05,316.35,TIME,416,166,133,133,38.7,16.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:05,90,12:35,0,24250,24225.25,322.75,12:35,320.45,TIME,150,-100,133,133,54.4,22.5
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:05,120,13:05,0,24250,24225.25,322.75,13:05,323.25,TIME,-32,-282,377,377,70.8,29.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:05,HOLD,15:20,0,24250,24225.25,322.75,15:20,292.95,TIME,1937,1687,377,377,93.0,38.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:20,45,12:05,0,24200,24212.5,320.95,12:05,316.6,TIME,283,33,68,68,26.0,10.7
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:20,60,12:20,0,24200,24212.5,320.95,12:20,317.0,TIME,257,7,68,68,39.8,16.5
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:20,90,12:50,0,24200,24212.5,320.95,12:50,317.85,TIME,202,-48,94,94,58.1,24.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:20,120,13:20,0,24200,24212.5,320.95,13:20,316.3,TIME,302,52,94,94,58.1,24.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:20,HOLD,15:20,0,24200,24212.5,320.95,15:20,292.55,TIME,1846,1596,94,94,80.2,33.1
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:35,45,12:20,0,24200,24207.5,320.55,12:20,317.0,TIME,231,-19,0,0,34.8,14.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:35,60,12:35,0,24200,24207.5,320.55,12:35,317.25,TIME,215,-35,0,0,36.7,15.1
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:35,90,13:05,0,24200,24207.5,320.55,13:05,317.3,TIME,211,-39,120,120,53.1,21.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:35,120,13:35,0,24200,24207.5,320.55,13:35,311.0,TIME,621,371,120,120,53.1,21.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:35,HOLD,15:20,0,24200,24207.5,320.55,15:20,292.55,TIME,1820,1570,120,120,75.2,31.1
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:50,45,12:35,0,24200,24199.85,317.95,12:35,317.25,TIME,46,-204,104,104,29.0,12.0
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:50,60,12:50,0,24200,24199.85,317.95,12:50,317.85,TIME,7,-243,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:50,90,13:20,0,24200,24199.85,317.95,13:20,316.3,TIME,107,-143,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:50,120,13:50,0,24200,24199.85,317.95,13:50,308.45,TIME,618,368,289,289,45.4,18.8
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,11:50,HOLD,15:20,0,24200,24199.85,317.95,15:20,292.55,TIME,1651,1401,289,289,67.6,27.9
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:05,45,12:50,0,24200,24200.9,316.6,12:50,317.85,TIME,-81,-331,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:05,60,13:05,0,24200,24200.9,316.6,13:05,317.3,TIME,-45,-295,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:05,90,13:35,0,24200,24200.9,316.6,13:35,311.0,TIME,364,114,377,377,46.5,19.2
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:05,120,14:05,0,24200,24200.9,316.6,14:05,314.45,TIME,140,-110,377,377,68.7,28.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:05,HOLD,15:20,0,24200,24200.9,316.6,15:20,292.55,TIME,1563,1313,377,377,68.7,28.4
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:20,45,13:05,0,24200,24188.6,317.0,13:05,317.3,TIME,-19,-269,351,351,34.2,14.1
NIFTY,2026-05-08,2026-05-12,4,NOSTOP,12:20,60,13:20,0,24200,24188.6,317.0,13:20,316.3,TIME,46,-204,351,351,34.2,14.1
