book,venue,day,entry,exit,sl,strike,credit,exit_hm,reason,net,mae_rs,und_exc_bp
B_N_1405_1535cap,NIFTY,2026-06-19,14:05,15:20,0.2,24000,227.35,15:20,TIME,1369,335,30.7
B_N_1405_1535cap,NIFTY,2026-07-03,14:05,15:20,0.2,24300,196.3,15:20,TIME,907,39,9.7
B_N_1405_1535cap,NIFTY,2026-07-10,14:05,15:20,0.2,24200,204.45,15:20,TIME,127,393,14.1
B_N_1405_1535cap,NIFTY,2026-07-17,14:05,15:20,0.2,24250,243.75,15:20,TIME,-711,2593,46.5
B_N_1405_1535cap,NIFTY,2026-07-24,14:05,15:20,0.2,23800,243.55,15:20,TIME,683,0,27.9
B_N_1405_1535cap,NIFTY,2026-07-31,14:05,15:20,0.2,24400,182.8,15:20,TIME,387,23,15.4
B_N_1405_1535cap,NIFTY,2026-08-07,14:05,15:20,0.2,24550,239.0,15:20,TIME,884,0,11.0
B_N_1405_1535cap,NIFTY,2026-08-14,14:05,15:20,0.2,24400,176.1,15:20,TIME,296,0,16.7
B_N_1200_1520,NIFTY,2026-05-08,12:00,15:20,0.2,24200,317.7,15:20,TIME,1385,305,30.4
B_N_1200_1520,NIFTY,2026-05-15,12:00,15:20,0.2,23750,332.05,15:20,TIME,82,981,46.7
B_N_1200_1520,NIFTY,2026-05-22,12:00,15:20,0.2,23800,297.85,15:20,TIME,806,75,42.1
B_N_1200_1520,NIFTY,2026-05-29,12:00,15:20,0.2,23900,266.05,15:02,SL,-5141,5736,158.2
B_N_1200_1520,NIFTY,2026-06-05,12:00,15:20,0.2,23400,300.2,15:20,TIME,1378,1544,46.5
B_N_1200_1520,NIFTY,2026-06-12,12:00,15:20,0.2,23400,266.05,14:32,SL,-3740,7254,113.3
B_N_1200_1520,NIFTY,2026-06-19,12:00,15:20,0.2,23950,241.5,15:20,TIME,1453,273,34.4
B_N_1200_1520,NIFTY,2026-07-03,12:00,15:20,0.2,24350,195.7,15:20,TIME,559,514,39.9
B_N_1200_1520,NIFTY,2026-07-10,12:00,15:20,0.2,24150,219.1,15:20,TIME,660,127,23.0
B_N_1200_1520,NIFTY,2026-07-17,12:00,15:20,0.2,24250,258.65,15:20,TIME,257,1625,38.0
B_N_1200_1520,NIFTY,2026-07-24,12:00,15:20,0.2,23700,247.7,15:20,TIME,-403,1995,51.3
B_N_1200_1520,NIFTY,2026-07-31,12:00,15:20,0.2,24350,185.15,15:20,TIME,251,933,25.5
B_N_1200_1520,NIFTY,2026-08-07,12:00,15:20,0.2,24550,255.15,15:20,TIME,1934,36,13.8
B_N_1200_1520,NIFTY,2026-08-14,12:00,15:20,0.2,24350,173.7,15:20,TIME,-542,1160,30.4
B_N_0920_1000,NIFTY,2026-05-08,09:20,10:00,0.2,24200,327.95,10:00,TIME,-445,955,30.6
B_N_0920_1000,NIFTY,2026-05-15,09:20,10:00,0.2,23700,347.8,10:00,TIME,-1345,1485,48.6
B_N_0920_1000,NIFTY,2026-05-22,09:20,10:00,0.2,23700,319.75,10:00,TIME,-507,403,39.2
B_N_0920_1000,NIFTY,2026-05-29,09:20,10:00,0.2,23950,278.2,10:00,TIME,-16,494,36.5
B_N_0920_1000,NIFTY,2026-06-05,09:20,10:00,0.2,23450,321.35,10:00,TIME,117,221,9.3
B_N_0920_1000,NIFTY,2026-06-12,09:20,10:00,0.2,23450,274.4,10:00,TIME,-786,562,42.9
B_N_0920_1000,NIFTY,2026-06-19,09:20,10:00,0.2,24000,239.5,10:00,TIME,-786,1349,13.2
B_N_0920_1000,NIFTY,2026-07-03,09:20,10:00,0.2,24300,210.5,10:00,TIME,-276,715,20.4
B_N_0920_1000,NIFTY,2026-07-10,09:20,10:00,0.2,24150,232.0,10:00,TIME,-897,689,24.9
B_N_0920_1000,NIFTY,2026-07-17,09:20,10:00,0.2,24200,257.05,10:00,TIME,-230,280,22.4
B_N_0920_1000,NIFTY,2026-07-24,09:20,10:00,0.2,23750,253.1,10:00,TIME,-1163,1258,47.6
B_N_0920_1000,NIFTY,2026-07-31,09:20,10:00,0.2,24350,194.75,10:00,TIME,-78,838,19.4
B_N_0920_1000,NIFTY,2026-08-07,09:20,10:00,0.2,24600,254.6,10:00,TIME,-1088,910,14.2
B_N_0920_1000,NIFTY,2026-08-14,09:20,10:00,0.2,24300,197.5,10:00,TIME,10,124,8.9
B_N_0935_1000,NIFTY,2026-05-08,09:35,10:00,0.2,24200,333.75,10:00,TIME,-68,228,25.6
B_N_0935_1000,NIFTY,2026-05-15,09:35,10:00,0.2,23750,349.9,10:00,TIME,-458,488,35.7
B_N_0935_1000,NIFTY,2026-05-22,09:35,10:00,0.2,23750,318.85,10:00,TIME,62,0,11.4
B_N_0935_1000,NIFTY,2026-05-29,09:35,10:00,0.2,23900,289.3,10:00,TIME,377,0,14.8
B_N_0935_1000,NIFTY,2026-06-05,09:35,10:00,0.2,23450,322.35,10:00,TIME,182,58,7.3
B_N_0935_1000,NIFTY,2026-06-12,09:35,10:00,0.2,23400,278.4,10:00,TIME,-289,153,26.2
B_N_0935_1000,NIFTY,2026-06-19,09:35,10:00,0.2,23950,258.2,10:00,TIME,328,0,15.7
B_N_0935_1000,NIFTY,2026-07-03,09:35,10:00,0.2,24350,211.35,10:00,TIME,205,0,11.5
B_N_0935_1000,NIFTY,2026-07-10,09:35,10:00,0.2,24200,233.65,10:00,TIME,-218,130,12.9
B_N_0935_1000,NIFTY,2026-07-17,09:35,10:00,0.2,24200,255.0,10:00,TIME,-364,413,15.1
B_N_0935_1000,NIFTY,2026-07-24,09:35,10:00,0.2,23700,256.5,10:00,TIME,-556,618,21.1
B_N_0935_1000,NIFTY,2026-07-31,09:35,10:00,0.2,24300,206.1,10:00,TIME,91,150,19.9
B_N_0935_1000,NIFTY,2026-08-07,09:35,10:00,0.2,24600,263.85,10:00,TIME,-487,309,10.6
B_N_0935_1000,NIFTY,2026-08-14,09:35,10:00,0.2,24350,188.65,10:00,TIME,68,20,7.7
ALT_N_0935_1135,NIFTY,2026-05-08,09:35,11:35,0.2,24200,333.75,11:35,TIME,608,228,25.6
ALT_N_0935_1135,NIFTY,2026-05-15,09:35,11:35,0.2,23750,349.9,11:35,TIME,475,488,36.3
ALT_N_0935_1135,NIFTY,2026-05-22,09:35,11:35,0.2,23750,318.85,11:35,TIME,1174,0,13.9
ALT_N_0935_1135,NIFTY,2026-05-29,09:35,11:35,0.2,23900,289.3,11:35,TIME,979,0,22.1
ALT_N_0935_1135,NIFTY,2026-06-05,09:35,11:35,0.2,23450,322.35,11:35,TIME,1294,75,52.8
ALT_N_0935_1135,NIFTY,2026-06-12,09:35,11:35,0.2,23400,278.4,11:35,TIME,263,377,34.1
ALT_N_0935_1135,NIFTY,2026-06-19,09:35,11:35,0.2,23950,258.2,11:35,TIME,829,0,25.2
ALT_N_0935_1135,NIFTY,2026-07-03,09:35,11:35,0.2,24350,211.35,11:35,TIME,796,0,16.9
ALT_N_0935_1135,NIFTY,2026-07-10,09:35,11:35,0.2,24200,233.65,11:35,TIME,650,130,14.4
ALT_N_0935_1135,NIFTY,2026-07-17,09:35,11:35,0.2,24200,255.0,11:34,TIME,-448,1931,32.5
ALT_N_0935_1135,NIFTY,2026-07-24,09:35,11:35,0.2,23700,256.5,11:35,TIME,10,1128,33.7
ALT_N_0935_1135,NIFTY,2026-07-31,09:35,11:35,0.2,24300,206.1,11:35,TIME,423,150,24.2
ALT_N_0935_1135,NIFTY,2026-08-07,09:35,11:35,0.2,24600,263.85,11:35,TIME,309,309,18.8
ALT_N_0935_1135,NIFTY,2026-08-14,09:35,11:35,0.2,24350,188.65,11:35,TIME,653,20,13.3
ALT_N_0950_1150,NIFTY,2026-05-08,09:50,11:50,0.2,24150,337.0,11:50,TIME,709,244,30.0
ALT_N_0950_1150,NIFTY,2026-05-15,09:50,11:50,0.2,23800,344.4,11:50,TIME,289,358,41.1
ALT_N_0950_1150,NIFTY,2026-05-22,09:50,11:50,0.2,23750,314.9,11:50,TIME,215,0,33.0
ALT_N_0950_1150,NIFTY,2026-05-29,09:50,11:50,0.2,23900,281.4,11:50,TIME,660,257,16.3
ALT_N_0950_1150,NIFTY,2026-06-05,09:50,11:50,0.2,23450,318.6,11:50,TIME,1128,318,46.4
ALT_N_0950_1150,NIFTY,2026-06-12,09:50,11:50,0.2,23400,278.7,11:50,TIME,507,358,22.5
ALT_N_0950_1150,NIFTY,2026-06-19,09:50,11:50,0.2,24000,250.45,11:50,TIME,114,296,15.8
ALT_N_0950_1150,NIFTY,2026-07-03,09:50,11:50,0.2,24350,205.1,11:50,TIME,416,150,8.3
ALT_N_0950_1150,NIFTY,2026-07-10,09:50,11:50,0.2,24200,233.5,11:50,TIME,849,65,21.0
ALT_N_0950_1150,NIFTY,2026-07-17,09:50,11:50,0.2,24250,259.5,11:50,TIME,-68,1144,20.0
ALT_N_0950_1150,NIFTY,2026-07-24,09:50,11:50,0.2,23650,261.3,11:50,TIME,163,634,20.8
ALT_N_0950_1150,NIFTY,2026-07-31,09:50,11:50,0.2,24350,193.85,11:50,TIME,277,75,8.9
ALT_N_0950_1150,NIFTY,2026-08-07,09:50,11:50,0.2,24600,264.2,11:50,TIME,377,286,23.0
ALT_N_0950_1150,NIFTY,2026-08-14,09:50,11:50,0.2,24350,184.85,11:50,TIME,442,19,15.4
ALT_N_0935_1520,NIFTY,2026-05-08,09:35,15:20,0.2,24200,333.75,15:20,TIME,2428,228,30.9
ALT_N_0935_1520,NIFTY,2026-05-15,09:35,15:20,0.2,23750,349.9,15:20,TIME,1242,488,56.8
ALT_N_0935_1520,NIFTY,2026-05-22,09:35,15:20,0.2,23750,318.85,15:20,TIME,2422,0,29.0
ALT_N_0935_1520,NIFTY,2026-05-29,09:35,15:20,0.2,23900,289.3,15:03,SL,-4078,4225,161.2
ALT_N_0935_1520,NIFTY,2026-06-05,09:35,15:20,0.2,23450,322.35,15:20,TIME,2838,946,73.5
ALT_N_0935_1520,NIFTY,2026-06-12,09:35,15:20,0.2,23400,278.4,14:48,SL,-3884,6451,100.5
ALT_N_0935_1520,NIFTY,2026-06-19,09:35,15:20,0.2,23950,258.2,15:20,TIME,2538,0,36.2
ALT_N_0935_1520,NIFTY,2026-07-03,09:35,15:20,0.2,24350,211.35,15:20,TIME,1576,0,40.6
ALT_N_0935_1520,NIFTY,2026-07-10,09:35,15:20,0.2,24200,233.65,15:20,TIME,2025,130,16.9
ALT_N_0935_1520,NIFTY,2026-07-17,09:35,15:20,0.2,24200,255.0,15:20,TIME,-728,2983,64.6
ALT_N_0935_1520,NIFTY,2026-07-24,09:35,15:20,0.2,23700,256.5,15:20,TIME,169,1423,54.8
ALT_N_0935_1520,NIFTY,2026-07-31,09:35,15:20,0.2,24300,206.1,15:20,TIME,839,786,47.2
ALT_N_0935_1520,NIFTY,2026-08-07,09:35,15:20,0.2,24600,263.85,15:20,TIME,2773,309,30.1
ALT_N_0935_1520,NIFTY,2026-08-14,09:35,15:20,0.2,24350,188.65,15:20,TIME,429,189,31.4
SX_0935_1135,SENSEX,2026-05-08,09:35,11:35,0.2,77400,1426.3,11:35,TIME,891,238,21.0
SX_0935_1135,SENSEX,2026-05-15,09:35,11:35,0.2,75600,1465.8,11:35,TIME,318,777,34.5
SX_0935_1135,SENSEX,2026-05-22,09:35,11:35,0.2,75600,1196.25,11:35,TIME,1318,0,15.8
SX_0935_1135,SENSEX,2026-05-29,09:35,11:35,0.2,75900,1196.35,11:35,TIME,1115,0,28.7
SX_0935_1135,SENSEX,2026-06-05,09:35,11:35,0.2,74600,1304.75,11:35,TIME,743,890,55.9
SX_0935_1135,SENSEX,2026-06-12,09:35,11:35,0.2,74700,1182.1,11:35,TIME,452,123,36.6
SX_0935_1135,SENSEX,2026-06-19,09:35,11:35,0.2,76600,1103.35,11:35,TIME,933,0,24.8
SX_0935_1135,SENSEX,2026-07-03,09:35,11:35,0.2,78100,927.5,11:35,TIME,725,17,20.8
SX_0935_1135,SENSEX,2026-07-10,09:35,11:35,0.2,77500,1046.2,11:35,TIME,899,67,12.9
SX_0935_1135,SENSEX,2026-07-17,09:35,11:35,0.2,77700,1096.35,11:34,TIME,-631,1902,35.9
SX_0935_1135,SENSEX,2026-07-24,09:35,11:35,0.2,75700,1173.15,11:35,TIME,565,524,34.8
SX_0935_1135,SENSEX,2026-07-31,09:35,11:35,0.2,77900,905.85,11:35,TIME,629,375,24.9
SX_0935_1135,SENSEX,2026-08-07,09:35,11:35,0.2,78700,1097.6,11:35,TIME,244,129,27.7
SX_0935_1135,SENSEX,2026-08-14,09:35,11:35,0.2,77800,868.65,11:35,TIME,1040,0,12.8
SX_0950_1120,SENSEX,2026-05-08,09:50,11:20,0.2,77300,1434.6,11:20,TIME,826,0,29.7
SX_0950_1120,SENSEX,2026-05-15,09:50,11:20,0.2,75700,1456.05,11:20,TIME,644,687,31.9
SX_0950_1120,SENSEX,2026-05-22,09:50,11:20,0.2,75500,1182.5,11:20,TIME,547,344,24.3
SX_0950_1120,SENSEX,2026-05-29,09:50,11:20,0.2,76000,1164.35,11:20,TIME,810,19,20.5
SX_0950_1120,SENSEX,2026-06-05,09:50,11:20,0.2,74500,1293.2,11:20,TIME,665,702,46.7
SX_0950_1120,SENSEX,2026-06-12,09:50,11:20,0.2,74600,1185.15,11:20,TIME,443,38,24.7
SX_0950_1120,SENSEX,2026-06-19,09:50,11:20,0.2,76700,1064.9,11:20,TIME,-187,355,16.2
SX_0950_1120,SENSEX,2026-07-03,09:50,11:20,0.2,78000,918.95,11:20,TIME,328,170,12.9
SX_0950_1120,SENSEX,2026-07-10,09:50,11:20,0.2,77500,1041.2,11:20,TIME,529,74,15.9
SX_0950_1120,SENSEX,2026-07-17,09:50,11:20,0.2,77800,1112.9,11:20,TIME,-55,1211,19.6
SX_0950_1120,SENSEX,2026-07-24,09:50,11:20,0.2,75600,1171.9,11:20,TIME,289,587,15.8
SX_0950_1120,SENSEX,2026-07-31,09:50,11:20,0.2,78000,885.2,11:20,TIME,551,0,7.2
SX_0950_1120,SENSEX,2026-08-07,09:50,11:20,0.2,78700,1093.4,11:20,TIME,-107,66,28.4
SX_0950_1120,SENSEX,2026-08-14,09:50,11:20,0.2,77800,855.95,11:20,TIME,645,0,19.3
SX_1000_1200,SENSEX,2026-05-08,10:00,12:00,0.2,77400,1410.2,12:00,TIME,851,121,17.7
SX_1000_1200,SENSEX,2026-05-15,10:00,12:00,0.2,75800,1467.2,12:00,TIME,689,0,52.8
SX_1000_1200,SENSEX,2026-05-22,10:00,12:00,0.2,75600,1168.0,12:00,TIME,374,331,15.4
SX_1000_1200,SENSEX,2026-05-29,10:00,12:00,0.2,76000,1146.7,12:00,TIME,586,325,18.4
SX_1000_1200,SENSEX,2026-06-05,10:00,12:00,0.2,74500,1284.95,12:00,TIME,441,867,47.1
SX_1000_1200,SENSEX,2026-06-12,10:00,12:00,0.2,74600,1168.75,12:00,TIME,69,219,17.9
SX_1000_1200,SENSEX,2026-06-19,10:00,12:00,0.2,76700,1054.25,12:00,TIME,207,568,20.4
