label,total_trades,winners,losers,win_rate,total_pnl,avg_pnl_pct,profit_factor
CPR0.1_BUF0.5_T11:15_VN_EOD_ONLY,80,35,45,43.75,755.7451946495679,0.0988936298662392,1.041542962675029
CPR0.1_BUF0.5_T11:15_VN_SL0.3,80,19,61,23.75,-450.47604250211464,0.06873809893744715,0.9651673444458257
CPR0.1_BUF0.5_T11:15_VN_SL0.5,80,26,54,32.5,133.5807490959451,0.08333951872739857,1.0085508136452632
CPR0.1_BUF0.5_T11:15_VN_SL0.75,80,28,52,35.0,-2347.965005437678,0.02130087486405805,0.8781508050154763
CPR0.1_BUF0.5_T11:15_VN_SL1.0,80,31,49,38.75,-2683.376997158196,0.012915575071045116,0.8652504192893382
CPR0.1_BUF0.5_T11:15_VN_SL0.3_TP0.5,80,20,60,25.0,-8895.082446404602,-0.14237706116011503,0.31043467048037854
CPR0.1_BUF0.5_T11:15_VN_SL0.3_TP0.75,80,20,60,25.0,-6766.088679892087,-0.08915221699730219,0.47547870430423833
CPR0.1_BUF0.5_T11:15_VN_SL0.3_TP1.0,80,20,60,25.0,-4516.088679892076,-0.032902216997301885,0.6499033935375891
CPR0.1_BUF0.5_T11:15_VN_SL0.5_TP0.75,80,29,51,36.25,-6446.298774658217,-0.08115746936645542,0.5801542988095781
CPR0.1_BUF0.5_T11:15_VN_SL0.5_TP1.0,80,28,52,35.0,-4299.890691700131,-0.027497267292503225,0.7220127707729346
CPR0.1_BUF0.5_T11:15_VN_SL0.5_TP1.5,80,26,54,32.5,-1827.9695480010141,0.03430076129997461,0.8829874285032978
CPR0.1_BUF0.5_T11:15_VN_SL0.5_TP2.0,80,26,54,32.5,-90.77059635269197,0.0777307350911827,0.9941895635476355
CPR0.1_BUF0.5_T11:15_VN_SL0.75_TP1.0,80,32,48,40.0,-5754.108976694449,-0.06385272441736119,0.6919842009799824
CPR0.1_BUF0.5_T11:15_VN_SL0.75_TP1.5,80,29,51,36.25,-3540.463677724371,-0.008511591943109287,0.8149603343653486
CPR0.1_BUF0.5_T11:15_VN_SL0.75_TP2.0,80,28,52,35.0,-2399.1594993929198,0.020021012515176982,0.8754940329334222
CPR0.1_BUF0.5_T11:15_VN_SL1.0_TP1.5,80,32,48,40.0,-3180.7057641512006,0.000482355896219977,0.8391788828631167
CPR0.1_BUF0.5_T11:15_VN_SL1.0_TP2.0,80,31,49,38.75,-1789.4015858197472,0.035264960354506304,0.9101426621501335
CPR0.1_BUF0.5_T11:15_VN_SL1.0_TP3.0,80,31,49,38.75,-1490.527789645232,0.04273680525886918,0.9251510336024378
CPR0.1_BUF0.5_T11:15_VN_TRAIL0.3,80,9,71,11.25,-16799.084625893705,-0.3399771156473427,0.035642459725960536
CPR0.1_BUF0.5_T11:15_VN_TRAIL0.5,80,19,61,23.75,-15352.920409672213,-0.30382301024180525,0.21671965952684108
CPR0.1_BUF0.5_T11:15_VN_TRAIL0.75,80,27,53,33.75,-10279.092809956408,-0.1769773202489103,0.5037322881066615
CPR0.1_BUF0.5_T11:15_VN_TRAIL1.0,80,30,50,37.5,-5855.797551027967,-0.06639493877569919,0.735343823934406
CPR0.1_BUF0.5_T12:30_VN_EOD_ONLY,81,35,46,43.20987654320987,584.2560273407579,0.09442607474915453,1.0318163600773513
CPR0.1_BUF0.5_T12:30_VN_SL0.3,81,19,62,23.456790123456788,-665.5510425021092,0.06356664092587382,0.9493787194219112
CPR0.1_BUF0.5_T12:30_VN_SL0.5,81,26,55,32.098765432098766,-37.90841821286606,0.07906398967375639,0.9975997428356419
CPR0.1_BUF0.5_T12:30_VN_SL0.75,81,28,53,34.5679012345679,-2519.4541727464866,0.017791254993913888,0.8704046012987915
CPR0.1_BUF0.5_T12:30_VN_SL1.0,81,31,50,38.2716049382716,-2854.8661644670055,0.009509477420567763,0.8578628716669253
CPR0.1_BUF0.5_T12:30_VN_SL0.3_TP0.5,81,20,61,24.691358024691358,-9110.157446404597,-0.1449421591704839,0.3053436566882519
CPR0.1_BUF0.5_T12:30_VN_SL0.3_TP0.75,81,20,61,24.691358024691358,-6981.163679892083,-0.09237441184918725,0.467681029393348
CPR0.1_BUF0.5_T12:30_VN_SL0.3_TP1.0,81,20,61,24.691358024691358,-4731.16367989207,-0.036818856293631394,0.6392452182283371
CPR0.1_BUF0.5_T12:30_VN_SL0.5_TP0.75,81,29,52,35.80246913580247,-6617.787941967026,-0.08340217140659323,0.5737461037728125
CPR0.1_BUF0.5_T12:30_VN_SL0.5_TP1.0,81,28,53,34.5679012345679,-4471.37985900894,-0.03040444096318366,0.714095771908947
