label,period,n_symbols,narrow_cpr_pct,proximity_pct,max_wick_pct,st_period,st_mult,total_trades,win_rate,total_pnl,pnl_pct,profit_factor,max_drawdown,sharpe,sortino,avg_trades_per_day,avg_holding_min,days_with_trades,total_trading_days,exit_reasons
2024_CPR0.5_PROX2.0_WICK25.0_ST7_M4.0,2024-01-01 to 2024-12-31,79,0.5,2.0,25.0,7,4.0,10,50.0,-24534.0,-2.45,0.4474,3.0486,-0.8906,-0.2234,0.0415,217.0,9,241,"{""EOD"": 7, ""SL"": 3}"
2024_CPR0.5_PROX2.0_WICK25.0_ST5_M4.0,2024-01-01 to 2024-12-31,79,0.5,2.0,25.0,5,4.0,12,41.67,-27164.0,-2.72,0.4224,3.0595,-0.9822,-0.2358,0.0498,198.3,11,241,"{""EOD"": 9, ""SL"": 3}"
2024_CPR0.5_PROX2.0_WICK25.0_ST7_M3.5,2024-01-01 to 2024-12-31,79,0.5,2.0,25.0,7,3.5,17,41.18,-17667.0,-1.77,0.7109,4.1773,-0.5408,-0.1843,0.0705,192.9,16,241,"{""EOD"": 14, ""SL"": 3}"
2024_CPR0.5_PROX2.0_WICK40.0_ST7_M4.0,2024-01-01 to 2024-12-31,79,0.5,2.0,40.0,7,4.0,17,35.29,-63278.0,-6.33,0.3311,7.7686,-1.6931,-0.7195,0.0705,189.4,16,241,"{""EOD"": 10, ""SL"": 6, ""CPR_BREACH"": 1}"
2025_CPR0.5_PROX2.0_WICK25.0_ST7_M4.0,2025-01-01 to 2025-10-27,79,0.5,2.0,25.0,7,4.0,13,61.54,43911.0,4.39,3.5602,0.668,1.4968,1.3435,0.0637,313.1,12,204,"{""EOD"": 11, ""TARGET"": 2}"
2025_CPR0.5_PROX2.0_WICK25.0_ST5_M4.0,2025-01-01 to 2025-10-27,79,0.5,2.0,25.0,5,4.0,14,57.14,42534.0,4.25,3.3385,0.7669,1.4491,1.3296,0.0686,294.3,13,204,"{""EOD"": 12, ""TARGET"": 2}"
2025_CPR0.5_PROX2.0_WICK25.0_ST7_M3.5,2025-01-01 to 2025-10-27,79,0.5,2.0,25.0,7,3.5,13,61.54,57624.0,5.76,6.1596,0.5179,1.9472,3.2556,0.0637,305.4,12,204,"{""EOD"": 11, ""TARGET"": 2}"
2025_CPR0.5_PROX2.0_WICK40.0_ST7_M4.0,2025-01-01 to 2025-10-27,79,0.5,2.0,40.0,7,4.0,17,52.94,44500.0,4.45,2.886,1.2205,1.4628,1.3452,0.0833,305.0,16,204,"{""EOD"": 15, ""TARGET"": 2}"
