,nav
2005-04-26,1014177.25
2005-04-27,1014392.6875
2005-04-28,1014608.1875
2005-04-29,1014823.75
2005-05-02,1015039.3125
2005-05-03,1015254.9375
2005-05-04,1015470.625
2005-05-05,1015686.3125
2005-05-06,1015902.0625
2005-05-09,1016117.875
2005-05-10,1016333.75
2005-05-11,1016549.625
2005-05-12,1016765.5625
2005-05-13,1016981.5625
2005-05-16,1017197.625
2005-05-17,1017413.6875
2005-05-18,1017629.8125
2005-05-19,1017846.0
2005-05-20,1018062.25
2005-05-23,1020821.9375
2005-05-24,1022925.25
2005-05-25,1020865.625
2005-05-26,1020978.0625
2005-05-27,1023328.0
2005-05-30,1019885.25
2005-05-31,1021396.875
2005-06-01,1023972.3125
2005-06-02,1025887.375
2005-06-03,1029336.4375
2005-06-04,1029526.0625
2005-06-06,1027295.1875
2005-06-07,1033519.125
2005-06-08,1032906.125
2005-06-09,1027550.25
2005-06-10,1016540.25
2005-06-13,1020523.9375
2005-06-14,1023809.75
2005-06-15,1025316.1875
2005-06-16,1009259.75
2005-06-17,1001134.125
2005-06-20,997429.4375
2005-06-21,1004945.25
2005-06-22,1007314.125
2005-06-23,1006312.0
2005-06-24,1007980.625
2005-06-27,1011018.125
2005-06-28,992998.0
2005-06-29,1004114.75
2005-06-30,1000463.375
2005-07-01,1018842.9375
2005-07-04,1041378.375
2005-07-05,1025264.8125
2005-07-06,1042720.5625
2005-07-07,1007512.4375
2005-07-08,1029559.75
2005-07-11,1034133.4375
2005-07-12,1040790.5
2005-07-13,1037501.25
2005-07-14,1030586.875
2005-07-15,1052959.625
2005-07-18,1066865.875
2005-07-19,1079022.125
2005-07-20,1085399.125
2005-07-21,1069192.25
2005-07-22,1082394.75
2005-07-25,1082819.375
2005-07-26,1076539.25
2005-07-27,1083169.125
2005-07-29,1071402.25
2005-08-01,1076885.125
2005-08-02,1107462.5
2005-08-03,1105360.0
2005-08-04,1103005.0
2005-08-05,1115257.0
2005-08-08,1096394.75
2005-08-09,1086755.0
2005-08-10,1121073.5
2005-08-11,1124006.125
2005-08-12,1121114.0
2005-08-16,1127092.375
2005-08-17,1133364.5
2005-08-18,1117435.5
2005-08-19,1130242.5
2005-08-22,1118173.125
2005-08-23,1093954.0
2005-08-24,1085057.625
2005-08-25,1091554.375
2005-08-26,1113550.625
2005-08-29,1112379.0
2005-08-30,1117698.625
2005-08-31,1124377.5
2005-09-01,1123562.25
2005-09-02,1132806.25
2005-09-05,1132506.875
2005-09-06,1137170.0
2005-09-08,1146228.875
2005-09-09,1139119.25
2005-09-12,1151431.5
2005-09-13,1159203.25
2005-09-14,1148713.25
2005-09-15,1167168.75
2005-09-16,1166269.625
2005-09-19,1168856.0
2005-09-20,1156247.5
2005-09-21,1130661.0
2005-09-22,1071106.375
2005-09-23,1073037.75
2005-09-26,1106570.5
2005-09-27,1113092.25
2005-09-28,1116603.5
2005-09-29,1112755.0
2005-09-30,1118915.75
2005-10-03,1136652.0
2005-10-04,1148403.0
2005-10-05,1143494.25
2005-10-06,1123975.25
2005-10-07,1121584.875
2005-10-10,1109598.0
2005-10-11,1110931.5
2005-10-13,1098305.0
2005-10-14,1077727.75
2005-10-17,1071578.0
2005-10-18,1067974.125
2005-10-19,1052490.625
2005-10-20,1047651.75
2005-10-21,1059513.0
2005-10-24,1040464.1875
2005-10-25,1041430.625
2005-10-26,1039940.0
2005-10-27,1028280.25
2005-10-28,1025023.375
2005-10-31,1031370.5
2005-11-01,1034275.125
2005-11-02,1034448.125
2005-11-07,1043124.875
2005-11-08,1047116.375
2005-11-09,1047169.25
2005-11-10,1049970.75
2005-11-11,1061921.375
2005-11-14,1064596.75
2005-11-16,1070885.875
2005-11-17,1076188.25
2005-11-18,1067265.25
2005-11-21,1067965.75
2005-11-22,1066088.375
2005-11-23,1074247.875
2005-11-24,1081054.5
2005-11-25,1089641.75
2005-11-26,1090067.125
2005-11-28,1100617.75
2005-11-29,1100289.75
2005-11-30,1084219.625
2005-12-01,1104350.5
2005-12-02,1101819.75
2005-12-05,1093412.0
2005-12-06,1090647.875
2005-12-07,1096115.75
2005-12-08,1122037.125
2005-12-09,1121866.25
2005-12-12,1126804.25
2005-12-13,1128757.875
2005-12-14,1131875.25
2005-12-15,1114165.75
2005-12-16,1126754.5
2005-12-19,1139017.0
2005-12-20,1132675.25
2005-12-21,1133263.0
2005-12-22,1135680.75
2005-12-23,1126182.75
2005-12-26,1096357.625
2005-12-27,1119896.125
2005-12-28,1125245.125
2005-12-29,1130342.375
2005-12-30,1143070.5
2006-01-02,1146422.75
2006-01-03,1163020.375
2006-01-04,1177518.625
2006-01-05,1169984.875
2006-01-06,1168930.75
2006-01-09,1171101.0
2006-01-10,1158398.125
2006-01-12,1162546.875
2006-01-13,1169010.25
2006-01-16,1159170.5
2006-01-17,1157928.5
2006-01-18,1146323.0
2006-01-19,1165521.0
2006-01-20,1169036.375
2006-01-23,1155722.625
2006-01-24,1157243.375
2006-01-25,1151492.5
2006-01-27,1177656.25
2006-01-30,1172728.375
2006-01-31,1181654.5
2006-02-01,1176906.25
2006-02-02,1191691.25
2006-02-03,1186175.75
2006-02-06,1204420.25
2006-02-07,1215742.25
2006-02-08,1232237.75
2006-02-10,1241126.5
2006-02-13,1265006.0
2006-02-14,1258655.125
2006-02-15,1271660.125
2006-02-16,1286743.25
2006-02-17,1259304.0
2006-02-20,1275877.5
2006-02-21,1279660.0
2006-02-22,1285157.625
2006-02-23,1284010.625
2006-02-24,1275163.25
2006-02-27,1274961.875
2006-02-28,1276016.25
2006-03-01,1305885.125
2006-03-02,1312513.5
2006-03-03,1315395.5
2006-03-06,1355562.75
2006-03-07,1363517.875
2006-03-08,1326456.5
2006-03-09,1338418.625
2006-03-10,1357570.0
2006-03-13,1354285.625
2006-03-14,1346621.125
2006-03-16,1365605.875
2006-03-17,1377008.125
2006-03-20,1389054.625
2006-03-21,1372713.125
2006-03-22,1370309.5
2006-03-23,1388051.0
2006-03-24,1413613.75
2006-03-27,1424476.5
2006-03-28,1423228.375
2006-03-29,1431472.0
2006-03-30,1426179.875
2006-03-31,1444583.0
2006-04-03,1493244.25
2006-04-04,1502008.125
2006-04-05,1541027.0
2006-04-07,1521247.0
2006-04-10,1536560.5
2006-04-12,1494192.5
2006-04-13,1452157.25
2006-04-17,1499445.375
2006-04-18,1528079.0
2006-04-19,1549273.375
2006-04-20,1569444.0
2006-04-21,1565934.0
2006-04-24,1561524.25
2006-04-25,1527189.625
2006-04-26,1562705.0
2006-04-27,1551744.75
2006-04-28,1556973.875
2006-04-29,1558838.875
2006-05-02,1609190.0
2006-05-03,1614474.25
2006-05-04,1622856.875
2006-05-05,1635827.125
2006-05-08,1656160.25
2006-05-09,1684098.5
2006-05-10,1705086.125
2006-05-11,1669391.5
2006-05-12,1640405.75
2006-05-15,1572818.25
2006-05-16,1574079.375
2006-05-17,1633098.625
2006-05-18,1505101.75
2006-05-19,1465724.875
2006-05-22,1434364.75
2006-05-23,1430926.25
2006-05-24,1421136.875
2006-05-25,1417192.25
2006-05-26,1422368.875
2006-05-29,1423024.125
2006-05-30,1423695.25
2006-05-31,1412873.0
2006-06-01,1409664.625
2006-06-02,1407877.625
2006-06-05,1403734.625
2006-06-06,1398387.125
2006-06-07,1385771.75
2006-06-08,1381449.75
2006-06-09,1381743.25
2006-06-12,1382036.75
2006-06-13,1382330.375
2006-06-14,1382624.0
2006-06-15,1382917.75
2006-06-16,1383211.5
2006-06-19,1383505.375
2006-06-20,1383799.25
2006-06-21,1384093.25
2006-06-22,1384387.25
2006-06-23,1384681.375
2006-06-25,1384975.5
2006-06-26,1385269.75
2006-06-27,1385564.0
2006-06-28,1385858.375
2006-06-29,1386152.75
2006-06-30,1386447.25
2006-07-03,1386741.75
2006-07-04,1387036.375
2006-07-05,1387331.0
2006-07-06,1387625.75
2006-07-07,1387920.5
2006-07-10,1388215.375
2006-07-11,1388510.25
2006-07-12,1388805.25
2006-07-13,1385598.5
2006-07-14,1384231.75
2006-07-17,1382354.25
2006-07-18,1383834.875
2006-07-19,1382872.25
2006-07-20,1385291.5
2006-07-21,1383303.375
2006-07-24,1384035.75
2006-07-25,1384285.125
2006-07-26,1386328.375
2006-07-27,1387199.5
2006-07-28,1386082.875
2006-07-31,1387615.5
2006-08-01,1388011.625
2006-08-02,1388716.625
2006-08-03,1389307.0
2006-08-04,1389964.625
2006-08-07,1389893.875
2006-08-08,1390698.125
2006-08-09,1391859.0
2006-08-10,1392461.375
2006-08-11,1394402.5
2006-08-14,1395337.75
2006-08-16,1395457.375
2006-08-17,1390557.25
2006-08-18,1391554.875
2006-08-21,1394499.125
2006-08-22,1391704.625
2006-08-23,1388567.375
2006-08-24,1389447.5
2006-08-25,1390112.125
2006-08-28,1388542.375
2006-08-29,1389877.5
2006-08-30,1389414.25
2006-08-31,1376115.0
2006-09-01,1383052.75
2006-09-04,1390663.75
2006-09-05,1393750.5
2006-09-06,1391752.125
2006-09-07,1383258.5
2006-09-08,1379480.5
2006-09-11,1355590.5
2006-09-12,1369939.25
2006-09-13,1387104.875
2006-09-14,1387142.25
2006-09-15,1392299.5
2006-09-18,1390384.375
2006-09-19,1370075.75
2006-09-20,1381353.875
2006-09-21,1379184.125
2006-09-22,1380928.75
2006-09-25,1374731.375
2006-09-26,1391949.875
2006-09-27,1393329.75
2006-09-28,1392118.0
2006-09-29,1409453.625
2006-10-03,1403452.875
2006-10-04,1389357.0
2006-10-05,1410890.375
2006-10-06,1412931.125
2006-10-09,1419538.25
2006-10-10,1416548.375
2006-10-11,1409217.0
2006-10-12,1434688.125
2006-10-13,1445222.0
2006-10-16,1456396.0
2006-10-17,1458155.5
2006-10-18,1464299.0
2006-10-19,1451209.625
2006-10-20,1454656.75
2006-10-21,1454659.625
2006-10-23,1452644.0
2006-10-26,1473243.5
2006-10-27,1500563.0
2006-10-30,1507422.375
2006-10-31,1511846.5
2006-11-01,1526680.5
2006-11-02,1534077.0
2006-11-03,1535222.375
2006-11-06,1538094.125
2006-11-07,1533716.75
2006-11-08,1523534.125
2006-11-09,1528678.25
2006-11-10,1546918.875
2006-11-13,1569731.25
2006-11-14,1571428.25
2006-11-15,1583261.5
2006-11-16,1582547.5
2006-11-17,1573259.625
2006-11-20,1575443.75
2006-11-21,1607458.875
2006-11-22,1622976.875
2006-11-23,1623583.75
2006-11-24,1629473.875
2006-11-27,1621933.875
2006-11-28,1607832.5
2006-11-29,1622989.25
2006-11-30,1636388.75
2006-12-01,1677870.625
2006-12-04,1678355.25
2006-12-05,1679940.0
2006-12-06,1663188.5
2006-12-07,1660618.75
2006-12-08,1667976.0
2006-12-11,1612527.0
2006-12-12,1548188.25
2006-12-13,1562844.125
2006-12-14,1582681.5
2006-12-15,1598468.0
2006-12-18,1599580.75
2006-12-19,1584360.625
2006-12-20,1579469.75
2006-12-21,1576962.75
2006-12-22,1585994.5
2006-12-26,1598483.75
2006-12-27,1605883.5
2006-12-28,1620536.375
2006-12-29,1624786.125
2007-01-02,1646668.5
2007-01-03,1663819.0
2007-01-04,1656818.25
2007-01-05,1658470.375
2007-01-08,1672874.375
2007-01-09,1679007.875
2007-01-10,1677118.375
2007-01-11,1720621.625
2007-01-12,1777428.875
2007-01-15,1800072.75
2007-01-16,1808739.625
2007-01-17,1809512.5
2007-01-18,1795700.0
2007-01-19,1788946.75
2007-01-22,1811131.75
2007-01-23,1811226.125
2007-01-24,1817095.75
2007-01-25,1855792.375
2007-01-29,1864583.625
2007-01-31,1854997.0
2007-02-01,1882285.75
2007-02-02,1903066.75
2007-02-05,1946928.875
2007-02-06,1951673.0
2007-02-07,1952402.375
2007-02-08,1960526.75
2007-02-09,1923298.375
2007-02-12,1864833.25
2007-02-13,1867945.875
2007-02-14,1889242.875
2007-02-15,1948915.875
2007-02-19,1959105.625
2007-02-20,1939918.5
2007-02-21,1956480.375
2007-02-22,1940245.875
2007-02-23,1890805.625
2007-02-26,1883891.25
2007-02-27,1877527.5
2007-02-28,1822179.625
2007-03-01,1840977.75
2007-03-02,1839807.375
2007-03-05,1764149.25
2007-03-06,1787672.5
2007-03-07,1773764.5
2007-03-08,1819263.25
2007-03-09,1811478.25
2007-03-12,1824358.25
2007-03-13,1858568.0
2007-03-14,1831970.25
2007-03-15,1836782.5
2007-03-16,1832064.25
2007-03-19,1839175.0
2007-03-20,1839369.875
2007-03-21,1841207.75
2007-03-22,1856811.0
2007-03-23,1858614.75
2007-03-26,1856337.125
2007-03-28,1846352.875
2007-03-29,1859956.25
2007-03-30,1886934.0
2007-04-02,1749197.5
2007-04-03,1763820.75
2007-04-04,1790970.375
2007-04-05,1801074.25
2007-04-09,1826927.375
2007-04-10,1870903.625
2007-04-11,1865224.5
2007-04-12,1866150.0
2007-04-13,1880213.875
2007-04-16,1899210.125
2007-04-17,1884009.5
2007-04-18,1896710.0
2007-04-19,1895141.875
2007-04-20,1905574.625
2007-04-23,1908253.75
2007-04-24,1908674.625
2007-04-25,1937637.125
2007-04-26,1946797.25
2007-04-27,1933191.75
2007-04-30,1943363.375
2007-05-03,1942129.875
2007-05-04,1905509.75
2007-05-07,1899563.75
2007-05-08,1889573.25
2007-05-09,1903690.125
2007-05-10,1893954.75
2007-05-11,1896417.0
2007-05-14,1940719.5
2007-05-15,1930607.875
2007-05-16,1948236.75
2007-05-17,1964808.25
2007-05-18,1987481.0
2007-05-21,2014648.25
2007-05-22,2021806.25
2007-05-23,2000587.25
2007-05-24,1988549.25
2007-05-25,1978059.125
2007-05-28,1994809.125
2007-05-29,2021136.0
2007-05-30,1979715.5
2007-05-31,1980092.5
2007-06-01,2011350.875
2007-06-04,1985540.75
2007-06-05,2004053.125
2007-06-06,1964484.5
2007-06-07,1973613.375
2007-06-08,1963115.875
2007-06-11,1952002.375
2007-06-12,1932688.25
2007-06-13,1930943.375
2007-06-14,1969796.875
2007-06-15,1983143.625
2007-06-18,1970463.875
2007-06-19,2010619.875
2007-06-20,2036550.25
2007-06-21,2038564.25
2007-06-22,2026381.625
2007-06-25,2009429.125
2007-06-26,2031315.25
2007-06-27,2029419.0
2007-06-28,2021891.625
2007-06-29,2055337.25
2007-07-02,2071544.875
2007-07-03,2082508.875
2007-07-04,2070954.75
2007-07-05,2059811.5
2007-07-06,2056674.625
2007-07-09,2091198.625
2007-07-10,2082716.875
2007-07-11,2104828.0
2007-07-12,2140012.25
2007-07-13,2140757.75
2007-07-16,2125624.0
2007-07-17,2118927.75
2007-07-18,2110865.25
2007-07-19,2123780.75
2007-07-20,2112682.5
2007-07-23,2123115.25
2007-07-24,2125958.0
2007-07-25,2104806.5
2007-07-26,2106988.75
2007-07-27,2068115.0
2007-07-30,2085507.0
2007-07-31,2103465.25
2007-08-01,2037883.75
2007-08-02,2068396.125
2007-08-03,2083196.375
2007-08-06,2058500.75
2007-08-07,2059248.0
2007-08-08,2081186.75
2007-08-09,2056022.25
2007-08-10,2031197.0
2007-08-13,2043649.625
2007-08-14,2037781.25
2007-08-16,1975479.0
2007-08-17,1983505.0
2007-08-20,1990672.25
2007-08-21,1960933.75
2007-08-22,1959952.75
2007-08-23,1930606.75
2007-08-24,1951903.25
2007-08-27,1960185.75
2007-08-28,1965362.5
2007-08-29,1964563.5
2007-08-30,1969673.0
2007-08-31,1996884.875
2007-09-03,2009808.625
2007-09-04,2017414.25
2007-09-05,2012918.5
2007-09-06,2022748.5
2007-09-07,2005144.0
2007-09-10,2018292.0
2007-09-11,2009061.375
2007-09-12,2021721.625
2007-09-13,2027207.5
2007-09-14,1985103.5
2007-09-17,1995105.375
2007-09-18,2007914.0
2007-09-19,2029589.625
2007-09-20,2037723.25
2007-09-21,2065953.875
2007-09-24,2080963.25
2007-09-25,2078229.125
2007-09-26,2092396.125
2007-09-27,2090121.625
2007-09-28,2172155.75
2007-10-01,2194771.5
2007-10-03,2192405.5
2007-10-04,2200047.0
2007-10-05,2152683.75
2007-10-08,2050578.375
2007-10-09,2109653.5
2007-10-10,2123362.0
2007-10-11,2151943.0
2007-10-12,2145824.0
2007-10-15,2247303.5
2007-10-16,2279953.25
2007-10-17,2219418.25
2007-10-18,2127062.25
2007-10-19,2044050.0
2007-10-22,2069955.875
2007-10-23,2166310.25
2007-10-24,2192405.75
2007-10-25,2228562.25
2007-10-26,2304982.5
2007-10-29,2381481.0
2007-10-30,2393297.75
2007-10-31,2421007.75
2007-11-01,2340048.5
2007-11-02,2370901.75
2007-11-05,2375056.75
2007-11-06,2366097.75
2007-11-07,2382053.5
2007-11-08,2350270.0
2007-11-09,2359883.5
2007-11-12,2380110.0
2007-11-13,2419944.5
2007-11-14,2482968.5
2007-11-15,2559082.0
2007-11-16,2610228.25
2007-11-19,2706951.0
2007-11-20,2651278.25
2007-11-21,2472295.0
2007-11-22,2457518.5
2007-11-23,2538589.5
2007-11-26,2617456.0
2007-11-27,2590107.5
2007-11-28,2600914.75
2007-11-29,2593152.75
2007-11-30,2673142.25
2007-12-03,2710814.5
2007-12-04,2759833.5
2007-12-05,2854772.75
2007-12-06,2866782.25
2007-12-07,2830667.0
2007-12-10,2861060.5
2007-12-11,2847332.0
2007-12-12,2875185.5
2007-12-13,2873830.0
2007-12-14,2893450.25
2007-12-17,2758231.0
2007-12-18,2759472.75
2007-12-19,2785612.25
2007-12-20,2779338.75
2007-12-24,2837414.0
2007-12-26,2917067.5
2007-12-27,2914898.75
2007-12-28,2940739.0
2007-12-31,3000408.25
2008-01-01,3030855.5
2008-01-02,3082052.75
2008-01-03,3060783.25
2008-01-04,3050266.0
2008-01-07,3019753.25
2008-01-08,2931927.25
2008-01-09,2941838.75
2008-01-10,2842886.75
2008-01-11,2851534.25
2008-01-14,2899843.0
2008-01-15,2834627.0
2008-01-16,2812758.75
2008-01-17,2856312.5
2008-01-18,2713670.25
2008-01-21,2489913.0
2008-01-22,2368272.5
2008-01-23,2355225.75
2008-01-24,2352256.75
2008-01-25,2362352.75
2008-01-28,2354801.0
2008-01-29,2343591.25
2008-01-30,2332221.0
2008-01-31,2324182.0
2008-02-01,2324675.75
2008-02-04,2325169.5
2008-02-05,2325663.5
2008-02-06,2326157.5
2008-02-07,2326651.75
2008-02-08,2327146.0
2008-02-11,2327640.25
2008-02-12,2328134.75
2008-02-13,2328629.25
2008-02-14,2329124.0
2008-02-15,2329618.75
2008-02-18,2330113.75
2008-02-19,2330608.75
2008-02-20,2331103.75
2008-02-21,2331599.0
2008-02-22,2332094.25
2008-02-25,2332589.75
2008-02-26,2333085.25
2008-02-27,2333580.75
2008-02-28,2334076.5
2008-02-29,2334572.25
2008-03-03,2335068.25
2008-03-04,2335564.25
2008-03-05,2336060.5
2008-03-07,2336556.75
2008-03-10,2337053.0
2008-03-11,2337549.5
2008-03-12,2338046.0
2008-03-13,2338542.75
2008-03-14,2339039.5
2008-03-17,2339536.5
2008-03-18,2340033.5
2008-03-19,2340530.5
2008-03-24,2341027.75
2008-03-25,2341525.0
2008-03-26,2342022.5
2008-03-27,2342520.0
2008-03-28,2343017.5
2008-03-31,2343515.25
2008-04-01,2192678.75
2008-04-02,2193144.5
2008-04-03,2193610.5
2008-04-04,2194076.5
2008-04-07,2194542.5
2008-04-08,2195008.75
2008-04-09,2195475.0
2008-04-10,2195941.5
2008-04-11,2196408.0
2008-04-15,2196874.5
2008-04-16,2197341.25
2008-04-17,2197808.0
2008-04-21,2198275.0
2008-04-22,2198742.0
2008-04-23,2199209.0
2008-04-24,2199676.25
2008-04-25,2200143.5
2008-04-28,2200611.0
2008-04-29,2207247.0
2008-04-30,2214639.5
2008-05-02,2221445.5
2008-05-05,2219412.0
2008-05-06,2202311.75
2008-05-07,2201992.0
2008-05-08,2198746.5
2008-05-09,2187962.75
2008-05-12,2188319.0
2008-05-13,2190973.5
2008-05-14,2198383.25
2008-05-15,2205665.5
2008-05-16,2213947.25
2008-05-20,2208602.5
2008-05-21,2205790.25
2008-05-22,2198009.75
2008-05-23,2198857.5
2008-05-26,2190523.5
2008-05-27,2186208.5
2008-05-28,2202264.5
2008-05-29,2203726.25
2008-05-30,2204234.75
2008-06-02,2171732.0
2008-06-03,2167029.75
2008-06-04,2143859.0
2008-06-05,2146286.5
2008-06-06,2149498.0
2008-06-09,2154598.5
2008-06-10,2153199.5
2008-06-11,2151789.0
2008-06-12,2148892.25
2008-06-13,2159657.25
2008-06-16,2158144.75
2008-06-17,2155328.25
2008-06-18,2150833.5
2008-06-19,2147700.0
2008-06-20,2134568.75
2008-06-23,2129054.5
2008-06-24,2124942.5
2008-06-25,2125267.0
2008-06-26,2126027.75
2008-06-27,2126625.0
2008-06-30,2130001.75
2008-07-01,2124647.75
2008-07-02,2129463.5
2008-07-03,2124491.25
2008-07-04,2126386.0
2008-07-07,2124596.5
2008-07-08,2124606.0
2008-07-09,2129302.25
2008-07-10,2129813.0
2008-07-11,2131839.0
2008-07-14,2135282.0
2008-07-15,2128163.25
2008-07-16,2126886.75
2008-07-17,2131180.5
2008-07-18,2136346.0
2008-07-21,2141021.25
2008-07-22,2141424.0
2008-07-23,2144660.5
2008-07-24,2142163.75
2008-07-25,2147297.25
2008-07-28,2146381.25
2008-07-29,2142522.25
2008-07-30,2144974.5
2008-07-31,2141955.25
2008-08-01,2138707.0
2008-08-04,2144853.0
2008-08-05,2148314.5
2008-08-06,2148886.0
2008-08-07,2145245.25
2008-08-08,2139549.25
2008-08-11,2139712.0
2008-08-12,2138664.0
2008-08-13,2145264.25
2008-08-14,2150678.0
2008-08-18,2143714.25
2008-08-19,2149492.5
2008-08-20,2150338.5
2008-08-21,2145497.0
2008-08-22,2150896.0
2008-08-25,2147231.0
2008-08-26,2149278.0
2008-08-27,2146753.75
2008-08-28,2145436.0
2008-08-29,2144875.0
2008-09-01,2149407.25
2008-09-02,2154136.0
2008-09-04,2157664.25
2008-09-05,2157215.75
2008-09-08,2157811.0
2008-09-09,2154430.5
2008-09-10,2161612.0
2008-09-11,2153715.0
2008-09-12,2158072.25
2008-09-15,2141781.5
2008-09-16,2139874.5
2008-09-17,2133352.75
2008-09-18,2128393.0
2008-09-19,2127052.25
2008-09-22,2126978.5
2008-09-23,2127130.25
2008-09-24,2121461.75
2008-09-25,2125663.5
2008-09-26,2124595.0
2008-09-29,2119298.5
2008-09-30,2126534.25
2008-10-01,2134338.5
2008-10-03,2132577.0
2008-10-06,2127668.25
2008-10-07,2129846.0
2008-10-08,2118967.0
2008-10-10,2082026.125
2008-10-13,2085755.375
2008-10-14,2086198.5
2008-10-15,2086641.625
2008-10-16,2087084.875
2008-10-17,2087528.25
2008-10-20,2087971.75
2008-10-21,2088415.25
2008-10-22,2088858.875
2008-10-23,2089302.625
2008-10-24,2089746.5
2008-10-27,2090190.375
2008-10-28,2090634.375
2008-10-29,2091078.5
2008-10-31,2091522.75
2008-11-03,2091967.0
2008-11-04,2092411.375
2008-11-05,2092855.875
2008-11-06,2093300.5
2008-11-07,2093745.125
2008-11-10,2094189.875
2008-11-11,2094634.75
2008-11-12,2095079.75
2008-11-14,2095524.75
2008-11-17,2095969.875
2008-11-18,2096415.125
2008-11-19,2096860.5
2008-11-20,2097306.0
2008-11-21,2097751.5
2008-11-24,2098197.25
2008-11-25,2098643.0
2008-11-26,2099088.75
2008-11-28,2099534.75
2008-12-01,2099980.75
2008-12-02,2100426.75
2008-12-03,2100873.0
2008-12-04,2101319.25
2008-12-05,2101765.75
2008-12-08,2102212.25
2008-12-10,2102658.75
2008-12-11,2103105.5
2008-12-12,2103552.25
2008-12-15,2103999.0
2008-12-16,2104446.0
2008-12-17,2104893.0
2008-12-18,2105340.25
2008-12-19,2105787.5
2008-12-22,2106234.75
2008-12-23,2106682.25
2008-12-24,2107129.75
2008-12-26,2107577.25
2008-12-29,2108025.0
2008-12-30,2108472.75
2008-12-31,2108920.75
2009-01-01,2109368.75
2009-01-02,2109816.75
2009-01-05,2110265.0
2009-01-06,2110713.25
2009-01-07,2111161.75
2009-01-09,2111610.25
2009-01-12,2112058.75
2009-01-13,2112507.5
2009-01-14,2112956.25
2009-01-15,2113405.0
2009-01-16,2113854.0
2009-01-19,2114303.0
2009-01-20,2114752.25
2009-01-21,2115201.5
2009-01-22,2115650.75
2009-01-23,2116100.25
2009-01-27,2116549.75
2009-01-28,2116999.25
2009-01-29,2117449.0
2009-01-30,2117898.75
2009-02-02,2118348.75
2009-02-03,2118798.75
2009-02-04,2119248.75
2009-02-05,2119699.0
2009-02-06,2120149.25
2009-02-09,2120599.75
2009-02-10,2121050.25
2009-02-11,2121500.75
2009-02-12,2121951.5
2009-02-13,2122402.25
2009-02-16,2123204.25
2009-02-17,2125322.25
2009-02-18,2123724.0
2009-02-19,2123902.5
2009-02-20,2122157.5
2009-02-24,2119687.5
2009-02-25,2119613.75
2009-02-26,2124992.25
2009-02-27,2125831.5
2009-03-02,2121927.5
2009-03-03,2122065.75
2009-03-04,2126874.25
2009-03-05,2128585.75
2009-03-06,2127754.5
2009-03-09,2129287.0
2009-03-12,2135269.5
2009-03-13,2134275.5
2009-03-16,2135197.0
2009-03-17,2137064.0
2009-03-18,2141335.25
2009-03-19,2140651.25
2009-03-20,2142151.75
2009-03-23,2143098.0
2009-03-24,2144655.75
2009-03-25,2145577.75
2009-03-26,2149254.75
2009-03-27,2159085.0
2009-03-30,2152615.25
2009-03-31,2156814.0
2009-04-01,2152243.5
2009-04-02,2151990.5
2009-04-06,2160879.0
2009-04-08,2159436.5
2009-04-09,2151897.25
2009-04-13,2150863.5
2009-04-15,2159096.0
2009-04-16,2165899.25
2009-04-17,2172771.0
2009-04-20,2171892.25
