variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,vol_spike,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
spike_2x,INDUSINDBK,2026-01-21,LONG,2026-01-21T12:10:00,902.70,900.15,906.53,332,3.10,2.20,2026-01-21T12:30:00,906.53,TARGET,1269.90,819.40
spike_2x,INDUSINDBK,2026-02-12,LONG,2026-02-12T11:45:00,935.45,930.35,944.47,320,2.91,5.71,2026-02-12T12:40:00,933.80,TIME_STOP,-528.00,-976.62
spike_2x,PNB,2024-03-20,LONG,2024-03-20T13:15:00,113.41,112.68,114.63,2645,0.40,2.49,2024-03-20T14:10:00,113.07,TIME_STOP,-899.30,-1348.58
spike_2x,PNB,2024-04-03,LONG,2024-04-03T14:00:00,125.76,124.93,127.10,2385,0.39,5.61,2024-04-03T14:15:00,127.10,TARGET,3207.82,2755.51
spike_2x,PNB,2024-04-04,SHORT,2024-04-04T11:50:00,131.30,131.73,130.76,2284,0.58,2.59,2024-04-04T11:50:00,130.76,TARGET,1244.78,795.88
spike_2x,PNB,2024-04-05,LONG,2024-04-05T11:00:00,133.48,132.51,134.69,2247,0.48,3.83,2024-04-05T11:15:00,132.51,STOP,-2179.59,-2627.85
spike_2x,PNB,2024-04-09,SHORT,2024-04-09T13:50:00,128.14,128.67,127.47,2341,0.42,4.24,2024-04-09T14:20:00,128.67,STOP,-1240.73,-1691.62
spike_2x,PNB,2024-04-12,SHORT,2024-04-12T12:45:00,131.88,132.66,130.46,2274,0.40,6.14,2024-04-12T13:40:00,131.93,TIME_STOP,-113.70,-563.63
spike_2x,PNB,2024-04-15,LONG,2024-04-15T13:20:00,131.30,130.37,132.44,2284,0.49,3.18,2024-04-15T13:30:00,130.37,STOP,-2124.12,-2572.36
spike_2x,PNB,2024-04-29,LONG,2024-04-29T13:55:00,134.89,133.53,136.93,1838,0.44,7.55,2024-04-29T14:15:00,133.53,STOP,-2499.68,-2869.70
spike_2x,PNB,2024-04-30,LONG,2024-04-30T13:25:00,135.33,134.79,136.14,2216,0.56,5.02,2024-04-30T13:45:00,136.14,TARGET,1794.96,1343.78
spike_2x,PNB,2024-05-06,SHORT,2024-05-06T13:30:00,123.28,123.76,122.31,2433,0.44,2.52,2024-05-06T13:40:00,123.76,STOP,-1167.84,-1618.63
spike_2x,PNB,2024-05-07,SHORT,2024-05-07T11:20:00,119.68,120.31,118.74,2506,0.55,2.11,2024-05-07T11:30:00,118.74,TARGET,2368.17,1920.07
spike_2x,PNB,2024-05-08,LONG,2024-05-08T12:25:00,120.99,120.70,121.42,2479,0.42,2.31,2024-05-08T12:25:00,120.70,STOP,-718.91,-1168.27
spike_2x,PNB,2024-05-09,LONG,2024-05-09T13:50:00,122.55,121.38,124.43,2136,0.54,13.31,2024-05-09T13:50:00,121.38,STOP,-2499.12,-2889.90
spike_2x,PNB,2024-05-13,LONG,2024-05-13T13:55:00,119.63,118.90,120.72,2507,0.41,2.34,2024-05-13T14:50:00,119.73,TIME_STOP,250.70,-199.36
spike_2x,PNB,2024-05-16,SHORT,2024-05-16T11:10:00,120.80,121.67,119.62,2483,0.37,2.07,2024-05-16T12:05:00,120.22,TIME_STOP,1440.14,991.30
spike_2x,PNB,2024-05-28,SHORT,2024-05-28T11:30:00,124.74,125.71,123.28,2405,0.37,2.08,2024-05-28T12:25:00,123.81,TIME_STOP,2236.65,1788.33
spike_2x,PNB,2024-06-04,SHORT,2024-06-04T11:25:00,115.94,119.83,110.48,642,1.18,2.22,2024-06-04T12:00:00,110.48,TARGET,3505.32,3396.30
spike_2x,PNB,2024-06-05,LONG,2024-06-05T14:05:00,116.72,116.13,117.61,2570,0.59,2.53,2024-06-05T14:15:00,116.13,STOP,-1516.30,-1965.12
spike_2x,PNB,2024-06-06,SHORT,2024-06-06T13:05:00,119.49,120.22,118.52,2510,0.52,3.04,2024-06-06T13:25:00,120.22,STOP,-1832.30,-2283.55
spike_2x,PNB,2024-06-26,LONG,2024-06-26T11:05:00,121.54,121.00,122.33,2468,0.38,2.46,2024-06-26T11:45:00,122.33,TARGET,1937.38,1485.99
spike_2x,PNB,2024-07-02,SHORT,2024-07-02T12:55:00,116.86,117.39,116.19,2567,0.40,4.57,2024-07-02T13:20:00,117.39,STOP,-1360.51,-1811.50
spike_2x,PNB,2024-07-23,LONG,2024-07-23T12:15:00,115.48,115.29,115.77,2597,0.37,2.41,2024-07-23T12:15:00,115.29,STOP,-493.43,-942.91
spike_2x,PNB,2024-08-05,SHORT,2024-08-05T11:25:00,110.36,111.03,109.31,2718,0.42,2.67,2024-08-05T11:25:00,111.03,STOP,-1821.06,-2272.36
spike_2x,PNB,2024-09-13,LONG,2024-09-13T13:05:00,109.14,108.71,109.79,2748,0.36,2.02,2024-09-13T13:35:00,108.71,STOP,-1181.64,-1630.63
spike_2x,PNB,2024-09-19,SHORT,2024-09-19T11:25:00,103.99,104.63,103.03,2884,0.34,2.33,2024-09-19T11:40:00,103.03,TARGET,2768.64,2320.86
spike_2x,PNB,2024-10-04,LONG,2024-10-04T11:40:00,103.88,103.21,104.91,2887,0.38,2.94,2024-10-04T12:35:00,103.38,TIME_STOP,-1443.50,-1892.27
spike_2x,PNB,2024-10-07,SHORT,2024-10-07T13:45:00,99.04,99.20,98.80,3029,0.37,4.01,2024-10-07T13:45:00,99.20,STOP,-484.64,-934.99
spike_2x,PNB,2024-10-08,LONG,2024-10-08T11:30:00,100.22,99.38,101.31,2976,0.33,6.23,2024-10-08T11:55:00,99.38,STOP,-2499.84,-2945.35
spike_2x,PNB,2024-10-22,SHORT,2024-10-22T12:55:00,94.09,94.70,93.18,3188,0.40,3.12,2024-10-22T13:10:00,93.18,TARGET,2917.02,2469.27
spike_2x,PNB,2024-10-23,LONG,2024-10-23T12:25:00,93.87,93.32,94.75,3195,0.36,3.87,2024-10-23T13:20:00,94.03,TIME_STOP,511.20,60.94
spike_2x,PNB,2024-10-28,LONG,2024-10-28T13:50:00,97.82,96.48,99.83,1865,0.33,15.30,2024-10-28T14:45:00,96.48,STOP,-2499.10,-2770.88
spike_2x,PNB,2024-10-29,LONG,2024-10-29T12:05:00,95.82,95.22,96.72,3130,0.32,2.41,2024-10-29T12:30:00,95.22,STOP,-1878.00,-2326.47
spike_2x,PNB,2024-10-31,SHORT,2024-10-31T13:35:00,95.27,95.77,94.52,3148,0.29,5.66,2024-10-31T14:05:00,94.52,TARGET,2361.00,1912.91
spike_2x,PNB,2024-11-04,LONG,2024-11-04T13:05:00,97.62,97.20,98.25,3073,0.30,2.01,2024-11-04T13:05:00,98.25,TARGET,1935.99,1484.56
spike_2x,PNB,2024-11-05,LONG,2024-11-05T13:30:00,101.26,100.59,102.04,2962,0.33,5.02,2024-11-05T13:50:00,102.04,TARGET,2310.36,1858.73
spike_2x,PNB,2024-11-14,SHORT,2024-11-14T13:35:00,97.57,97.96,96.98,3074,0.31,2.75,2024-11-14T13:55:00,96.98,TARGET,1798.29,1349.74
spike_2x,PNB,2025-01-02,LONG,2025-01-02T13:35:00,101.21,99.76,103.41,1724,0.32,9.54,2025-01-02T14:30:00,102.33,TIME_STOP,1930.88,1667.70
spike_2x,PNB,2025-01-22,SHORT,2025-01-22T12:00:00,94.88,95.30,94.17,3161,0.31,2.59,2025-01-22T12:20:00,94.17,TARGET,2228.51,1780.30
