variant,trades,wins,losses,win_rate_pct,avg_win,avg_loss,profit_factor,net_pnl,gross_pnl,costs,days_traded,cagr_pct,sharpe,max_dd,max_dd_pct,calmar
rr_1.5_spike_3x,121,58,63,47.93,1864.0,-1578.0,1.09,8728.0,59482.0,50754.0,87,8.66,0.62,14823.0,4.94,1.75
rr_2.0_spike_3x,121,55,66,45.45,2386.0,-1541.0,1.29,29513.0,80268.0,50755.0,87,31.23,1.86,11266.0,3.76,8.32
rr_2.5_spike_3x,121,53,68,43.8,2609.0,-1512.0,1.35,35485.0,86246.0,50761.0,87,38.24,1.96,11022.0,3.67,10.41
rr_2.0_spike_2x,208,91,117,43.75,2115.0,-1445.0,1.14,23415.0,112958.0,89543.0,128,15.95,0.94,18841.0,6.28,2.54
