variant,trades,wins,losses,win_rate_pct,avg_win,avg_loss,profit_factor,net_pnl,gross_pnl,costs,days_traded,cagr_pct,sharpe,max_dd,max_dd_pct,calmar
spike_2x,488,199,289,40.78,1419.0,-1503.0,0.65,-152029.0,58066.0,210095.0,221,-55.33,-4.48,152177.0,50.73,-1.09
spike_3x,270,103,167,38.15,1588.0,-1619.0,0.61,-106747.0,7080.0,113827.0,163,-49.33,-4.61,106997.0,35.67,-1.38
spike_2x_rsi,439,176,263,40.09,1447.0,-1465.0,0.66,-130427.0,57247.0,187673.0,212,-49.24,-4.07,130575.0,43.52,-1.13
spike_3x_rsi,253,101,152,39.92,1628.0,-1612.0,0.67,-80632.0,25182.0,105814.0,155,-39.89,-3.71,80882.0,26.96,-1.48
