cell,x_bars,depth_min,vol_K,saucer,exit,hard_stop,liq_cr,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
x120|d10|k3|s0|ST_14_4|h1|L2,120,10.0,3.0,0,ST_14_4,1,2.0,1770,10,16.41,16.31,16.44,-32.72,-32.72,0.502,1.062,709,36.0,39.79,-8.82,8.651,14,32.7,27020922.0
x120|d10|k3|s0|DON20|h0|L2,120,10.0,3.0,0,DON20,0,2.0,1770,10,13.54,13.3,13.67,-27.19,-30.23,0.499,0.941,874,43.1,24.74,-9.49,5.304,18,40.3,15712053.0
x120|d10|k3|s1|ST_14_4|h1|L2,120,10.0,3.0,1,ST_14_4,1,2.0,56,10,6.64,6.64,6.64,-11.13,-11.13,0.597,1.78,56,44.6,39.11,-10.04,11.902,6,2.6,4036413.0
x120|d10|k3|s1|DON20|h0|L2,120,10.0,3.0,1,DON20,0,2.0,56,10,5.83,5.83,5.83,-5.22,-5.22,1.117,2.334,56,51.8,17.06,-8.94,4.52,4,2.6,3415404.0
x120|d10|k5|s0|ST_14_4|h1|L2,120,10.0,5.0,0,ST_14_4,1,2.0,1235,10,13.88,13.8,14.05,-25.45,-25.45,0.545,1.007,621,33.2,41.76,-8.79,8.021,12,28.6,16738956.0
x120|d10|k5|s0|DON20|h0|L2,120,10.0,5.0,0,DON20,0,2.0,1235,10,11.01,10.73,11.22,-24.55,-26.19,0.447,0.871,736,40.1,26.42,-9.82,4.7,14,33.9,9638994.0
x120|d10|k5|s1|ST_14_4|h1|L2,120,10.0,5.0,1,ST_14_4,1,2.0,35,10,6.74,6.74,6.74,-8.69,-8.69,0.776,1.973,35,45.7,54.83,-11.03,19.075,4,1.6,4115627.0
x120|d10|k5|s1|DON20|h0|L2,120,10.0,5.0,1,DON20,0,2.0,35,10,5.75,5.75,5.75,-4.93,-4.93,1.165,2.647,35,51.4,20.35,-10.06,5.581,3,1.6,3360360.0
x120|d20|k0|s0|ST_14_4|h1|L2,120,20.0,0.0,0,ST_14_4,1,2.0,2781,10,18.84,17.72,19.15,-27.91,-27.92,0.679,1.16,821,36.8,38.72,-8.64,8.775,28,37.9,42202870.0
x120|d20|k0|s0|DON20|h0|L2,120,20.0,0.0,0,DON20,0,2.0,2781,10,14.16,13.74,15.12,-33.89,-34.48,0.423,0.924,1109,43.2,22.33,-8.74,4.67,23,51.2,17654059.0
x120|d20|k0|s1|ST_14_4|h1|L2,120,20.0,0.0,1,ST_14_4,1,2.0,89,10,6.52,6.52,6.52,-13.53,-13.53,0.482,1.52,89,36.0,37.9,-9.36,7.635,10,4.1,3935642.0
x120|d20|k0|s1|DON20|h0|L2,120,20.0,0.0,1,DON20,0,2.0,89,10,5.53,5.53,5.53,-7.34,-7.34,0.753,1.88,89,39.3,16.51,-7.7,1.819,8,4.1,3212315.0
x120|d20|k2|s0|ST_14_4|h1|L2,120,20.0,2.0,0,ST_14_4,1,2.0,2102,10,18.11,17.99,18.44,-31.11,-31.11,0.582,1.136,731,35.2,43.74,-9.0,9.495,19,33.7,36923258.0
x120|d20|k2|s0|DON20|h0|L2,120,20.0,2.0,0,DON20,0,2.0,2102,10,12.59,12.34,12.95,-25.58,-28.23,0.492,0.861,957,42.2,23.82,-9.35,4.585,16,44.2,13094737.0
x120|d20|k2|s1|ST_14_4|h1|L2,120,20.0,2.0,1,ST_14_4,1,2.0,69,10,6.63,6.63,6.63,-13.34,-13.34,0.497,1.663,69,40.6,39.26,-9.92,10.035,8,3.2,4020702.0
x120|d20|k2|s1|DON20|h0|L2,120,20.0,2.0,1,DON20,0,2.0,69,10,5.65,5.65,5.65,-5.23,-5.23,1.079,2.155,69,44.9,16.36,-8.33,2.761,5,3.2,3291244.0
x120|d20|k3|s0|ST_14_4|h1|L2,120,20.0,3.0,0,ST_14_4,1,2.0,1668,10,16.23,15.95,16.35,-32.75,-32.75,0.496,1.065,671,34.4,42.81,-8.88,8.927,17,30.9,26090438.0
x120|d20|k3|s0|DON20|h0|L2,120,20.0,3.0,0,DON20,0,2.0,1668,10,12.94,12.81,13.02,-28.76,-31.0,0.451,0.917,835,42.5,25.44,-9.73,5.224,12,38.5,13991464.0
x120|d20|k3|s1|ST_14_4|h1|L2,120,20.0,3.0,1,ST_14_4,1,2.0,56,10,6.64,6.64,6.64,-11.13,-11.13,0.597,1.78,56,44.6,39.11,-10.04,11.902,6,2.6,4036413.0
x120|d20|k3|s1|DON20|h0|L2,120,20.0,3.0,1,DON20,0,2.0,56,10,5.83,5.83,5.83,-5.22,-5.22,1.117,2.334,56,51.8,17.06,-8.94,4.52,4,2.6,3415404.0
x120|d20|k5|s0|ST_14_4|h1|L2,120,20.0,5.0,0,ST_14_4,1,2.0,1169,10,13.55,13.43,13.55,-26.03,-26.03,0.52,1.003,593,32.0,44.31,-8.93,8.132,17,27.3,15734142.0
x120|d20|k5|s0|DON20|h0|L2,120,20.0,5.0,0,DON20,0,2.0,1169,10,10.72,10.47,10.86,-29.11,-29.9,0.365,0.853,698,39.5,27.41,-10.06,4.724,17,32.2,9108266.0
x120|d20|k5|s1|ST_14_4|h1|L2,120,20.0,5.0,1,ST_14_4,1,2.0,35,10,6.74,6.74,6.74,-8.69,-8.69,0.776,1.973,35,45.7,54.83,-11.03,19.075,4,1.6,4115627.0
x120|d20|k5|s1|DON20|h0|L2,120,20.0,5.0,1,DON20,0,2.0,35,10,5.75,5.75,5.75,-4.93,-4.93,1.165,2.647,35,51.4,20.35,-10.06,5.581,3,1.6,3360360.0
x250|d0|k0|s0|ST_14_4|h1|L2,250,0.0,0.0,0,ST_14_4,1,2.0,1806,10,17.81,17.61,18.26,-30.96,-30.96,0.575,1.199,681,37.9,39.56,-8.67,9.591,16,31.4,35007006.0
x250|d0|k0|s0|DON20|h0|L2,250,0.0,0.0,0,DON20,0,2.0,1806,10,14.76,14.45,15.25,-32.71,-32.76,0.451,1.034,884,44.6,23.52,-8.77,5.658,16,40.8,19807659.0
x250|d0|k0|s1|ST_14_4|h1|L2,250,0.0,0.0,1,ST_14_4,1,2.0,21,10,5.9,5.9,5.9,-4.2,-4.2,1.404,3.173,21,42.9,41.93,-9.87,12.328,6,1.0,3469050.0
x250|d0|k0|s1|DON20|h0|L2,250,0.0,0.0,1,DON20,0,2.0,21,10,5.61,5.61,5.61,-1.88,-1.88,2.984,3.861,21,42.9,24.97,-9.0,5.555,3,1.0,3264586.0
x250|d0|k2|s0|ST_14_4|h1|L2,250,0.0,2.0,0,ST_14_4,1,2.0,1357,10,17.14,17.09,17.31,-30.54,-30.54,0.561,1.196,587,36.3,45.44,-8.9,10.815,19,27.1,30916782.0
x250|d0|k2|s0|DON20|h0|L2,250,0.0,2.0,0,DON20,0,2.0,1357,10,13.25,12.89,13.79,-29.0,-29.0,0.457,0.982,746,43.4,25.8,-9.41,5.816,18,34.4,14866496.0
x250|d0|k3|s0|ST_14_4|h1|L2,250,0.0,3.0,0,ST_14_4,1,2.0,1062,10,15.23,15.23,15.23,-28.95,-28.95,0.526,1.155,522,34.3,47.13,-8.85,10.346,20,24.1,21655192.0
x250|d0|k3|s0|DON20|h0|L2,250,0.0,3.0,0,DON20,0,2.0,1062,10,12.13,12.06,12.16,-28.5,-28.5,0.426,0.968,623,43.6,26.52,-9.84,6.039,15,28.7,11985414.0
x250|d0|k5|s0|ST_14_4|h1|L2,250,0.0,5.0,0,ST_14_4,1,2.0,728,10,13.0,13.0,13.0,-24.36,-24.36,0.534,1.158,428,32.2,50.16,-9.07,10.027,16,19.7,14172555.0
x250|d0|k5|s0|DON20|h0|L2,250,0.0,5.0,0,DON20,0,2.0,728,10,10.73,10.72,10.74,-26.75,-26.75,0.402,0.964,495,41.4,29.15,-10.28,6.049,13,22.8,9123910.0
x250|d10|k0|s0|ST_14_4|h1|L2,250,10.0,0.0,0,ST_14_4,1,2.0,1806,10,17.81,17.61,18.26,-30.96,-30.96,0.575,1.199,681,37.9,39.56,-8.67,9.591,16,31.4,35007006.0
x250|d10|k0|s0|DON20|h0|L2,250,10.0,0.0,0,DON20,0,2.0,1806,10,14.76,14.45,15.25,-32.71,-32.76,0.451,1.034,884,44.6,23.52,-8.77,5.658,16,40.8,19807659.0
x250|d10|k0|s1|ST_14_4|h1|L2,250,10.0,0.0,1,ST_14_4,1,2.0,21,10,5.9,5.9,5.9,-4.2,-4.2,1.404,3.173,21,42.9,41.93,-9.87,12.328,6,1.0,3469050.0
x250|d10|k0|s1|DON20|h0|L2,250,10.0,0.0,1,DON20,0,2.0,21,10,5.61,5.61,5.61,-1.88,-1.88,2.984,3.861,21,42.9,24.97,-9.0,5.555,3,1.0,3264586.0
x250|d10|k2|s0|ST_14_4|h1|L2,250,10.0,2.0,0,ST_14_4,1,2.0,1357,10,17.14,17.09,17.31,-30.54,-30.54,0.561,1.196,587,36.3,45.44,-8.9,10.815,19,27.1,30916782.0
x250|d10|k2|s0|DON20|h0|L2,250,10.0,2.0,0,DON20,0,2.0,1357,10,13.25,12.89,13.79,-29.0,-29.0,0.457,0.982,746,43.4,25.8,-9.41,5.816,18,34.4,14866496.0
x250|d10|k3|s0|ST_14_4|h1|L2,250,10.0,3.0,0,ST_14_4,1,2.0,1062,10,15.23,15.23,15.23,-28.95,-28.95,0.526,1.155,522,34.3,47.13,-8.85,10.346,20,24.1,21655192.0
x250|d10|k3|s0|DON20|h0|L2,250,10.0,3.0,0,DON20,0,2.0,1062,10,12.13,12.06,12.16,-28.5,-28.5,0.426,0.968,623,43.6,26.52,-9.84,6.039,15,28.7,11985414.0
x250|d10|k5|s0|ST_14_4|h1|L2,250,10.0,5.0,0,ST_14_4,1,2.0,728,10,13.0,13.0,13.0,-24.36,-24.36,0.534,1.158,428,32.2,50.16,-9.07,10.027,16,19.7,14172555.0
x250|d10|k5|s0|DON20|h0|L2,250,10.0,5.0,0,DON20,0,2.0,728,10,10.73,10.72,10.74,-26.75,-26.75,0.402,0.964,495,41.4,29.15,-10.28,6.049,13,22.8,9123910.0
x250|d20|k0|s0|ST_14_4|h1|L2,250,20.0,0.0,0,ST_14_4,1,2.0,1796,10,18.04,18.03,18.3,-30.96,-30.96,0.583,1.212,676,38.5,39.2,-8.69,9.713,15,31.2,36471918.0
x250|d20|k0|s0|DON20|h0|L2,250,20.0,0.0,0,DON20,0,2.0,1796,10,14.82,14.2,15.03,-32.59,-32.64,0.455,1.038,879,44.5,23.75,-8.84,5.696,14,40.5,20060679.0
x250|d20|k0|s1|ST_14_4|h1|L2,250,20.0,0.0,1,ST_14_4,1,2.0,21,10,5.9,5.9,5.9,-4.2,-4.2,1.404,3.173,21,42.9,41.93,-9.87,12.328,6,1.0,3469050.0
x250|d20|k0|s1|DON20|h0|L2,250,20.0,0.0,1,DON20,0,2.0,21,10,5.61,5.61,5.61,-1.88,-1.88,2.984,3.861,21,42.9,24.97,-9.0,5.555,3,1.0,3264586.0
x250|d20|k2|s0|ST_14_4|h1|L2,250,20.0,2.0,0,ST_14_4,1,2.0,1351,10,17.46,17.42,17.59,-30.54,-30.54,0.572,1.212,588,36.2,45.92,-8.9,10.956,20,27.1,32815564.0
x250|d20|k2|s0|DON20|h0|L2,250,20.0,2.0,0,DON20,0,2.0,1351,10,13.37,13.1,13.56,-29.0,-29.0,0.461,0.988,742,43.5,25.87,-9.41,5.918,17,34.2,15198930.0
x250|d20|k3|s0|ST_14_4|h1|L2,250,20.0,3.0,0,ST_14_4,1,2.0,1058,10,15.17,15.17,15.17,-28.95,-28.95,0.524,1.153,521,34.2,47.25,-8.86,10.31,20,24.0,21384094.0
x250|d20|k3|s0|DON20|h0|L2,250,20.0,3.0,0,DON20,0,2.0,1058,10,12.06,11.99,12.09,-28.51,-28.51,0.423,0.963,621,43.5,26.65,-9.86,6.011,15,28.6,11820833.0
x250|d20|k5|s0|ST_14_4|h1|L2,250,20.0,5.0,0,ST_14_4,1,2.0,725,10,12.94,12.94,12.94,-24.36,-24.36,0.531,1.155,427,32.1,50.34,-9.07,9.991,16,19.7,14011776.0
x250|d20|k5|s0|DON20|h0|L2,250,20.0,5.0,0,DON20,0,2.0,725,10,10.26,10.26,10.26,-26.75,-26.75,0.383,0.927,496,41.1,28.64,-10.33,5.698,13,22.9,8311725.0
x0|d0|k0|s0|ST_10_3|h0|L2,0,0.0,0.0,0,ST_10_3,0,2.0,10293,10,16.17,14.24,18.01,-38.53,-38.83,0.423,0.917,1279,43.5,24.8,-9.6,5.387,21,59.0,25908653.0
x0|d0|k0|s0|EMA50|h0|L2,0,0.0,0.0,0,EMA50,0,2.0,10293,10,19.28,18.08,20.06,-36.92,-37.21,0.522,1.033,1390,41.8,26.51,-8.6,6.099,16,64.1,45949782.0
x0|d0|k0|s1|ST_10_3|h0|L2,0,0.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x0|d0|k0|s1|EMA50|h0|L2,0,0.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x0|d0|k2|s0|ST_10_3|h0|L2,0,0.0,2.0,0,ST_10_3,0,2.0,9064,10,17.18,16.12,18.15,-37.71,-39.38,0.468,0.977,1243,43.6,26.42,-9.6,6.081,15,57.3,31171808.0
x0|d0|k2|s0|EMA50|h0|L2,0,0.0,2.0,0,EMA50,0,2.0,9064,10,18.36,17.24,19.05,-38.98,-41.25,0.472,0.992,1348,42.5,25.97,-8.73,6.051,20,62.2,38718778.0
x0|d0|k2|s1|ST_10_3|h0|L2,0,0.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x0|d0|k2|s1|EMA50|h0|L2,0,0.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x0|d0|k3|s0|ST_10_3|h0|L2,0,0.0,3.0,0,ST_10_3,0,2.0,7743,10,17.49,16.59,19.01,-32.98,-38.46,0.539,0.964,1158,45.0,27.35,-9.8,6.768,13,53.4,33024475.0
x0|d0|k3|s0|EMA50|h0|L2,0,0.0,3.0,0,EMA50,0,2.0,7743,10,18.66,17.15,19.58,-36.58,-38.9,0.504,1.026,1263,42.5,27.16,-8.97,6.506,20,58.2,40852386.0
x0|d0|k3|s1|ST_10_3|h0|L2,0,0.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x0|d0|k3|s1|EMA50|h0|L2,0,0.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x0|d0|k5|s0|ST_10_3|h0|L2,0,0.0,5.0,0,ST_10_3,0,2.0,5572,10,19.38,18.01,20.19,-33.49,-36.42,0.588,1.068,1047,45.3,30.03,-10.48,8.012,17,48.2,46566998.0
x0|d0|k5|s0|EMA50|h0|L2,0,0.0,5.0,0,EMA50,0,2.0,5572,10,16.77,15.41,17.51,-39.48,-39.99,0.431,0.961,1181,41.2,27.83,-9.62,5.804,19,54.5,28876057.0
x0|d0|k5|s1|ST_10_3|h0|L2,0,0.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x0|d0|k5|s1|EMA50|h0|L2,0,0.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x0|d10|k0|s0|ST_10_3|h0|L2,0,10.0,0.0,0,ST_10_3,0,2.0,7161,10,16.36,15.72,17.92,-38.8,-40.23,0.428,0.975,1239,43.1,25.78,-9.66,5.588,23,57.1,26712696.0
x0|d10|k0|s0|EMA50|h0|L2,0,10.0,0.0,0,EMA50,0,2.0,7161,10,18.8,18.12,19.43,-34.77,-36.23,0.546,1.051,1371,41.9,24.85,-8.4,5.54,16,63.2,41927278.0
x0|d10|k0|s1|ST_10_3|h0|L2,0,10.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x0|d10|k0|s1|EMA50|h0|L2,0,10.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x0|d10|k2|s0|ST_10_3|h0|L2,0,10.0,2.0,0,ST_10_3,0,2.0,5442,10,17.72,17.06,18.08,-37.42,-37.76,0.473,1.039,1138,43.8,27.97,-10.09,6.578,17,52.5,34390390.0
x0|d10|k2|s0|EMA50|h0|L2,0,10.0,2.0,0,EMA50,0,2.0,5442,10,17.14,16.01,17.65,-33.02,-33.82,0.52,0.989,1267,41.3,26.17,-9.09,5.526,14,58.5,30937213.0
x0|d10|k2|s1|ST_10_3|h0|L2,0,10.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x0|d10|k2|s1|EMA50|h0|L2,0,10.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x0|d10|k3|s0|ST_10_3|h0|L2,0,10.0,3.0,0,ST_10_3,0,2.0,4317,10,16.05,15.55,16.45,-38.35,-42.73,0.417,0.96,1068,43.7,27.65,-10.26,6.29,18,49.2,25212297.0
x0|d10|k3|s0|EMA50|h0|L2,0,10.0,3.0,0,EMA50,0,2.0,4317,10,19.43,18.6,20.02,-37.14,-37.47,0.527,1.082,1152,42.0,28.72,-9.12,6.734,18,53.1,46983176.0
x0|d10|k3|s1|ST_10_3|h0|L2,0,10.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x0|d10|k3|s1|EMA50|h0|L2,0,10.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x0|d10|k5|s0|ST_10_3|h0|L2,0,10.0,5.0,0,ST_10_3,0,2.0,2967,10,17.41,16.44,17.96,-31.96,-32.88,0.54,1.04,903,43.7,31.65,-10.96,7.694,16,41.7,32475820.0
x0|d10|k5|s0|EMA50|h0|L2,0,10.0,5.0,0,EMA50,0,2.0,2967,10,18.02,17.43,18.3,-33.82,-33.84,0.533,1.042,960,40.2,33.4,-9.95,7.512,16,44.3,36382176.0
x0|d10|k5|s1|ST_10_3|h0|L2,0,10.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x0|d10|k5|s1|EMA50|h0|L2,0,10.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x0|d20|k0|s0|ST_10_3|h0|L2,0,20.0,0.0,0,ST_10_3,0,2.0,4055,10,18.94,18.51,19.62,-32.45,-36.42,0.587,1.103,1056,42.3,30.71,-10.06,7.177,14,48.7,42997112.0
x0|d20|k0|s0|EMA50|h0|L2,0,20.0,0.0,0,EMA50,0,2.0,4055,10,20.58,20.2,21.08,-35.56,-39.32,0.573,1.127,1121,41.0,31.05,-9.34,7.229,17,51.7,57930212.0
x0|d20|k0|s1|ST_10_3|h0|L2,0,20.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x0|d20|k0|s1|EMA50|h0|L2,0,20.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x0|d20|k2|s0|ST_10_3|h0|L2,0,20.0,2.0,0,ST_10_3,0,2.0,3104,10,14.52,14.08,15.52,-32.21,-35.94,0.45,0.904,990,40.3,30.33,-10.7,5.858,12,45.7,18937165.0
x0|d20|k2|s0|EMA50|h0|L2,0,20.0,2.0,0,EMA50,0,2.0,3104,10,18.36,17.89,19.08,-38.58,-38.66,0.476,1.046,1013,39.8,32.52,-9.68,7.145,17,46.7,38690790.0
x0|d20|k2|s1|ST_10_3|h0|L2,0,20.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x0|d20|k2|s1|EMA50|h0|L2,0,20.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x0|d20|k3|s0|ST_10_3|h0|L2,0,20.0,3.0,0,ST_10_3,0,2.0,2478,10,14.66,14.2,15.31,-32.13,-34.81,0.45,0.912,896,40.8,31.01,-10.69,6.287,11,41.3,19406451.0
x0|d20|k3|s0|EMA50|h0|L2,0,20.0,3.0,0,EMA50,0,2.0,2478,10,16.3,15.72,16.59,-37.22,-39.72,0.438,0.968,919,38.6,33.21,-9.86,6.792,16,42.4,26404963.0
x0|d20|k3|s1|ST_10_3|h0|L2,0,20.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x0|d20|k3|s1|EMA50|h0|L2,0,20.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x0|d20|k5|s0|ST_10_3|h0|L2,0,20.0,5.0,0,ST_10_3,0,2.0,1728,10,13.95,13.55,14.19,-29.98,-32.13,0.47,0.931,747,41.2,32.86,-11.53,6.784,15,34.5,16977046.0
x0|d20|k5|s0|EMA50|h0|L2,0,20.0,5.0,0,EMA50,0,2.0,1728,10,16.38,16.15,16.5,-31.6,-31.6,0.518,1.029,752,40.5,35.78,-10.88,7.997,15,34.7,26858632.0
x0|d20|k5|s1|ST_10_3|h0|L2,0,20.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x0|d20|k5|s1|EMA50|h0|L2,0,20.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x20|d0|k0|s0|ST_10_3|h0|L2,20,0.0,0.0,0,ST_10_3,0,2.0,7359,10,17.59,17.34,18.8,-30.8,-32.49,0.576,1.014,1210,44.7,25.72,-9.1,6.425,16,55.8,33614608.0
x20|d0|k0|s0|EMA50|h0|L2,20,0.0,0.0,0,EMA50,0,2.0,7359,10,18.72,18.06,19.17,-36.25,-39.2,0.521,1.059,1368,42.8,24.56,-8.02,5.944,22,63.1,41318928.0
x20|d0|k0|s1|ST_10_3|h0|L2,20,0.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x20|d0|k0|s1|EMA50|h0|L2,20,0.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x20|d0|k2|s0|ST_10_3|h0|L2,20,0.0,2.0,0,ST_10_3,0,2.0,5618,10,16.05,15.44,17.37,-34.87,-35.8,0.459,0.963,1147,44.5,24.78,-9.42,5.791,14,52.9,25220712.0
x20|d0|k2|s0|EMA50|h0|L2,20,0.0,2.0,0,EMA50,0,2.0,5618,10,18.8,18.18,19.87,-32.67,-39.48,0.571,1.082,1270,42.8,25.69,-8.38,6.292,22,58.6,41895510.0
x20|d0|k2|s1|ST_10_3|h0|L2,20,0.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x20|d0|k2|s1|EMA50|h0|L2,20,0.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x20|d0|k3|s0|ST_10_3|h0|L2,20,0.0,3.0,0,ST_10_3,0,2.0,4482,10,17.48,16.9,18.35,-34.25,-35.43,0.522,0.996,1040,45.5,27.36,-9.62,7.139,15,48.0,32912629.0
x20|d0|k3|s0|EMA50|h0|L2,20,0.0,3.0,0,EMA50,0,2.0,4482,10,19.21,18.67,20.12,-35.56,-37.62,0.538,1.107,1173,43.2,26.49,-8.61,6.495,15,54.1,45221746.0
x20|d0|k3|s1|ST_10_3|h0|L2,20,0.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x20|d0|k3|s1|EMA50|h0|L2,20,0.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x20|d0|k5|s0|ST_10_3|h0|L2,20,0.0,5.0,0,ST_10_3,0,2.0,3061,10,18.21,17.9,18.94,-33.94,-36.81,0.543,1.111,908,44.3,30.74,-10.34,7.883,17,41.9,37696216.0
x20|d0|k5|s0|EMA50|h0|L2,20,0.0,5.0,0,EMA50,0,2.0,3061,10,19.36,18.98,19.64,-36.16,-36.23,0.535,1.145,975,41.8,32.08,-9.42,7.911,15,45.0,46387140.0
x20|d0|k5|s1|ST_10_3|h0|L2,20,0.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x20|d0|k5|s1|EMA50|h0|L2,20,0.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x20|d10|k0|s0|ST_10_3|h0|L2,20,10.0,0.0,0,ST_10_3,0,2.0,6587,10,16.74,15.89,17.39,-30.86,-31.88,0.54,1.015,1201,44.1,24.73,-9.16,5.783,13,55.4,28717434.0
x20|d10|k0|s0|EMA50|h0|L2,20,10.0,0.0,0,EMA50,0,2.0,6587,10,18.71,17.82,19.23,-31.48,-33.28,0.606,1.069,1328,42.9,23.92,-8.27,5.625,19,61.2,41316590.0
x20|d10|k0|s1|ST_10_3|h0|L2,20,10.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x20|d10|k0|s1|EMA50|h0|L2,20,10.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
