family,arm,axis,value,window,signals,seeds,cagr_med,cagr_min,cagr_max,dd_med,dd_worst,calmar_med,x_med,trades_med,trades_yr,win_med,mean_tr,avg_win,avg_loss,streak,avg_hold,bench_cagr,elapsed_s
N5_high_excl_age0,base,base,base,W2,1627,10,21.17,20.32,21.95,-30.13,-32.41,0.68,24.53,564,33.8,44.4,12.255,37.82,-8.3,21,60.3,10.42,1.9
N5_high_excl_age0,base,base,base,W1,1137,10,37.59,36.59,38.89,-29.98,-29.98,1.25,6.78,312,52.1,43.8,14.991,45.33,-8.64,17,56.7,14.74,1.0
N5_high_excl_age0,stop7,stop,0.07,W2,1627,10,21.13,20.18,21.84,-35.36,-43.12,0.61,24.42,579,34.8,41.7,12.054,39.59,-7.75,20,57.2,10.42,2.1
N5_high_excl_age0,stop7,stop,0.07,W1,1137,10,36.58,34.9,38.83,-30.06,-30.81,1.23,6.49,325,54.2,41.2,13.969,45.82,-7.98,17,53.5,14.74,1.1
N5_high_excl_age0,stop10,stop,0.1,W2,1627,10,21.12,20.62,22.34,-36.52,-36.6,0.58,24.36,548,32.9,46.6,12.702,37.83,-9.14,21,64.2,10.42,1.9
N5_high_excl_age0,stop10,stop,0.1,W1,1137,10,38.83,37.42,40.3,-30.19,-30.75,1.29,7.16,302,50.3,46.0,15.952,45.73,-9.55,18,60.2,14.74,1.0
N5_high_excl_age0,trail15,exit,trail15,W2,1627,10,18.37,17.97,18.65,-23.99,-26.9,0.76,16.62,1047,62.9,49.3,4.87,15.32,-5.34,15,19.3,10.42,1.7
N5_high_excl_age0,trail15,exit,trail15,W1,1137,10,38.54,36.05,39.77,-24.85,-27.09,1.52,7.07,611,101.9,51.7,6.52,17.92,-5.76,16,19.7,14.74,0.9
N5_high_excl_age0,trail30,exit,trail30,W2,1627,10,20.07,19.68,20.72,-36.25,-36.26,0.55,21.07,790,47.4,46.9,7.6,24.13,-7.05,16,35.9,10.42,1.8
N5_high_excl_age0,trail30,exit,trail30,W1,1137,10,37.85,36.6,39.2,-36.23,-36.23,1.04,6.86,443,73.9,49.2,9.472,26.83,-7.47,16,35.8,14.74,1.1
N5_high_excl_age0,trail150,exit,trail150,W2,1627,10,19.27,18.72,21.87,-40.88,-40.88,0.47,18.87,291,17.5,41.3,24.799,72.71,-9.53,21,156.2,10.42,2.4
N5_high_excl_age0,trail150,exit,trail150,W1,1137,10,41.36,40.92,41.73,-35.24,-35.4,1.18,7.98,159,26.6,43.3,36.937,97.75,-9.57,21,133.5,14.74,1.1
N5_high_excl_age0,tp25_notrail,exit,tp25,W2,1627,10,16.37,15.36,17.15,-34.4,-36.45,0.47,12.51,751,45.1,43.9,6.277,27.54,-10.5,24,50.9,10.42,1.9
N5_high_excl_age0,tp25_notrail,exit,tp25,W1,1137,10,26.11,24.18,28.22,-31.31,-34.41,0.82,4.02,449,74.9,45.6,6.549,27.43,-11.02,23,45.3,14.74,0.9
N5_high_excl_age0,tp25_trail50,exit,tp25+trail50,W2,1627,10,17.12,16.75,17.92,-27.29,-28.97,0.63,13.92,875,52.5,46.0,5.516,21.77,-8.28,24,33.5,10.42,1.9
N5_high_excl_age0,tp25_trail50,exit,tp25+trail50,W1,1137,10,29.68,28.07,32.15,-27.75,-29.86,1.07,4.75,530,88.4,45.6,5.96,23.21,-8.52,18,29.8,14.74,1.0
N5_high_excl_age0,fixed3x30,sizing,3x0.3,W2,1627,10,24.44,23.3,25.74,-42.17,-42.18,0.59,38.24,164,9.8,43.1,12.133,38.26,-8.75,13,58.0,10.42,0.9
N5_high_excl_age0,fixed3x30,sizing,3x0.3,W1,1137,10,50.58,47.13,53.73,-34.1,-38.86,1.48,11.65,82,13.7,45.5,17.196,47.01,-8.91,6,56.3,14.74,0.4
N5_high_excl_age0,fixed5x20,sizing,5x0.2,W2,1627,10,25.99,23.88,27.25,-34.79,-34.8,0.75,47.03,216,13.0,46.5,13.229,38.07,-8.65,13,59.4,10.42,1.0
N5_high_excl_age0,fixed5x20,sizing,5x0.2,W1,1137,10,53.2,51.55,56.1,-32.82,-34.3,1.61,12.92,108,18.0,46.6,20.083,52.59,-8.83,9,57.9,14.74,0.5
N5_high_excl_age0,fixed8x18,sizing,8x0.1875,W2,1627,10,29.2,27.81,30.61,-48.66,-48.96,0.62,71.65,231,13.9,47.6,14.839,40.43,-8.78,13,60.3,10.42,1.1
N5_high_excl_age0,fixed8x18,sizing,8x0.1875,W1,1137,10,50.44,48.66,53.31,-34.36,-35.71,1.46,11.59,121,20.2,46.7,18.109,48.86,-9.09,10,56.5,14.74,0.5
N5_high_excl_age0,fixed10x10,sizing,10x0.1,W2,1627,10,25.53,25.03,26.73,-34.76,-43.42,0.72,44.2,401,24.1,46.3,13.677,39.39,-8.58,15,59.6,10.42,1.6
N5_high_excl_age0,fixed10x10,sizing,10x0.1,W1,1137,10,49.7,44.58,52.0,-34.73,-34.76,1.43,11.25,213,35.5,46.0,18.336,49.91,-9.02,13,57.3,14.74,0.8
N5_high_excl_age0,risk1pct,sizing,risk1%,W2,1627,10,26.96,25.86,27.97,-43.24,-44.02,0.62,53.39,333,20.0,46.6,14.203,40.32,-8.69,13,59.6,10.42,1.3
N5_high_excl_age0,risk1pct,sizing,risk1%,W1,1137,10,51.51,45.94,54.23,-35.16,-36.05,1.46,12.09,176,29.3,47.0,18.861,49.94,-9.16,11,57.1,14.74,0.6
N5_high_excl_age0,risk1.5pct,sizing,risk1.5%,W2,1627,10,29.2,27.81,30.61,-48.66,-48.96,0.62,71.65,231,13.9,47.6,14.839,40.43,-8.78,13,60.3,10.42,1.0
N5_high_excl_age0,risk1.5pct,sizing,risk1.5%,W1,1137,10,50.44,48.66,53.31,-34.36,-35.71,1.46,11.59,121,20.2,46.7,18.109,48.86,-9.09,10,56.5,14.74,0.5
N5_high_excl_age0,risk2pct,sizing,risk2%,W2,1627,10,25.47,24.32,26.35,-34.14,-40.74,0.74,43.87,171,10.3,44.6,13.447,40.7,-8.54,13,59.2,10.42,0.9
N5_high_excl_age0,risk2pct,sizing,risk2%,W1,1137,10,51.68,49.32,53.79,-33.6,-38.65,1.51,12.17,85,14.2,45.9,19.358,52.67,-8.88,6,57.9,14.74,0.4
N5_high_excl_age0,gateON,gate,on,W2,1627,10,19.57,18.5,20.54,-40.16,-40.74,0.49,19.68,499,29.9,41.0,12.893,43.2,-8.25,19,61.4,10.42,1.8
N5_high_excl_age0,gateON,gate,on,W1,1137,10,33.44,31.84,34.91,-40.48,-41.0,0.82,5.64,310,51.7,40.3,13.898,46.78,-8.46,18,54.5,14.74,1.0
N5_high_excl_age0,fillclose,fill,close,W2,1627,10,16.64,15.33,17.41,-36.21,-38.31,0.45,12.99,592,35.5,37.7,9.627,39.54,-8.53,19,56.1,10.42,2.1
N5_high_excl_age0,fillclose,fill,close,W1,1137,10,27.44,25.67,29.3,-35.86,-36.6,0.77,4.28,335,55.8,38.8,11.134,43.15,-8.82,15,52.0,14.74,1.0
N5_high_excl_age0,maxdist12,basequality,maxdist0.12,W2,1616,10,21.09,20.62,21.76,-30.06,-32.77,0.7,24.27,560,33.6,44.6,12.357,38.02,-8.3,21,60.6,10.42,2.0
N5_high_excl_age0,maxdist12,basequality,maxdist0.12,W1,1129,10,37.49,36.43,38.75,-29.98,-29.98,1.25,6.75,311,51.8,43.6,14.973,45.26,-8.62,18,56.8,14.74,1.3
N5_high_excl_age0,maxdist30,basequality,maxdist0.3,W2,1627,10,21.17,20.32,21.95,-30.13,-32.41,0.68,24.53,564,33.8,44.4,12.255,37.82,-8.3,21,60.3,10.42,2.1
N5_high_excl_age0,maxdist30,basequality,maxdist0.3,W1,1137,10,37.59,36.59,38.89,-29.98,-29.98,1.25,6.78,312,52.1,43.8,14.991,45.33,-8.64,17,56.7,14.74,1.0
N5_high_excl_age0,tight35,basequality,tight0.35,W2,209,10,10.18,9.93,10.2,-23.89,-23.89,0.43,5.03,156,9.4,56.4,15.029,32.7,-7.75,8,70.5,10.42,0.8
N5_high_excl_age0,tight35,basequality,tight0.35,W1,133,10,20.76,20.34,21.18,-23.38,-23.88,0.89,3.1,82,13.8,64.8,26.512,45.07,-7.71,7,78.0,14.74,0.4
N5_high_excl_age0,tight25,basequality,tight0.25,W2,54,10,7.44,7.44,7.44,-12.55,-12.55,0.59,3.31,54,3.2,61.1,17.539,33.65,-7.78,5,70.7,10.42,0.5
N5_high_excl_age0,tight25,basequality,tight0.25,W1,29,10,12.33,12.33,12.33,-12.54,-12.54,0.98,2.01,29,4.8,65.5,31.773,52.56,-7.73,5,82.1,14.74,0.2
N5_high_excl_age0,cost40,cost,40bps,W2,1627,10,20.39,19.58,21.17,-30.84,-32.47,0.65,22.03,564,33.8,44.3,12.311,38.3,-8.3,21,60.4,10.42,1.8
N5_high_excl_age0,cost40,cost,40bps,W1,1137,10,36.42,34.6,37.38,-30.39,-30.7,1.2,6.44,313,52.2,43.9,15.029,45.46,-8.65,17,56.5,14.74,0.9
N5_high_excl_age0,cost60,cost,60bps,W2,1627,10,19.42,18.41,19.96,-31.63,-32.73,0.61,19.26,562,33.8,44.3,12.373,38.31,-8.3,21,60.4,10.42,1.8
N5_high_excl_age0,cost60,cost,60bps,W1,1137,10,34.61,32.91,35.69,-31.8,-32.26,1.1,5.95,312,52.0,43.8,15.029,45.37,-8.63,17,56.5,14.74,1.1
N3_close_incl_age0,base,base,base,W2,17716,10,24.49,18.43,25.85,-33.0,-36.29,0.76,38.5,1273,76.4,43.5,6.666,23.84,-6.66,25,60.9,10.42,5.0
N3_close_incl_age0,base,base,base,W1,11079,10,34.82,31.15,43.25,-30.2,-32.84,1.17,6.01,550,91.7,45.5,7.601,24.89,-7.17,32,53.5,14.74,2.1
N3_close_incl_age0,stop7,stop,0.07,W2,17716,10,23.57,20.39,25.32,-34.26,-35.81,0.69,34.04,1315,78.9,41.9,6.344,23.87,-6.41,25,58.6,10.42,5.4
N3_close_incl_age0,stop7,stop,0.07,W1,11079,10,40.34,33.8,45.87,-29.89,-32.48,1.36,7.64,559,93.2,44.9,8.426,27.18,-6.78,25,52.4,14.74,3.0
N3_close_incl_age0,stop10,stop,0.1,W2,17716,10,23.85,20.4,26.12,-32.7,-34.72,0.72,35.35,1244,74.6,44.8,6.711,23.56,-6.97,28,62.6,10.42,5.6
N3_close_incl_age0,stop10,stop,0.1,W1,11079,10,34.0,30.21,38.94,-29.12,-33.14,1.18,5.79,533,88.9,47.0,7.589,23.83,-7.36,24,55.3,14.74,2.3
N3_close_incl_age0,trail15,exit,trail15,W2,17716,10,30.97,29.92,33.25,-30.32,-31.65,1.04,89.73,3678,220.7,46.6,2.964,10.7,-3.8,21,18.1,10.42,6.0
N3_close_incl_age0,trail15,exit,trail15,W1,11079,10,59.35,54.38,71.07,-27.34,-28.65,2.27,16.36,1562,260.4,47.9,4.063,13.22,-4.22,20,17.8,14.74,2.8
N3_close_incl_age0,trail30,exit,trail30,W2,17716,10,26.69,23.99,30.08,-31.23,-32.1,0.87,51.55,2071,124.3,42.3,4.599,18.04,-5.26,27,35.8,10.42,5.5
N3_close_incl_age0,trail30,exit,trail30,W1,11079,10,47.72,44.24,57.11,-29.09,-32.68,1.73,10.39,859,143.3,44.5,6.252,21.27,-5.74,24,33.7,14.74,2.5
N3_close_incl_age0,trail150,exit,trail150,W2,17716,10,17.56,15.22,19.94,-55.57,-58.75,0.32,14.83,471,28.3,37.8,13.813,50.61,-9.04,26,164.7,10.42,5.2
N3_close_incl_age0,trail150,exit,trail150,W1,11079,10,24.07,19.14,34.45,-31.49,-38.76,0.74,3.65,222,37.1,38.0,13.97,53.17,-9.06,31,124.0,14.74,2.2
N3_close_incl_age0,tp25_notrail,exit,tp25,W2,17716,10,17.64,16.68,19.15,-32.0,-33.62,0.56,14.99,1155,69.3,41.7,5.623,27.22,-9.76,32,75.0,10.42,4.8
N3_close_incl_age0,tp25_notrail,exit,tp25,W1,11079,10,31.45,24.7,35.1,-28.79,-30.63,1.13,5.16,543,90.6,45.1,6.769,27.04,-9.8,34,60.1,14.74,1.8
N3_close_incl_age0,tp25_trail50,exit,tp25+trail50,W2,17716,10,24.66,19.1,26.8,-26.99,-28.72,0.93,39.44,1931,115.9,45.3,4.411,17.99,-6.94,32,41.7,10.42,5.5
N3_close_incl_age0,tp25_trail50,exit,tp25+trail50,W1,11079,10,38.28,29.44,49.24,-25.95,-28.53,1.5,6.99,872,145.4,46.3,4.984,19.79,-7.25,36,35.7,14.74,2.5
N3_close_incl_age0,fixed3x30,sizing,3x0.3,W2,17716,10,20.38,14.82,26.15,-43.79,-50.74,0.47,22.0,271,16.3,42.4,6.124,22.65,-6.54,10,60.6,10.42,1.7
N3_close_incl_age0,fixed3x30,sizing,3x0.3,W1,11079,10,33.6,22.67,45.14,-34.7,-42.8,1.0,5.69,106,17.8,46.5,8.796,26.4,-6.58,9,55.6,14.74,0.6
N3_close_incl_age0,fixed5x20,sizing,5x0.2,W2,17716,10,20.2,16.12,24.92,-39.6,-44.33,0.51,21.65,374,22.4,43.2,6.058,22.9,-6.63,12,60.7,10.42,2.2
N3_close_incl_age0,fixed5x20,sizing,5x0.2,W1,11079,10,35.46,22.56,44.47,-30.2,-43.17,1.23,6.26,154,25.8,46.0,8.278,26.38,-6.89,10,54.3,14.74,1.0
N3_close_incl_age0,fixed8x18,sizing,8x0.1875,W2,17716,10,22.08,15.61,24.47,-38.43,-45.85,0.57,27.81,426,25.6,42.8,6.318,23.5,-6.73,14,60.6,10.42,2.7
N3_close_incl_age0,fixed8x18,sizing,8x0.1875,W1,11079,10,33.84,16.91,51.17,-33.01,-44.52,1.04,5.77,180,30.0,44.2,7.916,25.88,-6.63,13,52.8,14.74,1.2
N3_close_incl_age0,fixed10x10,sizing,10x0.1,W2,17716,10,23.77,18.46,25.45,-36.5,-40.83,0.64,34.99,803,48.2,43.1,6.658,24.47,-6.74,16,60.6,10.42,3.8
N3_close_incl_age0,fixed10x10,sizing,10x0.1,W1,11079,10,37.34,29.13,41.46,-31.02,-37.88,1.13,6.71,340,56.7,44.4,8.169,25.93,-7.04,21,53.2,14.74,1.6
N3_close_incl_age0,risk1pct,sizing,risk1%,W2,17716,10,21.46,17.13,28.1,-38.72,-40.32,0.57,25.55,639,38.4,43.2,6.212,23.4,-6.74,18,60.2,10.42,3.2
N3_close_incl_age0,risk1pct,sizing,risk1%,W1,11079,10,34.62,23.83,41.71,-31.82,-37.0,1.06,5.95,269,44.9,44.3,7.916,25.75,-6.94,15,53.5,14.74,1.4
N3_close_incl_age0,risk1.5pct,sizing,risk1.5%,W2,17716,10,22.08,15.61,24.47,-38.43,-45.85,0.57,27.81,426,25.6,42.8,6.318,23.5,-6.73,14,60.6,10.42,2.3
N3_close_incl_age0,risk1.5pct,sizing,risk1.5%,W1,11079,10,33.84,16.91,51.17,-33.01,-44.52,1.04,5.77,180,30.0,44.2,7.916,25.88,-6.63,13,52.8,14.74,1.1
N3_close_incl_age0,risk2pct,sizing,risk2%,W2,17716,10,20.02,13.27,21.68,-39.04,-44.69,0.47,20.92,287,17.2,43.4,6.282,22.52,-6.56,10,60.0,10.42,2.0
N3_close_incl_age0,risk2pct,sizing,risk2%,W1,11079,10,35.67,15.79,42.28,-31.08,-41.36,1.16,6.24,118,19.7,47.1,9.448,26.63,-6.93,8,53.7,14.74,0.9
N3_close_incl_age0,gateON,gate,on,W2,17716,10,22.51,19.38,25.88,-35.29,-39.72,0.63,29.47,1034,62.1,45.0,7.451,24.42,-6.48,23,63.5,10.42,4.5
N3_close_incl_age0,gateON,gate,on,W1,11079,10,37.5,30.35,40.49,-26.75,-32.57,1.33,6.76,455,75.9,48.1,9.469,26.05,-6.76,12,56.0,14.74,1.9
N3_close_incl_age0,fillclose,fill,close,W2,17716,10,15.0,13.74,18.7,-40.53,-43.85,0.37,10.27,1353,81.2,37.8,4.463,23.69,-7.35,30,57.1,10.42,5.1
N3_close_incl_age0,fillclose,fill,close,W1,11079,10,25.1,21.49,30.96,-34.34,-38.4,0.69,3.83,578,96.4,39.7,5.96,27.0,-7.76,29,50.9,14.74,2.4
N3_close_incl_age0,maxdist12,basequality,maxdist0.12,W2,17683,10,22.96,20.05,26.19,-32.59,-38.96,0.71,31.34,1276,76.6,43.6,6.404,23.14,-6.7,23,60.8,10.42,5.2
N3_close_incl_age0,maxdist12,basequality,maxdist0.12,W1,11057,10,37.3,30.16,41.59,-29.15,-32.42,1.24,6.7,550,91.7,45.8,7.881,25.44,-7.08,27,53.6,14.74,2.3
N3_close_incl_age0,maxdist30,basequality,maxdist0.3,W2,17716,10,24.49,18.43,25.85,-33.0,-36.29,0.76,38.5,1273,76.4,43.5,6.666,23.84,-6.66,25,60.9,10.42,5.3
N3_close_incl_age0,maxdist30,basequality,maxdist0.3,W1,11079,10,34.82,31.15,43.25,-30.2,-32.84,1.17,6.01,550,91.7,45.5,7.601,24.89,-7.17,32,53.5,14.74,2.2
N3_close_incl_age0,tight35,basequality,tight0.35,W2,4791,10,16.5,15.67,17.26,-29.77,-29.92,0.56,12.75,1072,64.3,44.7,5.416,18.85,-5.62,20,61.8,10.42,3.8
N3_close_incl_age0,tight35,basequality,tight0.35,W1,2496,10,25.12,23.82,27.14,-26.14,-30.4,0.97,3.83,484,80.8,47.6,6.256,19.57,-5.87,18,55.9,14.74,1.8
N3_close_incl_age0,tight25,basequality,tight0.25,W2,1884,10,14.56,14.06,14.95,-28.15,-28.91,0.51,9.63,828,49.7,44.7,5.634,18.76,-4.96,17,62.0,10.42,2.8
N3_close_incl_age0,tight25,basequality,tight0.25,W1,874,10,20.99,20.16,22.09,-18.77,-18.78,1.12,3.14,384,64.1,47.8,6.108,18.6,-5.24,12,54.0,14.74,1.1
N3_close_incl_age0,cost40,cost,40bps,W2,17716,10,22.88,18.89,24.22,-34.24,-38.22,0.67,31.0,1271,76.3,43.3,6.809,24.31,-6.65,25,60.8,10.42,5.6
N3_close_incl_age0,cost40,cost,40bps,W1,11079,10,34.97,30.04,38.45,-30.77,-34.29,1.11,6.04,547,91.2,45.5,8.077,26.38,-7.18,26,53.6,14.74,2.0
N3_close_incl_age0,cost60,cost,60bps,W2,17716,10,19.58,15.93,21.07,-37.83,-40.87,0.51,19.71,1274,76.5,43.3,6.582,24.07,-6.68,25,60.7,10.42,5.0
N3_close_incl_age0,cost60,cost,60bps,W1,11079,10,31.9,26.12,36.46,-31.7,-37.9,0.97,5.26,544,90.7,46.0,8.072,26.25,-7.18,28,53.8,14.74,2.0
N2_close_athonly_age0,base,base,base,W2,14893,10,23.27,21.04,24.84,-32.89,-35.58,0.71,32.67,1225,73.5,43.2,6.667,24.03,-6.52,27,62.2,10.42,5.3
N2_close_athonly_age0,base,base,base,W1,9144,10,32.66,28.0,39.92,-29.14,-32.85,1.1,5.46,543,90.5,44.9,7.115,25.4,-7.15,26,53.8,14.74,2.1
N2_close_athonly_age0,stop7,stop,0.07,W2,14893,10,23.97,21.11,25.36,-34.26,-38.29,0.71,35.91,1249,75.0,42.1,6.678,24.44,-6.32,26,60.8,10.42,5.1
N2_close_athonly_age0,stop7,stop,0.07,W1,9144,10,38.19,32.33,39.71,-28.21,-31.56,1.35,6.96,548,91.4,44.6,7.979,25.93,-6.69,26,53.2,14.74,2.2
N2_close_athonly_age0,stop10,stop,0.1,W2,14893,10,23.29,21.84,24.74,-33.34,-35.69,0.69,32.81,1198,71.9,44.6,6.789,23.71,-6.82,26,64.3,10.42,5.1
N2_close_athonly_age0,stop10,stop,0.1,W1,9144,10,32.76,29.34,39.27,-29.49,-31.8,1.09,5.47,527,87.9,45.7,7.283,25.24,-7.41,27,55.4,14.74,2.2
N2_close_athonly_age0,trail15,exit,trail15,W2,14893,10,29.65,28.32,32.13,-31.88,-33.77,0.92,75.72,3547,212.8,47.1,2.955,10.37,-3.66,29,18.3,10.42,5.1
N2_close_athonly_age0,trail15,exit,trail15,W1,9144,10,59.68,52.42,63.11,-26.28,-28.02,2.19,16.57,1543,257.2,49.0,4.124,12.49,-4.06,28,17.9,14.74,2.4
N2_close_athonly_age0,trail30,exit,trail30,W2,14893,10,25.26,22.74,27.55,-31.59,-33.2,0.78,42.65,2010,120.6,43.3,4.516,17.22,-5.14,26,36.4,10.42,5.2
N2_close_athonly_age0,trail30,exit,trail30,W1,9144,10,43.3,38.69,50.08,-27.62,-31.75,1.56,8.66,856,142.7,44.2,5.862,20.01,-5.58,20,33.7,14.74,2.2
N2_close_athonly_age0,trail150,exit,trail150,W2,14893,10,19.43,15.57,21.58,-52.48,-53.73,0.37,19.3,454,27.2,39.4,14.784,50.93,-8.89,22,169.7,10.42,4.8
N2_close_athonly_age0,trail150,exit,trail150,W1,9144,10,27.06,19.81,33.0,-31.93,-35.51,0.85,4.21,222,37.1,35.8,15.296,59.53,-8.97,31,124.5,14.74,2.0
N2_close_athonly_age0,tp25_notrail,exit,tp25,W2,14893,10,18.44,15.61,20.74,-30.86,-35.26,0.61,16.83,1099,65.9,42.4,5.966,27.14,-9.66,33,78.6,10.42,4.5
N2_close_athonly_age0,tp25_notrail,exit,tp25,W1,9144,10,32.77,30.4,42.0,-28.19,-31.01,1.23,5.48,520,86.8,46.1,7.224,27.2,-9.72,30,62.6,14.74,1.7
N2_close_athonly_age0,tp25_trail50,exit,tp25+trail50,W2,14893,10,24.17,21.57,28.22,-25.88,-29.34,0.9,36.96,1864,111.9,45.2,4.477,18.1,-6.73,39,42.6,10.42,5.2
N2_close_athonly_age0,tp25_trail50,exit,tp25+trail50,W1,9144,10,38.89,33.08,47.07,-26.53,-28.25,1.41,7.18,848,141.4,46.2,5.211,19.38,-7.16,40,36.5,14.74,2.2
N2_close_athonly_age0,fixed3x30,sizing,3x0.3,W2,14893,10,20.75,14.88,29.3,-43.55,-48.12,0.47,23.18,259,15.6,43.0,6.181,23.59,-6.67,10,62.2,10.42,1.6
N2_close_athonly_age0,fixed3x30,sizing,3x0.3,W1,9144,10,36.36,16.09,49.99,-35.06,-54.46,1.05,6.43,104,17.3,45.2,8.822,28.07,-6.78,8,57.3,14.74,0.6
N2_close_athonly_age0,fixed5x20,sizing,5x0.2,W2,14893,10,20.65,18.67,27.47,-39.97,-48.33,0.51,22.85,362,21.8,42.3,6.47,23.62,-6.51,13,61.8,10.42,2.4
N2_close_athonly_age0,fixed5x20,sizing,5x0.2,W1,9144,10,35.47,18.47,42.76,-32.19,-48.16,1.07,6.19,151,25.2,44.8,8.677,28.83,-6.96,9,56.0,14.74,0.9
N2_close_athonly_age0,fixed8x18,sizing,8x0.1875,W2,14893,10,21.58,19.76,25.92,-45.28,-48.43,0.48,25.95,405,24.3,42.9,6.465,23.7,-6.59,14,62.8,10.42,2.6
N2_close_athonly_age0,fixed8x18,sizing,8x0.1875,W1,9144,10,36.9,22.22,47.35,-33.33,-38.1,1.14,6.58,171,28.5,43.7,8.383,28.45,-6.88,12,54.0,14.74,1.2
N2_close_athonly_age0,fixed10x10,sizing,10x0.1,W2,14893,10,22.88,21.0,25.01,-35.37,-39.83,0.64,30.99,778,46.7,42.4,6.562,24.11,-6.48,23,61.5,10.42,4.7
N2_close_athonly_age0,fixed10x10,sizing,10x0.1,W1,9144,10,34.93,29.76,39.87,-31.32,-35.89,1.1,6.03,335,55.9,44.1,7.912,26.94,-6.99,21,54.0,14.74,2.3
N2_close_athonly_age0,risk1pct,sizing,risk1%,W2,14893,10,21.74,19.12,27.95,-39.57,-43.04,0.55,26.55,616,37.0,42.3,6.478,24.33,-6.54,19,61.5,10.42,3.1
N2_close_athonly_age0,risk1pct,sizing,risk1%,W1,9144,10,35.6,29.43,48.91,-32.66,-34.86,1.2,6.22,264,44.0,43.7,8.184,28.03,-7.0,13,53.8,14.74,1.5
N2_close_athonly_age0,risk1.5pct,sizing,risk1.5%,W2,14893,10,21.58,19.76,25.92,-45.28,-48.43,0.48,25.95,405,24.3,42.9,6.465,23.7,-6.59,14,62.8,10.42,2.7
N2_close_athonly_age0,risk1.5pct,sizing,risk1.5%,W1,9144,10,36.9,22.22,47.35,-33.33,-38.1,1.14,6.58,171,28.5,43.7,8.383,28.45,-6.88,12,54.0,14.74,1.3
N2_close_athonly_age0,risk2pct,sizing,risk2%,W2,14893,10,21.56,18.3,27.86,-41.95,-52.25,0.51,25.9,270,16.2,43.2,7.022,25.09,-6.63,10,62.9,10.42,2.0
N2_close_athonly_age0,risk2pct,sizing,risk2%,W1,9144,10,28.27,11.04,52.69,-30.31,-46.79,0.94,4.45,114,19.0,45.0,7.633,26.65,-6.98,9,56.8,14.74,1.0
N2_close_athonly_age0,gateON,gate,on,W2,14893,10,21.56,20.73,23.67,-33.43,-40.8,0.66,25.88,1002,60.2,45.6,7.416,24.04,-6.47,23,65.1,10.42,4.2
N2_close_athonly_age0,gateON,gate,on,W1,9144,10,37.02,30.66,44.95,-30.4,-34.04,1.21,6.62,433,72.3,48.8,9.787,26.45,-6.72,11,58.7,14.74,2.0
N2_close_athonly_age0,fillclose,fill,close,W2,14893,10,15.21,13.0,18.2,-39.44,-42.43,0.39,10.6,1288,77.3,37.8,4.673,24.44,-7.22,37,59.1,10.42,4.9
N2_close_athonly_age0,fillclose,fill,close,W1,9144,10,23.63,17.78,31.19,-34.4,-38.69,0.69,3.57,566,94.4,40.4,5.605,25.53,-7.64,33,51.8,14.74,2.1
N2_close_athonly_age0,maxdist12,basequality,maxdist0.12,W2,14876,10,23.35,20.22,24.67,-33.01,-36.77,0.72,33.07,1226,73.6,43.1,6.685,23.76,-6.54,25,62.3,10.42,4.9
N2_close_athonly_age0,maxdist12,basequality,maxdist0.12,W1,9135,10,33.3,28.95,41.73,-29.9,-31.9,1.09,5.61,537,89.6,45.4,7.416,24.95,-7.04,25,54.2,14.74,2.1
N2_close_athonly_age0,maxdist30,basequality,maxdist0.3,W2,14893,10,23.27,21.04,24.84,-32.89,-35.58,0.71,32.67,1225,73.5,43.2,6.667,24.03,-6.52,27,62.2,10.42,5.1
N2_close_athonly_age0,maxdist30,basequality,maxdist0.3,W1,9144,10,32.66,28.0,39.92,-29.14,-32.85,1.1,5.46,543,90.5,44.9,7.115,25.4,-7.15,26,53.8,14.74,2.2
N2_close_athonly_age0,tight35,basequality,tight0.35,W2,4380,10,16.04,14.77,16.83,-29.98,-30.68,0.54,11.93,1061,63.7,43.9,5.358,19.17,-5.58,18,60.8,10.42,3.7
N2_close_athonly_age0,tight35,basequality,tight0.35,W1,2206,10,27.47,24.6,32.53,-26.25,-27.7,1.04,4.29,480,80.1,46.5,6.823,21.43,-5.62,17,55.4,14.74,1.6
N2_close_athonly_age0,tight25,basequality,tight0.25,W2,1777,10,13.11,12.54,14.18,-28.3,-29.17,0.47,7.79,812,48.8,43.9,5.165,18.35,-4.97,17,60.6,10.42,2.8
N2_close_athonly_age0,tight25,basequality,tight0.25,W1,806,10,18.38,16.9,19.76,-18.76,-19.08,0.98,2.75,368,61.3,45.4,5.555,18.48,-5.25,15,52.5,14.74,1.0
N2_close_athonly_age0,cost40,cost,40bps,W2,14893,10,21.67,19.93,23.17,-33.29,-35.43,0.66,26.31,1222,73.4,43.4,6.705,23.91,-6.51,26,62.4,10.42,5.0
N2_close_athonly_age0,cost40,cost,40bps,W1,9144,10,33.31,28.39,36.1,-30.81,-34.43,1.04,5.61,537,89.5,44.7,7.93,26.42,-6.98,26,54.5,14.74,2.0
N2_close_athonly_age0,cost60,cost,60bps,W2,14893,10,19.14,16.92,20.12,-36.5,-38.23,0.53,18.52,1228,73.7,43.2,6.615,23.66,-6.53,26,62.0,10.42,4.7
N2_close_athonly_age0,cost60,cost,60bps,W1,9144,10,27.47,22.08,35.29,-32.13,-33.82,0.84,4.29,535,89.3,44.3,7.296,25.0,-7.03,26,54.3,14.74,2.0
