date,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
2010-02-04,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018,1001439.2501332018
2010-02-05,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172,1001637.9483971172
2010-02-06,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912,1001836.6860852912
2010-02-08,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463,1002035.4632055463
2010-02-09,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706,1002234.279765706
2010-02-10,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961,1002433.1357735961
2010-02-11,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432,1002632.0312370432
2010-02-15,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876,1002830.966163876
2010-02-16,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244,1003029.9405619244
2010-02-17,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902,1003228.95443902
2010-02-18,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996,1003428.007802996
2010-02-19,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871,1003627.1006616871
2010-02-22,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295,1003826.2330229295
2010-02-23,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561,1004025.404894561
2010-02-24,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211,1004224.6162844211
2010-02-25,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505,1004423.8672003505
2010-02-26,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918,1004623.1576501918
2010-03-02,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789,1004822.487641789
2010-03-03,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877,1005021.8571829877
2010-03-04,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352,1005221.2662816352
2010-03-05,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799,1005420.7149455799
2010-03-08,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723,1005620.2031826723
2010-03-09,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641,1005819.7310007641
2010-03-10,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086,1006019.2984077086
2010-03-11,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361,1006218.905411361
2010-03-12,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776,1006418.5520195776
2010-03-15,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164,1006618.2382402164
2010-03-16,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371,1006817.9640811371
2010-03-17,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009,1007017.7295502009
2010-03-18,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704,1007217.5346552704
