sym,entry,net_ret_pct,hold_days
BLS,2023-06-28,26.36,58
BLS,2023-12-11,22.08,42
BLS,2024-08-26,-8.24,18
BLS,2024-12-12,-5.95,20
BLUEDART,2014-06-03,-0.6,36
BLUEDART,2014-08-13,28.69,81
BLUEDART,2015-01-02,2.05,24
BLUEDART,2015-10-23,-5.38,12
BLUEDART,2022-06-02,-12.25,8
BLUEDART,2022-06-29,8.34,55
BLUEDART,2022-10-04,-10.19,10
BLUEJET,2025-06-11,-12.5,14
BLUEJET,2025-07-17,-16.26,4
BLUESTARCO,2014-04-23,55.51,106
BLUESTARCO,2014-11-18,-8.16,12
BLUESTARCO,2015-07-31,-9.48,22
BLUESTARCO,2015-10-29,-4.19,51
BLUESTARCO,2016-04-01,33.35,149
BLUESTARCO,2017-03-17,13.14,37
BLUESTARCO,2017-08-17,0.91,27
BLUESTARCO,2017-10-06,-4.78,16
BLUESTARCO,2017-12-11,-4.86,24
BLUESTARCO,2019-10-17,-5.41,12
BLUESTARCO,2021-02-26,-1.85,31
BLUESTARCO,2021-10-29,-4.01,19
BLUESTARCO,2022-02-16,-11.32,14
BLUESTARCO,2022-04-05,-3.97,19
BLUESTARCO,2022-10-11,-0.12,24
BLUESTARCO,2022-12-06,-3.68,13
BLUESTARCO,2023-02-02,5.32,36
BLUESTARCO,2023-06-13,0.27,32
BLUESTARCO,2023-09-08,6.43,31
BLUESTARCO,2023-11-03,-1.18,30
BLUESTARCO,2024-01-15,15.53,46
BLUESTARCO,2024-04-03,20.27,83
BLUESTARCO,2024-09-13,0.77,26
BLUESTARCO,2024-12-16,-8.71,18
BODALCHEM,2014-04-04,185.97,97
BODALCHEM,2016-03-30,21.71,34
BODALCHEM,2016-06-07,8.32,45
BODALCHEM,2016-08-18,18.84,51
BODALCHEM,2017-03-30,-4.69,21
BODALCHEM,2017-05-16,-5.14,29
BODALCHEM,2017-07-11,-3.43,22
BOROLTD,2021-10-14,36.66,63
BORORENEW,2020-06-16,-13.13,19
BORORENEW,2020-12-14,66.43,59
BORORENEW,2021-07-27,-10.62,18
BORORENEW,2021-10-11,66.24,86
BORORENEW,2022-04-22,-24.28,10
BOSCHLTD,2014-03-28,36.45,120
BOSCHLTD,2014-09-30,-3.36,6
BOSCHLTD,2014-10-28,71.0,100
BOSCHLTD,2024-02-15,3.85,43
BOSCHLTD,2024-05-14,-7.72,15
BOSCHLTD,2024-06-13,4.15,34
BOSCHLTD,2024-09-20,0.66,21
BOSCHLTD,2025-07-29,-3.29,39
BOSCHLTD,2026-07-03,-2.56,20
BRIGADE,2014-06-05,4.86,23
BRIGADE,2014-09-10,-7.81,22
BRIGADE,2014-12-05,-3.31,44
BRIGADE,2016-06-17,-8.7,96
BRIGADE,2017-03-06,44.61,107
BRIGADE,2017-11-22,-2.75,40
BRIGADE,2019-09-30,-11.8,8
BRIGADE,2019-11-11,-0.24,78
BRIGADE,2020-12-16,0.86,26
BRIGADE,2021-02-08,-2.62,25
BRIGADE,2021-07-08,1.07,30
BRIGADE,2021-09-01,19.16,74
BRIGADE,2022-01-20,-10.07,24
BRIGADE,2022-03-17,-8.9,20
BRIGADE,2022-09-05,-8.8,15
BRIGADE,2023-06-15,-3.09,67
BRIGADE,2023-11-03,39.95,86
BRIGADE,2024-05-06,16.55,44
BRIGADE,2024-10-01,-9.32,6
BRITANNIA,2014-06-11,36.18,84
BRITANNIA,2014-10-30,23.87,66
BRITANNIA,2015-02-13,1.9,42
BRITANNIA,2015-05-05,22.45,81
BRITANNIA,2017-04-26,-1.4,20
BRITANNIA,2017-07-19,22.95,101
BRITANNIA,2018-02-23,27.11,112
BRITANNIA,2018-08-17,-7.11,12
BRITANNIA,2024-06-05,2.5,46
BRITANNIA,2024-09-10,0.14,21
BROOKS,2014-05-23,46.13,68
BROOKS,2015-04-24,-16.03,22
BROOKS,2015-07-02,22.43,38
BROOKS,2016-01-05,-25.46,11
BROOKS,2016-07-25,-19.46,15
BROOKS,2016-10-14,0.35,21
BSE,2021-07-15,-3.53,21
BSE,2021-10-08,40.0,95
BSE,2022-03-10,0.46,24
BSE,2023-08-31,113.02,79
BSOFT,2014-07-16,-17.37,5
BSOFT,2014-12-05,7.25,53
BSOFT,2015-03-03,-14.42,9
BSOFT,2018-03-14,20.79,130
BSOFT,2020-08-26,6.23,42
BSOFT,2020-12-09,18.07,45
BSOFT,2021-04-09,-10.8,7
BSOFT,2021-05-24,33.75,75
BSOFT,2021-09-22,-9.05,7
BSOFT,2021-11-17,5.29,45
BSOFT,2023-11-02,37.46,76
BUTTERFLY,2021-04-09,13.85,47
BYKE,2014-02-11,4.95,75
BYKE,2015-05-18,-8.09,14
BYKE,2015-07-01,-5.23,29
BYKE,2016-09-28,-7.82,27
BYKE,2017-04-11,-1.01,22
CAMLINFINE,2017-12-19,6.91,26
CAMLINFINE,2021-03-04,10.69,72
CAMLINFINE,2021-07-01,-6.97,22
CAMS,2024-07-09,2.64,61
CAMS,2024-10-16,-0.07,55
CANFINHOME,2014-03-04,107.84,98
CANFINHOME,2014-10-16,0.84,33
CANFINHOME,2015-01-01,27.38,49
CANFINHOME,2015-04-01,-0.27,45
CANFINHOME,2015-07-16,-5.12,19
CANFINHOME,2015-09-24,5.86,28
CANFINHOME,2015-11-23,-4.59,36
CANFINHOME,2016-03-29,3.74,36
CANFINHOME,2016-07-28,29.9,66
CANFINHOME,2017-02-01,-0.74,22
CANFINHOME,2017-03-14,21.08,46
CANFINHOME,2017-06-07,4.74,32
CANFINHOME,2021-09-22,-1.82,24
CANFINHOME,2023-06-01,1.98,39
CANFINHOME,2024-06-25,-5.99,17
CANFINHOME,2024-09-13,-9.43,14
CANFINHOME,2025-12-19,-4.83,13
CANFINHOME,2026-02-09,-6.9,3
CANTABIL,2014-04-21,-23.23,12
CANTABIL,2014-05-16,-9.6,40
CANTABIL,2014-08-19,-12.86,36
CANTABIL,2014-11-17,-1.15,20
CANTABIL,2015-01-21,11.37,46
CANTABIL,2015-04-09,6.65,25
CANTABIL,2015-05-28,-19.2,62
CANTABIL,2016-01-25,-16.65,23
CANTABIL,2016-05-19,-21.46,28
CANTABIL,2020-02-17,-28.89,18
CANTABIL,2020-12-01,1.51,40
CANTABIL,2021-06-23,-10.01,24
CANTABIL,2021-09-13,17.17,29
CANTABIL,2021-11-25,15.87,64
CAPACITE,2024-11-27,-2.86,27
CAPLIPOINT,2015-07-14,3.26,59
CAPLIPOINT,2016-10-20,-5.68,20
CAPLIPOINT,2017-01-16,-3.91,20
CAPLIPOINT,2017-05-11,43.46,64
CAPLIPOINT,2021-07-23,-11.51,20
CAPLIPOINT,2021-09-13,-10.0,26
CAPLIPOINT,2023-12-22,-0.81,31
CAPLIPOINT,2024-02-13,-10.5,17
CAPLIPOINT,2024-08-02,14.76,47
CAPLIPOINT,2024-11-07,6.07,44
CARBORUNIV,2014-05-19,2.5,51
CARBORUNIV,2014-08-18,-0.43,32
CARBORUNIV,2016-05-11,21.09,97
CARBORUNIV,2016-10-04,-7.9,18
CARBORUNIV,2017-04-06,-4.63,32
CARBORUNIV,2017-06-13,1.67,41
CARBORUNIV,2017-09-14,-8.64,6
CARBORUNIV,2017-10-31,3.71,42
CARBORUNIV,2018-01-03,-5.63,19
CARBORUNIV,2021-01-25,13.02,36
CARBORUNIV,2021-04-30,3.65,30
CARBORUNIV,2021-07-01,31.37,75
CARBORUNIV,2021-11-24,-9.9,18
CARBORUNIV,2021-12-31,-9.97,15
CARBORUNIV,2023-02-07,-4.67,27
CARBORUNIV,2023-04-20,12.81,75
CARBORUNIV,2024-04-01,27.91,84
CARERATING,2014-06-02,44.95,97
CARERATING,2015-01-02,-0.33,36
CARERATING,2015-04-07,-13.02,29
CARTRADE,2024-12-20,-12.64,15
CARTRADE,2025-02-01,-18.46,18
CARTRADE,2025-03-21,-19.38,10
CARTRADE,2025-05-05,-16.96,16
CARTRADE,2025-07-08,50.83,104
CASTROLIND,2014-07-02,12.97,70
CASTROLIND,2014-11-14,11.09,49
CASTROLIND,2024-07-15,-9.93,15
CASTROLIND,2024-08-27,-8.68,16
CCHHL,2016-11-01,-26.23,9
CCL,2014-03-24,252.05,212
CCL,2015-04-08,-15.96,19
CCL,2015-07-23,-9.38,22
CCL,2016-06-09,-3.56,27
CCL,2016-07-25,-1.27,33
CCL,2017-01-19,10.46,43
CCL,2021-05-28,-7.23,19
CCL,2021-07-02,-1.9,33
CCL,2022-02-02,-16.94,16
CCL,2022-09-14,-6.95,18
CCL,2022-11-29,-6.59,17
CCL,2022-12-27,10.09,137
CCL,2026-03-20,2.24,35
CDSL,2020-09-02,4.17,99
CDSL,2021-02-15,118.12,121
CDSL,2021-11-15,-7.32,63
CDSL,2023-11-09,6.2,50
CDSL,2024-02-07,-14.36,25
CDSL,2024-04-12,-2.33,35
CDSL,2024-06-28,44.64,130
CEATLTD,2014-03-12,-4.36,21
CEATLTD,2014-05-21,29.32,45
CEATLTD,2023-05-24,11.77,55
CEATLTD,2024-01-18,5.58,36
CEATLTD,2024-09-13,-6.17,27
CEATLTD,2024-12-09,-13.74,30
CEATLTD,2025-05-05,5.13,22
CEATLTD,2025-10-20,-8.27,21
CENTRALBK,2015-01-05,5.46,36
CENTRALBK,2017-05-08,-12.47,15
CENTURYPLY,2014-06-02,71.33,91
CENTURYPLY,2014-10-31,65.17,113
CENTURYPLY,2016-09-23,-5.01,22
CENTURYPLY,2017-04-11,-5.43,26
CENTURYPLY,2017-06-01,2.38,27
CENTURYPLY,2017-11-27,5.0,40
CENTURYPLY,2021-05-04,11.44,70
CENTURYPLY,2021-09-24,29.35,57
CENTURYPLY,2022-03-22,-8.89,18
CERA,2014-02-03,-3.37,10
CERA,2014-03-06,43.8,85
CERA,2014-08-08,10.41,27
CERA,2014-11-17,-8.29,18
CERA,2015-01-01,37.31,57
CERA,2015-04-13,-23.76,7
CERA,2017-03-30,-3.56,34
CERA,2017-09-18,-4.34,22
CERA,2017-11-09,6.8,49
CERA,2021-02-15,-2.41,25
CERA,2021-06-07,-0.96,36
CERA,2021-08-02,-3.15,20
CERA,2021-09-24,2.13,38
CERA,2023-02-20,-8.03,17
CERA,2023-05-08,11.78,42
CERA,2023-08-08,1.33,28
CESC,2014-02-26,-1.36,38
CESC,2014-05-16,13.35,51
CESC,2017-02-09,-4.28,20
CESC,2017-04-19,-7.25,20
CESC,2017-08-28,-3.49,20
CESC,2018-01-04,-4.49,19
CESC,2023-12-04,11.86,48
CESC,2024-04-29,-5.39,7
CESC,2024-06-26,10.55,60
CESC,2026-05-04,-12.59,24
CGCL,2014-06-11,7.33,107
CGCL,2015-01-21,-12.72,11
CGCL,2016-09-08,35.88,37
CGCL,2017-11-03,-11.76,18
CGCL,2019-02-04,-8.86,17
CGCL,2019-03-13,10.79,30
CGCL,2019-05-20,-10.1,16
CGCL,2019-09-25,-3.61,32
CGCL,2020-08-27,47.91,119
CGCL,2021-02-25,42.18,86
CGCL,2021-08-03,-5.93,4
CGCL,2023-06-06,-0.16,48
CGCL,2024-01-08,-0.92,45
CGPOWER,2026-06-04,-5.05,20
CHALET,2022-10-04,-5.26,29
CHALET,2023-05-12,-0.11,26
CHALET,2023-07-05,23.64,79
CHALET,2023-12-12,29.0,59
CHALET,2024-09-24,-9.61,8
CHALET,2025-08-21,-3.14,24
CHAMBLFERT,2017-01-05,-6.11,40
CHAMBLFERT,2017-04-03,34.71,56
CHAMBLFERT,2017-07-05,-9.42,26
CHAMBLFERT,2017-08-22,-2.94,23
CHAMBLFERT,2018-01-01,-8.42,23
CHAMBLFERT,2018-02-26,0.13,51
CHAMBLFERT,2020-12-08,10.07,53
CHAMBLFERT,2021-05-14,15.96,79
CHAMBLFERT,2021-09-24,-5.76,20
CHAMBLFERT,2022-01-12,-11.44,14
CHAMBLFERT,2022-04-18,-15.43,14
CHAMBLFERT,2024-06-20,-12.44,20
CHAMBLFERT,2025-02-20,12.92,53
CHENNPETRO,2015-06-22,27.08,55
CHENNPETRO,2016-07-21,6.61,47
CHENNPETRO,2017-01-04,14.64,51
CHENNPETRO,2017-05-09,-8.92,10
CHENNPETRO,2017-08-29,-2.44,18
CHENNPETRO,2017-10-30,-8.22,10
CHENNPETRO,2023-09-08,62.04,127
CHENNPETRO,2024-04-24,-17.22,9
CHENNPETRO,2024-07-15,-14.14,14
CHENNPETRO,2026-06-09,-12.01,19
CHENNPETRO,2026-07-16,0.8,11
CHOICEIN,2023-09-05,4.87,32
CHOICEIN,2023-11-10,22.16,79
CHOICEIN,2024-04-02,27.94,73
CHOICEIN,2024-07-30,28.43,113
CHOICEIN,2025-04-23,13.03,38
CHOICEIN,2025-06-26,6.9,66
CHOICEIN,2025-10-31,-5.42,5
CHOICEIN,2026-01-01,-6.75,14
CHOLAFIN,2014-05-19,16.22,61
CHOLAFIN,2014-09-08,1.81,21
CHOLAFIN,2015-01-14,7.83,44
CHOLAFIN,2015-04-15,-6.35,15
CHOLAFIN,2015-06-23,4.74,31
CHOLAFIN,2016-04-01,44.62,110
CHOLAFIN,2016-10-03,-4.19,20
CHOLAFIN,2017-11-02,3.12,61
CHOLAFIN,2018-02-12,12.15,62
CHOLAFIN,2024-08-29,2.47,25
CHOLAHLDNG,2021-10-12,-9.15,13
CHOLAHLDNG,2023-06-07,4.89,50
CHOLAHLDNG,2023-08-30,11.46,37
CHOLAHLDNG,2024-06-10,15.34,39
CHOLAHLDNG,2024-08-21,11.75,45
CHOLAHLDNG,2025-06-30,-8.3,19
CIGNITITEC,2015-11-23,-5.58,20
CIGNITITEC,2021-06-21,4.91,25
CIGNITITEC,2021-11-12,-11.81,10
CIGNITITEC,2023-02-09,18.18,96
CIGNITITEC,2023-10-13,16.25,38
CIGNITITEC,2024-03-14,10.95,83
CIGNITITEC,2024-09-12,-1.69,44
CIGNITITEC,2024-11-25,12.51,29
CMSINFO,2023-06-20,3.93,36
CMSINFO,2023-11-24,-3.7,15
CMSINFO,2024-04-02,31.33,102
CMSINFO,2024-09-30,-5.78,15
COCHINSHIP,2022-11-02,4.55,26
COCHINSHIP,2023-07-24,42.86,62
COCHINSHIP,2023-12-06,27.42,67
COFFEEDAY,2018-01-09,-10.63,38
COFORGE,2014-02-11,-5.16,21
COFORGE,2014-07-11,-14.61,2
COFORGE,2015-07-16,-7.07,27
COFORGE,2015-10-19,1.83,52
COFORGE,2017-10-13,-0.4,34
COFORGE,2018-01-08,44.28,100
COFORGE,2019-11-04,-8.27,19
COFORGE,2019-12-17,4.9,52
COFORGE,2020-08-06,-6.95,18
COFORGE,2020-09-11,5.46,30
COFORGE,2021-01-04,-12.65,14
COFORGE,2021-03-16,69.02,150
COHANCE,2021-04-22,-3.98,27
COHANCE,2021-08-03,-7.0,20
COHANCE,2022-03-23,-10.16,31
COHANCE,2023-11-28,2.49,35
COHANCE,2024-06-27,52.59,95
COLPAL,2014-06-19,-3.61,33
COLPAL,2014-09-30,3.41,43
COLPAL,2015-03-03,-3.12,32
COLPAL,2017-06-16,-2.72,19
COLPAL,2017-09-07,-5.73,12
COLPAL,2018-01-18,-5.49,12
COLPAL,2018-05-16,1.87,23
COLPAL,2018-12-03,0.79,38
COLPAL,2019-09-20,7.82,40
COLPAL,2021-03-08,-5.77,11
COLPAL,2021-05-25,-2.26,48
COLPAL,2023-07-13,6.71,31
COLPAL,2023-09-26,20.33,106
COLPAL,2024-03-11,1.92,50
COLPAL,2024-06-05,18.6,89
CONCOR,2014-03-06,48.75,122
CONCOR,2014-09-22,-5.87,52
CONCOR,2015-01-01,-1.12,26
CONCOR,2015-02-19,15.61,75
CONCOR,2015-07-16,-12.28,5
CONCOR,2019-09-26,-8.14,32
CONCOR,2021-05-25,0.47,33
CONCOR,2022-09-09,-2.2,47
CONCOR,2023-12-07,-2.43,32
CONCOR,2024-02-01,0.01,28
CONCOR,2024-04-26,-11.57,26
CONFIPET,2023-08-28,-8.41,26
CONFIPET,2023-11-28,-11.56,23
CONTROLPR,2017-07-07,10.81,41
CONTROLPR,2018-01-15,-16.59,11
COROMANDEL,2014-09-09,-4.29,20
COROMANDEL,2014-10-31,-6.45,18
COROMANDEL,2017-01-10,-5.0,36
COROMANDEL,2017-04-20,11.51,54
COROMANDEL,2017-07-24,-9.79,13
COROMANDEL,2017-10-05,8.72,48
COROMANDEL,2017-12-18,0.02,28
COROMANDEL,2020-01-16,2.85,37
COROMANDEL,2020-05-22,14.56,58
COROMANDEL,2020-09-16,-13.94,17
COROMANDEL,2020-11-27,-7.45,15
COROMANDEL,2020-12-28,-7.51,25
COROMANDEL,2021-06-07,1.61,28
COROMANDEL,2022-05-17,6.56,90
COROMANDEL,2023-08-24,-2.41,42
COROMANDEL,2023-12-04,-1.04,25
COROMANDEL,2024-05-28,29.29,79
COROMANDEL,2024-11-22,-2.05,42
COROMANDEL,2025-03-18,15.04,59
COROMANDEL,2025-06-30,-11.24,3
COROMANDEL,2025-07-30,-15.29,10
CRAFTSMAN,2022-10-07,4.09,34
CRAFTSMAN,2022-12-30,-8.31,19
CRAFTSMAN,2023-05-31,25.49,72
CRAFTSMAN,2023-11-16,-2.52,34
CRAFTSMAN,2024-06-25,9.32,80
CRAFTSMAN,2025-07-30,-3.4,28
CRAFTSMAN,2025-11-11,3.03,77
CRAFTSMAN,2026-05-08,-6.18,5
CREDITACC,2019-09-06,27.42,75
CREDITACC,2020-01-24,-7.09,33
CREDITACC,2022-04-13,-13.83,17
CREDITACC,2022-05-31,-17.29,14
CREDITACC,2023-05-17,0.1,22
CREDITACC,2023-06-19,4.23,63
CREDITACC,2023-10-23,7.72,41
CRISIL,2014-04-17,51.93,114
CRISIL,2015-04-10,-11.8,6
CRISIL,2016-10-03,-8.55,22
CRISIL,2021-06-15,3.8,40
CRISIL,2021-11-11,-7.96,26
CRISIL,2022-04-11,-4.49,43
CRISIL,2023-05-31,-0.61,38
CRISIL,2023-08-22,-5.09,20
CRISIL,2023-10-10,0.84,44
CRISIL,2023-12-26,-6.56,8
CRISIL,2024-11-04,-0.44,52
CROMPTON,2017-11-10,5.09,48
CROMPTON,2020-01-31,-5.6,23
CROMPTON,2020-09-30,32.01,99
CROMPTON,2021-07-02,1.43,30
CROMPTON,2021-09-09,-5.79,26
CSBBANK,2021-05-19,-0.67,59
CSBBANK,2023-10-16,-11.91,6
CSBBANK,2023-11-13,6.7,39
CUB,2014-05-08,13.87,59
CUB,2014-09-10,8.01,62
CUB,2015-01-05,-4.86,20
CUB,2015-02-19,-4.11,20
CUB,2015-05-14,-2.9,22
CUB,2016-05-24,22.63,84
CUB,2016-10-10,-0.76,22
CUB,2017-01-27,-7.07,21
CUB,2017-05-05,4.8,54
CUB,2017-07-31,-11.46,8
CUB,2017-12-05,-3.32,33
CUB,2018-03-01,-6.32,15
CUB,2018-04-25,6.05,100
CUB,2019-03-29,-4.33,22
CUB,2019-05-21,0.92,23
CUB,2019-06-28,-3.75,4
CUB,2019-09-24,-6.42,18
CUB,2019-11-29,1.89,47
CUB,2025-11-04,1.3,47
CUB,2026-01-30,-13.89,23
CUMMINSIND,2014-03-14,0.83,26
CUMMINSIND,2014-05-22,5.2,36
CUMMINSIND,2014-08-25,-3.54,20
CUMMINSIND,2014-10-22,20.36,40
CUMMINSIND,2015-01-02,-5.08,37
CUMMINSIND,2015-07-07,8.09,64
CUMMINSIND,2022-07-21,-3.96,46
CUMMINSIND,2022-10-28,20.94,108
CUMMINSIND,2023-05-26,8.01,48
CUMMINSIND,2024-01-10,58.23,98
CUMMINSIND,2024-06-21,-9.13,19
CUMMINSIND,2025-10-24,3.5,43
CUPID,2018-01-08,-12.8,20
CUPID,2025-11-07,44.23,52
CYIENT,2014-02-25,-17.21,11
CYIENT,2014-08-01,9.79,43
CYIENT,2014-10-30,10.72,91
CYIENT,2015-06-18,-8.06,20
CYIENT,2015-10-15,-13.2,4
CYIENT,2018-01-19,16.4,87
CYIENT,2021-06-21,6.62,41
CYIENT,2021-09-15,-5.08,50
CYIENT,2023-05-10,27.85,114
CYIENT,2023-11-29,8.43,38
DABUR,2017-08-07,-6.85,11
DABUR,2017-10-12,6.97,76
DABUR,2018-04-27,2.42,48
DABUR,2018-07-31,2.17,35
DABUR,2024-08-26,-4.61,22
DALBHARAT,2021-02-01,18.3,52
DALBHARAT,2021-05-07,18.44,62
DALBHARAT,2021-09-07,-11.84,14
DALBHARAT,2025-09-17,-5.93,4
DATAPATTNS,2023-02-03,-17.57,16
DATAPATTNS,2023-04-11,-2.88,22
DATAPATTNS,2023-06-05,15.95,70
DATAPATTNS,2024-02-26,1.37,64
DATAPATTNS,2024-07-05,-12.83,20
DATAPATTNS,2026-03-06,-13.46,15
DATAPATTNS,2026-04-17,22.03,58
DBCORP,2014-06-26,-3.06,34
DBCORP,2014-09-15,12.37,90
DBCORP,2016-08-02,-4.27,27
DBL,2017-08-24,56.88,102
DBL,2018-04-02,-3.01,34
DBREALTY,2024-01-12,12.11,39
DCBBANK,2014-03-25,35.73,124
DCBBANK,2014-10-30,12.56,32
DCBBANK,2014-12-18,2.77,23
DCBBANK,2015-05-04,-0.12,80
DCBBANK,2017-02-20,25.96,89
DCBBANK,2019-04-24,4.21,36
DCMSHRIRAM,2014-03-19,148.28,137
DCMSHRIRAM,2016-10-20,-22.07,16
DCMSHRIRAM,2017-02-06,-3.65,20
DCMSHRIRAM,2017-03-24,20.45,45
DCMSHRIRAM,2017-08-04,39.28,100
DCMSHRIRAM,2021-04-16,-0.89,25
DCMSHRIRAM,2021-06-08,13.56,52
DCMSHRIRAM,2021-10-04,-18.84,13
DCXINDIA,2023-11-21,-7.36,20
DCXINDIA,2024-01-11,-12.32,8
DCXINDIA,2024-07-02,-12.78,21
DEEPAKFERT,2014-05-06,7.7,66
DEEPAKFERT,2016-08-22,0.11,24
DEEPAKFERT,2017-01-13,1.76,33
DEEPAKFERT,2017-04-20,-9.22,14
DEEPAKFERT,2017-07-03,22.42,57
DEEPAKFERT,2017-10-09,6.04,23
DEEPAKFERT,2021-08-04,-19.75,12
DEEPAKFERT,2022-01-12,5.14,30
DEEPAKFERT,2022-04-13,-19.42,17
DEEPAKFERT,2022-07-29,19.81,27
DEEPAKFERT,2022-10-19,-10.54,14
DEEPAKFERT,2024-08-21,-9.31,19
DEEPAKFERT,2024-10-01,-13.94,14
DEEPAKFERT,2024-10-25,5.58,36
DEEPAKFERT,2025-05-28,5.78,42
DEEPAKNTR,2014-02-07,166.76,92
DEEPAKNTR,2016-07-15,6.74,69
DEEPAKNTR,2017-03-31,3.79,35
DEEPAKNTR,2017-06-05,9.23,39
DEEPAKNTR,2017-08-28,15.84,63
DEEPAKNTR,2017-12-20,6.39,51
DEEPAKNTR,2018-09-26,-15.07,8
DEEPAKNTR,2019-05-27,-10.5,12
DEEPAKNTR,2019-10-22,1.79,26
DEEPAKNTR,2019-12-17,13.06,63
DEEPAKNTR,2020-05-07,-11.57,18
DEEPAKNTR,2020-07-24,22.12,58
DEEPAKNTR,2020-11-27,171.24,223
DEEPAKNTR,2024-07-25,-4.87,20
DELPHIFX,2014-05-28,25.98,52
DELPHIFX,2014-09-10,-13.43,17
DELPHIFX,2014-10-14,41.0,47
DELPHIFX,2015-01-02,8.61,32
DELTACORP,2016-08-09,30.38,56
DEVYANI,2023-09-05,-5.83,29
DHANUKA,2014-02-21,18.77,31
DHANUKA,2014-04-21,52.0,70
DHANUKA,2014-09-08,-6.05,21
DHANUKA,2014-11-12,-4.01,24
DHANUKA,2015-02-16,8.66,32
DHANUKA,2016-06-01,-7.16,17
DHANUKA,2016-08-12,-3.7,21
DHANUKA,2017-01-04,-10.43,18
DHANUKA,2017-03-09,-1.79,19
DHANUKA,2017-04-18,0.1,22
DHANUKA,2017-06-09,-9.02,14
DHANUKA,2020-07-22,-14.37,29
DHANUKA,2021-05-17,4.34,53
DHUNINV,2014-06-09,-2.19,39
DHUNINV,2014-09-03,15.35,28
DHUNINV,2014-11-17,-7.04,21
DIACABS,2014-05-19,16.4,90
DIACABS,2014-11-12,-12.37,10
DIVISLAB,2024-09-10,6.87,69
DIXON,2020-01-28,-7.2,19
DIXON,2020-05-29,276.61,208
DIXON,2021-06-03,-2.47,39
DIXON,2021-10-01,7.67,74
DMART,2021-09-14,15.02,56
DMART,2024-09-09,-7.99,16
DOLLAR,2021-11-17,-11.77,7
DTIL,2016-07-04,-7.94,19
DUCON,2015-04-22,-16.43,14
DUCON,2015-07-13,241.57,83
DUCON,2016-09-08,124.42,46
DYNPRO,2021-01-07,64.84,63
DYNPRO,2021-05-24,-14.8,15
EASEMYTRIP,2022-04-04,1.08,21
EASEMYTRIP,2022-05-20,-15.88,16
EASEMYTRIP,2022-11-22,-25.76,22
ECLERX,2014-02-20,-13.57,15
ECLERX,2014-08-27,-2.2,31
ECLERX,2015-03-04,7.5,53
ECLERX,2015-08-11,-6.57,30
ECLERX,2015-10-15,-1.06,60
ECLERX,2016-06-09,-7.7,18
ECLERX,2016-07-28,-2.56,30
ECLERX,2016-10-18,-13.1,15
ECLERX,2021-06-14,15.44,41
ECLERX,2021-08-17,-7.51,30
ECLERX,2021-11-15,-13.52,11
ECLERX,2021-12-28,-5.11,21
ECLERX,2023-10-05,25.0,86
ECLERX,2024-08-27,-1.3,41
ECLERX,2024-11-06,5.64,36
ECLERX,2025-08-04,-0.1,35
ECLERX,2025-10-27,-52.87,23
EDELWEISS,2014-05-20,21.66,38
EDELWEISS,2015-01-20,-3.48,40
EDELWEISS,2016-06-07,49.07,100
EDELWEISS,2017-02-22,116.89,200
EICHERMOT,2014-02-28,117.7,150
EICHERMOT,2014-10-27,12.72,35
EICHERMOT,2015-01-19,-1.46,58
EICHERMOT,2015-05-12,-0.69,20
EICHERMOT,2015-06-17,-0.62,30
EICHERMOT,2016-07-29,9.26,57
EICHERMOT,2017-04-12,2.42,50
EICHERMOT,2017-07-31,2.08,39
EIDPARRY,2016-06-07,-5.85,61
EIDPARRY,2016-10-04,-7.54,26
EIDPARRY,2017-01-05,0.23,42
EIDPARRY,2017-04-19,2.69,46
EIDPARRY,2017-09-14,1.85,46
EIDPARRY,2018-01-01,-8.23,15
EIDPARRY,2021-05-03,2.64,42
EIDPARRY,2021-10-12,-6.79,31
EIDPARRY,2022-01-14,-12.58,19
EIDPARRY,2022-04-22,-11.2,13
EIDPARRY,2022-05-30,-17.24,15
EIDPARRY,2022-07-12,-7.81,27
EIDPARRY,2022-09-15,-0.3,50
EIDPARRY,2024-05-29,9.07,46
EIDPARRY,2024-09-06,-5.54,20
EIDPARRY,2024-12-02,-1.7,26
EIDPARRY,2025-05-19,13.33,59
EIHOTEL,2014-05-20,4.53,32
EIHOTEL,2014-08-27,-8.65,32
EIHOTEL,2014-11-21,3.51,40
EIHOTEL,2015-12-29,-7.45,11
EIHOTEL,2017-05-03,-2.81,23
EIHOTEL,2017-09-15,-10.03,12
EIHOTEL,2017-10-25,-1.21,27
EIHOTEL,2018-01-08,-8.68,20
EIHOTEL,2023-06-05,-5.03,23
EIHOTEL,2023-07-19,-5.99,18
EIHOTEL,2023-08-18,1.56,22
EIHOTEL,2024-01-04,37.19,48
EIHOTEL,2024-03-26,-0.07,40
ELECON,2014-05-21,0.27,34
ELECON,2015-03-18,-11.77,51
ELECON,2015-06-22,3.66,37
ELECON,2017-12-11,-2.7,26
ELECON,2021-07-02,-12.25,7
ELECON,2021-07-16,15.54,50
ELECON,2021-11-18,-1.83,20
ELECON,2022-06-02,52.22,78
ELECON,2022-11-03,4.88,25
ELECON,2023-05-12,59.93,84
ELECON,2023-11-24,-8.22,17
ELECON,2024-01-08,-1.04,24
ELECON,2024-04-19,7.8,63
ELECON,2024-09-26,-15.75,16
ELGIEQUIP,2014-03-18,16.08,129
ELGIEQUIP,2014-11-17,1.5,21
ELGIEQUIP,2016-05-30,-4.6,45
