sym,entry,net_ret_pct,hold_days
ELGIEQUIP,2016-08-22,-2.29,26
ELGIEQUIP,2016-10-10,-7.47,21
ELGIEQUIP,2017-02-09,4.13,41
ELGIEQUIP,2017-05-09,4.33,49
ELGIEQUIP,2017-07-28,-12.45,10
ELGIEQUIP,2017-11-06,20.29,79
ELGIEQUIP,2021-01-08,-15.92,12
ELGIEQUIP,2021-03-05,9.19,57
ELGIEQUIP,2022-08-03,5.94,33
ELGIEQUIP,2023-05-24,-6.65,47
ELGIEQUIP,2024-01-29,-0.07,37
EMAMILTD,2014-07-02,43.04,98
EMAMILTD,2015-01-13,13.07,67
EMAMILTD,2015-06-01,-11.22,11
EMAMILTD,2015-06-30,0.72,45
EMAMILTD,2017-12-20,-4.65,18
EMAMILTD,2024-06-05,12.34,69
EMCURE,2026-03-25,6.6,32
EMMBI,2014-06-06,-6.3,35
EMMBI,2015-01-13,-8.69,37
EMMBI,2015-04-09,65.76,97
EMMBI,2015-10-14,74.27,55
EMMBI,2016-05-11,13.72,97
EMMBI,2017-01-04,-7.52,23
EMMBI,2017-03-28,6.31,32
EMMBI,2017-05-23,4.12,45
EMMBI,2017-09-18,-5.1,31
EMSLIMITED,2024-12-09,-11.44,19
EMUDHRA,2024-12-17,-8.59,18
ENDURANCE,2017-10-31,9.7,58
ENDURANCE,2018-02-28,-12.48,11
ENDURANCE,2018-07-31,1.75,24
ENDURANCE,2021-06-14,1.89,45
ENDURANCE,2021-10-12,-7.77,26
ENDURANCE,2023-12-29,-0.58,28
ENDURANCE,2024-05-17,19.03,40
ENDURANCE,2025-06-25,-6.81,22
ENDURANCE,2025-09-01,-5.53,17
ENGINERSIN,2014-05-16,12.05,39
ENGINERSIN,2016-12-28,-9.94,16
ENGINERSIN,2017-10-27,-0.32,25
ENGINERSIN,2017-12-22,-10.38,16
ENGINERSIN,2024-01-11,-7.31,21
ENGINERSIN,2024-05-17,-3.96,53
EQUITASBNK,2023-02-28,-11.16,17
EQUITASBNK,2023-05-08,7.34,34
EQUITASBNK,2023-06-30,0.34,23
EQUITASBNK,2023-10-17,4.67,70
ERIS,2021-10-18,-9.18,17
ERIS,2025-06-05,2.19,45
ESCORTS,2014-10-23,-8.76,9
ESCORTS,2015-08-27,-11.16,20
ESCORTS,2015-10-19,-11.75,12
ESCORTS,2016-06-22,78.82,88
ESCORTS,2022-09-19,-6.54,33
ESCORTS,2022-11-21,-2.5,22
ESCORTS,2023-07-14,30.32,69
ESCORTS,2024-05-02,16.02,48
ESCORTS,2024-09-24,-13.28,16
ESSARSHPNG,2016-01-05,-23.49,19
ESTER,2014-06-11,-9.77,45
ESTER,2014-09-05,-3.63,20
ESTER,2015-07-07,-9.58,33
ESTER,2015-08-28,164.17,81
ESTER,2020-11-18,-5.94,21
ESTER,2021-04-29,-3.0,20
ESTER,2021-08-04,-12.99,9
EXIDEIND,2016-10-21,-11.67,14
EXIDEIND,2018-04-27,-2.35,18
EXIDEIND,2018-07-09,0.46,43
EXIDEIND,2023-12-18,3.78,50
EXIDEIND,2024-04-08,47.18,67
FCL,2020-12-29,-0.4,49
FCL,2021-05-03,9.91,41
FCL,2021-07-13,8.37,25
FCL,2021-09-13,-0.72,23
FCL,2021-12-13,2.31,52
FCL,2022-03-31,-0.62,21
FCL,2022-08-04,51.66,58
FDC,2014-04-01,-8.99,28
FDC,2014-07-01,-0.54,58
FDC,2015-01-29,-9.0,37
FDC,2015-04-08,-11.07,19
FDC,2015-07-20,33.03,71
FDC,2018-02-08,-0.26,21
FDC,2020-08-03,-2.98,20
FDC,2020-09-15,-2.59,31
FDC,2021-06-14,-8.33,40
FEDERALBNK,2024-11-06,-2.7,28
FEDERALBNK,2025-07-01,-6.22,19
FEDERALBNK,2025-10-20,12.64,53
FEDERALBNK,2026-01-16,0.73,35
FEDERALBNK,2026-06-03,18.47,41
FILATEX,2014-09-12,-22.87,14
FILATEX,2015-08-03,10.68,57
FILATEX,2016-04-28,16.97,66
FILATEX,2016-10-24,-19.81,11
FILATEX,2017-03-07,34.07,41
FILATEX,2017-05-19,-11.53,13
FILATEX,2017-06-21,-8.03,25
FILATEX,2017-09-04,5.43,50
FILATEX,2017-11-20,0.17,26
FILATEX,2018-01-04,-11.12,17
FILATEX,2018-08-16,-1.99,23
FILATEX,2018-11-26,-2.66,32
FILATEX,2021-05-07,-5.91,65
FILATEX,2021-09-15,-13.38,30
FILATEX,2022-01-10,-13.35,30
FINCABLES,2014-03-10,113.57,105
FINCABLES,2014-08-19,-3.75,25
FINCABLES,2014-11-05,0.48,26
FINCABLES,2015-02-24,-4.18,21
FINCABLES,2016-05-26,40.2,99
FINCABLES,2017-02-06,9.53,71
FINCABLES,2017-09-08,-5.98,13
FINCABLES,2017-10-11,16.08,79
FINCABLES,2023-03-03,12.19,52
FINCABLES,2023-07-19,9.84,52
FINCABLES,2024-05-24,19.45,38
FINEORG,2019-09-17,17.38,46
FINEORG,2020-01-14,6.19,25
FINEORG,2020-08-24,-10.73,50
FINEORG,2021-05-10,-11.23,25
FINEORG,2021-11-15,-3.74,39
FINEORG,2022-02-04,2.27,64
FINEORG,2022-05-31,30.11,103
FINPIPE,2014-02-14,50.17,116
FINPIPE,2014-08-22,2.84,51
FINPIPE,2016-03-08,27.73,135
FINPIPE,2017-01-31,12.07,61
FINPIPE,2017-05-09,1.84,60
FINPIPE,2017-09-18,-3.88,38
FINPIPE,2021-04-16,20.08,69
FINPIPE,2021-09-14,11.98,46
FINPIPE,2023-08-29,-14.51,37
FINPIPE,2024-04-03,23.91,63
FIVESTAR,2024-10-15,-14.87,11
FLUOROCHEM,2021-04-13,139.08,132
FLUOROCHEM,2021-12-02,7.19,60
FLUOROCHEM,2022-07-14,16.73,73
FLUOROCHEM,2024-09-12,-6.44,43
FMNL,2015-11-30,-14.7,31
FORCEMOT,2020-12-07,-10.68,35
FORCEMOT,2021-07-12,-14.42,20
FORCEMOT,2021-11-15,-16.35,8
FORCEMOT,2023-05-30,44.1,42
FORCEMOT,2023-08-09,27.28,50
FORCEMOT,2024-02-14,96.27,64
FORCEMOT,2025-05-02,75.75,88
FORCEMOT,2026-02-09,-8.05,19
FORTIS,2014-06-10,-6.66,21
FORTIS,2014-09-10,-8.06,11
FORTIS,2015-02-11,2.69,48
FORTIS,2015-07-01,-1.8,30
FORTIS,2017-01-09,-8.73,38
FORTIS,2017-04-17,-3.31,22
FORTIS,2021-05-07,-0.51,65
FORTIS,2021-08-16,0.53,23
FORTIS,2021-12-31,-10.84,16
FORTIS,2022-09-19,-17.69,3
FORTIS,2023-07-06,0.11,25
FORTIS,2023-11-10,16.88,75
FORTIS,2024-05-06,-5.18,21
FORTIS,2024-06-13,-6.0,16
FORTIS,2024-07-25,31.25,117
FORTIS,2025-06-04,37.53,105
FSL,2014-02-12,-3.11,19
FSL,2014-04-22,-13.59,17
FSL,2014-06-10,2.18,24
FSL,2014-09-09,-11.55,31
FSL,2015-11-30,-14.88,30
FSL,2016-06-07,0.58,45
FSL,2018-03-01,34.72,79
FSL,2020-12-24,-3.01,22
FSL,2021-03-16,62.15,99
FSL,2024-07-04,29.41,52
FSL,2024-09-25,-13.0,7
FSL,2024-10-23,0.78,41
FSL,2025-01-01,-9.02,15
FUSION,2023-05-31,13.52,47
GALAXYSURF,2020-02-11,-6.93,14
GALAXYSURF,2020-08-10,2.66,46
GALAXYSURF,2020-11-18,-6.43,22
GALAXYSURF,2021-01-04,42.94,151
GALAXYSURF,2021-09-13,-1.81,29
GANECOS,2016-05-03,-2.51,34
GANECOS,2016-08-12,10.47,33
GANECOS,2017-03-14,49.76,94
GANECOS,2017-09-19,-5.24,37
GANECOS,2017-11-24,-2.8,45
GARFIBRES,2014-02-24,-2.45,23
GARFIBRES,2014-04-11,38.45,61
GARFIBRES,2014-07-18,35.62,58
GARFIBRES,2014-12-26,-1.03,29
GARFIBRES,2015-07-03,23.76,36
GARFIBRES,2015-10-01,9.56,70
GARFIBRES,2016-07-25,37.55,103
GARFIBRES,2017-02-20,34.81,116
GARFIBRES,2018-01-11,-9.82,28
GARFIBRES,2018-06-15,17.53,67
GARFIBRES,2020-01-17,-4.73,25
GARFIBRES,2020-02-26,-19.17,10
GARFIBRES,2020-07-21,13.01,69
GARFIBRES,2020-11-24,-6.4,18
GARFIBRES,2020-12-30,43.67,152
GARFIBRES,2021-10-13,-8.7,7
GENUSPAPER,2016-10-13,-14.57,21
GESHIP,2014-02-24,0.87,39
GESHIP,2014-05-21,-0.64,37
GESHIP,2014-09-01,4.4,29
GESHIP,2017-04-20,-9.69,11
GESHIP,2022-07-29,3.03,38
GESHIP,2022-11-07,7.52,33
GESHIP,2023-06-15,-0.43,37
GESHIP,2023-09-07,0.1,31
GESHIP,2023-12-04,6.32,31
GESHIP,2024-01-29,-10.33,10
GESHIP,2024-04-05,20.69,81
GESHIP,2026-03-12,-10.57,19
GESHIP,2026-04-29,-9.13,20
GHCL,2014-05-20,20.56,37
GHCL,2014-08-04,35.24,35
GHCL,2015-08-07,14.88,73
GHCL,2015-12-01,-9.94,6
GHCL,2016-05-16,68.34,117
GHCL,2017-11-27,1.55,45
GHCL,2021-07-28,16.31,63
GHCL,2022-03-11,19.09,66
GHCL,2022-07-27,-10.35,6
GHCL,2022-09-13,-7.56,33
GICRE,2024-02-08,-22.57,23
GICRE,2024-12-16,-3.31,18
GILLETTE,2014-08-25,22.03,73
GILLETTE,2015-02-13,10.35,40
GILLETTE,2015-07-17,-4.23,26
GILLETTE,2017-09-28,20.16,84
GILLETTE,2018-09-04,-5.19,20
GILLETTE,2019-04-09,-1.6,22
GILLETTE,2019-10-18,-8.06,16
GILLETTE,2025-06-25,-2.85,32
GLAXO,2014-02-13,-1.64,12
GLAXO,2014-12-02,-1.69,56
GLAXO,2015-07-08,-2.67,34
GLAXO,2016-03-30,-4.29,21
GLAXO,2024-01-01,11.29,30
GLAXO,2024-05-23,1.37,33
GLAXO,2024-07-26,1.0,24
GLAXO,2025-05-27,1.18,36
GLENMARK,2024-06-14,32.65,65
GLENMARK,2024-10-09,-7.61,21
GLENMARK,2025-07-04,9.94,25
GLENMARK,2026-03-11,-3.55,52
GMDCLTD,2022-04-08,-14.31,12
GMDCLTD,2023-08-23,42.28,50
GMDCLTD,2023-11-22,0.85,54
GMDCLTD,2025-09-05,10.95,41
GMMPFAUDLR,2019-03-12,-8.14,32
GMMPFAUDLR,2019-05-28,-4.43,29
GMMPFAUDLR,2019-08-27,-0.8,31
GMMPFAUDLR,2019-11-13,4.62,22
GMMPFAUDLR,2019-12-20,54.28,56
GMMPFAUDLR,2020-04-20,19.01,60
GMMPFAUDLR,2020-08-07,6.2,29
GMRAIRPORT,2026-06-17,-2.04,25
GMRP&UI,2024-04-22,125.08,117
GNA,2017-10-04,4.54,29
GNA,2017-11-16,3.3,54
GNA,2018-04-04,7.66,27
GNA,2021-07-27,33.91,61
GNFC,2014-04-23,22.95,56
GNFC,2016-05-03,32.25,38
GNFC,2016-06-29,5.06,21
GNFC,2016-09-20,11.54,41
GNFC,2017-03-31,-3.54,33
GNFC,2017-09-05,44.9,102
GNFC,2022-02-09,50.18,57
GODFRYPHLP,2014-02-19,-13.68,18
GODFRYPHLP,2015-10-16,26.36,62
GODFRYPHLP,2022-12-08,-13.12,11
GODFRYPHLP,2023-01-09,-11.54,13
GODFRYPHLP,2023-07-31,-5.41,35
GODFRYPHLP,2023-10-10,-9.27,10
GODFRYPHLP,2023-11-01,-13.23,15
GODFRYPHLP,2024-01-31,61.8,126
GODFRYPHLP,2024-08-19,21.94,34
GODFRYPHLP,2025-05-02,-2.76,25
GODFRYPHLP,2025-07-15,6.91,48
GODREJCP,2014-08-21,2.68,27
GODREJCP,2015-01-16,-4.68,38
GODREJCP,2015-04-13,-14.69,16
GODREJCP,2015-06-30,-1.69,48
GODREJCP,2017-04-25,4.62,69
GODREJCP,2018-01-22,-1.74,80
GODREJCP,2018-05-29,9.68,73
GODREJCP,2021-07-22,7.03,44
GODREJCP,2023-12-29,5.33,52
GODREJCP,2024-05-07,4.91,67
GODREJIND,2014-06-09,-1.24,24
GODREJIND,2015-04-08,-9.42,14
GODREJIND,2015-07-15,-6.5,27
GODREJIND,2016-06-29,-3.24,25
GODREJIND,2016-10-10,-6.88,15
GODREJIND,2017-02-02,-0.43,22
GODREJIND,2017-04-03,21.74,83
GODREJIND,2023-10-06,-10.84,40
GODREJIND,2023-12-29,6.71,30
GODREJIND,2024-04-29,-9.9,8
GODREJIND,2024-08-27,17.68,25
GODREJPROP,2015-08-17,-11.32,16
GODREJPROP,2015-10-16,-6.94,13
GODREJPROP,2016-07-04,-2.74,19
GODREJPROP,2016-08-09,-8.42,19
GODREJPROP,2017-02-06,29.76,108
GODREJPROP,2017-08-30,22.3,75
GODREJPROP,2018-01-08,3.31,29
GODREJPROP,2019-04-02,-10.72,20
GODREJPROP,2019-06-20,-10.01,12
GODREJPROP,2020-02-04,-9.4,19
GODREJPROP,2020-12-01,13.35,37
GODREJPROP,2021-02-11,-3.93,21
GODREJPROP,2021-07-15,-2.39,22
GODREJPROP,2021-09-21,28.52,39
GODREJPROP,2024-04-08,-0.58,38
GODREJPROP,2024-06-13,-1.36,34
GOLDBEES,2016-02-11,-1.17,28
GOLDBEES,2016-04-21,-2.08,27
GOLDBEES,2016-06-24,0.86,46
GOLDBEES,2020-07-09,4.61,32
GOLDBEES,2023-02-01,-2.93,10
GOLDBEES,2023-03-20,0.13,45
GOLDBEES,2023-11-29,-1.46,35
GOLDBEES,2024-03-05,9.69,63
GOLDBEES,2024-07-18,-4.77,3
GOLDBEES,2024-09-24,-0.64,34
GOLDBEES,2025-01-22,13.53,75
GOLDBEES,2025-06-13,45.54,191
GOODLUCK,2023-08-16,81.91,121
GPPL,2014-02-18,19.41,43
GPPL,2014-05-06,79.84,150
GPPL,2014-12-29,3.55,29
GPPL,2015-03-03,-1.97,30
GPTINFRA,2017-11-16,-0.52,20
GPTINFRA,2018-01-12,-12.5,14
GRANULES,2014-02-04,-1.28,24
GRANULES,2014-04-21,154.26,133
GRANULES,2015-03-17,-17.34,27
GRANULES,2015-07-23,40.05,71
GRANULES,2020-02-10,-6.34,21
GRANULES,2020-06-10,81.0,102
GRANULES,2020-11-24,-12.07,17
GRANULES,2024-01-15,-0.57,40
GRANULES,2024-06-07,17.58,66
GRANULES,2026-05-06,0.33,29
GRANULES,2026-06-29,3.34,24
GRAPHITE,2014-04-11,-8.68,20
GRAPHITE,2014-05-20,-12.01,8
GRAPHITE,2014-06-04,-1.29,28
GRAPHITE,2017-04-05,-13.23,20
GRAPHITE,2017-06-19,420.9,155
GRASIM,2016-04-11,12.89,84
GRASIM,2023-12-07,-1.55,32
GRASIM,2024-01-31,7.43,81
GRASIM,2024-06-20,7.92,30
GRASIM,2025-06-26,-5.97,18
GRASIM,2025-10-27,-8.05,7
GRASIM,2026-05-08,3.19,47
GRAVITA,2018-04-27,-13.07,12
GRAVITA,2021-09-15,-8.89,45
GRAVITA,2021-12-09,39.01,76
GRAVITA,2022-12-06,23.75,55
GRAVITA,2023-05-03,90.02,149
GRAVITA,2024-06-11,15.29,26
GRAVITA,2024-07-23,25.36,63
GREENLAM,2016-05-26,9.57,61
GREENLAM,2016-09-28,-4.81,18
GREENPANEL,2021-08-02,-12.6,14
GREENPANEL,2021-09-08,29.6,54
GREENPANEL,2021-12-08,12.17,55
GREENPANEL,2022-03-14,-1.03,36
GREENPOWER,2014-05-23,-6.52,32
GREENPOWER,2014-12-08,-17.61,7
GREENPOWER,2015-01-27,-19.94,8
GREENPOWER,2015-02-20,-18.15,15
GRINDWELL,2014-04-02,133.9,230
GRINDWELL,2015-04-06,-13.16,14
GRINDWELL,2015-06-24,-5.52,20
GRINDWELL,2015-08-05,-7.92,19
GRINDWELL,2015-10-19,-12.94,10
GRINDWELL,2017-06-20,-5.88,4
GRINDWELL,2017-07-03,-4.57,24
GRINDWELL,2017-10-16,20.92,72
GRINDWELL,2019-01-15,-3.79,9
GRINDWELL,2019-03-08,-2.36,63
GRINDWELL,2019-09-23,-11.13,40
GRINDWELL,2020-02-05,-10.94,14
GRINDWELL,2020-12-08,2.17,34
GRINDWELL,2021-02-03,8.62,35
GRINDWELL,2021-05-04,17.58,28
GRINDWELL,2021-06-29,-1.08,24
GRINDWELL,2021-09-03,34.82,99
GRINDWELL,2022-04-11,-11.6,3
GRINDWELL,2022-08-03,7.48,34
GRINDWELL,2023-07-31,-7.47,30
GRMOVER,2025-11-14,-6.61,20
GRMOVER,2025-12-23,-6.42,19
GRSE,2019-10-25,3.79,23
GRSE,2021-11-03,-11.31,30
GRSE,2022-09-07,27.45,73
GRSE,2023-06-12,2.73,43
GRSE,2023-08-14,19.11,37
GRSE,2024-01-20,-5.89,13
GRSE,2024-04-23,130.32,71
GRSE,2025-05-22,7.48,29
GRWRHITECH,2024-12-04,-6.06,22
GSFC,2014-09-11,21.62,44
GSFC,2017-03-16,-5.64,20
GSFC,2017-05-03,-11.63,14
GSFC,2017-08-30,-6.32,16
GSFC,2017-10-25,-11.99,15
GSFC,2018-01-15,-11.65,9
GSFC,2022-04-01,-6.12,22
GSFC,2023-10-16,-12.26,22
GSFC,2023-12-04,26.54,43
GSPL,2014-06-06,1.63,46
GSPL,2014-09-17,-11.82,18
GSPL,2014-10-22,18.36,73
GSPL,2015-07-16,-10.06,27
GSPL,2015-11-30,-1.69,37
GSPL,2016-08-18,-3.15,57
GSPL,2017-02-14,1.21,68
GSPL,2017-09-19,-2.02,50
GSPL,2017-12-22,-5.43,20
GSPL,2020-01-02,3.44,30
GSPL,2021-03-03,-8.06,25
GSPL,2021-06-04,11.71,70
GSPL,2024-02-06,-11.89,26
GSPL,2024-08-29,-6.17,34
GUJALKALI,2014-05-22,-11.38,21
GUJALKALI,2016-06-29,24.12,62
GUJALKALI,2016-10-20,-1.29,20
GUJALKALI,2017-04-06,0.77,31
GUJALKALI,2017-09-13,47.13,62
GUJALKALI,2018-01-05,-10.78,19
GUJALKALI,2022-04-01,-8.64,24
GUJGASLTD,2014-04-11,16.66,74
GUJGASLTD,2014-11-26,-14.51,29
GUJGASLTD,2017-03-29,-3.53,28
GUJGASLTD,2017-10-03,1.49,27
GUJGASLTD,2019-10-30,40.68,85
GUJGASLTD,2020-06-25,-7.67,22
GUJGASLTD,2020-08-25,-8.35,9
GUJGASLTD,2020-11-24,4.27,41
GUJGASLTD,2021-02-08,19.8,61
GUJGASLTD,2021-06-03,17.74,65
GULFOILLUB,2016-04-18,-6.3,39
GULFOILLUB,2016-06-30,28.74,83
GULFOILLUB,2017-05-08,-1.87,27
GULFOILLUB,2017-06-20,-6.83,19
GULFOILLUB,2017-07-24,-4.88,21
GULFOILLUB,2017-11-08,7.12,46
GULFOILLUB,2018-02-09,-14.41,19
GULFOILLUB,2024-08-30,-6.69,24
GVT&D,2026-06-17,-14.98,11
HAL,2020-08-13,-31.18,13
HAL,2021-08-27,-3.64,20
HAL,2021-10-14,-8.48,5
HAL,2022-03-31,4.02,25
HAL,2022-05-20,-2.24,21
HAL,2022-07-25,19.51,43
HARIOMPIPE,2023-05-04,14.95,45
HATHWAY,2014-05-30,-6.7,41
HATHWAY,2014-11-19,-7.26,20
HATSUN,2015-07-13,4.57,26
HATSUN,2015-10-20,-13.26,19
HATSUN,2016-06-07,-7.13,40
HATSUN,2016-10-19,-7.35,14
HATSUN,2016-12-30,60.79,99
HATSUN,2017-07-07,-2.89,24
HATSUN,2017-09-19,24.73,57
HATSUN,2020-11-18,-4.88,22
HATSUN,2021-05-18,5.53,66
HATSUN,2021-08-23,32.7,40
HAVELLS,2024-02-28,14.86,95
HAVELLS,2024-09-11,-8.17,25
HBLENGINE,2014-05-22,-6.78,55
HBLENGINE,2014-11-18,114.29,84
HBLENGINE,2015-04-07,-24.07,39
HBLENGINE,2017-09-19,5.62,82
HBLENGINE,2022-02-02,-20.14,13
HBLENGINE,2022-04-25,4.93,69
HBLENGINE,2022-09-15,-0.88,38
HBLENGINE,2023-06-05,316.38,184
HBLENGINE,2024-07-08,-5.5,19
HBLENGINE,2024-08-19,-8.74,15
HBLENGINE,2024-12-11,-9.99,12
HBLENGINE,2025-08-13,5.8,31
HBLENGINE,2025-10-13,-2.57,27
HCG,2017-04-13,-3.23,28
HCG,2017-07-28,-4.38,29
HCG,2017-09-29,0.25,50
HCG,2018-01-19,0.05,29
HDFCAMC,2019-08-27,23.34,68
HDFCAMC,2024-05-02,-8.57,5
HDFCAMC,2024-05-28,-14.21,5
HDFCAMC,2024-06-25,-4.21,19
HDFCAMC,2024-08-20,-0.4,29
HDFCAMC,2024-10-15,-7.11,21
HDFCAMC,2025-05-26,14.8,67
HDFCLIFE,2019-08-16,7.01,54
HEG,2014-06-04,-4.37,25
HEG,2014-08-22,-5.51,23
HEG,2017-06-30,336.82,106
HEG,2017-12-26,16.39,27
HEIDELBERG,2014-05-22,-5.34,34
HEIDELBERG,2014-08-25,18.14,58
HEIDELBERG,2016-04-08,33.94,143
HEIDELBERG,2017-10-27,-3.24,34
HEIDELBERG,2018-01-05,-12.08,19
HEIDELBERG,2019-03-07,4.34,68
HEIDELBERG,2020-02-27,-11.11,4
HEIDELBERG,2020-12-03,0.72,72
HEIDELBERG,2021-04-07,1.05,59
HEIDELBERG,2021-07-13,-4.58,27
HEIDELBERG,2021-09-15,-7.53,10
HEMIPROP,2024-01-30,-2.94,28
HERITGFOOD,2014-04-17,2.05,58
HERITGFOOD,2014-09-08,-5.0,22
HERITGFOOD,2014-11-19,-3.43,20
HERITGFOOD,2015-07-16,-5.95,20
HERITGFOOD,2015-10-19,16.17,59
HERITGFOOD,2016-07-25,29.14,66
HERITGFOOD,2017-01-23,14.59,33
HERITGFOOD,2017-04-28,-7.36,18
HERITGFOOD,2017-07-19,22.24,75
HERITGFOOD,2017-12-20,-4.01,20
HESTERBIO,2017-04-05,15.7,83
HESTERBIO,2019-09-24,-17.34,23
HEXATRADEX,2014-07-18,-18.17,17
HFCL,2014-05-27,12.91,32
HFCL,2014-09-11,-5.28,23
HFCL,2016-01-05,-28.52,9
HFCL,2017-09-06,2.92,56
HFCL,2021-05-11,80.17,63
HFCL,2021-12-09,-17.17,46
HFCL,2024-01-20,-7.47,35
HFCL,2024-06-14,19.36,75
HFCL,2026-05-25,20.61,42
HGINFRA,2021-07-30,31.89,73
HGINFRA,2023-03-23,7.98,52
HGINFRA,2023-08-11,-5.33,9
HGINFRA,2023-09-05,-6.33,22
HINDCOPPER,2024-01-05,-15.35,25
HINDCOPPER,2024-04-01,13.98,40
HINDCOPPER,2025-12-22,35.15,49
HINDPETRO,2014-05-12,6.84,24
HINDPETRO,2024-02-02,1.8,28
HINDPETRO,2025-10-03,0.87,39
HINDWAREAP,2021-01-05,32.64,50
HINDWAREAP,2021-05-17,1.66,28
HINDWAREAP,2021-07-15,11.84,82
HINDZINC,2015-02-11,-7.43,19
HINDZINC,2016-04-04,-14.22,2
HINDZINC,2016-07-11,11.44,43
HINDZINC,2016-09-28,3.09,31
HINDZINC,2016-11-24,-4.94,20
HINDZINC,2018-02-23,-6.28,15
HINDZINC,2021-05-18,-5.74,46
HINDZINC,2021-10-18,-19.55,42
HINDZINC,2024-04-09,58.6,47
HITECH,2024-08-14,8.92,44
HMVL,2014-05-16,1.02,23
HMVL,2014-07-01,-9.35,8
HMVL,2014-10-27,31.38,71
HMVL,2015-07-14,-8.1,21
HMVL,2015-10-09,-0.16,25
HMVL,2015-11-26,-5.56,36
HMVL,2016-10-06,-2.3,20
HOMEFIRST,2021-10-08,27.74,54
HOMEFIRST,2022-08-11,-5.65,30
HOMEFIRST,2023-12-07,-7.46,45
HOMEFIRST,2024-06-14,-4.78,32
HOMEFIRST,2024-08-30,1.16,34
HOMEFIRST,2025-06-25,-5.81,24
HONAUT,2014-05-14,48.83,56
HONAUT,2014-09-29,-6.29,8
HONAUT,2014-10-31,56.17,92
HONAUT,2015-10-07,-2.67,21
HONAUT,2016-07-04,-0.03,29
HONAUT,2017-02-07,-5.1,21
HONAUT,2017-03-30,6.22,36
HONAUT,2017-06-02,28.03,106
HONAUT,2017-11-15,6.16,39
HONAUT,2018-08-03,2.7,32
HONAUT,2018-12-04,-8.36,38
HONAUT,2019-04-10,-2.32,20
HONAUT,2019-05-22,-0.27,22
HONAUT,2019-09-09,0.68,41
HONAUT,2020-02-04,-5.47,25
HONAUT,2020-12-24,11.81,58
HONAUT,2024-05-15,11.28,44
HPL,2024-08-21,-7.55,12
HSCL,2014-09-15,-26.37,19
HSCL,2016-08-09,1.08,60
HSCL,2017-02-03,-9.82,22
HSCL,2017-04-05,206.81,172
HSCL,2018-01-08,-14.17,18
HSCL,2023-08-28,16.59,40
HSCL,2023-12-05,20.94,47
HSCL,2024-06-20,42.92,85
HSCL,2026-06-05,8.5,39
HUDCO,2023-12-13,64.33,63
HUDCO,2024-04-08,38.36,80
ICICIGI,2019-02-21,18.64,81
ICICIGI,2019-08-28,-10.05,8
ICICIGI,2019-10-15,5.23,40
ICICIGI,2019-12-20,-6.07,21
ICICIGI,2020-11-26,-1.64,39
ICICIGI,2021-09-01,-4.75,18
ICICIGI,2024-02-09,-0.41,37
ICICIGI,2024-06-14,19.99,79
ICICIPRULI,2021-04-26,20.97,115
ICICIPRULI,2024-07-26,2.37,49
IEX,2020-01-10,-10.36,16
IEX,2020-09-14,-10.36,34
IEX,2020-11-27,65.0,118
IEX,2021-07-13,-3.0,20
IEX,2021-08-30,48.72,76
IFBIND,2014-06-06,274.92,126
IFBIND,2015-03-05,14.22,38
IFBIND,2017-06-22,-6.12,21
IFBIND,2017-10-11,67.55,75
IGL,2014-05-16,29.87,105
IGL,2014-11-13,-6.41,23
IGL,2014-12-24,-6.91,32
IGL,2015-07-30,-4.79,17
IGL,2015-12-23,4.51,31
IGL,2016-05-17,-5.98,10
IGL,2016-06-14,34.19,102
IGL,2017-12-29,-6.06,12
IGL,2019-06-04,-10.3,13
IGL,2019-09-23,31.51,101
IGL,2021-09-13,-11.68,10
IIFL,2014-05-09,32.43,41
IIFL,2014-08-05,22.56,84
IIFL,2015-02-12,-9.3,15
IIFL,2015-07-14,-10.44,29
IIFL,2015-11-30,-9.75,34
IIFL,2016-06-03,19.77,68
IIFL,2016-10-27,-18.47,11
IIFL,2017-02-13,65.63,122
IIFL,2017-08-30,-3.86,21
IIFL,2018-01-15,-4.01,44
IIFL,2023-08-01,-7.46,36
IIFL,2023-10-06,-9.16,32
IIFL,2026-01-06,-19.4,11
IMFA,2014-05-19,11.58,25
IMFA,2016-12-30,2.85,37
IMFA,2017-03-20,-22.69,16
INDHOTEL,2014-02-24,-0.72,42
INDHOTEL,2014-05-19,23.67,54
INDHOTEL,2014-10-28,9.16,74
INDHOTEL,2016-06-08,2.26,43
INDHOTEL,2017-05-15,-6.45,20
INDHOTEL,2018-01-16,-10.85,34
INDHOTEL,2019-04-02,-4.69,21
INDHOTEL,2019-06-25,-9.46,14
INDHOTEL,2019-09-23,-9.08,32
INDHOTEL,2021-09-20,16.19,46
INDHOTEL,2022-03-25,0.81,29
INDHOTEL,2024-04-01,-6.27,23
INDHOTEL,2024-06-18,-5.2,19
INDHOTEL,2024-08-26,-1.69,29
INDHOTEL,2024-11-08,13.52,40
INDIACEM,2014-05-23,-1.32,32
INDIACEM,2021-11-09,-13.42,11
INDIACEM,2022-01-07,-12.85,24
INDIACEM,2022-09-14,-12.92,21
INDIACEM,2024-06-27,23.29,44
INDIACEM,2024-12-26,-7.22,18
INDIACEM,2025-08-21,-3.6,52
INDIAMART,2020-08-25,30.29,47
INDIAMART,2020-11-14,-53.23,8
INDIANB,2014-12-29,-14.96,23
INDIANB,2016-08-18,-6.54,22
INDIANB,2016-11-10,-14.2,25
