date,off0,off1,off2,off3,off4,off5,off6,off7,off8,off9,off10,off11
2006-04-03,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776,1.0002499312242776
2006-04-04,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722,1.0004999249141722
2006-04-05,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956,1.0007499810852956
2006-04-07,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264,1.001000099753264
2006-04-10,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974,1.0012502809336974
2006-04-12,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195,1.0015005246422195
2006-04-13,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.001750830894458,1.000250455211641
2006-04-17,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0020011997060447,1.0005004490324962,1.0369968691661973
2006-04-18,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0022516310926148,1.0007505053346128,1.0127879576038328,1.0485994921437538
2006-04-19,1.002502125069808,1.002502125069808,1.002502125069808,1.002502125069808,1.002502125069808,1.002502125069808,1.002502125069808,1.002502125069808,1.0010006241336074,1.0170817000074677,1.0298499181449514,1.0681652913686366
2006-04-20,1.0027526816532677,1.0027526816532677,1.0027526816532677,1.0027526816532677,1.0027526816532677,1.0027526816532677,1.0027526816532677,1.0012508054451004,1.0019448490493845,1.0180154234921905,1.0314677640014516,1.0733750357388152
2006-04-21,1.003003300858641,1.003003300858641,1.003003300858641,1.003003300858641,1.003003300858641,1.003003300858641,1.001501049284714,1.0286373848686174,1.028986304033286,1.0445394542865927,1.0580372100744897,1.0763938550563366
2006-04-24,1.0032539827015792,1.0032539827015792,1.0032539827015792,1.0032539827015792,1.0032539827015792,1.0017513556680768,1.0339301418767863,1.066683948167095,1.0665631660457484,1.0822491387611264,1.0961800109915167,1.1020808059879232
2006-04-25,1.003504727197737,1.003504727197737,1.003504727197737,1.003504727197737,1.0020017246108208,0.982866468157171,1.0145871867082947,1.0461450061104345,1.047117779194927,1.0623689237026679,1.0758574573912771,1.0772988062296631
2006-04-26,1.003755534362774,1.003755534362774,1.003755534362774,1.0022521561285809,1.0278925347321737,1.0051988427365157,1.038101167384174,1.07434000297307,1.0754721532949025,1.0903563139628811,1.1043225235940866,1.0936934570729133
2006-04-27,1.0040064042123527,1.0040064042123527,1.002502650236997,1.0067198092384007,1.0358037484043972,1.0121125770533392,1.045581435384141,1.0963749933757112,1.0995468883382213,1.114573523887295,1.129509675074275,1.1104304163808192
2006-04-28,1.0042573367621401,1.0027532069517127,0.9917621253036568,0.990173378431764,1.0326517732711182,1.007422944634084,1.0409051239831506,1.1061183848534775,1.1123437062305155,1.1271393867116482,1.142893109537971,1.12963605867389
2006-04-29,1.004319986715552,1.0027532069517129,0.9917621253036568,0.990204231382643,1.0326826121946513,1.007452597511456,1.0409361253007834,1.1061492164541409,1.1123739871253173,1.1271696448106352,1.1429231245226457,1.129666234858602
2006-05-02,1.0055696690526124,1.0146136824607994,1.0043463165046624,1.0064712687431991,1.0530879410244807,1.0307183899719767,1.065349008959527,1.1405653597180352,1.1452755735170301,1.1598639171984944,1.176498493820192,1.149935083504958
2006-05-03,1.006304379450303,1.0001757377959333,0.9932484338662102,0.992924968846638,1.0291843903513278,1.0134494559534386,1.0466733412967146,1.110712697168815,1.1214210215246991,1.1364568941930209,1.152864557645598,1.1431904785288811
2006-05-04,1.0119834023355374,0.9896635191520211,0.9912411190401205,0.9920326735398872,1.0237194436754873,1.005158787110048,1.0384808103062952,1.1043288873418131,1.1110404837351209,1.1254681801478812,1.1416570518508005,1.1204816094207055
2006-05-05,1.0145723191516764,0.9807479551376377,0.9864605333735461,0.9873767603857588,1.0196595055087236,1.0012327583372933,1.0347590326887377,1.104221266780105,1.1094531421583755,1.122998580803066,1.13923227865732,1.107882934810977
2006-05-08,1.0215905216513745,0.9812358542063642,0.9891690380843472,0.9864582563213404,1.0154687526324837,1.0047283479556333,1.0384087509717796,1.1007525168306538,1.1131886502370696,1.1263688705563741,1.1422392841216384,1.1086087682289494
2006-05-09,1.0217074195568254,1.0065193257432097,1.0084323883715403,0.99945733269054,1.0296287744695685,1.0199705757156707,1.0538541169687585,1.1096856627694676,1.1280818852189722,1.1423382954997143,1.1582996695608696,1.1265012817278657
2006-05-10,1.0238844797487041,1.0089047293889832,1.0136846556951713,1.008686702353364,1.0373066596664746,1.024486107443555,1.0585071405001294,1.1113983354593928,1.1293355745421718,1.1432295956530147,1.1591225398483853,1.120511783304857
2006-05-11,1.016791111949211,1.0181955008743064,1.016986798558767,1.0102802820644352,1.0407188653891783,1.0367708777132476,1.0708534477427372,1.1144604065959274,1.1400285061974358,1.1537595519174475,1.1694190104196236,1.1335250225097644
