,cagr,maxdd,calmar
TN+OA 50-50 (deployed),27.74368914327573,-17.0052924817495,1.6776457291190559
OA45 TN35 IPO10 GOLD10,27.90350164239266,-12.338676383327002,2.276587104811698
OA40 TN25 IPO20 GOLD15,28.21022197569154,-10.771281754214801,2.6122900227242134
OA+IPO+GOLD 33/33/33,27.885599487247692,-8.99234048584276,3.1025459312881996
NIFTY 50 (NIFTYBEES),10.666921238019844,-55.16352505236024,0.19336910083057585
