weights,n,w_OA,w_TN,w_IPO,w_GOLD,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,B_cagr,B_dcagr,B_dd,B_calmar,B_dcalmar,B_winb,B_winc,B_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.20|IPO:0.55|TN:0.25,3,0.0,0.25,0.55,0.2,24.63,-1.88,-8.33,2.978,1.245,360,332,271,25.89,-1.67,-8.33,3.118,1.461,360,345,302,30.73,0.71,-8.33,3.731,1.735,360,359,186,False,2.978
GOLD:0.15|IPO:0.60|TN:0.25,3,0.0,0.25,0.6,0.15,25.4,-1.11,-9.24,2.777,1.028,360,271,99,26.7,-0.85,-9.24,2.909,1.248,360,310,160,31.94,1.95,-9.24,3.497,1.501,360,350,136,False,2.777
GOLD:0.10|IPO:0.65|TN:0.25,3,0.0,0.25,0.65,0.1,26.16,-0.33,-10.6,2.488,0.797,360,195,22,27.5,-0.05,-10.6,2.615,0.971,360,212,68,33.09,3.13,-10.6,3.142,1.215,360,287,83,False,2.488
GOLD:0.05|IPO:0.70|TN:0.25,3,0.0,0.25,0.7,0.05,26.89,0.4,-12.07,2.219,0.559,347,142,4,28.3,0.75,-12.07,2.335,0.715,360,151,42,34.28,4.31,-12.07,2.834,0.943,359,225,58,False,2.219
IPO:0.75|TN:0.25,2,0.0,0.25,0.75,0.0,27.63,1.13,-13.77,1.998,0.339,316,75,2,29.07,1.49,-13.77,2.105,0.469,360,99,37,35.45,5.4,-13.77,2.561,0.684,349,175,37,False,1.998
GOLD:0.70|TN:0.30,2,0.0,0.3,0.0,0.7,15.53,-11.12,-17.22,0.884,-0.781,0,0,0,16.22,-11.5,-17.22,0.927,-0.703,0,0,0,16.99,-13.14,-10.41,1.661,-0.307,44,0,0,False,0.884
GOLD:0.65|IPO:0.05|TN:0.30,3,0.0,0.3,0.05,0.65,16.46,-10.18,-16.07,1.0,-0.66,0,0,360,17.21,-10.51,-16.07,1.051,-0.573,0,0,360,18.31,-11.83,-9.21,2.023,0.051,204,90,360,False,1.0
GOLD:0.60|IPO:0.10|TN:0.30,3,0.0,0.3,0.1,0.6,17.38,-9.27,-14.91,1.136,-0.51,0,0,360,18.16,-9.54,-14.91,1.193,-0.423,0,0,360,19.69,-10.52,-8.07,2.474,0.494,326,214,360,False,1.136
GOLD:0.55|IPO:0.15|TN:0.30,3,0.0,0.3,0.15,0.55,18.27,-8.36,-13.74,1.293,-0.341,7,0,360,19.1,-8.58,-13.74,1.356,-0.242,17,0,360,21.03,-9.23,-7.0,3.042,1.069,359,330,360,False,1.293
GOLD:0.50|IPO:0.20|TN:0.30,3,0.0,0.3,0.2,0.5,19.14,-7.46,-12.56,1.481,-0.14,65,12,360,20.04,-7.63,-12.56,1.556,-0.033,152,10,360,22.35,-7.91,-6.3,3.552,1.627,360,360,360,False,1.481
GOLD:0.45|IPO:0.25|TN:0.30,3,0.0,0.3,0.25,0.45,20.0,-6.58,-11.36,1.71,0.092,243,38,360,20.95,-6.71,-11.36,1.801,0.213,310,77,360,23.63,-6.59,-6.32,3.71,1.776,360,360,360,False,1.71
GOLD:0.40|IPO:0.30|TN:0.30,3,0.0,0.3,0.3,0.4,20.84,-5.69,-10.15,1.998,0.389,331,180,360,21.84,-5.8,-10.15,2.098,0.517,360,180,360,24.91,-5.32,-6.64,3.727,1.785,360,360,360,False,1.998
GOLD:0.35|IPO:0.35|TN:0.30,3,0.0,0.3,0.35,0.35,21.68,-4.87,-8.97,2.362,0.745,360,264,360,22.73,-4.88,-8.97,2.486,0.889,360,300,360,26.17,-4.06,-6.93,3.749,1.79,360,360,360,False,2.362
GOLD:0.30|IPO:0.40|TN:0.30,3,0.0,0.3,0.4,0.3,22.51,-4.07,-7.95,2.791,1.129,360,353,360,23.62,-3.99,-7.95,2.937,1.328,360,360,360,27.34,-2.82,-7.29,3.749,1.781,360,360,354,False,2.791
GOLD:0.25|IPO:0.45|TN:0.30,3,0.0,0.3,0.45,0.25,23.33,-3.24,-7.95,2.972,1.268,360,359,360,24.5,-3.11,-7.95,3.109,1.466,360,360,360,28.57,-1.55,-7.74,3.705,1.727,360,360,337,False,2.972
GOLD:0.20|IPO:0.50|TN:0.30,3,0.0,0.3,0.5,0.2,24.12,-2.46,-8.32,2.913,1.177,360,354,300,25.36,-2.25,-8.32,3.056,1.387,360,359,313,29.75,-0.31,-8.32,3.629,1.622,360,360,309,False,2.913
GOLD:0.15|IPO:0.55|TN:0.30,3,0.0,0.3,0.55,0.15,24.89,-1.68,-8.94,2.8,1.025,360,344,230,26.18,-1.43,-8.94,2.948,1.262,360,356,264,30.95,0.93,-8.94,3.483,1.465,360,359,260,False,2.8
GOLD:0.10|IPO:0.60|TN:0.30,3,0.0,0.3,0.6,0.1,25.65,-0.9,-10.16,2.536,0.815,360,293,134,27.0,-0.63,-10.16,2.67,1.023,360,334,211,32.12,2.11,-10.16,3.192,1.213,360,359,222,False,2.536
GOLD:0.05|IPO:0.65|TN:0.30,3,0.0,0.3,0.65,0.05,26.37,-0.14,-11.65,2.27,0.597,352,227,43,27.8,0.19,-11.65,2.394,0.772,360,265,179,33.29,3.24,-11.65,2.876,0.973,359,313,170,False,2.27
IPO:0.70|TN:0.30,2,0.0,0.3,0.7,0.0,27.09,0.59,-13.21,2.046,0.393,328,158,25,28.57,0.96,-13.21,2.155,0.531,360,175,149,34.44,4.41,-13.21,2.604,0.733,351,244,134,False,2.046
GOLD:0.65|TN:0.35,2,0.0,0.35,0.0,0.65,15.87,-10.76,-16.49,0.938,-0.717,0,0,0,16.61,-11.12,-16.49,0.987,-0.633,0,0,0,17.31,-12.87,-10.2,1.731,-0.254,64,60,60,False,0.938
GOLD:0.60|IPO:0.05|TN:0.35,3,0.0,0.35,0.05,0.6,16.79,-9.87,-15.34,1.065,-0.581,0,0,360,17.59,-10.16,-15.34,1.12,-0.489,0,0,360,18.63,-11.53,-9.03,2.104,0.129,234,150,360,False,1.065
GOLD:0.55|IPO:0.10|TN:0.35,3,0.0,0.35,0.1,0.55,17.7,-8.97,-14.17,1.208,-0.42,1,0,360,18.51,-9.19,-14.17,1.272,-0.319,1,0,360,19.97,-10.22,-7.89,2.574,0.574,322,321,360,False,1.208
GOLD:0.50|IPO:0.15|TN:0.35,3,0.0,0.35,0.15,0.5,18.58,-8.06,-13.0,1.38,-0.236,35,30,360,19.47,-8.25,-13.0,1.453,-0.131,87,60,360,21.33,-8.92,-7.09,3.069,1.127,353,360,360,False,1.38
GOLD:0.45|IPO:0.20|TN:0.35,3,0.0,0.35,0.2,0.45,19.45,-7.19,-11.8,1.589,-0.023,165,115,360,20.39,-7.32,-11.8,1.676,0.1,259,143,360,22.65,-7.68,-6.74,3.337,1.403,360,360,360,False,1.589
GOLD:0.40|IPO:0.25|TN:0.35,3,0.0,0.35,0.25,0.4,20.3,-6.33,-10.62,1.85,0.248,288,187,360,21.29,-6.4,-10.62,1.949,0.369,344,230,360,23.91,-6.34,-7.02,3.372,1.448,360,360,360,False,1.85
GOLD:0.35|IPO:0.30|TN:0.35,3,0.0,0.35,0.3,0.35,21.12,-5.49,-9.47,2.177,0.563,353,271,360,22.17,-5.49,-9.47,2.293,0.7,360,300,360,25.17,-5.03,-7.31,3.406,1.461,360,360,360,False,2.177
GOLD:0.30|IPO:0.35|TN:0.35,3,0.0,0.35,0.35,0.3,21.94,-4.65,-8.46,2.562,0.929,360,357,360,23.04,-4.59,-8.46,2.696,1.102,360,360,360,26.43,-3.85,-7.63,3.437,1.476,360,360,359,False,2.562
GOLD:0.25|IPO:0.40|TN:0.35,3,0.0,0.35,0.4,0.25,22.76,-3.82,-8.36,2.762,1.066,360,360,360,23.91,-3.72,-8.36,2.913,1.279,360,360,360,27.68,-2.63,-7.99,3.452,1.478,360,360,357,False,2.762
GOLD:0.20|IPO:0.45|TN:0.35,3,0.0,0.35,0.45,0.2,23.55,-3.03,-8.49,2.766,1.063,360,359,326,24.78,-2.89,-8.49,2.918,1.255,360,360,338,28.83,-1.35,-8.49,3.416,1.449,360,360,346,False,2.766
GOLD:0.15|IPO:0.50|TN:0.35,3,0.0,0.35,0.5,0.15,24.35,-2.24,-9.07,2.714,0.969,360,355,292,25.63,-2.05,-9.07,2.856,1.175,360,360,315,30.03,-0.13,-9.07,3.364,1.351,360,360,335,False,2.714
GOLD:0.10|IPO:0.55|TN:0.35,3,0.0,0.35,0.55,0.1,25.13,-1.48,-9.77,2.593,0.802,360,348,242,26.46,-1.22,-9.77,2.735,1.035,360,359,298,31.17,1.01,-9.77,3.235,1.181,360,360,294,False,2.593
GOLD:0.05|IPO:0.60|TN:0.35,3,0.0,0.35,0.6,0.05,25.87,-0.74,-11.24,2.313,0.618,355,303,197,27.26,-0.37,-11.24,2.433,0.798,360,341,303,32.33,2.18,-11.24,2.904,0.962,360,358,257,False,2.313
IPO:0.65|TN:0.35,2,0.0,0.35,0.65,0.0,26.6,-0.02,-12.83,2.082,0.421,338,241,124,28.05,0.4,-12.83,2.196,0.58,360,291,278,33.48,3.36,-12.83,2.631,0.731,353,326,221,False,2.082
GOLD:0.60|TN:0.40,2,0.0,0.4,0.0,0.6,16.19,-10.48,-15.77,0.996,-0.65,0,0,0,16.98,-10.76,-15.77,1.05,-0.552,0,0,0,17.6,-12.53,-10.0,1.8,-0.174,79,120,120,False,0.996
GOLD:0.55|IPO:0.05|TN:0.40,3,0.0,0.4,0.05,0.55,17.1,-9.57,-14.6,1.132,-0.498,0,0,360,17.95,-9.8,-14.6,1.192,-0.4,0,0,360,18.92,-11.25,-8.85,2.183,0.192,255,300,360,False,1.132
GOLD:0.50|IPO:0.10|TN:0.40,3,0.0,0.4,0.1,0.5,18.0,-8.67,-13.43,1.289,-0.324,10,30,360,18.87,-8.88,-13.43,1.357,-0.22,39,60,360,20.22,-9.97,-7.75,2.664,0.667,322,360,360,False,1.289
GOLD:0.45|IPO:0.15|TN:0.40,3,0.0,0.4,0.15,0.45,18.89,-7.81,-12.25,1.476,-0.132,79,172,360,19.82,-7.93,-12.25,1.561,-0.007,175,172,360,21.58,-8.68,-7.18,2.965,1.027,348,360,360,False,1.476
GOLD:0.40|IPO:0.20|TN:0.40,3,0.0,0.4,0.2,0.4,19.74,-6.93,-11.11,1.715,0.116,241,210,360,20.72,-7.01,-11.11,1.814,0.234,315,245,360,22.89,-7.38,-7.45,3.058,1.135,360,360,360,False,1.715
GOLD:0.35|IPO:0.25|TN:0.40,3,0.0,0.4,0.25,0.35,20.58,-6.06,-9.96,2.008,0.399,328,271,360,21.62,-6.1,-9.96,2.121,0.526,359,300,360,24.19,-6.13,-7.72,3.096,1.169,360,360,360,False,2.008
GOLD:0.30|IPO:0.30|TN:0.40,3,0.0,0.4,0.3,0.3,21.41,-5.24,-9.01,2.355,0.725,360,360,360,22.49,-5.22,-9.01,2.476,0.895,360,360,360,25.43,-4.93,-8.0,3.141,1.194,360,360,360,False,2.355
GOLD:0.25|IPO:0.35|TN:0.40,3,0.0,0.4,0.35,0.25,22.19,-4.41,-8.71,2.555,0.878,360,360,360,23.35,-4.35,-8.71,2.693,1.078,360,360,360,26.66,-3.7,-8.31,3.181,1.217,360,360,360,False,2.555
GOLD:0.20|IPO:0.40|TN:0.40,3,0.0,0.4,0.4,0.2,23.0,-3.65,-8.69,2.608,0.901,360,360,354,24.19,-3.48,-8.69,2.753,1.089,360,360,358,27.89,-2.49,-8.69,3.191,1.224,360,360,359,False,2.608
GOLD:0.15|IPO:0.45|TN:0.40,3,0.0,0.4,0.45,0.15,23.78,-2.88,-9.25,2.575,0.866,360,360,335,25.03,-2.61,-9.25,2.705,1.05,360,360,344,29.11,-1.26,-9.25,3.17,1.195,360,360,350,False,2.575
GOLD:0.10|IPO:0.50|TN:0.40,3,0.0,0.4,0.5,0.1,24.56,-2.12,-9.86,2.527,0.765,360,359,307,25.86,-1.78,-9.86,2.663,0.985,360,360,347,30.28,-0.09,-9.86,3.13,1.106,360,360,345,False,2.527
GOLD:0.05|IPO:0.55|TN:0.40,3,0.0,0.4,0.55,0.05,25.31,-1.39,-10.89,2.368,0.618,357,352,261,26.71,-0.97,-10.89,2.499,0.823,360,359,349,31.39,1.11,-10.89,2.945,0.931,360,360,318,False,2.368
IPO:0.60|TN:0.40,2,0.0,0.4,0.6,0.0,26.07,-0.65,-12.26,2.103,0.441,343,305,236,27.51,-0.21,-12.26,2.222,0.605,360,336,340,32.56,2.26,-12.26,2.646,0.732,355,360,293,False,2.103
GOLD:0.55|TN:0.45,2,0.0,0.45,0.0,0.55,16.49,-10.16,-15.03,1.058,-0.572,0,0,0,17.33,-10.42,-15.03,1.117,-0.471,0,0,0,17.88,-12.24,-9.8,1.869,-0.118,116,180,180,False,1.058
GOLD:0.50|IPO:0.05|TN:0.45,3,0.0,0.45,0.05,0.5,17.39,-9.26,-13.86,1.205,-0.412,1,30,360,18.29,-9.47,-13.86,1.27,-0.3,12,60,360,19.2,-10.95,-8.68,2.263,0.263,271,300,360,False,1.205
GOLD:0.45|IPO:0.10|TN:0.45,3,0.0,0.45,0.1,0.45,18.28,-8.4,-12.77,1.378,-0.233,48,175,360,19.22,-8.53,-12.77,1.455,-0.112,117,169,360,20.47,-9.69,-8.13,2.591,0.641,322,360,360,False,1.378
GOLD:0.40|IPO:0.15|TN:0.45,3,0.0,0.45,0.15,0.4,19.15,-7.52,-11.76,1.589,-0.013,169,210,360,20.14,-7.62,-11.76,1.682,0.105,257,245,360,21.8,-8.41,-7.87,2.755,0.848,342,360,360,False,1.589
GOLD:0.35|IPO:0.20|TN:0.45,3,0.0,0.45,0.2,0.35,20.01,-6.66,-10.65,1.859,0.232,285,270,360,21.03,-6.71,-10.65,1.964,0.373,332,300,360,23.14,-7.18,-8.14,2.827,0.904,359,360,360,False,1.859
GOLD:0.30|IPO:0.25|TN:0.45,3,0.0,0.45,0.25,0.3,20.84,-5.86,-9.54,2.169,0.537,349,360,360,21.92,-5.83,-9.54,2.285,0.683,360,360,360,24.43,-5.94,-8.41,2.866,0.94,360,360,360,False,2.169
GOLD:0.25|IPO:0.30|TN:0.45,3,0.0,0.45,0.3,0.25,21.66,-5.02,-9.1,2.369,0.694,360,360,360,22.79,-4.94,-9.13,2.492,0.883,360,360,360,25.66,-4.75,-8.69,2.913,0.972,360,360,360,False,2.369
GOLD:0.20|IPO:0.35|TN:0.45,3,0.0,0.45,0.35,0.2,22.46,-4.26,-9.01,2.425,0.732,360,360,360,23.64,-4.09,-9.01,2.56,0.918,360,360,360,26.9,-3.53,-9.01,2.956,0.993,360,360,360,False,2.425
GOLD:0.15|IPO:0.40|TN:0.45,3,0.0,0.45,0.4,0.15,23.21,-3.51,-9.4,2.43,0.719,360,360,352,24.47,-3.26,-9.4,2.557,0.9,360,360,357,28.09,-2.34,-9.4,2.966,0.998,360,360,359,False,2.43
GOLD:0.10|IPO:0.45|TN:0.45,3,0.0,0.45,0.45,0.1,23.99,-2.78,-10.06,2.407,0.691,360,360,336,25.28,-2.46,-10.06,2.527,0.869,360,360,358,29.3,-1.14,-10.06,2.96,0.975,360,360,355,False,2.407
GOLD:0.05|IPO:0.50|TN:0.45,3,0.0,0.45,0.5,0.05,24.72,-2.03,-10.71,2.357,0.57,359,359,320,26.1,-1.66,-10.71,2.484,0.792,360,360,359,30.48,0.03,-10.71,2.912,0.857,360,360,356,False,2.357
IPO:0.55|TN:0.45,2,0.0,0.45,0.55,0.0,25.5,-1.29,-11.99,2.15,0.443,348,351,272,26.86,-0.89,-11.99,2.272,0.611,360,358,358,31.67,1.12,-11.99,2.669,0.706,356,360,339,False,2.15
GOLD:0.50|TN:0.50,2,0.0,0.5,0.0,0.5,16.78,-9.85,-14.54,1.124,-0.502,0,30,30,17.66,-10.08,-14.54,1.188,-0.384,0,30,30,18.14,-11.87,-9.64,1.934,-0.062,146,300,300,False,1.124
GOLD:0.45|IPO:0.05|TN:0.50,3,0.0,0.5,0.05,0.45,17.66,-8.97,-13.42,1.284,-0.337,25,120,360,18.62,-9.13,-13.42,1.354,-0.211,38,148,360,19.45,-10.63,-8.99,2.243,0.294,287,360,360,False,1.284
GOLD:0.40|IPO:0.10|TN:0.50,3,0.0,0.5,0.1,0.4,18.55,-8.08,-12.3,1.474,-0.145,93,210,360,19.55,-8.21,-12.3,1.564,-0.026,153,240,360,20.69,-9.39,-8.29,2.502,0.559,315,360,360,False,1.474
GOLD:0.35|IPO:0.15|TN:0.50,3,0.0,0.5,0.15,0.35,19.41,-7.27,-11.16,1.72,0.085,219,270,360,20.44,-7.32,-11.16,1.821,0.181,320,300,360,22.02,-8.2,-8.56,2.563,0.654,332,360,360,False,1.72
GOLD:0.30|IPO:0.20|TN:0.50,3,0.0,0.5,0.2,0.3,20.26,-6.49,-10.01,1.983,0.351,316,357,360,21.34,-6.44,-10.01,2.079,0.462,349,358,360,23.36,-6.99,-8.82,2.619,0.704,354,360,360,False,1.983
GOLD:0.25|IPO:0.25|TN:0.50,3,0.0,0.5,0.25,0.25,21.09,-5.69,-9.48,2.194,0.525,359,360,360,22.21,-5.57,-9.56,2.306,0.698,360,360,360,24.63,-5.78,-9.09,2.678,0.742,360,360,360,False,2.194
GOLD:0.20|IPO:0.30|TN:0.50,3,0.0,0.5,0.3,0.2,21.89,-4.94,-9.74,2.218,0.573,360,360,360,23.07,-4.72,-9.74,2.329,0.719,360,360,360,25.91,-4.52,-9.37,2.721,0.78,360,360,360,False,2.218
GOLD:0.15|IPO:0.35|TN:0.50,3,0.0,0.5,0.35,0.15,22.66,-4.18,-9.73,2.274,0.58,360,360,357,23.91,-3.9,-9.73,2.413,0.759,360,360,360,27.08,-3.35,-9.73,2.76,0.79,360,360,360,False,2.274
GOLD:0.10|IPO:0.40|TN:0.50,3,0.0,0.5,0.4,0.1,23.45,-3.41,-10.13,2.276,0.568,360,360,347,24.73,-3.1,-10.13,2.403,0.738,360,360,360,28.3,-2.18,-10.13,2.781,0.807,360,360,359,False,2.276
GOLD:0.05|IPO:0.45|TN:0.50,3,0.0,0.5,0.45,0.05,24.18,-2.66,-10.83,2.26,0.516,359,360,349,25.53,-2.32,-10.83,2.377,0.706,360,360,360,29.47,-0.96,-10.83,2.775,0.752,360,360,360,False,2.26
IPO:0.50|TN:0.50,2,0.0,0.5,0.5,0.0,24.93,-1.96,-11.61,2.181,0.403,353,360,339,26.3,-1.54,-11.61,2.303,0.6,360,360,360,30.66,0.13,-11.61,2.682,0.634,358,360,360,False,2.181
GOLD:0.45|TN:0.55,2,0.0,0.55,0.0,0.45,17.05,-9.54,-13.92,1.196,-0.434,1,60,60,17.98,-9.73,-13.92,1.265,-0.329,23,120,120,18.39,-11.62,-9.72,1.92,-0.019,172,300,300,False,1.196
GOLD:0.40|IPO:0.05|TN:0.55,3,0.0,0.55,0.05,0.4,17.92,-8.71,-12.8,1.37,-0.253,50,210,360,18.92,-8.8,-12.8,1.45,-0.168,108,240,360,19.68,-10.36,-9.05,2.169,0.252,287,360,360,False,1.37
GOLD:0.35|IPO:0.10|TN:0.55,3,0.0,0.55,0.1,0.35,18.81,-7.88,-11.67,1.59,-0.047,148,258,360,19.85,-7.92,-11.67,1.685,0.041,221,300,360,20.92,-9.19,-8.98,2.329,0.411,303,360,360,False,1.59
GOLD:0.30|IPO:0.15|TN:0.55,3,0.0,0.55,0.15,0.3,19.66,-7.05,-10.53,1.829,0.164,252,330,360,20.71,-7.04,-10.53,1.918,0.282,331,330,360,22.22,-8.02,-9.24,2.397,0.479,322,360,360,False,1.829
GOLD:0.25|IPO:0.20|TN:0.55,3,0.0,0.55,0.2,0.25,20.49,-6.3,-9.87,2.02,0.356,329,360,360,21.62,-6.2,-10.0,2.121,0.506,358,360,360,23.53,-6.84,-9.51,2.453,0.53,348,360,360,False,2.02
GOLD:0.20|IPO:0.25|TN:0.55,3,0.0,0.55,0.25,0.2,21.3,-5.49,-10.21,2.057,0.417,357,360,360,22.49,-5.33,-10.21,2.165,0.562,360,360,360,24.83,-5.59,-9.78,2.51,0.574,359,360,360,False,2.057
GOLD:0.15|IPO:0.30|TN:0.55,3,0.0,0.55,0.3,0.15,22.11,-4.74,-10.11,2.112,0.445,358,360,360,23.31,-4.49,-10.11,2.226,0.593,360,360,360,26.08,-4.36,-10.11,2.559,0.607,360,360,360,False,2.112
GOLD:0.10|IPO:0.35|TN:0.55,3,0.0,0.55,0.35,0.1,22.89,-3.97,-10.45,2.139,0.436,358,360,358,24.15,-3.68,-10.45,2.26,0.608,360,360,360,27.3,-3.18,-10.45,2.598,0.614,360,360,360,False,2.139
GOLD:0.05|IPO:0.40|TN:0.55,3,0.0,0.55,0.4,0.05,23.62,-3.22,-10.94,2.141,0.419,356,360,359,24.97,-2.89,-10.94,2.265,0.595,360,360,360,28.46,-2.05,-10.94,2.615,0.625,359,360,360,False,2.141
IPO:0.45|TN:0.55,2,0.0,0.55,0.45,0.0,24.37,-2.48,-11.7,2.112,0.347,349,360,357,25.76,-2.11,-11.7,2.232,0.554,359,360,360,29.64,-0.9,-11.7,2.604,0.544,358,360,360,False,2.112
GOLD:0.40|TN:0.60,2,0.0,0.6,0.0,0.4,17.31,-9.38,-13.31,1.274,-0.354,6,180,180,18.28,-9.56,-13.31,1.347,-0.274,46,210,210,18.62,-11.48,-10.06,1.903,-0.031,161,330,330,False,1.274
GOLD:0.35|IPO:0.05|TN:0.60,3,0.0,0.6,0.05,0.35,18.18,-8.54,-12.18,1.464,-0.186,91,240,360,19.21,-8.66,-12.18,1.542,-0.087,143,300,360,19.9,-10.24,-9.48,2.101,0.175,273,360,360,False,1.464
GOLD:0.30|IPO:0.10|TN:0.60,3,0.0,0.6,0.1,0.3,19.04,-7.7,-11.04,1.694,-0.012,175,330,360,20.13,-7.75,-11.16,1.778,0.133,257,330,360,21.14,-9.02,-9.66,2.179,0.26,291,360,360,False,1.694
GOLD:0.25|IPO:0.15|TN:0.60,3,0.0,0.6,0.15,0.25,19.88,-6.86,-10.35,1.884,0.184,265,360,360,20.97,-6.86,-10.63,1.979,0.337,322,360,360,22.4,-7.83,-9.93,2.254,0.325,309,360,360,False,1.884
GOLD:0.20|IPO:0.20|TN:0.60,3,0.0,0.6,0.2,0.2,20.7,-6.05,-10.75,1.912,0.273,321,360,360,21.89,-5.98,-10.97,2.014,0.407,358,360,360,23.69,-6.64,-10.19,2.313,0.378,333,360,360,False,1.912
GOLD:0.15|IPO:0.25|TN:0.60,3,0.0,0.6,0.25,0.15,21.52,-5.28,-11.09,1.935,0.292,341,360,360,22.72,-5.12,-11.09,2.043,0.43,360,360,360,25.0,-5.46,-10.51,2.366,0.419,350,360,360,False,1.935
GOLD:0.10|IPO:0.30|TN:0.60,3,0.0,0.6,0.3,0.1,22.31,-4.48,-10.82,2.0,0.316,346,360,360,23.57,-4.28,-10.82,2.111,0.467,360,360,360,26.23,-4.28,-10.82,2.416,0.451,353,360,360,False,2.0
GOLD:0.05|IPO:0.35|TN:0.60,3,0.0,0.6,0.35,0.05,23.07,-3.73,-11.22,2.02,0.306,347,360,360,24.37,-3.44,-11.22,2.133,0.477,359,360,360,27.49,-3.09,-11.22,2.452,0.452,355,360,360,False,2.02
IPO:0.40|TN:0.60,2,0.0,0.6,0.4,0.0,23.81,-2.99,-12.05,2.019,0.272,342,360,359,25.18,-2.64,-12.05,2.128,0.456,359,360,360,28.61,-1.88,-12.05,2.458,0.428,353,360,360,False,2.019
GOLD:0.35|TN:0.65,2,0.0,0.65,0.0,0.35,17.54,-9.24,-12.69,1.358,-0.319,36,210,210,18.55,-9.35,-12.69,1.435,-0.194,82,300,300,18.83,-11.42,-10.39,1.872,-0.075,111,360,360,False,1.358
GOLD:0.30|IPO:0.05|TN:0.65,3,0.0,0.65,0.05,0.3,18.41,-8.38,-11.61,1.567,-0.167,113,329,360,19.48,-8.42,-11.87,1.649,-0.004,178,329,360,20.1,-10.21,-10.19,1.98,0.044,212,360,360,False,1.567
GOLD:0.25|IPO:0.10|TN:0.65,3,0.0,0.65,0.1,0.25,19.25,-7.52,-10.97,1.735,0.021,191,360,360,20.39,-7.52,-11.4,1.822,0.171,260,360,360,21.36,-8.97,-10.35,2.049,0.119,263,360,360,False,1.735
GOLD:0.20|IPO:0.15|TN:0.65,3,0.0,0.65,0.15,0.2,20.09,-6.72,-11.2,1.785,0.133,254,360,360,21.23,-6.65,-11.59,1.876,0.253,297,360,360,22.57,-7.72,-10.66,2.129,0.183,279,360,360,False,1.785
GOLD:0.15|IPO:0.20|TN:0.65,3,0.0,0.65,0.2,0.15,20.89,-5.91,-11.78,1.811,0.156,285,360,360,22.13,-5.81,-11.87,1.906,0.284,343,360,360,23.84,-6.47,-10.98,2.188,0.233,306,360,360,False,1.811
GOLD:0.10|IPO:0.25|TN:0.65,3,0.0,0.65,0.25,0.1,21.69,-5.1,-11.63,1.832,0.175,310,360,360,22.94,-4.98,-11.63,1.93,0.309,355,360,360,25.12,-5.27,-11.29,2.238,0.271,326,360,360,False,1.832
GOLD:0.05|IPO:0.30|TN:0.65,3,0.0,0.65,0.3,0.05,22.47,-4.32,-11.67,1.897,0.191,316,360,360,23.79,-4.14,-11.67,2.005,0.349,357,360,360,26.4,-4.08,-11.67,2.277,0.289,331,360,360,False,1.897
IPO:0.35|TN:0.65,2,0.0,0.65,0.35,0.0,23.25,-3.57,-12.34,1.907,0.169,310,360,359,24.57,-3.32,-12.34,2.025,0.348,355,360,360,27.59,-2.94,-12.34,2.303,0.286,326,360,360,False,1.907
GOLD:0.30|TN:0.70,2,0.0,0.7,0.0,0.3,17.76,-9.05,-12.22,1.451,-0.308,29,270,270,18.81,-9.1,-12.48,1.532,-0.127,85,300,300,19.02,-11.33,-11.11,1.808,-0.175,46,360,360,False,1.451
GOLD:0.25|IPO:0.05|TN:0.70,3,0.0,0.7,0.05,0.25,18.62,-8.21,-12.0,1.581,-0.147,66,330,360,19.73,-8.23,-12.04,1.66,-0.001,179,330,360,20.29,-10.06,-11.13,1.873,-0.08,104,360,360,False,1.581
GOLD:0.20|IPO:0.10|TN:0.70,3,0.0,0.7,0.1,0.2,19.44,-7.38,-12.2,1.643,-0.034,148,360,360,20.63,-7.37,-12.32,1.726,0.1,235,360,360,21.53,-8.82,-11.32,1.935,-0.015,167,360,360,False,1.643
GOLD:0.15|IPO:0.15|TN:0.70,3,0.0,0.7,0.15,0.15,20.28,-6.58,-12.34,1.696,0.018,196,360,360,21.46,-6.5,-12.38,1.783,0.153,251,360,360,22.71,-7.6,-11.67,2.017,0.045,211,360,360,False,1.696
GOLD:0.10|IPO:0.20|TN:0.70,3,0.0,0.7,0.2,0.1,21.08,-5.77,-12.63,1.722,0.04,220,360,360,22.34,-5.63,-12.66,1.812,0.179,303,360,360,23.97,-6.38,-11.99,2.065,0.091,243,360,360,False,1.722
GOLD:0.05|IPO:0.25|TN:0.70,3,0.0,0.7,0.25,0.05,21.85,-4.98,-12.44,1.746,0.061,237,360,360,23.16,-4.78,-12.44,1.84,0.204,334,360,360,25.23,-5.17,-12.32,2.116,0.118,261,360,360,False,1.746
IPO:0.30|TN:0.70,2,0.0,0.7,0.3,0.0,22.64,-4.23,-12.91,1.798,0.054,227,360,359,24.0,-3.95,-12.91,1.906,0.233,328,360,360,26.5,-3.98,-12.91,2.152,0.122,265,360,360,False,1.798
GOLD:0.25|TN:0.75,2,0.0,0.75,0.0,0.25,17.97,-8.9,-12.72,1.441,-0.301,5,330,330,19.06,-8.93,-12.72,1.503,-0.16,68,330,330,19.2,-11.15,-12.46,1.707,-0.279,13,360,360,False,1.441
