weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.20|IPO:0.10|MYB:0.20|OA:0.30|TN:0.20,5,0.3,0.2,0.1,0.2,0.2,25.23,-1.38,-8.41,2.968,1.305,360,358,289,30.52,0.16,-8.41,3.585,1.704,360,360,335,False,2.968
GOLD:0.30|IPO:0.10|MYB:0.10|OA:0.30|TN:0.20,5,0.3,0.2,0.1,0.3,0.1,24.22,-2.4,-7.73,3.126,1.46,360,360,342,28.69,-1.66,-7.34,3.91,2.006,360,360,330,False,3.126
GOLD:0.40|IPO:0.10|OA:0.30|TN:0.20,4,0.3,0.2,0.1,0.4,0.0,23.13,-3.51,-9.62,2.376,0.753,358,187,360,26.83,-3.57,-6.57,4.102,2.141,360,360,333,False,2.376
IPO:0.20|MYB:0.30|OA:0.30|TN:0.20,4,0.3,0.2,0.2,0.0,0.3,27.8,1.24,-12.35,2.237,0.567,351,61,101,34.78,4.55,-12.35,2.791,0.911,360,278,160,False,2.237
GOLD:0.10|IPO:0.20|MYB:0.20|OA:0.30|TN:0.20,5,0.3,0.2,0.2,0.1,0.2,26.92,0.32,-9.98,2.688,1.004,360,336,157,33.05,2.7,-9.98,3.298,1.398,360,358,237,False,2.688
GOLD:0.20|IPO:0.20|MYB:0.10|OA:0.30|TN:0.20,5,0.3,0.2,0.2,0.2,0.1,25.94,-0.7,-8.54,3.046,1.33,360,360,163,31.25,0.87,-8.54,3.686,1.732,360,360,275,False,3.046
GOLD:0.30|IPO:0.20|OA:0.30|TN:0.20,4,0.3,0.2,0.2,0.3,0.0,24.87,-1.71,-7.8,3.182,1.421,360,360,305,29.43,-0.98,-7.74,3.809,1.821,360,360,271,False,3.182
IPO:0.30|MYB:0.20|OA:0.30|TN:0.20,4,0.3,0.2,0.3,0.0,0.2,28.52,1.93,-13.26,2.141,0.479,334,24,36,35.53,5.3,-13.26,2.668,0.777,357,197,94,False,2.141
GOLD:0.10|IPO:0.30|MYB:0.10|OA:0.30|TN:0.20,5,0.3,0.2,0.3,0.1,0.1,27.57,1.01,-10.79,2.54,0.891,360,316,96,33.77,3.45,-10.79,3.11,1.247,360,360,240,False,2.54
GOLD:0.20|IPO:0.30|OA:0.30|TN:0.20,4,0.3,0.2,0.3,0.2,0.0,26.56,0.0,-9.42,2.834,1.095,360,356,108,31.93,1.63,-9.42,3.412,1.441,360,360,231,False,2.834
IPO:0.40|MYB:0.10|OA:0.30|TN:0.20,4,0.3,0.2,0.4,0.0,0.1,29.14,2.6,-14.22,2.047,0.385,326,4,43,36.24,6.04,-14.22,2.543,0.658,350,106,168,False,2.047
GOLD:0.10|IPO:0.40|OA:0.30|TN:0.20,4,0.3,0.2,0.4,0.1,0.0,28.19,1.63,-11.83,2.39,0.73,360,192,108,34.43,4.25,-11.83,2.916,1.037,360,340,300,False,2.39
IPO:0.50|OA:0.30|TN:0.20,3,0.3,0.2,0.5,0.0,0.0,29.77,3.19,-15.2,1.965,0.299,309,0,102,36.9,6.75,-15.2,2.435,0.531,337,44,291,False,1.965
MYB:0.40|OA:0.30|TN:0.30,3,0.3,0.3,0.0,0.0,0.4,25.82,-0.76,-11.45,2.259,0.58,352,153,153,31.82,1.55,-11.45,2.772,0.865,360,269,269,False,2.259
GOLD:0.10|MYB:0.30|OA:0.30|TN:0.30,4,0.3,0.3,0.0,0.1,0.3,24.93,-1.65,-9.8,2.529,0.892,360,299,299,30.07,-0.2,-9.8,3.054,1.196,360,341,341,False,2.529
GOLD:0.20|MYB:0.20|OA:0.30|TN:0.30,4,0.3,0.3,0.0,0.2,0.2,24.0,-2.62,-8.62,2.761,1.13,360,359,359,28.41,-1.92,-8.61,3.27,1.441,360,357,357,False,2.761
GOLD:0.30|MYB:0.10|OA:0.30|TN:0.30,4,0.3,0.3,0.0,0.3,0.1,23.0,-3.63,-8.55,2.669,0.996,360,334,334,26.7,-3.77,-7.78,3.449,1.524,360,360,360,False,2.669
GOLD:0.40|OA:0.30|TN:0.30,3,0.3,0.3,0.0,0.4,0.0,21.91,-4.71,-10.51,2.037,0.433,339,58,58,24.88,-5.66,-7.3,3.437,1.433,360,360,360,False,2.037
IPO:0.10|MYB:0.30|OA:0.30|TN:0.30,4,0.3,0.3,0.1,0.0,0.3,26.56,-0.0,-11.41,2.336,0.663,360,171,221,32.64,2.46,-11.41,2.863,0.964,360,305,251,False,2.336
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.30|TN:0.30,5,0.3,0.3,0.1,0.1,0.2,25.68,-0.92,-9.5,2.683,1.023,360,343,276,30.95,0.68,-9.5,3.238,1.345,360,358,312,False,2.683
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.30|TN:0.30,5,0.3,0.3,0.1,0.2,0.1,24.71,-1.88,-8.39,2.949,1.231,360,360,272,29.24,-1.14,-8.39,3.512,1.568,360,360,331,False,2.949
GOLD:0.30|IPO:0.10|OA:0.30|TN:0.30,4,0.3,0.3,0.1,0.3,0.0,23.68,-2.94,-8.56,2.794,1.044,360,354,317,27.44,-3.0,-7.68,3.588,1.621,360,360,308,False,2.794
IPO:0.20|MYB:0.20|OA:0.30|TN:0.30,4,0.3,0.3,0.2,0.0,0.2,27.31,0.7,-11.96,2.269,0.607,353,154,154,33.46,3.23,-11.96,2.778,0.892,360,249,210,False,2.269
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.30|TN:0.30,5,0.3,0.3,0.2,0.1,0.1,26.35,-0.22,-9.95,2.667,0.952,360,352,233,31.78,1.4,-9.95,3.214,1.255,360,360,296,False,2.667
GOLD:0.20|IPO:0.20|OA:0.30|TN:0.30,4,0.3,0.3,0.2,0.2,0.0,25.34,-1.22,-8.8,2.877,1.115,360,360,237,30.0,-0.44,-8.8,3.398,1.405,360,360,296,False,2.877
IPO:0.30|MYB:0.10|OA:0.30|TN:0.30,4,0.3,0.3,0.3,0.0,0.1,27.97,1.39,-12.84,2.162,0.514,337,114,139,34.23,4.03,-12.84,2.64,0.772,357,202,205,False,2.162
GOLD:0.10|IPO:0.30|OA:0.30|TN:0.30,4,0.3,0.3,0.3,0.1,0.0,27.02,0.42,-10.91,2.491,0.769,360,305,234,32.44,2.17,-10.91,2.989,1.031,360,358,305,False,2.491
IPO:0.40|OA:0.30|TN:0.30,3,0.3,0.3,0.4,0.0,0.0,28.57,2.03,-13.94,2.051,0.402,324,50,163,34.84,4.67,-13.94,2.498,0.634,346,145,266,False,2.051
MYB:0.30|OA:0.30|TN:0.40,3,0.3,0.4,0.0,0.0,0.3,25.31,-1.29,-11.28,2.229,0.546,358,283,283,30.53,0.24,-11.28,2.674,0.763,360,333,333,False,2.229
GOLD:0.10|MYB:0.20|OA:0.30|TN:0.40,4,0.3,0.4,0.0,0.1,0.2,24.39,-2.2,-10.05,2.414,0.759,360,352,352,28.91,-1.46,-10.04,2.845,0.978,360,360,360,False,2.414
GOLD:0.20|MYB:0.10|OA:0.30|TN:0.40,4,0.3,0.4,0.0,0.2,0.1,23.43,-3.18,-9.43,2.532,0.794,360,360,360,27.14,-3.24,-9.07,3.012,1.054,360,360,360,False,2.532
GOLD:0.30|OA:0.30|TN:0.40,3,0.3,0.4,0.0,0.3,0.0,22.44,-4.2,-9.72,2.326,0.639,360,309,309,25.37,-5.04,-8.62,2.979,0.976,360,360,360,False,2.326
IPO:0.10|MYB:0.20|OA:0.30|TN:0.40,4,0.3,0.4,0.1,0.0,0.2,26.04,-0.55,-11.26,2.28,0.663,360,300,287,31.38,1.07,-11.26,2.747,0.903,360,327,306,False,2.28
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.30|TN:0.40,5,0.3,0.4,0.1,0.1,0.1,25.13,-1.48,-9.78,2.545,0.819,360,359,327,29.73,-0.66,-9.78,3.004,1.044,360,360,335,False,2.545
GOLD:0.20|IPO:0.10|OA:0.30|TN:0.40,4,0.3,0.4,0.1,0.2,0.0,24.16,-2.45,-9.47,2.603,0.847,360,360,313,27.92,-2.46,-9.06,3.063,1.136,360,360,355,False,2.603
IPO:0.20|MYB:0.10|OA:0.30|TN:0.40,4,0.3,0.4,0.2,0.0,0.1,26.75,0.16,-12.04,2.217,0.575,356,275,260,32.22,1.88,-12.04,2.654,0.786,360,313,296,False,2.217
GOLD:0.10|IPO:0.20|OA:0.30|TN:0.40,4,0.3,0.4,0.2,0.1,0.0,25.84,-0.79,-10.27,2.532,0.751,360,360,323,30.43,0.12,-10.27,2.988,0.955,360,360,334,False,2.532
IPO:0.30|OA:0.30|TN:0.40,3,0.3,0.4,0.3,0.0,0.0,27.4,0.79,-13.0,2.114,0.443,339,210,267,32.95,2.55,-13.0,2.554,0.628,355,277,315,False,2.114
MYB:0.20|OA:0.30|TN:0.50,3,0.3,0.5,0.0,0.0,0.2,24.74,-1.9,-11.92,2.068,0.378,358,333,333,29.28,-1.13,-11.91,2.425,0.506,360,354,354,False,2.068
GOLD:0.10|MYB:0.10|OA:0.30|TN:0.50,4,0.3,0.5,0.0,0.1,0.1,23.85,-2.79,-10.9,2.214,0.454,360,360,360,27.52,-2.88,-10.88,2.539,0.584,360,360,360,False,2.214
GOLD:0.20|OA:0.30|TN:0.50,3,0.3,0.5,0.0,0.2,0.0,22.91,-3.75,-10.76,2.185,0.444,357,359,359,25.73,-4.57,-10.06,2.57,0.568,360,360,360,False,2.185
IPO:0.10|MYB:0.10|OA:0.30|TN:0.50,4,0.3,0.5,0.1,0.0,0.1,25.46,-1.17,-11.76,2.168,0.438,360,339,326,30.03,-0.39,-11.76,2.551,0.57,360,334,331,False,2.168
GOLD:0.10|IPO:0.10|OA:0.30|TN:0.50,4,0.3,0.5,0.1,0.1,0.0,24.56,-2.13,-10.77,2.295,0.519,360,360,354,28.34,-2.13,-10.62,2.646,0.676,360,360,357,False,2.295
IPO:0.20|OA:0.30|TN:0.50,3,0.3,0.5,0.2,0.0,0.0,26.2,-0.6,-12.14,2.139,0.418,357,325,325,30.81,0.29,-12.14,2.523,0.554,360,330,331,False,2.139
MYB:0.10|OA:0.30|TN:0.60,3,0.3,0.6,0.0,0.0,0.1,24.22,-2.53,-12.82,1.897,0.156,341,356,356,27.83,-2.65,-12.8,2.158,0.193,352,359,359,False,1.897
GOLD:0.10|OA:0.30|TN:0.60,3,0.3,0.6,0.0,0.1,0.0,23.29,-3.47,-12.16,1.949,0.178,339,360,360,26.01,-4.38,-12.04,2.204,0.203,345,360,360,False,1.949
IPO:0.10|OA:0.30|TN:0.60,3,0.3,0.6,0.1,0.0,0.0,24.89,-1.83,-12.6,2.015,0.217,353,359,358,28.57,-1.89,-12.6,2.309,0.26,354,346,343,False,2.015
OA:0.30|TN:0.70,2,0.3,0.7,0.0,0.0,0.0,23.62,-3.19,-14.17,1.703,-0.056,85,0,0,26.28,-4.01,-14.14,1.89,-0.101,61,0,0,False,1.703
MYB:0.60|OA:0.40,2,0.4,0.0,0.0,0.0,0.6,28.19,1.59,-13.84,2.035,0.334,318,360,360,36.18,5.98,-13.84,2.62,0.675,350,360,360,True,2.035
GOLD:0.10|MYB:0.50|OA:0.40,3,0.4,0.0,0.0,0.1,0.5,27.28,0.73,-12.02,2.278,0.607,349,360,360,34.56,4.25,-12.02,2.901,0.971,359,360,360,True,2.278
GOLD:0.20|MYB:0.40|OA:0.40,3,0.4,0.0,0.0,0.2,0.4,26.37,-0.21,-10.58,2.475,0.804,356,360,360,32.83,2.53,-10.58,3.074,1.159,359,360,360,False,2.475
GOLD:0.30|MYB:0.30|OA:0.40,3,0.4,0.0,0.0,0.3,0.3,25.38,-1.21,-9.7,2.638,0.94,359,360,360,31.05,0.82,-9.7,3.242,1.294,360,360,360,False,2.638
GOLD:0.40|MYB:0.20|OA:0.40,3,0.4,0.0,0.0,0.4,0.2,24.29,-2.29,-9.28,2.626,0.965,360,360,360,29.17,-0.99,-9.28,3.155,1.246,360,360,360,False,2.626
GOLD:0.50|MYB:0.10|OA:0.40,3,0.4,0.0,0.0,0.5,0.1,23.21,-3.4,-10.67,2.18,0.51,345,360,360,27.22,-2.87,-9.11,2.995,1.099,360,360,360,False,2.18
GOLD:0.60|OA:0.40,2,0.4,0.0,0.0,0.6,0.0,22.04,-4.6,-12.81,1.729,0.045,209,144,144,25.26,-4.83,-9.25,2.75,0.851,356,360,360,False,1.729
IPO:0.10|MYB:0.50|OA:0.40,3,0.4,0.0,0.1,0.0,0.5,28.93,2.37,-13.88,2.082,0.395,327,360,180,37.22,6.93,-13.88,2.666,0.757,357,360,204,False,2.082
GOLD:0.10|IPO:0.10|MYB:0.40|OA:0.40,4,0.4,0.0,0.1,0.1,0.4,28.05,1.48,-11.83,2.383,0.693,355,360,300,35.49,5.21,-11.83,3.003,1.088,360,360,336,True,2.383
GOLD:0.20|IPO:0.10|MYB:0.30|OA:0.40,4,0.4,0.0,0.1,0.2,0.3,27.09,0.55,-10.46,2.605,0.931,359,360,324,33.66,3.45,-10.46,3.239,1.335,360,360,360,True,2.605
GOLD:0.30|IPO:0.10|MYB:0.20|OA:0.40,4,0.4,0.0,0.1,0.3,0.2,26.09,-0.49,-9.19,2.856,1.188,360,360,360,31.78,1.68,-9.19,3.481,1.584,360,360,360,False,2.856
GOLD:0.40|IPO:0.10|MYB:0.10|OA:0.40,4,0.4,0.0,0.1,0.4,0.1,25.05,-1.58,-8.39,2.985,1.315,360,360,360,29.94,-0.14,-8.31,3.614,1.695,360,360,360,False,2.985
GOLD:0.50|IPO:0.10|OA:0.40,3,0.4,0.0,0.1,0.5,0.0,23.97,-2.73,-10.41,2.299,0.631,353,360,360,28.03,-2.09,-8.01,3.512,1.593,360,360,360,False,2.299
IPO:0.20|MYB:0.40|OA:0.40,3,0.4,0.0,0.2,0.0,0.4,29.7,3.12,-14.56,2.038,0.367,328,360,132,38.15,7.76,-14.56,2.601,0.718,358,360,240,False,2.038
GOLD:0.10|IPO:0.20|MYB:0.30|OA:0.40,4,0.4,0.0,0.2,0.1,0.3,28.85,2.2,-12.3,2.351,0.658,357,360,300,36.4,6.03,-12.3,2.93,1.039,360,360,360,True,2.351
GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.40,4,0.4,0.0,0.2,0.2,0.2,27.91,1.26,-10.93,2.574,0.872,360,360,300,34.58,4.31,-10.93,3.202,1.26,360,360,348,True,2.574
GOLD:0.30|IPO:0.20|MYB:0.10|OA:0.40,4,0.4,0.0,0.2,0.3,0.1,26.94,0.17,-9.59,2.828,1.134,360,360,360,32.75,2.5,-9.59,3.46,1.517,360,360,360,True,2.828
GOLD:0.40|IPO:0.20|OA:0.40,3,0.4,0.0,0.2,0.4,0.0,25.9,-0.93,-8.31,3.109,1.399,360,360,348,30.87,0.54,-8.3,3.755,1.81,360,360,360,False,3.109
IPO:0.30|MYB:0.30|OA:0.40,3,0.4,0.0,0.3,0.0,0.3,30.53,3.88,-15.53,1.963,0.297,316,360,180,39.1,8.62,-15.53,2.491,0.613,351,360,264,False,1.963
GOLD:0.10|IPO:0.30|MYB:0.20|OA:0.40,4,0.4,0.0,0.3,0.1,0.2,29.67,2.94,-13.28,2.248,0.556,353,360,324,37.34,6.89,-13.28,2.832,0.893,360,360,360,True,2.248
GOLD:0.20|IPO:0.30|MYB:0.10|OA:0.40,4,0.4,0.0,0.3,0.2,0.1,28.75,1.92,-11.82,2.425,0.742,360,360,276,35.52,5.03,-11.82,2.991,1.073,360,360,360,False,2.425
GOLD:0.30|IPO:0.30|OA:0.40,3,0.4,0.0,0.3,0.3,0.0,27.73,0.87,-10.49,2.624,0.947,360,360,324,33.59,3.11,-10.49,3.177,1.279,360,360,360,True,2.624
IPO:0.40|MYB:0.20|OA:0.40,3,0.4,0.0,0.4,0.0,0.2,31.3,4.56,-16.53,1.9,0.23,296,336,252,39.94,9.43,-16.53,2.399,0.512,337,360,348,False,1.9
GOLD:0.10|IPO:0.40|MYB:0.10|OA:0.40,4,0.4,0.0,0.4,0.1,0.1,30.38,3.63,-14.21,2.131,0.46,338,360,348,38.16,7.56,-14.21,2.675,0.764,357,360,360,True,2.131
GOLD:0.20|IPO:0.40|OA:0.40,3,0.4,0.0,0.4,0.2,0.0,29.33,2.63,-12.73,2.282,0.611,354,360,336,36.15,5.72,-12.73,2.806,0.915,360,360,360,True,2.282
IPO:0.50|MYB:0.10|OA:0.40,3,0.4,0.0,0.5,0.0,0.1,31.93,5.18,-17.45,1.825,0.167,267,288,276,40.62,10.14,-17.45,2.315,0.422,329,360,360,False,1.825
GOLD:0.10|IPO:0.50|OA:0.40,3,0.4,0.0,0.5,0.1,0.0,30.91,4.23,-15.1,2.04,0.371,329,360,360,38.75,8.28,-15.1,2.552,0.641,352,360,360,True,2.04
IPO:0.60|OA:0.40,2,0.4,0.0,0.6,0.0,0.0,32.52,5.77,-18.35,1.77,0.104,238,252,348,41.32,10.79,-18.35,2.241,0.343,321,360,360,False,1.77
MYB:0.50|OA:0.40|TN:0.10,3,0.4,0.1,0.0,0.0,0.5,27.72,1.19,-13.03,2.133,0.436,336,316,316,34.97,4.73,-13.03,2.688,0.773,355,360,360,True,2.133
GOLD:0.10|MYB:0.40|OA:0.40|TN:0.10,4,0.4,0.1,0.0,0.1,0.4,26.86,0.3,-11.28,2.401,0.717,358,360,360,33.32,3.03,-11.28,2.97,1.052,359,360,360,True,2.401
GOLD:0.20|MYB:0.30|OA:0.40|TN:0.10,4,0.4,0.1,0.0,0.2,0.3,25.96,-0.66,-9.71,2.642,0.952,359,360,360,31.58,1.3,-9.71,3.202,1.286,360,360,360,False,2.642
GOLD:0.30|MYB:0.20|OA:0.40|TN:0.10,4,0.4,0.1,0.0,0.3,0.2,24.96,-1.69,-8.88,2.831,1.123,360,360,360,29.76,-0.45,-8.88,3.389,1.44,360,360,360,False,2.831
GOLD:0.40|MYB:0.10|OA:0.40|TN:0.10,4,0.4,0.1,0.0,0.4,0.1,23.9,-2.77,-9.11,2.629,0.951,360,360,360,27.88,-2.28,-8.55,3.295,1.392,360,360,360,False,2.629
GOLD:0.50|OA:0.40|TN:0.10,3,0.4,0.1,0.0,0.5,0.0,22.78,-3.92,-11.27,2.025,0.358,335,299,299,26.01,-4.2,-8.45,3.095,1.187,360,360,360,False,2.025
IPO:0.10|MYB:0.40|OA:0.40|TN:0.10,4,0.4,0.1,0.1,0.0,0.4,28.53,1.94,-13.25,2.142,0.46,337,353,168,35.91,5.67,-13.25,2.693,0.79,359,360,189,False,2.142
GOLD:0.10|IPO:0.10|MYB:0.30|OA:0.40|TN:0.10,5,0.4,0.1,0.1,0.1,0.3,27.65,1.07,-11.2,2.458,0.769,359,360,278,34.19,3.91,-11.2,3.034,1.112,360,360,332,False,2.458
GOLD:0.20|IPO:0.10|MYB:0.20|OA:0.40|TN:0.10,5,0.4,0.1,0.1,0.2,0.2,26.69,0.07,-9.86,2.701,1.018,360,360,264,32.44,2.15,-9.86,3.272,1.373,360,360,342,False,2.701
GOLD:0.30|IPO:0.10|MYB:0.10|OA:0.40|TN:0.10,5,0.4,0.1,0.1,0.3,0.1,25.7,-0.97,-8.49,2.995,1.326,360,360,336,30.58,0.39,-8.49,3.567,1.677,360,360,360,False,2.995
GOLD:0.40|IPO:0.10|OA:0.40|TN:0.10,4,0.4,0.1,0.1,0.4,0.0,24.6,-2.09,-8.85,2.783,1.122,360,360,360,28.66,-1.49,-7.61,3.78,1.834,360,360,360,False,2.783
IPO:0.20|MYB:0.30|OA:0.40|TN:0.10,4,0.4,0.1,0.2,0.0,0.3,29.3,2.67,-14.12,2.075,0.413,330,345,124,36.82,6.49,-14.12,2.596,0.718,358,360,232,False,2.075
GOLD:0.10|IPO:0.20|MYB:0.20|OA:0.40|TN:0.10,5,0.4,0.1,0.2,0.1,0.2,28.39,1.78,-11.91,2.384,0.697,360,360,275,35.05,4.75,-11.91,2.923,1.026,360,360,354,False,2.384
GOLD:0.20|IPO:0.20|MYB:0.10|OA:0.40|TN:0.10,5,0.4,0.1,0.2,0.2,0.1,27.43,0.73,-10.49,2.605,0.93,360,360,252,33.22,2.97,-10.49,3.15,1.258,360,360,348,False,2.605
GOLD:0.30|IPO:0.20|OA:0.40|TN:0.10,4,0.4,0.1,0.2,0.3,0.0,26.37,-0.3,-9.25,2.831,1.174,360,360,302,31.31,1.09,-9.25,3.367,1.488,360,360,358,False,2.831
IPO:0.30|MYB:0.20|OA:0.40|TN:0.10,4,0.4,0.1,0.3,0.0,0.2,30.05,3.43,-15.06,2.0,0.329,320,296,166,37.71,7.28,-15.06,2.49,0.608,349,360,276,False,2.0
GOLD:0.10|IPO:0.30|MYB:0.10|OA:0.40|TN:0.10,5,0.4,0.1,0.3,0.1,0.1,29.09,2.47,-12.84,2.28,0.593,355,360,313,35.9,5.48,-12.84,2.801,0.888,360,360,360,True,2.28
GOLD:0.20|IPO:0.30|OA:0.40|TN:0.10,4,0.4,0.1,0.3,0.2,0.0,28.08,1.47,-11.43,2.457,0.778,360,360,272,34.0,3.67,-11.43,2.963,1.065,360,360,360,False,2.457
IPO:0.40|MYB:0.10|OA:0.40|TN:0.10,4,0.4,0.1,0.4,0.0,0.1,30.73,4.07,-16.0,1.919,0.256,302,225,256,38.45,8.06,-16.0,2.392,0.499,332,355,351,False,1.919
GOLD:0.10|IPO:0.40|OA:0.40|TN:0.10,4,0.4,0.1,0.4,0.1,0.0,29.73,3.12,-13.76,2.162,0.482,344,360,348,36.6,6.2,-13.76,2.652,0.745,357,360,360,True,2.162
IPO:0.50|OA:0.40|TN:0.10,3,0.4,0.1,0.5,0.0,0.0,31.33,4.69,-16.95,1.846,0.183,271,123,316,39.14,8.73,-16.95,2.298,0.409,327,314,360,False,1.846
MYB:0.40|OA:0.40|TN:0.20,3,0.4,0.2,0.0,0.0,0.4,27.3,0.71,-12.45,2.191,0.504,351,286,286,33.77,3.48,-12.45,2.7,0.791,358,353,353,False,2.191
GOLD:0.10|MYB:0.30|OA:0.40|TN:0.20,4,0.4,0.2,0.0,0.1,0.3,26.43,-0.17,-10.71,2.478,0.797,360,356,356,32.1,1.74,-10.71,3.014,1.097,360,360,360,False,2.478
GOLD:0.20|MYB:0.20|OA:0.40|TN:0.20,4,0.4,0.2,0.0,0.2,0.2,25.5,-1.16,-9.28,2.744,1.066,360,360,360,30.34,0.02,-9.28,3.272,1.362,360,360,360,False,2.744
GOLD:0.30|MYB:0.10|OA:0.40|TN:0.20,4,0.4,0.2,0.0,0.3,0.1,24.47,-2.2,-8.4,2.902,1.236,360,360,360,28.49,-1.75,-8.33,3.402,1.516,360,360,360,False,2.902
GOLD:0.40|OA:0.40|TN:0.20,3,0.4,0.2,0.0,0.4,0.0,23.41,-3.29,-9.75,2.384,0.748,357,356,356,26.62,-3.64,-7.94,3.354,1.397,360,360,360,False,2.384
IPO:0.10|MYB:0.30|OA:0.40|TN:0.20,4,0.4,0.2,0.1,0.0,0.3,28.07,1.47,-12.78,2.19,0.515,346,314,179,34.7,4.34,-12.78,2.69,0.792,360,358,218,False,2.19
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.40|TN:0.20,5,0.4,0.2,0.1,0.1,0.2,27.17,0.55,-10.81,2.497,0.831,360,358,270,32.95,2.56,-10.81,3.026,1.128,360,360,331,False,2.497
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.40|TN:0.20,5,0.4,0.2,0.1,0.2,0.1,26.21,-0.45,-9.45,2.75,1.082,360,360,243,31.14,0.84,-9.45,3.258,1.37,360,360,338,False,2.75
GOLD:0.30|IPO:0.10|OA:0.40|TN:0.20,4,0.4,0.2,0.1,0.3,0.0,25.16,-1.52,-8.48,2.988,1.233,360,360,289,29.27,-0.97,-8.46,3.491,1.498,360,360,326,False,2.988
IPO:0.20|MYB:0.20|OA:0.40|TN:0.20,4,0.4,0.2,0.2,0.0,0.2,28.79,2.22,-13.58,2.112,0.443,330,263,160,35.46,5.15,-13.58,2.593,0.709,357,355,248,False,2.112
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.40|TN:0.20,5,0.4,0.2,0.2,0.1,0.1,27.9,1.26,-11.53,2.405,0.729,360,360,284,33.66,3.38,-11.53,2.899,1.006,360,360,348,False,2.405
GOLD:0.20|IPO:0.20|OA:0.40|TN:0.20,4,0.4,0.2,0.2,0.2,0.0,26.89,0.25,-10.27,2.612,0.904,360,360,258,31.84,1.53,-10.27,3.098,1.163,360,360,348,False,2.612
IPO:0.30|MYB:0.10|OA:0.40|TN:0.20,4,0.4,0.2,0.3,0.0,0.1,29.48,2.92,-14.52,2.029,0.355,320,177,212,36.18,5.94,-14.52,2.482,0.593,343,323,311,False,2.029
GOLD:0.10|IPO:0.30|OA:0.40|TN:0.20,4,0.4,0.2,0.3,0.1,0.0,28.54,1.95,-12.53,2.284,0.614,358,360,317,34.41,4.14,-12.53,2.752,0.855,360,360,359,True,2.284
IPO:0.40|OA:0.40|TN:0.20,3,0.4,0.2,0.4,0.0,0.0,30.14,3.56,-15.5,1.944,0.274,306,77,274,36.85,6.7,-15.5,2.372,0.481,329,260,346,False,1.944
MYB:0.30|OA:0.40|TN:0.30,3,0.4,0.3,0.0,0.0,0.3,26.82,0.23,-12.3,2.179,0.555,354,305,305,32.5,2.23,-12.3,2.638,0.786,360,345,345,True,2.179
GOLD:0.10|MYB:0.20|OA:0.40|TN:0.30,4,0.4,0.3,0.0,0.1,0.2,25.92,-0.69,-10.73,2.401,0.758,360,356,356,30.78,0.45,-10.73,2.856,0.973,360,360,360,False,2.401
GOLD:0.20|MYB:0.10|OA:0.40|TN:0.30,4,0.4,0.3,0.0,0.2,0.1,24.96,-1.68,-9.54,2.604,0.928,360,360,360,29.1,-1.33,-9.54,3.037,1.137,360,360,360,False,2.604
GOLD:0.30|OA:0.40|TN:0.30,3,0.4,0.3,0.0,0.3,0.0,23.92,-2.73,-9.26,2.605,0.882,360,360,360,27.23,-3.13,-8.72,3.132,1.192,360,360,360,False,2.605
IPO:0.10|MYB:0.20|OA:0.40|TN:0.30,4,0.4,0.3,0.1,0.0,0.2,27.58,0.99,-12.61,2.178,0.535,352,284,252,33.32,2.99,-12.61,2.629,0.769,360,357,275,False,2.178
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.40|TN:0.30,5,0.4,0.3,0.1,0.1,0.1,26.65,0.03,-10.9,2.457,0.788,360,360,319,31.62,1.22,-10.9,2.908,1.012,360,360,340,True,2.457
GOLD:0.20|IPO:0.10|OA:0.40|TN:0.30,4,0.4,0.3,0.1,0.2,0.0,25.65,-0.99,-9.7,2.653,0.927,360,360,324,29.86,-0.55,-9.7,3.079,1.126,360,360,345,False,2.653
IPO:0.20|MYB:0.10|OA:0.40|TN:0.30,4,0.4,0.3,0.2,0.0,0.1,28.25,1.69,-13.27,2.119,0.473,331,244,248,34.12,3.79,-13.27,2.544,0.684,355,323,290,False,2.119
GOLD:0.10|IPO:0.20|OA:0.40|TN:0.30,4,0.4,0.3,0.2,0.1,0.0,27.29,0.74,-11.47,2.38,0.679,360,360,321,32.38,2.0,-11.47,2.817,0.88,360,360,349,True,2.38
IPO:0.30|OA:0.40|TN:0.30,3,0.4,0.3,0.3,0.0,0.0,28.91,2.35,-14.24,2.024,0.382,321,188,274,34.78,4.57,-14.24,2.427,0.572,337,269,331,False,2.024
MYB:0.20|OA:0.40|TN:0.40,3,0.4,0.4,0.0,0.0,0.2,26.29,-0.31,-12.62,2.054,0.386,357,325,325,31.22,0.86,-12.62,2.438,0.535,360,353,353,False,2.054
