panel,subset,n,scheme,weights,cagr,cagr_lo,cagr_hi,dd,dd_worst,calmar,calmar_worst,d_cagr,d_dd,d_calmar,calmar_wins,cn_calmar,d_calmar_vs_cash,cash_wins
C,MYB+IPO,2,IPO@75,IPO:0.75|MYB:0.25,39.2,36.35,42.56,-14.97,-16.06,2.63,2.349,8.98,0.86,0.73,353/360,,,n/a
C,MYB+IPO,2,IPO@80,IPO:0.80|MYB:0.20,39.46,36.44,43.04,-15.46,-16.59,2.573,2.285,9.36,0.37,0.666,350/360,,,n/a
C,MYB+IPO,2,IPO@90,IPO:0.90|MYB:0.10,39.9,36.57,43.96,-16.51,-17.72,2.457,2.164,9.8,-0.62,0.532,343/360,,,n/a
C,MYB+GOLD,2,GOLD@10,GOLD:0.10|MYB:0.90,31.36,29.02,33.97,-14.79,-17.76,2.07,1.785,1.04,0.97,0.204,264/360,,,n/a
C,MYB+GOLD,2,GOLD@20,GOLD:0.20|MYB:0.80,29.77,27.69,32.07,-12.43,-14.57,2.397,2.064,-0.63,3.53,0.519,337/360,,,n/a
C,MYB+GOLD,2,GOLD@25,GOLD:0.25|MYB:0.75,28.94,26.99,31.1,-11.13,-12.95,2.593,2.258,-1.46,4.62,0.694,349/360,,,n/a
C,MYB+GOLD,2,GOLD@33,GOLD:0.33|MYB:0.67,27.59,25.85,29.51,-9.62,-11.07,2.854,2.447,-2.82,6.05,0.935,358/360,,,n/a
C,MYB+GOLD,2,GOLD@67,GOLD:0.67|MYB:0.33,21.4,20.55,22.32,-8.74,-8.74,2.449,2.352,-9.0,6.95,0.522,343/360,,,n/a
C,MYB+GOLD,2,GOLD@75,GOLD:0.75|MYB:0.25,19.85,19.2,20.54,-8.85,-8.85,2.243,2.17,-10.61,6.84,0.317,317/360,,,n/a
C,MYB+GOLD,2,GOLD@80,GOLD:0.80|MYB:0.20,18.86,18.34,19.41,-8.92,-9.18,2.11,2.004,-11.61,6.71,0.176,265/360,,,n/a
C,MYB+GOLD,2,GOLD@90,GOLD:0.90|MYB:0.10,16.84,16.59,17.12,-13.22,-13.72,1.273,1.22,-13.68,2.43,-0.651,0/360,,,n/a
C,IPO+GOLD,2,GOLD@10,GOLD:0.10|IPO:0.90,38.0,34.71,42.01,-13.86,-16.2,2.788,2.37,7.87,1.95,0.865,356/360,,,n/a
C,IPO+GOLD,2,GOLD@20,GOLD:0.20|IPO:0.80,35.64,32.72,39.16,-10.52,-12.19,3.396,2.979,5.44,5.14,1.453,360/360,,,n/a
C,IPO+GOLD,2,GOLD@25,GOLD:0.25|IPO:0.75,34.44,31.7,37.71,-9.97,-10.13,3.467,3.197,4.19,5.77,1.566,360/360,,,n/a
C,IPO+GOLD,2,GOLD@33,GOLD:0.33|IPO:0.67,32.48,30.04,35.37,-9.06,-9.22,3.562,3.29,2.23,6.57,1.652,360/360,,,n/a
C,IPO+GOLD,2,GOLD@67,GOLD:0.67|IPO:0.33,23.73,22.57,25.1,-7.85,-7.94,3.062,2.86,-6.79,7.91,1.15,360/360,,,n/a
C,IPO+GOLD,2,GOLD@75,GOLD:0.75|IPO:0.25,21.6,20.72,22.63,-9.02,-9.09,2.42,2.292,-8.85,6.75,0.507,339/360,,,n/a
C,IPO+GOLD,2,GOLD@80,GOLD:0.80|IPO:0.20,20.25,19.55,21.07,-9.93,-9.98,2.057,1.968,-10.23,5.82,0.141,243/360,,,n/a
C,IPO+GOLD,2,GOLD@90,GOLD:0.90|IPO:0.10,17.53,17.19,17.93,-14.56,-14.58,1.209,1.18,-13.04,1.18,-0.719,0/360,,,n/a
C,OA+TN+VCP,3,sat10,OA:0.45|TN:0.45|VCP:0.10,31.53,26.91,34.81,-15.79,-19.96,1.978,1.379,1.22,-0.07,0.063,325/360,2.04,-0.038,97/360
C,OA+TN+VCP,3,sat20,OA:0.40|TN:0.40|VCP:0.20,32.7,28.27,35.84,-16.1,-20.15,2.032,1.443,2.41,-0.25,0.111,316/360,2.167,-0.117,45/360
C,OA+TN+VCP,3,sat25,OA:0.38|TN:0.38|VCP:0.25,33.18,28.94,36.36,-16.23,-20.44,2.043,1.459,3.0,-0.42,0.124,313/360,2.25,-0.186,28/360
C,OA+TN+VCP,3,sat33,OA:0.33|TN:0.33|VCP:0.33,34.04,30.02,37.33,-16.56,-20.91,2.056,1.484,3.93,-0.73,0.142,296/360,2.426,-0.335,9/360
C,OA+TN+MYB,3,sat10,MYB:0.10|OA:0.45|TN:0.45,30.91,26.35,33.99,-13.98,-18.06,2.176,1.478,0.45,1.67,0.249,360/360,2.04,0.151,357/360
C,OA+TN+MYB,3,sat20,MYB:0.20|OA:0.40|TN:0.40,31.22,27.12,34.3,-12.62,-15.83,2.438,1.74,0.86,3.13,0.535,360/360,2.167,0.296,353/360
C,OA+TN+MYB,3,sat25,MYB:0.25|OA:0.38|TN:0.38,31.33,27.49,34.44,-12.14,-14.71,2.566,1.901,1.05,3.8,0.682,360/360,2.25,0.321,344/360
C,OA+TN+MYB,3,sat33,MYB:0.33|OA:0.33|TN:0.33,31.5,28.06,34.65,-11.54,-13.96,2.723,2.059,1.33,4.36,0.84,360/360,2.426,0.317,329/360
C,OA+TN+IPO,3,sat10,IPO:0.10|OA:0.45|TN:0.45,31.67,27.12,35.04,-14.11,-18.24,2.225,1.487,1.24,1.65,0.297,349/360,2.04,0.184,329/360
C,OA+TN+IPO,3,sat20,IPO:0.20|OA:0.40|TN:0.40,32.75,28.4,36.35,-13.48,-16.2,2.44,1.753,2.44,2.7,0.549,348/360,2.167,0.298,320/360
C,OA+TN+IPO,3,sat25,IPO:0.25|OA:0.38|TN:0.38,33.37,29.03,36.99,-13.51,-15.7,2.477,1.866,3.02,2.65,0.589,348/360,2.25,0.239,299/360
C,OA+TN+IPO,3,sat33,IPO:0.33|OA:0.33|TN:0.33,34.16,30.01,37.97,-13.67,-15.92,2.485,1.981,3.92,2.4,0.628,347/360,2.426,0.102,226/360
C,OA+TN+GOLD,3,sat10,GOLD:0.10|OA:0.45|TN:0.45,29.21,24.75,32.24,-12.9,-17.02,2.24,1.467,-1.33,2.84,0.301,360/360,2.04,0.201,360/360
C,OA+TN+GOLD,3,sat20,GOLD:0.20|OA:0.40|TN:0.40,27.82,23.89,30.51,-10.35,-14.1,2.663,1.709,-2.72,5.42,0.708,360/360,2.167,0.488,360/360
C,OA+TN+GOLD,3,sat25,GOLD:0.25|OA:0.38|TN:0.38,27.11,23.44,29.62,-9.33,-12.94,2.904,1.824,-3.43,6.49,0.943,360/360,2.25,0.595,360/360
C,OA+TN+GOLD,3,sat33,GOLD:0.33|OA:0.33|TN:0.33,25.93,22.68,28.18,-8.12,-11.31,3.227,2.019,-4.61,7.62,1.222,360/360,2.426,0.7,360/360
C,OA+VCP+MYB,3,tilt_OA50,MYB:0.25|OA:0.50|VCP:0.25,38.94,36.83,41.19,-16.83,-18.99,2.31,2.024,8.69,-1.09,0.405,326/360,1.883,0.481,360/360
C,OA+VCP+MYB,3,tilt_VCP50,MYB:0.25|OA:0.25|VCP:0.50,39.46,36.93,41.69,-15.7,-18.66,2.555,2.096,9.09,-0.06,0.57,342/360,2.429,0.087,252/360
C,OA+VCP+MYB,3,tilt_MYB50,MYB:0.50|OA:0.25|VCP:0.25,37.46,35.51,39.48,-13.92,-15.85,2.708,2.287,6.9,1.96,0.823,352/360,2.429,0.339,324/360
C,OA+VCP+IPO,3,tilt_OA50,IPO:0.25|OA:0.50|VCP:0.25,41.21,39.04,44.18,-18.57,-19.57,2.218,2.027,10.79,-2.83,0.3,315/360,1.883,0.37,360/360
C,OA+VCP+IPO,3,tilt_VCP50,IPO:0.25|OA:0.25|VCP:0.50,41.59,38.57,44.44,-16.5,-19.14,2.528,2.148,11.26,-0.76,0.61,345/360,2.429,0.135,264/360
C,OA+VCP+IPO,3,tilt_IPO50,IPO:0.50|OA:0.25|VCP:0.25,41.72,39.6,45.01,-16.75,-17.97,2.497,2.219,11.13,-1.02,0.566,343/360,2.429,0.117,228/360
C,OA+VCP+GOLD,3,tilt_OA50,GOLD:0.25|OA:0.50|VCP:0.25,34.43,32.67,36.4,-13.96,-16.34,2.485,2.057,4.27,1.81,0.556,344/360,1.883,0.65,360/360
C,OA+VCP+GOLD,3,tilt_VCP50,GOLD:0.25|OA:0.25|VCP:0.50,35.05,32.41,37.2,-13.24,-15.93,2.677,2.153,4.58,2.36,0.719,352/360,2.429,0.317,312/360
C,OA+VCP+GOLD,3,tilt_GOLD50,GOLD:0.50|OA:0.25|VCP:0.25,28.29,27.18,29.61,-9.99,-11.65,2.82,2.39,-1.95,5.55,0.878,357/360,2.429,0.418,348/360
C,OA+MYB+IPO,3,tilt_OA50,IPO:0.25|MYB:0.25|OA:0.50,39.17,37.36,41.73,-16.31,-18.29,2.389,2.125,8.93,-0.71,0.484,330/360,1.883,0.559,360/360
C,OA+MYB+IPO,3,tilt_MYB50,IPO:0.25|MYB:0.50|OA:0.25,37.58,35.37,39.74,-13.24,-15.08,2.841,2.402,7.02,2.47,0.918,360/360,2.429,0.472,360/360
C,OA+MYB+IPO,3,tilt_IPO50,IPO:0.50|MYB:0.25|OA:0.25,39.69,37.25,42.44,-15.57,-16.82,2.547,2.265,8.99,0.3,0.646,350/360,2.429,0.192,324/360
C,OA+MYB+GOLD,3,tilt_OA50,GOLD:0.25|MYB:0.25|OA:0.50,32.52,31.16,34.48,-11.0,-11.84,2.962,2.761,2.4,4.74,1.08,360/360,1.883,1.149,360/360
C,OA+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|OA:0.25,30.86,29.41,32.86,-10.09,-12.01,3.087,2.613,0.57,5.73,1.168,359/360,2.429,0.668,360/360
C,OA+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|OA:0.25,26.38,25.52,27.59,-8.17,-8.7,3.245,3.025,-3.99,7.61,1.342,360/360,2.429,0.831,360/360
C,OA+IPO+GOLD,3,tilt_OA50,GOLD:0.25|IPO:0.25|OA:0.50,34.7,32.78,36.99,-12.77,-14.01,2.725,2.444,4.33,2.95,0.79,358/360,1.883,0.873,360/360
C,OA+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|OA:0.25,35.01,32.64,37.63,-9.92,-10.69,3.501,3.077,4.35,5.81,1.587,360/360,2.429,1.131,360/360
C,OA+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|OA:0.25,28.35,27.0,29.96,-6.07,-6.47,4.754,4.299,-2.16,9.68,2.799,360/360,2.429,2.316,360/360
C,TN+VCP+MYB,3,tilt_TN50,MYB:0.25|TN:0.50|VCP:0.25,29.14,23.99,32.46,-12.48,-16.3,2.355,1.569,-1.08,3.21,0.379,357/360,1.782,0.714,360/360
C,TN+VCP+MYB,3,tilt_VCP50,MYB:0.25|TN:0.25|VCP:0.50,34.25,29.42,38.09,-14.06,-17.61,2.426,1.887,4.24,1.55,0.485,352/360,2.705,-0.209,147/360
C,TN+VCP+MYB,3,tilt_MYB50,MYB:0.50|TN:0.25|VCP:0.25,32.19,28.68,34.96,-12.77,-16.35,2.519,1.855,2.18,2.88,0.588,352/360,2.705,-0.118,157/360
C,TN+VCP+IPO,3,tilt_TN50,IPO:0.25|TN:0.50|VCP:0.25,31.12,25.79,34.87,-12.53,-15.48,2.493,1.765,0.7,3.18,0.53,358/360,1.782,0.787,360/360
C,TN+VCP+IPO,3,tilt_VCP50,IPO:0.25|TN:0.25|VCP:0.50,36.22,31.38,40.31,-13.61,-16.12,2.672,2.073,6.28,2.04,0.759,360/360,2.705,0.099,198/360
C,TN+VCP+IPO,3,tilt_IPO50,IPO:0.50|TN:0.25|VCP:0.25,36.04,32.28,40.2,-12.85,-15.04,2.8,2.296,6.04,2.94,0.915,358/360,2.705,0.244,217/360
C,TN+VCP+GOLD,3,tilt_TN50,GOLD:0.25|TN:0.50|VCP:0.25,24.73,20.02,28.11,-11.2,-14.05,2.213,1.556,-5.46,4.56,0.278,316/360,1.782,0.572,360/360
C,TN+VCP+GOLD,3,tilt_VCP50,GOLD:0.25|TN:0.25|VCP:0.50,29.75,25.35,33.68,-11.98,-15.41,2.484,1.875,-0.16,3.73,0.567,352/360,2.705,-0.065,165/360
C,TN+VCP+GOLD,3,tilt_GOLD50,GOLD:0.50|TN:0.25|VCP:0.25,23.46,20.41,25.78,-8.07,-10.51,2.89,2.052,-6.74,7.51,0.934,360/360,2.705,0.314,274/360
C,TN+MYB+IPO,3,tilt_TN50,IPO:0.25|MYB:0.25|TN:0.50,29.03,24.46,32.34,-10.77,-16.4,2.703,1.566,-1.37,4.88,0.748,360/360,1.782,1.073,360/360
C,TN+MYB+IPO,3,tilt_MYB50,IPO:0.25|MYB:0.50|TN:0.25,32.23,28.74,35.15,-11.88,-16.85,2.707,1.833,2.07,3.64,0.752,358/360,2.705,0.083,203/360
C,TN+MYB+IPO,3,tilt_IPO50,IPO:0.50|MYB:0.25|TN:0.25,34.02,30.58,37.6,-11.49,-13.63,2.965,2.376,4.02,4.42,1.067,360/360,2.705,0.375,239/360
C,TN+MYB+GOLD,3,tilt_TN50,GOLD:0.25|MYB:0.25|TN:0.50,22.72,18.87,25.59,-9.1,-12.72,2.592,1.528,-7.5,6.67,0.614,344/360,1.782,0.868,360/360
C,TN+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|TN:0.25,25.98,23.01,28.49,-8.81,-12.08,2.918,2.024,-4.24,6.89,0.989,360/360,2.705,0.34,263/360
C,TN+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|TN:0.25,21.52,19.25,23.28,-6.7,-10.4,3.172,1.886,-8.73,8.69,1.245,360/360,2.705,0.516,311/360
C,TN+IPO+GOLD,3,tilt_TN50,GOLD:0.25|IPO:0.25|TN:0.50,24.63,20.4,27.77,-9.09,-10.93,2.678,1.989,-5.78,6.64,0.742,360/360,1.782,0.962,360/360
C,TN+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|TN:0.25,29.5,26.12,32.88,-7.62,-10.21,3.904,2.701,-0.51,7.92,1.929,360/360,2.705,1.228,360/360
C,TN+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|TN:0.25,23.34,20.78,25.41,-5.64,-8.0,4.122,2.627,-6.92,9.75,2.171,360/360,2.705,1.331,360/360
C,VCP+MYB+IPO,3,tilt_VCP50,IPO:0.25|MYB:0.25|VCP:0.50,39.78,36.74,42.59,-14.11,-15.5,2.854,2.525,9.44,1.9,0.978,357/360,,,n/a
C,VCP+MYB+IPO,3,tilt_MYB50,IPO:0.25|MYB:0.50|VCP:0.25,37.46,35.81,39.83,-13.26,-14.32,2.881,2.527,7.46,2.63,0.975,359/360,,,n/a
C,VCP+MYB+IPO,3,tilt_IPO50,IPO:0.50|MYB:0.25|VCP:0.25,39.59,37.92,42.63,-13.7,-15.43,2.886,2.51,9.35,1.98,0.987,359/360,,,n/a
C,VCP+MYB+GOLD,3,tilt_VCP50,GOLD:0.25|MYB:0.25|VCP:0.50,33.39,30.1,35.86,-11.91,-13.29,2.797,2.372,2.97,3.97,0.89,356/360,,,n/a
C,VCP+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|VCP:0.25,31.33,29.36,32.76,-11.02,-12.68,2.821,2.358,0.85,4.72,0.901,357/360,,,n/a
C,VCP+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|VCP:0.25,26.79,25.06,27.92,-8.65,-9.86,3.08,2.606,-3.7,7.01,1.141,360/360,,,n/a
C,VCP+IPO+GOLD,3,tilt_VCP50,GOLD:0.25|IPO:0.25|VCP:0.50,35.36,32.07,38.06,-10.93,-12.22,3.286,2.86,4.97,4.99,1.38,360/360,,,n/a
C,VCP+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|VCP:0.25,35.07,32.91,37.87,-9.11,-10.65,3.869,3.293,4.8,6.53,1.938,360/360,,,n/a
C,VCP+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|VCP:0.25,28.63,26.83,30.18,-6.91,-7.91,4.161,3.586,-1.8,8.78,2.242,360/360,,,n/a
C,MYB+IPO+GOLD,3,tilt_MYB50,GOLD:0.25|IPO:0.25|MYB:0.50,31.13,29.34,32.91,-9.25,-10.41,3.334,2.926,0.86,6.55,1.501,360/360,,,n/a
C,MYB+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|MYB:0.25,33.07,31.21,35.29,-8.2,-9.59,4.03,3.328,2.52,7.59,2.132,360/360,,,n/a
C,MYB+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|MYB:0.25,26.66,25.42,27.73,-6.05,-6.76,4.448,3.818,-3.83,9.74,2.54,360/360,,,n/a
C,OA+TN+VCP+MYB,4,sat10,MYB:0.10|OA:0.40|TN:0.40|VCP:0.10,31.98,27.71,34.97,-14.16,-17.76,2.251,1.6,1.63,1.51,0.318,360/360,2.167,0.08,293/360
C,OA+TN+VCP+MYB,4,sat20,MYB:0.20|OA:0.30|TN:0.30|VCP:0.20,33.36,29.82,36.2,-12.98,-15.94,2.551,1.943,3.17,2.71,0.632,360/360,2.574,-0.013,171/360
C,OA+TN+VCP+MYB,4,sat25,MYB:0.25|OA:0.25|TN:0.25|VCP:0.25,34.09,30.85,36.78,-12.67,-15.23,2.689,2.117,3.91,3.07,0.76,360/360,2.885,-0.188,92/360
C,OA+TN+VCP+IPO,4,sat10,IPO:0.10|OA:0.40|TN:0.40|VCP:0.10,32.75,28.54,36.14,-14.21,-17.93,2.288,1.609,2.45,1.55,0.367,357/360,2.167,0.121,319/360
C,OA+TN+VCP+IPO,4,sat20,IPO:0.20|OA:0.30|TN:0.30|VCP:0.20,35.02,31.51,38.52,-13.55,-16.34,2.583,1.986,4.84,2.4,0.703,356/360,2.574,-0.012,173/360
C,OA+TN+VCP+IPO,4,sat25,IPO:0.25|OA:0.25|TN:0.25|VCP:0.25,36.1,32.94,39.68,-13.56,-15.69,2.649,2.17,6.0,2.3,0.778,356/360,2.885,-0.215,73/360
C,OA+TN+VCP+GOLD,4,sat10,GOLD:0.10|OA:0.40|TN:0.40|VCP:0.10,30.2,26.11,33.13,-13.07,-16.73,2.306,1.594,-0.13,2.68,0.372,360/360,2.167,0.134,342/360
C,OA+TN+VCP+GOLD,4,sat20,GOLD:0.20|OA:0.30|TN:0.30|VCP:0.20,29.91,26.59,32.38,-10.83,-13.82,2.746,1.987,-0.37,4.85,0.814,360/360,2.574,0.168,269/360
C,OA+TN+VCP+GOLD,4,sat25,GOLD:0.25|OA:0.25|TN:0.25|VCP:0.25,29.71,26.8,32.11,-10.14,-13.04,2.931,2.191,-0.53,5.49,0.999,360/360,2.885,0.063,215/360
C,OA+TN+MYB+IPO,4,sat10,IPO:0.10|MYB:0.10|OA:0.40|TN:0.40,32.05,27.97,35.18,-12.83,-16.0,2.469,1.75,1.68,3.33,0.599,360/360,2.167,0.358,346/360
C,OA+TN+MYB+IPO,4,sat20,IPO:0.20|MYB:0.20|OA:0.30|TN:0.30,33.46,30.12,36.55,-11.96,-14.12,2.778,2.277,3.23,3.91,0.892,360/360,2.574,0.184,249/360
C,OA+TN+MYB+IPO,4,sat25,IPO:0.25|MYB:0.25|OA:0.25|TN:0.25,34.18,31.06,37.19,-11.96,-13.94,2.835,2.366,3.96,3.93,0.944,360/360,2.885,-0.088,145/360
C,OA+TN+MYB+GOLD,4,sat10,GOLD:0.10|MYB:0.10|OA:0.40|TN:0.40,29.57,25.54,32.31,-11.38,-14.9,2.551,1.735,-0.9,4.32,0.65,360/360,2.167,0.413,360/360
C,OA+TN+MYB+GOLD,4,sat20,GOLD:0.20|MYB:0.20|OA:0.30|TN:0.30,28.41,25.39,30.86,-8.61,-10.32,3.27,2.591,-1.92,7.33,1.441,360/360,2.574,0.77,357/360
C,OA+TN+MYB+GOLD,4,sat25,GOLD:0.25|MYB:0.25|OA:0.25|TN:0.25,27.79,25.24,30.08,-8.0,-9.71,3.431,2.836,-2.47,7.75,1.567,360/360,2.885,0.597,341/360
C,OA+TN+IPO+GOLD,4,sat10,GOLD:0.10|IPO:0.10|OA:0.40|TN:0.40,30.31,26.27,33.35,-11.4,-15.02,2.637,1.749,-0.14,4.4,0.705,360/360,2.167,0.473,360/360
C,OA+TN+IPO+GOLD,4,sat20,GOLD:0.20|IPO:0.20|OA:0.30|TN:0.30,30.0,26.59,32.84,-8.8,-12.1,3.398,2.217,-0.44,6.57,1.405,360/360,2.574,0.696,360/360
C,OA+TN+IPO+GOLD,4,sat25,GOLD:0.25|IPO:0.25|OA:0.25|TN:0.25,29.72,26.69,32.52,-8.03,-11.01,3.703,2.483,-0.66,7.39,1.704,360/360,2.885,0.697,360/360
C,OA+VCP+MYB+IPO,4,tilt_OA50,IPO:0.17|MYB:0.17|OA:0.50|VCP:0.17,39.9,37.87,42.36,-16.9,-18.3,2.358,2.148,9.5,-1.19,0.429,332/360,1.883,0.496,360/360
C,OA+VCP+MYB+IPO,4,tilt_VCP50,IPO:0.17|MYB:0.17|OA:0.17|VCP:0.50,40.25,37.76,42.81,-14.59,-16.6,2.771,2.421,10.02,1.17,0.838,355/360,3.088,-0.266,60/360
C,OA+VCP+MYB+IPO,4,tilt_MYB50,IPO:0.17|MYB:0.50|OA:0.17|VCP:0.17,37.64,35.82,39.74,-12.91,-14.46,2.93,2.544,7.19,2.87,1.026,359/360,3.088,-0.13,144/360
C,OA+VCP+MYB+IPO,4,tilt_IPO50,IPO:0.50|MYB:0.17|OA:0.17|VCP:0.17,40.5,38.48,43.41,-15.3,-16.41,2.642,2.372,9.87,0.44,0.729,356/360,3.088,-0.413,0/360
C,OA+VCP+MYB+GOLD,4,tilt_OA50,GOLD:0.17|MYB:0.17|OA:0.50|VCP:0.17,35.42,33.62,37.29,-13.41,-15.0,2.617,2.314,5.11,2.2,0.698,355/360,1.883,0.771,360/360
C,OA+VCP+MYB+GOLD,4,tilt_VCP50,GOLD:0.17|MYB:0.17|OA:0.17|VCP:0.50,36.09,33.31,38.31,-13.05,-15.17,2.802,2.4,5.67,2.7,0.846,354/360,3.088,-0.292,36/360
C,OA+VCP+MYB+GOLD,4,tilt_MYB50,GOLD:0.17|MYB:0.50|OA:0.17|VCP:0.17,33.35,31.72,35.02,-11.58,-13.44,2.882,2.409,2.84,4.26,1.002,358/360,3.088,-0.085,108/360
C,OA+VCP+MYB+GOLD,4,tilt_GOLD50,GOLD:0.50|MYB:0.17|OA:0.17|VCP:0.17,27.14,26.26,28.15,-8.86,-9.98,3.059,2.678,-3.16,6.7,1.119,360/360,3.088,0.016,192/360
C,OA+VCP+IPO+GOLD,4,tilt_OA50,GOLD:0.17|IPO:0.17|OA:0.50|VCP:0.17,36.89,35.05,39.23,-14.71,-15.86,2.482,2.274,6.51,1.01,0.579,348/360,1.883,0.659,360/360
C,OA+VCP+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|OA:0.17|VCP:0.50,37.44,34.42,39.82,-12.31,-14.73,3.056,2.509,6.96,3.33,1.087,360/360,3.088,-0.036,156/360
C,OA+VCP+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|OA:0.17|VCP:0.17,37.47,35.41,40.23,-11.14,-11.94,3.341,2.978,6.77,4.56,1.42,360/360,3.088,0.362,312/360
C,OA+VCP+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|OA:0.17|VCP:0.17,28.48,27.55,29.94,-7.05,-8.15,4.005,3.482,-1.86,8.59,2.1,360/360,3.088,0.995,360/360
C,OA+MYB+IPO+GOLD,4,tilt_OA50,GOLD:0.17|IPO:0.17|MYB:0.17|OA:0.50,35.42,34.02,37.63,-13.12,-14.38,2.759,2.476,5.28,2.61,0.792,358/360,1.883,0.862,360/360
C,OA+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|OA:0.17,33.3,31.45,35.17,-10.2,-11.89,3.246,2.816,2.82,5.64,1.396,360/360,3.088,0.301,264/360
C,OA+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|OA:0.17,36.03,33.83,38.52,-9.97,-11.0,3.597,3.137,5.32,5.75,1.697,360/360,3.088,0.603,360/360
C,OA+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|OA:0.17,27.2,26.24,28.34,-6.02,-6.89,4.496,3.882,-3.28,9.66,2.589,360/360,3.088,1.517,360/360
C,TN+VCP+MYB+IPO,4,tilt_TN50,IPO:0.17|MYB:0.17|TN:0.50|VCP:0.17,29.82,25.29,33.09,-11.35,-15.02,2.638,1.725,-0.55,4.28,0.67,360/360,1.782,0.935,360/360
C,TN+VCP+MYB+IPO,4,tilt_VCP50,IPO:0.17|MYB:0.17|TN:0.17|VCP:0.50,36.9,32.69,40.39,-13.3,-15.49,2.782,2.351,6.75,2.53,0.881,360/360,3.637,-0.829,31/360
C,TN+VCP+MYB+IPO,4,tilt_MYB50,IPO:0.17|MYB:0.50|TN:0.17|VCP:0.17,34.04,31.39,36.7,-12.34,-15.6,2.761,2.109,3.94,3.4,0.867,360/360,3.637,-0.836,25/360
C,TN+VCP+MYB+IPO,4,tilt_IPO50,IPO:0.50|MYB:0.17|TN:0.17|VCP:0.17,36.6,33.94,40.19,-12.53,-14.42,2.914,2.512,6.55,3.21,1.011,359/360,3.637,-0.656,48/360
C,TN+VCP+MYB+GOLD,4,tilt_TN50,GOLD:0.17|MYB:0.17|TN:0.50|VCP:0.17,25.6,21.16,28.51,-10.43,-13.38,2.471,1.696,-4.62,5.3,0.521,354/360,1.782,0.783,360/360
C,TN+VCP+MYB+GOLD,4,tilt_VCP50,GOLD:0.17|MYB:0.17|TN:0.17|VCP:0.50,32.59,28.35,35.94,-12.19,-14.91,2.672,2.129,2.4,3.47,0.745,360/360,3.637,-0.971,17/360
C,TN+VCP+MYB+GOLD,4,tilt_MYB50,GOLD:0.17|MYB:0.50|TN:0.17|VCP:0.17,29.73,27.36,32.05,-10.64,-12.39,2.799,2.321,-0.33,5.07,0.88,360/360,3.637,-0.819,26/360
C,TN+VCP+MYB+GOLD,4,tilt_GOLD50,GOLD:0.50|MYB:0.17|TN:0.17|VCP:0.17,23.89,21.75,25.44,-6.99,-8.62,3.445,2.623,-6.31,8.57,1.443,360/360,3.637,-0.222,114/360
C,TN+VCP+IPO+GOLD,4,tilt_TN50,GOLD:0.17|IPO:0.17|TN:0.50|VCP:0.17,26.89,22.31,30.07,-10.86,-13.3,2.488,1.787,-3.47,4.87,0.546,358/360,1.782,0.786,360/360
C,TN+VCP+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|TN:0.17|VCP:0.50,33.94,29.68,37.42,-11.74,-14.12,2.899,2.244,3.75,3.96,0.976,360/360,3.637,-0.727,43/360
C,TN+VCP+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|TN:0.17|VCP:0.17,33.6,30.84,37.05,-9.41,-11.9,3.584,2.754,3.53,6.32,1.68,360/360,3.637,-0.079,169/360
C,TN+VCP+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|TN:0.17|VCP:0.17,25.11,22.89,26.93,-6.31,-7.72,4.002,3.13,-5.15,9.27,2.04,360/360,3.637,0.252,256/360
C,TN+MYB+IPO+GOLD,4,tilt_TN50,GOLD:0.17|IPO:0.17|MYB:0.17|TN:0.50,25.48,21.44,28.42,-9.26,-12.15,2.81,1.831,-4.86,6.47,0.876,360/360,1.782,1.051,360/360
