symbol,signal_dt,entry_dt,exit_dt,entry_price,exit_price,exit_reason,candles_held,net_return_pct,nifty_30m_adx14,nifty_30m_ema_bull,nifty_30m_volpct,nifty_d_above_ema50d,nifty_d_above_ema200d,nifty_d_ret20,nifty_d_vol20
ADANIENT,2024-04-02 13:45:00,2024-04-02 14:15:00,2024-04-03 09:15:00,3153.85,3132.6,X9OR4,2,-0.7737796661223584,16.854761448339616,1.0,0.22948158619381293,1.0,1.0,2.3272111041304555,0.7257788858832283
ADANIENT,2024-04-03 11:45:00,2024-04-03 12:15:00,2024-04-03 13:15:00,3149.95,3139.1,X9OR4,2,-0.4444499119033607,11.588733804382295,1.0,0.2201311803382568,1.0,1.0,2.1403096206071615,0.7265782324507808
ADANIENT,2024-05-16 11:45:00,2024-05-16 12:15:00,2024-05-16 12:45:00,2946.95,2921.7,X9OR4,1,-0.9568180661361748,15.774051986272845,1.0,0.34799608724149017,0.0,1.0,-0.32304060500617515,0.6486776077037555
ADANIENT,2024-05-16 14:45:00,2024-05-17 09:45:00,2024-05-22 09:15:00,2955.85,2985.9,X9OR4,17,0.9166280426950008,20.179099757335926,1.0,0.3979533231135512,1.0,1.0,1.1556364903029026,0.6670237480130831
ADANIENT,2025-01-02 12:45:00,2025-01-02 13:15:00,2025-01-02 13:45:00,2483.25,2492.8,X9OR4,1,0.2845766636464384,33.33479274656484,1.0,0.28892898557799956,0.0,1.0,-2.920413820057255,0.668385424403556
ADANIENT,2025-03-07 14:15:00,2025-03-07 14:45:00,2025-03-12 10:45:00,2181.25,2170.8,X9OR4,16,-0.5790830945558656,26.901942637371054,1.0,0.26782856482915496,0.0,0.0,-4.859836871294354,0.6741872511035127
ADANIENT,2025-04-16 13:45:00,2025-04-16 14:45:00,2025-04-22 14:45:00,2344.65,2371.8,X9OR4,36,1.057955345147467,38.39960411780169,1.0,0.2421893698407271,1.0,0.0,3.81856559155338,1.3324271233649347
ADANIENT,2025-10-06 11:45:00,2025-10-06 12:15:00,2025-10-07 11:45:00,2503.05,2495.4,X9OR4,11,-0.40562713489543123,34.27770678154252,1.0,0.1751185363159357,1.0,1.0,0.6466696599373822,0.4664286226300209
ADANIENT,2025-10-23 09:15:00,2025-10-23 12:15:00,2025-10-23 13:45:00,2498.45,2475.8,X9OR4,3,-1.0065620684824448,42.60903893145314,1.0,0.2346437036917848,1.0,1.0,2.6436027208834645,0.5351069617397766
ADANIENT,2025-11-18 13:45:00,2025-11-18 14:15:00,2025-11-18 14:45:00,2447.05,2435.5,X9OR4,1,-0.5719968942195779,11.37488219688604,1.0,0.16615023121103334,1.0,1.0,1.6734156895812813,0.4325397522559777
ADANIENT,2026-01-07 10:15:00,2026-01-07 10:45:00,2026-01-07 12:15:00,2276.85,2265.5,X9OR4,3,-0.5984957287480471,27.735616165212576,0.0,0.1839734383933469,1.0,1.0,0.8403074316033265,0.4487268697546479
ADANIPORTS,2024-05-16 14:45:00,2024-05-21 09:45:00,2024-05-28 09:15:00,1347.85,1418.6,X9OR4,59,5.149100419186112,31.500052279747166,1.0,0.2643071894514608,1.0,1.0,2.1379033242688195,0.6447339107981546
ADANIPORTS,2024-12-05 12:45:00,2024-12-05 13:15:00,2024-12-06 10:15:00,1275.05,1272.5,X9OR4,6,-0.2999921571703035,28.238164602681366,1.0,0.25772249492070787,1.0,1.0,1.9674629336950744,0.9859212790389192
ADANIPORTS,2025-06-25 12:45:00,2025-06-25 13:15:00,2025-06-25 13:45:00,1391.55,1391.1,X9OR4,1,-0.1323380403147602,22.438720326891605,1.0,0.2473071398474472,1.0,1.0,0.8787103845531163,0.6043165178291484
ADANIPORTS,2025-07-02 12:15:00,2025-07-02 13:45:00,2025-07-03 09:15:00,1448.25,1443.3,X9OR4,3,-0.4417918177110337,20.348307064420457,1.0,0.16991928225496314,1.0,1.0,4.071715518997654,0.640274640782315
ADANIPORTS,2025-07-03 09:45:00,2025-07-03 10:15:00,2025-07-03 11:15:00,1450.05,1441.1,X9OR4,2,-0.7172200958587667,19.106275489482318,1.0,0.19555044359943086,1.0,1.0,3.3842178305383497,0.6510719594039851
ADANIPORTS,2025-10-14 14:15:00,2025-10-15 09:15:00,2025-10-17 12:45:00,1435.45,1463.5,X9OR4,31,1.8540910515866074,24.13208818340899,1.0,0.24424490618782618,1.0,1.0,0.3043606641927932,0.5031483532674725
ADANIPORTS,2025-10-17 14:45:00,2025-10-21 13:45:00,2025-10-23 10:15:00,1478.95,1468.7,X9OR4,4,-0.7930592650191014,39.19914418452386,1.0,0.2355748598336345,1.0,1.0,2.037740650629072,0.553058083517687
ADANIPORTS,2025-11-17 12:45:00,2025-11-18 09:15:00,2025-11-18 10:15:00,1518.9,1497.1,X9OR4,2,-1.5352491934953048,14.970828466554163,1.0,0.18165789663063114,1.0,1.0,1.6734156895812813,0.4325397522559777
AMBUJACEM,2024-04-25 14:15:00,2024-04-25 14:45:00,2024-04-26 13:15:00,643.85,633.75,X9OR4,9,-1.6686883590898538,26.38182650715492,1.0,0.16771933927994323,1.0,1.0,1.773814613121183,0.5984510161380946
AMBUJACEM,2024-06-18 12:15:00,2024-06-18 14:45:00,2024-06-20 09:15:00,674.05,662.05,X9OR4,1,-1.8802833617684152,34.48306247322628,1.0,0.14247378011492026,1.0,1.0,4.739140899944738,1.8589279835752446
AMBUJACEM,2024-12-09 09:15:00,2024-12-09 10:45:00,2024-12-10 11:15:00,570.75,569.2,X9OR4,13,-0.3715724923346394,17.818102933034027,1.0,0.2508236713310793,1.0,1.0,0.7913314742361788,0.9610454202210741
AMBUJACEM,2025-03-21 09:45:00,2025-03-21 10:15:00,2025-03-25 13:15:00,508.4,525.4,X9OR4,30,3.243823760818253,58.302431600521096,1.0,0.2516800605726827,1.0,0.0,1.0692804235344244,0.7720757270574627
AMBUJACEM,2025-04-01 12:15:00,2025-04-01 12:45:00,2025-04-01 13:15:00,537.95,535.0,X9OR4,1,-0.6483781020541026,29.54762968099064,0.0,0.3662489213212941,1.0,1.0,4.321564132094546,0.8000462065294237
AMBUJACEM,2025-07-04 09:15:00,2025-07-04 10:15:00,2025-07-07 09:15:00,593.45,590.4,X9OR4,10,-0.6139438874378748,14.970723098913403,1.0,0.22519806961008235,1.0,1.0,2.6439457971107583,0.6498845466703309
AMBUJACEM,2025-07-23 12:15:00,2025-07-23 12:45:00,2025-07-25 09:15:00,620.45,615.0,X9OR4,5,-0.978394713514392,22.4186469456929,1.0,0.1658078342915504,1.0,1.0,0.0660858896643246,0.4941187265904143
AMBUJACEM,2025-12-16 13:45:00,2025-12-16 14:45:00,2025-12-17 09:15:00,548.65,547.15,X9OR4,1,-0.37339834138339556,14.201820157492898,1.0,0.17414362914546772,1.0,1.0,0.05324769654158068,0.5220584446031841
AMBUJACEM,2025-12-29 14:45:00,2025-12-30 09:15:00,2025-12-30 10:15:00,553.9,550.7,X9OR4,2,-0.6777216103989767,33.370058897375166,0.0,0.13470270962370925,1.0,1.0,-0.9954971373540844,0.46379375584189136
AMBUJACEM,2025-12-30 13:15:00,2025-12-30 13:45:00,2025-12-30 14:45:00,552.2,550.45,X9OR4,2,-0.4169141615356755,37.082829029055134,0.0,0.1374413655152035,1.0,1.0,-0.9954971373540844,0.46379375584189136
APOLLOHOSP,2024-06-18 12:45:00,2024-06-18 13:15:00,2024-06-20 09:15:00,6198.05,6164.8,X9OR4,4,-0.6364590476036818,34.51486821346611,1.0,0.15541648370224628,1.0,1.0,4.739140899944738,1.8589279835752446
APOLLOHOSP,2024-07-09 12:15:00,2024-07-09 13:15:00,2024-07-12 09:45:00,6300.4,6361.0,X9OR4,29,0.8618436924639764,22.018086111497915,1.0,0.1597769152343661,1.0,1.0,4.42418951077177,0.3234804998481796
APOLLOHOSP,2024-07-30 14:45:00,2024-07-31 09:15:00,2024-07-31 12:45:00,6664.25,6621.0,X9OR4,7,-0.748985257155719,36.951116547004936,1.0,0.2976972245613172,1.0,1.0,2.9631060691007294,0.5677120491739838
APOLLOHOSP,2024-08-01 09:45:00,2024-08-01 10:15:00,2024-08-05 09:15:00,6674.05,6637.35,X9OR4,22,-0.6498909957222349,33.867280947103396,1.0,0.22178650676758704,1.0,1.0,3.4293895652893314,0.5673907674638257
APOLLOHOSP,2024-09-27 13:15:00,2024-09-27 14:45:00,2024-09-30 13:15:00,7189.95,7197.3,X9OR4,9,0.0022260238249273423,32.38910389826329,1.0,0.17262611170657968,1.0,1.0,4.230692234805988,0.6566384397884262
APOLLOHOSP,2024-11-08 14:45:00,2024-11-11 09:15:00,2024-11-11 09:45:00,7435.05,7364.65,X9OR4,1,-1.0468665308236063,20.92362408253972,0.0,0.22626951918322943,0.0,1.0,-3.2688776199965908,0.7283251942127924
APOLLOHOSP,2025-03-20 12:45:00,2025-03-20 13:15:00,2025-03-27 09:15:00,6449.05,6495.8,X9OR4,40,0.6249129716779991,48.272991293390305,1.0,0.2442950623838872,0.0,0.0,-0.2260519202290978,0.7205336499345618
APOLLOHOSP,2025-07-03 09:45:00,2025-07-03 10:15:00,2025-07-09 09:15:00,7515.05,7532.5,X9OR4,34,0.13220071722742785,19.106275489482318,1.0,0.19555044359943086,1.0,1.0,3.3842178305383497,0.6510719594039851
APOLLOHOSP,2025-08-19 13:45:00,2025-08-19 14:15:00,2025-08-19 14:45:00,7832.05,7821.0,X9OR4,1,-0.2410869440312585,34.895784640161516,1.0,0.2126598996322589,1.0,1.0,-0.3662676440791879,0.6133799652983264
APOLLOHOSP,2025-09-12 12:15:00,2025-09-12 13:15:00,2025-09-15 09:15:00,7889.55,7829.5,X9OR4,4,-0.8611333979758057,27.349859623249053,1.0,0.14591902041591576,1.0,1.0,2.1157803650458273,0.5352495981673535
APOLLOHOSP,2025-10-09 09:15:00,2025-10-09 09:45:00,2025-10-10 10:15:00,7691.05,7677.5,X9OR4,13,-0.2761788052346582,20.716972238383068,1.0,0.22332631566453603,1.0,1.0,0.7139556872477248,0.4910575942072006
APOLLOHOSP,2026-02-04 13:15:00,2026-02-04 13:45:00,2026-02-05 10:45:00,7123.55,7062.5,X9OR4,6,-0.9570165156417823,24.50125362397611,1.0,0.3058427274567394,1.0,1.0,-2.282693054370488,0.8411258720286048
ASIANPAINT,2024-05-24 12:15:00,2024-05-24 12:45:00,2024-05-24 13:15:00,2891.05,2877.0,X9OR4,1,-0.5859826014769783,57.146987937924,1.0,0.22859226093905363,1.0,1.0,2.6808404444966127,0.7031564087817217
ASIANPAINT,2024-08-26 09:45:00,2024-08-26 10:15:00,2024-08-27 14:45:00,3165.05,3166.0,X9OR4,21,-0.06998467638742459,38.68049261067506,1.0,0.179614576406169,1.0,1.0,1.708797341340862,0.995720942967143
ASIANPAINT,2024-09-09 14:15:00,2024-09-09 14:45:00,2024-09-13 09:15:00,3284.3,3337.75,X9OR4,37,1.527439637061164,36.264913755516346,0.0,0.2017916302570642,1.0,1.0,3.048266329249083,0.6004961196763655
ASIANPAINT,2025-01-22 14:15:00,2025-01-22 14:45:00,2025-01-23 14:45:00,2265.05,2273.75,X9OR4,12,0.2840974812917957,20.237215125665564,0.0,0.4353674927978512,0.0,0.0,-3.0681810519952446,0.8213488098421879
ASIANPAINT,2025-07-04 12:15:00,2025-07-04 12:45:00,2025-07-04 13:15:00,2428.05,2427.3,X9OR4,1,-0.1308889849879533,17.89400938735619,0.0,0.19564479351383385,1.0,1.0,2.6439457971107583,0.6498845466703309
ASIANPAINT,2025-11-06 09:15:00,2025-11-06 09:45:00,2025-11-17 14:15:00,2619.05,2887.8,X9OR4,81,10.161354307859721,39.564237100151296,0.0,0.1778074134659599,1.0,1.0,2.0735594918190436,0.4935607049363494
ASIANPAINT,2025-11-11 12:45:00,2025-11-11 13:45:00,2025-11-17 14:15:00,2647.55,2887.8,X9OR4,37,8.974427300711978,19.99838988661365,0.0,0.20793083719493885,1.0,1.0,1.5588592393967593,0.4908373633580316
ASIANPAINT,2025-11-18 09:15:00,2025-11-18 09:45:00,2025-11-19 14:45:00,2893.25,2895.1,X9OR4,22,-0.03605806618854544,15.602502385555137,1.0,0.19032871127802994,1.0,1.0,1.6734156895812813,0.4325397522559777
ASIANPAINT,2025-12-05 12:45:00,2025-12-05 13:15:00,2025-12-08 09:15:00,2960.05,2949.9,X9OR4,4,-0.4428996131822128,25.011829365402193,1.0,0.18673563085941244,1.0,1.0,2.0543197187711915,0.45483849938095405
AXISBANK,2024-06-21 13:45:00,2024-06-21 14:45:00,2024-06-28 12:45:00,1235.55,1269.75,X9OR4,44,2.6679980575452267,16.431113376932842,1.0,0.3260088069051958,1.0,1.0,4.28890947456344,1.8616068799470957
AXISBANK,2024-06-24 12:15:00,2024-06-25 09:15:00,2024-06-28 12:45:00,1234.45,1269.75,X9OR4,31,2.7595730892300177,10.60702407077671,1.0,0.2543922683100077,1.0,1.0,2.5297185179387283,1.833875353993695
AXISBANK,2024-06-24 13:15:00,2024-06-25 09:15:00,2024-06-28 12:45:00,1234.45,1269.75,X9OR4,31,2.7595730892300177,10.60702407077671,1.0,0.2543922683100077,1.0,1.0,2.5297185179387283,1.833875353993695
AXISBANK,2024-06-25 09:15:00,2024-06-25 09:45:00,2024-06-28 12:45:00,1236.7,1269.75,X9OR4,30,2.5724347052640053,11.067637275492215,1.0,0.2523660279599651,1.0,1.0,2.5297185179387283,1.833875353993695
AXISBANK,2024-07-15 12:45:00,2024-07-15 13:15:00,2024-07-15 13:45:00,1318.05,1313.3,X9OR4,1,-0.46038086567277425,36.265474125398256,1.0,0.20275818524167094,1.0,1.0,4.714965154696027,0.37523406989908215
AXISBANK,2025-03-20 12:45:00,2025-03-20 13:15:00,2025-03-27 12:15:00,1056.05,1102.0,X9OR4,46,4.251119738648743,48.272991293390305,1.0,0.2442950623838872,0.0,0.0,-0.2260519202290978,0.7205336499345618
AXISBANK,2025-06-27 13:45:00,2025-06-27 14:45:00,2025-07-01 09:15:00,1227.55,1185.0,X1,1,-3.5662539204105705,48.76999279146137,1.0,0.1821989771179966,1.0,1.0,2.880776052920364,0.6673300395881266
AXISBANK,2025-09-25 10:15:00,2025-09-25 10:45:00,2025-09-29 09:15:00,1160.95,1136.1,X9OR4,9,-2.2404883931263306,27.427968940346638,0.0,0.19268347552348983,1.0,1.0,1.3954714338668017,0.437329308545471
AXISBANK,2025-10-07 13:15:00,2025-10-07 13:45:00,2025-10-07 14:15:00,1194.95,1187.5,X9OR4,1,-0.7234570484120713,47.762678978579984,1.0,0.17818189330719353,1.0,1.0,1.3606983979022713,0.49221206227619957
AXISBANK,2025-10-21 13:45:00,2025-10-21 14:15:00,2025-10-24 09:45:00,1236.75,1250.0,X9OR4,14,0.9713563776025874,39.19914418452386,1.0,0.2355748598336345,1.0,1.0,2.037740650629072,0.553058083517687
AXISBANK,2026-01-05 09:15:00,2026-01-05 09:45:00,2026-01-07 09:15:00,1285.95,1287.0,X9OR4,23,-0.018348302811154835,33.072872226627425,1.0,0.16428289241016727,1.0,1.0,1.1323792432899493,0.49851142201906157
AXISBANK,2026-01-07 11:45:00,2026-01-07 12:15:00,2026-01-07 13:15:00,1290.75,1288.5,X9OR4,2,-0.27431725740848345,28.233141941579824,0.0,0.17570033653452397,1.0,1.0,0.8403074316033265,0.4487268697546479
AXISBANK,2026-01-19 13:45:00,2026-01-19 14:15:00,2026-01-20 09:15:00,1306.05,1303.8,X9OR4,2,-0.27227518088894,22.47524857352031,0.0,0.23742728972086596,0.0,1.0,-0.48105400232300033,0.4794769612287731
AXISBANK,2026-01-20 10:15:00,2026-01-20 11:45:00,2026-01-20 12:15:00,1305.95,1302.1,X9OR4,1,-0.39480454841304313,24.773225113367165,0.0,0.23724094543847402,0.0,1.0,-0.8911325704392348,0.4877413608493561
AXISBANK,2026-01-29 09:45:00,2026-01-29 10:15:00,2026-01-29 10:45:00,1330.45,1337.3,X9OR4,1,0.4148633920853778,17.846724190239865,0.0,0.31930953852207755,0.0,1.0,-2.3103357800630997,0.6020601856315111
BAJAJ-AUTO,2024-03-28 12:15:00,2024-03-28 12:45:00,2024-04-01 12:45:00,8902.55,8870.0,X9OR4,12,-0.4656255791879773,26.926726540952927,1.0,0.236085029451821,1.0,1.0,0.007230836737592838,0.7410390825302455
BAJAJ-AUTO,2024-06-12 09:15:00,2024-06-12 11:15:00,2024-06-18 13:45:00,9643.55,9672.5,X9OR4,41,0.20020065224943853,21.912138260279907,1.0,0.2763350074728817,1.0,1.0,5.251520816762056,1.86744876779044
BAJAJ-AUTO,2024-06-13 12:45:00,2024-06-13 13:15:00,2024-06-18 13:45:00,9643.55,9672.5,X9OR4,25,0.20020065224943853,23.971168525133557,1.0,0.24033429100653977,1.0,1.0,4.973926949747165,1.8665831102570738
BAJAJ-AUTO,2024-08-01 14:15:00,2024-08-01 14:45:00,2024-08-02 09:15:00,9485.05,9428.0,X9OR4,1,-0.701472844107298,29.83358839888851,1.0,0.18530567285532046,1.0,1.0,3.4293895652893314,0.5673907674638257
BAJAJ-AUTO,2024-09-19 09:15:00,2024-09-19 09:45:00,2024-09-19 14:45:00,11683.05,11580.5,X9OR4,10,-0.9777673638305003,33.53687410974996,1.0,0.25524326874051473,1.0,1.0,2.451944601399325,0.5754087445584775
BAJAJ-AUTO,2024-09-25 14:15:00,2024-09-25 14:45:00,2024-09-30 09:15:00,12069.05,12265.5,X9OR4,25,1.5277171774083356,22.622668087001358,1.0,0.19026147230627738,1.0,1.0,3.6879830945029113,0.6428193954228314
BAJAJ-AUTO,2024-11-07 12:15:00,2024-11-08 09:15:00,2024-11-08 10:45:00,9675.05,9635.5,X9OR4,3,-0.5087834171399557,20.487620435872643,1.0,0.28302057993806373,0.0,1.0,-3.196596726390688,0.728258169417158
BAJAJ-AUTO,2025-04-16 12:45:00,2025-04-16 13:45:00,2025-04-17 09:45:00,7725.05,7685.0,X9OR4,4,-0.6184432463220325,38.792239629861896,1.0,0.25844987044895396,1.0,0.0,3.81856559155338,1.3324271233649347
BAJAJ-AUTO,2025-04-16 13:45:00,2025-04-16 14:15:00,2025-04-17 09:45:00,7732.05,7685.0,X9OR4,3,-0.7085061529607307,38.53930266992723,1.0,0.25090957369469524,1.0,0.0,3.81856559155338,1.3324271233649347
BAJAJ-AUTO,2025-07-23 09:15:00,2025-07-23 09:45:00,2025-07-25 09:15:00,8389.05,8142.0,X9OR4,11,-3.044910329536709,17.300013333770803,0.0,0.18834094821370284,1.0,1.0,0.0660858896643246,0.4941187265904143
BAJAJ-AUTO,2025-09-05 10:45:00,2025-09-08 09:15:00,2025-09-11 09:15:00,9120.05,9194.5,X9OR4,24,0.7163332437870488,17.92620743147237,1.0,0.25484030553685816,0.0,1.0,0.6787638521410289,0.6145077249361268
BAJAJ-AUTO,2025-10-08 12:15:00,2025-10-08 12:45:00,2025-10-08 14:45:00,8829.05,8796.5,X9OR4,4,-0.4686693358855061,29.785774779138393,1.0,0.2131100382803009,1.0,1.0,1.3528775522705816,0.4921645350368767
BAJAJ-AUTO,2025-10-16 09:15:00,2025-10-16 09:45:00,2025-10-17 11:15:00,9149.05,9119.0,X9OR4,15,-0.42844940185045743,34.18259039826911,1.0,0.2036382683663444,1.0,1.0,0.3346045349558846,0.5052895773927042
BAJAJ-AUTO,2026-02-04 12:15:00,2026-02-04 13:45:00,2026-02-06 09:15:00,9645.05,9511.0,X9OR4,15,-1.4898320900358142,24.50125362397611,1.0,0.3058427274567394,1.0,1.0,-2.282693054370488,0.8411258720286048
BAJAJFINSV,2024-05-06 10:15:00,2024-05-06 10:45:00,2024-05-06 11:15:00,1632.15,1624.1,X9OR4,1,-0.5932144717091065,27.09530607723983,1.0,0.26859734491267867,1.0,1.0,0.10042544900048522,0.6400233740872489
BAJAJFINSV,2024-07-31 14:45:00,2024-08-01 09:15:00,2024-08-01 12:15:00,1655.0,1642.95,X9OR4,6,-0.8280966767371574,31.83998732409137,1.0,0.23357150568309248,1.0,1.0,3.4293895652893314,0.5673907674638257
BAJAJFINSV,2024-09-03 14:15:00,2024-09-03 14:45:00,2024-09-06 12:15:00,1854.05,1856.0,X9OR4,31,0.005175157088538343,21.735879891483652,1.0,0.13066930739086147,1.0,1.0,2.2696287184142294,0.8870236933394988
BAJAJFINSV,2025-05-07 12:45:00,2025-05-07 13:45:00,2025-05-08 12:45:00,2025.05,2020.4,X9OR4,10,-0.32962395990221793,20.10955499531654,1.0,0.2669405655832754,1.0,1.0,4.488403515003103,1.283031134186956
BAJAJFINSV,2025-06-25 14:45:00,2025-06-26 09:15:00,2025-06-27 09:15:00,2018.0,2011.1,X9OR4,12,-0.4419226957383593,22.979251299179456,1.0,0.2511966398586122,1.0,1.0,1.9888972476997724,0.6211534375192713
BAJAJFINSV,2025-09-05 12:45:00,2025-09-05 13:15:00,2025-09-08 14:45:00,2013.25,2007.7,X9OR4,15,-0.3756736619893185,19.692192903704886,1.0,0.2485392159166364,0.0,1.0,0.343819653153532,0.6192381460010489
BAJAJFINSV,2025-10-21 13:45:00,2025-10-21 14:15:00,2025-10-24 12:45:00,2156.25,2156.6,X9OR4,20,-0.0837681159420332,39.19914418452386,1.0,0.2355748598336345,1.0,1.0,2.037740650629072,0.553058083517687
BAJAJFINSV,2025-11-18 13:45:00,2025-11-18 14:15:00,2025-11-18 14:45:00,2059.05,2050.0,X9OR4,1,-0.5395230810325239,11.37488219688604,1.0,0.16615023121103334,1.0,1.0,1.6734156895812813,0.4325397522559777
BAJAJFINSV,2026-01-05 09:45:00,2026-01-05 10:15:00,2026-01-06 11:45:00,2044.35,2048.9,X9OR4,15,0.12256462934429924,34.053030934734196,1.0,0.16304045487785088,1.0,1.0,1.1323792432899493,0.49851142201906157
BAJAJFINSV,2026-02-12 09:15:00,2026-02-12 10:15:00,2026-02-13 09:15:00,2031.05,2027.0,X9OR4,10,-0.2994042490337488,29.367615884970856,1.0,0.1862221831307587,1.0,1.0,0.6343467371390243,0.8145380941838181
BAJFINANCE,2024-04-25 09:15:00,2024-04-25 13:45:00,2024-04-26 09:15:00,734.05,680.0,X9OR4,3,-7.463258633608059,26.38182650715492,1.0,0.16771933927994323,1.0,1.0,1.773814613121183,0.5984510161380946
BAJFINANCE,2024-06-12 09:15:00,2024-06-12 09:45:00,2024-06-18 13:45:00,715.55,732.0,X9OR4,44,2.198930892320599,21.912138260279907,1.0,0.2763350074728817,1.0,1.0,5.251520816762056,1.86744876779044
BAJFINANCE,2024-07-31 14:15:00,2024-07-31 14:45:00,2024-08-01 09:45:00,684.05,679.0,X9OR4,2,-0.8382501279146195,30.46559695272951,1.0,0.2116865534887528,1.0,1.0,2.9631060691007294,0.5677120491739838
BAJFINANCE,2024-09-03 14:15:00,2024-09-03 14:45:00,2024-09-04 11:15:00,730.05,729.5,X9OR4,5,-0.17533730566398942,21.735879891483652,1.0,0.13066930739086147,1.0,1.0,2.2696287184142294,0.8870236933394988
BAJFINANCE,2024-09-20 10:15:00,2024-09-20 12:45:00,2024-09-20 13:15:00,761.05,753.5,X9OR4,1,-1.092050456605999,31.208053026009853,1.0,0.2765243089586697,1.0,1.0,2.4355673024605506,0.5753554707932877
BAJFINANCE,2024-10-24 14:15:00,2024-10-24 14:45:00,2024-10-28 09:15:00,706.05,688.0,X9OR4,1,-2.6564761702428945,49.515414161511345,0.0,0.217084970350072,0.0,1.0,-5.801376879166753,0.7666273800998393
BAJFINANCE,2024-10-28 10:15:00,2024-10-28 10:45:00,2024-10-28 11:15:00,702.05,695.0,X9OR4,1,-1.1042019799159541,49.01880985765288,0.0,0.31981722858528605,0.0,1.0,-7.763373732307666,0.7182361370842971
BAJFINANCE,2024-11-27 10:15:00,2024-11-27 11:15:00,2024-11-27 11:45:00,671.05,668.0,X9OR4,1,-0.5545115863199396,31.25764630508755,1.0,0.28960227860114374,0.0,1.0,0.05665328817654469,0.9645815151928175
BAJFINANCE,2025-04-16 13:45:00,2025-04-17 12:15:00,2025-04-22 14:45:00,907.05,926.0,X9OR4,29,1.9891902320710044,34.23207171379342,1.0,0.31990139621916996,1.0,1.0,4.643437734524225,1.3278503260571706
BAJFINANCE,2025-05-15 12:45:00,2025-05-15 13:15:00,2025-05-16 13:15:00,913.05,915.5,X9OR4,12,0.16833141668036203,30.507574443399324,1.0,0.49543470348882923,1.0,1.0,8.05285288142299,1.206103837712561
BAJFINANCE,2025-06-10 13:45:00,2025-06-11 09:45:00,2025-06-11 10:45:00,953.05,949.0,X9OR4,2,-0.5249514715912025,43.206055199964936,1.0,0.1557665405711415,1.0,1.0,2.1396896007387145,0.6826518088361225
BAJFINANCE,2025-06-11 09:45:00,2025-06-11 10:45:00,2025-06-11 11:15:00,956.05,948.0,X9OR4,1,-0.9420061712253495,42.573869160769924,1.0,0.15112973002227428,1.0,1.0,2.1396896007387145,0.6826518088361225
BAJFINANCE,2025-06-25 10:45:00,2025-06-25 11:15:00,2025-06-27 11:45:00,925.05,938.5,X9OR4,25,1.3539754607859082,24.967314957292704,1.0,0.2783253688957381,1.0,1.0,0.8787103845531163,0.6043165178291484
BAJFINANCE,2025-06-27 14:15:00,2025-06-27 14:45:00,2025-07-01 09:15:00,943.05,940.0,X9OR4,1,-0.42341869466093573,48.76999279146137,1.0,0.1821989771179966,1.0,1.0,2.880776052920364,0.6673300395881266
BAJFINANCE,2025-07-22 12:15:00,2025-07-22 12:45:00,2025-07-25 09:15:00,954.05,913.5,X9OR4,17,-4.350301346889571,18.446834403178475,0.0,0.1943579319457902,1.0,1.0,0.47573002561551725,0.4972012260252342
BAJFINANCE,2025-08-19 12:45:00,2025-08-19 14:15:00,2025-08-19 14:45:00,900.95,901.8,X9OR4,1,-0.005655141794782298,34.895784640161516,1.0,0.2126598996322589,1.0,1.0,-0.3662676440791879,0.6133799652983264
BAJFINANCE,2025-09-17 09:45:00,2025-09-17 10:15:00,2025-09-19 09:15:00,1007.9,991.7,X9OR4,10,-1.7073023117372688,41.24081640200895,1.0,0.1501996561905017,1.0,1.0,1.4557668926382883,0.5105445435663784
BAJFINANCE,2026-02-18 09:15:00,2026-02-18 10:45:00,2026-02-19 12:15:00,1022.5,1015.3,X9OR4,15,-0.8041564792176084,17.67752404648919,0.0,0.22284029275732065,1.0,1.0,0.546795609329509,0.889548540660049
BANKBARODA,2024-03-27 12:45:00,2024-03-28 09:15:00,2024-04-03 11:15:00,245.45,251.72,X9OR4,40,2.4544917498472234,18.64349799119077,1.0,0.22782314279409527,1.0,1.0,0.007230836737592838,0.7410390825302455
BANKBARODA,2024-03-28 09:15:00,2024-03-28 09:45:00,2024-04-03 11:15:00,246.3,251.72,X9OR4,39,2.10056841250507,19.607868856039335,1.0,0.2320497666091569,1.0,1.0,0.007230836737592838,0.7410390825302455
BANKBARODA,2024-04-03 13:45:00,2024-04-03 14:15:00,2024-04-04 11:15:00,254.6,253.46,X9OR4,6,-0.5477611940298454,10.436933922545665,1.0,0.21114935519155556,1.0,1.0,2.1403096206071615,0.7265782324507808
BANKBARODA,2024-04-29 10:45:00,2024-04-29 11:15:00,2024-05-03 11:15:00,252.2,260.62,X9OR4,24,3.2386201427438603,17.0748018888834,1.0,0.22931146187017662,1.0,1.0,1.887096914490738,0.6269237317723753
BANKBARODA,2024-06-14 09:45:00,2024-06-14 10:15:00,2024-06-20 09:15:00,267.05,267.97,X9OR4,22,0.24450477438682486,24.219907013839766,1.0,0.24912782488054694,1.0,1.0,5.397837293240015,1.8649210809493788
BANKBARODA,2024-06-20 12:15:00,2024-06-20 12:45:00,2024-06-20 14:45:00,269.35,268.21,X9OR4,4,-0.5232411360683287,23.83223902493436,1.0,0.25250275836060143,1.0,1.0,4.380784740258115,1.8616864833787297
BANKBARODA,2024-07-31 14:45:00,2024-08-01 09:15:00,2024-08-01 10:45:00,249.5,244.62,X9OR4,3,-2.0559118236472926,31.83998732409137,1.0,0.23357150568309248,1.0,1.0,3.4293895652893314,0.5673907674638257
