symbol,side,entry_dt,entry_price,exit_dt,exit_price,exit_reason,candles_held,return_pct
BHARTIARTL,long,2025-04-02 14:45:00,1755.1,2025-04-04 14:45:00,1743.1,X9_chand,24,-0.6837
HINDUNILVR,long,2025-04-15 12:45:00,2367.95,2025-04-15 14:15:00,2359.8,X9_chand,3,-0.3442
ITC,long,2025-04-15 14:45:00,421.25,2025-04-16 09:15:00,422.5,X9_chand,1,0.2967
ITC,long,2025-04-16 09:45:00,422.8,2025-04-16 10:15:00,420.6,X9_chand,1,-0.5203
HINDUNILVR,long,2025-04-16 10:45:00,2363.05,2025-04-16 11:15:00,2360.9,X9_chand,1,-0.091
RELIANCE,long,2025-04-16 13:45:00,1237.65,2025-05-06 09:15:00,1421.3,X9_chand,111,14.8386
HDFCBANK,long,2025-04-16 13:45:00,934.35,2025-04-23 09:45:00,968.7,X9_chand,28,3.6764
ICICIBANK,long,2025-04-16 14:15:00,1355.05,2025-04-21 13:15:00,1405.9,X9_chand,10,3.7526
HDFCBANK,long,2025-04-22 09:15:00,967.5,2025-04-23 09:45:00,968.7,X9_chand,13,0.124
ITC,long,2025-04-22 09:15:00,425.95,2025-04-23 10:45:00,430.65,X9_chand,15,1.1034
HINDUNILVR,long,2025-04-22 09:45:00,2375.05,2025-04-24 10:15:00,2400.0,X9_chand,25,1.0505
ITC,long,2025-04-22 12:15:00,427.6,2025-04-23 10:45:00,430.65,X9_chand,9,0.7133
INFY,long,2025-04-23 09:45:00,1474.05,2025-05-13 09:45:00,1589.3,X9_chand,144,7.8186
RELIANCE,long,2025-04-23 09:45:00,1298.45,2025-05-06 09:15:00,1421.3,X9_chand,83,9.4613
RELIANCE,long,2025-04-23 11:45:00,1295.75,2025-05-06 09:15:00,1421.3,X9_chand,79,9.6894
ITC,long,2025-04-24 10:45:00,433.65,2025-04-24 13:45:00,431.3,X9_chand,6,-0.5419
TCS,long,2025-04-28 09:15:00,3435.0,2025-04-30 12:45:00,3457.2,X9_chand,31,0.6463
INFY,long,2025-04-28 09:15:00,1480.2,2025-05-13 09:45:00,1589.3,X9_chand,121,7.3706
HDFCBANK,long,2025-04-28 14:15:00,963.45,2025-04-29 10:15:00,950.5,X9_chand,4,-1.3441
ICICIBANK,long,2025-04-29 09:15:00,1431.35,2025-05-05 11:45:00,1428.4,X9_chand,41,-0.2061
ICICIBANK,long,2025-04-29 14:15:00,1427.9,2025-05-05 11:45:00,1428.4,X9_chand,31,0.035
TCS,long,2025-05-02 09:45:00,3479.05,2025-05-02 11:45:00,3436.2,X9_chand,4,-1.2317
BHARTIARTL,long,2025-05-02 14:45:00,1850.85,2025-05-07 13:15:00,1888.8,X9_chand,33,2.0504
BHARTIARTL,long,2025-05-06 09:45:00,1909.95,2025-05-07 13:15:00,1888.8,X9_chand,19,-1.1074
INFY,long,2025-05-06 10:45:00,1511.75,2025-05-13 09:45:00,1589.3,X9_chand,58,5.1298
ITC,long,2025-05-06 14:45:00,437.4,2025-05-07 09:45:00,432.25,X9_chand,2,-1.1774
HDFCBANK,long,2025-05-07 13:45:00,968.05,2025-05-08 09:15:00,964.2,X9_chand,3,-0.3977
INFY,long,2025-05-14 09:45:00,1593.15,2025-05-14 10:15:00,1589.7,X9_chand,1,-0.2166
RELIANCE,long,2025-05-14 09:45:00,1428.85,2025-05-14 10:45:00,1424.9,X9_chand,2,-0.2764
TCS,long,2025-05-14 09:45:00,3541.45,2025-05-14 10:15:00,3550.0,X9_chand,1,0.2414
RELIANCE,long,2025-05-14 14:45:00,1424.95,2025-05-20 09:15:00,1437.3,X9_chand,25,0.8667
SBIN,long,2025-05-15 09:15:00,804.45,2025-05-15 12:15:00,796.0,X9_chand,6,-1.0504
INFY,long,2025-05-15 12:45:00,1595.05,2025-05-16 10:45:00,1585.9,X9_chand,8,-0.5736
SBIN,long,2025-05-15 13:15:00,802.95,2025-05-16 09:15:00,795.6,X9_chand,4,-0.9154
ITC,long,2025-05-21 10:15:00,436.85,2025-05-21 11:45:00,434.5,X9_chand,3,-0.5379
ICICIBANK,long,2025-05-28 12:45:00,1454.45,2025-05-28 13:15:00,1455.3,X9_chand,1,0.0584
INFY,long,2025-05-29 09:15:00,1589.0,2025-05-29 10:15:00,1585.1,X9_chand,2,-0.2454
INFY,long,2025-05-29 14:15:00,1584.75,2025-05-29 14:45:00,1586.5,X9_chand,1,0.1104
SBIN,long,2025-05-30 13:15:00,802.25,2025-06-03 10:45:00,811.0,X9_chand,19,1.0907
HDFCBANK,long,2025-06-02 12:45:00,965.55,2025-06-03 12:45:00,963.2,X9_chand,12,-0.2434
HDFCBANK,long,2025-06-05 09:45:00,977.25,2025-06-10 09:15:00,984.2,X9_chand,35,0.7112
SBIN,long,2025-06-05 12:15:00,811.45,2025-06-05 12:45:00,806.75,X9_chand,1,-0.5792
SBIN,long,2025-06-11 10:15:00,819.85,2025-06-11 13:45:00,814.1,X9_chand,7,-0.7013
BHARTIARTL,long,2025-06-19 10:15:00,1876.65,2025-06-24 13:15:00,1931.1,X9_chand,30,2.9014
BHARTIARTL,long,2025-06-25 09:45:00,1952.95,2025-06-30 09:45:00,2009.0,X9_chand,36,2.87
RELIANCE,long,2025-06-25 09:45:00,1467.55,2025-06-30 12:45:00,1504.8,X9_chand,42,2.5382
BHARTIARTL,long,2025-06-26 09:15:00,1970.0,2025-06-30 09:45:00,2009.0,X9_chand,25,1.9797
RELIANCE,long,2025-06-26 09:45:00,1477.05,2025-06-30 12:45:00,1504.8,X9_chand,30,1.8787
KOTAKBANK,long,2025-06-26 14:15:00,2205.05,2025-06-30 09:15:00,2181.5,X9_chand,14,-1.068
SBIN,long,2025-06-30 09:45:00,813.55,2025-07-02 11:45:00,815.05,X9_chand,28,0.1844
TCS,long,2025-07-01 09:15:00,3464.95,2025-07-01 09:45:00,3443.8,X9_chand,1,-0.6104
RELIANCE,long,2025-07-01 09:45:00,1518.55,2025-07-02 12:45:00,1513.5,X9_chand,18,-0.3326
HINDUNILVR,long,2025-07-01 09:45:00,2300.05,2025-07-01 10:45:00,2293.7,X9_chand,2,-0.2761
HDFCBANK,long,2025-07-01 14:15:00,1007.05,2025-07-02 09:15:00,999.2,X9_chand,2,-0.7795
HINDUNILVR,long,2025-07-02 09:15:00,2295.05,2025-07-02 10:15:00,2290.3,X9_chand,2,-0.207
BHARTIARTL,long,2025-07-02 10:15:00,2031.35,2025-07-03 14:15:00,2020.8,X9_chand,20,-0.5194
INFY,long,2025-07-04 11:45:00,1624.45,2025-07-07 12:15:00,1626.1,X9_chand,13,0.1016
RELIANCE,long,2025-07-07 09:15:00,1528.65,2025-07-09 14:15:00,1514.1,X9_chand,34,-0.9518
RELIANCE,long,2025-07-09 09:15:00,1540.05,2025-07-09 14:15:00,1514.1,X9_chand,10,-1.685
INFY,long,2025-07-10 09:15:00,1638.9,2025-07-10 09:45:00,1620.8,X9_chand,1,-1.1044
ITC,long,2025-07-10 13:45:00,418.15,2025-07-10 14:45:00,416.8,X9_chand,2,-0.3229
ITC,long,2025-07-16 09:15:00,422.35,2025-07-18 09:15:00,422.55,X9_chand,24,0.0474
BHARTIARTL,long,2025-07-25 10:45:00,1945.25,2025-07-25 11:15:00,1942.3,X9_chand,1,-0.1517
HDFCBANK,long,2025-07-29 10:45:00,1006.55,2025-08-01 14:45:00,1005.8,X9_chand,32,-0.0745
ICICIBANK,long,2025-07-31 12:15:00,1481.95,2025-08-01 11:15:00,1474.3,X9_chand,10,-0.5162
HINDUNILVR,long,2025-08-04 11:45:00,2555.25,2025-08-04 12:15:00,2551.0,X9_chand,1,-0.1663
SBIN,long,2025-08-08 13:45:00,805.05,2025-08-18 10:15:00,829.1,X9_chand,53,2.9874
KOTAKBANK,long,2025-08-18 09:45:00,2012.35,2025-08-18 14:45:00,1999.7,X9_chand,10,-0.6286
ICICIBANK,long,2025-08-19 11:45:00,1435.35,2025-08-19 12:15:00,1435.8,X9_chand,1,0.0314
SBIN,long,2025-08-19 12:15:00,829.05,2025-08-19 12:45:00,828.6,X9_chand,1,-0.0543
INFY,long,2025-08-20 10:15:00,1471.95,2025-08-22 14:45:00,1487.3,X9_chand,33,1.0428
ICICIBANK,long,2025-08-22 12:45:00,1440.95,2025-08-25 09:15:00,1428.6,X9_chand,5,-0.8571
TCS,long,2025-08-25 09:45:00,3130.15,2025-08-28 09:15:00,3117.5,X9_chand,23,-0.4041
INFY,long,2025-08-25 10:15:00,1528.95,2025-08-28 09:45:00,1506.5,X9_chand,23,-1.4683
BHARTIARTL,long,2025-08-25 12:45:00,1930.05,2025-08-26 09:15:00,1903.5,X9_chand,5,-1.3756
HINDUNILVR,long,2025-08-26 09:45:00,2649.05,2025-08-28 09:15:00,2688.1,X9_chand,11,1.4741
TCS,long,2025-08-26 13:15:00,3151.05,2025-08-28 09:15:00,3117.5,X9_chand,4,-1.0647
HINDUNILVR,long,2025-09-02 09:15:00,2660.45,2025-09-03 14:15:00,2661.4,X9_chand,22,0.0357
ITC,long,2025-09-03 09:15:00,408.5,2025-09-04 09:45:00,418.0,X9_chand,13,2.3256
HDFCBANK,long,2025-09-05 13:15:00,958.75,2025-09-09 14:15:00,964.55,X9_chand,14,0.605
BHARTIARTL,long,2025-09-11 09:45:00,1892.25,2025-09-12 13:45:00,1908.4,X9_chand,20,0.8535
HDFCBANK,long,2025-09-11 13:15:00,966.95,2025-09-17 13:45:00,966.5,X9_chand,37,-0.0465
KOTAKBANK,long,2025-09-11 13:45:00,1981.05,2025-09-19 10:15:00,2037.2,X9_chand,53,2.8344
KOTAKBANK,long,2025-09-17 09:15:00,2029.0,2025-09-19 10:15:00,2037.2,X9_chand,26,0.4041
INFY,long,2025-09-17 12:15:00,1524.05,2025-09-19 09:15:00,1529.1,X9_chand,18,0.3314
ICICIBANK,long,2025-09-17 14:45:00,1421.55,2025-09-18 13:45:00,1420.3,X9_chand,10,-0.0879
TCS,long,2025-09-18 09:15:00,3185.0,2025-09-18 12:45:00,3171.7,X9_chand,7,-0.4176
ICICIBANK,long,2025-09-18 10:15:00,1425.05,2025-09-18 13:45:00,1420.3,X9_chand,7,-0.3333
BHARTIARTL,long,2025-09-18 12:45:00,1940.65,2025-09-23 09:15:00,1934.4,X9_chand,29,-0.3221
TCS,long,2025-09-19 14:45:00,3170.05,2025-09-22 09:15:00,3105.0,X9_chand,1,-2.052
SBIN,long,2025-09-23 10:15:00,860.45,2025-09-24 14:15:00,866.6,X9_chand,20,0.7147
SBIN,long,2025-09-25 11:15:00,870.15,2025-09-25 11:45:00,866.75,X9_chand,1,-0.3907
SBIN,long,2025-10-06 10:15:00,869.35,2025-10-07 14:45:00,863.7,X9_chand,21,-0.6499
SBIN,long,2025-10-07 13:45:00,870.9,2025-10-07 14:45:00,863.7,X9_chand,2,-0.8267
INFY,long,2025-10-07 14:15:00,1469.25,2025-10-07 14:45:00,1454.8,X9_chand,1,-0.9835
INFY,long,2025-10-08 09:45:00,1492.05,2025-10-13 09:45:00,1494.5,X9_chand,36,0.1642
HDFCBANK,long,2025-10-08 13:15:00,980.55,2025-10-08 14:45:00,978.15,X9_chand,3,-0.2448
ICICIBANK,long,2025-10-09 10:45:00,1372.65,2025-10-20 09:15:00,1410.9,X9_chand,81,2.7866
KOTAKBANK,long,2025-10-09 10:45:00,2124.85,2025-10-15 13:45:00,2145.3,X9_chand,54,0.9624
BHARTIARTL,long,2025-10-10 09:15:00,1943.45,2025-10-14 12:15:00,1940.6,X9_chand,30,-0.1466
ICICIBANK,long,2025-10-14 13:45:00,1382.15,2025-10-20 09:15:00,1410.9,X9_chand,39,2.0801
KOTAKBANK,long,2025-10-14 14:15:00,2155.05,2025-10-15 13:45:00,2145.3,X9_chand,11,-0.4524
BHARTIARTL,long,2025-10-15 09:15:00,1957.2,2025-10-23 10:45:00,2017.6,X9_chand,53,3.086
ICICIBANK,long,2025-10-16 12:15:00,1408.95,2025-10-20 09:15:00,1410.9,X9_chand,18,0.1384
KOTAKBANK,long,2025-10-16 12:45:00,2187.55,2025-10-20 09:45:00,2224.6,X9_chand,18,1.6937
SBIN,long,2025-10-16 13:15:00,889.9,2025-10-24 10:15:00,903.7,X9_chand,44,1.5507
KOTAKBANK,long,2025-10-20 11:15:00,2226.7,2025-10-20 11:45:00,2219.5,X9_chand,1,-0.3233
HDFCBANK,long,2025-10-21 13:45:00,1006.0,2025-10-21 14:15:00,1004.0,X9_chand,1,-0.1988
KOTAKBANK,long,2025-10-23 09:45:00,2236.45,2025-10-24 09:15:00,2183.9,X9_chand,11,-2.3497
HINDUNILVR,long,2025-10-23 10:15:00,2637.25,2025-10-23 13:45:00,2601.6,X9_chand,7,-1.3518
RELIANCE,long,2025-10-23 13:15:00,1471.75,2025-10-23 14:15:00,1460.2,X9_chand,2,-0.7848
ITC,long,2025-10-24 12:15:00,416.15,2025-10-24 12:45:00,416.0,X9_chand,1,-0.036
SBIN,long,2025-10-27 09:45:00,915.0,2025-10-28 10:15:00,919.55,X9_chand,13,0.4973
BHARTIARTL,long,2025-10-27 09:45:00,2061.05,2025-10-30 09:15:00,2068.7,X9_chand,35,0.3712
RELIANCE,long,2025-10-27 09:45:00,1481.55,2025-10-30 13:15:00,1489.0,X9_chand,43,0.5029
TCS,long,2025-10-27 11:45:00,3092.05,2025-10-28 10:45:00,3053.0,X9_chand,10,-1.2629
SBIN,long,2025-10-28 09:15:00,927.1,2025-10-28 10:15:00,919.55,X9_chand,2,-0.8144
SBIN,long,2025-10-31 11:15:00,940.55,2025-11-06 11:15:00,955.75,X9_chand,24,1.6161
SBIN,long,2025-11-03 10:15:00,948.75,2025-11-06 11:15:00,955.75,X9_chand,14,0.7378
RELIANCE,long,2025-11-06 09:45:00,1499.85,2025-11-07 12:45:00,1481.7,X9_chand,18,-1.2101
SBIN,long,2025-11-14 10:45:00,960.05,2025-11-21 10:15:00,973.6,X9_chand,47,1.4114
BHARTIARTL,long,2025-11-14 13:15:00,2087.85,2025-11-24 13:45:00,2153.5,X9_chand,61,3.1444
TCS,long,2025-11-17 09:15:00,3112.95,2025-11-18 09:15:00,3082.8,X9_chand,12,-0.9685
TCS,long,2025-11-17 13:15:00,3107.55,2025-11-18 09:15:00,3082.8,X9_chand,4,-0.7964
RELIANCE,long,2025-11-17 14:15:00,1517.45,2025-11-24 10:45:00,1534.8,X9_chand,41,1.1434
BHARTIARTL,long,2025-11-18 09:15:00,2122.0,2025-11-24 13:45:00,2153.5,X9_chand,45,1.4844
RELIANCE,long,2025-11-18 11:45:00,1517.85,2025-11-24 10:45:00,1534.8,X9_chand,34,1.1167
ICICIBANK,long,2025-11-19 09:15:00,1377.25,2025-11-21 09:15:00,1369.8,X9_chand,12,-0.5409
TCS,long,2025-11-19 09:45:00,3121.05,2025-11-24 14:45:00,3139.6,X9_chand,34,0.5944
ICICIBANK,long,2025-11-19 14:45:00,1382.35,2025-11-21 09:15:00,1369.8,X9_chand,1,-0.9079
HINDUNILVR,long,2025-11-24 12:15:00,2437.55,2025-11-24 12:45:00,2424.9,X9_chand,1,-0.519
RELIANCE,long,2025-11-26 09:15:00,1550.35,2025-11-27 13:15:00,1556.7,X9_chand,20,0.4096
TCS,long,2025-11-26 10:15:00,3141.05,2025-11-27 12:15:00,3134.1,X9_chand,16,-0.2213
TCS,long,2025-11-27 09:15:00,3180.0,2025-11-27 12:15:00,3134.1,X9_chand,6,-1.4434
RELIANCE,long,2025-12-01 09:15:00,1575.0,2025-12-02 09:15:00,1558.7,X9_chand,12,-1.0349
INFY,long,2025-12-03 10:45:00,1575.95,2025-12-08 13:15:00,1607.6,X9_chand,41,2.0083
INFY,long,2025-12-04 09:15:00,1581.95,2025-12-08 13:15:00,1607.6,X9_chand,32,1.6214
ICICIBANK,long,2025-12-05 09:15:00,1387.95,2025-12-09 09:15:00,1380.1,X9_chand,24,-0.5656
ICICIBANK,long,2025-12-05 13:15:00,1391.05,2025-12-09 09:15:00,1380.1,X9_chand,16,-0.7872
KOTAKBANK,long,2025-12-16 12:15:00,438.05,2025-12-17 11:45:00,433.8,X9_chand,11,-0.9702
SBIN,long,2025-12-17 10:45:00,977.35,2025-12-23 09:15:00,972.8,X9_chand,33,-0.4655
TCS,long,2025-12-18 11:15:00,3248.05,2025-12-19 14:45:00,3280.7,X9_chand,19,1.0052
SBIN,long,2025-12-24 10:15:00,976.4,2025-12-24 12:15:00,972.75,X9_chand,4,-0.3738
BHARTIARTL,long,2025-12-24 12:45:00,2134.05,2025-12-24 13:15:00,2134.0,X9_chand,1,-0.0023
HINDUNILVR,long,2025-12-31 09:45:00,2309.05,2026-01-01 10:45:00,2302.9,X9_chand,14,-0.2663
HINDUNILVR,long,2026-01-01 13:15:00,2310.95,2026-01-08 14:45:00,2385.8,X9_chand,51,3.2389
HINDUNILVR,long,2026-01-05 10:45:00,2386.65,2026-01-08 14:45:00,2385.8,X9_chand,32,-0.0356
ICICIBANK,long,2026-01-13 10:15:00,1424.95,2026-01-14 09:45:00,1421.1,X9_chand,11,-0.2702
SBIN,long,2026-01-14 13:15:00,1026.6,2026-01-20 10:45:00,1039.0,X9_chand,31,1.2079
INFY,long,2026-01-27 09:15:00,1685.8,2026-01-28 09:45:00,1663.0,X9_chand,13,-1.3525
HDFCBANK,long,2026-01-29 12:15:00,934.45,2026-02-01 14:45:00,923.55,X1_rev_ema,29,-1.1665
HDFCBANK,long,2026-02-01 11:15:00,936.85,2026-02-01 14:45:00,923.55,X1_rev_ema,7,-1.4197
TCS,long,2026-02-03 10:45:00,3225.05,2026-02-03 11:15:00,3235.9,X9_chand,1,0.3364
HINDUNILVR,long,2026-02-04 14:15:00,2373.05,2026-02-05 11:45:00,2373.1,X9_chand,7,0.0021
BHARTIARTL,long,2026-02-06 10:45:00,2018.05,2026-02-10 11:45:00,2023.7,X9_chand,26,0.28
ICICIBANK,long,2026-02-06 13:15:00,1403.05,2026-02-09 11:15:00,1396.7,X9_chand,8,-0.4526
RELIANCE,long,2026-02-06 14:45:00,1446.75,2026-02-10 13:15:00,1454.0,X9_chand,21,0.5011
BHARTIARTL,long,2026-02-06 14:45:00,2045.05,2026-02-10 11:45:00,2023.7,X9_chand,18,-1.044
ITC,long,2026-02-09 09:15:00,327.95,2026-02-09 14:15:00,322.75,X9_chand,10,-1.5856
ICICIBANK,long,2026-02-10 14:45:00,1406.05,2026-02-13 11:15:00,1417.8,X9_chand,29,0.8357
SBIN,long,2026-02-11 10:15:00,1151.15,2026-02-19 11:45:00,1207.5,X9_chand,63,4.8951
KOTAKBANK,long,2026-02-11 14:15:00,429.95,2026-02-12 09:45:00,428.65,X9_chand,3,-0.3024
