symbol,ema_cross_dt,ema_cross_close,stoch_touch_dt,stoch_touch_min,candles_a_to_b,setup_dt,setup_open,setup_high,setup_low,setup_close,setup_ema20,setup_ema50,setup_ema_spread_pct,setup_k,setup_d,candles_b_to_c,trigger_price,validity_candles,filled,fill_dt,fill_price,candles_to_fill,no_fill_reason
RELIANCE,2024-01-10T14:45:00,1325.5,2024-01-18T11:15:00,12.748449990163508,53,2024-01-18T11:15:00,1361.3,1361.3,1356.6,1357.9,1372.8166675117595,1364.8060769505098,0.5869398368410259,14.346889993548269,12.748449990163508,0,1357.95,10,1,2024-01-18T11:45:00,1357.95,1,
RELIANCE,2024-01-10T14:45:00,1325.5,2024-01-18T12:45:00,15.223422090594392,56,2024-01-18T12:45:00,1354.75,1360.6,1354.3,1360.0,1368.9467144437058,1364.0224359194465,0.36101154897353277,16.81285229586167,15.223422090594392,0,1360.05,10,1,2024-01-18T13:15:00,1360.05,1,
RELIANCE,2024-01-10T14:45:00,1325.5,2024-01-18T14:45:00,29.840672409004554,60,2024-01-19T13:15:00,1363.65,1371.5,1362.9,1367.05,1365.3180110007534,1364.0067063644497,0.0961362308693323,44.307205885391916,43.080342805209035,9,1367.1,10,1,2024-01-19T13:45:00,1367.1,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-01-31T09:45:00,16.103986779224645,22,2024-01-31T09:45:00,1427.6,1428.65,1421.35,1422.4,1417.6332546979793,1395.767532247291,1.5665733688104078,18.89874875108107,16.103986779224645,0,1422.45,10,1,2024-01-31T10:15:00,1422.45,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-01-31T10:45:00,27.14393921075565,24,2024-01-31T14:45:00,1422.95,1432.0,1419.3,1427.45,1421.1886229893655,1404.8609793993678,1.1622248627745646,60.15748031496078,57.77471566054257,8,1427.5,10,1,2024-02-01T09:15:00,1435.0,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-06T11:45:00,16.805333292852453,62,2024-02-06T11:45:00,1430.05,1437.0,1430.0,1435.2,1439.675724329267,1430.4828981061441,0.6426379675907715,18.844554613785494,16.805333292852453,0,1435.25,10,1,2024-02-06T12:15:00,1435.25,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-07T09:15:00,21.73974685497264,69,2024-02-07T09:15:00,1435.5,1439.5,1432.4,1433.8,1434.798951162383,1430.3741265750227,0.3093473592084149,24.71176252581492,21.73974685497264,0,1433.85,10,1,2024-02-07T09:45:00,1433.85,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-07T09:45:00,28.07479246620011,70,2024-02-07T13:45:00,1435.4,1443.15,1432.4,1442.0,1435.8785328599804,1432.3012229193068,0.249759609461361,45.74144486692013,42.3015110974553,8,1442.05,10,1,2024-02-07T14:15:00,1442.05,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-12T12:15:00,21.57724156352801,111,2024-02-12T12:15:00,1445.6,1451.5,1444.85,1448.4,1451.9774159117392,1446.7407609550069,0.3619622186683636,22.4015009380865,21.57724156352801,0,1448.45,10,1,2024-02-12T12:45:00,1448.5,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-12T13:45:00,26.953582241446956,114,2024-02-14T12:15:00,1465.85,1470.5,1464.95,1469.3,1463.997307565101,1457.616478699191,0.4377577338865127,38.643124866478516,36.9751008029183,21,1469.35,10,1,2024-02-14T12:45:00,1469.35,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-16T09:15:00,28.455560452967845,153,2024-02-16T09:15:00,1476.5,1477.0,1467.2,1472.9,1471.2268027958914,1465.6407824336604,0.3811316135018815,29.1758241758243,28.455560452967845,0,1472.95,10,1,2024-02-16T09:45:00,1472.95,1,
RELIANCE,2024-01-29T10:45:00,1394.5,2024-02-16T14:15:00,19.91417744619008,163,2024-02-16T14:15:00,1462.8,1463.2,1459.15,1462.5,1468.062206008261,1466.0360363634643,0.13820735606354326,21.66661765599604,19.91417744619008,0,1462.55,10,1,2024-02-16T14:45:00,1462.55,1,
RELIANCE,2024-02-19T13:45:00,1469.2,2024-02-22T09:45:00,29.85187134821403,28,2024-02-22T10:45:00,1469.25,1470.8,1466.05,1468.45,1471.0157104446798,1469.5039578681656,0.10287502584936076,36.67205169628457,32.235970518811875,2,1468.5,10,1,2024-02-22T11:15:00,1468.55,1,
RELIANCE,2024-02-19T13:45:00,1469.2,2024-02-27T11:15:00,28.35234203825441,55,2024-02-27T11:45:00,1488.0,1488.15,1484.5,1487.4,1484.8514440915424,1479.1911013462716,0.382664737512217,33.23076923076955,32.09741582271304,1,1487.45,10,1,2024-02-27T12:15:00,1487.5,1,
RELIANCE,2024-03-01T12:45:00,1482.15,2024-03-06T13:15:00,12.833998556214574,28,2024-03-06T13:15:00,1484.3,1490.75,1483.7,1490.35,1491.8856843063338,1487.7049394883334,0.2810197578182628,15.29014710556504,12.833998556214574,0,1490.4,10,1,2024-03-06T13:45:00,1490.4,1,
RELIANCE,2024-03-22T09:15:00,1450.9,2024-03-27T09:15:00,16.530206307930857,24,2024-03-27T09:15:00,1448.0,1475.95,1447.0,1474.5,1447.239898809746,1444.051424749861,0.2208005895937618,27.118588160754758,16.530206307930857,0,1474.55,10,1,2024-03-27T09:45:00,1474.7,1,
RELIANCE,2024-03-22T09:15:00,1450.9,2024-03-27T09:45:00,26.619041858692913,25,2024-03-27T13:45:00,1494.0,1499.5,1493.3,1498.75,1472.5605871230512,1457.5785565890628,1.027871222875862,94.06713460885304,93.72718780627021,8,1498.8,10,1,2024-03-27T14:15:00,1498.8,1,
