symbol,signal_dt,signal_k,signal_d,signal_adx,entry_dt,entry_price,exit_dt,exit_price,exit_reason,candles_held,gross_return_pct,net_return_pct
ULTRACEMCO,2025-04-25 12:45:00,32.60865384615384,24.83667944374464,30.045806025209398,2025-04-25 13:15:00,12140.05,2025-04-28 14:15:00,12140.0,X9OR4,14,-0.0004,-0.1004
M&M,2025-04-24 14:15:00,29.047619047619037,26.814407948226734,50.13912962551805,2025-04-24 14:45:00,2895.15,2025-04-25 09:45:00,2852.7,X9OR4,2,-1.4662,-1.5662
BEL,2025-04-24 14:15:00,18.514379923062776,17.09776803192416,32.92856065551192,2025-04-24 14:45:00,305.0,2025-04-25 09:15:00,300.45,X9OR4,1,-1.4918,-1.5918
ITC,2025-04-24 10:15:00,41.25091799265567,33.126049404302904,46.73638905151511,2025-04-24 10:45:00,433.65,2025-04-24 13:45:00,431.3,X9OR4,6,-0.5419,-0.6419
BEL,2025-04-23 12:45:00,33.647058823529306,30.25055246928261,37.609166427182835,2025-04-23 13:15:00,305.8,2025-04-24 10:45:00,305.05,X9OR4,7,-0.2453,-0.3453
VEDL,2025-04-23 11:15:00,37.37440191387559,34.0778398015241,44.36615840615471,2025-04-23 11:45:00,402.05,2025-04-24 14:45:00,406.45,X9OR4,18,1.0944,0.9944
RELIANCE,2025-04-23 11:15:00,36.00411736506517,34.151734311225894,39.305411989032095,2025-04-23 11:45:00,1295.75,2025-05-06 09:15:00,1421.3,X9OR4,79,9.6894,9.5894
RELIANCE,2025-04-23 09:15:00,27.887608966376142,26.674322253089315,43.15918081049313,2025-04-23 09:45:00,1298.45,2025-05-06 09:15:00,1421.3,X9OR4,83,9.4613,9.3613
ITC,2025-04-22 09:15:00,27.76315789473677,23.771929824561337,38.24580099898509,2025-04-22 12:15:00,427.6,2025-04-23 10:45:00,430.65,X9OR4,9,0.7133,0.6133
HINDUNILVR,2025-04-22 09:15:00,35.45736835295553,27.1581058351654,36.19817693263712,2025-04-22 09:45:00,2375.05,2025-04-24 10:15:00,2400.0,X9OR4,25,1.0505,0.9505
ITC,2025-04-21 13:15:00,17.44272445820413,17.4253788342573,33.26796703698983,2025-04-22 09:15:00,425.95,2025-04-23 10:45:00,430.65,X9OR4,15,1.1034,1.0034
ICICIBANK,2025-04-16 13:45:00,30.699523052464077,26.61477223118635,36.225534839093946,2025-04-16 14:15:00,1355.05,2025-04-21 13:15:00,1405.9,X9OR4,10,3.7526,3.6526
RELIANCE,2025-04-16 12:15:00,34.33187377321501,29.789843908040933,25.23143260899172,2025-04-16 13:45:00,1237.65,2025-05-06 09:15:00,1421.3,X9OR4,111,14.8386,14.7386
HDFCBANK,2025-04-16 13:15:00,18.974358974358545,15.892215261373783,41.25708413425093,2025-04-16 13:45:00,934.35,2025-04-23 09:45:00,968.7,X9OR4,28,3.6764,3.5764
HINDUNILVR,2025-04-16 10:15:00,33.83164280974522,31.90981767624132,45.950499790612746,2025-04-16 10:45:00,2363.05,2025-04-16 11:15:00,2360.9,X9OR4,1,-0.091,-0.191
ITC,2025-04-16 09:15:00,20.4866946778712,19.475957049486496,36.644653145325584,2025-04-16 09:45:00,422.8,2025-04-16 10:15:00,420.6,X9OR4,1,-0.5203,-0.6203
KOTAKBANK,2025-04-15 14:45:00,33.174675907364104,32.85621551444347,28.098821837102776,2025-04-16 09:15:00,2120.45,2025-04-16 13:15:00,2115.7,X9OR4,8,-0.224,-0.324
ITC,2025-04-15 13:15:00,24.313725490196155,23.761864165956343,38.09690099431996,2025-04-15 14:45:00,421.25,2025-04-16 09:15:00,422.5,X9OR4,1,0.2967,0.1967
COLPAL,2025-04-15 13:15:00,29.988920470239144,27.460829395625762,36.151955723810346,2025-04-15 13:45:00,2501.95,2025-04-21 12:45:00,2558.0,X9OR4,34,2.2403,2.1403
HINDUNILVR,2025-04-15 12:15:00,25.61204346771085,22.626304231109923,41.37857644267246,2025-04-15 12:45:00,2367.95,2025-04-15 14:15:00,2359.8,X9OR4,3,-0.3442,-0.4442
SHREECEM,2025-04-01 12:15:00,23.099205148995235,22.80176566256162,26.469139309231732,2025-04-01 12:45:00,30555.05,2025-04-01 13:15:00,30520.0,X9OR4,1,-0.1147,-0.2147
ULTRACEMCO,2025-03-28 14:15:00,14.849722884460945,12.283927727637769,33.64071593869081,2025-04-01 09:15:00,11537.0,2025-04-01 09:45:00,11477.0,X9OR4,1,-0.5201,-0.6201
MARICO,2025-03-27 09:15:00,30.063352826510698,21.24918778427548,32.53267087673169,2025-03-27 10:15:00,645.4,2025-03-28 13:45:00,649.95,X9OR4,19,0.705,0.605
PNB,2025-03-27 09:15:00,23.81559536354071,17.35196262521438,33.42551747132738,2025-03-27 09:45:00,92.15,2025-03-27 12:15:00,91.72,X9OR4,5,-0.4666,-0.5666
RELIANCE,2025-03-27 09:15:00,20.99128456201477,18.68605790057728,26.185758686556767,2025-03-27 09:45:00,1283.05,2025-03-27 10:15:00,1279.9,X9OR4,1,-0.2455,-0.3455
ITC,2025-03-26 12:15:00,24.55872284902901,22.903754154127594,30.71096633918116,2025-03-26 14:15:00,410.55,2025-03-26 14:45:00,407.2,X9OR4,1,-0.816,-0.916
ICICIBANK,2025-03-25 14:15:00,28.775954069571092,25.449878198743534,29.21396323976249,2025-03-26 09:15:00,1346.95,2025-03-26 11:15:00,1340.95,X9OR4,4,-0.4455,-0.5455
BEL,2025-03-25 12:15:00,26.963697935304538,26.692405553224997,38.90785634359946,2025-03-25 13:45:00,302.05,2025-03-25 14:45:00,299.4,X9OR4,2,-0.8773,-0.9773
BANKBARODA,2025-03-25 13:15:00,31.60766894109387,29.277705677266066,35.43989899900975,2025-03-25 13:45:00,215.55,2025-03-28 12:15:00,220.96,X9OR4,21,2.5099,2.4099
DABUR,2025-03-24 12:45:00,29.34343434343444,26.076801194448354,40.80887347277752,2025-03-24 13:45:00,506.25,2025-03-27 09:15:00,506.5,X9OR4,15,0.0494,-0.0506
BEL,2025-03-24 09:15:00,32.309057050956596,23.651648165614798,40.69435700638712,2025-03-24 09:45:00,301.75,2025-03-25 11:15:00,299.01,X9OR4,15,-0.908,-1.008
VEDL,2025-03-21 14:45:00,20.11151519143791,16.748604744072082,27.998444012309374,2025-03-24 09:15:00,452.35,2025-03-25 09:15:00,448.95,X9OR4,12,-0.7516,-0.8516
ULTRACEMCO,2025-03-20 14:15:00,19.911163522012522,19.263117730662426,55.915085487127435,2025-03-20 14:45:00,10930.05,2025-03-21 09:15:00,10973.05,X9OR4,1,0.3934,0.2934
SBIN,2025-03-20 13:15:00,33.41176470588165,33.13404634581047,47.349124583274,2025-03-20 13:45:00,748.65,2025-03-25 14:45:00,773.3,X9OR4,26,3.2926,3.1926
AXISBANK,2025-03-20 12:45:00,39.60638297872241,29.785004556447074,41.24615133758538,2025-03-20 13:15:00,1056.05,2025-03-27 12:15:00,1102.0,X9OR4,46,4.3511,4.2511
KOTAKBANK,2025-03-20 09:45:00,18.632528180354154,16.25031804346213,25.607722064079294,2025-03-20 10:15:00,2031.95,2025-03-26 09:45:00,2155.45,X9OR4,35,6.0779,5.9779
HINDUNILVR,2025-03-19 13:15:00,37.76095738782815,32.15083117822032,26.358423986400883,2025-03-20 09:45:00,2209.05,2025-03-26 13:15:00,2248.0,X9OR4,43,1.7632,1.6632
ICICIBANK,2025-03-12 14:15:00,31.711711711711644,29.800869362513122,29.39474809453787,2025-03-12 14:45:00,1244.9,2025-03-25 11:45:00,1340.95,X9OR4,78,7.7155,7.6155
PNB,2025-03-07 14:15:00,31.411298728371264,31.283441039537944,29.45689641076943,2025-03-07 14:45:00,88.75,2025-03-11 09:15:00,85.21,X9OR4,1,-3.9887,-4.0887
M&M,2025-02-05 10:45:00,29.938772956849466,27.341068332438777,37.00197318860974,2025-02-05 11:15:00,3180.0,2025-02-05 11:45:00,3187.3,X9OR4,1,0.2296,0.1296
M&M,2025-02-04 14:45:00,31.64280331574985,30.269727984759545,36.02474329765656,2025-02-05 09:15:00,3194.0,2025-02-05 09:45:00,3155.7,X9OR4,1,-1.1991,-1.2991
M&M,2025-02-04 13:45:00,30.270498425272923,29.020030829977625,35.75881811493867,2025-02-04 14:45:00,3186.8,2025-02-05 09:15:00,3163.0,X9OR4,1,-0.7468,-0.8468
HDFCBANK,2025-02-01 14:15:00,30.045791013943994,27.24760821576126,26.314981327831916,2025-02-01 14:45:00,849.05,2025-02-03 09:15:00,839.8,X9OR4,1,-1.0895,-1.1895
ASIANPAINT,2025-01-22 14:15:00,21.142857142856748,20.396825396825054,25.02732446266993,2025-01-22 14:45:00,2265.05,2025-01-23 14:45:00,2273.75,X9OR4,12,0.3841,0.2841
KOTAKBANK,2025-01-22 13:15:00,28.511395498209254,25.257284200841642,29.7904470369936,2025-01-22 13:45:00,1903.2,2025-01-23 13:45:00,1903.15,X9OR4,12,-0.0026,-0.1026
KOTAKBANK,2025-01-22 09:45:00,21.183096943649012,18.72612193943927,38.17880256348902,2025-01-22 10:15:00,1905.05,2025-01-22 11:45:00,1890.35,X9OR4,3,-0.7716,-0.8716
HINDUNILVR,2025-01-07 09:45:00,28.587134523894786,25.636062140305615,43.13714158285396,2025-01-07 10:15:00,2393.0,2025-01-07 13:45:00,2386.15,X9OR4,7,-0.2863,-0.3863
INFY,2025-01-07 09:45:00,33.35555555555554,30.822222222222177,33.33099174302665,2025-01-07 10:15:00,1950.65,2025-01-07 11:15:00,1935.1,X9OR4,2,-0.7972,-0.8972
RELIANCE,2025-01-07 09:15:00,12.300278418019644,10.534005396300545,29.28718604120925,2025-01-07 09:45:00,1236.45,2025-01-07 11:45:00,1239.7,X9OR4,4,0.2628,0.1628
INFY,2025-01-06 14:15:00,32.555555555555564,31.99625811378391,34.3829692538082,2025-01-07 09:15:00,1945.0,2025-01-07 11:15:00,1935.1,X9OR4,4,-0.509,-0.609
M&M,2025-01-06 09:45:00,35.87219343696018,32.00921128382248,48.26703248407699,2025-01-06 10:15:00,3218.05,2025-01-06 10:45:00,3120.8,X9OR4,1,-3.022,-3.122
ITC,2025-01-02 11:45:00,40.44438067910151,34.00218822456182,38.61880525678461,2025-01-02 12:15:00,421.45,2025-01-06 11:30:00,448.8,X9OR4,10,6.4895,6.3895
DIVISLAB,2025-01-01 14:15:00,20.496311200536642,19.412799856299127,47.78742932265105,2025-01-01 14:45:00,6075.55,2025-01-02 09:15:00,6045.8,X9OR4,1,-0.4897,-0.5897
MARICO,2024-12-18 10:15:00,27.036750181820317,19.232724888527382,25.331529128221863,2024-12-18 10:45:00,641.9,2024-12-18 12:15:00,637.25,X9OR4,3,-0.7244,-0.8244
ITC,2024-12-17 11:15:00,18.678308823529484,16.95216172054414,26.461312537277138,2024-12-17 11:45:00,405.25,2024-12-19 10:45:00,403.75,X9OR4,10,-0.3701,-0.4701
MARICO,2024-12-16 13:45:00,29.388658118114854,27.93050157388718,41.178401249344425,2024-12-16 14:15:00,640.05,2024-12-17 12:15:00,637.9,X9OR4,8,-0.3359,-0.4359
M&M,2024-12-13 11:45:00,30.819736530891323,21.371418242679567,27.53688487469459,2024-12-16 09:15:00,3089.4,2024-12-16 09:45:00,3060.3,X9OR4,1,-0.9419,-1.0419
INFY,2024-12-13 11:45:00,30.750195880904016,23.29540916466348,33.16239057512928,2024-12-13 12:45:00,1993.95,2024-12-16 12:45:00,1983.6,X9OR4,12,-0.5191,-0.6191
BEL,2024-12-11 10:15:00,24.777459749552456,20.245199761478684,36.77550104944708,2024-12-11 11:15:00,314.95,2024-12-11 11:45:00,314.45,X9OR4,1,-0.1588,-0.2588
BEL,2024-12-10 12:45:00,16.976744186046623,16.92148284595913,36.423018164021684,2024-12-10 13:15:00,315.15,2024-12-10 14:15:00,314.95,X9OR4,2,-0.0635,-0.1635
ADANIPORTS,2024-12-05 12:45:00,23.605737051962,23.261281631600244,31.14611195443167,2024-12-05 13:15:00,1275.05,2024-12-06 10:15:00,1272.5,X9OR4,6,-0.2,-0.3
VEDL,2024-11-29 12:45:00,21.69498443798153,19.932869307391062,26.583637182998494,2024-11-29 13:15:00,436.3,2024-12-09 09:45:00,472.9,X9OR4,53,8.3887,8.2887
SBIN,2024-11-26 14:15:00,16.2497069018839,13.121238658221975,32.65428212700405,2024-11-26 14:45:00,840.4,2024-11-27 09:15:00,835.15,X9OR4,1,-0.6247,-0.7247
HDFCBANK,2024-11-26 12:45:00,25.112107623318145,25.06223791949402,38.09075524688001,2024-11-26 13:15:00,890.05,2024-11-26 13:45:00,890.0,X9OR4,1,-0.0056,-0.1056
HDFCBANK,2024-11-22 09:45:00,35.32258064516096,34.6774193548385,28.612773469471403,2024-11-22 14:15:00,874.15,2024-11-26 10:15:00,888.6,X9OR4,16,1.653,1.553
M&M,2024-11-22 09:45:00,31.80649610543519,26.93046808063943,26.988784692543224,2024-11-22 13:15:00,2964.45,2024-11-25 13:15:00,3051.65,X9OR4,12,2.9415,2.8415
M&M,2024-11-21 14:15:00,28.262500000000028,28.095833333333292,30.97094915036824,2024-11-22 09:15:00,2945.05,2024-11-25 13:15:00,3051.65,X9OR4,20,3.6196,3.5196
INFY,2024-11-13 12:15:00,38.500699988648975,32.98384153901271,32.247233269738395,2024-11-13 13:45:00,1867.1,2024-11-14 11:15:00,1862.5,X9OR4,7,-0.2464,-0.3464
DIVISLAB,2024-11-11 13:45:00,27.51877682403441,26.125715307582354,29.114909473413828,2024-11-11 14:15:00,5919.0,2024-11-11 14:45:00,5901.0,X9OR4,1,-0.3041,-0.4041
BANKBARODA,2024-11-11 10:45:00,36.07736152167034,31.388687138550335,31.494569337658568,2024-11-11 11:15:00,250.65,2024-11-11 11:45:00,249.84,X9OR4,1,-0.3232,-0.4232
INFY,2024-11-07 12:45:00,27.0149253731344,25.567078113178,28.833410289876184,2024-11-07 13:15:00,1803.4,2024-11-14 11:15:00,1862.5,X9OR4,44,3.2771,3.1771
M&M,2024-11-05 13:45:00,38.691079580347534,34.958670461009525,32.60433781215029,2024-11-05 14:15:00,2870.0,2024-11-07 09:45:00,2875.85,X9OR4,15,0.2038,0.1038
BEL,2024-10-31 12:15:00,30.401607676054073,28.981019415981915,39.53268529204388,2024-11-04 09:15:00,289.0,2024-11-04 09:45:00,284.15,X9OR4,1,-1.6782,-1.7782
ICICIBANK,2024-10-21 13:45:00,31.385981894668493,30.37180882703827,39.927232148998385,2024-10-21 14:15:00,1263.8,2024-10-24 09:15:00,1242.75,X9OR4,14,-1.6656,-1.7656
BEL,2024-10-11 13:15:00,35.35825852487615,33.99729264630148,27.81604538166179,2024-10-14 09:15:00,287.05,2024-10-14 12:45:00,285.4,X9OR4,7,-0.5748,-0.6748
VEDL,2024-10-03 09:15:00,33.82351670195753,30.701029493581576,54.99492105608405,2024-10-03 10:15:00,501.25,2024-10-03 12:45:00,493.3,X9OR4,5,-1.586,-1.686
M&M,2024-10-03 09:15:00,13.820349196967658,11.545275175649644,26.635742205622723,2024-10-03 09:45:00,3137.3,2024-10-03 11:15:00,3133.85,X9OR4,3,-0.11,-0.21
M&M,2024-09-26 11:45:00,22.982427641203458,19.706503400197914,46.55243349466727,2024-09-26 12:15:00,3103.5,2024-09-30 09:15:00,3144.4,X9OR4,18,1.3179,1.2179
SHREECEM,2024-09-25 14:45:00,27.336481928984917,22.49416023023146,39.22289239753761,2024-09-26 09:15:00,25945.45,2024-09-27 14:15:00,26100.0,X9OR4,22,0.5957,0.4957
M&M,2024-09-25 14:15:00,24.56968108344248,24.226008446191827,49.930090831521085,2024-09-25 14:45:00,3077.05,2024-09-26 09:45:00,3057.0,X9OR4,2,-0.6516,-0.7516
COLPAL,2024-09-25 12:15:00,27.972677595628426,24.11726201310107,28.10293575421676,2024-09-25 12:45:00,3677.05,2024-09-27 14:45:00,3748.7,X9OR4,28,1.9486,1.8486
M&M,2024-09-20 09:15:00,19.926728046158058,17.62864377850879,29.533212894884,2024-09-20 09:45:00,2850.7,2024-09-25 11:45:00,3057.0,X9OR4,28,7.2368,7.1368
KOTAKBANK,2024-09-19 09:15:00,19.313871369226632,18.63362924691372,26.844638105584053,2024-09-19 13:45:00,1866.35,2024-09-24 12:15:00,1912.75,X9OR4,33,2.4861,2.3861
HDFCBANK,2024-09-17 12:45:00,24.057971014492384,21.124913733609137,38.38995108687146,2024-09-17 14:15:00,835.25,2024-09-27 09:15:00,886.0,X9OR4,86,6.076,5.976
DIVISLAB,2024-09-12 13:45:00,19.94006849315078,18.059225437887665,49.64481283758384,2024-09-12 14:15:00,5465.15,2024-09-17 13:45:00,5495.1,X9OR4,35,0.548,0.448
DABUR,2024-09-12 09:15:00,34.72251635004692,33.29305512301492,30.44040426455474,2024-09-12 09:45:00,668.15,2024-09-12 14:15:00,665.75,X9OR4,9,-0.3592,-0.4592
ASIANPAINT,2024-09-09 14:15:00,36.28326180257517,33.389258918075086,36.41649474941895,2024-09-09 14:45:00,3284.3,2024-09-13 09:15:00,3337.75,X9OR4,37,1.6274,1.5274
VEDL,2024-09-03 13:45:00,14.40308337805526,12.754549446260356,27.946600233724546,2024-09-03 14:15:00,428.9,2024-09-03 14:45:00,428.6,X9OR4,1,-0.0699,-0.1699
INFY,2024-09-03 13:15:00,35.12782271931168,30.98353935119737,30.687093425837325,2024-09-03 13:45:00,1962.05,2024-09-03 14:15:00,1952.35,X9OR4,1,-0.4944,-0.5944
DIVISLAB,2024-09-02 09:45:00,36.18015680713431,33.86882698824534,45.185740732973834,2024-09-02 10:45:00,5105.05,2024-09-02 14:15:00,5028.55,X9OR4,7,-1.4985,-1.5985
VEDL,2024-09-02 09:45:00,24.185642375624667,22.028322750099218,25.788105478854774,2024-09-02 10:15:00,431.1,2024-09-02 12:45:00,427.55,X9OR4,5,-0.8235,-0.9235
ICICIBANK,2024-08-30 10:45:00,25.114906832297912,24.701173222912246,30.828966380657306,2024-08-30 11:15:00,1225.05,2024-09-02 09:45:00,1224.75,X9OR4,9,-0.0245,-0.1245
DIVISLAB,2024-08-27 13:45:00,25.327800829875578,24.19363762102351,43.75667814069309,2024-08-28 11:45:00,4916.05,2024-08-29 10:15:00,4992.5,X9OR4,9,1.5551,1.4551
VEDL,2024-08-26 09:15:00,19.157598258865363,17.279190972187696,45.06326167645926,2024-08-26 12:45:00,421.45,2024-08-29 10:15:00,428.15,X9OR4,31,1.5897,1.4897
ASIANPAINT,2024-08-26 09:45:00,26.786629986120403,25.539606668317607,33.1765525376092,2024-08-26 10:15:00,3165.05,2024-08-27 14:45:00,3166.0,X9OR4,21,0.03,-0.07
SHREECEM,2024-08-26 09:45:00,20.04932110287638,18.614337623522065,32.57730794201615,2024-08-26 10:15:00,24773.0,2024-08-26 12:45:00,24814.9,X9OR4,5,0.1691,0.0691
COLPAL,2024-08-26 09:15:00,12.041147099663062,7.246917733223853,26.9084111787562,2024-08-26 09:45:00,3563.0,2024-08-27 10:45:00,3582.5,X9OR4,14,0.5473,0.4473
DIVISLAB,2024-08-23 13:15:00,18.121622848778483,16.823478088818167,39.545826196168974,2024-08-26 09:15:00,4889.3,2024-08-27 10:45:00,4910.0,X9OR4,15,0.4234,0.3234
SHREECEM,2024-08-23 11:45:00,18.04263121852144,17.689532408223634,28.89344941201675,2024-08-23 12:15:00,24787.75,2024-08-23 12:45:00,24715.0,X9OR4,1,-0.2935,-0.3935
INFY,2024-08-22 14:45:00,31.742822215614403,29.777425358751685,46.49051959581802,2024-08-23 09:15:00,1882.1,2024-08-23 09:45:00,1865.45,X9OR4,1,-0.8847,-0.9847
BANKBARODA,2024-08-21 13:45:00,15.408990088312311,12.294361992026191,44.20602883144099,2024-08-21 14:45:00,244.05,2024-08-23 14:45:00,243.7,X9OR4,12,-0.1434,-0.2434
FEDERALBNK,2024-08-21 11:45:00,36.09065155807366,31.92725708306447,27.524410140193513,2024-08-21 14:45:00,203.35,2024-08-23 09:15:00,201.19,X9OR4,1,-1.0622,-1.1622
HDFCBANK,2024-08-19 14:45:00,30.285714285715336,27.73152511205699,30.464067418721402,2024-08-21 09:15:00,816.45,2024-08-21 10:45:00,811.4,X9OR4,3,-0.6185,-0.7185
COLPAL,2024-08-20 13:15:00,21.265304027510915,17.884300788940312,39.679032660954284,2024-08-20 13:45:00,3556.85,2024-08-23 11:15:00,3572.0,X9OR4,19,0.4259,0.3259
FEDERALBNK,2024-08-16 12:15:00,25.095552748356273,23.774993812499265,38.67372615813249,2024-08-16 13:15:00,203.3,2024-08-16 13:45:00,203.46,X9OR4,1,0.0787,-0.0213
COLPAL,2024-08-01 11:45:00,26.844995984351804,26.821538930971656,43.49714792143804,2024-08-01 12:15:00,3379.0,2024-08-01 13:15:00,3366.0,X9OR4,2,-0.3847,-0.4847
BANKBARODA,2024-07-31 14:45:00,15.063271686045914,14.6038699766442,28.689914878600927,2024-08-01 09:15:00,249.5,2024-08-01 10:45:00,244.62,X9OR4,3,-1.9559,-2.0559
PNB,2024-07-31 12:15:00,34.5140316780224,30.813762241605215,42.4397059152095,2024-08-01 09:15:00,121.4,2024-08-01 11:15:00,120.04,X9OR4,4,-1.1203,-1.2203
KOTAKBANK,2024-07-30 09:15:00,30.149239296209537,28.87276965616444,32.28886247912186,2024-07-30 09:45:00,1803.45,2024-07-30 10:15:00,1796.45,X9OR4,1,-0.3881,-0.4881
ITC,2024-07-25 12:15:00,22.229446701645138,19.224811286455306,35.52736959442823,2024-07-25 12:45:00,423.75,2024-07-25 13:15:00,425.55,X9OR4,1,0.4248,0.3248
ITC,2024-07-23 09:15:00,20.25974025974041,17.922077922078028,37.63720894704573,2024-07-23 09:45:00,408.7,2024-07-23 10:15:00,407.1,X9OR4,1,-0.3915,-0.4915
ITC,2024-07-22 13:15:00,16.536796536796732,15.502342542894892,41.05564954948271,2024-07-23 09:15:00,407.25,2024-07-23 09:45:00,405.7,X9OR4,1,-0.3806,-0.4806
PNB,2024-07-18 09:45:00,27.814730883261895,23.843665951711206,27.39695239710249,2024-07-18 10:15:00,117.35,2024-07-18 10:45:00,116.12,X1,1,-1.0481,-1.1481
FEDERALBNK,2024-07-16 11:45:00,33.168044077134766,27.909668726188716,25.440341814103874,2024-07-16 12:15:00,195.15,2024-07-19 09:15:00,195.5,X9OR4,18,0.1793,0.0793
HINDUNILVR,2024-07-16 09:15:00,32.39545077037684,28.169772029423687,27.07613458500778,2024-07-16 09:45:00,2649.05,2024-07-24 09:15:00,2690.0,X9OR4,47,1.5458,1.4458
HINDUNILVR,2024-07-15 14:15:00,27.516159800571955,27.253075346788307,25.928180807036984,2024-07-15 14:45:00,2622.85,2024-07-24 09:15:00,2690.0,X9OR4,49,2.5602,2.4602
FEDERALBNK,2024-07-15 13:15:00,23.52596314907857,20.12938254490825,33.40743270585241,2024-07-15 13:45:00,195.5,2024-07-16 09:15:00,193.64,X9OR4,3,-0.9514,-1.0514
AXISBANK,2024-07-15 12:45:00,33.706261705197846,30.59463921860156,26.69165424466406,2024-07-15 13:15:00,1318.05,2024-07-15 13:45:00,1313.3,X9OR4,1,-0.3604,-0.4604
SBIN,2024-07-12 09:15:00,33.62740839904485,25.43393671545606,31.940061956468757,2024-07-12 10:45:00,861.75,2024-07-22 10:45:00,880.15,X9OR4,48,2.1352,2.0352
COLPAL,2024-07-11 13:45:00,32.65624999999982,32.35707919279847,27.813425484634735,2024-07-12 09:15:00,3017.45,2024-07-19 09:45:00,3110.8,X9OR4,49,3.0937,2.9937
COLPAL,2024-07-11 12:15:00,31.008561570070604,29.013167825873747,31.394273251282282,2024-07-11 13:45:00,3010.05,2024-07-11 14:45:00,3006.0,X9OR4,2,-0.1345,-0.2345
INFY,2024-07-10 14:15:00,23.374485596708002,20.777320530407085,33.01860309669427,2024-07-10 14:45:00,1656.05,2024-07-25 11:15:00,1817.0,X9OR4,89,9.7189,9.6189
HINDUNILVR,2024-07-10 12:45:00,32.26829268292687,26.93491035211687,31.881615256684352,2024-07-10 13:15:00,2610.05,2024-07-24 09:15:00,2690.0,X9OR4,76,3.0632,2.9632
FEDERALBNK,2024-07-10 11:15:00,31.0532180016473,27.785458438805723,33.21257272149671,2024-07-10 11:45:00,187.5,2024-07-16 09:15:00,193.64,X9OR4,43,3.2747,3.1747
BEL,2024-07-09 13:15:00,24.83694487177786,24.49578758547233,40.578781708582284,2024-07-09 13:45:00,333.45,2024-07-10 10:15:00,328.15,X9OR4,5,-1.5894,-1.6894
MARICO,2024-07-09 12:15:00,26.620627579309875,24.533419432493726,33.46192215530334,2024-07-09 12:45:00,641.0,2024-07-09 13:45:00,640.2,X9OR4,2,-0.1248,-0.2248
RELIANCE,2024-07-02 10:15:00,27.274767411188986,21.203551753983792,41.11348919477822,2024-07-02 10:45:00,1567.25,2024-07-04 13:15:00,1558.9,X9OR4,17,-0.5328,-0.6328
INFY,2024-07-01 09:45:00,33.011494252873455,32.47852020265798,30.96078794178153,2024-07-01 10:15:00,1575.25,2024-07-09 09:15:00,1652.55,X9OR4,58,4.9072,4.8072
AXISBANK,2024-06-25 09:15:00,34.75728155339812,31.846976525635245,37.638408148396444,2024-06-25 09:45:00,1236.7,2024-06-28 12:45:00,1269.75,X9OR4,30,2.6724,2.5724
AXISBANK,2024-06-24 12:15:00,29.917589964288556,28.60655089479847,40.8349729603311,2024-06-25 09:15:00,1234.45,2024-06-28 12:45:00,1269.75,X9OR4,31,2.8596,2.7596
AXISBANK,2024-06-24 13:15:00,32.162095591492644,30.472034569740458,39.445519279860086,2024-06-25 09:15:00,1234.45,2024-06-28 12:45:00,1269.75,X9OR4,31,2.8596,2.7596
AXISBANK,2024-06-21 13:45:00,27.955056179775188,23.591378124283363,47.54480380712734,2024-06-21 14:45:00,1235.55,2024-06-28 12:45:00,1269.75,X9OR4,44,2.768,2.668
HDFCBANK,2024-06-21 13:15:00,17.46666666666656,14.470815536493761,28.89703209202738,2024-06-21 13:45:00,826.05,2024-06-24 09:15:00,824.5,X9OR4,3,-0.1876,-0.2876
ICICIBANK,2024-06-20 12:15:00,30.14847865023261,29.80927739548035,41.25079386355467,2024-06-20 12:45:00,1148.25,2024-06-28 11:15:00,1211.0,X9OR4,57,5.4648,5.3648
BANKBARODA,2024-06-20 12:15:00,24.554469034139185,17.697832675701818,28.183891494553063,2024-06-20 12:45:00,269.35,2024-06-20 14:45:00,268.21,X9OR4,4,-0.4232,-0.5232
DIVISLAB,2024-06-14 13:15:00,30.885939125778783,30.5880366031659,29.095322324193607,2024-06-14 14:45:00,4593.05,2024-06-18 09:45:00,4559.65,X9OR4,2,-0.7272,-0.8272
DIVISLAB,2024-06-14 14:15:00,34.36456063906998,31.417371650321737,27.262457880531265,2024-06-14 14:45:00,4588.05,2024-06-18 09:45:00,4559.65,X9OR4,2,-0.619,-0.719
BANKBARODA,2024-06-14 09:45:00,25.60209424083818,25.401954968664274,31.666482615246732,2024-06-14 10:15:00,267.05,2024-06-20 09:15:00,267.97,X9OR4,22,0.3445,0.2445
FEDERALBNK,2024-06-14 09:15:00,15.558456973294138,13.667203617352316,38.93254789786244,2024-06-14 09:45:00,173.45,2024-06-21 12:45:00,176.1,X9OR4,42,1.5278,1.4278
SHREECEM,2024-06-13 13:15:00,30.09736004493508,24.462152413398638,31.25262735813575,2024-06-13 14:15:00,27500.05,2024-06-14 11:15:00,27516.1,X9OR4,6,0.0584,-0.0416
ULTRACEMCO,2024-06-13 13:15:00,34.42608191506979,31.197307985309095,51.60401907000002,2024-06-13 13:45:00,11157.9,2024-06-18 10:15:00,11121.0,X9OR4,17,-0.3307,-0.4307
M&M,2024-06-13 09:45:00,20.711660334863854,20.29900215301259,33.63159229292389,2024-06-13 13:15:00,2828.05,2024-06-18 14:45:00,2959.1,X9OR4,27,4.6339,4.5339
M&M,2024-06-12 10:15:00,32.922445995197435,29.810748847547604,45.01658945668133,2024-06-12 10:45:00,2835.35,2024-06-12 11:15:00,2824.6,X9OR4,1,-0.3791,-0.4791
